,ALSEN FP Equity_DX_SI_QTY,ALSEN FP Equity_DX_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSEN FP Equity_DX_SI_MV,ALSEN FP Equity_DX_DSS,ALSEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY,ALSEN FP Equity_DX_BROKER_SI_QTY,ALSEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_x,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSEN FP Equity_DX_BROKER_SI_MV_INC_x,ALSEN FP Equity_DX_BROKER_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_NEW,ALSEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALSEN FP Equity_DX_BROKER_SI_QTY_INC,ALSEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSEN FP Equity_DX_BROKER_SI_MV_NEW_y,ALSEN FP Equity_DX_BROKER_SI_MV_INC_y,ALSEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSEN FP Equity_DX_BROKER_SI_MV_ADD,ALSEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSEN FP Equity_DX_BROKER_SI_QTY_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV,ALSEN FP Equity_DX_BROKER_SI_MV_DEC,ALSEN FP Equity_DX_SUPPLY_SI_MV_RMV,ALSEN FP Equity_DX_BROKER_SI_MV_RMV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_UTILIZATION_QUANTITY,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALSEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSEN FP Equity_DX_BROKER_SI_CON_RATIO,ALSEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALSEN FP Equity_PX_LAST
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.46
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.54
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.47
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.13
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.89
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1800.0,10278.0,,0.01,0.0,0.0,0.0,0.0,0.0,5.71
2016-09-01,1000.0,5840.0,0.05,0.06,0.02,0.01,0.0,0.0,1000.0,0.0,5840.0,,,,,,,,,,,,,1000.0,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.5556,5.84
2016-09-02,2000.0,11420.0,0.1,0.14,0.03,0.01,0.0,5710.0,1000.0,1000.0,5710.0,,,,1000.0,,,,,,,,0.01,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.71
2016-09-05,2000.0,11160.0,0.1,0.11,0.03,0.01,0.0,5580.0,1000.0,1000.0,5580.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.58
2016-09-06,2000.0,10900.0,0.1,0.11,0.03,0.01,0.0,5450.0,1000.0,1000.0,5450.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.45
2016-09-07,2000.0,11360.0,0.1,0.11,0.03,0.01,0.0,5680.0,1000.0,1000.0,5680.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.68
2016-09-08,2000.0,10960.0,0.1,0.11,0.03,0.01,0.0,5480.0,1000.0,1000.0,5480.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.48
2016-09-09,2000.0,10480.0,0.1,0.08,0.03,0.01,0.0,5240.0,1000.0,1000.0,5240.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.24
2016-09-12,2000.0,10800.0,0.1,0.08,0.03,0.01,0.0,5400.0,1000.0,1000.0,5400.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.4
2016-09-13,2000.0,10280.0,0.1,0.08,0.03,0.01,0.0,5140.0,1000.0,1000.0,5140.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.14
2016-09-14,2000.0,10400.0,0.1,0.08,0.03,0.01,0.0,5200.0,1000.0,1000.0,5200.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.2
2016-09-15,2000.0,11680.0,0.1,0.08,0.03,0.01,0.0,5840.0,1000.0,1000.0,5840.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.84
2016-09-16,2000.0,10920.0,0.1,0.06,0.03,0.01,0.0,5460.0,1000.0,1000.0,5460.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.46
2016-09-19,2000.0,11220.0,0.1,0.05,0.03,0.01,0.0,5610.0,1000.0,1000.0,5610.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.61
2016-09-20,2000.0,10740.0,0.1,0.05,0.03,0.01,0.0,5370.0,1000.0,1000.0,5370.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.37
2016-09-21,2000.0,11160.0,0.1,0.05,0.03,0.01,0.0,5580.0,1000.0,1000.0,5580.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.58
2016-09-22,2000.0,10940.0,0.1,0.05,0.03,0.01,0.0,5470.0,1000.0,1000.0,5470.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.47
2016-09-23,2000.0,11660.0,0.1,0.05,0.03,0.01,0.0,5830.0,1000.0,1000.0,5830.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.83
2016-09-26,2000.0,11800.0,0.09,0.04,0.03,0.01,0.0,5900.0,1000.0,1000.0,5900.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.9
2016-09-27,2000.0,11100.0,0.09,0.04,0.03,0.01,0.0,5550.0,1000.0,1000.0,5550.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.55
2016-09-28,2000.0,10740.0,0.09,0.04,0.03,0.01,0.0,5370.0,1000.0,1000.0,5370.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.37
2016-09-29,2000.0,10360.0,0.09,0.04,0.03,0.01,0.0,5180.0,1000.0,1000.0,5180.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.18
2016-09-30,2000.0,10540.0,0.09,0.04,0.03,0.01,0.0,5270.0,1000.0,1000.0,5270.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.27
2016-10-03,2000.0,10700.0,0.09,0.03,0.03,0.01,0.0,5350.0,1000.0,1000.0,5350.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,5.35
2016-10-04,2000.0,9980.0,0.09,0.03,0.03,0.01,0.0,4990.0,1000.0,1000.0,4990.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.99
2016-10-05,2000.0,9840.0,0.09,0.03,0.03,0.01,0.0,4920.0,1000.0,1000.0,4920.0,,,,,,,,,,,,,,,0.01,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.92
2016-10-06,2000.0,9800.0,0.09,0.03,0.03,0.01,0.0,4900.0,1000.0,1000.0,4900.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.9
2016-10-07,2000.0,9720.0,0.09,0.03,0.03,0.01,0.0,4860.0,1000.0,1000.0,4860.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.86
2016-10-10,2000.0,9800.0,0.09,0.03,0.03,0.01,0.0,4900.0,1000.0,1000.0,4900.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.9
2016-10-11,2000.0,9560.0,0.09,0.03,0.03,0.01,0.0,4780.0,1000.0,1000.0,4780.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.78
2016-10-12,2000.0,9500.0,0.09,0.03,0.03,0.01,0.0,4750.0,1000.0,1000.0,4750.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.75
2016-10-13,2000.0,9200.0,0.09,0.03,0.03,0.01,0.0,4600.0,1000.0,1000.0,4600.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.6
2016-10-14,2000.0,8500.0,0.09,0.03,0.03,0.01,0.0,4250.0,1000.0,1000.0,4250.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.25
2016-10-17,2000.0,8900.0,0.09,0.03,0.03,0.01,0.0,4450.0,1000.0,1000.0,4450.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.45
2016-10-18,2000.0,9200.0,0.09,0.03,0.03,0.01,0.0,4600.0,1000.0,1000.0,4600.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.6
2016-10-19,2000.0,8800.0,0.09,0.03,0.03,0.01,0.0,4400.0,1000.0,1000.0,4400.0,,,,,,,,,,,,,,,0.0,,,,100.0,55.56,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1111,4.4
2016-10-20,3600.0,15732.0,0.16,0.05,0.05,0.02,0.0,7866.0,1800.0,1800.0,7866.0,,800.0,,800.0,,,,,,,800.0,0.0,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.73,0.5056,55.27,2.0,4.37
2016-10-21,3600.0,15768.0,0.16,0.05,0.05,0.02,0.0,7884.0,1800.0,1800.0,7884.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.5,0.5061,55.5,2.0,4.38
2016-10-24,3600.0,15660.0,0.16,0.05,0.05,0.02,0.0,7830.0,1800.0,1800.0,7830.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.63,0.5058,55.37,2.0,4.35
2016-10-25,3600.0,15840.0,0.16,0.05,0.05,0.02,0.0,7920.0,1800.0,1800.0,7920.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.17,0.5068,55.83,2.0,4.4
2016-10-26,3600.0,15696.0,0.16,0.05,0.05,0.02,0.0,7848.0,1800.0,1800.0,7848.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.57,0.5059,55.43,2.0,4.36
2016-10-27,3600.0,16128.0,0.16,0.05,0.05,0.02,0.0,8064.0,1800.0,1800.0,8064.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,43.87,0.5075,56.13,2.0,4.48
2016-10-28,3600.0,16524.0,0.16,0.05,0.05,0.02,0.0,8262.0,1800.0,1800.0,8262.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,43.8,0.5077,56.2,2.0,4.59
2016-10-31,3600.0,15588.0,0.16,0.05,0.05,0.02,0.0,7794.0,1800.0,1800.0,7794.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,45.84,0.5035,54.16,2.0,4.33
2016-11-01,3600.0,15588.0,0.16,0.06,0.05,0.02,0.0,7794.0,1800.0,1800.0,7794.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.2,0.5067,55.8,2.0,4.33
2016-11-02,3600.0,15588.0,0.16,0.06,0.05,0.02,0.0,7794.0,1800.0,1800.0,7794.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.38,0.5063,55.62,2.0,4.33
2016-11-03,3600.0,15768.0,0.16,0.06,0.05,0.02,0.0,7884.0,1800.0,1800.0,7884.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.22,0.5067,55.78,2.0,4.38
2016-11-04,3600.0,15336.0,0.16,0.06,0.05,0.02,0.0,7668.0,1800.0,1800.0,7668.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,45.03,0.5049,54.97,2.0,4.26
2016-11-07,3600.0,15264.0,0.16,0.06,0.05,0.02,0.0,7632.0,1800.0,1800.0,7632.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.75,0.5055,55.25,2.0,4.24
2016-11-08,3600.0,15156.0,0.16,0.07,0.05,0.02,0.0,7578.0,1800.0,1800.0,7578.0,,,,,,,,,,,,,,,0.01,,,,100.0,100.0,0.0,0.0,,0.0,100.0,44.65,0.5057,55.35,2.0,4.21
