,VK FP Equity_DX_SI_QTY,VK FP Equity_DX_SHORT_INTEREST_VALUE,VK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VK FP Equity_DX_SI_MV,VK FP Equity_DX_DSS,VK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VK FP Equity_DX_SUPPLY_SI_QTY,VK FP Equity_DX_BROKER_SI_QTY,VK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VK FP Equity_DX_BROKER_SI_MV_NEW_x,VK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VK FP Equity_DX_SUPPLY_SI_QTY_INC_x,VK FP Equity_DX_BROKER_SI_MV_INC_x,VK FP Equity_DX_SUPPLY_SI_MV_NEW,VK FP Equity_DX_BROKER_SI_QTY_ADD,VK FP Equity_DX_BROKER_SI_QTY_NEW,VK FP Equity_DX_SUPPLY_SI_MV_DEC,VK FP Equity_DX_BROKER_SI_QTY_INC,VK FP Equity_DX_SUPPLY_SI_QTY_DEC,VK FP Equity_DX_BROKER_SI_MV_NEW_y,VK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VK FP Equity_DX_BROKER_SI_MV_INC_y,VK FP Equity_DX_SUPPLY_SI_QTY_INC_y,VK FP Equity_DX_BROKER_SI_MV_ADD,VK FP Equity_DX_SUPPLY_SI_QTY_ADD,VK FP Equity_DX_BROKER_SI_QTY_DEC,VK FP Equity_DX_SUPPLY_SI_MV,VK FP Equity_DX_BROKER_SI_MV_DEC,VK FP Equity_DX_SUPPLY_SI_MV_RMV,VK FP Equity_DX_BROKER_SI_MV_RMV,VK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VK FP Equity_DX_UTILIZATION_QUANTITY,VK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VK FP Equity_DX_ACTIVE_UTILIZATION_MV,VK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VK FP Equity_DX_BROKER_SI_CON_RATIO,VK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VK FP Equity_DX_DEMAND_SUPPLY_RATIO,VK FP Equity_PX_LAST
2008-01-14,3948825.0,470690986.23,7.82,7.48,7.45,652.56,2.0,237981491.37,2223416.0,1996527.0,265026145.71,,,34040.0,0.1,,65000.0,,4.41,836.0,25998.0,,,0.1,34040.0,9.76,6764.0,2000.0,340.84,0.44,,,21.62,21.62,8061341.0,960893568.5,,1230.6,21.69,21.34,0.1482,24.8,0.3839,153.6
2008-01-15,3988362.0,436746205.03,7.9,7.45,7.52,658.43,2.0,222302476.05,2192972.0,2030064.0,240141742.08,,,6900.0,5.62,,,,7.29,33537.0,40444.0,,,5.62,6900.0,,3100.0,,330.05,,,,21.61,21.61,7953104.0,870905898.26,,1159.18,22.16,21.52,0.1449,23.95,0.3931,141.11
2008-01-16,3998803.0,434445020.0,7.92,7.09,7.54,635.88,2.0,220722849.19,2214857.0,2031620.0,240630407.06,,,11857.0,5.08,,500.0,,1.32,37500.0,7972.0,,,5.08,11857.0,0.07,18000.0,36444.0,318.44,7.24,,,22.02,22.02,7845542.0,852369234.26,,1103.77,22.39,22.22,0.145,23.69,0.3975,140.0
2008-01-17,3956448.0,426773103.16,7.67,6.64,7.46,626.98,2.0,217441947.13,2188865.0,2015820.0,236107920.15,,,2867.0,,,,,4.28,,29884.0,,,,2867.0,,1025.0,15800.0,312.12,2.37,,,21.9,21.9,7805215.0,841930900.25,,1090.59,22.25,22.5,0.1472,23.84,0.3959,139.0
2008-01-18,3954676.0,411237286.65,7.67,6.47,7.46,621.5,2.0,207564355.41,2205839.0,1996049.0,229379915.11,,,900.0,,,,,4.0,,27793.0,,,,900.0,,43867.0,19771.0,309.63,3.02,,,22.25,22.25,7707970.0,801533341.39,,1058.14,22.64,22.31,0.1455,23.63,0.3989,134.0
2008-01-21,3956297.0,393107500.79,7.67,6.29,7.46,609.31,2.0,198523661.34,2251054.0,1997974.0,223670319.01,,,29339.0,0.12,,1025.0,,2.79,8300.0,6081.0,,,0.12,29339.0,0.14,21957.0,7400.0,303.58,1.26,,,22.32,22.32,7834240.0,778429553.44,,1026.31,22.83,22.66,0.1443,22.94,0.3923,128.04
2008-01-22,3862208.0,390831922.43,7.48,5.94,7.28,573.59,2.0,186931560.35,2282678.0,1847261.0,230993108.35,,,54666.0,,,,,5.85,,38556.0,,,,54666.0,,15514.0,150713.0,299.35,29.04,,,22.45,22.45,7886395.0,798055132.93,,1025.23,22.6,23.59,0.152,23.91,0.3798,130.4
2008-01-23,3766654.0,365495026.54,7.3,5.5,7.1,559.64,2.0,169280302.39,2276846.0,1744539.0,220932394.96,,,,0.2,,9440.0,,1.8,1500.0,13000.0,,,0.2,,1.29,7168.0,113662.0,298.27,18.34,,,22.61,22.61,7792275.0,756118761.62,,996.17,23.04,22.99,0.1522,24.17,0.3741,125.04
2008-01-24,3897256.0,404631199.51,7.55,5.5,7.35,572.99,2.0,184303374.51,2376846.0,1775141.0,246775179.26,,,100366.0,0.89,,23602.0,,0.27,7000.0,2028.0,,,0.89,100366.0,2.95,1662.0,,310.73,,,,23.55,23.55,7716645.0,801177885.8,,1012.71,23.48,22.5,0.1457,23.65,0.3861,133.79
2008-01-25,4048045.0,422297303.85,7.84,5.61,7.63,612.29,2.0,208490388.8,2400037.0,1998541.0,250374972.18,,,,18.09,,100000.0,,0.74,123400.0,7116.0,,,18.09,,13.43,30307.0,,327.14,,,,23.74,23.74,7709707.0,804286632.09,,1037.44,23.97,22.55,0.1432,23.02,0.4004,134.43
2008-01-28,4187945.0,429319451.15,8.12,5.72,7.9,628.44,2.0,209007611.56,2396424.0,2038837.0,245664982.8,,,,5.21,,,,1.67,40296.0,7642.0,,,5.21,,,4029.0,,324.51,,,,23.76,23.76,7691028.0,788431538.55,,1024.64,24.05,21.94,0.1361,22.2,0.4152,132.1
2008-01-29,3973302.0,431427824.16,7.7,5.41,7.49,601.58,2.0,210172880.14,2285811.0,1935620.0,248197208.81,,,,,,,,12.14,,111426.0,,,,,,813.0,103217.0,314.15,13.76,,,22.7,22.7,7784503.0,845254448.69,,1071.14,22.68,22.96,0.1478,23.45,0.3946,139.92
2008-01-30,4032869.0,420495050.81,7.82,5.44,7.6,620.04,2.0,199420182.07,2362656.0,1912592.0,246346993.86,,,49856.0,,,,,1.82,,13450.0,,,,49856.0,,40439.0,23028.0,329.71,2.65,,,23.23,23.23,7807969.0,814113307.77,,1065.11,23.64,22.27,0.1434,23.04,0.3965,134.36
2008-01-31,3443774.0,356399435.96,6.67,4.57,6.49,491.18,2.0,132985557.71,2355614.0,1284997.0,243784725.98,,,2187.0,,,,,1.43,,9729.0,,,,2187.0,,500.0,627595.0,321.26,124.27,,,23.23,23.23,7785117.0,805689138.62,,1043.18,23.55,14.21,0.1478,28.79,0.3396,133.36
2008-02-01,4005175.0,427335907.95,7.76,5.24,7.55,606.29,2.0,205416463.48,2209723.0,1925251.0,235768470.67,,,11655.0,1.34,,627976.0,,21.51,14278.0,160132.0,,,1.34,11655.0,124.22,2586.0,2000.0,302.55,0.33,,,22.03,22.03,7818619.0,834214896.79,,1062.68,22.16,22.61,0.1452,22.97,0.3994,137.49
2008-02-04,3985024.0,441514203.31,7.6,5.04,7.51,614.46,2.0,213257499.04,2177643.0,1924822.0,241268387.4,,,5211.0,0.8,,,,3.88,5800.0,38187.0,,,0.8,5211.0,,896.0,6229.0,305.81,0.67,,,22.71,22.71,7410632.0,821048827.69,,1039.11,22.74,22.51,0.1447,22.81,0.4156,142.77
2008-02-05,4079615.0,448606754.77,7.78,5.04,7.69,644.01,2.0,216649676.81,2226851.0,1970205.0,244871244.09,,,56022.0,10.07,,,,1.58,57291.0,12689.0,,,10.07,56022.0,,5875.0,11908.0,323.1,1.5,,,23.34,23.34,7312540.0,804108926.58,,1041.65,23.67,21.71,0.1385,22.41,0.4277,141.7
2008-02-06,4312980.0,433836651.84,8.23,5.18,8.13,664.44,2.0,217773731.44,2416232.0,2164994.0,243045411.98,,,87228.0,20.18,,50000.0,,2.23,144789.0,14359.0,,,20.18,87228.0,7.09,116512.0,,337.58,,,,25.2,25.2,7171473.0,721368481.91,,971.21,25.79,20.77,0.1388,23.9,0.4498,129.62
2008-02-07,4197242.0,404280277.66,8.01,4.72,7.91,623.01,2.0,219692230.86,2387368.0,2280847.0,229952382.52,,,423.0,15.4,,22000.0,,4.43,133120.0,29287.0,,,15.4,423.0,2.85,,39267.0,313.04,5.75,,,24.91,24.91,7195175.0,693042561.47,,926.73,25.25,20.85,0.1558,28.22,0.438,124.12
2008-02-08,4341640.0,427353063.46,8.28,4.72,8.19,627.14,2.0,238139552.5,2395701.0,2419349.0,235811850.24,,,51479.0,18.44,,,,6.81,138502.0,51875.0,,,18.44,51479.0,,8729.0,,305.32,,,,25.06,25.06,7165465.0,705305695.28,,915.3,25.01,19.8,0.1611,30.18,0.4541,126.84
2008-02-11,4444451.0,429816068.88,8.48,4.76,8.38,644.8,2.0,243984645.66,2418973.0,2522888.0,233935184.7,,,6341.0,12.65,,,,1.07,103539.0,7069.0,,,12.65,6341.0,,24000.0,,310.54,,,,25.31,25.31,7137706.0,690276646.93,,910.34,25.44,19.32,0.1557,29.68,0.4651,124.62
2008-02-12,4494204.0,456669384.27,8.57,4.76,8.47,648.07,2.0,264802974.84,2445618.0,2605996.0,248506491.08,,,30000.0,10.89,,,,0.0,85998.0,3355.0,,,10.89,30000.0,,,2890.0,314.81,1.13,,,25.6,25.6,7107387.0,722202651.48,,913.42,25.63,19.32,0.1561,29.81,0.4704,130.94
2008-02-13,5004278.0,497664677.02,9.55,5.11,9.44,728.06,2.0,304903123.52,2495728.0,3065960.0,248194778.36,,,34700.0,59.08,,,,0.0,461455.0,3611.0,,,59.08,34700.0,,19021.0,1491.0,330.72,0.0,,,26.14,26.14,7053413.0,701446742.68,,911.03,26.63,17.6,0.1459,27.86,0.5241,128.15
2008-02-14,5333070.0,540088057.45,10.17,5.36,10.06,759.6,3.0,323705371.91,2491674.0,3196411.0,252335591.03,,,20543.0,17.07,,,,7.44,152771.0,54970.0,,,17.07,20543.0,,30373.0,22320.0,326.71,3.92,,,24.74,24.74,7579268.0,767563923.03,,981.61,24.97,15.79,0.1381,26.67,0.5296,130.5
2008-02-15,5333029.0,550430340.28,10.17,5.31,10.05,754.49,3.0,338827304.17,2348004.0,3282842.0,242341198.73,,,,3.15,,,,17.98,100666.0,143998.0,,,3.15,,,328.0,13735.0,311.06,1.76,,0.07,23.42,23.42,7676497.0,792303371.29,,1006.28,23.61,15.1,0.1371,26.69,0.532,133.0
2008-02-18,5418071.0,575185021.02,10.34,5.38,10.22,773.38,3.0,359658544.21,2334679.0,3387876.0,247850644.57,,,,14.24,,,,3.6,122661.0,28325.0,,,14.24,,,15000.0,17627.0,317.75,2.14,,,23.28,23.28,7693329.0,816727503.68,,1035.85,23.47,15.14,0.1434,28.08,0.5403,136.8
2008-02-19,5644506.0,602333474.28,10.77,5.64,10.64,818.36,3.0,386072563.71,2331079.0,3617911.0,248752842.66,,,468.0,33.3,,800.0,,0.47,233664.0,4068.0,,,33.3,468.0,0.11,,4429.0,323.67,0.38,,,22.93,22.93,7834123.0,835990700.44,,1072.15,23.19,14.66,0.1377,27.63,0.5553,137.51
2008-02-20,5701255.0,590205257.83,10.88,5.69,10.75,826.61,3.0,378285290.47,2357147.0,3654154.0,244016545.98,,,11380.0,9.97,,,,1.17,67168.0,8662.0,,,9.97,11380.0,,23350.0,30925.0,325.76,4.44,,,23.0,23.0,7891127.0,816905163.09,,1064.35,23.43,14.35,0.1334,27.08,0.5563,133.4
2008-02-21,5762874.0,612639180.8,10.99,5.76,10.87,825.44,3.0,392837020.0,2468221.0,3695275.0,262391454.59,,,12039.0,7.64,,,,2.06,59012.0,23046.0,,,7.64,12039.0,,125781.0,17891.0,336.75,2.64,0.51,,24.07,24.07,7786507.0,827767407.33,3700.0,1054.42,24.21,14.2,0.1305,26.66,0.562,136.99
2008-02-22,5684026.0,602227973.21,10.84,5.78,10.72,824.18,3.0,386825129.28,2433665.0,3650983.0,257849126.73,,,95.0,2.32,,,,5.04,15989.0,38651.0,,,2.32,95.0,,4000.0,60281.0,337.22,7.2,,,23.74,23.74,7818156.0,828341081.15,,1067.82,24.0,14.44,0.1322,26.86,0.5544,136.53
2008-02-25,5663869.0,605454603.81,10.8,6.01,10.68,821.2,3.0,393683620.35,2420569.0,3682807.0,258753273.58,,,25500.0,6.15,,,,10.57,41963.0,77203.0,,,6.15,25500.0,,38607.0,10139.0,336.52,2.48,,,23.66,23.66,7809525.0,834820308.31,,1072.17,23.89,13.76,0.13,26.67,0.5536,137.75
2008-02-26,5701908.0,621777675.88,10.88,6.13,10.75,823.47,3.0,405372871.58,2453587.0,3717404.0,267557039.23,,,29800.0,0.52,,,,0.75,41161.0,5482.0,,,0.52,29800.0,,8700.0,6564.0,344.1,0.8,,,26.12,26.12,6940014.0,756789793.08,,965.3,26.28,13.8,0.1279,26.1,0.607,140.52
2008-02-27,5657475.0,630586374.41,10.79,6.24,10.67,823.96,3.0,410116576.33,2485087.0,3679471.0,276989646.69,,,15417.0,0.23,,,,5.09,1500.0,39751.0,,,0.23,15417.0,,55834.0,39433.0,352.54,4.52,,,26.49,26.49,6894602.0,768477470.64,,974.02,26.58,14.0,0.1282,25.99,0.6032,143.63
2008-02-28,5785391.0,633036288.83,11.04,6.46,10.91,852.49,3.0,419671630.52,2607471.0,3835427.0,285308938.51,,1497.0,150292.0,23.1,0.21,,,2.57,166994.0,19430.0,,1497.0,23.1,150292.0,,13951.0,11038.0,375.02,1.38,3.22,,27.91,27.91,6733736.0,736804002.94,23926.0,955.84,28.18,13.53,0.1253,25.07,0.6193,141.0
2008-02-29,5825928.0,625129299.14,11.11,6.51,10.98,852.34,3.0,412042234.35,2649058.0,3840051.0,284247208.5,2.87,,6058.0,2.92,,,20890.0,3.01,18771.0,18083.0,2.87,,2.92,6058.0,,53612.0,35037.0,376.86,6.92,,,28.34,28.34,6699001.0,718811114.74,,937.47,28.67,13.38,0.1229,24.88,0.6232,138.27
2008-03-03,5789166.0,614984973.92,11.04,6.55,10.91,836.63,3.0,406521668.8,2625552.0,3826795.0,278913236.94,,,,2.27,,,,1.07,20000.0,7331.0,,,2.27,,,2035.0,33256.0,367.91,5.75,2.55,,28.13,28.13,6707695.0,712560606.25,18210.0,922.39,28.51,13.38,0.1239,24.88,0.6203,136.89
2008-03-04,5726655.0,604522537.22,10.92,6.6,10.8,821.38,3.0,400523317.18,2577333.0,3794166.0,272070848.41,,,5590.0,,,,,3.59,,26041.0,,,,5590.0,,424.0,32629.0,357.3,5.57,3.89,,27.74,27.74,6713760.0,708724242.94,28192.0,916.1,28.06,13.23,0.1258,25.29,0.6164,136.03
2008-03-05,5691455.0,645813121.02,10.86,6.77,10.73,819.27,3.0,426492615.63,2574859.0,3758616.0,292170934.67,,,16816.0,1.89,,,,3.44,15000.0,27777.0,,,1.89,16816.0,,8487.0,50550.0,364.72,7.28,,,27.38,27.38,6828494.0,774833679.97,,967.33,27.38,13.74,0.1241,24.54,0.6053,146.22
2008-03-06,5822913.0,655397636.41,11.11,6.61,10.98,862.38,3.0,436788700.28,2584262.0,3880671.0,290871460.16,,,9403.0,19.1,,,,,122055.0,,,,19.1,9403.0,,,,375.27,,,,27.41,27.41,6843112.0,770226075.94,,997.88,27.33,13.25,0.1275,25.7,0.6177,145.04
2008-03-07,5828575.0,655944459.88,11.12,6.55,10.99,867.95,3.0,435149429.55,2603955.0,3866640.0,293047589.85,,,5898.0,2.77,,,,0.12,27057.0,577.0,,,2.77,5898.0,,18072.0,41088.0,382.29,3.64,0.5,,26.56,26.56,7201520.0,810454896.21,3700.0,1045.52,26.77,13.33,0.1287,25.97,0.5944,145.02
2008-03-10,6008225.0,676488545.08,11.46,6.76,11.33,893.68,3.0,456368677.11,2607914.0,4053233.0,293634800.22,,,18257.0,28.72,,20000.0,,4.76,198252.0,32375.0,,,28.72,18257.0,2.9,18077.0,31659.0,382.42,4.62,,,26.53,26.53,7222315.0,813187483.24,,1047.74,26.74,12.92,0.1302,26.67,0.6112,145.09
2008-03-11,6078374.0,696651036.18,11.59,6.8,11.46,892.98,3.0,473509605.31,2579861.0,4131435.0,295681515.95,,,1795.0,11.35,,,,4.54,78202.0,34520.0,,,11.35,1795.0,,4672.0,,380.61,,,,25.28,25.28,7626795.0,874117755.75,,1115.54,25.44,13.0,0.1314,27.24,0.5955,147.69
2008-03-12,5991436.0,693010290.23,11.43,6.63,11.3,880.98,3.0,496127219.7,2566706.0,4289279.0,296882695.57,,,3195.0,15.17,,40946.0,,2.31,116898.0,16350.0,,,15.17,3195.0,6.05,,,382.23,,,,25.07,25.07,7671242.0,887308091.9,,1133.78,25.21,13.33,0.1374,28.64,0.5852,149.05
2008-03-13,6007137.0,687740590.92,11.46,6.64,11.33,890.95,3.0,489524465.8,2580721.0,4275799.0,295459648.34,0.09,29537.0,7855.0,7.44,4.37,,650.0,6.26,43061.0,41790.0,0.09,29537.0,7.44,7855.0,,18413.0,57191.0,385.92,7.81,,,24.84,24.84,7807228.0,893828057.89,,1154.77,25.05,13.32,0.133,27.87,0.5783,147.53
2008-03-14,6046535.0,736968529.26,11.53,6.77,11.4,895.7,3.0,521479154.84,2618338.0,4278530.0,319130329.18,,,46514.0,9.57,,,,1.49,73148.0,9747.0,,,9.57,46514.0,,850.0,70417.0,396.69,10.63,,,25.04,25.04,7840053.0,955567499.2,,1185.08,25.08,14.0,0.1353,28.26,0.5782,157.06
2008-03-17,5929183.0,685763672.25,11.31,6.54,11.18,907.85,3.0,490082785.94,2520912.0,4237306.0,291566286.71,,,24853.0,,,,,18.7,,122406.0,,,,24853.0,,127.0,41224.0,389.77,2.47,,,24.76,24.76,7658504.0,885775296.02,,1167.91,25.02,12.76,0.1331,28.12,0.5825,149.04
2008-03-18,6049348.0,709285478.42,11.54,6.69,11.41,910.78,3.0,501928904.15,2597648.0,4280847.0,304573981.27,,,496.0,4.47,,,,,43541.0,,,,4.47,496.0,,76240.0,,396.09,,,,24.96,24.96,7809114.0,915617874.78,,1178.03,25.16,13.83,0.1349,28.25,0.5813,151.09
2008-03-19,5902174.0,672975518.29,11.26,6.67,11.13,887.69,3.0,471795976.9,2594285.0,4137776.0,295804612.41,,,35676.0,17.37,,,,6.43,133173.0,40720.0,,,17.37,35676.0,,23620.0,39692.0,392.06,5.89,3.27,35.24,24.64,24.64,7932701.0,904499522.87,21939.0,1183.44,24.88,13.76,0.1488,30.49,0.5607,146.93
2008-03-20,6300749.0,719350705.34,12.02,7.63,11.88,945.71,3.0,502849713.13,2774266.0,4404430.0,316735391.92,42.02,19600.0,122031.0,5.38,3.0,,276172.0,,35282.0,,42.02,19600.0,5.38,122031.0,,38350.0,44800.0,415.31,8.31,,,26.03,26.03,7884295.0,900142692.46,,1170.3,26.19,13.94,0.1383,29.01,0.5911,147.12
2008-03-21,6300749.0,719350705.34,12.02,7.72,11.88,943.56,3.0,502849713.13,2774266.0,4404430.0,316735391.92,,,,,,,,0.04,,241.0,,,,,,241.0,,413.83,,,,26.03,26.03,7883203.0,900018019.83,,1167.63,26.17,13.9,0.1383,29.01,0.5912,
2008-03-24,6358249.0,725915427.34,12.13,7.79,11.99,942.55,3.0,509414435.12,2776146.0,4461930.0,316950029.79,,,1880.0,9.0,,,,,69000.0,,,,9.0,1880.0,,,11500.0,413.2,4.56,,,26.05,26.05,7882215.0,899905220.78,,1159.43,26.27,13.83,0.138,29.08,0.5966,
2008-03-25,6277225.0,742726422.8,11.97,7.69,11.84,926.24,3.0,526469208.07,2775762.0,4449506.0,328430441.92,,,1400.0,10.3,,,,0.26,70000.0,1784.0,,,10.3,1400.0,,,82424.0,415.45,13.77,,,26.05,26.05,7880310.0,932404757.97,,1183.01,25.99,14.26,0.137,28.7,0.5891,152.47
2008-03-26,6387213.0,755938559.35,12.18,7.88,12.04,959.5,3.0,522760889.97,2639959.0,4417006.0,312444066.48,,,15139.0,,,,,23.48,,155959.0,,,,15139.0,,5017.0,32500.0,401.47,1.23,,,24.75,24.75,8025511.0,949834180.16,,1219.7,24.76,12.51,0.1315,27.85,0.5989,152.51
2008-03-27,6286964.0,749538219.01,11.99,7.77,11.85,954.07,3.0,509320991.41,2614642.0,4272074.0,311720268.8,,,,0.76,,,,0.02,4800.0,155.0,,,0.76,,,,149732.0,402.78,20.09,3.78,,24.86,24.86,7903577.0,942272459.08,25162.0,1208.29,25.0,12.74,0.1273,26.76,0.5977,153.63
2008-03-28,5912927.0,706918242.73,11.28,7.53,11.15,898.42,3.0,502210938.33,2312000.0,4200679.0,276410477.79,,,528.0,,,,,46.15,,303170.0,,,,528.0,,,71395.0,357.74,10.58,,,22.03,22.03,8180544.0,978022524.05,,1256.78,22.16,11.33,0.1309,28.29,0.5635,154.06
2008-03-31,5797311.0,691791133.86,11.06,7.52,10.93,882.13,3.0,500574427.38,2202176.0,4194887.0,262784907.0,,25162.0,,0.11,3.87,,,20.36,700.0,134986.0,,25162.0,0.11,,,,6492.0,342.13,0.46,,,20.97,20.97,8298343.0,990238424.88,,1276.7,21.13,11.57,0.1325,28.76,0.5521,153.77
2008-04-01,6150384.0,755114727.64,11.73,8.09,11.6,944.18,3.0,568395231.67,2199733.0,4629560.0,270072695.49,,,10430.0,12.66,,600000.0,,1.98,81159.0,12873.0,,,12.66,10430.0,94.93,,246486.0,344.39,37.35,,,21.03,21.03,8261977.0,1014366015.55,,1292.0,21.05,10.42,0.1104,24.19,0.5879,158.21
2008-04-02,6405037.0,789759731.98,12.22,8.58,12.08,993.19,3.0,593608221.97,2199719.0,4814227.0,271231764.6,,,5000.0,41.23,,,,0.77,254667.0,5001.0,,,41.23,5000.0,,,70000.0,347.63,10.15,0.0,,20.94,20.94,8306478.0,1024212949.74,13.0,1315.42,20.9,9.94,0.1167,26.16,0.6096,158.89
2008-04-03,6360118.0,772424950.13,12.13,8.63,11.99,991.72,3.0,582094350.72,2228797.0,4792943.0,270683407.38,,151929.0,8125.0,2.29,24.14,,,21.88,13900.0,139976.0,,151929.0,2.29,8125.0,,9000.0,35184.0,355.96,3.45,,,20.92,20.92,8424479.0,1023137899.55,,1328.32,21.13,9.73,0.1193,26.91,0.597,156.5
2008-04-04,6032684.0,723155180.81,11.51,8.25,11.37,930.28,3.0,570284298.93,1890127.0,4757409.0,226574959.41,,,4535.0,1.71,,,,32.76,5258.0,199000.0,,,1.71,4535.0,,7724.0,40792.0,297.2,7.37,24.14,,18.19,18.19,8502536.0,1019223443.24,151929.0,1322.53,18.35,10.19,0.1254,27.53,0.5805,154.47
2008-04-07,6156185.0,753868226.95,11.74,8.51,11.61,948.17,3.0,583019218.43,2010027.0,4761010.0,246141967.89,,129900.0,10000.0,0.5,20.07,,,3.16,7843.0,20000.0,,129900.0,0.5,10000.0,,,4242.0,315.5,1.03,,,18.75,18.75,8709697.0,1066563762.24,,1362.38,18.8,10.43,0.1257,27.47,0.5743,157.8
2008-04-08,6157257.0,755624087.91,11.75,8.69,11.61,957.15,3.0,591805560.95,2010734.0,4822370.0,246759075.48,,,707.0,13.62,,,,,81360.0,,,,13.62,707.0,,,20000.0,319.23,2.62,,,18.33,18.33,8958155.0,1099352796.42,,1413.81,18.42,10.24,0.1258,27.5,0.5613,158.14
2008-04-09,5956638.0,747922336.28,11.36,8.41,11.23,930.28,3.0,589052948.2,1924683.0,4691363.0,241665416.96,,,36353.0,2.52,,,,3.04,11145.0,19228.0,,,2.52,36353.0,,26724.0,142152.0,308.12,21.83,19.88,,18.42,18.42,8526770.0,1070631073.99,129900.0,1363.44,18.43,10.68,0.1246,27.16,0.5699,161.8
2008-04-10,5905029.0,735989121.68,11.26,8.23,11.13,924.42,3.0,576199999.96,1947858.0,4623000.0,242776504.33,,,6138.0,0.0,,,,4.65,10706.0,29717.0,,,0.0,6138.0,,46754.0,79069.0,316.25,11.21,,,18.71,18.71,8464197.0,1054957886.88,,1362.56,18.84,10.75,0.1206,26.19,0.5671,160.61
2008-04-11,5676744.0,705685980.09,10.83,7.96,10.7,896.17,3.0,577153100.46,1955298.0,4642788.0,243066515.86,,,,10.88,,,,0.62,61265.0,3838.0,,,10.88,,,11278.0,41477.0,315.91,6.05,,,19.09,19.09,8289228.0,1030448437.59,,1329.29,19.2,11.09,0.1218,26.51,0.5541,160.19
2008-04-14,5707063.0,704051810.03,10.89,8.2,10.76,898.45,3.0,576497831.16,2203552.0,4673107.0,271841185.93,,249754.0,52.0,12.53,40.01,,,0.29,88884.0,1552.0,,249754.0,12.53,52.0,,,58565.0,354.63,9.46,,,20.51,20.51,8540320.0,1053576551.41,,1364.65,20.63,12.49,0.1207,25.85,0.5312,158.97
2008-04-15,5832079.0,737713584.86,11.12,8.57,11.0,915.07,3.0,604377961.35,2293696.0,4777979.0,290135078.54,,,,16.17,,,,,104872.0,,,,16.17,,,90144.0,,369.27,,,,21.58,21.58,8333449.0,1054117843.05,,1341.28,21.59,12.2,0.1164,25.34,0.5488,163.0
2008-04-16,5783892.0,756708764.23,11.03,8.49,10.91,915.57,3.0,614145651.11,2259275.0,4694213.0,295581797.4,,,4000.0,2.09,,,,5.68,8117.0,38421.0,,,2.09,4000.0,,,91883.0,372.05,13.67,,,21.23,21.23,8381013.0,1096491080.79,,1390.47,21.11,12.14,0.1158,25.04,0.5436,168.59
2008-04-17,5798287.0,744418243.35,11.25,8.42,10.93,943.32,3.0,603234975.01,2246722.0,4698608.0,288447406.02,,,1175.0,6.85,,,,4.08,24421.0,24275.0,,,6.85,1175.0,,10547.0,20026.0,377.73,1.74,,,21.09,21.09,8408722.0,1079561266.98,,1403.53,21.21,12.38,0.1126,24.25,0.5442,165.44
2008-04-18,5795196.0,784541426.96,11.24,8.37,10.93,946.94,3.0,635751916.29,2291418.0,4696128.0,310207341.99,,,37919.0,0.0,,,,1.01,673.0,5954.0,,,0.0,37919.0,,12731.0,3153.0,386.49,0.0,,,21.87,21.87,8184243.0,1107965577.31,,1393.33,21.72,13.0,0.1129,24.09,0.5532,174.45
2008-04-21,5790741.0,782455374.07,11.23,8.99,10.92,962.92,3.0,642623628.7,2265677.0,4755884.0,306142364.95,,,31772.0,10.23,,10000.0,,9.92,53356.0,59398.0,,,10.23,31772.0,1.74,1885.0,3600.0,393.75,0.0,,,21.89,21.89,8082371.0,1092104555.22,,1405.66,21.88,12.6,0.1141,24.33,0.5596,174.12
2008-04-22,4956540.0,684660694.1,9.62,7.87,9.35,821.7,2.0,540331682.56,2261056.0,3911683.0,312325971.41,,,27781.0,4.54,,,,6.56,23732.0,38052.0,,,4.54,27781.0,,5650.0,39391.0,396.13,4.25,,143.79,21.73,21.73,8143737.0,1124917104.87,,1435.5,21.63,11.95,0.1338,28.62,0.4764,178.0
2008-04-23,5784524.0,813890845.38,11.22,9.17,10.91,981.46,3.0,668284977.28,2261056.0,4749667.0,318133830.77,144.6,,3392.0,4.18,,,828542.0,0.55,9442.0,5089.0,144.6,,4.18,3392.0,,1697.0,,402.15,,,,21.64,21.64,8189737.0,1152307773.36,,1469.38,21.49,12.38,0.1117,23.86,0.5535,181.31
