,ALVER FP Equity_DX_SI_QTY,ALVER FP Equity_DX_SHORT_INTEREST_VALUE,ALVER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVER FP Equity_DX_SI_MV,ALVER FP Equity_DX_DSS,ALVER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVER FP Equity_DX_SUPPLY_SI_QTY,ALVER FP Equity_DX_BROKER_SI_QTY,ALVER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVER FP Equity_DX_BROKER_SI_MV_NEW_x,ALVER FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVER FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVER FP Equity_DX_BROKER_SI_MV_INC_x,ALVER FP Equity_DX_SUPPLY_SI_MV_NEW,ALVER FP Equity_DX_BROKER_SI_QTY_ADD,ALVER FP Equity_DX_BROKER_SI_QTY_NEW,ALVER FP Equity_DX_SUPPLY_SI_MV_DEC,ALVER FP Equity_DX_BROKER_SI_QTY_INC,ALVER FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVER FP Equity_DX_BROKER_SI_MV_NEW_y,ALVER FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVER FP Equity_DX_BROKER_SI_MV_INC_y,ALVER FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVER FP Equity_DX_BROKER_SI_MV_ADD,ALVER FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVER FP Equity_DX_BROKER_SI_QTY_DEC,ALVER FP Equity_DX_SUPPLY_SI_MV,ALVER FP Equity_DX_BROKER_SI_MV_DEC,ALVER FP Equity_DX_BROKER_SI_MV_RMV,ALVER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVER FP Equity_DX_UTILIZATION_QUANTITY,ALVER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVER FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVER FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVER FP Equity_DX_BROKER_SI_CON_RATIO,ALVER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVER FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,391916.88,0.39,0.0,,0.0,,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,389497.64,0.39,0.0,,0.0,,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,388288.02,0.39,0.0,,0.0,,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,378006.25,0.38,0.0,,0.0,,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,378611.06,0.38,0.0,,0.0,,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,373772.58,0.37,0.0,,0.0,,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,60481.0,370748.53,0.37,0.0,,0.0,,0.0
2010-03-10,100.0,613.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,613.0,,,,,,,,,,,,,,,,100.0,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-11,100.0,610.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,610.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-12,100.0,600.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,600.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-15,100.0,599.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,599.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-16,100.0,600.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,600.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-17,100.0,606.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,606.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-18,100.0,602.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,602.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-19,100.0,602.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,602.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-22,100.0,600.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,600.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-23,100.0,605.0,0.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,605.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-24,100.0,588.0,0.0,0.03,0.0,0.0,0.0,0.0,100.0,0.0,588.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-25,100.0,578.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,578.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-26,100.0,585.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,585.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-29,100.0,590.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,590.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-30,100.0,591.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,591.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-03-31,100.0,617.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,617.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-01,100.0,630.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,630.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-02,100.0,630.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,630.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-05,100.0,630.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,630.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-06,100.0,648.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,648.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-07,100.0,648.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,648.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-08,100.0,631.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,631.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-09,100.0,646.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,646.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-12,100.0,636.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,636.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-13,100.0,623.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,623.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-14,100.0,651.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,651.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-15,100.0,641.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,641.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-16,100.0,614.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,614.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-19,100.0,613.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,613.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-20,100.0,611.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,611.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-21,100.0,606.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,606.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-22,100.0,610.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,610.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-23,100.0,610.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,610.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-26,100.0,600.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,600.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-27,100.0,594.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,594.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-28,100.0,590.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,590.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-29,100.0,580.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,580.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-04-30,100.0,582.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,582.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-03,100.0,575.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,575.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-04,100.0,540.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,540.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-05,100.0,533.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,533.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-06,100.0,510.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,510.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-07,100.0,470.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,470.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-10,100.0,499.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,499.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-11,100.0,494.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,494.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-12,100.0,493.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,493.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-13,100.0,494.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,494.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-14,100.0,472.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,472.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-17,100.0,460.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,460.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-18,100.0,460.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,460.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-19,100.0,460.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,460.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-20,100.0,454.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,454.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-21,100.0,437.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,437.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-24,100.0,437.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,437.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-25,100.0,425.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,425.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-26,100.0,429.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,429.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-27,100.0,437.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,437.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-28,100.0,441.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,441.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-05-31,100.0,441.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,441.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-01,100.0,448.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,448.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2010-06-02,100.0,448.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,448.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-03,100.0,443.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,443.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-04,100.0,432.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,432.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-07,100.0,427.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,427.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-08,100.0,425.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,425.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-09,100.0,420.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,420.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-10,100.0,435.0,0.0,0.02,0.0,0.0,0.0,0.0,100.0,0.0,435.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-11,100.0,448.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,448.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-14,100.0,450.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,450.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-15,100.0,443.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,443.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-16,100.0,445.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,445.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-17,100.0,446.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,446.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-18,100.0,444.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,444.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-21,100.0,445.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,445.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-22,100.0,440.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,440.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-23,100.0,443.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,443.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-24,100.0,435.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,435.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-25,100.0,437.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,437.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-28,100.0,434.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,434.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-29,100.0,412.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,412.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-06-30,100.0,413.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,413.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-01,100.0,400.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,400.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-02,100.0,410.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,410.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-05,100.0,391.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,391.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-06,100.0,405.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,405.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-07,100.0,408.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,408.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-08,100.0,407.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,407.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-09,100.0,411.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,411.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-12,100.0,430.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,430.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-13,100.0,434.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,434.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-14,100.0,441.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,441.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-15,100.0,440.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,440.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-16,100.0,430.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,430.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-19,100.0,435.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,435.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-20,100.0,435.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,435.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-21,100.0,440.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,440.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-22,100.0,445.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,445.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-23,100.0,445.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,445.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2010-07-26,100.0,444.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,444.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0018
2010-07-27,100.0,440.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,440.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2010-07-28,100.0,443.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,443.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026
2010-07-29,100.0,443.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,443.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,0.26,0.0,0.0,0.0,100.0,,1.0,100.0,0.0026
2010-07-30,100.0,496.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,496.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,20.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.2
2010-08-02,100.0,535.0,0.0,0.01,0.0,0.0,0.0,0.0,100.0,0.0,535.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,20.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.2
2010-08-03,100.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,529.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,20.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.2
2010-08-04,100.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,566.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,20.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.2
2010-08-05,100.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,569.0,,,,,,,,,,,,,,,,,,0.0,,,100.0,20.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.2
