,GTT FP Equity_DX_SI_QTY,GTT FP Equity_DX_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GTT FP Equity_DX_SI_MV,GTT FP Equity_DX_DSS,GTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY,GTT FP Equity_DX_BROKER_SI_QTY,GTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GTT FP Equity_DX_BROKER_SI_MV_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GTT FP Equity_DX_BROKER_SI_MV_INC_x,GTT FP Equity_DX_SUPPLY_SI_MV_NEW,GTT FP Equity_DX_BROKER_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_NEW,GTT FP Equity_DX_SUPPLY_SI_MV_DEC,GTT FP Equity_DX_BROKER_SI_QTY_INC,GTT FP Equity_DX_SUPPLY_SI_QTY_DEC,GTT FP Equity_DX_BROKER_SI_MV_NEW_y,GTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GTT FP Equity_DX_BROKER_SI_MV_INC_y,GTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GTT FP Equity_DX_BROKER_SI_MV_ADD,GTT FP Equity_DX_SUPPLY_SI_QTY_ADD,GTT FP Equity_DX_BROKER_SI_QTY_DEC,GTT FP Equity_DX_SUPPLY_SI_MV,GTT FP Equity_DX_BROKER_SI_MV_DEC,GTT FP Equity_DX_SUPPLY_SI_MV_RMV,GTT FP Equity_DX_BROKER_SI_MV_RMV,GTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GTT FP Equity_DX_UTILIZATION_QUANTITY,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GTT FP Equity_DX_ACTIVE_UTILIZATION_MV,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GTT FP Equity_DX_BROKER_SI_CON_RATIO,GTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GTT FP Equity_DX_DEMAND_SUPPLY_RATIO,GTT FP Equity_PX_LAST
2014-06-27,384.0,14392.83,0.0,0.01,0.0,0.02,0.0,14392.83,384.0,384.0,14392.83,,,,,,,,,,,,,,,,,,0.02,,,,0.01,0.01,2651577.0,99384628.82,,126.79,0.01,,1.0,100.0,0.0001,47.72
2014-06-30,768.0,28719.31,0.01,0.02,0.0,0.04,0.0,14359.65,384.0,384.0,14359.65,,,,,,,,,,,,,,,,,,0.02,,,,0.01,0.01,2648251.0,99031160.47,,126.17,0.01,,1.0,100.0,0.0003,47.61
2014-07-01,384.0,14386.8,0.0,0.01,0.0,0.02,0.0,14386.8,384.0,384.0,14386.8,,,,,,,,,,,,,,,,,,0.02,,,,0.01,0.01,2649398.0,99261338.0,,126.26,0.01,,1.0,100.0,0.0001,47.7
2014-07-02,768.0,28453.89,0.01,0.02,0.0,0.04,0.0,14226.94,384.0,384.0,14226.94,,,,,,,,,,,,,,,,,,0.02,,,,0.01,0.01,2580239.0,95596139.28,,122.87,0.01,,1.0,100.0,0.0003,47.17
2014-07-03,384.0,14323.46,0.0,0.01,0.0,0.02,0.0,14323.46,384.0,384.0,14323.46,,,,,,,,,,,,,,,,,,0.02,,,,0.01,0.01,2606158.0,97211457.14,,123.37,0.01,,1.0,100.0,0.0001,47.49
2014-07-04,768.0,28725.34,0.01,0.02,0.0,0.04,0.0,14362.67,384.0,384.0,14362.67,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2410831.0,90171791.92,,114.62,0.02,,1.0,100.0,0.0003,47.62
2014-07-07,384.0,14326.48,0.0,0.01,0.0,0.02,0.0,14326.48,384.0,384.0,14326.48,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2391327.0,89216897.95,,113.73,0.02,,1.0,100.0,0.0002,47.5
2014-07-08,498.0,18384.07,0.0,0.02,0.0,0.02,0.0,14175.67,498.0,384.0,18384.07,,,,,,,,,,,,,,,,114.0,,0.02,,,,0.02,0.02,2389839.0,88222841.99,,113.19,0.02,22.88,0.6471,77.12,0.0002,47.0
2014-07-09,882.0,32684.44,0.01,0.03,0.0,0.04,0.0,14229.96,498.0,384.0,18454.48,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2391895.0,88636906.28,,112.41,0.02,12.93,0.7749,87.07,0.0004,47.18
2014-07-10,498.0,18067.24,0.0,0.02,0.0,0.02,0.0,13931.37,498.0,384.0,18067.24,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2380538.0,86364969.2,,111.93,0.02,22.89,0.647,77.11,0.0002,46.19
2014-07-11,444.0,16170.92,0.0,0.01,0.0,0.02,0.0,13985.66,444.0,384.0,16170.92,,,,,,,,0.0,,54.0,,,,,,,,0.02,,,,0.02,0.02,2364055.0,86101201.92,,109.33,0.02,13.51,0.7664,86.49,0.0002,46.37
2014-07-14,444.0,16247.64,0.0,0.01,0.0,0.02,0.0,14052.01,444.0,384.0,16247.64,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2359082.0,86327723.63,,109.54,0.02,13.5,0.7664,86.5,0.0002,46.59
2014-07-15,774.0,28281.03,0.01,0.03,0.0,0.04,0.0,14030.9,390.0,384.0,14250.13,,,,,,,,0.0,,54.0,,,,,,,,0.02,,,,0.02,0.02,2375635.0,86802845.67,,110.95,0.02,0.78,0.9846,99.22,0.0003,46.52
2014-07-16,768.0,28230.7,0.01,0.04,0.0,0.04,0.0,14115.35,384.0,384.0,14115.35,,,,,,,,0.0,,6.0,,,,,,,,0.02,,,,0.02,0.02,2370676.0,87143018.26,,110.71,0.02,,1.0,100.0,0.0003,46.8
2014-07-17,768.0,27253.48,0.01,0.04,0.0,0.04,0.0,13626.74,384.0,384.0,13626.74,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2358737.0,83702858.18,,109.53,0.02,,1.0,100.0,0.0003,45.18
2014-07-18,395.0,14107.06,0.0,0.02,0.0,0.02,0.0,13714.21,395.0,384.0,14107.06,,,,,,,,,,,,,,,,11.0,,0.02,,,,0.02,0.02,2366462.0,84516018.81,,107.29,0.02,2.78,0.9459,97.22,0.0002,45.47
2014-07-21,395.0,13861.97,0.0,0.02,0.0,0.02,0.0,13475.94,395.0,384.0,13861.97,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2355428.0,82660407.07,,106.7,0.02,2.78,0.9459,97.22,0.0002,44.68
2014-07-22,384.0,13406.57,0.0,0.02,0.0,0.02,0.0,13406.57,384.0,384.0,13406.57,,,,,,,,0.0,,11.0,,,,,,,,0.02,,,,0.02,0.02,2354018.0,82185667.44,,105.46,0.02,,1.0,100.0,0.0002,44.45
2014-07-23,768.0,26602.0,0.01,0.04,0.0,0.03,0.0,13301.0,384.0,384.0,13301.0,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2358961.0,81709751.97,,104.86,0.02,,1.0,100.0,0.0003,44.1
2014-07-24,768.0,26330.55,0.01,0.04,0.0,0.03,0.0,13165.28,384.0,384.0,13165.28,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2348374.0,80513008.18,,103.52,0.02,,1.0,100.0,0.0003,43.65
2014-07-25,768.0,27687.8,0.01,0.04,0.0,0.03,0.0,13843.9,384.0,384.0,13843.9,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2336582.0,84238040.14,,103.62,0.02,,1.0,100.0,0.0003,45.9
2014-07-28,768.0,27567.16,0.01,0.04,0.0,0.04,0.0,13783.58,384.0,384.0,13783.58,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2319575.0,83260528.11,,105.97,0.02,,1.0,100.0,0.0003,45.7
2014-07-29,384.0,13798.66,0.0,0.02,0.0,0.02,0.0,13798.66,384.0,384.0,13798.66,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2303504.0,82774127.37,,105.5,0.02,,1.0,100.0,0.0002,45.75
2014-07-30,768.0,27681.77,0.01,0.03,0.0,0.04,0.0,13840.88,384.0,384.0,13840.88,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2277272.0,82081919.87,,104.37,0.02,,1.0,100.0,0.0003,45.89
2014-07-31,384.0,14175.67,0.0,0.02,0.0,0.02,0.0,14175.67,384.0,384.0,14175.67,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2252574.0,83155593.35,,103.93,0.02,,1.0,100.0,0.0002,47.0
2014-08-01,384.0,13997.72,0.0,0.02,0.0,0.02,0.0,13997.72,384.0,384.0,13997.72,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2226545.0,81162905.78,,104.1,0.02,,1.0,100.0,0.0002,46.41
2014-08-04,384.0,14124.4,0.0,0.02,0.0,0.02,0.0,14124.4,384.0,384.0,14124.4,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2232162.0,82104017.81,,103.86,0.02,,1.0,100.0,0.0002,46.83
2014-08-05,384.0,14024.87,0.0,0.02,0.0,0.02,0.0,14024.87,384.0,384.0,14024.87,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2227318.0,81348532.26,,104.31,0.02,,1.0,100.0,0.0002,46.5
2014-08-06,384.0,13883.11,0.0,0.02,0.0,0.02,0.0,13883.11,384.0,384.0,13883.11,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2272509.0,82160132.05,,105.41,0.02,,1.0,100.0,0.0002,46.03
2014-08-07,384.0,13813.74,0.0,0.02,0.0,0.02,0.0,13813.74,384.0,384.0,13813.74,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2300025.0,82739439.86,,105.77,0.02,,1.0,100.0,0.0002,45.8
2014-08-08,384.0,13874.06,0.0,0.02,0.0,0.02,0.0,13874.06,384.0,384.0,13874.06,,,,,,,,,,,,,,,,,,0.02,,,,0.02,0.02,2282624.0,82472042.94,,104.48,0.02,,1.0,100.0,0.0002,46.0
2014-08-11,668.0,24135.09,0.01,0.03,0.0,0.03,0.0,10261.02,384.0,284.0,13874.06,,,,,,,,,,,,,,,,,100.0,0.02,0.0,,,0.02,0.02,2287387.0,82644131.88,,105.4,0.02,,1.0,100.0,0.0003,46.0
2014-08-12,284.0,10455.09,0.0,0.01,0.0,0.01,0.0,0.0,284.0,0.0,10455.09,,,,,,,,0.0,,100.0,,,,,,,284.0,0.01,0.01,,,0.01,0.01,2281126.0,83976693.35,,105.48,0.01,,1.0,100.0,0.0001,46.87
2014-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,284.0,,,,,,,,0.0,,,,0.0,0.0,2287231.0,85997930.03,,107.65,0.0,,0.0,,0.0,47.87
2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2309202.0,87041670.37,,110.59,0.0,,0.0,,0.0,47.99
2014-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2299837.0,86526096.56,,110.18,0.0,,0.0,,0.0,47.9
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2295544.0,87482453.7,,110.28,0.0,,0.0,,0.0,48.52
2014-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2281723.0,88210253.74,,111.11,0.0,,0.0,,0.0,49.22
2014-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2269201.0,87066698.4,,111.64,0.0,,0.0,,0.0,48.85
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2293809.0,89902618.23,,112.45,0.0,,0.0,,0.0,49.9
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2285230.0,89027901.18,,113.84,0.0,,0.0,,0.0,49.6
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2268337.0,88904279.01,,112.67,0.0,,0.0,,0.0,49.9
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2277266.0,89236351.99,,113.58,0.0,,0.0,,0.0,49.89
2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2270229.0,88764457.1,,113.07,0.0,,0.0,,0.0,49.78
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2251949.0,87200708.17,,111.76,0.0,,0.0,,0.0,49.3
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2284227.0,88630000.43,,112.76,0.0,,0.0,,0.0,49.4
2014-09-01,40000.0,1574655.65,0.36,1.71,0.11,2.07,0.0,787327.82,20000.0,20000.0,787327.82,,,,,,20000.0,,,,,,,,,1.06,20000.0,,1.0,,,,13.99,0.88,122977.0,4841160.69,,6.17,13.99,,1.0,100.0,0.0176,50.12
2014-09-02,40000.0,1586594.38,0.36,1.7,0.11,2.07,0.0,793297.19,20000.0,20000.0,793297.19,,,,,,,,,,,,,,,,,,1.01,,,,13.99,0.88,122977.0,4877865.42,,6.2,13.99,,1.0,100.0,0.0176,50.5
2014-09-03,40000.0,1585651.85,0.36,1.66,0.11,2.07,0.0,792825.92,20000.0,20000.0,792825.92,,,,,,,,,,,,,,,,,,1.01,,,,13.99,0.88,122977.0,4874967.68,,6.2,13.99,,1.0,100.0,0.0176,50.47
2014-09-04,40000.0,1593820.45,0.36,1.63,0.11,2.09,0.0,796910.23,20000.0,20000.0,796910.23,,,,,,,,,,,,,,,,,,1.02,,,,13.99,0.9,122977.0,4900081.44,,6.25,13.99,,1.0,100.0,0.018,50.73
2014-09-05,40000.0,1594134.63,0.36,1.65,0.11,2.09,0.0,797067.31,20000.0,20000.0,797067.31,,,,,,,,,,,,,,,,,,1.02,,,,13.99,0.9,122977.0,4901047.36,,6.24,13.99,,1.0,100.0,0.018,50.74
2014-09-08,40000.0,1596019.69,0.36,1.67,0.11,2.1,0.0,798009.85,20000.0,20000.0,798009.85,,,,,,,,,,,,,,,,,,1.02,,,,13.99,0.9,122977.0,4906842.84,,6.27,13.99,,1.0,100.0,0.0181,50.8
2014-09-09,40000.0,1591935.39,0.36,1.61,0.11,2.09,0.0,795967.69,20000.0,20000.0,795967.69,,,,,,,,,,,,,,,,,,1.01,,,,13.99,0.88,122977.0,4894285.96,,6.22,13.99,,1.0,100.0,0.0176,50.67
2014-09-10,40000.0,1586594.38,0.36,1.74,0.11,2.09,0.0,793297.19,20000.0,20000.0,793297.19,,,,,,,,,,,,,,,,,,1.01,,,,13.99,0.89,122977.0,4877865.42,,6.21,13.99,,1.0,100.0,0.0178,50.5
2014-09-11,40000.0,1583452.61,0.36,1.73,0.11,2.09,0.0,791726.3,20000.0,20000.0,791726.3,,,,,,,,,,,,,,,,,,1.01,,,,13.99,0.87,122977.0,4868206.28,,6.2,13.99,,1.0,100.0,0.0173,50.4
2014-09-12,40100.0,1585836.43,0.36,1.83,0.11,2.09,0.0,794895.57,20000.0,20100.0,790940.86,,,,,,100.0,,,,,,,,,0.01,,,1.0,,,,13.99,0.87,122977.0,4863376.71,,6.18,13.99,0.24,0.9952,99.76,0.0173,50.35
2014-09-15,42623.0,1680591.93,0.38,2.13,0.12,2.21,0.0,788584.53,22623.0,20000.0,892007.39,,,,,,,,,,,,,,,,2623.0,100.0,1.14,0.01,,,11.06,0.98,181946.0,7173990.07,,9.13,11.06,5.95,0.8882,94.05,0.0184,50.2
2014-09-16,46957.0,1875082.7,0.42,2.4,0.13,2.45,0.0,971703.1,22623.0,24334.0,903379.6,,,,,,4334.0,,,,,,,,,0.23,,,1.15,,,,0.98,0.98,2292634.0,91549254.57,,115.27,0.99,9.31,0.7386,85.27,0.0203,50.84
2014-09-17,42623.0,1710722.06,0.38,2.08,0.12,2.25,0.0,802722.5,22623.0,20000.0,907999.56,,,,,,,,,,,,,,,,,4334.0,1.16,0.23,,,11.06,0.99,181946.0,7302607.42,,9.37,11.06,6.0,0.8872,94.0,0.0187,51.1
2014-09-18,51267.0,2033498.35,0.46,2.49,0.14,2.69,0.0,1136160.23,22623.0,28644.0,897338.12,,,,,,8644.0,,,,,,,,,0.46,,,1.14,,,,0.99,0.99,2251205.0,89293729.96,,114.84,0.98,17.26,0.6376,77.81,0.0225,50.5
2014-09-19,51267.0,2062490.8,0.46,2.51,0.14,2.71,0.0,1152358.95,22623.0,28644.0,910131.85,,,,,,,,,,,,,,,,,,1.16,,,,0.99,0.99,2274138.0,91489431.95,,115.64,0.99,16.94,0.641,78.1,0.0223,51.22
2014-09-22,51267.0,2017794.11,0.46,2.06,0.14,2.68,0.0,1127385.93,22623.0,28644.0,890408.18,,,,,,,,,,,,,,,,,,1.13,,,,0.97,0.97,2307873.0,90834504.38,,117.44,0.95,17.33,0.6374,77.78,0.022,50.11
2014-09-23,51267.0,1898602.92,0.46,2.05,0.14,2.61,0.0,1060791.19,22623.0,28644.0,837811.73,,,,,,,,,,,,,,,,,,1.07,,,,0.96,0.96,2321843.0,85986265.8,,114.62,0.92,17.43,0.6383,77.83,0.0219,47.15
2014-09-24,51470.0,1907791.02,0.46,1.71,0.14,2.57,0.0,1061720.73,22826.0,28644.0,846070.29,,,,,,,,,,,,,,,,203.0,,1.04,,,,0.95,0.95,2375916.0,88065887.17,,111.83,0.93,16.68,0.6425,78.26,0.0215,45.69
2014-09-25,51470.0,1893176.73,0.46,1.47,0.14,2.54,0.0,1053587.61,22826.0,28644.0,839589.12,,,,,,,,,,,,,,,,,,1.03,,,,0.92,0.92,2470265.0,90861632.43,,113.21,0.91,16.3,0.6475,78.66,0.0206,45.34
2014-09-26,51328.0,1929593.58,0.46,1.45,0.14,2.56,0.0,1076825.1,22684.0,28644.0,852768.49,,,,,,,,0.01,,142.0,,,,,,,,1.05,,,,0.84,0.84,2665585.0,100208379.61,,122.12,0.85,16.05,0.6537,79.1,0.0191,46.34
2014-09-29,51328.0,1897114.45,0.46,1.42,0.14,2.55,0.0,1058699.86,22684.0,28644.0,838414.59,,,,,,,,,,,,,,,,,,1.03,,,,0.83,0.83,2699462.0,99773775.85,,124.95,0.82,16.46,0.6494,78.75,0.0189,45.56
2014-09-30,51328.0,1950413.54,0.46,1.39,0.14,2.58,0.0,1088443.84,22684.0,28644.0,861969.7,,,,,,,,,,,,,,,,,,1.06,,,,0.85,0.85,2640939.0,100353085.66,,121.67,0.87,16.02,0.6538,79.11,0.0193,46.84
2014-10-01,42684.0,1640995.14,0.38,1.12,0.12,2.18,0.0,768904.1,22684.0,20000.0,872091.03,,,,,,,,,,,,,,,,,8644.0,1.07,0.41,,,13.31,0.85,147741.0,5679933.06,,6.95,13.37,5.69,0.8902,94.18,0.0161,47.39
2014-10-02,42684.0,1611561.8,0.38,1.09,0.12,2.14,0.0,755112.83,22684.0,20000.0,856448.97,,,,,,,,,,,,,,,,,,1.05,,,,0.85,0.85,2636903.0,99557964.23,,124.24,0.84,5.69,0.8902,94.18,0.016,46.54
2014-10-03,42684.0,1627490.43,0.38,1.08,0.12,2.17,0.0,762576.34,22684.0,20000.0,864914.09,,,,,,,,,,,,,,,,,,1.07,,,,0.85,0.85,2641859.0,100730958.65,,124.22,0.85,5.68,0.8903,94.18,0.016,47.0
2014-10-06,2684.0,102533.71,0.02,0.07,0.01,0.13,0.0,0.0,2684.0,0.0,102533.71,,,,,,,,0.94,,20000.0,,,,,,,20000.0,0.13,1.1,,,0.1,0.1,2613670.0,99846976.34,,122.28,0.1,2.26,0.9559,97.74,0.001,47.09
2014-10-07,2684.0,100595.83,0.02,0.07,0.01,0.12,0.0,0.0,2684.0,0.0,100595.83,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2650782.0,99350821.54,,123.95,0.1,2.3,0.955,97.7,0.001,46.2
2014-10-08,2684.0,99158.74,0.02,0.07,0.01,0.12,0.0,0.0,2684.0,0.0,99158.74,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2652558.0,97997137.33,,121.92,0.1,2.29,0.9552,97.71,0.001,45.54
2014-10-09,2657.0,98182.8,0.02,0.06,0.01,0.12,0.0,0.0,2657.0,0.0,98182.8,,,,,,,,0.0,,27.0,,,,,,,,0.12,,,,0.1,0.1,2662969.0,98403368.75,,121.64,0.1,1.28,0.9748,98.72,0.001,45.55
2014-10-10,2623.0,94585.71,0.02,0.06,0.01,0.12,0.0,0.0,2623.0,0.0,94585.71,,,,,,,,0.0,,34.0,,,,,,,,0.12,,,,0.1,0.1,2645970.0,95414011.52,,120.6,0.1,,1.0,100.0,0.001,44.45
2014-10-13,2623.0,93649.43,0.02,0.06,0.01,0.11,0.0,0.0,2623.0,0.0,93649.43,,,,,,,,,,,,,,,,,,0.11,,,,0.1,0.1,2667878.0,95251716.03,,118.04,0.1,,1.0,100.0,0.001,44.01
2014-10-14,2623.0,93840.94,0.02,0.06,0.01,0.12,0.0,0.0,2623.0,0.0,93840.94,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2668107.0,95454697.56,,118.07,0.1,,1.0,100.0,0.001,44.1
2014-10-15,2623.0,93713.27,0.02,0.06,0.01,0.11,0.0,0.0,2623.0,0.0,93713.27,,,,,,,,,,,,,,,,,,0.11,,,,0.1,0.1,2667664.0,95308999.94,,117.13,0.1,,1.0,100.0,0.001,44.04
2014-10-16,2623.0,90861.86,0.02,0.06,0.01,0.11,0.0,0.0,2623.0,0.0,90861.86,,,,,,,,,,,,,,,,,,0.11,,,,0.1,0.1,2637359.0,91359265.58,,115.53,0.1,,1.0,100.0,0.001,42.7
2014-10-17,2623.0,93585.59,0.02,0.06,0.01,0.12,0.0,0.0,2623.0,0.0,93585.59,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2633256.0,93951513.71,,113.34,0.1,,1.0,100.0,0.001,43.98
2014-10-20,2623.0,94266.52,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,94266.52,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2561114.0,92042437.36,,112.64,0.1,,1.0,100.0,0.001,44.3
2014-10-21,2623.0,94990.01,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,94990.01,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2567124.0,92966505.6,,114.15,0.1,,1.0,100.0,0.001,44.64
2014-10-22,2623.0,95543.27,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,95543.27,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2603032.0,94815932.87,,116.66,0.1,,1.0,100.0,0.001,44.9
2014-10-23,2623.0,95224.08,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,95224.08,,,,,,,,,,,,,,,,,,0.12,,,,0.11,0.11,2493235.0,90513160.32,,111.83,0.1,,1.0,100.0,0.0011,44.75
2014-10-24,2623.0,95181.53,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,95181.53,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2578536.0,93568048.47,,115.19,0.1,,1.0,100.0,0.001,44.73
2014-10-27,2623.0,93628.15,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,93628.15,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2556570.0,91256926.78,,113.72,0.1,,1.0,100.0,0.001,44.0
2014-10-28,2623.0,93543.03,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,93543.03,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2553773.0,91074217.61,,112.25,0.1,,1.0,100.0,0.001,43.96
2014-10-29,2623.0,93628.15,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,93628.15,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2553911.0,91162013.61,,112.95,0.1,,1.0,100.0,0.001,44.0
2014-10-30,2623.0,93840.94,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,93840.94,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2542584.0,90963963.12,,112.56,0.1,,1.0,100.0,0.001,44.1
2014-10-31,2623.0,95011.29,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,95011.29,,,,,,,,,,,,,,,,,,0.12,,,,0.11,0.11,2458417.0,89049705.57,,109.12,0.11,,1.0,100.0,0.0011,44.65
2014-11-03,2623.0,95500.71,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,95500.71,,,,,,,,,,,,,,,,,,0.12,,,,0.11,0.11,2453569.0,89331905.61,,109.82,0.11,,1.0,100.0,0.0011,44.88
2014-11-04,2623.0,94011.17,0.02,0.05,0.01,0.12,0.0,0.0,2623.0,0.0,94011.17,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2527847.0,90600787.0,,112.7,0.1,,1.0,100.0,0.001,44.18
2014-11-05,2623.0,93606.87,0.02,0.06,0.01,0.12,0.0,0.0,2623.0,0.0,93606.87,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2525374.0,90122896.47,,111.81,0.1,,1.0,100.0,0.001,43.99
2014-11-06,2623.0,95862.46,0.02,0.07,0.01,0.12,0.0,0.0,2623.0,0.0,95862.46,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2519580.0,92082779.92,,112.01,0.11,,1.0,100.0,0.001,45.05
2014-11-07,2623.0,98713.86,0.02,0.07,0.01,0.12,0.0,0.0,2623.0,0.0,98713.86,,,,,,,,,,,,,,,,,,0.12,,,,0.1,0.1,2513256.0,94583760.05,,113.54,0.11,,1.0,100.0,0.001,46.39
2014-11-10,2623.0,98288.28,0.02,0.07,0.01,0.12,0.0,0.0,2623.0,0.0,98288.28,,,,,,,,,,,,,,,,,,0.12,,,,0.11,0.11,2424554.0,90852168.5,,112.14,0.11,,1.0,100.0,0.0011,46.19
2014-11-11,2623.0,98947.93,0.02,0.07,0.01,0.12,0.0,0.0,2623.0,0.0,98947.93,,,,,,,,,,,,,,,,,,0.12,,,,0.11,0.11,2474059.0,93329401.19,,114.11,0.11,,1.0,100.0,0.0011,46.5
2014-11-12,2623.0,99139.44,0.02,0.07,0.01,0.12,0.0,0.0,2623.0,0.0,99139.44,,,,,,,,,,,,,,,,,,0.12,,,,0.11,0.11,2468499.0,93299891.85,,114.61,0.11,,1.0,100.0,0.0011,46.59
