,74SW FP Equity_DX_SI_QTY,74SW FP Equity_DX_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,74SW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,74SW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,74SW FP Equity_DX_SI_MV,74SW FP Equity_DX_DSS,74SW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY,74SW FP Equity_DX_BROKER_SI_QTY,74SW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,74SW FP Equity_DX_BROKER_SI_MV_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_x,74SW FP Equity_DX_BROKER_SI_MV_INC_x,74SW FP Equity_DX_SUPPLY_SI_MV_NEW,74SW FP Equity_DX_BROKER_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_NEW,74SW FP Equity_DX_SUPPLY_SI_MV_DEC,74SW FP Equity_DX_BROKER_SI_QTY_INC,74SW FP Equity_DX_SUPPLY_SI_QTY_DEC,74SW FP Equity_DX_BROKER_SI_MV_NEW_y,74SW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,74SW FP Equity_DX_BROKER_SI_MV_INC_y,74SW FP Equity_DX_SUPPLY_SI_QTY_INC_y,74SW FP Equity_DX_BROKER_SI_MV_ADD,74SW FP Equity_DX_SUPPLY_SI_QTY_ADD,74SW FP Equity_DX_BROKER_SI_QTY_DEC,74SW FP Equity_DX_SUPPLY_SI_MV,74SW FP Equity_DX_BROKER_SI_MV_DEC,74SW FP Equity_DX_SUPPLY_SI_MV_RMV,74SW FP Equity_DX_BROKER_SI_MV_RMV,74SW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,74SW FP Equity_DX_UTILIZATION_QUANTITY,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,74SW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,74SW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,74SW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,74SW FP Equity_DX_ACTIVE_UTILIZATION_MV,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,74SW FP Equity_DX_BROKER_SI_CON_RATIO,74SW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,74SW FP Equity_DX_DEMAND_SUPPLY_RATIO,74SW FP Equity_PX_LAST
2011-09-30,38347.0,541594.19,0.19,4.65,0.19,0.62,0.0,328329.21,16450.0,23247.0,232331.72,,,,,,,,,,,,,,,,,,0.26,,,,6.31,6.31,244237.0,3449483.44,,3.91,6.34,33.93,0.3038,40.54,0.1471,15.68
2011-10-03,37837.0,533368.77,0.19,4.85,0.19,0.6,0.0,320511.82,16450.0,22737.0,231887.21,,,,,,,,,,,,,,,,,510.0,0.26,0.01,,,6.44,6.44,238962.0,3368524.69,,3.79,6.47,34.41,0.3003,39.57,0.1481,15.65
2011-10-04,37187.0,515832.16,0.18,4.86,0.18,0.58,0.0,306375.48,16450.0,22087.0,228182.94,,,,,,,,,,,,,,,,,650.0,0.26,0.01,,,6.31,6.31,244237.0,3387885.52,,3.81,6.3,34.72,0.2962,38.58,0.1427,15.4
2011-10-05,36352.0,510798.32,0.18,5.1,0.18,0.56,0.0,298621.42,16450.0,21252.0,231146.35,,,,,,,,,,,,,,,,,835.0,0.25,0.02,,,6.31,6.31,244237.0,3431884.03,,3.76,6.29,35.39,0.2922,37.28,0.1394,15.6
2011-10-06,36218.0,521964.53,0.18,5.29,0.18,0.56,0.0,304347.2,16450.0,21118.0,237073.18,,,,,,,,,,,,,,,,,134.0,0.25,0.0,,,6.31,6.31,244237.0,3519881.06,,3.77,6.24,35.55,0.2957,37.65,0.1389,16.0
2011-10-07,35890.0,515621.12,0.18,5.15,0.18,0.58,0.0,298683.84,16450.0,20790.0,236332.33,,,,,,,,,,,,,,,,,328.0,0.26,0.0,,,6.27,6.27,245768.0,3530876.86,,3.93,6.28,36.21,0.296,37.09,0.1369,15.95
2011-10-10,38496.0,554794.49,0.19,5.4,0.19,0.61,0.0,337177.16,16450.0,23396.0,237073.18,,,,,,3000.0,,,,,,,,,0.05,,394.0,0.26,0.01,,,6.4,6.4,240570.0,3467033.19,,3.81,6.38,33.21,0.2547,33.76,0.1498,16.0
2011-10-11,37264.0,533682.72,0.18,5.27,0.18,0.6,0.0,317425.5,16450.0,22164.0,235591.48,,,,,,,,,,,,,,,,,1232.0,0.26,0.02,,,6.3,6.3,244460.0,3501075.53,,3.91,6.31,31.0,0.2512,35.06,0.1428,15.9
2011-10-12,37091.0,510825.51,0.18,5.21,0.18,0.59,0.0,304242.17,16350.0,22091.0,225175.84,,,,,,,,,,,,,,,,,73.0,0.26,0.0,0.0,,100.0,6.31,0.0,0.0,100.0,0.0,100.0,31.14,0.2505,34.81,0.143,15.29
2011-10-13,36051.0,498126.02,0.18,5.25,0.18,0.55,0.0,290867.13,16350.0,21051.0,225912.19,,,,,,,,,,,,,,,,,1040.0,0.25,0.02,,,100.0,6.31,0.0,0.0,,0.0,100.0,29.01,0.2482,36.07,0.1391,15.34
2011-10-14,35692.0,486735.82,0.18,5.58,0.18,0.54,0.0,282179.13,16350.0,20692.0,222966.79,,,,,,,,,,,,,,,,,359.0,0.25,0.01,,,100.0,6.32,0.0,0.0,,0.0,100.0,28.35,0.2465,36.2,0.1379,15.14
2011-10-17,35601.0,483570.82,0.18,5.78,0.18,0.54,0.0,278466.49,16450.0,20501.0,223441.48,,100.0,,,0.0,,,,,,,100.0,,,,,191.0,0.25,0.0,,,100.0,6.49,0.0,0.0,,0.0,100.0,27.89,0.2477,36.75,0.1404,15.08
2011-10-18,35414.0,479754.84,0.18,5.81,0.18,0.53,0.0,275194.55,16450.0,20314.0,222848.79,,,,,,,,,,,,,,,,,187.0,0.25,0.0,,,100.0,6.5,0.0,0.0,,0.0,100.0,27.43,0.2468,36.88,0.1399,15.04
2011-10-19,35227.0,466750.6,0.17,5.24,0.17,0.53,0.0,266678.66,16450.0,20127.0,217959.16,,,,,,,,,,,,,,,,,187.0,0.25,0.0,,,100.0,6.5,0.0,0.0,,0.0,100.0,27.23,0.2461,36.87,0.1392,14.71
2011-10-20,34853.0,448923.93,0.17,5.31,0.17,0.51,0.0,254428.44,16450.0,19753.0,211884.16,,,,,,,,,,,,,,,,,374.0,0.24,0.01,,,100.0,6.51,0.0,0.0,,0.0,100.0,26.26,0.2455,37.39,0.1379,14.3
2011-10-21,34343.0,423794.53,0.17,5.25,0.17,0.49,0.0,237459.69,16450.0,19243.0,202993.91,,,,,,,,,,,,,,,,,510.0,0.23,0.01,,,100.0,6.51,0.0,0.0,,0.0,100.0,25.37,0.2437,37.56,0.136,13.7
2011-10-24,33800.0,415876.09,0.17,4.95,0.17,0.46,0.0,230085.29,16450.0,18700.0,202401.23,,,,,,,,,,,,,,,,,543.0,0.22,0.01,,,100.0,6.54,0.0,0.0,,0.0,100.0,24.04,0.2454,38.54,0.1343,13.66
2011-10-25,32965.0,409759.2,0.16,4.82,0.16,0.45,0.0,222064.25,16450.0,17865.0,204475.62,,,,,,,,,,,,,,,,,835.0,0.22,0.01,,,100.0,6.56,0.0,0.0,,0.0,100.0,22.17,0.2461,39.49,0.1314,13.8
2011-10-26,32965.0,409165.35,0.16,4.81,0.16,0.45,0.0,221742.42,16450.0,17865.0,204179.28,,,,,,,,,,,,,,,,,,0.23,,,,100.0,6.56,0.0,0.0,,0.0,100.0,22.1,0.2466,39.6,0.1315,13.78
2011-10-27,33328.0,433784.12,0.17,4.77,0.17,0.45,0.0,237248.47,16450.0,18228.0,214106.72,,,,0.0,,,,,363.0,,,,0.0,,,,,0.22,,,,100.0,6.64,0.0,0.0,,0.0,100.0,23.06,0.2435,38.64,0.1345,14.45
2011-10-28,32965.0,439451.9,0.16,4.4,0.16,0.48,0.0,238155.87,16450.0,17865.0,219292.7,,,,,,,,,,,,,,,,,363.0,0.24,0.0,,,100.0,6.79,0.0,0.0,,0.0,100.0,22.19,0.2462,39.51,0.136,14.8
2011-10-31,33752.0,449943.29,0.17,4.07,0.17,0.51,0.0,248647.26,16450.0,18652.0,219292.7,,,,0.02,,,,,787.0,,,,0.02,,,,,0.25,,,,100.0,6.94,0.0,0.0,,0.0,100.0,24.0,0.2474,38.95,0.1423,14.8
2011-11-01,32617.0,438338.27,0.16,4.03,0.16,0.49,0.0,236754.0,16250.0,17617.0,218382.95,,,,,,,,0.0,,200.0,,,,,,,1035.0,0.24,0.02,,,100.0,6.87,0.0,0.0,,0.0,100.0,21.71,0.2498,40.21,0.1378,14.92
2011-11-02,31852.0,424614.65,0.16,3.93,0.16,0.47,0.0,224651.7,16250.0,16852.0,216626.52,,,,,,,,,,,,,,,,,765.0,0.24,0.01,,,100.0,6.87,0.0,0.0,,0.0,100.0,19.93,0.2495,40.73,0.1347,14.8
2011-11-03,41547.0,561716.15,0.21,5.09,0.21,0.62,0.0,358915.89,16250.0,26547.0,219700.28,,,,0.15,,,,,9695.0,,,,0.15,,,,,0.24,,,,6.87,6.87,220196.0,2977053.69,,3.27,6.87,31.21,0.2738,38.86,0.1757,15.01
2011-11-04,40931.0,553019.14,0.2,5.12,0.2,0.61,0.0,350353.99,16250.0,25931.0,219553.91,,,,,,,,,,,,,,,,,616.0,0.24,0.01,,,11.11,11.11,130026.0,1756782.55,,1.95,11.09,31.66,0.2696,37.8,0.2798,15.0
2011-11-07,40092.0,548905.85,0.2,5.05,0.2,0.6,0.0,343538.5,16250.0,25092.0,222481.29,,,,,,,,,,,,,,,,,839.0,0.24,0.01,,,7.03,7.03,214921.0,2942517.06,,3.23,7.02,32.4,0.2652,36.44,0.1734,15.2
2011-11-08,40092.0,544933.5,0.2,5.11,0.2,0.61,0.0,341052.37,16250.0,25092.0,220871.23,,,,,,,,,,,,,,,,,,0.25,,,,7.06,7.06,213946.0,2907970.25,,3.23,7.05,32.32,0.2649,36.43,0.1742,15.09
2011-11-09,35396.0,487800.42,0.18,4.5,0.18,0.54,0.0,278229.25,16457.0,20189.0,226797.7,,,,,,,,,,,,,,,,207.0,4903.0,0.25,0.07,,,7.15,7.15,213739.0,2945586.31,,3.27,7.17,27.32,0.2472,37.03,0.1538,15.3
2011-11-10,29786.0,410219.42,0.15,3.78,0.15,0.46,0.0,228329.68,14457.0,16579.0,199105.02,,,,,,,,0.03,,2000.0,,,,,,,3610.0,0.22,0.05,,,9.86,9.86,132237.0,1821197.4,,2.02,9.85,20.36,0.2775,43.64,0.203,15.29
2011-11-11,26459.0,376553.82,0.13,3.38,0.13,0.4,0.0,188597.12,14457.0,13252.0,205746.2,,,,,,,,,,,,,,,,,3327.0,0.22,0.05,,,9.86,9.86,132237.0,1881943.69,,2.03,9.76,19.01,0.3076,48.84,0.1804,15.8
2011-11-14,26459.0,374170.57,0.13,3.42,0.13,0.42,0.0,187403.47,14457.0,13252.0,204444.01,,,,,,,,,,,,,,,,,,0.23,,,,9.97,9.97,130600.0,1846882.98,,2.07,10.01,18.83,0.3111,49.32,0.1824,15.7
2011-11-15,23707.0,335253.1,0.12,3.04,0.12,0.37,0.0,148486.0,14457.0,10500.0,204444.01,,,,,,,,,,,,,,,,,2752.0,0.23,0.04,,,100.0,9.98,0.0,0.0,,0.0,100.0,21.14,0.3733,54.93,0.1636,15.7
2011-11-16,23707.0,335253.1,0.12,3.01,0.12,0.37,0.0,148486.0,14457.0,10500.0,204444.01,,,,,,,,,,,,,,,,,,0.23,,,,100.0,9.99,0.0,0.0,,0.0,100.0,21.17,0.3727,54.85,0.1639,15.7
2011-11-17,23707.0,332904.19,0.12,3.02,0.12,0.37,0.0,147445.65,14457.0,10500.0,203011.6,,,,,,,,,,,,,,,,,,0.23,,,,100.0,10.04,0.0,0.0,,0.0,100.0,21.03,0.3734,54.97,0.1646,15.59
2011-11-18,23707.0,332477.12,0.12,3.13,0.12,0.37,0.0,147256.5,14457.0,10500.0,202751.16,,,,,,,,,,,,,,,,,,0.23,,,,100.0,10.05,0.0,0.0,,0.0,100.0,21.09,0.3725,54.85,0.1649,15.57
2011-11-21,23707.0,325643.93,0.12,3.25,0.12,0.37,0.0,144230.03,14457.0,10500.0,198584.15,,,,,,,,,,,,,,,,,,0.23,,,,100.0,10.19,0.0,0.0,,0.0,100.0,21.08,0.3728,54.88,0.1671,15.25
2011-11-22,28707.0,390446.29,0.14,3.95,0.14,0.44,0.0,142811.37,19457.0,10500.0,264636.27,,,,,,,,,,,,,,,,5000.0,,0.3,,,,100.0,13.72,0.0,0.0,,0.0,100.0,18.05,0.2857,45.07,0.2024,15.1
2011-11-23,28707.0,382689.08,0.14,3.82,0.14,0.44,0.0,139974.06,19457.0,10500.0,259378.6,,,,,,,,,,,,,,,,,,0.3,,,,100.0,13.72,0.0,0.0,,0.0,100.0,18.2,0.2882,45.49,0.2024,14.8
2011-11-24,28707.0,362003.19,0.14,3.86,0.14,0.43,0.0,132407.9,19457.0,10500.0,245358.14,,,,,,,,,,,,,,,,,,0.29,,,,100.0,13.72,0.0,0.0,,0.0,100.0,18.08,0.2863,45.23,0.2024,14.0
2011-11-25,28707.0,362003.19,0.14,3.69,0.14,0.41,0.0,132407.9,19457.0,10500.0,245358.14,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.67,0.0,0.0,,0.0,100.0,18.08,0.2855,45.15,0.2017,14.0
2011-11-28,23707.0,300233.03,0.12,3.01,0.12,0.33,0.0,69653.76,19457.0,5500.0,246409.67,,,,,,,,,,,,,,,,,5000.0,0.27,0.07,,,100.0,13.83,0.0,0.0,,0.0,100.0,21.96,0.3757,54.8,0.1685,14.06
2011-11-29,23707.0,298738.27,0.12,3.01,0.12,0.33,0.0,69306.98,19457.0,5500.0,245182.88,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.88,0.0,0.0,,0.0,100.0,21.97,0.3762,54.85,0.1691,13.99
2011-11-30,23707.0,298311.2,0.12,3.32,0.12,0.33,0.0,69207.9,19457.0,5500.0,244832.37,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.87,0.0,0.0,,0.0,100.0,21.93,0.3751,54.73,0.169,13.97
2011-12-01,24957.0,314040.26,0.12,3.39,0.12,0.35,0.0,69207.9,19457.0,5500.0,244832.37,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.88,0.0,0.0,,0.0,100.0,20.86,0.3518,52.08,0.178,13.97
2011-12-02,23707.0,298738.27,0.12,3.21,0.12,0.33,0.0,69306.98,18207.0,5500.0,229431.29,,,,,,,,0.02,,1250.0,,,,,,,,0.26,,,,100.0,12.99,0.0,0.0,,0.0,100.0,21.99,0.3768,54.91,0.1691,13.99
2011-12-05,18207.0,229595.29,0.09,2.56,0.09,0.26,0.0,0.0,18207.0,0.0,229595.29,,,,,,,,,,,,,,,,,5500.0,0.26,0.08,,,100.0,13.0,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.13,14.0
2011-12-06,18207.0,231399.25,0.09,2.36,0.09,0.26,0.0,0.0,18207.0,0.0,231399.25,,,,,,,,,,,,,,,,,,0.26,,,,100.0,13.0,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.13,14.11
2011-12-07,18207.0,245830.96,0.09,2.23,0.09,0.26,0.0,0.0,18207.0,0.0,245830.96,,,,,,,,,,,,,,,,,,0.26,,,,100.0,12.56,0.0,0.0,,0.0,100.0,28.65,0.5912,71.35,0.1256,14.99
2011-12-08,18207.0,245830.96,0.09,2.27,0.09,0.27,0.0,0.0,18207.0,0.0,245830.96,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.08,0.0,0.0,,0.0,100.0,28.59,0.5916,71.41,0.1308,14.99
2011-12-09,18207.0,239435.09,0.09,2.36,0.09,0.27,0.0,0.0,18207.0,0.0,239435.09,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.08,0.0,0.0,,0.0,100.0,28.58,0.5918,71.42,0.1308,14.6
2011-12-12,18207.0,236155.16,0.09,2.77,0.09,0.27,0.0,0.0,18207.0,0.0,236155.16,,,,,,,,,,,,,,,,,,0.27,,,,100.0,12.03,0.0,0.0,,0.0,100.0,28.58,0.5918,71.42,0.1203,14.4
2011-12-13,18207.0,236975.14,0.09,2.71,0.09,0.27,0.0,0.0,18207.0,0.0,236975.14,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.08,0.0,0.0,,0.0,100.0,28.59,0.5916,71.41,0.1308,14.45
2011-12-14,18207.0,234023.2,0.09,2.7,0.09,0.27,0.0,0.0,18207.0,0.0,234023.2,,,,,,,,,,,,,,,,,,0.27,,,,100.0,12.03,0.0,0.0,,0.0,100.0,28.58,0.5918,71.42,0.1203,14.27
2011-12-15,18207.0,231891.24,0.09,2.78,0.09,0.26,0.0,0.0,18207.0,0.0,231891.24,,,,,,,,,,,,,,,,,,0.26,,,,100.0,13.08,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.1308,14.14
2011-12-16,18207.0,227135.34,0.09,2.9,0.09,0.26,0.0,0.0,18207.0,0.0,227135.34,,,,,,,,,,,,,,,,,,0.26,,,,100.0,12.03,0.0,0.0,,0.0,100.0,28.59,0.5917,71.41,0.1203,13.85
2011-12-19,18207.0,214015.61,0.09,2.89,0.09,0.25,0.0,0.0,18207.0,0.0,214015.61,,,,,,,,,,,,,,,,,,0.25,,,,100.0,13.08,0.0,0.0,,0.0,100.0,28.55,0.592,71.45,0.1308,13.05
2011-12-20,18207.0,229595.29,0.09,2.42,0.09,0.24,0.0,0.0,18207.0,0.0,229595.29,,,,,,,,,,,,,,,,,,0.24,,,,100.0,11.65,0.0,0.0,,0.0,100.0,28.66,0.591,71.34,0.1165,14.0
2011-12-21,18207.0,239435.09,0.09,2.2,0.09,0.26,0.0,0.0,18207.0,0.0,239435.09,,,,,,,,,,,,,,,,,,0.26,,,,100.0,11.65,0.0,0.0,,0.0,100.0,28.63,0.5913,71.37,0.1165,14.6
2011-12-22,18207.0,241895.04,0.09,2.01,0.09,0.27,0.0,0.0,18207.0,0.0,241895.04,,,,,,,,,,,,,,,,,,0.27,,,,100.0,11.68,0.0,0.0,,0.0,100.0,28.61,0.5915,71.39,0.1168,14.75
2011-12-23,18207.0,241895.04,0.09,1.94,0.09,0.27,0.0,0.0,18207.0,0.0,241895.04,,,,,,,,,,,,,,,,,,0.27,,,,100.0,12.93,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.1293,14.75
2011-12-26,18207.0,241895.04,0.09,1.77,0.09,0.27,0.0,0.0,18207.0,0.0,241895.04,,,,,,,,,,,,,,,,,,0.27,,,,100.0,11.64,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.1164,
2011-12-27,18207.0,240255.07,0.09,1.77,0.09,0.27,0.0,0.0,18207.0,0.0,240255.07,,,,,,,,0.0,,329.0,,,,,,329.0,,0.27,,,,100.0,11.64,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.1164,14.65
2011-12-28,18207.0,244027.0,0.09,1.7,0.09,0.27,0.0,0.0,18207.0,0.0,244027.0,,,37.0,,,,,0.0,,37.0,,,,37.0,,,,0.27,,,,100.0,12.05,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.1205,14.88
2011-12-29,18207.0,245994.95,0.09,1.63,0.09,0.27,0.0,0.0,18207.0,0.0,245994.95,,,,,,,,,,,,,,,,,,0.27,,,,100.0,13.9,0.0,0.0,,0.0,100.0,28.6,0.5916,71.4,0.139,15.0
2011-12-30,18207.0,270102.46,0.09,1.6,0.09,0.27,0.0,0.0,18207.0,0.0,270102.46,,,,,,,,,,,,,,,,,,0.27,,,,100.0,14.32,0.0,0.0,,0.0,100.0,28.68,0.5909,71.32,0.1432,16.47
2012-01-02,5207.0,79732.07,0.03,0.45,0.03,0.09,0.0,0.0,5207.0,0.0,79732.07,,,,,,,,0.19,,13000.0,,,,,,,,0.09,,,,100.0,3.94,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0394,17.0
2012-01-03,5207.0,79263.06,0.03,0.42,0.03,0.09,0.0,0.0,5207.0,0.0,79263.06,,,,,,,,,,,,,,,,,,0.09,,,,100.0,4.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,16.9
2012-01-04,5207.0,77856.02,0.03,0.4,0.03,0.09,0.0,0.0,5207.0,0.0,77856.02,,,,,,,,,,,,,,,,,,0.09,,,,100.0,4.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,16.6
2012-01-05,5207.0,74572.94,0.03,0.41,0.03,0.09,0.0,0.0,5207.0,0.0,74572.94,,,,,,,,,,,,,,,,,,0.09,,,,100.0,4.4,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,15.9
2012-01-06,5207.0,74103.93,0.03,0.41,0.03,0.08,0.0,0.0,5207.0,0.0,74103.93,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0439,15.8
2012-01-09,5207.0,74010.12,0.03,0.42,0.03,0.08,0.0,0.0,5207.0,0.0,74010.12,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0439,15.78
2012-01-10,5207.0,73869.42,0.03,0.43,0.03,0.08,0.0,0.0,5207.0,0.0,73869.42,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0439,15.75
2012-01-11,5207.0,73588.01,0.03,0.43,0.03,0.08,0.0,0.0,5207.0,0.0,73588.01,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0439,15.69
2012-01-12,5207.0,73165.9,0.03,0.44,0.03,0.08,0.0,0.0,5207.0,0.0,73165.9,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0439,15.6
2012-01-13,5207.0,72696.89,0.03,0.44,0.03,0.08,0.0,0.0,5207.0,0.0,72696.89,,,,,,,,,,,,,,,,,,0.08,,,,100.0,4.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0495,15.5
2012-01-16,1267.0,17574.94,0.01,0.11,0.01,0.02,0.0,0.0,1267.0,0.0,17574.94,,,,,,,,0.06,,3940.0,,,,,,,,0.02,,,,100.0,1.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0121,15.4
2012-01-17,1267.0,17460.82,0.01,0.11,0.01,0.02,0.0,0.0,1267.0,0.0,17460.82,,,,,,,,,,,,,,,,,,0.02,,,,100.0,1.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0122,15.3
2012-01-18,985.0,13751.96,0.0,0.09,0.0,0.02,0.0,0.0,985.0,0.0,13751.96,,,,,,,,0.0,,282.0,,,,,,,,0.02,,,,100.0,0.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0095,15.5
2012-01-19,985.0,13751.96,0.0,0.09,0.0,0.02,0.0,0.0,985.0,0.0,13751.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.91,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0091,15.5
2012-01-20,959.0,13371.68,0.0,0.09,0.0,0.01,0.0,0.0,959.0,0.0,13371.68,,,,,,,,0.0,,26.0,,,,,,,,0.01,,,,100.0,0.84,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0084,15.48
2012-01-23,959.0,13380.32,0.0,0.1,0.0,0.01,0.0,0.0,959.0,0.0,13380.32,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0093,15.49
2012-01-24,959.0,13354.41,0.0,0.1,0.0,0.01,0.0,0.0,959.0,0.0,13354.41,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0093,15.46
2012-01-25,959.0,13302.58,0.0,0.1,0.0,0.01,0.0,0.0,959.0,0.0,13302.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0093,15.4
2012-01-26,861.0,12005.23,0.0,0.09,0.0,0.01,0.0,0.0,861.0,0.0,12005.23,,,,,,,,0.0,,98.0,,,,,,,,0.01,,,,100.0,0.75,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0075,15.48
2012-01-27,861.0,11935.44,0.0,0.09,0.0,0.01,0.0,0.0,861.0,0.0,11935.44,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.75,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0075,15.39
2012-01-30,861.0,11749.31,0.0,0.09,0.0,0.01,0.0,0.0,861.0,0.0,11749.31,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,15.15
2012-01-31,861.0,11671.76,0.0,0.09,0.0,0.01,0.0,0.0,861.0,0.0,11671.76,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,15.05
2012-02-01,861.0,11865.64,0.0,0.1,0.0,0.01,0.0,0.0,861.0,0.0,11865.64,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,15.3
2012-02-02,861.0,11981.97,0.0,0.11,0.0,0.01,0.0,0.0,861.0,0.0,11981.97,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,15.45
2012-02-03,309.0,4272.32,0.0,0.04,0.0,0.0,0.0,0.0,309.0,0.0,4272.32,,,,,,,,0.01,,552.0,,,,,,,,0.0,,,,100.0,0.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0027,15.35
2012-02-06,86.0,1239.41,0.0,0.01,0.0,0.0,0.0,0.0,86.0,0.0,1239.41,,,,,,,,0.0,,223.0,,,,,,,,0.0,,,,100.0,0.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0007,16.0
2012-02-07,86.0,1240.96,0.0,0.01,0.0,0.0,0.0,0.0,86.0,0.0,1240.96,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0007,16.02
2012-02-08,86.0,1248.71,0.0,0.01,0.0,0.0,0.0,0.0,86.0,0.0,1248.71,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.12
2012-02-09,86.0,1309.13,0.0,0.02,0.0,0.0,0.0,0.0,86.0,0.0,1309.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.9
2012-02-10,86.0,1309.13,0.0,0.02,0.0,0.0,0.0,0.0,86.0,0.0,1309.13,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.9
2012-02-13,86.0,1315.32,0.0,0.02,0.0,0.0,0.0,0.0,86.0,0.0,1315.32,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.98
2012-02-14,86.0,1292.86,0.0,0.02,0.0,0.0,0.0,0.0,86.0,0.0,1292.86,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0004,16.69
