,ARG FP Equity_DX_SI_QTY,ARG FP Equity_DX_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARG FP Equity_DX_SI_MV,ARG FP Equity_DX_DSS,ARG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY,ARG FP Equity_DX_BROKER_SI_QTY,ARG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARG FP Equity_DX_BROKER_SI_MV_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ARG FP Equity_DX_BROKER_SI_MV_INC_x,ARG FP Equity_DX_SUPPLY_SI_MV_NEW,ARG FP Equity_DX_BROKER_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_NEW,ARG FP Equity_DX_SUPPLY_SI_MV_DEC,ARG FP Equity_DX_BROKER_SI_QTY_INC,ARG FP Equity_DX_SUPPLY_SI_QTY_DEC,ARG FP Equity_DX_BROKER_SI_MV_NEW_y,ARG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ARG FP Equity_DX_BROKER_SI_MV_INC_y,ARG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ARG FP Equity_DX_BROKER_SI_MV_ADD,ARG FP Equity_DX_SUPPLY_SI_QTY_ADD,ARG FP Equity_DX_BROKER_SI_QTY_DEC,ARG FP Equity_DX_SUPPLY_SI_MV,ARG FP Equity_DX_BROKER_SI_MV_DEC,ARG FP Equity_DX_SUPPLY_SI_MV_RMV,ARG FP Equity_DX_BROKER_SI_MV_RMV,ARG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARG FP Equity_DX_UTILIZATION_QUANTITY,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ARG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARG FP Equity_DX_ACTIVE_UTILIZATION_MV,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARG FP Equity_DX_BROKER_SI_CON_RATIO,ARG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARG FP Equity_DX_DEMAND_SUPPLY_RATIO,ARG FP Equity_PX_LAST
2023-12-08,484784.0,37425324.8,4.97,30.15,2.1,36.89,1.0,35395350.8,446065.0,458489.0,34436218.0,,,2073.0,,,,,0.43,,4766.0,,,,2073.0,,,5286.0,34.46,0.51,,,28.54,28.54,1116903.0,86224911.6,,86.25,28.55,10.09,0.4632,66.38,0.3102,77.2
2023-12-11,467054.0,36243390.4,4.79,29.13,2.02,36.61,1.0,34243250.4,441962.0,441279.0,34296251.2,,,2514.0,0.27,,,,0.51,3419.0,6617.0,,,0.27,2514.0,,,20629.0,34.16,1.64,,,28.24,28.24,1122991.0,87144101.6,,86.87,28.22,9.89,0.4264,63.42,0.2984,77.6
2023-12-12,475374.0,36461185.8,4.88,29.17,2.06,37.25,1.0,34484243.3,454669.0,449599.0,34873112.3,,,12334.0,1.01,,,,,12707.0,,,,1.01,12334.0,,373.0,4387.0,35.16,0.35,,,28.97,28.97,1114780.0,85503626.0,,85.98,29.02,12.08,0.4057,61.37,0.3029,76.7
2023-12-13,443623.0,34513869.4,4.55,27.23,1.92,34.35,1.0,32596332.8,436674.0,418976.0,33973237.2,,,4292.0,0.06,,,,1.77,1500.0,22287.0,,,0.06,4292.0,,,32123.0,33.39,2.87,,,27.88,27.88,1129837.0,87901318.6,,86.79,27.78,13.24,0.3805,58.98,0.2832,77.8
2023-12-14,446467.0,36431707.2,4.58,26.94,1.93,35.03,1.0,32635675.2,420389.0,399947.0,34303742.4,,,6000.0,,,,,2.56,,36308.0,,,,6000.0,,14023.0,19029.0,32.6,1.15,,,28.05,28.05,1078134.0,87975734.4,,84.71,27.79,12.93,0.3413,55.55,0.2979,81.6
2023-12-15,441142.0,36526557.6,4.53,26.01,1.91,36.55,1.0,32523591.6,418637.0,392797.0,34663143.6,,,1825.0,,,,,0.15,,3577.0,,,,1825.0,,,7150.0,34.36,0.0,,,27.92,27.92,1080719.0,89483533.2,,88.94,27.87,12.91,0.3448,55.92,0.2942,82.8
2023-12-18,453731.0,37614299.9,4.66,26.51,1.97,37.94,1.0,33833230.9,416226.0,408121.0,34505135.4,,,2362.0,1.71,,2735.0,,0.39,17362.0,4773.0,,,1.71,2362.0,0.24,,4773.0,34.45,0.36,,,27.81,27.81,1080220.0,89550238.0,,89.46,27.8,12.92,0.3653,57.92,0.3032,82.9
2023-12-19,453843.0,37442047.5,4.66,26.46,1.97,37.96,1.0,33686317.5,416749.0,408319.0,34381792.5,,,11836.0,0.18,,,,0.98,2054.0,11780.0,,,0.18,11836.0,,467.0,1856.0,34.44,0.15,,,27.98,27.98,1072763.0,88502947.5,,88.6,27.99,12.93,0.3683,58.17,0.3047,82.5
2023-12-20,463732.0,38767995.2,4.76,26.89,2.01,38.75,1.0,34909520.8,426008.0,417578.0,35614268.8,,,11126.0,0.89,,,,0.09,10848.0,1867.0,,,0.89,11126.0,,,1589.0,35.27,0.13,,,28.57,28.57,1064926.0,89027813.6,,88.42,28.51,12.6,0.3558,56.84,0.311,83.6
2023-12-21,366886.0,30451538.0,3.76,21.19,1.59,31.0,1.0,26721933.0,330381.0,321951.0,27421623.0,,,427.0,,,,,7.88,,96054.0,,,,427.0,,,95627.0,27.54,7.7,,,22.16,22.16,1160403.0,96313449.0,,96.68,22.17,15.99,0.2706,46.97,0.2461,83.0
2023-12-22,366493.0,30272321.8,3.76,21.19,1.59,30.92,1.0,26560690.8,329988.0,321558.0,27257008.8,,,2744.0,0.05,,,,0.27,789.0,3137.0,,,0.05,2744.0,,,1182.0,27.37,0.11,,,22.09,22.09,1163666.0,96118811.6,,96.4,22.11,15.92,0.2721,47.14,0.2454,82.6
2023-12-25,366493.0,30272321.8,3.76,21.54,1.59,30.87,1.0,26560690.8,329988.0,321558.0,27257008.8,,,,,,,,,,,,,,,,,,27.31,,,,22.09,22.09,1163666.0,96118811.6,,96.21,22.11,15.87,0.2723,47.17,0.2454,
2023-12-26,366493.0,30272321.8,3.76,21.54,1.59,30.68,1.0,26560690.8,329988.0,321558.0,27257008.8,,,,,,,,,,,,,,,,,,27.21,,,,22.09,22.09,1163666.0,96118811.6,,96.0,22.09,15.96,0.2704,46.91,0.2454,
2023-12-27,363608.0,30652154.4,3.73,21.37,1.58,30.45,1.0,26864133.9,327103.0,318673.0,27574782.9,,,,0.03,,,,0.25,615.0,2885.0,,,0.03,,,,3500.0,26.99,0.3,,,21.9,21.9,1166551.0,98340249.3,,96.76,21.81,15.43,0.2718,47.19,0.2434,84.3
2023-12-28,346929.0,29384886.3,3.56,20.39,1.5,29.67,1.0,25570083.0,324424.0,301890.0,27478712.8,,,,,,,,0.16,,2679.0,,,,,,,16783.0,27.45,1.05,,,21.74,21.74,1168157.0,98942897.9,,98.79,21.75,16.17,0.2635,45.83,0.2324,84.7
2023-12-29,342000.0,29138400.0,3.51,20.67,1.48,29.39,1.0,25730400.0,319495.0,302000.0,27220974.0,,,1144.0,0.17,,,,0.49,1706.0,6073.0,,,0.17,1144.0,,,1596.0,27.19,0.13,,,21.39,21.39,1174077.0,100031360.4,,99.84,21.4,16.41,0.2667,46.03,0.229,85.2
2024-01-01,342000.0,29138400.0,3.51,20.46,1.48,29.41,1.0,25730400.0,319495.0,302000.0,27220974.0,,,,,,,,,,,,,,,,,,27.22,,,,21.39,21.39,1174077.0,100031360.4,,100.0,21.39,16.49,0.2663,45.96,0.229,
2024-01-02,347308.0,29208602.8,3.56,20.78,1.5,30.06,1.0,25363382.6,326803.0,301586.0,27484132.3,,6326.0,2372.0,0.14,0.54,1100.0,,0.18,1310.0,1725.0,,6326.0,0.14,2372.0,0.1,335.0,2824.0,27.99,0.06,,,21.79,21.79,1173278.0,98672679.8,,99.92,21.88,16.13,0.258,44.95,0.2315,84.1
2024-01-03,345278.0,28692601.8,3.54,20.8,1.5,29.46,1.0,25075923.6,326573.0,301756.0,27138216.3,,,3533.0,0.11,,,,0.35,2070.0,3763.0,,,0.11,3533.0,,,1900.0,27.49,0.45,,,21.79,21.79,1171871.0,97382480.1,,98.27,21.86,16.22,0.2523,44.06,0.2304,83.1
2024-01-04,328858.0,27952930.0,3.37,20.27,1.42,27.45,1.0,24253560.0,310153.0,285336.0,26363005.0,,,68048.0,0.12,,,,7.16,2437.0,85000.0,,,0.12,68048.0,,532.0,18857.0,25.83,2.1,,,20.68,20.68,1189435.0,101101975.0,,99.43,20.62,17.21,0.2244,39.6,0.2193,85.0
2024-01-05,327980.0,27583118.0,3.37,20.66,1.42,27.9,1.0,23920563.0,309875.0,284430.0,26060487.5,,,4650.0,0.34,,,,0.37,2822.0,6107.0,,,0.34,4650.0,,1179.0,3728.0,26.34,0.02,,,20.73,20.73,1184828.0,99644034.8,,100.43,20.78,17.32,0.2284,39.69,0.2194,84.1
2024-01-08,328964.0,27929043.6,3.38,21.05,1.43,27.77,1.0,24314001.6,310259.0,286384.0,26340989.1,,,5332.0,0.12,,,,0.48,2532.0,4948.0,,,0.12,5332.0,,,578.0,26.17,0.03,,,20.79,20.79,1182344.0,100381005.6,,99.85,20.77,17.64,0.2277,39.4,0.2204,84.9
2024-01-09,326945.0,27463380.0,3.35,21.24,1.42,27.74,1.0,23927400.0,308240.0,284850.0,25892160.0,,,1468.0,,,,,0.21,,3487.0,,,,1468.0,,,1534.0,26.19,0.13,,,20.8,20.8,1174020.0,98617680.0,,99.5,20.84,17.83,0.2306,39.77,0.2206,84.0
2024-01-10,317388.0,26660592.0,3.26,20.67,1.38,26.63,1.0,23122764.0,298749.0,275271.0,25094916.0,,,660.0,0.0,,,,0.9,392.0,10151.0,,,0.0,660.0,,,9971.0,25.08,1.0,,,20.21,20.21,1179526.0,99080184.0,,98.88,20.23,18.38,0.2207,37.86,0.2147,84.0
2024-01-11,313196.0,26151866.0,3.21,20.19,1.36,26.34,1.0,22635013.0,300130.0,271078.0,25060855.0,,,17100.0,1.2,,,,1.29,14300.0,15719.0,,,1.2,17100.0,,,18493.0,25.21,1.48,,,20.29,20.29,1178993.0,98445915.5,,98.8,20.33,23.19,0.2243,35.81,0.2117,83.5
2024-01-12,289738.0,24540808.6,2.97,18.79,1.26,24.44,1.0,22709340.5,253199.0,268115.0,21445955.3,,,5842.0,0.0,,12.0,,4.42,307.0,52785.0,,,0.0,5842.0,0.0,12.0,3282.0,21.19,0.23,,,17.23,17.23,1216676.0,103052457.2,,102.05,17.19,25.04,0.2562,38.68,0.1971,84.7
2024-01-15,284358.0,24085122.6,2.92,19.34,1.23,24.02,1.0,22355294.5,249663.0,263935.0,21146456.1,,,441.0,0.38,,,,0.53,3820.0,6864.0,,,0.38,441.0,,2887.0,8000.0,21.17,0.69,,,16.92,16.92,1225453.0,103795869.1,,103.86,16.93,26.51,0.2719,39.29,0.1928,84.7
2024-01-16,255816.0,21590870.4,2.62,17.33,1.11,21.7,1.0,19816529.2,237782.0,234793.0,20068800.8,,,3453.0,0.53,,,,1.5,5957.0,17734.0,,,0.53,3453.0,,2400.0,35099.0,20.18,2.9,,,16.17,16.17,1232989.0,104064271.6,,104.63,16.17,29.37,0.2408,30.38,0.1739,84.4
2024-01-17,257583.0,21044531.1,2.64,22.84,1.12,21.76,1.0,19343292.0,242278.0,236760.0,19794112.6,,,479.0,0.39,,3081.0,,0.34,4823.0,3893.0,,,0.39,479.0,0.26,7910.0,5937.0,20.42,0.5,,,16.47,16.47,1228875.0,100399087.5,,102.65,16.59,28.39,0.2437,32.2,0.1751,81.7
2024-01-18,282717.0,22843533.6,2.9,24.98,1.22,23.19,1.0,21182366.4,265885.0,262158.0,21483508.0,,,27900.0,1.99,,,,0.67,28809.0,4293.0,,,1.99,27900.0,,,3411.0,21.72,0.48,,,18.07,18.07,1205424.0,97398259.2,,98.03,18.14,24.56,0.2641,39.14,0.1922,80.8
2024-01-19,265410.0,21949407.0,2.72,23.56,1.15,21.62,1.0,20285234.9,245191.0,245287.0,20277295.7,,,23151.0,0.81,,,,6.24,11454.0,75211.0,,,0.81,23151.0,,31366.0,28325.0,19.88,2.38,,,16.63,16.63,1229604.0,101688250.8,,99.46,16.66,29.7,0.2448,30.99,0.18,82.7
2024-01-22,252239.0,20507030.7,2.58,22.61,1.09,20.89,1.0,18627130.8,245065.0,229116.0,19923784.5,,,679.0,0.18,,443.0,,0.06,685.0,805.0,,,0.18,679.0,0.04,,17299.0,20.23,1.33,,,16.62,16.62,1229730.0,99977049.0,,101.53,16.62,30.34,0.265,32.79,0.171,81.3
2024-01-23,233188.0,18841590.4,2.39,20.82,1.01,19.11,1.0,17215652.0,211915.0,213065.0,17122732.0,,,,0.03,,14761.0,,2.81,383.0,33150.0,,,0.03,,1.22,,31195.0,17.27,2.65,,,14.34,14.34,1266300.0,102317040.0,,103.01,14.36,26.42,0.2428,35.25,0.1578,80.8
2024-01-24,259412.0,21012372.0,2.66,23.12,1.12,21.13,1.0,19260909.0,235960.0,237789.0,19112760.0,,,12536.0,2.05,,,,0.05,25138.0,414.0,,,2.05,12536.0,,11923.0,414.0,19.07,0.11,,,15.91,15.91,1247342.0,101034702.0,,100.63,15.93,28.22,0.2421,31.67,0.1749,81.0
2024-01-25,240718.0,19401870.8,2.47,21.25,1.04,19.67,1.0,17659057.0,218939.0,219095.0,17646483.4,,,,,,,,1.39,,17500.0,,,,,,479.0,18694.0,17.77,1.5,,,14.75,14.75,1265807.0,102024044.2,,102.67,14.75,26.82,0.2347,30.52,0.1621,80.6
2024-01-26,221151.0,17913231.0,2.27,19.96,0.96,17.95,0.0,16161768.0,199372.0,199528.0,16149132.0,,,,,,,,1.59,,19567.0,,,,,,,19567.0,16.09,1.64,,,13.4,13.4,1288902.0,104401062.0,,103.86,13.41,26.63,0.2341,33.22,0.1486,81.0
2024-01-29,221004.0,18056026.8,2.26,20.4,0.96,18.05,0.0,16289427.7,199225.0,199381.0,16276682.5,,,,,,,,0.01,,147.0,,,,,,,147.0,16.18,0.0,,,13.39,13.39,1289003.0,105311545.1,,104.61,13.4,26.63,0.2342,33.27,0.1485,81.7
2024-01-30,200815.0,16466830.0,2.06,19.15,0.87,16.5,0.0,14693744.0,181421.0,179192.0,14876522.0,,,,,,,,1.41,,17804.0,,,,,,,20189.0,14.83,1.56,,,12.18,12.18,1307606.0,107223692.0,,106.69,12.2,27.92,0.2233,29.12,0.1349,82.0
2024-01-31,199611.0,16408024.2,2.05,19.91,0.86,16.51,0.0,14630613.6,180217.0,177988.0,14813837.4,,,,,,,,0.1,,1204.0,,,,,,,1204.0,14.82,0.06,,,12.1,12.1,1309266.0,107621665.2,,107.51,12.11,27.54,0.2228,29.33,0.134,82.2
2024-02-01,185165.0,14887266.0,1.9,19.05,0.8,15.29,0.0,13148776.8,163771.0,163542.0,13167188.4,,,,,,,,1.34,,16446.0,,,,,,,14446.0,13.44,1.18,,,11.02,11.02,1322083.0,106295473.2,,108.36,11.04,24.68,0.2158,28.97,0.1246,80.4
2024-02-02,184141.0,14897006.9,1.89,18.8,0.8,15.04,0.0,13180066.2,163001.0,162918.0,13186780.9,,,,0.08,,,,0.08,1000.0,770.0,,,0.08,,,,1624.0,13.15,0.22,,,10.97,10.97,1322853.0,107018807.7,,106.53,10.99,24.57,0.2122,27.95,0.1239,80.9
2024-02-05,180591.0,14591752.8,1.85,18.52,0.78,14.76,0.0,12876934.4,159451.0,159368.0,12883640.8,,,,,,,,0.28,,3550.0,,,,,,,3550.0,12.94,0.32,,,10.73,10.73,1325912.0,107133689.6,,107.5,10.75,25.27,0.2102,27.49,0.1216,80.8
2024-02-06,166734.0,13505454.0,1.71,17.24,0.72,13.61,0.0,11543391.0,157355.0,142511.0,12745755.0,,,,,,,,0.17,,2096.0,,,,,,,16857.0,12.73,1.37,,,10.59,10.59,1328083.0,107574723.0,,107.22,10.61,27.27,0.2324,29.38,0.1122,81.0
2024-02-07,174748.0,14102163.6,1.79,18.02,0.76,14.27,0.0,12510517.5,155108.0,155025.0,12517215.6,,,,,,14761.0,,0.18,,2247.0,,,,,1.19,,2247.0,12.57,0.17,,,10.44,10.44,1330302.0,107355371.4,,107.59,10.46,24.29,0.2075,27.62,0.1176,80.7
2024-02-08,172900.0,14091350.0,1.77,17.53,0.75,14.09,0.0,12483925.5,155134.0,153177.0,12643421.0,,,180.0,,,,,0.1,,1081.0,,,,180.0,,927.0,1848.0,12.54,0.18,,,10.46,10.46,1327645.0,108203067.5,,107.16,10.48,24.07,0.2058,27.2,0.1166,81.5
2024-02-09,174400.0,14091520.0,1.79,18.03,0.76,14.32,0.0,12497901.6,156634.0,154677.0,12656027.2,,,1500.0,0.15,,,,,1500.0,,,,0.15,1500.0,,,,12.77,,,,10.57,10.57,1325909.0,107133447.2,,107.89,10.58,24.45,0.2069,27.06,0.1176,80.8
2024-02-12,174296.0,14205124.0,1.79,18.31,0.75,14.24,0.0,12597699.5,156530.0,154573.0,12757195.0,,,,,,,,0.03,,104.0,,,,,,,104.0,12.69,0.04,,,10.58,10.58,1323632.0,107876008.0,,107.12,10.59,24.43,0.2063,26.94,0.1178,81.5
2024-02-13,175416.0,14068363.2,1.8,19.21,0.76,14.44,0.0,12388574.2,157428.0,154471.0,12625725.6,,,1222.0,0.14,,,,0.01,1222.0,324.0,,,0.14,1222.0,,,1324.0,12.86,0.06,,,10.63,10.63,1323482.0,106143256.4,,107.94,10.65,25.24,0.2102,26.69,0.1185,80.2
2024-02-14,174705.0,13923988.5,1.79,19.22,0.76,14.14,0.0,12254672.0,156717.0,153760.0,12490344.9,,,859.0,,,,,0.16,,1570.0,,,,859.0,,,711.0,12.57,0.14,,,10.58,10.58,1324193.0,105538182.1,,106.05,10.6,25.24,0.209,26.27,0.118,79.7
2024-02-15,174969.0,14067507.6,1.79,19.32,0.76,14.11,0.0,12383529.6,156981.0,154024.0,12621272.4,,,273.0,0.08,,,,0.09,1255.0,991.0,,,0.08,273.0,,982.0,991.0,12.52,0.1,,,10.6,10.6,1323959.0,106446303.6,,105.42,10.62,25.59,0.2086,25.86,0.1181,80.4
2024-02-16,178016.0,14330288.0,1.82,19.93,0.77,14.42,0.0,12644215.5,159028.0,157071.0,12801754.0,,,2047.0,0.29,,,,,3047.0,,,,0.29,2047.0,,,,12.8,,,,10.74,10.74,1321774.0,106402807.0,,106.24,10.75,25.31,0.2082,26.52,0.1202,80.5
2024-02-19,176144.0,14197206.4,1.81,19.73,0.76,14.27,0.0,12509039.4,157156.0,155199.0,12666773.6,,,,,,,,0.15,,1872.0,,,,,,,1872.0,12.67,0.15,,,11.51,11.51,1208397.0,97396798.2,,97.25,11.52,25.55,0.2073,26.41,0.129,80.6
2024-02-20,196865.0,15847632.5,2.02,22.58,0.85,16.0,0.0,13920060.0,174877.0,172920.0,14077598.5,,,13521.0,1.03,,5000.0,,0.02,12721.0,245.0,,,1.03,13521.0,0.4,4445.0,,14.1,,,,12.77,12.77,1194144.0,96128592.0,,96.14,12.79,23.76,0.2147,29.9,0.1438,80.5
2024-02-21,192073.0,15346632.7,1.97,22.46,0.83,15.58,0.0,13531065.0,178121.0,169350.0,14231867.9,,,11182.0,,,,,0.64,,7938.0,,,,11182.0,,,3570.0,14.35,0.3,,,13.08,13.08,1183832.0,94588176.8,,95.21,13.09,23.92,0.213,29.88,0.141,79.9
2024-02-22,163598.0,13251438.0,1.68,19.53,0.71,13.29,0.0,12606516.0,157593.0,155636.0,12765033.0,,,2315.0,0.21,,,,1.84,2315.0,22843.0,,,0.21,2315.0,,,16029.0,12.61,1.3,,,11.63,11.63,1197497.0,96997257.0,,95.8,11.63,27.53,0.2797,36.43,0.1207,81.0
2024-02-23,161330.0,13067730.0,1.65,19.69,0.7,13.2,0.0,12422808.0,157471.0,153368.0,12755151.0,,,,,,,,0.0,,122.0,,,,,,,2268.0,12.77,0.1,,,11.59,11.59,1201114.0,97290234.0,,97.21,11.61,28.02,0.2797,36.66,0.1187,81.0
2024-02-26,159901.0,12967971.1,1.64,19.82,0.69,13.06,0.0,12322252.9,155896.0,151939.0,12643165.6,,,246.0,0.15,,,,0.15,1846.0,1821.0,,,0.15,246.0,,,3275.0,12.64,0.29,,,11.48,11.48,1202420.0,97516262.0,,97.33,11.49,27.4,0.2892,38.25,0.1177,81.1
2024-02-27,157328.0,12570507.2,1.61,19.97,0.68,12.88,0.0,11934343.4,153802.0,149366.0,12288779.8,,,,,,,,0.17,,2094.0,,,,,,,2573.0,12.49,0.19,,,11.34,11.34,1201888.0,96030851.2,,97.31,11.38,27.81,0.2965,38.85,0.1161,79.9
2024-02-28,159533.0,12363807.5,1.63,20.28,0.69,12.86,0.0,11566177.5,155528.0,149241.0,12053420.0,,,3284.0,0.0,,,,0.13,354.0,1558.0,,,0.0,3284.0,,,479.0,12.45,0.09,,,11.48,11.48,1199600.0,92969000.0,,95.5,11.53,27.69,0.2884,38.3,0.1177,77.5
2024-02-29,158888.0,12234376.0,1.63,19.84,0.69,12.48,0.0,11621302.0,154883.0,150926.0,11925991.0,,,,,,2330.0,,0.14,,645.0,,,,,0.21,,645.0,12.04,0.15,,,11.44,11.44,1199134.0,92333318.0,,92.96,11.46,27.32,0.2868,38.3,0.1173,77.0
2024-03-01,182339.0,14003635.2,1.87,22.91,0.79,14.18,0.0,9209548.8,153873.0,119916.0,11817446.4,,,29805.0,,,,,2.43,,31010.0,,,,29805.0,,195.0,31010.0,11.85,2.46,,,11.38,11.38,1198071.0,92011852.8,,92.15,11.39,26.43,0.3069,43.74,0.1349,76.8
2024-03-04,169921.0,13032940.7,1.74,21.75,0.74,13.19,0.0,9250710.3,151727.0,120609.0,11637460.9,,,1608.0,0.13,,,,0.4,1832.0,5109.0,,,0.13,1608.0,,1355.0,1139.0,11.66,0.1,,,11.41,11.41,1178390.0,90382513.0,,90.42,11.43,29.53,0.293,39.05,0.1277,76.7
2024-03-05,167008.0,12842915.2,1.71,21.47,0.72,12.93,0.0,9174170.0,149518.0,119300.0,11497934.2,,,,,,395.0,,0.24,,2604.0,,,,,0.03,395.0,1704.0,11.46,0.14,,,11.25,11.25,1179690.0,90718161.0,,90.54,11.24,28.06,0.2929,39.82,0.1256,76.9
2024-03-06,175750.0,13585475.0,1.8,23.45,0.76,13.62,0.0,8751751.4,143489.0,113218.0,11091699.7,,,2286.0,,,,,0.63,,8315.0,,,,2286.0,,,6082.0,11.02,0.47,,,10.75,10.75,1191801.0,92126217.3,,91.62,10.74,27.32,0.3183,45.05,0.1316,77.3
2024-03-07,154015.0,11735943.0,1.58,20.74,0.67,11.97,0.0,8686190.4,140421.0,113992.0,10700080.2,,,1319.0,0.06,,,,0.32,774.0,4387.0,,,0.06,1319.0,,,,10.8,,,,10.55,10.55,1190567.0,90721205.4,,91.79,10.53,27.44,0.3028,41.85,0.1157,76.2
2024-03-08,166807.0,13060988.1,1.71,21.26,0.72,12.99,0.0,9827981.1,143592.0,125517.0,11243253.6,,,5721.0,0.9,,,,0.55,11650.0,6767.0,,,0.9,5721.0,,4217.0,125.0,11.02,0.02,,,10.81,10.81,1185124.0,92795209.2,,90.5,10.85,25.69,0.3171,45.48,0.1255,78.3
2024-03-11,156679.0,12252297.8,1.61,20.1,0.68,12.39,0.0,8215692.0,130651.0,105060.0,10216908.2,,,4741.0,0.12,,,,1.73,1500.0,23091.0,,,0.12,4741.0,,5409.0,21957.0,10.24,1.62,,,9.83,9.83,1198065.0,93688683.0,,93.91,9.83,25.0,0.3047,43.69,0.1179,78.2
2024-03-12,164213.0,12825035.3,1.68,19.7,0.71,12.95,0.0,8163714.9,130685.0,104529.0,10206498.5,,,8844.0,0.07,,,,0.7,912.0,8810.0,,,0.07,8844.0,,,1443.0,10.21,0.12,,,9.84,9.84,1197731.0,93542791.1,,93.65,9.83,23.41,0.3206,46.81,0.1236,78.1
2024-03-13,132072.0,9918607.2,1.35,15.83,0.57,10.31,0.0,7327657.2,125228.0,97572.0,9404622.8,,,,,,,,0.64,,6957.0,,,,,,1500.0,6957.0,9.65,0.55,,,9.55,9.55,1186546.0,89109604.6,,92.37,9.46,26.0,0.2991,42.48,0.1007,75.1
2024-03-14,114082.0,8818538.6,1.17,12.9,0.49,8.69,0.0,6151688.6,114003.0,79582.0,8812431.9,,,,,,,,0.88,,11225.0,,,,,,,17990.0,8.67,1.51,,,8.69,8.69,1197737.0,92585070.1,,90.32,8.76,26.73,0.329,48.47,0.087,77.3
2024-03-15,109674.0,8532637.2,1.12,12.61,0.47,8.53,0.0,5848537.2,105669.0,75174.0,8221048.2,,,,,,,,0.58,,8334.0,,,,,,,4408.0,8.19,0.31,,,8.06,8.06,1205959.0,93823610.2,,93.22,8.07,27.36,0.3481,50.83,0.0836,77.8
2024-03-18,109445.0,8492932.0,1.12,12.09,0.47,8.55,0.0,5815732.0,105669.0,74945.0,8199914.4,,,,,,,,,,,,,,,,,229.0,8.22,0.01,,,8.06,8.06,1205957.0,93582263.2,,93.88,8.05,27.29,0.3496,51.04,0.0834,77.6
2024-03-19,117171.0,9151055.1,1.2,13.11,0.51,9.16,0.0,6406621.1,112526.0,82031.0,8788280.6,,,7086.0,0.54,,,,0.02,7086.0,229.0,,,0.54,7086.0,,,,8.76,,,,8.43,8.43,1222406.0,95469908.6,,94.97,8.45,25.6,0.3244,48.53,0.0878,78.1
2024-03-20,145701.0,11481238.8,1.49,16.57,0.63,11.41,0.0,6466406.8,141056.0,82061.0,11115212.8,,,30.0,0.0,,,,,30.0,,,,0.0,30.0,,28500.0,,11.01,,,,10.56,10.56,1194303.0,94111076.4,,93.14,10.57,20.6,0.2486,39.17,0.1091,78.8
2024-03-21,173490.0,14226180.0,1.78,19.46,0.75,13.98,0.0,8852310.0,140345.0,107955.0,11508290.0,,,,,,28500.0,,0.06,,711.0,,,,,2.38,,2606.0,11.19,0.19,,,9.53,9.53,1332733.0,109284106.0,,105.02,9.63,32.26,0.2551,33.23,0.1178,82.0
2024-03-22,144287.0,12134536.7,1.48,15.24,0.62,11.96,0.0,9154032.7,140342.0,108847.0,11802762.2,,,3109.0,0.12,,1279.0,,0.35,1309.0,4391.0,,,0.12,3109.0,0.1,1279.0,1696.0,11.62,0.1,,,9.53,9.53,1332664.0,112077042.4,,109.63,9.58,39.24,0.3293,39.88,0.098,84.1
2024-03-25,158095.0,12986917.46,1.62,16.08,0.68,13.36,0.0,9829214.14,144498.0,119655.0,11869974.38,,,2876.0,1.11,,,,0.03,11156.0,348.0,,,1.11,2876.0,,4156.0,348.0,12.14,0.03,,,9.8,9.8,1329368.0,109202647.12,,111.82,9.8,35.81,0.292,36.77,0.1073,85.3
2024-03-26,178449.0,14641737.88,1.83,17.51,0.77,15.35,0.0,11171023.49,170504.0,136149.0,13989850.74,,,12008.0,1.48,,,,0.27,16494.0,3140.0,,,1.48,12008.0,,17138.0,,14.56,,,,11.55,11.55,1306128.0,107167783.59,,111.44,11.56,31.85,0.2869,40.29,0.1208,85.2
2024-03-27,177047.0,14570968.1,1.81,16.78,0.77,15.21,0.0,11175599.3,170947.0,135791.0,14068938.1,,,3847.0,0.81,,390.0,,0.9,9670.0,10294.0,,,0.81,3847.0,0.03,6890.0,10418.0,14.45,0.89,,,11.58,11.58,1305630.0,107453349.0,,111.07,11.51,31.68,0.2782,39.15,0.1199,82.3
