,ALDNX FP Equity_DX_SI_QTY,ALDNX FP Equity_DX_SHORT_INTEREST_VALUE,ALDNX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDNX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDNX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDNX FP Equity_DX_SI_MV,ALDNX FP Equity_DX_DSS,ALDNX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDNX FP Equity_DX_SUPPLY_SI_QTY,ALDNX FP Equity_DX_BROKER_SI_QTY,ALDNX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDNX FP Equity_DX_BROKER_SI_MV_NEW_x,ALDNX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDNX FP Equity_DX_BROKER_SI_MV_INC_x,ALDNX FP Equity_DX_BROKER_SI_QTY_ADD,ALDNX FP Equity_DX_BROKER_SI_QTY_NEW,ALDNX FP Equity_DX_SUPPLY_SI_MV_DEC,ALDNX FP Equity_DX_BROKER_SI_QTY_INC,ALDNX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDNX FP Equity_DX_BROKER_SI_MV_NEW_y,ALDNX FP Equity_DX_BROKER_SI_MV_INC_y,ALDNX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDNX FP Equity_DX_BROKER_SI_MV_ADD,ALDNX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDNX FP Equity_DX_BROKER_SI_QTY_DEC,ALDNX FP Equity_DX_SUPPLY_SI_MV,ALDNX FP Equity_DX_BROKER_SI_MV_DEC,ALDNX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDNX FP Equity_DX_UTILIZATION_QUANTITY,ALDNX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDNX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDNX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDNX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDNX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDNX FP Equity_DX_BROKER_SI_CON_RATIO,ALDNX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDNX FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,45171.85,0.09,0.0,,0.0,,0.0
2010-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,44524.22,0.09,0.0,,0.0,,0.0
2010-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,44702.32,0.08,0.0,,0.0,,0.0
2010-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,46289.0,0.09,0.0,,0.0,,0.0
2010-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,46305.19,0.09,0.0,,0.0,,0.0
2010-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,46661.38,0.09,0.0,,0.0,,0.0
2010-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,47665.2,0.09,0.0,,0.0,,0.0
2010-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,47114.72,0.09,0.0,,0.0,,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,47389.96,0.09,0.0,,0.0,,0.0
2010-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,47843.3,0.09,0.0,,0.0,,0.0
2010-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,48053.78,0.09,0.0,,0.0,,0.0
2010-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,48523.31,0.09,0.0,,0.0,,0.0
2010-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,46046.14,0.09,0.0,,0.0,,0.0
2010-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,45430.9,0.09,0.0,,0.0,,0.0
2010-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,44734.7,0.09,0.0,,0.0,,0.0
2010-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,44410.89,0.08,0.0,,0.0,,0.0
2010-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,43390.88,0.08,0.0,,0.0,,0.0
2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,43714.69,0.08,0.0,,0.0,,0.0
2010-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,44022.31,0.08,0.0,,0.0,,0.0
2010-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,43552.78,0.08,0.0,,0.0,,0.0
2010-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,43957.55,0.08,0.0,,0.0,,0.0
2010-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,43876.6,0.08,0.0,,0.0,,0.0
2010-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,43488.02,0.08,0.0,,0.0,,0.0
2010-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42840.4,0.08,0.0,,0.0,,0.0
2010-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42969.92,0.08,0.0,,0.0,,0.0
2010-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42969.92,0.08,0.0,,0.0,,0.0
2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42727.06,0.08,0.0,,0.0,,0.0
2010-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41609.91,0.08,0.0,,0.0,,0.0
2010-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41124.19,0.08,0.0,,0.0,,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41771.82,0.08,0.0,,0.0,,0.0
2010-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41690.86,0.08,0.0,,0.0,,0.0
2010-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41642.29,0.08,0.0,,0.0,,0.0
2010-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41528.96,0.08,0.0,,0.0,,0.0
2010-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41367.05,0.08,0.0,,0.0,,0.0
2010-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41626.1,0.08,0.0,,0.0,,0.0
2010-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41609.91,0.08,0.0,,0.0,,0.0
2010-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42743.25,0.08,0.0,,0.0,,0.0
2010-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42759.44,0.08,0.0,,0.0,,0.0
2010-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42808.02,0.08,0.0,,0.0,,0.0
2010-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42581.35,0.08,0.0,,0.0,,0.0
2010-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,42095.63,0.08,0.0,,0.0,,0.0
2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3072.0,41998.48,0.08,0.0,,0.0,,0.0
2010-12-20,2000.0,27131.95,0.1,0.37,0.07,0.06,0.0,0.0,2000.0,0.0,27131.95,,,,,,,,,,,,,2000.0,,0.06,,100.0,65.1,0.0,0.0,0.0,100.0,,0.0,,0.651
2010-12-21,2000.0,27395.47,0.1,0.37,0.07,0.05,0.0,0.0,2000.0,0.0,27395.47,,,,,,,,,,,,,,,0.05,,100.0,65.1,0.0,0.0,0.0,100.0,,0.0,,0.651
2010-12-22,2000.0,27458.71,0.1,0.39,0.07,0.05,0.0,0.0,2000.0,0.0,27458.71,,,,,,,,,,,,,,,0.05,,100.0,58.45,0.0,0.0,0.0,100.0,,0.0,,0.5845
2010-12-23,2000.0,27637.9,0.1,0.39,0.07,0.05,0.0,0.0,2000.0,0.0,27637.9,,,,,,,,,,,,,,,0.05,,100.0,58.45,0.0,0.0,0.0,100.0,,0.0,,0.5845
2010-12-24,2000.0,27406.01,0.1,0.42,0.07,0.05,0.0,0.0,2000.0,0.0,27406.01,,,,,,,,,,,,,,,0.05,,100.0,53.73,0.0,0.0,0.0,100.0,,0.0,,0.5373
2010-12-27,2000.0,27680.07,0.1,0.43,0.07,0.05,0.0,0.0,2000.0,0.0,27680.07,,,,,,,,,,,,,,,0.05,,100.0,53.73,0.0,0.0,0.0,100.0,,0.0,,0.5373
2010-12-28,2000.0,27722.23,0.1,0.43,0.07,0.05,0.0,0.0,2000.0,0.0,27722.23,,,,,,,,,,,,,,,0.05,,100.0,53.73,0.0,0.0,0.0,100.0,,0.0,,0.5373
2010-12-29,2000.0,28396.84,0.1,0.42,0.07,0.05,0.0,0.0,2000.0,0.0,28396.84,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2010-12-30,2000.0,28460.09,0.1,0.38,0.07,0.05,0.0,0.0,2000.0,0.0,28460.09,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2010-12-31,2000.0,28860.63,0.1,0.37,0.07,0.05,0.0,0.0,2000.0,0.0,28860.63,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-03,2000.0,28576.03,0.1,0.35,0.07,0.05,0.0,0.0,2000.0,0.0,28576.03,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-04,2000.0,29523.43,0.1,0.33,0.07,0.05,0.0,0.0,2000.0,0.0,29523.43,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-05,2000.0,29886.96,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,29886.96,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-06,2000.0,29754.77,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,29754.77,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-07,2000.0,29743.75,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,29743.75,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-10,2000.0,29633.59,0.1,0.27,0.07,0.05,0.0,0.0,2000.0,0.0,29633.59,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-11,2000.0,29468.35,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,29468.35,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-12,2000.0,29721.72,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,29721.72,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-13,2000.0,29743.75,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,29743.75,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-14,2000.0,30063.22,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,30063.22,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-17,2000.0,30063.22,0.1,0.28,0.07,0.06,0.0,0.0,2000.0,0.0,30063.22,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-18,2000.0,30162.37,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,30162.37,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-19,2000.0,30184.4,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,30184.4,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-20,2000.0,30305.58,0.1,0.29,0.07,0.05,0.0,0.0,2000.0,0.0,30305.58,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-21,2000.0,30338.63,0.1,0.28,0.07,0.05,0.0,0.0,2000.0,0.0,30338.63,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-24,2000.0,30338.63,0.1,0.29,0.07,0.06,0.0,0.0,2000.0,0.0,30338.63,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-25,2000.0,30393.71,0.1,0.29,0.07,0.05,0.0,0.0,2000.0,0.0,30393.71,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-26,2000.0,30569.97,0.1,0.28,0.07,0.06,0.0,0.0,2000.0,0.0,30569.97,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-27,2000.0,30404.72,0.1,0.28,0.07,0.06,0.0,0.0,2000.0,0.0,30404.72,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,0.0,,0.6897
2011-01-28,3000.0,45540.99,0.14,0.43,0.11,0.08,0.0,15180.33,2000.0,1000.0,30360.66,,,,1000.0,,,,,,,,0.03,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-01-31,3000.0,45623.61,0.14,0.43,0.11,0.08,0.0,15207.87,2000.0,1000.0,30415.74,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-01,3000.0,46020.19,0.14,0.44,0.11,0.08,0.0,15340.06,2000.0,1000.0,30680.13,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-02,3000.0,45854.95,0.14,0.44,0.11,0.08,0.0,15284.98,2000.0,1000.0,30569.97,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-03,3000.0,45177.45,0.14,0.44,0.11,0.08,0.0,15059.15,2000.0,1000.0,30118.3,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-04,3000.0,45954.1,0.14,0.42,0.11,0.08,0.0,15318.03,2000.0,1000.0,30636.06,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-07,3000.0,46102.81,0.14,0.41,0.11,0.08,0.0,15367.6,2000.0,1000.0,30735.21,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-08,3000.0,45854.95,0.14,0.39,0.11,0.08,0.0,15284.98,2000.0,1000.0,30569.97,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-09,3000.0,46218.48,0.14,0.38,0.11,0.08,0.0,15406.16,2000.0,1000.0,30812.32,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-10,3000.0,46135.86,0.14,0.39,0.11,0.08,0.0,15378.62,2000.0,1000.0,30757.24,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-11,3000.0,46020.19,0.14,0.39,0.11,0.08,0.0,15340.06,2000.0,1000.0,30680.13,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-14,3000.0,46020.19,0.14,0.39,0.11,0.08,0.0,15340.06,2000.0,1000.0,30680.13,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-15,3000.0,45772.33,0.14,0.41,0.11,0.08,0.0,15257.44,2000.0,1000.0,30514.89,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-16,3000.0,45441.84,0.14,0.5,0.11,0.08,0.0,15147.28,2000.0,1000.0,30294.56,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-17,3000.0,45640.13,0.14,0.5,0.11,0.08,0.0,15213.38,2000.0,1000.0,30426.76,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-18,3000.0,45706.23,0.14,0.5,0.11,0.08,0.0,15235.41,2000.0,1000.0,30470.82,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-21,3000.0,45937.57,0.15,0.5,0.11,0.08,0.0,15312.52,2000.0,1000.0,30625.05,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-22,3000.0,45524.46,0.15,0.51,0.11,0.08,0.0,15174.82,2000.0,1000.0,30349.64,,,,,,,,,,,,,,,0.06,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-23,3000.0,45524.46,0.15,0.51,0.11,0.08,0.0,15174.82,2000.0,1000.0,30349.64,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-24,3000.0,45524.46,0.15,0.51,0.11,0.08,0.0,15174.82,2000.0,1000.0,30349.64,,,,,,,,,,,,,,,0.05,,100.0,68.97,0.0,0.0,0.0,100.0,,1.0,100.0,1.0345
2011-02-25,3500.0,53497.44,0.18,0.6,0.12,0.1,0.0,15284.98,2500.0,1000.0,38212.46,,500.0,,,,,,,,,500.0,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.29,0.5558,66.71,1.2069
2011-02-28,3500.0,53574.55,0.18,0.59,0.12,0.1,0.0,22960.52,2500.0,1500.0,38267.54,,,,500.0,,,,,,,,0.01,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.21,0.5564,66.79,1.2069
2011-03-01,3500.0,53960.12,0.18,0.6,0.12,0.1,0.0,23125.77,2500.0,1500.0,38542.94,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.24,0.5562,66.76,1.2069
2011-03-02,3500.0,53304.66,0.18,0.59,0.12,0.1,0.0,22844.85,2500.0,1500.0,38074.76,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.55,0.5541,66.45,1.2069
2011-03-03,3500.0,53439.61,0.18,0.59,0.12,0.1,0.0,22902.69,2500.0,1500.0,38171.15,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.14,0.5568,66.86,1.2069
2011-03-04,3500.0,53208.27,0.18,0.61,0.12,0.1,0.0,22803.54,2500.0,1500.0,38005.9,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.36,0.5554,66.64,1.2069
2011-03-07,3500.0,53497.44,0.18,0.64,0.12,0.1,0.0,22927.47,2500.0,1500.0,38212.46,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.24,0.5562,66.76,1.2069
2011-03-08,3500.0,53188.99,0.18,0.64,0.12,0.1,0.0,22795.28,2500.0,1500.0,37992.13,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.64,0.5535,66.36,1.2069
2011-03-09,3500.0,53497.44,0.18,0.66,0.12,0.1,0.0,22927.47,2500.0,1500.0,38212.46,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.2,0.5564,66.8,1.2069
2011-03-10,3500.0,53748.06,0.18,0.67,0.12,0.1,0.0,23034.88,2500.0,1500.0,38391.47,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.45,0.5548,66.55,1.2069
2011-03-11,3500.0,53015.48,0.18,0.68,0.12,0.1,0.0,22720.92,2500.0,1500.0,37868.2,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.47,0.5546,66.53,1.2069
2011-03-14,3500.0,52437.13,0.18,0.69,0.12,0.1,0.0,22473.06,2500.0,1500.0,37455.09,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,33.34,0.5555,66.66,1.2069
2011-03-15,3500.0,49834.55,0.18,0.69,0.12,0.09,0.0,21357.67,2500.0,1500.0,35596.11,,,,,,,,,,,,,,,0.07,,100.0,86.21,0.0,0.0,0.0,100.0,34.45,0.5484,65.55,1.2069
2011-03-16,2500.0,35458.41,0.13,0.44,0.09,0.06,0.0,21275.04,1500.0,1500.0,21275.04,,,,,,0.03,,1000.0,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.53,0.5543,66.47,0.8621
2011-03-17,2500.0,35293.16,0.13,0.44,0.09,0.06,0.0,21175.9,1500.0,1500.0,21175.9,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.28,0.5559,66.72,0.8621
2011-03-18,2500.0,35389.56,0.13,0.46,0.09,0.06,0.0,21233.73,1500.0,1500.0,21233.73,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.03,0.5576,66.97,0.8621
2011-03-21,2500.0,35802.66,0.13,0.47,0.09,0.06,0.0,21481.6,1500.0,1500.0,21481.6,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,32.94,0.5582,67.06,0.8621
2011-03-22,2500.0,35954.14,0.13,0.51,0.09,0.07,0.0,21572.48,1500.0,1500.0,21572.48,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.24,0.5562,66.76,0.8621
2011-03-23,2500.0,36215.77,0.13,0.54,0.09,0.07,0.0,21729.46,1500.0,1500.0,21729.46,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.38,0.5552,66.62,0.8621
2011-03-24,2500.0,35954.14,0.13,0.59,0.09,0.07,0.0,21572.48,1500.0,1500.0,21572.48,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.42,0.555,66.58,0.8621
2011-03-25,2500.0,35981.68,0.13,0.62,0.09,0.07,0.0,21589.01,1500.0,1500.0,21589.01,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.51,0.5544,66.49,0.8621
2011-03-28,2500.0,35954.14,0.13,0.63,0.09,0.07,0.0,21572.48,1500.0,1500.0,21572.48,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.45,0.5548,66.55,0.8621
2011-03-29,2500.0,36009.22,0.13,0.65,0.09,0.07,0.0,21605.53,1500.0,1500.0,21605.53,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.3,0.5558,66.7,0.8621
2011-03-30,2500.0,36325.93,0.13,0.65,0.09,0.07,0.0,21795.56,1500.0,1500.0,21795.56,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.05,0.5575,66.95,0.8621
2011-03-31,2500.0,36215.77,0.13,0.65,0.09,0.07,0.0,21729.46,1500.0,1500.0,21729.46,,,,,,,,,,,,,,,0.04,,100.0,51.72,0.0,0.0,0.0,100.0,33.3,0.5558,66.7,0.8621
