,EL FP Equity_DX_SI_QTY,EL FP Equity_DX_SHORT_INTEREST_VALUE,EL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EL FP Equity_DX_SI_MV,EL FP Equity_DX_DSS,EL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EL FP Equity_DX_SUPPLY_SI_QTY,EL FP Equity_DX_BROKER_SI_QTY,EL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EL FP Equity_DX_BROKER_SI_MV_NEW_x,EL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EL FP Equity_DX_SUPPLY_SI_QTY_INC_x,EL FP Equity_DX_BROKER_SI_MV_INC_x,EL FP Equity_DX_SUPPLY_SI_MV_NEW,EL FP Equity_DX_BROKER_SI_QTY_ADD,EL FP Equity_DX_BROKER_SI_QTY_NEW,EL FP Equity_DX_SUPPLY_SI_MV_DEC,EL FP Equity_DX_BROKER_SI_QTY_INC,EL FP Equity_DX_SUPPLY_SI_QTY_DEC,EL FP Equity_DX_BROKER_SI_MV_NEW_y,EL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EL FP Equity_DX_BROKER_SI_MV_INC_y,EL FP Equity_DX_SUPPLY_SI_QTY_INC_y,EL FP Equity_DX_BROKER_SI_MV_ADD,EL FP Equity_DX_SUPPLY_SI_QTY_ADD,EL FP Equity_DX_BROKER_SI_QTY_DEC,EL FP Equity_DX_SUPPLY_SI_MV,EL FP Equity_DX_BROKER_SI_MV_DEC,EL FP Equity_DX_SUPPLY_SI_MV_RMV,EL FP Equity_DX_BROKER_SI_MV_RMV,EL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EL FP Equity_DX_UTILIZATION_QUANTITY,EL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EL FP Equity_DX_ACTIVE_UTILIZATION_MV,EL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EL FP Equity_DX_BROKER_SI_CON_RATIO,EL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EL FP Equity_DX_DEMAND_SUPPLY_RATIO,EL FP Equity_PX_LAST
2010-01-20,9930942.0,381281851.15,4.98,22.94,4.61,424.43,1.0,256919892.75,7751665.0,6691786.0,297612168.18,,,31692.0,,,,,14.08,,339440.0,,,,31692.0,,40773.0,64929.0,331.28,2.56,0.01,,19.2,19.2,32618980.0,1252350993.2,240.0,1386.2,19.29,16.41,0.0999,16.62,0.246,42.295
2010-01-21,9245215.0,352814464.16,4.63,21.44,4.29,392.87,1.0,230658588.31,7635368.0,6044220.0,291379732.06,,,7326.0,,,2000.0,,5.42,,123623.0,,,,7326.0,0.08,,30000.0,322.83,1.29,,26.53,18.65,18.65,33296864.0,1270669771.36,,1405.02,18.68,16.87,0.1078,17.74,0.2259,42.04
2010-01-22,9308831.0,355833675.04,4.66,21.7,4.32,392.66,1.0,231983609.66,7786589.0,6068836.0,297645384.25,,151221.0,,1.8,6.36,,,1.51,52752.0,35135.0,,151221.0,1.8,,,,28136.0,326.4,1.71,,,18.44,18.44,34443788.0,1316627153.99,,1444.61,18.43,16.72,0.1076,17.6,0.2204,42.11
2010-01-25,9521471.0,361066475.21,4.77,22.2,4.42,402.02,1.0,233605468.88,7818772.0,6160272.0,296497930.47,,,130638.0,6.22,,49000.0,,6.28,147997.0,151569.0,,,6.22,130638.0,2.09,53114.0,105561.0,328.53,4.84,,,19.06,19.06,33199456.0,1258966241.32,,1395.17,19.06,16.24,0.1034,16.9,0.2321,41.775
2010-01-26,9497762.0,360900235.43,4.76,22.22,4.41,399.92,1.0,233293612.31,7814653.0,6139556.0,296944702.08,,,30055.0,,,3000.0,,1.55,,34600.0,,,,30055.0,0.13,426.0,23716.0,327.68,1.02,,,18.96,18.96,33399524.0,1269130146.13,,1397.69,18.99,16.27,0.1038,16.97,0.2304,41.86
2010-01-27,9465782.0,359770970.71,4.74,22.45,4.39,398.9,1.0,231696624.85,7819695.0,6096072.0,297207273.61,,,25626.0,,,,,1.13,,28043.0,,,,25626.0,,7459.0,43484.0,328.22,2.0,,,18.92,18.92,33518176.0,1273942999.75,,1405.99,18.93,16.42,0.1041,17.05,0.229,41.87
2010-01-28,9574433.0,361988462.69,4.8,22.68,4.44,403.35,1.0,234030534.24,7828401.0,6190003.0,295974794.88,,,54183.0,4.07,,,,1.91,98131.0,45477.0,,,4.07,54183.0,,,4200.0,328.56,0.18,,,18.97,18.97,33431152.0,1263959058.29,,1400.84,19.0,16.47,0.1034,16.85,0.2321,41.65
2010-01-29,9666659.0,369467914.52,4.84,23.09,4.49,407.24,1.0,238262160.81,7980363.0,6233827.0,305016249.64,,,152031.0,1.95,,,,1.51,45283.0,35198.0,,,1.95,152031.0,,35129.0,1459.0,334.47,0.0,,,19.33,19.33,33313156.0,1273257107.09,,1395.84,19.33,16.07,0.1018,16.76,0.2341,42.105
2010-02-01,9680221.0,369546904.24,4.85,23.36,4.49,408.15,1.0,239261612.83,8003983.0,6267419.0,305555744.98,,,48951.0,1.48,,,,2.43,33592.0,58193.0,,,1.48,48951.0,,32862.0,,335.25,,,,19.33,19.33,33403048.0,1275176773.41,,1402.11,19.3,16.11,0.1023,16.69,0.2338,42.055
2010-02-02,9710794.0,369788469.58,4.87,23.64,4.51,409.02,1.0,240103213.69,8158806.0,6305207.0,310688537.35,,1107.0,96573.0,1.67,0.05,,,0.48,38967.0,11338.0,,1107.0,1.67,96573.0,,68481.0,1179.0,342.03,0.25,,,19.63,19.63,33413042.0,1272373573.7,,1402.48,19.61,15.97,0.1017,16.65,0.2336,41.95
2010-02-03,9672881.0,367817902.99,4.85,24.06,4.49,408.43,1.0,237876692.42,8010127.0,6255685.0,304590547.1,,,31133.0,2.07,,,,8.09,43650.0,192056.0,,,2.07,31133.0,,12244.0,93172.0,336.99,3.72,,,19.38,19.38,33319316.0,1266989735.55,,1397.85,19.42,16.11,0.1024,16.77,0.234,41.89
2010-02-04,9483738.0,356880752.36,4.75,23.36,4.4,401.67,1.0,227128022.61,8047514.0,6035693.0,302834478.45,,,208114.0,1.28,,,,7.56,20157.0,179448.0,,,1.28,208114.0,,8721.0,240149.0,339.44,10.18,,,19.49,19.49,33242330.0,1250935837.83,,1392.54,19.6,16.89,0.102,17.24,0.2297,41.455
2010-02-05,13707037.0,510394399.05,6.87,33.77,6.36,574.04,2.0,382274282.03,8006916.0,10266272.0,298145038.93,,,33043.0,0.86,,4210000.0,,3.42,20579.0,73705.0,,,0.86,33043.0,176.0,64.0,,332.93,,,,19.46,19.46,33138228.0,1233933049.54,,1372.1,19.53,11.84,0.146,31.28,0.3331,41.02
2010-02-08,13565390.0,508260108.45,6.8,32.49,6.29,564.42,2.0,381363366.23,7638811.0,10178534.0,286206508.42,,,9972.0,3.7,,,,19.46,106869.0,434293.0,,,3.7,9972.0,,56216.0,194607.0,313.57,8.42,,,18.42,18.42,33821052.0,1267187420.14,,1390.14,18.41,12.04,0.1494,31.84,0.3272,41.275
2010-02-09,13287345.0,496093549.01,6.66,30.64,6.17,551.06,2.0,369054409.83,7714565.0,9884735.0,288029394.13,,,93916.0,2.26,,,,0.78,76554.0,18162.0,,,2.26,93916.0,,,370353.0,316.54,16.74,,,18.58,18.58,33808152.0,1262254130.62,,1390.94,18.54,11.98,0.1506,32.63,0.32,41.13
2010-02-10,13455626.0,506895765.06,6.74,30.1,6.24,559.49,2.0,374189733.74,7842498.0,9932924.0,295439916.64,,,37615.0,2.88,,,,1.41,57989.0,35545.0,,,2.88,37615.0,,125863.0,9800.0,323.4,0.41,,,18.89,18.89,33669360.0,1268380675.59,,1388.22,18.89,12.14,0.1482,32.13,0.3241,41.5
2010-02-11,13539514.0,521609040.14,6.78,29.34,6.28,567.14,2.0,384244879.4,7877138.0,9973924.0,303466312.84,,,36084.0,,,41000.0,,3.41,,83877.0,,,,36084.0,1.74,82433.0,,328.15,,,,18.93,18.93,33725600.0,1299276904.92,,1409.78,18.88,12.7,0.1461,31.61,0.3254,42.44
2010-02-12,13661363.0,535666107.09,6.84,28.34,6.34,579.81,2.0,392736417.07,7917956.0,10016155.0,310465410.12,,,47990.0,3.54,,,,0.65,69098.0,42183.0,,,3.54,47990.0,,35011.0,26867.0,337.05,0.0,,,18.98,18.98,33793412.0,1325049737.08,,1441.38,18.95,12.7,0.1424,30.95,0.3275,43.195
2010-02-15,13652535.0,533151166.07,6.84,26.64,6.33,584.26,2.0,389681326.35,8019779.0,9978667.0,313183927.05,,,119766.0,1.43,,,,1.14,27705.0,26856.0,,,1.43,119766.0,,8913.0,65193.0,346.35,1.21,,,19.19,19.19,33771124.0,1318811058.9,,1455.7,19.22,12.78,0.1408,30.73,0.3267,43.02
2010-02-16,13981901.0,547599893.3,7.01,27.23,6.49,595.58,2.0,394244440.38,8276012.0,10066267.0,324129264.55,,,244664.0,3.86,,,,0.39,92000.0,8383.0,,,3.86,244664.0,,19952.0,4400.0,353.24,0.19,,,19.73,19.73,33680924.0,1319110354.79,,1445.45,19.64,12.97,0.1374,30.15,0.3332,43.145
2010-02-17,14146327.0,564826348.55,7.09,26.98,6.56,608.3,2.0,406369708.26,8409912.0,10177710.0,335786093.91,,,148349.0,6.27,,6800.0,,2.13,124250.0,55848.0,,,6.27,148349.0,0.3,41399.0,19607.0,365.8,0.67,,,20.11,20.11,33405044.0,1333777243.07,,1450.7,20.14,13.32,0.1348,29.47,0.3383,43.985
2010-02-18,14347858.0,574110268.17,7.19,26.7,6.66,622.88,2.0,411852528.38,8618932.0,10292799.0,344874988.44,,,120146.0,7.2,,,,0.72,123489.0,25039.0,,,7.2,120146.0,,113913.0,8400.0,379.51,0.31,,,20.89,20.89,32639248.0,1306015673.01,,1436.52,20.9,13.14,0.1312,28.8,0.3478,44.08
2010-02-19,14291417.0,572241048.73,7.16,26.22,6.63,620.67,2.0,410213947.74,8625837.0,10244876.0,345386186.06,,,22269.0,0.06,,,,1.6,2077.0,36111.0,,,0.06,22269.0,,20747.0,50000.0,379.81,1.94,,,20.97,20.97,32511360.0,1301783772.87,,1431.19,20.97,13.18,0.1318,28.88,0.3474,44.11
2010-02-22,14429853.0,574640458.63,7.23,25.97,6.7,627.57,2.0,408959254.13,8732855.0,10269416.0,347768740.42,,,101745.0,3.92,,,,2.61,85124.0,59255.0,,,3.92,101745.0,,64528.0,60584.0,383.99,1.95,,,21.23,21.23,32395080.0,1290070219.6,,1424.65,21.23,13.6,0.1311,28.56,0.3509,43.87
2010-02-23,14341091.0,566939882.94,7.18,25.91,6.65,623.7,2.0,402732308.57,8735221.0,10187360.0,345325552.37,,,52735.0,1.02,,,,2.74,15846.0,62015.0,,,1.02,52735.0,,11646.0,97902.0,384.41,4.62,,,21.16,21.16,32547488.0,1286685164.8,,1427.49,21.22,13.84,0.132,28.68,0.3474,43.55
2010-02-24,14600052.0,583406279.8,7.31,26.43,6.77,632.65,2.0,419069587.67,8794446.0,10487439.0,351418955.48,,,15282.0,14.91,,,,3.07,335000.0,71523.0,,,14.91,15282.0,,115466.0,34921.0,384.16,1.66,,,21.34,21.34,32408526.0,1295018510.05,,1417.2,21.33,13.19,0.1276,28.28,0.3543,44.02
2010-02-25,14516219.0,574258452.48,7.27,25.93,6.74,630.27,2.0,413450828.37,8627924.0,10451292.0,341318788.62,,,66737.0,,,,,10.63,,257619.0,,,,66737.0,,24360.0,36147.0,379.25,1.51,,,21.01,21.01,32445348.0,1283530878.99,,1423.34,21.04,13.14,0.128,28.4,0.3534,43.58
2010-02-26,14499841.0,583021546.0,7.26,25.56,6.73,626.24,2.0,420567726.66,8583262.0,10459588.0,345122865.9,,,5218.0,5.2,,,,3.86,121131.0,87381.0,,,5.2,5218.0,,37501.0,112835.0,374.41,5.05,,,20.79,20.79,32703894.0,1314985098.12,,1429.97,20.75,12.76,0.1278,28.58,0.3512,44.295
2010-03-01,14320942.0,587723087.81,7.17,24.91,6.65,626.18,2.0,424588210.48,8478382.0,10345864.0,347947840.91,,,5380.0,,,,,4.47,,110393.0,,,,5380.0,,133.0,113724.0,375.82,4.4,,,20.35,20.35,33187122.0,1361980086.04,,1471.64,20.34,12.81,0.1277,28.59,0.3437,45.21
2010-03-02,14173608.0,578460060.44,7.1,24.34,6.58,625.22,2.0,419012893.06,8388618.0,10266784.0,342360285.07,,,46282.0,0.98,,,,4.51,21500.0,144536.0,,,0.98,46282.0,,8490.0,100580.0,377.11,3.42,,,20.25,20.25,33030262.0,1348046831.33,,1485.38,20.25,12.94,0.1282,28.64,0.3422,44.96
2010-03-03,13912186.0,562423541.53,6.97,23.73,6.46,611.3,2.0,413711964.59,8162922.0,10233636.0,329999864.9,,,115343.0,0.81,,,,15.73,18151.0,344518.0,,,0.81,115343.0,,3479.0,51299.0,364.29,2.38,,,19.96,19.96,32732614.0,1323271029.4,,1464.48,19.92,11.3,0.1292,29.34,0.3402,44.535
2010-03-04,13896690.0,565581509.24,6.96,23.2,6.45,611.27,2.0,415767399.51,8121399.0,10215664.0,330532889.74,,,55694.0,0.56,,,,11.3,8496.0,251191.0,,,0.56,55694.0,,153974.0,26468.0,363.92,0.86,,,19.87,19.87,32741388.0,1332542039.85,,1463.39,19.92,11.6,0.1295,29.24,0.3401,44.835
2010-03-05,13966776.0,579590890.29,7.0,22.99,6.48,616.25,2.0,427515329.63,8078835.0,10302113.0,335254118.07,,,17867.0,6.09,,,,2.93,133775.0,63500.0,,,6.09,17867.0,,3069.0,47326.0,363.57,2.42,1.36,,19.85,19.85,32619732.0,1353648079.62,30241.0,1466.37,19.87,11.55,0.1278,29.02,0.3432,45.715
2010-03-08,13939112.0,580783743.84,6.98,22.28,6.47,620.11,2.0,429161488.85,8022812.0,10300099.0,334276587.31,14.51,,19719.0,0.2,,,302525.0,4.32,1348.0,105211.0,14.51,,0.2,19719.0,,59710.0,3362.0,366.39,0.0,1.36,,19.53,19.53,33057296.0,1377357476.73,30241.0,1510.84,19.52,11.48,0.1268,28.83,0.3393,45.9
2010-03-09,14796534.0,619933935.47,7.41,23.37,6.87,663.38,2.0,470124656.0,7953385.0,11220898.0,333224879.78,,,2808.0,46.7,,,,3.23,1002440.0,77820.0,,,46.7,2808.0,,5585.0,81641.0,365.96,2.26,,,19.31,19.31,33237904.0,1392576439.43,,1528.66,19.32,15.27,0.1264,26.93,0.3592,46.155
2010-03-10,14796355.0,623687228.89,7.41,22.88,6.87,664.36,2.0,473444807.84,7938524.0,11232004.0,334619981.41,,,34250.0,1.54,,,,4.95,32050.0,108611.0,,,1.54,34250.0,,59500.0,20944.0,365.44,0.93,,,19.15,19.15,33520556.0,1412938705.68,,1545.61,19.12,15.24,0.126,26.9,0.3569,46.435
2010-03-11,14773744.0,621527164.29,7.4,22.63,6.86,666.73,2.0,472898151.07,7899190.0,11240822.0,332316653.17,,,4182.0,2.92,,2200.0,,2.07,58434.0,46220.0,,,2.92,4182.0,0.1,2704.0,51816.0,366.24,1.53,,,18.79,18.79,34145576.0,1436494569.31,,1583.23,18.79,15.29,0.1252,26.81,0.3514,46.345
2010-03-12,14940061.0,628185026.36,7.49,22.49,6.93,672.42,2.0,473968754.88,8014721.0,11272351.0,336995124.9,,,46296.0,1.89,,,,2.17,41641.0,46365.0,,,1.89,46296.0,,115600.0,241312.0,369.7,12.36,,,18.92,18.92,34344716.0,1444092920.76,,1588.35,18.88,15.15,0.1233,26.66,0.3527,46.32
2010-03-15,14969186.0,630700533.44,7.52,22.52,6.95,675.58,2.0,473198420.29,8082664.0,11230996.0,340548944.77,,,14329.0,,,115600.0,,1.04,,22728.0,,,,14329.0,5.62,76342.0,73278.0,375.68,3.49,,,19.03,19.03,34387260.0,1448847200.22,,1593.35,19.08,15.19,0.1228,26.56,0.3525,46.415
2010-03-16,15071642.0,642610457.33,7.57,22.3,6.99,680.21,2.0,478956300.78,8251118.0,11233334.0,351803387.54,,,146185.0,0.35,,,,4.06,2438.0,80621.0,,,0.35,146185.0,,102890.0,100.0,382.99,0.0,,,19.38,19.38,34328704.0,1463674905.29,,1598.88,19.32,15.02,0.1223,26.35,0.354,46.97
2010-03-17,14894674.0,636214318.13,7.49,21.83,6.91,678.26,2.0,472410939.17,8383983.0,11059806.0,358115258.35,,,189191.0,0.55,,,,2.48,12599.0,56326.0,,,0.55,189191.0,,,186127.0,394.26,7.04,,,19.71,19.71,34159144.0,1459081045.21,,1605.85,19.71,15.26,0.1236,26.43,0.3501,47.055
2010-03-18,14927194.0,635706360.23,7.5,21.83,6.93,682.84,2.0,473517574.67,8383815.0,11118795.0,357042624.25,,,1652.0,4.24,,,,1.5,68421.0,33097.0,,,4.24,1652.0,,31277.0,9432.0,396.62,0.41,,,19.76,19.76,34040788.0,1449699483.96,,1603.61,19.83,15.28,0.123,26.26,0.3519,46.915
2010-03-19,15248004.0,654697672.13,7.66,22.11,7.08,697.03,2.0,489592305.54,8545186.0,11402676.0,366901358.51,,,52071.0,14.58,,,,0.72,301960.0,15142.0,,,14.58,52071.0,,124442.0,16500.0,402.44,0.75,,,20.1,20.1,33965320.0,1458355856.75,,1595.33,20.14,14.91,0.12,25.7,0.3587,47.3
2010-03-22,15271246.0,657636353.02,7.67,21.93,7.09,700.3,2.0,491211732.89,8461696.0,11406631.0,364391936.18,,,23874.0,1.59,,,,5.03,43373.0,107364.0,,,1.59,23874.0,,,195999.0,399.8,8.51,,,19.84,19.84,34190624.0,1472374767.25,,1615.81,19.84,14.9,0.1184,25.58,0.358,47.44
2010-03-23,15409666.0,658141856.82,7.74,22.08,7.15,708.74,2.0,491380983.54,8482789.0,11505144.0,362297177.86,,,15799.0,5.25,,,,2.09,100594.0,44706.0,,,5.25,15799.0,,50000.0,2081.0,402.43,0.0,,,19.94,19.94,34064688.0,1454891820.01,,1611.14,19.99,14.77,0.1164,25.29,0.3622,47.05
2010-03-24,15435725.0,662127245.72,7.75,22.01,7.15,709.88,2.0,495112066.53,8469873.0,11542213.0,363321689.2,,,13877.0,0.99,,28068.0,,2.52,21500.0,51716.0,,,0.99,13877.0,1.32,24923.0,12499.0,402.22,0.0,,,19.91,19.91,34074372.0,1461646283.67,,1612.44,19.96,14.72,0.1157,25.21,0.3628,47.255
2010-03-25,15486959.0,666222837.89,7.77,22.26,7.18,712.67,2.0,501007568.27,8454549.0,11646379.0,363700428.72,,,30959.0,7.61,,,,2.17,155883.0,46283.0,,,7.61,30959.0,,,51717.0,400.9,2.6,,,19.89,19.89,34060452.0,1465223159.13,,1612.15,19.91,14.6,0.1152,25.04,0.3643,47.39
2010-03-26,15409641.0,662686926.31,7.73,22.61,7.14,707.21,2.0,499430779.25,8326930.0,11613401.0,358097093.06,,,41689.0,0.71,,18098.0,,11.11,14478.0,234797.0,,,0.71,41689.0,0.9,65489.0,65554.0,392.79,3.24,,,19.47,19.47,34430504.0,1480673356.82,,1627.26,19.44,14.66,0.1154,25.23,0.3604,47.375
2010-03-29,15300270.0,657358462.22,7.68,23.17,7.09,700.97,2.0,491227791.29,8311845.0,11433515.0,357108838.43,,,17159.0,5.89,,,,1.92,123200.0,40822.0,,,5.89,17159.0,,8578.0,186499.0,392.37,9.95,,,19.42,19.42,34480124.0,1481398778.57,,1631.48,19.39,15.55,0.1186,25.47,0.3576,47.33
2010-03-30,15168834.0,644551314.67,7.61,22.99,7.03,696.49,2.0,480406276.4,8303969.0,11305854.0,352850729.07,,,6560.0,4.25,,,,1.82,85600.0,39033.0,,,4.25,6560.0,,24597.0,127661.0,393.82,6.09,,,19.49,19.49,34294676.0,1457243088.17,,1623.36,19.52,15.74,0.1205,25.65,0.3561,46.81
2010-03-31,15039981.0,645356292.08,7.55,22.83,6.97,684.69,2.0,486386213.86,8084385.0,11335195.0,346895965.32,,,5911.0,2.55,,3949.0,,11.16,55000.0,227164.0,,,2.55,5911.0,0.19,1669.0,25659.0,377.37,1.32,,,18.91,18.91,34667928.0,1487579370.49,,1625.35,18.84,15.75,0.1223,26.03,0.3518,47.27
2010-04-01,15186452.0,657913681.3,7.62,23.09,7.04,694.66,2.0,505857181.89,7974812.0,11676571.0,345488065.32,,,684.0,7.18,,,,5.11,145685.0,110257.0,,,7.18,684.0,,,10445.0,375.21,1.55,,,18.57,18.57,34959528.0,1514530962.41,,1654.12,18.49,15.6,0.1184,25.62,0.3537,47.725
2010-04-02,15186452.0,657913681.3,7.62,23.26,7.04,698.38,2.0,505857181.89,7974812.0,11676571.0,345488065.32,,,49.0,,,,,0.0,,49.0,,,,49.0,,,,380.97,,,,18.61,18.61,34884564.0,1511283341.36,,1663.38,18.64,15.57,0.118,25.49,0.3543,
2010-04-05,15161489.0,656832224.01,7.61,23.22,7.03,698.37,2.0,505460955.14,7958995.0,11667425.0,344802834.79,,,5368.0,,,,,,,,,,,5368.0,,,9146.0,380.7,0.42,1.01,,18.47,18.47,35141092.0,1522396752.23,21185.0,1677.94,18.49,15.58,0.1182,25.5,0.3518,
2010-04-06,15118681.0,651546679.5,7.59,23.15,7.01,698.85,2.0,499588773.29,7830432.0,11592605.0,337456155.64,,21185.0,9345.0,2.36,1.01,,,7.43,18751.0,160329.0,,21185.0,2.36,9345.0,,1236.0,93571.0,375.11,4.09,,,18.05,18.05,35545624.0,1531855410.4,,1698.17,18.09,15.63,0.1181,25.48,0.3485,47.475
2010-04-07,15101754.0,650474486.72,7.58,23.28,7.0,696.64,2.0,500983995.29,7787223.0,11631105.0,335417321.98,,,60837.0,,,45000.0,,10.79,,220975.0,,,,60837.0,2.14,116929.0,6500.0,370.35,0.36,,,17.98,17.98,35511704.0,1529587717.55,,1687.74,17.99,15.76,0.12,25.6,0.3488,47.45
2010-04-08,15043224.0,645085782.23,7.55,23.06,6.97,692.04,2.0,496988805.09,7763655.0,11589643.0,332922215.25,,,38877.0,0.1,,,,7.79,2200.0,163517.0,,,0.1,38877.0,,101072.0,43662.0,367.99,2.77,,,17.94,17.94,35499980.0,1522315453.62,,1683.03,17.94,15.84,0.1211,25.79,0.3477,47.24
2010-04-09,15049434.0,648903975.82,7.55,23.24,6.98,688.46,2.0,500517037.14,7749862.0,11608032.0,334159827.13,,,126925.0,0.39,,,,10.26,18389.0,216136.0,,,0.39,126925.0,,75418.0,,363.78,,,,17.92,17.92,35489912.0,1530259875.45,,1675.64,17.84,15.8,0.1223,26.03,0.348,47.5
2010-04-12,15058897.0,633113377.26,7.56,23.65,6.98,689.16,2.0,487904158.6,7759102.0,11605028.0,326211891.33,,2700.0,29346.0,,0.13,,,1.71,,36679.0,,2700.0,,29346.0,,13873.0,3004.0,364.81,0.62,,,17.93,17.93,35516448.0,1493199557.81,,1670.97,17.92,15.86,0.1224,26.02,0.348,46.315
2010-04-13,17055364.0,719913975.23,8.56,25.87,7.91,774.64,2.0,573566755.4,7835803.0,13588276.0,330752488.59,92.23,,118856.0,,,1000.0,1991261.0,2.47,,42155.0,92.23,,,118856.0,0.05,,9013.0,362.71,0.01,,,18.25,18.25,35103892.0,1481749814.06,,1627.68,18.22,13.84,0.1101,23.1,0.3972,46.5
2010-04-14,17052832.0,712376831.64,8.65,25.2,7.9,774.0,2.0,569265169.89,7831428.0,13627034.0,327155505.07,,,87381.0,2.4,,,,5.57,43171.0,120673.0,,,2.4,87381.0,,28917.0,4413.0,362.21,0.19,,,18.42,18.42,34675748.0,1448568747.7,,1606.05,18.4,13.88,0.1107,23.16,0.4012,46.02
2010-04-15,17222474.0,729156477.64,8.73,25.21,7.98,781.79,2.0,585688283.5,7795536.0,13833795.0,330043498.46,,,101701.0,10.16,,,,7.78,210953.0,168238.0,,,10.16,101701.0,,30645.0,4192.0,360.27,0.24,,,18.42,18.42,34517044.0,1461365319.62,,1596.75,18.41,13.68,0.1093,22.92,0.407,46.64
2010-04-16,18199788.0,764585994.03,9.21,26.54,8.42,831.37,2.0,612316751.6,8313128.0,14575254.0,349240399.69,,,73699.0,15.95,,400000.0,,13.69,344309.0,302630.0,,,15.95,73699.0,18.74,746523.0,2850.0,388.48,0.08,,,19.63,19.63,34038188.0,1429968404.42,,1584.88,19.69,13.29,0.1133,23.81,0.4297,46.28
2010-04-19,18053816.0,759600792.51,9.14,26.35,8.36,821.69,2.0,610634212.8,8252418.0,14513252.0,347214309.31,,,20273.0,0.55,,,,3.98,12782.0,80983.0,,,0.55,20273.0,,,74784.0,382.15,2.98,,,19.19,19.19,34745072.0,1461872893.08,,1609.22,19.19,13.44,0.1142,24.08,0.4199,46.35
2010-04-20,18163192.0,770055822.56,9.19,26.64,8.41,828.18,2.0,614205429.92,8409488.0,14487172.0,356532882.5,,,96600.0,4.41,,,,0.01,95000.0,240.0,,,4.41,96600.0,,60710.0,121080.0,390.76,6.0,,,19.66,19.66,34366248.0,1457008733.49,,1598.58,19.64,13.25,0.1124,24.03,0.4246,46.705
2010-04-21,18181248.0,768675808.21,9.2,27.31,8.41,834.67,2.0,613347026.33,8453910.0,14507305.0,357418594.25,,,1565.0,1.3,,,,0.01,23233.0,3643.0,,,1.3,1565.0,,46500.0,3100.0,395.94,0.14,,,19.74,19.74,34375344.0,1453337819.92,,1607.63,19.76,13.25,0.1123,23.99,0.4245,46.575
2010-04-22,18373452.0,775801193.14,9.3,27.76,8.5,845.51,2.0,612542613.52,8486121.0,14506967.0,358318229.85,,,79741.0,2.37,,,,2.77,39876.0,59027.0,,,2.37,79741.0,,11497.0,40214.0,397.35,1.89,,,19.7,19.7,34582660.0,1460219282.14,,1615.22,19.74,13.05,0.1115,23.84,0.4266,46.515
2010-04-23,18404234.0,782363467.77,9.32,28.19,8.52,840.92,2.0,623754384.57,8355583.0,14673131.0,355195597.44,,,14229.0,7.77,,,,7.33,166164.0,156848.0,,,7.77,14229.0,,12081.0,,387.21,,,,19.01,19.01,35607072.0,1513655625.5,,1656.12,18.95,13.09,0.1112,23.76,0.4186,46.83
2010-04-26,18528590.0,789584062.28,9.38,28.49,8.57,851.1,2.0,629949464.85,8386828.0,14782562.0,357399333.78,,,36241.0,5.5,,,,0.98,119935.0,21638.0,,,5.5,36241.0,,16642.0,10504.0,392.09,0.42,,,19.19,19.19,35313996.0,1504883448.61,,1654.09,19.16,13.0,0.1098,23.56,0.424,46.945
2010-04-27,18896516.0,788195432.84,9.56,29.35,8.75,870.88,2.0,629930478.79,8437481.0,15102208.0,351937044.31,,,22661.0,13.26,,,,0.06,321946.0,1295.0,,,13.26,22661.0,,29287.0,2300.0,398.61,0.11,,,19.28,19.28,35328760.0,1473603244.11,,1654.1,19.42,12.88,0.1108,23.94,0.4318,45.95
2010-04-28,18799740.0,774687453.23,9.52,28.9,8.7,853.81,2.0,618694642.37,8444226.0,15014182.0,347964170.48,,,100344.0,0.36,,,,6.04,31974.0,120000.0,,,0.36,100344.0,,26401.0,120000.0,388.39,6.07,,,19.13,19.13,35694944.0,1470894026.22,,1638.76,19.16,13.05,0.1101,23.69,0.4259,45.395
2010-04-29,18986650.0,787732414.6,9.61,28.92,8.79,857.03,2.0,622814127.23,9132579.0,15011638.0,378899305.94,,,490454.0,0.34,,,,3.21,7456.0,57568.0,,,0.34,490454.0,,255467.0,10000.0,414.35,1.15,,,20.32,20.32,35821192.0,1486176553.95,,1630.62,20.26,13.1,0.1096,23.46,0.4224,45.705
