,AASI FP Equity_DX_SI_QTY,AASI FP Equity_DX_SHORT_INTEREST_VALUE,AASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AASI FP Equity_DX_SI_MV,AASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AASI FP Equity_DX_SUPPLY_SI_QTY,AASI FP Equity_DX_BROKER_SI_QTY,AASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AASI FP Equity_DX_BROKER_SI_MV_NEW_x,AASI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AASI FP Equity_DX_BROKER_SI_MV_INC_x,AASI FP Equity_DX_SUPPLY_SI_MV_NEW,AASI FP Equity_DX_BROKER_SI_QTY_ADD,AASI FP Equity_DX_BROKER_SI_QTY_NEW,AASI FP Equity_DX_SUPPLY_SI_MV_DEC,AASI FP Equity_DX_BROKER_SI_QTY_INC,AASI FP Equity_DX_SUPPLY_SI_QTY_DEC,AASI FP Equity_DX_BROKER_SI_MV_NEW_y,AASI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AASI FP Equity_DX_BROKER_SI_MV_INC_y,AASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AASI FP Equity_DX_BROKER_SI_MV_ADD,AASI FP Equity_DX_SUPPLY_SI_QTY_ADD,AASI FP Equity_DX_BROKER_SI_QTY_DEC,AASI FP Equity_DX_SUPPLY_SI_MV,AASI FP Equity_DX_BROKER_SI_MV_DEC,AASI FP Equity_DX_SUPPLY_SI_MV_RMV,AASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AASI FP Equity_DX_UTILIZATION_QUANTITY,AASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AASI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AASI FP Equity_DX_ACTIVE_UTILIZATION_MV,AASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AASI FP Equity_DX_BROKER_SI_CON_RATIO,AASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AASI FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-11-09,336800.0,7840704.23,1.98,1.06,7.85,7840704.23,0.0,336800.0,0.0,,,,0.99,,,,,42400.0,,,,0.99,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.03,0.5809,73.96,19.4682
2016-11-10,336800.0,7712719.87,2.03,1.06,7.75,7712719.87,0.0,336800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.05,0.5803,73.91,19.4682
2016-11-11,344200.0,7723848.18,2.07,1.08,7.76,7723848.18,0.0,344200.0,0.0,,,,0.13,,,,,7400.0,,,,0.13,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.9,0.5602,72.22,19.896
2016-11-14,344200.0,7761709.74,2.04,1.08,7.74,7761709.74,0.0,344200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.64,0.5661,72.73,19.896
2016-11-15,314200.0,7166901.83,1.93,1.07,7.14,7166901.83,0.0,314200.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,0.67,,0.0,0.0,0.0,0.0,,0.0,0.0,10.12,0.6566,79.76,18.1619
2016-11-16,271400.0,6171635.94,1.67,0.92,6.17,6171635.94,0.0,271400.0,0.0,,,,,,,,,,,,,,,,,42800.0,0.0,0.96,,0.0,0.0,0.0,0.0,,0.0,0.0,3.95,0.8514,92.1,15.6879
2016-11-17,271400.0,6247628.12,1.51,0.92,6.24,6247628.12,0.0,271400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.9,0.8531,92.2,15.6879
2016-11-18,21400.0,491343.98,0.18,0.07,0.49,491343.98,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,250000.0,0.0,5.78,,0.0,0.0,0.0,0.0,,0.0,0.0,49.95,0.5,50.05,1.237
2016-11-21,21400.0,491986.0,0.18,0.08,0.49,491986.0,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,1.237
2016-11-22,21400.0,498192.01,0.2,0.08,0.49,498192.01,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,1.237
2016-11-23,21400.0,497978.01,0.16,0.08,0.5,497978.01,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.94,0.5,50.06,1.237
2016-11-24,21400.0,499047.99,0.15,0.08,0.5,499047.99,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.96,0.5,50.04,1.237
2016-11-25,21400.0,501188.0,0.15,0.08,0.5,501188.0,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,1.237
2016-11-28,21400.0,503756.02,0.15,0.08,0.5,503756.02,0.0,21400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.94,0.5,50.06,1.237
2016-11-29,14000.0,329420.01,0.1,0.05,0.33,329420.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,7400.0,0.0,0.17,,0.0,0.0,0.0,0.0,,0.0,0.0,49.91,0.5,50.09,0.8092
2016-11-30,14000.0,331520.0,0.1,0.05,0.33,331520.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.93,0.5,50.07,0.8092
2016-12-01,14000.0,328860.0,0.1,0.05,0.33,328860.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.9,0.5,50.1,0.8092
2016-12-02,14000.0,325640.0,0.1,0.05,0.33,325640.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.8092
2016-12-05,14000.0,325219.99,0.1,0.05,0.33,325219.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.88,0.5,50.12,0.8092
2016-12-06,14000.0,325500.0,0.1,0.05,0.33,325500.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.8092
2016-12-07,14000.0,327040.01,0.1,0.05,0.33,327040.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.8092
2016-12-08,14000.0,334319.99,0.09,0.05,0.33,334319.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.95,0.5,50.05,0.8092
2016-12-09,14000.0,335860.0,0.09,0.05,0.34,335860.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.95,0.5,50.05,0.8092
2016-12-12,14000.0,330680.01,0.08,0.05,0.34,330680.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.94,0.5,50.06,0.8092
2016-12-13,14000.0,331800.01,0.08,0.05,0.33,331800.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.95,0.5,50.05,0.8092
2016-12-14,14000.0,330959.99,0.08,0.05,0.33,330959.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.97,0.5,50.03,0.8092
2016-12-15,14000.0,332360.0,0.08,0.05,0.33,332360.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.8092
2016-12-16,14000.0,329699.99,0.08,0.05,0.33,329699.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.82,0.5,50.18,0.8092
2016-12-19,14000.0,329280.01,0.07,0.05,0.33,329280.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.8092
2016-12-20,14000.0,329699.99,0.07,0.05,0.33,329699.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.8092
2016-12-21,14000.0,327459.99,0.07,0.05,0.33,327459.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.89,0.5,50.11,0.8092
2016-12-22,78300.0,1789155.03,0.38,0.3,1.83,1789155.03,0.0,78300.0,0.0,,,,1.5,,,,,64300.0,,,,1.5,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.89,0.838,91.11,0.0706
2016-12-23,86200.0,1982600.0,0.42,0.34,1.99,1982600.0,0.0,86200.0,0.0,,,,0.16,,,,,7900.0,,,,0.16,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.19,0.8497,91.81,0.0778
2016-12-26,158400.0,3643200.0,0.79,0.62,3.63,3643200.0,0.0,158400.0,0.0,,,,1.65,,,,,72200.0,,,,1.65,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.85,0.5,50.15,0.1429
2016-12-27,158400.0,3671712.05,0.79,0.62,3.64,3671712.05,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.1429
2016-12-28,158400.0,3687552.11,0.8,0.62,3.68,3687552.11,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.97,0.5,50.03,0.1429
2016-12-29,158400.0,3701808.13,0.8,0.62,3.69,3701808.13,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.1429
2016-12-30,158400.0,3689136.15,1.0,0.62,3.69,3689136.15,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.92,0.5,50.08,0.1429
2017-01-02,158400.0,3704975.9,1.0,0.62,3.69,3704975.9,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.1429
2017-01-03,158400.0,3763584.04,1.0,0.62,3.7,3763584.04,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.1429
2017-01-04,158400.0,3774671.99,1.08,0.62,3.77,3774671.99,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.1429
2017-01-05,158400.0,3784175.9,1.34,0.63,3.78,3784175.9,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.1429
2017-01-06,158400.0,3784175.9,1.46,0.63,3.78,3784175.9,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.1429
2017-01-09,158400.0,3779424.1,1.44,0.63,3.78,3779424.1,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.1429
2017-01-10,158400.0,3820608.13,1.46,0.63,3.78,3820608.13,0.0,158400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.1429
2017-01-11,14000.0,340060.01,0.12,0.06,0.34,340060.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,144400.0,0.0,3.44,,0.0,0.0,0.0,0.0,,0.0,0.0,49.96,0.5,50.04,0.0126
2017-01-12,14000.0,337400.01,0.13,0.06,0.34,337400.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.84,0.5,50.16,0.0126
2017-01-13,14000.0,338380.0,0.13,0.06,0.34,338380.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.94,0.5,50.06,0.0126
2017-01-16,14000.0,336700.0,0.13,0.06,0.34,336700.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.99,0.5,50.01,0.0126
2017-01-17,14000.0,336280.01,0.13,0.06,0.34,336280.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.96,0.5,50.04,0.0126
2017-01-18,14000.0,336980.0,0.13,0.06,0.34,336980.0,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.93,0.5,50.07,0.0126
2017-01-19,14000.0,337400.01,0.13,0.06,0.34,337400.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.0126
2017-01-20,14000.0,335579.99,0.15,0.06,0.34,335579.99,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.89,0.5,50.11,0.0126
2017-01-23,14000.0,336420.01,0.15,0.06,0.34,336420.01,0.0,14000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.98,0.5,50.02,0.0126
2017-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,14000.0,0.0,0.34,,0.0,0.0,1108614.0,26761941.28,,26.58,0.0,,0.0,,0.0
2017-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27072353.96,,26.78,0.0,,0.0,,0.0
2017-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27249732.04,,27.04,0.0,,0.0,,0.0
2017-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27172129.39,,27.26,0.0,,0.0,,0.0
2017-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27028008.39,,27.17,0.0,,0.0,,0.0
2017-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,26906062.29,,27.06,0.0,,0.0,,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27083440.36,,26.94,0.0,,0.0,,0.0
2017-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27105613.15,,26.99,0.0,,0.0,,0.0
2017-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27249732.04,,27.1,0.0,,0.0,,0.0
2017-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27404937.32,,27.29,0.0,,0.0,,0.0
2017-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27416023.71,,27.38,0.0,,0.0,,0.0
2017-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27515799.14,,27.41,0.0,,0.0,,0.0
2017-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27815125.43,,27.51,0.0,,0.0,,0.0
2017-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,27925987.25,,27.83,0.0,,0.0,,0.0
2017-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28192054.36,,27.93,0.0,,0.0,,0.0
2017-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28092278.93,,28.22,0.0,,0.0,,0.0
2017-02-15,32900.0,840594.97,0.64,0.13,0.84,840594.97,0.0,32900.0,0.0,,,,,,32900.0,,,,,,,,,0.84,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0297
2017-02-16,65800.0,1668688.04,1.27,0.25,1.68,1668688.04,0.0,65800.0,0.0,,,,,,32900.0,,,,,,,,,0.84,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0594
2017-02-17,65800.0,1666055.98,1.27,0.25,1.67,1666055.98,0.0,65800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.96,0.5,50.04,0.0594
2017-02-20,65800.0,1678558.02,1.36,0.25,1.67,1678558.02,0.0,65800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0594
2017-02-21,65800.0,1691060.05,1.34,0.25,1.68,1691060.05,0.0,65800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0594
2017-02-22,65800.0,1700272.01,1.66,0.25,1.69,1700272.01,0.0,65800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0594
2017-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,65800.0,0.0,1.69,,0.0,0.0,1108614.0,28624413.14,,28.67,0.0,,0.0,,0.0
2017-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28358346.04,,28.62,0.0,,0.0,,0.0
2017-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28192054.36,,28.31,0.0,,0.0,,0.0
2017-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28158795.18,,28.11,0.0,,0.0,,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28480294.25,,28.11,0.0,,0.0,,0.0
2017-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28336173.25,,28.48,0.0,,0.0,,0.0
2017-03-03,300000.0,7616999.82,4.16,1.14,7.86,7616999.82,150000.0,300000.0,3808499.91,,,,,,300000.0,,,,,,,,,7.86,150000.0,,3.85,,,13.74,13.53,941314.0,23899961.89,,24.17,13.74,48.99,0.5002,51.01,0.2706
2017-03-06,300000.0,7598999.98,4.06,1.14,7.8,7598999.98,150000.0,300000.0,3799499.99,,,,,,,,,,,,,,,,,,3.81,,,13.74,13.53,941314.0,23843483.55,,23.91,13.74,48.81,0.5003,51.19,0.2706
2017-03-07,300000.0,7643999.86,3.05,1.14,7.8,7643999.86,150000.0,300000.0,3821999.93,,,,,,,,,,,,,,,,,,3.8,,,13.74,13.53,941314.0,23984680.29,,23.82,13.74,48.69,0.5003,51.31,0.2706
2017-03-08,300000.0,7664999.77,3.02,1.14,7.85,7664999.77,150000.0,300000.0,3832499.89,,,,,,,,,,,,,,,,,,3.82,,,13.74,13.53,941314.0,24050571.98,,24.0,13.74,48.71,0.5003,51.29,0.2706
2017-03-09,300000.0,7568999.86,2.83,1.14,7.85,7568999.86,150000.0,300000.0,3784499.93,,,,,,,,,,,,,,,,,,3.83,,,13.74,13.53,941314.0,23749351.79,,24.05,13.74,48.83,0.5003,51.17,0.2706
2017-03-10,300000.0,7551000.02,2.64,1.14,7.73,7551000.02,150000.0,300000.0,3775500.01,,,,,,,,,,,,,,,,,,3.79,,,13.74,13.53,941314.0,23692873.45,,23.79,13.74,49.01,0.5002,50.99,0.2706
2017-03-13,300000.0,7680000.11,2.65,1.14,7.74,7680000.11,150000.0,300000.0,3840000.06,,,,,,,,,,,,,,,,,,3.77,,,13.74,13.53,941314.0,24097638.76,,23.68,13.74,48.78,0.5003,51.22,0.2706
2017-03-14,300000.0,7688999.75,2.64,1.14,7.67,3844499.87,150000.0,150000.0,3844499.87,,,,,,,,,,,,,,,,,150000.0,3.83,3.98,,13.74,13.53,941314.0,24125877.03,,24.06,13.74,,1.0,100.0,0.2706
2017-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.83,,150000.0,,,,,,,150000.0,0.0,3.83,,0.0,0.0,1108614.0,28613326.75,,28.7,0.0,,0.0,,0.0
2017-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28956998.61,,28.75,0.0,,0.0,,0.0
2017-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28901566.64,,28.93,0.0,,0.0,,0.0
2017-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,29223065.72,,28.93,0.0,,0.0,,0.0
2017-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28835050.39,,29.21,0.0,,0.0,,0.0
2017-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28923739.43,,28.8,0.0,,0.0,,0.0
2017-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28979169.28,,28.93,0.0,,0.0,,0.0
2017-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108614.0,28945912.22,,28.96,0.0,,0.0,,0.0
2017-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,28711465.63,,28.93,0.0,,0.0,,0.0
2017-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,28877814.18,,28.64,0.0,,0.0,,0.0
2017-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29110698.75,,28.91,0.0,,0.0,,0.0
2017-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29155058.93,,29.01,0.0,,0.0,,0.0
2017-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29066338.57,,29.01,0.0,,0.0,,0.0
2017-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29277045.18,,29.07,0.0,,0.0,,0.0
2017-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29288135.22,,29.3,0.0,,0.0,,0.0
2017-04-05,250000.0,6630000.11,2.62,0.95,6.64,6630000.11,0.0,250000.0,0.0,,,,,,250000.0,,,,,,,,,6.64,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2254
2017-04-06,250000.0,6585000.04,2.81,0.95,6.58,6585000.04,0.0,250000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2254
2017-04-07,250000.0,6622499.94,2.83,0.95,6.62,6622499.94,0.0,250000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2254
2017-04-10,250000.0,6582499.98,2.82,0.95,6.58,6582499.98,0.0,250000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2254
2017-04-11,250000.0,6530000.21,2.82,0.95,6.53,6530000.21,0.0,250000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2254
2017-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,250000.0,0.0,6.53,,0.0,0.0,1108979.0,29143968.88,,29.13,0.0,,0.0,100.0,0.0
2017-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29288135.22,,29.12,0.0,,0.0,,0.0
2017-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29288135.22,,29.28,0.0,,0.0,,0.0
2017-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1108979.0,29288135.22,,29.23,0.0,,0.0,,0.0
