,ELIS FP Equity_DX_SI_QTY,ELIS FP Equity_DX_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ELIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ELIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ELIS FP Equity_DX_SI_MV,ELIS FP Equity_DX_DSS,ELIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY,ELIS FP Equity_DX_BROKER_SI_QTY,ELIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ELIS FP Equity_DX_BROKER_SI_MV_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ELIS FP Equity_DX_BROKER_SI_MV_INC_x,ELIS FP Equity_DX_SUPPLY_SI_MV_NEW,ELIS FP Equity_DX_BROKER_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_NEW,ELIS FP Equity_DX_SUPPLY_SI_MV_DEC,ELIS FP Equity_DX_BROKER_SI_QTY_INC,ELIS FP Equity_DX_SUPPLY_SI_QTY_DEC,ELIS FP Equity_DX_BROKER_SI_MV_NEW_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ELIS FP Equity_DX_BROKER_SI_MV_INC_y,ELIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ELIS FP Equity_DX_BROKER_SI_MV_ADD,ELIS FP Equity_DX_SUPPLY_SI_QTY_ADD,ELIS FP Equity_DX_BROKER_SI_QTY_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV,ELIS FP Equity_DX_BROKER_SI_MV_DEC,ELIS FP Equity_DX_SUPPLY_SI_MV_RMV,ELIS FP Equity_DX_BROKER_SI_MV_RMV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ELIS FP Equity_DX_UTILIZATION_QUANTITY,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ELIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ELIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ELIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ELIS FP Equity_DX_ACTIVE_UTILIZATION_MV,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ELIS FP Equity_DX_BROKER_SI_CON_RATIO,ELIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ELIS FP Equity_DX_DEMAND_SUPPLY_RATIO,ELIS FP Equity_PX_LAST
2015-06-15,5358.0,93430.9,0.01,0.03,0.0,0.1,0.0,46715.45,2679.0,2679.0,46715.45,,,,,,,,,,,,,,,,,,0.05,,,,0.04,0.04,7282240.0,126985112.98,,129.87,0.04,,1.0,100.0,0.0007,18.5
2015-06-16,5358.0,92016.81,0.01,0.03,0.0,0.1,0.0,46008.41,2679.0,2679.0,46008.41,,,,,,,,,,,,,,,,,,0.05,,,,0.04,0.04,7234750.0,124247596.01,,127.85,0.04,,1.0,100.0,0.0007,18.22
2015-06-17,5358.0,91966.31,0.01,0.03,0.0,0.1,0.0,45983.15,2679.0,2679.0,45983.15,,,,,,,,,,,,,,,,,,0.05,,,,0.04,0.04,7233884.0,124164538.76,,126.07,0.04,,1.0,100.0,0.0007,18.21
2015-06-18,5358.0,92824.86,0.01,0.03,0.0,0.1,0.0,46412.43,2679.0,2679.0,46412.43,,,,,,,,,,,,,,,,,,0.05,,,,0.04,0.04,7231345.0,125279693.53,,126.33,0.04,,1.0,100.0,0.0007,18.38
2015-06-19,5358.0,94541.97,0.01,0.03,0.0,0.1,0.0,47270.98,2679.0,2679.0,47270.98,,,,,,,,,,,,,,,,,,0.05,,,,0.04,0.04,7200636.0,127055302.73,,127.53,0.04,,1.0,100.0,0.0007,18.72
2015-06-22,2679.0,47473.0,0.0,0.01,0.0,0.05,0.0,47473.0,0.0,2679.0,0.0,,,,,,,,0.05,,2679.0,,,,,,,,0.0,,,,0.0,0.0,7194504.0,127489612.51,,128.79,0.0,,1.0,100.0,0.0004,18.8
2015-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2679.0,0.0,0.05,,,0.0,0.0,6855868.0,123298249.58,,124.04,0.0,,0.0,,0.0,19.08
2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7475113.0,132462121.06,,136.35,0.0,,0.0,,0.0,18.8
2015-06-25,80271.0,1411086.39,0.12,0.4,0.07,1.55,0.0,1411086.39,34289.0,80271.0,602767.39,,,,,,80271.0,,,,,,,,,1.55,34289.0,,0.64,,,,100.0,0.46,0.0,0.0,,0.0,100.0,3.82,0.9265,96.18,0.0107,18.65
2015-06-26,80271.0,1394440.87,0.12,0.4,0.07,1.53,0.0,1394440.87,34289.0,80271.0,595657.0,,,,,,,,,,,,,,,,,,0.63,,,,100.0,0.46,0.0,0.0,,0.0,100.0,3.86,0.9258,96.14,0.0108,18.43
2015-06-29,53223.0,897983.74,0.08,0.27,0.05,0.98,0.0,897983.74,7241.0,53223.0,122170.87,,,,,,,,0.5,,27048.0,,,,,,,27048.0,0.13,0.54,,,100.0,0.1,0.0,0.0,,0.0,100.0,5.96,0.8879,94.04,0.0071,17.9
2015-06-30,1300.0,22021.21,0.0,0.01,0.0,0.02,0.0,22021.21,0.0,1300.0,0.0,,,,,,,,0.13,,7241.0,,,,,,,51923.0,0.0,0.96,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,17.62
2015-07-01,1300.0,22533.63,0.0,0.01,0.0,0.02,0.0,22533.63,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,18.03
2015-07-02,1300.0,22233.68,0.0,0.01,0.0,0.02,0.0,22233.68,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,17.79
2015-07-03,1300.0,22496.13,0.0,0.01,0.0,0.02,0.0,22496.13,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,18.0
2015-07-06,3300.0,56724.86,0.01,0.02,0.0,0.06,0.0,56724.86,0.0,3300.0,0.0,,,,,,2000.0,,,,,,,,,0.04,,,0.0,,,,0.0,0.0,7403598.0,127263059.47,,127.91,0.0,40.68,0.5174,59.32,0.0004,17.88
2015-07-07,3300.0,55646.2,0.01,0.02,0.0,0.06,0.0,55646.2,0.0,3300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7396061.0,124715975.85,,126.5,0.0,40.71,0.5173,59.29,0.0004,17.54
2015-07-08,1300.0,21908.73,0.0,0.01,0.0,0.02,0.0,21908.73,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.04,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,17.53
2015-07-09,1300.0,22433.64,0.0,0.01,0.0,0.02,0.0,22433.64,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,17.95
2015-07-10,1300.0,22846.07,0.0,0.01,0.0,0.02,0.0,22846.07,0.0,1300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0002,18.28
2015-07-13,11300.0,203147.77,0.02,0.08,0.01,0.21,0.0,203147.77,0.0,11300.0,0.0,,,,,,10000.0,,,,,,,,,0.18,,,0.0,,,,0.0,0.0,7378751.0,132652817.11,,131.01,0.0,12.15,0.7865,87.85,0.0015,18.7
2015-07-14,11300.0,202821.87,0.02,0.08,0.01,0.21,0.0,202821.87,0.0,11300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7369163.0,132267911.65,,132.24,0.0,12.0,0.7887,88.0,0.0015,18.67
2015-07-15,11300.0,204451.4,0.02,0.08,0.01,0.21,0.0,204451.4,0.0,11300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7371473.0,133372383.96,,132.65,0.0,12.08,0.7876,87.92,0.0015,18.82
2015-07-16,29608.0,537406.7,0.05,0.22,0.03,0.56,0.0,537406.7,0.0,29608.0,0.0,,,,,,18308.0,,,,,,,,,0.35,,,0.0,,,,0.0,0.0,7370755.0,133784555.94,,133.65,0.0,33.5,0.4974,61.89,0.004,18.88
2015-07-17,114328.0,2105911.55,0.18,0.85,0.1,2.17,0.0,2105911.55,0.0,114328.0,0.0,,,,1.61,,,,,84720.0,,,,1.61,,,,,0.0,,,,0.0,0.0,7350219.0,135390377.65,,134.04,0.0,8.71,0.8195,90.1,0.0156,19.16
2015-07-20,114328.0,2143281.59,0.18,0.8,0.1,2.2,0.0,2143281.59,0.0,114328.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7347061.0,137733718.56,,135.91,0.0,8.72,0.8192,90.08,0.0156,19.5
2015-07-21,114328.0,2110308.03,0.18,0.8,0.1,2.21,0.0,2110308.03,2926.0,114328.0,54009.18,,,,,,,,,,,,,,,,2926.0,,0.06,,,,0.04,0.04,7340165.0,135487449.38,,135.92,0.04,8.81,0.8178,90.0,0.0156,19.2
2015-07-22,114328.0,2087226.53,0.18,0.81,0.1,2.2,0.0,2087226.53,22817.0,114328.0,416558.04,,,19891.0,,,,,,,,,,,19891.0,,,,0.44,,,,0.3,0.3,7565428.0,138118064.24,,139.15,0.31,8.72,0.8194,90.09,0.0151,18.99
2015-07-23,114328.0,2061946.8,0.18,0.82,0.1,2.16,0.0,2061946.8,33613.0,114328.0,606222.6,,,10796.0,,,,,,,,,,,10796.0,,,,0.63,,,,0.42,0.42,8019222.0,144629567.09,,145.73,0.43,8.78,0.8183,90.02,0.0142,18.76
2015-07-24,114328.0,2036667.07,0.18,0.82,0.1,2.15,0.0,2036667.07,33613.0,114328.0,598790.24,,,,,,,,,,,,,,,,,,0.63,,,,0.4,0.4,8310327.0,148042206.05,,149.61,0.42,8.72,0.8193,90.08,0.0137,18.53
2015-07-27,114328.0,2012486.46,0.18,0.82,0.1,2.1,0.0,2012486.46,33613.0,114328.0,591681.02,,,,,,,,,,,,,,,,,,0.62,,,,0.4,0.4,8307720.0,146238664.04,,147.31,0.42,8.82,0.8177,89.99,0.0137,18.31
2015-07-28,115645.0,2001204.09,0.18,0.81,0.1,2.13,0.0,2001204.09,33613.0,115645.0,581663.48,,,,0.03,,,,,1317.0,,,,0.03,,,,,0.62,,,,0.4,0.4,8317937.0,143939552.31,,146.45,0.42,8.61,0.8214,90.22,0.0138,18.0
2015-07-29,115645.0,2031222.15,0.18,0.81,0.1,2.09,0.0,2031222.15,33613.0,115645.0,590388.43,,,,,,,,,,,,,,,,,,0.61,,,,0.4,0.4,8335968.0,146415347.28,,145.62,0.42,8.59,0.8216,90.22,0.0138,18.27
2015-07-30,113080.0,1713302.42,0.18,0.8,0.1,2.08,0.0,1713302.42,31048.0,113080.0,470415.76,,,,,,,,0.04,,2565.0,,,,,,,2565.0,0.57,0.01,,,0.37,0.37,8289615.0,125597961.22,,145.31,0.39,8.77,0.8183,90.03,0.0136,15.76
2015-07-31,113080.0,1637203.96,0.18,0.56,0.1,2.03,0.0,1637203.96,31048.0,113080.0,449521.65,,,,,,,,,,,,,,,,,,0.49,,,,0.38,0.38,8128875.0,117692132.76,,126.19,0.38,7.77,0.8374,91.17,0.0139,15.06
2015-08-03,113080.0,1631768.36,0.18,0.57,0.1,2.02,0.0,1631768.36,100000.0,113080.0,1443021.19,,,,,,,,0.49,,31048.0,,,,,,100000.0,,1.52,,,,1.22,1.22,8106180.0,116973894.97,,122.35,1.23,7.45,0.8434,91.53,0.0138,15.01
2015-08-04,212617.0,3041535.8,0.33,1.01,0.19,3.2,0.0,3041535.8,100000.0,212617.0,1430523.34,,,,1.18,,,,,99537.0,,,,1.18,,,,,1.51,,,,1.26,1.26,7825364.0,111943658.2,,117.64,1.27,4.69,0.8983,94.66,0.0268,14.88
2015-08-05,227351.0,3243566.34,0.35,1.03,0.2,3.41,0.0,3033359.63,114734.0,212617.0,1636884.56,,,,,,,,,,,,,,,,14734.0,,1.71,,,,1.45,1.45,7815221.0,111498026.45,,116.78,1.45,6.38,0.7921,88.66,0.0287,14.84
2015-08-06,210000.0,2996023.47,0.33,0.91,0.18,3.12,0.0,2996023.47,100000.0,210000.0,1426677.84,,,,,,,,0.24,,16034.0,,,,,,,1300.0,1.48,0.02,,,1.27,1.27,7792737.0,111177252.2,,115.35,1.26,4.76,0.9094,95.24,0.0266,14.84
2015-08-07,231055.0,3309738.3,0.36,0.98,0.2,3.43,0.0,3008136.77,64145.0,210000.0,918842.54,,,,,,,,1.48,,100000.0,,,,,,64145.0,,0.95,,,,0.79,0.79,8105106.0,116101273.42,,120.09,0.79,9.13,0.7592,86.54,0.0283,14.9
2015-08-10,258336.0,3722876.07,0.4,1.07,0.23,3.85,0.0,3722876.07,86426.0,258336.0,1245483.74,,,,,,48336.0,,,,,,,,,0.73,22281.0,,1.29,,,,1.06,1.06,8101260.0,116747131.64,,120.47,1.06,10.56,0.6136,77.05,0.0316,14.99
2015-08-11,378683.0,5388024.23,0.59,1.55,0.33,5.67,0.0,5388024.23,200693.0,378683.0,2855524.93,,,60660.0,0.91,,66080.0,,0.1,60660.0,6393.0,,,0.91,60660.0,0.98,60000.0,6393.0,2.99,0.1,,,2.41,2.41,8112021.0,115420459.1,,120.91,2.42,23.24,0.3599,52.8,0.0456,14.8
2015-08-12,476187.0,6683784.0,0.74,1.92,0.42,7.03,0.0,6683784.0,250243.0,476187.0,3512422.98,,,49550.0,0.97,,29563.0,,,67941.0,,,,0.97,49550.0,0.46,,,3.68,,,,2.98,2.98,8136445.0,114203539.63,,119.49,2.99,26.51,0.2863,41.7,0.0568,14.6
2015-08-13,534899.0,7446159.99,0.83,2.13,0.47,7.84,0.0,7446159.99,321249.0,534899.0,4472005.84,,,7487.0,1.14,,,,0.18,79977.0,12088.0,,,1.14,7487.0,,75607.0,21265.0,4.68,0.33,,,3.82,3.82,8098612.0,112738219.16,,118.17,3.81,28.89,0.2793,37.39,0.0635,14.48
2015-08-14,657669.0,9262687.49,1.02,2.6,0.58,9.65,0.0,9262687.49,371690.0,657669.0,5234925.64,,,36140.0,1.7,,8277.0,,,114493.0,,,,1.7,36140.0,0.13,14301.0,,5.4,,,,4.58,4.58,7735928.0,108953719.14,,112.36,4.59,27.47,0.2436,30.13,0.0811,14.65
2015-08-17,670550.0,9585927.75,1.04,2.67,0.59,9.95,0.0,9585927.75,380315.0,670550.0,5436838.58,,,20251.0,0.85,,,,0.49,55971.0,33377.0,,,0.85,20251.0,,21751.0,43090.0,5.59,0.6,,,4.49,4.49,8086865.0,115606746.07,,119.07,4.49,25.43,0.219,29.2,0.0792,14.87
2015-08-18,632306.0,9069600.17,0.98,2.49,0.55,9.5,0.0,9069600.17,461929.0,632306.0,6625765.59,,,82874.0,1.31,,,,0.02,82033.0,1260.0,,,1.31,82874.0,,,120277.0,6.89,1.76,,,5.45,5.45,8010258.0,114896643.91,,119.41,5.45,31.45,0.2439,33.89,0.0746,14.92
2015-08-19,755053.0,10743138.35,1.17,2.94,0.66,11.32,0.0,10743138.35,614053.0,755053.0,8736944.74,,,152124.0,1.89,,,,,127747.0,,,,1.89,152124.0,,,5000.0,9.12,0.07,,,7.21,7.21,7907770.0,112514309.8,,117.29,7.21,30.99,0.2411,32.6,0.0886,14.8
2015-08-20,818823.0,11154546.01,1.27,3.14,0.72,12.01,0.0,11154546.01,676417.0,818823.0,9214597.72,,,62364.0,0.74,,,,,63770.0,,,,0.74,62364.0,,,,9.86,,,,7.91,7.91,7877441.0,107311687.71,,114.47,7.93,28.96,0.2384,33.54,0.0957,14.17
2015-08-21,941883.0,12749455.25,1.46,3.56,0.83,13.39,0.0,12610033.06,784112.0,931583.0,10613845.73,,,107695.0,1.42,,,,,112760.0,,,,1.42,107695.0,,,,11.14,,,,9.15,9.15,7785762.0,105389123.94,,110.08,9.19,24.87,0.2321,35.56,0.1099,14.08
2015-08-24,1095880.0,14739159.93,1.7,4.06,0.96,15.42,0.0,14600628.94,899266.0,1085580.0,12094778.07,,,109987.0,1.96,,6081.0,,,147916.0,,,,1.96,109987.0,0.09,5167.0,,12.49,,,,10.45,10.45,7710107.0,103697941.53,,107.09,10.44,23.73,0.2443,38.29,0.1273,13.99
2015-08-25,1177367.0,15778533.95,1.82,4.18,1.03,16.61,1.0,15640498.06,955171.0,1167067.0,12800764.8,,,55905.0,1.16,,,,,82809.0,,,,1.16,55905.0,,,1322.0,13.34,0.01,,,11.08,11.08,7664787.0,102719969.11,,107.33,11.06,24.12,0.2469,38.15,0.1366,13.94
2015-08-26,1338802.0,18276654.95,2.07,4.65,1.17,19.06,1.0,18136044.5,1096044.0,1328502.0,14962644.21,,,133670.0,2.44,,,,,161435.0,,,,2.44,133670.0,,7203.0,,15.44,,,,12.69,12.69,7541997.0,102959568.9,,106.04,12.71,22.69,0.2562,39.32,0.155,14.2
2015-08-27,1400509.0,19132512.15,2.17,4.81,1.23,20.12,1.0,18991802.68,1140814.0,1390209.0,15584789.33,,,44770.0,0.99,,,,,68870.0,,,,0.99,44770.0,,,7163.0,16.3,0.1,,,13.16,13.16,7525993.0,102813443.18,,107.53,13.16,21.89,0.2538,39.63,0.1616,14.21
2015-08-28,1472857.0,20361580.47,2.28,5.05,1.29,21.27,1.0,20219187.64,1196137.0,1462557.0,16536051.89,,,59111.0,1.09,,,,0.06,76167.0,3788.0,,,1.09,59111.0,,,3819.0,17.08,0.07,,,13.83,13.83,7454754.0,103058595.27,,106.36,13.84,20.73,0.2431,38.06,0.1703,14.38
2015-08-31,1464120.0,19931130.94,2.27,5.18,1.28,21.07,1.0,19790916.58,1193955.0,1453820.0,16253362.73,,,,0.04,,10000.0,,0.34,3074.0,20100.0,,,0.04,,0.15,17918.0,21811.0,17.1,0.3,,,13.73,13.73,7503484.0,102145262.76,,107.54,13.72,21.17,0.2416,37.64,0.1683,14.16
2015-09-01,1507405.0,19621880.73,2.33,5.44,1.32,21.17,1.0,19487805.7,1215076.0,1497105.0,15816636.11,,,21121.0,0.54,,,,,43285.0,,,,0.54,21121.0,,,,16.91,,,,13.93,13.93,7507691.0,97727563.18,,104.73,13.9,22.03,0.2336,35.63,0.1728,13.54
2015-09-02,1412712.0,18267029.68,2.19,5.03,1.24,19.32,1.0,18133845.84,1110315.0,1402412.0,14356894.44,,,4658.0,0.16,,,,1.87,27449.0,120686.0,,,0.16,4658.0,,11267.0,122142.0,15.03,1.97,,,12.78,12.78,7580079.0,98013981.65,,102.6,12.77,22.69,0.2416,39.06,0.1626,13.45
2015-09-03,1434687.0,18937372.25,2.22,4.92,1.26,19.75,1.0,18801415.81,1127907.0,1424387.0,14887982.34,,,27423.0,0.45,,,,0.09,36477.0,9831.0,,,0.45,27423.0,,,14502.0,15.32,0.21,,,13.06,13.06,7505937.0,99075772.66,,101.85,13.08,23.16,0.2458,39.2,0.1662,13.73
2015-09-04,1410613.0,18850145.12,2.18,4.61,1.24,19.52,1.0,17793525.78,1096276.0,1331543.0,14649632.24,,,13577.0,0.06,,16500.0,,1.52,4204.0,120053.0,,,0.06,13577.0,0.23,74845.0,113548.0,15.06,1.45,,,12.86,12.86,7426990.0,99247518.13,,102.02,12.87,24.43,0.2293,35.88,0.1655,13.9
2015-09-07,1411977.0,18909095.47,2.19,4.62,1.24,19.65,1.0,17850195.66,1098799.0,1332907.0,14715037.99,,,,0.11,,,,0.03,5589.0,3066.0,,,0.11,,,5589.0,4225.0,15.25,0.04,,,12.85,12.85,7453317.0,99814290.71,,103.43,12.85,24.4,0.2293,35.71,0.1651,13.93
2015-09-08,1393005.0,18788943.57,2.16,4.54,1.22,19.62,1.0,17722442.18,1076261.0,1313935.0,14516679.55,,,8286.0,0.44,,,,0.41,17262.0,30824.0,,,0.44,8286.0,,,36234.0,14.99,0.48,,,12.58,12.58,7476081.0,100837874.98,,104.1,12.59,25.94,0.2235,33.34,0.1629,14.03
2015-09-09,1420747.0,20488021.56,2.2,4.63,1.25,20.56,1.0,19347784.87,1108644.0,1341677.0,15987309.62,,,27383.0,0.93,,,,,32383.0,,,,0.93,27383.0,,5000.0,4641.0,15.85,0.06,,,12.95,12.95,7450873.0,107446045.41,,105.96,13.01,24.89,0.2282,34.66,0.166,15.0
2015-09-10,1428090.0,20937143.88,2.21,4.53,1.25,21.64,1.0,19777903.24,1116749.0,1349020.0,16372591.71,,,8105.0,0.48,,,,,8105.0,,,,0.48,8105.0,,,762.0,16.56,0.0,,,13.02,13.02,7457328.0,109331449.21,,110.87,12.99,25.23,0.2266,33.89,0.1666,15.25
2015-09-11,1510672.0,21566945.91,2.34,5.89,1.33,22.96,1.0,20438111.58,1185483.0,1431602.0,16924420.22,,,76692.0,1.16,,,,0.1,85032.0,7958.0,,,1.16,76692.0,,,2450.0,17.84,0.0,,,13.75,13.75,7433329.0,106121119.93,,112.19,13.72,24.06,0.22,32.69,0.1753,14.85
2015-09-14,1519764.0,21273039.36,2.35,6.42,1.33,22.66,1.0,20166249.6,1192643.0,1440694.0,16694132.43,,,9092.0,0.04,,,,0.03,9092.0,1932.0,,,0.04,9092.0,,,,17.59,,,,13.67,13.67,7529730.0,105398103.01,,111.2,13.65,23.74,0.2195,32.6,0.1742,14.56
2015-09-15,1565893.0,21828409.91,2.42,6.92,1.37,23.05,1.0,20726181.11,1240413.0,1486823.0,17291247.5,,,33878.0,0.53,,,,0.09,51843.0,6108.0,,,0.53,33878.0,,20000.0,5714.0,18.06,0.1,,,14.03,14.03,7599688.0,105938978.5,,110.65,14.03,22.99,0.2198,33.26,0.1771,14.5
2015-09-16,1494006.0,21372104.48,2.31,6.81,1.31,21.88,1.0,20240989.68,1205445.0,1414936.0,17244172.04,,,20000.0,0.34,,,,0.71,29798.0,54968.0,,,0.34,20000.0,,,101685.0,17.58,1.49,,,13.61,13.61,7649097.0,109422117.63,,111.5,13.62,24.51,0.2498,36.2,0.1687,14.88
2015-09-17,1597893.0,23211551.71,2.47,7.45,1.4,24.04,1.0,21162319.63,1254663.0,1456823.0,18225672.87,,,,1.03,,3000.0,,0.18,59099.0,12782.0,,,1.03,,0.04,62000.0,20212.0,18.59,0.2,,,14.1,14.1,7643186.0,111027588.87,,113.47,14.08,23.34,0.2226,34.08,0.1796,15.11
2015-09-18,1561232.0,22288760.3,2.42,7.31,1.37,23.72,1.0,20274789.66,1217958.0,1420162.0,17388046.05,,,5145.0,0.28,,,,0.41,12145.0,41850.0,,,0.28,5145.0,,,48806.0,18.36,0.63,,,13.69,13.69,7677271.0,109603731.59,,115.64,13.7,24.43,0.2235,34.61,0.1755,14.85
2015-09-21,1570794.0,21534300.79,2.43,7.35,1.38,23.3,1.0,19600346.49,1217958.0,1429724.0,16697207.86,,,,0.18,,,,,11438.0,,,,0.18,,,,1876.0,18.06,0.09,,,13.69,13.69,7681978.0,105313634.34,,113.91,13.68,24.45,0.2176,33.69,0.1765,14.26
2015-09-22,1553342.0,20906779.39,2.41,6.87,1.36,22.35,1.0,19842558.47,1162060.0,1474272.0,15640426.94,,,5481.0,0.27,,,,0.92,44548.0,62000.0,,,0.27,5481.0,,621.0,,16.55,,,,13.05,13.05,7743477.0,104221198.77,,110.31,13.05,24.85,0.2263,34.41,0.1744,14.0
2015-09-23,1402864.0,18867975.38,2.17,5.93,1.23,19.81,1.0,17804514.62,1035401.0,1323794.0,13925740.9,,,,0.0,,,,1.97,4000.0,126659.0,,,0.0,,,,154478.0,14.45,2.41,,,11.62,11.62,7875655.0,105924497.77,,109.99,11.61,27.97,0.2533,38.78,0.1574,13.99
2015-09-24,1422845.0,19013602.41,2.2,6.06,1.25,20.04,1.0,17956983.07,1028770.0,1343775.0,13747543.65,,,9444.0,0.41,,,,0.23,29639.0,16075.0,,,0.41,9444.0,,,9658.0,14.33,0.15,,,11.61,11.61,7830129.0,104634699.91,,109.03,11.62,29.11,0.2555,38.22,0.1606,13.9
2015-09-25,1461309.0,19850718.77,2.26,6.28,1.28,20.63,1.0,18776615.8,1044611.0,1382239.0,14190208.36,,,19898.0,0.52,,4000.0,,0.05,34464.0,4057.0,,,0.52,19898.0,0.06,,,14.6,,,,11.79,11.79,7815748.0,106170711.01,,109.09,11.8,28.42,0.2505,37.84,0.1649,14.13
2015-09-28,1513317.0,20280782.17,2.34,6.5,1.33,21.39,1.0,19221122.2,1073628.0,1434247.0,14388271.32,,,25000.0,0.8,,,,,55628.0,,,,0.8,25000.0,,4017.0,3620.0,15.06,0.05,,,12.27,12.27,7675594.0,102864799.58,,107.8,12.25,29.33,0.253,37.6,0.173,13.94
2015-09-29,1541590.0,20689324.84,2.39,6.73,1.35,21.67,1.0,19628144.56,1099901.0,1462520.0,14761518.36,,,27000.0,0.35,,,,0.01,29000.0,727.0,,,0.35,27000.0,,,727.0,15.31,0.05,,,12.4,12.4,7768514.0,104259439.74,,108.15,12.4,28.67,0.2588,39.03,0.1738,13.96
2015-09-30,1582456.0,21207351.42,2.45,6.99,1.39,22.3,1.0,20147691.45,1116692.0,1503386.0,14965395.35,,,17418.0,0.63,,,,0.01,40866.0,754.0,,,0.63,17418.0,,127.0,,15.61,,,,12.59,12.59,7753853.0,103913590.9,,108.38,12.59,29.19,0.2586,38.61,0.1784,13.94
2015-10-01,1606357.0,21311458.48,2.49,7.06,1.41,22.47,1.0,20262440.72,1138949.0,1527287.0,15110379.78,,,22257.0,0.26,,,,0.47,29265.0,33717.0,,,0.26,22257.0,,33717.0,5364.0,15.81,0.08,,,11.79,11.79,8520795.0,113044963.78,,118.41,11.78,29.35,0.262,38.99,0.1663,13.8
2015-10-02,1544407.0,20474723.4,2.39,6.87,1.35,21.48,1.0,19426465.79,1140811.0,1465337.0,15124115.39,,,10000.0,0.09,,,,0.16,12000.0,8138.0,,,0.09,10000.0,,,73950.0,15.76,1.06,,,12.1,12.1,8285724.0,109846631.77,,114.25,12.12,30.6,0.2865,41.46,0.1638,13.79
2015-10-05,1518879.0,20515944.6,2.35,6.86,1.33,21.35,1.0,19447922.89,1117675.0,1439809.0,15096764.38,,,1456.0,0.05,,,,0.22,4000.0,24592.0,,,0.05,1456.0,,,29528.0,15.56,0.18,,,11.74,11.74,8406386.0,113547523.83,,116.75,11.76,31.05,0.2979,42.77,0.1595,14.05
2015-10-06,1517450.0,20409112.53,2.35,7.31,1.33,21.42,1.0,19345651.77,1126776.0,1438380.0,15154699.12,,,,0.15,,,,0.01,2000.0,754.0,,,0.15,,,9855.0,3429.0,15.71,0.15,,,11.93,11.93,8319029.0,111887705.69,,116.36,11.9,31.68,0.2966,42.11,0.1606,13.99
2015-10-07,1470450.0,19635615.68,2.28,7.25,1.29,20.72,1.0,18579756.5,1065692.0,1391380.0,14230690.29,,,,0.18,,,,0.84,14084.0,61084.0,,,0.18,,,,61084.0,14.89,0.87,,,11.34,11.34,8329604.0,111229149.51,,116.48,11.33,32.74,0.2911,40.78,0.1565,13.89
2015-10-08,1459289.0,18939438.23,2.26,7.13,1.28,20.21,1.0,17913225.2,1066042.0,1380219.0,13835666.97,,,16473.0,0.29,,,,0.46,21026.0,22051.0,,,0.29,16473.0,,5928.0,32187.0,14.65,0.72,,,11.41,11.41,8275980.0,107410123.7,,114.15,11.37,33.36,0.2858,39.72,0.1562,13.5
