,ALTHX FP Equity_DX_SI_QTY,ALTHX FP Equity_DX_SHORT_INTEREST_VALUE,ALTHX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHX FP Equity_DX_SI_MV,ALTHX FP Equity_DX_DSS,ALTHX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHX FP Equity_DX_SUPPLY_SI_QTY,ALTHX FP Equity_DX_BROKER_SI_QTY,ALTHX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHX FP Equity_DX_BROKER_SI_MV_NEW_x,ALTHX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHX FP Equity_DX_BROKER_SI_MV_INC_x,ALTHX FP Equity_DX_BROKER_SI_QTY_ADD,ALTHX FP Equity_DX_BROKER_SI_QTY_NEW,ALTHX FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHX FP Equity_DX_BROKER_SI_QTY_INC,ALTHX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHX FP Equity_DX_BROKER_SI_MV_NEW_y,ALTHX FP Equity_DX_BROKER_SI_MV_INC_y,ALTHX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHX FP Equity_DX_BROKER_SI_MV_ADD,ALTHX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHX FP Equity_DX_BROKER_SI_QTY_DEC,ALTHX FP Equity_DX_SUPPLY_SI_MV,ALTHX FP Equity_DX_BROKER_SI_MV_DEC,ALTHX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHX FP Equity_DX_UTILIZATION_QUANTITY,ALTHX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHX FP Equity_DX_BROKER_SI_CON_RATIO,ALTHX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHX FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-07-10,18000.0,88560.0,1.11,15.36,0.58,0.09,0.0,88560.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,126400.0,621888.0,0.63,0.0,,1.0,100.0,0.1424
2019-07-11,18000.0,85680.0,1.11,15.66,0.58,0.09,0.0,85680.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,126400.0,601664.0,0.62,0.0,,1.0,100.0,0.1424
2019-07-12,18000.0,84960.0,1.11,15.25,0.58,0.09,0.0,84960.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,126400.0,596608.0,0.6,0.0,,1.0,100.0,0.1424
2019-07-15,18000.0,83520.0,0.85,14.94,0.5,0.08,0.0,83520.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,126400.0,586496.0,0.6,0.0,,1.0,100.0,0.1424
2019-07-16,18000.0,82980.0,0.85,14.84,0.5,0.08,0.0,82980.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1296843.71,1.31,0.0,,1.0,100.0,0.064
2019-07-17,18000.0,82800.0,0.85,15.24,0.5,0.08,0.0,82800.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1294030.6,1.3,0.0,,1.0,100.0,0.064
2019-07-18,18000.0,82800.0,0.85,15.43,0.5,0.08,0.0,82800.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1294030.6,1.29,0.0,,1.0,100.0,0.064
2019-07-19,18000.0,83340.0,0.85,15.63,0.5,0.08,0.0,83340.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1302469.93,1.29,0.0,,1.0,100.0,0.064
2019-07-22,18000.0,83160.0,0.85,16.11,0.5,0.08,0.0,83160.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1299656.82,1.3,0.0,,1.0,100.0,0.064
2019-07-23,18000.0,83340.0,0.85,16.28,0.5,0.08,0.0,83340.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1302469.93,1.3,0.0,,1.0,100.0,0.064
2019-07-24,18000.0,82800.0,0.85,16.29,0.5,0.08,0.0,82800.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1294030.6,1.3,0.0,,1.0,100.0,0.064
2019-07-25,18000.0,82080.0,0.85,16.47,0.5,0.08,0.0,82080.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1282778.16,1.29,0.0,,1.0,100.0,0.064
2019-07-26,18000.0,82080.0,0.85,16.71,0.5,0.08,0.0,82080.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1282778.16,1.28,0.0,,1.0,100.0,0.064
2019-07-29,18000.0,82620.0,0.85,16.89,0.5,0.08,0.0,82620.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1291217.49,1.28,0.0,,1.0,100.0,0.064
2019-07-30,18000.0,79200.0,0.85,14.13,0.5,0.08,0.0,79200.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1237768.4,1.29,0.0,,1.0,100.0,0.064
2019-07-31,18000.0,79920.0,0.85,11.62,0.5,0.08,0.0,79920.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1249020.84,1.24,0.0,,1.0,100.0,0.064
2019-08-01,18000.0,76320.0,0.85,12.08,0.5,0.08,0.0,76320.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1192758.64,1.25,0.0,,1.0,100.0,0.064
2019-08-02,18000.0,75600.0,0.85,11.86,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.19,0.0,,1.0,100.0,0.064
2019-08-05,18000.0,75060.0,0.85,12.64,0.5,0.08,0.0,75060.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1173066.87,1.18,0.0,,1.0,100.0,0.064
2019-08-06,18000.0,75420.0,0.85,12.62,0.5,0.08,0.0,75420.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1178693.09,1.17,0.0,,1.0,100.0,0.064
2019-08-07,18000.0,75420.0,0.85,13.27,0.5,0.08,0.0,75420.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1178693.09,1.18,0.0,,1.0,100.0,0.064
2019-08-08,18000.0,74880.0,0.85,13.53,0.5,0.07,0.0,74880.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1170253.76,1.18,0.0,,1.0,100.0,0.064
2019-08-09,18000.0,75600.0,0.85,14.26,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.17,0.0,,1.0,100.0,0.064
2019-08-12,18000.0,75600.0,0.85,14.97,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.18,0.0,,1.0,100.0,0.064
2019-08-13,18000.0,75600.0,0.85,15.87,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.18,0.0,,1.0,100.0,0.064
2019-08-14,18000.0,75600.0,0.85,17.23,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.18,0.0,,1.0,100.0,0.064
2019-08-15,18000.0,75600.0,0.85,17.25,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.18,0.0,,1.0,100.0,0.064
2019-08-16,18000.0,75600.0,0.85,17.3,0.5,0.08,0.0,75600.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1181506.2,1.18,0.0,,1.0,100.0,0.064
2019-08-19,18000.0,75420.0,0.85,17.46,0.5,0.08,0.0,75420.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1178693.09,1.18,0.0,,1.0,100.0,0.064
2019-08-20,18000.0,73800.0,0.85,17.46,0.5,0.07,0.0,73800.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1153375.1,1.18,0.0,,1.0,100.0,0.064
2019-08-21,18000.0,72720.0,0.85,17.19,0.5,0.07,0.0,72720.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1136496.44,1.15,0.0,,1.0,100.0,0.064
2019-08-22,18000.0,72540.0,0.85,16.11,0.5,0.07,0.0,72540.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1133683.33,1.14,0.0,,1.0,100.0,0.064
2019-08-23,18000.0,72000.0,0.85,16.36,0.5,0.07,0.0,72000.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1125244.0,1.13,0.0,,1.0,100.0,0.064
2019-08-26,18000.0,70560.0,0.85,17.1,0.5,0.07,0.0,70560.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1102739.12,1.13,0.0,,1.0,100.0,0.064
2019-08-27,18000.0,71100.0,0.85,17.24,0.5,0.07,0.0,71100.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1111178.45,1.1,0.0,,1.0,100.0,0.064
2019-08-28,18000.0,70740.0,0.85,17.37,0.5,0.07,0.0,70740.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1105552.23,1.11,0.0,,1.0,100.0,0.064
2019-08-29,18000.0,72000.0,0.85,17.23,0.5,0.07,0.0,72000.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1125244.0,1.11,0.0,,1.0,100.0,0.064
2019-08-30,18000.0,67680.0,0.85,14.7,0.5,0.07,0.0,67680.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1057729.36,1.13,0.0,,1.0,100.0,0.064
2019-09-02,18000.0,66780.0,0.85,14.07,0.5,0.07,0.0,66780.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1043663.81,1.06,0.0,,1.0,100.0,0.064
2019-09-03,18000.0,66780.0,0.85,13.66,0.5,0.07,0.0,66780.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1043663.81,1.04,0.0,,1.0,100.0,0.064
2019-09-04,18000.0,64080.0,0.85,11.92,0.5,0.06,0.0,64080.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,1001467.16,1.04,0.0,,1.0,100.0,0.064
2019-09-05,18000.0,63720.0,0.85,11.47,0.5,0.06,0.0,63720.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,995840.94,1.0,0.0,,1.0,100.0,0.064
2019-09-06,18000.0,56880.0,0.85,11.51,0.5,0.06,0.0,56880.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,888942.76,1.0,0.0,,1.0,100.0,0.064
2019-09-09,18000.0,57240.0,0.85,10.39,0.5,0.06,0.0,57240.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,894568.98,0.89,0.0,,1.0,100.0,0.064
2019-09-10,18000.0,57240.0,0.85,11.48,0.5,0.06,0.0,57240.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,894568.98,0.89,0.0,,1.0,100.0,0.064
2019-09-11,18000.0,56880.0,0.85,13.88,0.5,0.06,0.0,56880.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,888942.76,0.89,0.0,,1.0,100.0,0.064
2019-09-12,18000.0,56160.0,0.85,13.75,0.5,0.06,0.0,56160.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,877690.32,0.89,0.0,,1.0,100.0,0.064
2019-09-13,18000.0,56160.0,0.85,13.98,0.5,0.06,0.0,56160.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,877690.32,0.88,0.0,,1.0,100.0,0.064
2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18000.0,0.0,0.06,0.0,0.0,281311.0,877690.32,0.88,0.0,,0.0,,0.0
2019-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,877690.32,0.88,0.0,,0.0,,0.0
2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,863624.77,0.88,0.0,,0.0,,0.0
2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,843933.0,0.86,0.0,,0.0,,0.0
2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,843933.0,0.84,0.0,,0.0,,0.0
2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,843933.0,0.84,0.0,,0.0,,0.0
2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,855185.44,0.84,0.0,,0.0,,0.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,849559.22,0.86,0.0,,0.0,,0.0
2019-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,827054.34,0.85,0.0,,0.0,,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,818615.01,0.83,0.0,,0.0,,0.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,810175.68,0.82,0.0,,0.0,,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,810175.68,0.81,0.0,,0.0,,0.0
2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,798923.24,0.81,0.0,,0.0,,0.0
2019-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,787670.8,0.8,0.0,,0.0,,0.0
2019-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,776418.36,0.8,0.0,,0.0,,0.0
2019-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,776418.36,0.8,0.0,,0.0,,0.0
2019-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,765165.92,0.79,0.0,,0.0,,0.0
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,770792.14,0.77,0.0,,0.0,,0.0
2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,770792.14,0.77,0.0,,0.0,,0.0
2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,759539.7,0.77,0.0,,0.0,,0.0
2019-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,765165.92,0.76,0.0,,0.0,,0.0
2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,784857.69,0.77,0.0,,0.0,,0.0
2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,784857.69,0.78,0.0,,0.0,,0.0
2019-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,784857.69,0.78,0.0,,0.0,,0.0
2019-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,787670.8,0.78,0.0,,0.0,,0.0
2019-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,787670.8,0.79,0.0,,0.0,,0.0
2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,787670.8,0.79,0.0,,0.0,,0.0
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,787670.8,0.79,0.0,,0.0,,0.0
2019-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,762352.81,0.79,0.0,,0.0,,0.0
2019-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,748287.26,0.76,0.0,,0.0,,0.0
2019-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,748287.26,0.75,0.0,,0.0,,0.0
2019-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,756726.59,0.75,0.0,,0.0,,0.0
2019-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,756726.59,0.76,0.0,,0.0,,0.0
2019-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,756726.59,0.76,0.0,,0.0,,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,782044.58,0.76,0.0,,0.0,,0.0
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,720156.16,0.78,0.0,,0.0,,0.0
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,703277.5,0.72,0.0,,0.0,,0.0
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,742661.04,0.72,0.0,,0.0,,0.0
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,706090.61,0.74,0.0,,0.0,,0.0
2019-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,281311.0,661080.85,0.71,0.0,,0.0,,0.0
2019-11-11,2500.0,6175.0,0.12,1.15,0.07,0.01,0.0,0.0,2500.0,0.0,6175.0,,,,,,,,,,,,,2500.0,,0.01,,100.0,0.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0089
2019-11-12,2500.0,6500.0,0.12,1.12,0.07,0.01,0.0,0.0,2500.0,0.0,6500.0,,,,,,,,,,,,,,,0.01,,100.0,0.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0089
2019-11-13,2500.0,6500.0,0.12,0.91,0.07,0.01,0.0,0.0,2500.0,0.0,6500.0,,,,,,,,,,,,,,,0.01,,100.0,0.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0089
2019-11-14,2500.0,6250.0,0.12,0.88,0.07,0.01,0.0,0.0,2500.0,0.0,6250.0,,,,,,,,,,,,,,,0.01,,100.0,0.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0089
2019-11-15,2500.0,6175.0,0.12,0.88,0.07,0.01,0.0,0.0,2500.0,0.0,6175.0,,,,,,,,,,,,,,,0.01,,100.0,0.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.009
2019-11-18,2500.0,6000.0,0.12,0.84,0.07,0.01,0.0,0.0,2500.0,0.0,6000.0,,,,,,,,,,,,,,,0.01,,100.0,0.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.0091
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.01,,2500.0,,,,,,,0.0,,0.0,0.0,240241.0,566968.76,0.58,0.0,,0.0,,0.0
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,209376.0,498314.88,0.49,0.0,,0.0,,0.0
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,207893.0,496864.27,0.49,0.0,,0.0,,0.0
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,230790.0,556203.9,0.55,0.0,,0.0,,0.0
2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,213522.0,516723.24,0.51,0.0,,0.0,,0.0
2019-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,208699.0,484181.68,0.51,0.0,,0.0,,0.0
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,214873.0,504951.55,0.5,0.0,,0.0,,0.0
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,192539.0,452466.65,0.45,0.0,,0.0,,0.0
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,192539.0,464018.99,0.45,0.0,,0.0,,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,183247.0,445290.21,0.44,0.0,,0.0,,0.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,182409.0,446902.05,0.44,0.0,,0.0,,0.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,177907.0,430534.94,0.44,0.0,,0.0,,0.0
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,168175.0,408665.25,0.41,0.0,,0.0,,0.0
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,166445.0,399468.0,0.4,0.0,,0.0,,0.0
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,171311.0,426564.39,0.41,0.0,,0.0,,0.0
2019-12-10,10000.0,24900.0,0.47,0.97,0.28,0.02,0.0,0.0,10000.0,0.0,24900.0,,,,,,,,,,,,,10000.0,,0.02,,100.0,5.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0584
2019-12-11,11800.0,33040.0,0.56,1.15,0.33,0.03,0.0,0.0,11800.0,0.0,33040.0,,1800.0,,,,,,,,,1800.0,,,,0.03,,100.0,6.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0689
2019-12-12,10000.0,28000.0,0.47,0.92,0.28,0.03,0.0,0.0,10000.0,0.0,28000.0,,,,,,0.0,,1800.0,,,,,,,0.03,,100.0,5.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0584
2019-12-13,10000.0,32000.0,0.47,0.89,0.28,0.03,0.0,0.0,10000.0,0.0,32000.0,,,,,,,,,,,,,,,0.03,,100.0,6.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0674
2019-12-16,10000.0,31900.0,0.47,0.67,0.28,0.03,0.0,0.0,10000.0,0.0,31900.0,,,,,,,,,,,,,,,0.03,,100.0,7.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.0796
2019-12-17,10000.0,31600.0,0.47,0.59,0.28,0.03,0.0,0.0,10000.0,0.0,31600.0,,,,,,,,,,,,,,,0.03,,100.0,8.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0831
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.03,,10000.0,,,,,,,0.0,,0.0,0.0,110327.0,333187.54,0.35,0.0,,0.0,,0.0
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,115603.0,329468.55,0.35,0.0,,0.0,,0.0
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,111051.0,332042.49,0.32,0.0,,0.0,,0.0
