,CI2 FP Equity_DX_SI_QTY,CI2 FP Equity_DX_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CI2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CI2 FP Equity_DX_SI_MV,CI2 FP Equity_DX_DSS,CI2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CI2 FP Equity_DX_SUPPLY_SI_QTY,CI2 FP Equity_DX_BROKER_SI_QTY,CI2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CI2 FP Equity_DX_BROKER_SI_MV_NEW_x,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CI2 FP Equity_DX_BROKER_SI_MV_INC_x,CI2 FP Equity_DX_BROKER_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_NEW,CI2 FP Equity_DX_SUPPLY_SI_MV_DEC,CI2 FP Equity_DX_BROKER_SI_QTY_INC,CI2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CI2 FP Equity_DX_BROKER_SI_MV_NEW_y,CI2 FP Equity_DX_BROKER_SI_MV_INC_y,CI2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CI2 FP Equity_DX_BROKER_SI_MV_ADD,CI2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CI2 FP Equity_DX_BROKER_SI_QTY_DEC,CI2 FP Equity_DX_SUPPLY_SI_MV,CI2 FP Equity_DX_BROKER_SI_MV_DEC,CI2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CI2 FP Equity_DX_UTILIZATION_QUANTITY,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CI2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CI2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CI2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CI2 FP Equity_DX_BROKER_SI_CON_RATIO,CI2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CI2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CI2 FP Equity_PX_LAST
2022-06-07,42.0,29788.79,0.27,0.03,0.03,,0.0,42.0,0.0,29788.79,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,709.2568
2022-06-08,42.0,29585.34,0.32,0.03,0.03,,0.0,42.0,0.0,29585.34,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,704.4128
2022-06-09,42.0,29641.73,0.32,0.03,0.03,,0.0,42.0,0.0,29641.73,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,705.7554
2022-06-10,42.0,29435.1,0.32,0.03,0.03,,0.0,42.0,0.0,29435.1,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,700.8358
2022-06-13,42.0,29081.38,0.41,0.03,0.03,,0.0,42.0,0.0,29081.38,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,692.4139
2022-06-14,42.0,29175.1,0.4,0.03,0.03,,0.0,42.0,0.0,29175.1,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,694.6453
2022-06-15,42.0,29192.15,0.4,0.03,0.03,,0.0,42.0,0.0,29192.15,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,695.0512
2022-06-16,42.0,28328.13,0.4,0.03,0.03,,0.0,42.0,0.0,28328.13,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,674.4794
2022-06-17,42.0,28265.0,0.35,0.03,0.03,,0.0,42.0,0.0,28265.0,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,672.9761
2022-06-20,42.0,28154.25,0.35,0.03,0.03,,0.0,42.0,0.0,28154.25,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,670.3394
2022-06-21,42.0,28768.51,0.35,0.03,0.03,,0.0,42.0,0.0,28768.51,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,684.9646
2022-06-22,42.0,28164.57,0.34,0.03,0.03,,0.0,42.0,0.0,28164.57,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,670.5849
2022-06-23,42.0,28526.35,0.34,0.03,0.03,,0.0,42.0,0.0,28526.35,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,679.1989
2022-06-24,42.0,28812.49,0.35,0.03,0.03,,0.0,42.0,0.0,28812.49,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,686.0116
2022-06-27,42.0,28658.02,0.35,0.03,0.03,,0.0,42.0,0.0,28658.02,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,682.3337
2022-06-28,42.0,28653.92,0.35,0.03,0.03,,0.0,42.0,0.0,28653.92,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,682.2363
2022-06-29,42.0,28773.86,0.34,0.03,0.03,,0.0,42.0,0.0,28773.86,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,685.0918
2022-06-30,42.0,28721.8,0.34,0.03,0.03,,0.0,42.0,0.0,28721.8,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,683.8523
2022-07-01,42.0,28881.69,0.32,0.03,0.03,,0.0,42.0,0.0,28881.69,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,687.6593
2022-07-04,42.0,28944.43,0.33,0.03,0.03,,0.0,42.0,0.0,28944.43,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,689.153
2022-07-05,42.0,29230.4,0.32,0.03,0.03,,0.0,42.0,0.0,29230.4,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,695.9618
2022-07-06,42.0,30115.65,0.33,0.03,0.03,,0.0,42.0,0.0,30115.65,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,717.0392
2022-07-07,42.0,30521.8,0.33,0.03,0.03,,0.0,42.0,0.0,30521.8,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,726.7096
2022-07-08,42.0,30479.66,0.29,0.03,0.03,,0.0,42.0,0.0,30479.66,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,725.7062
2022-07-11,42.0,30566.56,0.29,0.03,0.03,,0.0,42.0,0.0,30566.56,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,727.7753
2022-07-12,42.0,30636.61,0.27,0.03,0.03,,0.0,42.0,0.0,30636.61,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,729.443
2022-07-13,242.0,173723.45,1.54,0.19,0.18,,71786.55,142.0,100.0,101936.9,,,,100.0,,,,,,,,0.07,100.0,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.36,0.713,82.64,1.0756,717.8655
2022-07-14,242.0,174001.92,1.52,0.19,0.17,,71901.62,142.0,100.0,102100.3,,,,,,,,,,,,,,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.37,0.713,82.63,1.0756,719.0162
2022-07-15,242.0,176383.15,3.09,0.19,0.17,,72885.6,142.0,100.0,103497.55,,,,,,,,,,,,,,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.39,0.7127,82.61,1.0756,728.856
2022-07-18,242.0,175626.54,2.79,0.19,0.18,,72572.95,142.0,100.0,103053.59,,,,,,,,,,,,,,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.36,0.713,82.64,1.0756,725.7295
2022-07-19,242.0,176658.21,2.76,0.19,0.18,,72999.26,142.0,100.0,103658.95,,,,,,,,,,,,,,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.32,0.7136,82.68,1.0756,729.9926
2022-07-20,242.0,177337.12,2.61,0.19,0.18,,73279.8,142.0,100.0,104057.32,,,,,,,,,,,,,,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.38,0.7128,82.62,1.0756,732.798
2022-07-21,242.0,179821.15,2.61,0.19,0.18,,74306.26,142.0,100.0,105514.89,,,,,,,,,,,,,,,0.1,,100.0,63.11,0.0,0.0,0.0,100.0,17.36,0.713,82.64,1.0756,743.0626
2022-07-22,242.0,179525.16,2.53,0.19,0.18,,74183.95,142.0,100.0,105341.21,,,,,,,,,,,,,,,0.11,,100.0,63.11,0.0,0.0,0.0,100.0,17.4,0.7126,82.6,1.0756,741.8395
2022-07-25,42.0,30991.08,0.43,0.03,0.03,,0.0,42.0,0.0,30991.08,,,,,,0.07,,100.0,,,,,,100.0,0.03,0.07,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,737.8828
2022-07-26,42.0,30900.57,0.45,0.03,0.03,,0.0,42.0,0.0,30900.57,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,735.7278
2022-07-27,42.0,31304.6,0.44,0.03,0.03,,0.0,42.0,0.0,31304.6,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,745.3477
2022-07-28,42.0,31910.67,0.44,0.03,0.03,,0.0,42.0,0.0,31910.67,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,759.7779
2022-07-29,42.0,32353.95,0.52,0.03,0.03,,0.0,42.0,0.0,32353.95,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,770.3321
2022-08-01,42.0,32653.14,0.53,0.03,0.03,,0.0,42.0,0.0,32653.14,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,777.4558
2022-08-02,42.0,33075.6,0.52,0.03,0.03,,0.0,42.0,0.0,33075.6,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,787.5143
2022-08-03,42.0,33121.03,0.53,0.03,0.03,,0.0,42.0,0.0,33121.03,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,788.596
2022-08-04,42.0,32841.8,0.54,0.03,0.03,,0.0,42.0,0.0,32841.8,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,781.9477
2022-08-05,42.0,32828.7,0.54,0.03,0.03,,0.0,42.0,0.0,32828.7,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,781.6358
2022-08-08,42.0,32985.33,0.54,0.03,0.03,,0.0,42.0,0.0,32985.33,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,785.3651
2022-08-09,42.0,32793.52,0.54,0.03,0.03,,0.0,42.0,0.0,32793.52,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,780.7982
2022-08-10,42.0,32977.34,0.55,0.03,0.03,,0.0,42.0,0.0,32977.34,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,785.1748
2022-08-11,42.0,32740.3,0.55,0.03,0.03,,0.0,42.0,0.0,32740.3,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,779.5309
2022-08-12,42.0,33205.3,0.6,0.03,0.03,,0.0,42.0,0.0,33205.3,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,790.6024
2022-08-15,42.0,33558.49,0.6,0.03,0.03,,0.0,42.0,0.0,33558.49,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,799.0116
2022-08-16,42.0,33806.46,0.61,0.03,0.03,,0.0,42.0,0.0,33806.46,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,804.9158
2022-08-17,42.0,33953.18,0.59,0.03,0.03,,0.0,42.0,0.0,33953.18,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,808.409
2022-08-18,42.0,33992.86,0.61,0.03,0.03,,0.0,42.0,0.0,33992.86,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,809.3538
2022-08-19,42.0,33738.72,0.79,0.03,0.03,,0.0,42.0,0.0,33738.72,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,803.3028
2022-08-22,42.0,33644.37,0.77,0.03,0.03,,0.0,42.0,0.0,33644.37,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,801.0564
2022-08-23,42.0,33747.39,1.03,0.03,0.03,,0.0,42.0,0.0,33747.39,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,803.5092
2022-08-24,42.0,34127.39,1.05,0.03,0.03,,0.0,42.0,0.0,34127.39,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,812.557
2022-08-25,42.0,33723.72,0.8,0.03,0.03,,0.0,42.0,0.0,33723.72,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,802.9456
2022-08-26,42.0,33507.13,0.85,0.03,0.03,,0.0,42.0,0.0,33507.13,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,797.7889
2022-08-29,42.0,33302.77,1.02,0.03,0.03,,0.0,42.0,0.0,33302.77,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,792.923
2022-08-30,42.0,33771.77,1.04,0.03,0.03,,0.0,42.0,0.0,33771.77,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,804.0898
2022-08-31,42.0,33542.65,1.09,0.03,0.03,,0.0,42.0,0.0,33542.65,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,798.6345
2022-09-01,42.0,33849.61,0.96,0.03,0.03,,0.0,42.0,0.0,33849.61,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,805.943
2022-09-02,42.0,33751.83,1.04,0.03,0.03,,0.0,42.0,0.0,33751.83,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,803.6151
2022-09-05,42.0,34004.75,0.99,0.03,0.03,,0.0,42.0,0.0,34004.75,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,809.6369
2022-09-06,42.0,33901.0,0.92,0.03,0.03,,0.0,42.0,0.0,33901.0,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,807.1667
2022-09-07,42.0,33965.21,0.64,0.03,0.03,,0.0,42.0,0.0,33965.21,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,808.6954
2022-09-08,42.0,34417.19,0.65,0.03,0.03,,0.0,42.0,0.0,34417.19,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,819.4569
2022-09-09,42.0,34000.52,0.5,0.03,0.03,,0.0,42.0,0.0,34000.52,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,809.5362
2022-09-12,42.0,34348.36,0.45,0.03,0.03,,0.0,42.0,0.0,34348.36,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,817.8182
2022-09-13,42.0,34152.8,0.28,0.03,0.03,,0.0,42.0,0.0,34152.8,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,813.1619
2022-09-14,42.0,34470.4,0.28,0.03,0.03,,0.0,42.0,0.0,34470.4,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,820.7239
2022-09-15,42.0,34143.43,0.28,0.03,0.03,,0.0,42.0,0.0,34143.43,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,812.9387
2022-09-16,42.0,33423.92,0.28,0.03,0.03,,0.0,42.0,0.0,33423.92,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,795.8077
2022-09-19,42.0,33801.2,0.25,0.03,0.03,,0.0,42.0,0.0,33801.2,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,804.7904
2022-09-20,42.0,33950.22,0.25,0.03,0.03,,0.0,42.0,0.0,33950.22,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,808.3386
2022-09-21,42.0,34031.58,0.22,0.03,0.03,,0.0,42.0,0.0,34031.58,,,,,,,,,,,,,,,0.03,,100.0,33.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.336,810.2757
2022-09-22,42.0,33628.29,0.22,0.03,0.03,,0.0,42.0,0.0,33628.29,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,800.6736
2022-09-23,42.0,33320.76,0.22,0.03,0.03,,0.0,42.0,0.0,33320.76,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,793.3515
2022-09-26,42.0,32970.75,0.21,0.03,0.03,,0.0,42.0,0.0,32970.75,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,785.0179
2022-09-27,42.0,32915.49,0.21,0.03,0.03,,0.0,42.0,0.0,32915.49,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,783.7021
2022-09-28,42.0,33019.16,0.21,0.03,0.03,,0.0,42.0,0.0,33019.16,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,786.1704
2022-09-29,42.0,31984.97,0.21,0.03,0.03,,0.0,42.0,0.0,31984.97,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,761.547
2022-09-30,42.0,32612.03,0.2,0.03,0.03,,0.0,42.0,0.0,32612.03,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,776.4768
2022-10-03,42.0,32266.9,0.2,0.03,0.03,,0.0,42.0,0.0,32266.9,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,768.2595
2022-10-04,42.0,32537.87,0.2,0.03,0.03,,0.0,42.0,0.0,32537.87,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,774.7113
2022-10-05,42.0,32650.53,0.2,0.03,0.03,,0.0,42.0,0.0,32650.53,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,777.3936
2022-10-06,42.0,32648.12,0.22,0.03,0.03,,0.0,42.0,0.0,32648.12,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,777.3361
2022-10-07,42.0,32253.77,0.22,0.03,0.03,,0.0,42.0,0.0,32253.77,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,767.9468
2022-10-10,42.0,32792.34,0.18,0.03,0.03,,0.0,42.0,0.0,32792.34,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,780.7699
2022-10-11,42.0,32283.2,0.18,0.03,0.03,,0.0,42.0,0.0,32283.2,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,768.6477
2022-10-12,42.0,32413.19,0.18,0.03,0.03,,0.0,42.0,0.0,32413.19,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,771.7427
2022-10-13,42.0,32212.19,0.19,0.03,0.03,,0.0,42.0,0.0,32212.19,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,766.9569
2022-10-14,42.0,32211.58,0.19,0.03,0.03,,0.0,42.0,0.0,32211.58,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,766.9423
2022-10-17,42.0,32667.48,0.19,0.03,0.03,,0.0,42.0,0.0,32667.48,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,777.7972
2022-10-18,42.0,32449.7,0.18,0.03,0.03,,0.0,42.0,0.0,32449.7,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,772.612
2022-10-19,42.0,32362.78,0.2,0.03,0.03,,0.0,42.0,0.0,32362.78,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,770.5424
2022-10-20,42.0,32873.46,0.2,0.03,0.03,,0.0,42.0,0.0,32873.46,,,,,,,,,,,,,,,0.03,,100.0,21.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.21,782.7014
2022-10-21,42.0,33072.05,0.2,0.03,0.03,,0.0,42.0,0.0,33072.05,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,787.4297
2022-10-24,42.0,32905.5,0.21,0.03,0.03,,0.0,42.0,0.0,32905.5,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,783.4643
2022-10-25,42.0,32692.96,0.26,0.03,0.03,,0.0,42.0,0.0,32692.96,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,778.4037
2022-10-26,42.0,32797.8,0.24,0.03,0.03,,0.0,42.0,0.0,32797.8,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,780.8999
2022-10-27,42.0,32802.01,0.24,0.03,0.03,,0.0,42.0,0.0,32802.01,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,781.0003
2022-10-28,42.0,33078.22,0.24,0.03,0.03,,0.0,42.0,0.0,33078.22,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,787.5767
2022-10-31,42.0,33329.44,0.23,0.03,0.03,,0.0,42.0,0.0,33329.44,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,793.558
2022-11-01,42.0,33665.37,0.22,0.03,0.03,,0.0,42.0,0.0,33665.37,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,801.5565
2022-11-02,42.0,33444.39,0.24,0.03,0.03,,0.0,42.0,0.0,33444.39,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,796.295
2022-11-03,42.0,33881.56,0.24,0.03,0.03,,0.0,42.0,0.0,33881.56,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,806.7038
2022-11-04,42.0,33860.88,0.21,0.03,0.03,,0.0,42.0,0.0,33860.88,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,806.2115
2022-11-07,42.0,33713.59,0.21,0.03,0.03,,0.0,42.0,0.0,33713.59,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,802.7046
2022-11-08,42.0,33768.0,0.2,0.03,0.03,,0.0,42.0,0.0,33768.0,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,804.0
2022-11-09,42.0,33589.74,0.09,0.03,0.03,,0.0,42.0,0.0,33589.74,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,799.7557
2022-11-10,42.0,33735.03,0.09,0.03,0.03,,0.0,42.0,0.0,33735.03,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,803.2151
2022-11-11,42.0,33250.6,0.09,0.03,0.03,,0.0,42.0,0.0,33250.6,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,791.6809
2022-11-14,42.0,33113.01,0.09,0.03,0.03,,0.0,42.0,0.0,33113.01,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,788.4051
2022-11-15,42.0,33163.62,0.09,0.03,0.03,,0.0,42.0,0.0,33163.62,,,,,,,,,,,,,,,0.03,,100.0,20.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2059,789.6101
2022-11-16,42.0,32517.67,0.09,0.03,0.03,,0.0,42.0,0.0,32517.67,,,,,,,,,,,,,,,0.03,,100.0,20.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.2079,774.2302
2022-11-17,42.0,32449.73,0.09,0.03,0.03,,0.0,42.0,0.0,32449.73,,,,,,,,,,,,,,,0.03,,100.0,20.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.2079,772.6126
2022-11-18,42.0,32466.3,0.09,0.03,0.03,,0.0,42.0,0.0,32466.3,,,,,,,,,,,,,,,0.03,,100.0,20.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.2079,773.0072
