,ALBON FP Equity_DX_SI_QTY,ALBON FP Equity_DX_SHORT_INTEREST_VALUE,ALBON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBON FP Equity_DX_SI_MV,ALBON FP Equity_DX_DSS,ALBON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBON FP Equity_DX_SUPPLY_SI_QTY,ALBON FP Equity_DX_BROKER_SI_QTY,ALBON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBON FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBON FP Equity_DX_BROKER_SI_MV_INC_x,ALBON FP Equity_DX_BROKER_SI_QTY_ADD,ALBON FP Equity_DX_SUPPLY_SI_MV_DEC,ALBON FP Equity_DX_BROKER_SI_QTY_INC,ALBON FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBON FP Equity_DX_BROKER_SI_MV_INC_y,ALBON FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBON FP Equity_DX_BROKER_SI_MV_ADD,ALBON FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBON FP Equity_DX_BROKER_SI_QTY_DEC,ALBON FP Equity_DX_SUPPLY_SI_MV,ALBON FP Equity_DX_BROKER_SI_MV_DEC,ALBON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBON FP Equity_DX_UTILIZATION_QUANTITY,ALBON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBON FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBON FP Equity_DX_BROKER_SI_CON_RATIO,ALBON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBON FP Equity_DX_DEMAND_SUPPLY_RATIO,ALBON FP Equity_PX_LAST
2013-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31546.44,0.04,0.0,,0.0,,0.0,99.0
2013-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31705.76,0.04,0.0,,0.0,,0.0,99.5
2013-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31705.76,0.04,0.0,,0.0,,0.0,99.5
2013-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31737.63,0.04,0.0,,0.0,,0.0,99.6
2013-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31737.63,0.04,0.0,,0.0,,0.0,99.6
2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31865.09,0.04,0.0,,0.0,,0.0,100.0
2013-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31855.53,0.04,0.0,,0.0,,0.0,99.97
2013-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31865.09,0.04,0.0,,0.0,,0.0,100.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,31865.09,0.04,0.0,,0.0,,0.0,100.0
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32183.74,0.04,0.0,,0.0,,0.0,101.0
2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32183.74,0.04,0.0,,0.0,,0.0,101.0
2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32135.94,0.04,0.0,,0.0,,0.0,100.85
2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32183.74,0.04,0.0,,0.0,,0.0,101.0
2013-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32253.84,0.04,0.0,,0.0,,0.0,101.22
2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32282.52,0.04,0.0,,0.0,,0.0,101.31
2013-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32502.39,0.04,0.0,,0.0,,0.0,102.0
2013-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,32502.39,0.04,0.0,,0.0,,0.0,102.0
2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,33263.97,0.04,0.0,,0.0,,0.0,104.39
2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,33263.97,0.04,0.0,,0.0,,0.0,101.39
2013-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,33464.1,0.04,0.0,,0.0,,0.0,102.0
2013-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,365.0,33424.73,0.04,0.0,,0.0,,0.0,101.88
2013-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31308.34,0.03,0.0,,0.0,,0.0,101.55
2013-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31444.0,0.04,0.0,,0.0,,0.0,101.99
2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31444.0,0.04,0.0,,0.0,,0.0,101.99
2013-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31323.76,0.03,0.0,,0.0,,0.0,101.6
2013-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31323.76,0.03,0.0,,0.0,,0.0,101.6
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31262.1,0.03,0.0,,0.0,,0.0,101.4
2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31262.1,0.03,0.0,,0.0,,0.0,101.4
2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31231.27,0.03,0.0,,0.0,,0.0,101.3
2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31231.27,0.03,0.0,,0.0,,0.0,101.3
2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31262.1,0.03,0.0,,0.0,,0.0,101.4
2013-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30768.81,0.03,0.0,,0.0,,0.0,99.8
2013-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30815.06,0.03,0.0,,0.0,,0.0,99.95
2013-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30815.06,0.03,0.0,,0.0,,0.0,99.95
2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30815.06,0.03,0.0,,0.0,,0.0,99.95
2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30818.14,0.03,0.0,,0.0,,0.0,99.96
2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30818.14,0.03,0.0,,0.0,,0.0,99.96
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30876.72,0.03,0.0,,0.0,,0.0,100.15
2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30861.3,0.03,0.0,,0.0,,0.0,100.1
2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30858.22,0.03,0.0,,0.0,,0.0,100.09
2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30725.65,0.03,0.0,,0.0,,0.0,99.66
2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30725.65,0.03,0.0,,0.0,,0.0,99.66
2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30768.81,0.03,0.0,,0.0,,0.0,99.8
2013-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30768.81,0.03,0.0,,0.0,,0.0,99.8
2013-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30768.81,0.03,0.0,,0.0,,0.0,99.8
2013-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30583.83,0.03,0.0,,0.0,,0.0,99.2
2013-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30287.86,0.03,0.0,,0.0,,0.0,98.24
2013-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30275.52,0.03,0.0,,0.0,,0.0,98.2
2013-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30278.61,0.03,0.0,,0.0,,0.0,98.21
2013-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30368.02,0.03,0.0,,0.0,,0.0,98.5
2013-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30368.02,0.03,0.0,,0.0,,0.0,98.5
2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30599.24,0.03,0.0,,0.0,,0.0,99.25
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30830.47,0.03,0.0,,0.0,,0.0,100.0
2013-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30599.24,0.03,0.0,,0.0,,0.0,99.25
2013-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30676.32,0.03,0.0,,0.0,,0.0,99.5
2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30368.02,0.03,0.0,,0.0,,0.0,98.5
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30368.02,0.03,0.0,,0.0,,0.0,98.5
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30522.17,0.03,0.0,,0.0,,0.0,99.0
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30568.41,0.03,0.0,,0.0,,0.0,99.15
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30568.41,0.03,0.0,,0.0,,0.0,99.15
2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,30827.39,0.03,0.0,,0.0,,0.0,99.99
2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31107.95,0.03,0.0,,0.0,,0.0,100.9
2013-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31107.95,0.03,0.0,,0.0,,0.0,100.9
2013-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31138.78,0.03,0.0,,0.0,,0.0,101.0
2013-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31185.02,0.03,0.0,,0.0,,0.0,101.15
2013-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31447.08,0.03,0.0,,0.0,,0.0,102.0
2013-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31447.08,0.04,0.0,,0.0,,0.0,102.0
2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31462.5,0.04,0.0,,0.0,,0.0,102.05
2013-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31459.41,0.04,0.0,,0.0,,0.0,102.04
2013-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31292.93,0.03,0.0,,0.0,,0.0,101.5
2013-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31296.01,0.03,0.0,,0.0,,0.0,101.51
2013-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31296.01,0.03,0.0,,0.0,,0.0,101.51
2013-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31215.85,0.03,0.0,,0.0,,0.0,101.25
2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31292.93,0.03,0.0,,0.0,,0.0,101.5
2013-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31292.93,0.03,0.0,,0.0,,0.0,101.5
2013-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31292.93,0.03,0.0,,0.0,,0.0,101.5
2013-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31622.82,0.04,0.0,,0.0,,0.0,102.57
2013-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31622.82,0.04,0.0,,0.0,,0.0,102.57
2013-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31662.89,0.04,0.0,,0.0,,0.0,102.7
2013-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31709.14,0.04,0.0,,0.0,,0.0,102.85
2013-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,31801.63,0.04,0.0,,0.0,,0.0,103.15
2013-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,32032.86,0.04,0.0,,0.0,,0.0,103.9
2013-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,32680.3,0.04,0.0,,0.0,,0.0,106.0
2013-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,32680.3,0.04,0.0,,0.0,,0.0,106.0
2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,32680.3,0.04,0.0,,0.0,,0.0,106.0
2013-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,32840.62,0.04,0.0,,0.0,,0.0,106.52
2013-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,32942.36,0.04,0.0,,0.0,,0.0,106.85
2013-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,33142.76,0.04,0.0,,0.0,,0.0,107.5
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,33574.38,0.04,0.0,,0.0,,0.0,108.9
2013-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,343.0,33636.05,0.04,0.0,,0.0,,0.0,109.1
2013-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,293.0,29657.23,0.03,0.0,,0.0,,0.0,112.61
2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,23042.86,0.03,0.0,,0.0,,0.0,110.5
2013-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22730.06,0.03,0.0,,0.0,,0.0,109.0
2013-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22625.79,0.03,0.0,,0.0,,0.0,108.5
2013-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22584.08,0.03,0.0,,0.0,,0.0,108.3
2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22730.06,0.03,0.0,,0.0,,0.0,109.0
2013-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22511.1,0.03,0.0,,0.0,,0.0,107.95
2013-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22479.82,0.03,0.0,,0.0,,0.0,107.8
2013-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22477.73,0.03,0.0,,0.0,,0.0,107.79
2013-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22475.65,0.03,0.0,,0.0,,0.0,107.78
2013-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22475.65,0.02,0.0,,0.0,,0.0,107.78
2013-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,232.0,22475.65,0.03,0.0,,0.0,,0.0,107.78
2013-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,213.0,20648.37,0.02,0.0,,0.0,,0.0,107.85
2013-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,213.0,20648.37,0.02,0.0,,0.0,,0.0,107.85
2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,213.0,20657.94,0.02,0.0,,0.0,,0.0,107.9
2013-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,213.0,20659.86,0.02,0.0,,0.0,,0.0,107.91
2013-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,213.0,20677.09,0.02,0.0,,0.0,,0.0,108.0
2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,166.0,16114.54,0.02,0.0,,0.0,,0.0,108.0
2013-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,166.0,16116.03,0.02,0.0,,0.0,,0.0,108.01
