,ALIKO FP Equity_DX_SI_QTY,ALIKO FP Equity_DX_SHORT_INTEREST_VALUE,ALIKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALIKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALIKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALIKO FP Equity_DX_SI_MV,ALIKO FP Equity_DX_DSS,ALIKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALIKO FP Equity_DX_SUPPLY_SI_QTY,ALIKO FP Equity_DX_BROKER_SI_QTY,ALIKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALIKO FP Equity_DX_BROKER_SI_QTY_ADD,ALIKO FP Equity_DX_SUPPLY_SI_MV_DEC,ALIKO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALIKO FP Equity_DX_BROKER_SI_MV_ADD,ALIKO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALIKO FP Equity_DX_BROKER_SI_QTY_DEC,ALIKO FP Equity_DX_SUPPLY_SI_MV,ALIKO FP Equity_DX_BROKER_SI_MV_DEC,ALIKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALIKO FP Equity_DX_UTILIZATION_QUANTITY,ALIKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALIKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALIKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALIKO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALIKO FP Equity_DX_BROKER_SI_CON_RATIO,ALIKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALIKO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALIKO FP Equity_PX_LAST
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12523.0,18534.04,0.02,0.0,0.0,,0.0,1.48
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,18903.69,0.02,0.0,0.0,,0.0,1.51
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,20030.4,0.02,0.0,0.0,,0.0,1.6
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,20030.4,0.02,0.0,0.0,,0.0,1.6
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,20155.59,0.02,0.0,0.0,,0.0,1.61
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,19905.21,0.02,0.0,0.0,,0.0,1.59
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,19905.21,0.02,0.0,0.0,,0.0,1.59
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,19529.64,0.02,0.0,0.0,,0.0,1.56
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12519.0,19404.45,0.02,0.0,0.0,,0.0,1.55
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,119.0,185.64,0.0,0.0,0.0,,0.0,1.56
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,119.0,180.88,0.0,0.0,0.0,,0.0,1.52
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,119.0,182.07,0.0,0.0,0.0,,0.0,1.53
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,119.0,184.45,0.0,0.0,0.0,,0.0,1.55
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,119.0,190.4,0.0,0.0,0.0,,0.0,1.6
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,34.96,0.0,0.0,0.0,,0.0,1.52
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,34.73,0.0,0.0,0.0,,0.0,1.51
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,188.48,0.0,0.0,0.0,,0.0,1.52
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,36.72,0.0,0.0,0.0,,0.0,1.53
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,36.48,0.0,0.0,0.0,,0.0,1.52
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,36.72,0.0,0.0,0.0,,0.0,1.53
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,36.24,0.0,0.0,0.0,,0.0,1.51
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,186.0,0.0,0.0,0.0,,0.0,1.5
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,36.24,0.0,0.0,0.0,,0.0,1.51
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,35.76,0.0,0.0,0.0,,0.0,1.49
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,35.76,0.0,0.0,0.0,,0.0,1.49
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,173.6,0.0,0.0,0.0,,0.0,1.4
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,181.04,0.0,0.0,0.0,,0.0,1.46
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,182.28,0.0,0.0,0.0,,0.0,1.47
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,182.28,0.0,0.0,0.0,,0.0,1.47
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,36.24,0.0,0.0,0.0,,0.0,1.51
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,184.76,0.0,0.0,0.0,,0.0,1.49
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,179.8,0.0,0.0,0.0,,0.0,1.45
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,177.32,0.0,0.0,0.0,,0.0,1.43
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,182.28,0.0,0.0,0.0,,0.0,1.47
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,179.8,0.0,0.0,0.0,,0.0,1.45
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,178.56,0.0,0.0,0.0,,0.0,1.44
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,34.8,0.0,0.0,0.0,,0.0,1.45
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,34.8,0.0,0.0,0.0,,0.0,1.45
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,34.8,0.0,0.0,0.0,,0.0,1.45
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,178.56,0.0,0.0,0.0,,0.0,1.44
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,34.56,0.0,0.0,0.0,,0.0,1.44
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,24.0,34.8,0.0,0.0,0.0,,0.0,1.45
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,179.8,0.0,0.0,0.0,,0.0,1.45
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,177.32,0.0,0.0,0.0,,0.0,1.43
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,124.0,182.28,0.0,0.0,0.0,,0.0,1.47
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,123.0,180.81,0.0,0.0,0.0,,0.0,1.47
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,123.0,180.81,0.0,0.0,0.0,,0.0,1.47
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.81,0.0,0.0,0.0,,0.0,1.47
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.81,0.0,0.0,0.0,,0.0,1.47
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.58,0.0,0.0,0.0,,0.0,1.46
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.81,0.0,0.0,0.0,,0.0,1.47
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.81,0.0,0.0,0.0,,0.0,1.47
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,223.0,323.35,0.0,0.0,0.0,,0.0,1.45
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,223.0,323.35,0.0,0.0,0.0,,0.0,1.45
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,223.0,323.35,0.0,0.0,0.0,,0.0,1.45
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,32.89,0.0,0.0,0.0,,0.0,1.43
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.12,0.0,0.0,0.0,,0.0,1.44
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,34.5,0.0,0.0,0.0,,0.0,1.5
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,23.0,33.12,0.0,0.0,0.0,,0.0,1.44
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,123.0,172.2,0.0,0.0,0.0,,0.0,1.4
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,32.23,0.0,0.0,0.0,,0.0,1.465
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,172.02,0.0,0.0,0.0,,0.0,1.41
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,30.91,0.0,0.0,0.0,,0.0,1.405
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,30.8,0.0,0.0,0.0,,0.0,1.4
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,30.14,0.0,0.0,0.0,,0.0,1.37
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,31.46,0.0,0.0,0.0,,0.0,1.43
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,183.0,0.0,0.0,0.0,,0.0,1.5
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,179.34,0.0,0.0,0.0,,0.0,1.47
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,179.34,0.0,0.0,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,32.34,0.0,0.0,0.0,,0.0,
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,32.34,0.0,0.0,0.0,,0.0,1.47
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,32.78,0.0,0.0,0.0,,0.0,1.49
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,31.68,0.0,0.0,0.0,,0.0,1.44
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,31.24,0.0,0.0,0.0,,0.0,1.42
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,30.8,0.0,0.0,0.0,,0.0,1.4
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,31.02,0.0,0.0,0.0,,0.0,1.41
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,33.44,0.0,0.0,0.0,,0.0,1.52
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,33.44,0.0,0.0,0.0,,0.0,
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,33.66,0.0,0.0,0.0,,0.0,1.53
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,34.32,0.0,0.0,0.0,,0.0,1.56
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,183.61,0.0,0.0,0.0,,0.0,1.505
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,122.0,187.88,0.0,0.0,0.0,,0.0,1.54
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,22.0,34.32,0.0,0.0,0.0,,0.0,1.56
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,39.0,61.62,0.0,0.0,0.0,,0.0,1.58
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,39.0,62.4,0.0,0.0,0.0,,0.0,1.6
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,103.0,162.74,0.0,0.0,0.0,,0.0,1.58
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,103.0,164.8,0.0,0.0,0.0,,0.0,1.6
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,103.0,162.74,0.0,0.0,0.0,,0.0,1.58
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,103.0,163.77,0.0,0.0,0.0,,0.0,1.59
2025-05-20,18000.0,28620.0,0.13,2.69,0.13,0.03,0.0,28620.0,18000.0,18000.0,28620.0,18000.0,,,0.03,18000.0,,0.03,,100.0,99.43,0.0,0.0,0.0,100.0,1.0,100.0,0.9943,1.59
2025-05-21,18000.0,28440.0,0.13,2.8,0.13,0.03,0.0,28440.0,18000.0,18000.0,28440.0,,,,,,,0.03,,100.0,99.43,0.0,0.0,0.0,100.0,1.0,100.0,0.9943,1.58
2025-05-22,5600.0,8848.0,0.04,0.88,0.04,0.01,0.0,8848.0,5600.0,5600.0,8848.0,,0.02,12400.0,,,12400.0,0.01,0.02,100.0,98.19,0.0,0.0,0.0,100.0,1.0,100.0,0.9819,1.58
2025-05-23,5600.0,8848.0,0.04,0.92,0.04,0.01,0.0,8848.0,5600.0,5600.0,8848.0,,,,,,,0.01,,100.0,98.19,0.0,0.0,0.0,100.0,1.0,100.0,0.9819,1.58
2025-05-26,5600.0,8848.0,0.04,0.91,0.04,0.01,0.0,8848.0,5600.0,5600.0,8848.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.58
2025-05-27,5600.0,8736.0,0.04,0.91,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-05-28,5600.0,8736.0,0.04,0.92,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-05-29,5600.0,8736.0,0.04,0.83,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-05-30,5600.0,8848.0,0.04,0.83,0.04,0.01,0.0,8848.0,5600.0,5600.0,8848.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.58
2025-06-02,5600.0,8736.0,0.04,0.88,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-03,5600.0,8736.0,0.04,0.97,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-04,5600.0,8736.0,0.04,0.98,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-05,5600.0,8792.0,0.04,0.98,0.04,0.01,0.0,8792.0,5600.0,5600.0,8792.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.57
2025-06-06,5600.0,8792.0,0.04,0.99,0.04,0.01,0.0,8792.0,5600.0,5600.0,8792.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.57
2025-06-09,5600.0,8736.0,0.04,1.01,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-10,5600.0,8736.0,0.04,1.01,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-11,5600.0,8792.0,0.04,1.02,0.04,0.01,0.0,8792.0,5600.0,5600.0,8792.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.57
2025-06-12,5600.0,8736.0,0.04,1.0,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-13,5600.0,8736.0,0.04,1.04,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-16,5600.0,8736.0,0.04,1.07,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-17,5600.0,8736.0,0.04,1.08,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-18,5600.0,8736.0,0.04,1.08,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-19,5600.0,8736.0,0.04,1.63,0.04,0.01,0.0,8736.0,5600.0,5600.0,8736.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.56
2025-06-20,5600.0,8680.0,0.04,1.85,0.04,0.01,0.0,8680.0,5600.0,5600.0,8680.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.55
2025-06-23,5600.0,8680.0,0.04,1.89,0.04,0.01,0.0,8680.0,5600.0,5600.0,8680.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.55
2025-06-24,5600.0,8624.0,0.04,2.04,0.04,0.01,0.0,8624.0,5600.0,5600.0,8624.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.54
2025-06-25,5600.0,8512.0,0.04,2.1,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.12,0.0,0.0,0.0,100.0,1.0,100.0,0.9912,1.52
2025-06-26,5600.0,8624.0,0.04,2.25,0.04,0.01,0.0,8624.0,5600.0,5600.0,8624.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.54
2025-06-27,5600.0,8624.0,0.04,2.44,0.04,0.01,0.0,8624.0,5600.0,5600.0,8624.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.54
2025-06-30,5600.0,8512.0,0.04,2.4,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-01,5600.0,8512.0,0.04,2.51,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-02,5600.0,8512.0,0.04,2.69,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-03,5600.0,8512.0,0.04,2.95,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-04,5600.0,8512.0,0.04,2.95,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-07,5600.0,8512.0,0.04,3.25,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-08,5600.0,8512.0,0.04,3.47,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-09,5600.0,8512.0,0.04,3.5,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-10,5600.0,8512.0,0.04,6.01,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-11,5600.0,8512.0,0.04,6.08,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-14,5600.0,8512.0,0.04,6.54,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
2025-07-15,5600.0,8512.0,0.04,6.56,0.04,0.01,0.0,8512.0,5600.0,5600.0,8512.0,,,,,,,0.01,,100.0,99.13,0.0,0.0,0.0,100.0,1.0,100.0,0.9913,1.52
