,EVOE FP Equity_DX_SI_QTY,EVOE FP Equity_DX_SHORT_INTEREST_VALUE,EVOE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EVOE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EVOE FP Equity_DX_SI_MV,EVOE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EVOE FP Equity_DX_SUPPLY_SI_QTY,EVOE FP Equity_DX_BROKER_SI_QTY,EVOE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EVOE FP Equity_DX_SUPPLY_SI_MV,EVOE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EVOE FP Equity_DX_UTILIZATION_QUANTITY,EVOE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EVOE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EVOE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EVOE FP Equity_DX_ACTIVE_UTILIZATION_MV,EVOE FP Equity_DX_BROKER_SI_CON_RATIO,EVOE FP Equity_DX_DEMAND_SUPPLY_RATIO,EVOE FP Equity_PX_LAST
2021-06-01,,,,,,,,,,,,,,,,,,,146.0
2021-06-02,,,,,,,,,,,,,,,,,,,146.32
2021-06-03,,,,,,,,,,,,,,,,,,,146.8
2021-06-04,,,,,,,,,,,,,,,,,,,147.36
2021-06-07,,,,,,,,,,,,,,,,,,,147.86
2021-06-08,,,,,,,,,,,,,,,,,,,148.46
2021-06-09,,,,,,,,,,,,,,,,,,,149.12
2021-06-10,,,,,,,,,,,,,,,,,,,149.18
2021-06-11,,,,,,,,,,,,,,,,,,,149.98
2021-06-14,,,,,,,,,,,,,,,,,,,150.52
2021-06-15,,,,,,,,,,,,,,,,,,,150.92
2021-06-16,,,,,,,,,,,,,,,,,,,151.48
2021-06-17,,,,,,,,,,,,,,,,,,,151.26
2021-06-18,,,,,,,,,,,,,,,,,,,149.74
2021-06-21,,,,,,,,,,,,,,,,,,,150.52
2021-06-22,,,,,,,,,,,,,,,,,,,150.94
2021-06-23,,,,,,,,,,,,,,,,,,,149.68
2021-06-24,,,,,,,,,,,,,,,,,,,151.02
2021-06-25,,,,,,,,,,,,,,,,,,,150.92
2021-06-28,,,,,,,,,,,,,,,,,,,150.56
2021-06-29,,,,,,,,,,,,,,,,,,,150.92
2021-06-30,,,,,,,,,,,,,,,,,,,150.12
2021-07-01,,,,,,,,,,,,,,,,,,,150.54
2021-07-02,,,,,,,,,,,,,,,,,,,150.88
2021-07-05,,,,,,,,,,,,,,,,,,,151.4
2021-07-06,,,,,,,,,,,,,,,,,,,150.82
2021-07-07,,,,,,,,,,,,,,,,,,,152.28
2021-07-08,,,,,,,,,,,,,,,,,,,150.4
2021-07-09,,,,,,,,,,,,,,,,,,,151.82
2021-07-12,,,,,,,,,,,,,,,,,,,153.1
2021-07-13,,,,,,,,,,,,,,,,,,,153.82
2021-07-14,,,,,,,,,,,,,,,,,,,153.5
2021-07-15,,,,,,,,,,,,,,,,,,,152.66
2021-07-16,,,,,,,,,,,,,,,,,,,152.52
2021-07-19,,,,,,,,,,,,,,,,,,,149.98
2021-07-20,,,,,,,,,,,,,,,,,,,150.0
2021-07-21,,,,,,,,,,,,,,,,,,,152.1
2021-07-22,,,,,,,,,,,,,,,,,,,152.82
2021-07-23,,,,,,,,,,,,,,,,,,,154.1
2021-07-26,,,,,,,,,,,,,,,,,,,153.5
2021-07-27,,,,,,,,,,,,,,,,,,,153.54
2021-07-28,,,,,,,,,,,,,,,,,,,154.26
2021-07-29,,,,,,,,,,,,,,,,,,,154.64
2021-07-30,,,,,,,,,,,,,,,,,,,154.74
2021-08-02,,,,,,,,,,,,,,,,,,,155.44
2021-08-03,,,,,,,,,,,,,,,,,,,156.38
2021-08-04,,,,,,,,,,,,,,,,,,,156.62
2021-08-05,,,,,,,,,,,,,,,,,,,157.4
2021-08-06,,,,,,,,,,,,,,,,,,,157.3
2021-08-09,,,,,,,,,,,,,,,,,,,157.26
2021-08-10,,,,,,,,,,,,,,,,,,,157.66
2021-08-11,,,,,,,,,,,,,,,,,,,158.46
2021-08-12,,,,,,,,,,,,,,,,,,,158.88
2021-08-13,,,,,,,,,,,,,,,,,,,159.02
2021-08-16,,,,,,,,,,,,,,,,,,,158.58
2021-08-17,,,,,,,,,,,,,,,,,,,159.38
2021-08-18,,,,,,,,,,,,,,,,,,,159.32
2021-08-19,,,,,,,,,,,,,,,,,,,157.38
2021-08-20,,,,,,,,,,,,,,,,,,,157.86
2021-08-23,,,,,,,,,,,,,,,,,,,158.92
2021-08-24,,,,,,,,,,,,,,,,,,,158.18
2021-08-25,,,,,,,,,,,,,,,,,,,157.36
2021-08-26,,,,,,,,,,,,,,,,,,,157.16
2021-08-27,,,,,,,,,,,,,,,,,,,158.02
2021-08-30,,,,,,,,,,,,,,,,,,,158.3
2021-08-31,,,,,,,,,,,,,,,,,,,157.02
2021-09-01,,,,,,,,,,,,,,,,,,,157.66
2021-09-02,,,,,,,,,,,,,,,,,,,157.68
2021-09-03,,,,,,,,,,,,,,,,,,,157.08
2021-09-06,,,,,,,,,,,,,,,,,,,158.08
2021-09-07,,,,,,,,,,,,,,,,,,,157.42
2021-09-08,,,,,,,,,,,,,,,,,,,156.48
2021-09-09,,,,,,,,,,,,,,,,,,,156.42
2021-09-10,,,,,,,,,,,,,,,,,,,155.46
2021-09-13,,,,,,,,,,,,,,,,,,,155.8
2021-09-14,,,,,,,,,,,,,,,,,,,155.74
2021-09-15,,,,,,,,,,,,,,,,,,,154.84
2021-09-16,,,,,,,,,,,,,,,,,,,155.22
2021-09-17,,,,,,,,,,,,,,,,,,,154.08
2021-09-20,,,,,,,,,,,,,,,,,,,152.12
2021-09-21,,,,,,,,,,,,,,,,,,,153.82
2021-09-22,,,,,,,,,,,,,,,,,,,154.84
2021-09-23,,,,,,,,,,,,,,,,,,,156.2
2021-09-24,,,,,,,,,,,,,,,,,,,154.3
2021-09-27,,,,,,,,,,,,,,,,,,,153.36
2021-09-28,,,,,,,,,,,,,,,,,,,150.54
2021-09-29,,,,,,,,,,,,,,,,,,,151.38
2021-09-30,,,,,,,,,,,,,,,,,,,151.44
2021-10-01,,,,,,,,,,,,,,,,,,,151.74
2021-10-04,,,,,,,,,,,,,,,,,,,151.3
2021-10-05,,,,,,,,,,,,,,,,,,,152.62
2021-10-06,,,,,,,,,,,,,,,,,,,150.94
2021-10-07,,,,,,,,,,,,,,,,,,,152.58
2021-10-08,,,,,,,,,,,,,,,,,,,152.6
2021-10-11,,,,,,,,,,,,,,,,,,,152.4
2021-10-12,,,,,,,,,,,,,,,,,,,152.24
2021-10-13,,,,,,,,,,,,,,,,,,,153.44
2021-10-14,,,,,,,,,,,,,,,,,,,154.52
2021-10-15,,,,,,,,,,,,,,,,,,,155.56
2021-10-18,,,,,,,,,,,,,,,,,,,154.84
2021-10-19,,,,,,,,,,,,,,,,,,,155.28
2021-10-20,,,,,,,,,,,,,,,,,,,156.32
2021-10-21,,,,,,,,,,,,,,,,,,,155.96
2021-10-22,,,,,,,,,,,,,,,,,,,156.5
2021-10-25,,,,,,,,,,,,,,,,,,,156.02
2021-10-26,,,,,,,,,,,,,,,,,,,156.94
2021-10-27,,,,,,,,,,,,,,,,,,,156.52
2021-10-28,,,,,,,,,,,,,,,,,,,156.38
2021-10-29,,,,,,,,,,,,,,,,,,,156.26
2021-11-01,,,,,,,,,,,,,,,,,,,157.8
2021-11-02,,,,,,,,,,,,,,,,,,,158.16
2021-11-03,,,,,,,,,,,,,,,,,,,159.08
2021-11-04,,,,,,,,,,,,,,,,,,,160.04
2021-11-05,,,,,,,,,,,,,,,,,,,160.2
2021-11-08,,,,,,,,,,,,,,,,,,,159.7
2021-11-09,,,,,,,,,,,,,,,,,,,159.82
2021-11-10,,,,,,,,,,,,,,,,,,,160.56
2021-11-11,,,,,,,,,,,,,,,,,,,160.82
2021-11-12,,,,,,,,,,,,,,,,,,,162.18
2021-11-15,,,,,,,,,,,,,,,,,,,162.8
2021-11-16,,,,,,,,,,,,,,,,,,,162.92
2021-11-17,,,,,,,,,,,,,,,,,,,163.76
2021-11-18,,,,,,,,,,,,,,,,,,,163.26
2021-11-19,,,,,,,,,,,,,,,,,,,163.78
2021-11-22,,,,,,,,,,,,,,,,,,,164.04
2021-11-23,,,,,,,,,,,,,,,,,,,162.66
2021-11-24,,,,,,,,,,,,,,,,,,,162.56
2021-11-25,,,,,,,,,,,,,,,,,,,162.8
2021-11-26,,,,,,,,,,,,,,,,,,,158.64
2021-11-29,,,,,,,,,,,,,,,,,,,159.84
2021-11-30,,,,,,,,,,,,,,,,,,,158.5
2021-12-01,,,,,,,,,,,,,,,,,,,160.02
2021-12-02,,,,,,,,,,,,,,,,,,,159.22
2021-12-03,,,,,,,,,,,,,,,,,,,158.92
2021-12-06,,,,,,,,,,,,,,,,,,,161.36
2021-12-07,,,,,,,,,,,,,,,,,,,164.16
2021-12-08,,,,,,,,,,,,,,,,,,,163.12
2021-12-09,,,,,,,,,,,,,,,,,,,163.62
2021-12-10,,,,,,,,,,,,,,,,,,,163.44
2021-12-13,,,,,,,,,,,,,,,,,,,163.56
2021-12-14,,,,,,,,,,,,,,,,,,,161.98
2021-12-15,,,,,,,,,,,,,,,,,,,162.94
2021-12-16,,,,,,,,,,,,,,,,,,,164.64
2021-12-17,,,,,,,,,,,,,,,,,,,163.58
2021-12-20,,,,,,,,,,,,,,,,,,,161.62
2021-12-21,,,,,,,,,,,,,,,,,,,163.02
2021-12-22,,,,,,,,,,,,,,,,,,,163.78
2021-12-23,,,,,,,,,,,,,,,,,,,165.42
2021-12-24,,,,,,,,,,,,,,,,,,,165.0
2021-12-27,,,,,,,,,,,,,,,,,,,165.86
2021-12-28,,,,,,,,,,,,,,,,,,,167.68
2021-12-29,,,,,,,,,,,,,,,,,,,167.54
2021-12-30,,,,,,,,,,,,,,,,,,,167.58
2021-12-31,,,,,,,,,,,,,,,,,,,167.16
2022-01-03,,,,,,,,,,,,,,,,,,,168.14
2022-01-04,,,,,,,,,,,,,,,,,,,168.78
2022-01-05,,,,,,,,,,,,,,,,,,,168.1
2022-01-06,,,,,,,,,,,,,,,,,,,165.46
2022-01-07,,,,,,,,,,,,,,,,,,,165.14
2022-01-10,,,,,,,,,,,,,,,,,,,162.12
2022-01-11,,,,,,,,,,,,,,,,,,,163.48
2022-01-12,,,,,,,,,,,,,,,,,,,164.14
2022-01-13,,,,,,,,,,,,,,,,,,,163.14
2022-01-14,,,,,,,,,,,,,,,,,,,161.44
2022-01-17,,,,,,,,,,,,,,,,,,,162.86
2022-01-18,,,,,,,,,,,,,,,,,,,160.98
2022-01-19,,,,,,,,,,,,,,,,,,,161.44
2022-01-20,,,,,,,,,,,,,,,,,,,161.88
2022-01-21,,,,,,,,,,,,,,,,,,,159.56
2022-01-24,,,,,,,,,,,,,,,,,,,154.72
2022-01-25,,,,,,,,,,,,,,,,,,,155.76
2022-01-26,,,,,,,,,,,,,,,,,,,156.82
2022-01-27,,,,,,,,,,,,,,,,,,,157.98
2022-01-28,,,,,,,,,,,,,,,,,,,156.84
2022-01-31,,,,,,,,,,,,,,,,,,,158.0
2022-02-01,,,,,,,,,,,,,,,,,,,159.46
2022-02-02,,,,,,,,,,,,,,,,,,,160.34
2022-02-03,,,,,,,,,,,,,,,,,,,157.3
2022-02-04,,,,,,,,,,,,,,,,,,,155.14
2022-02-07,,,,,,,,,,,,,,,,,,,155.76
2022-02-08,,,,,,,,,,,,,,,,,,,155.42
2022-02-09,,,,,,,,,,,,,,,,,,,157.2
2022-02-10,,,,,,,,,,,,,,,,,,,156.16
2022-02-11,,,,,,,,,,,,,,,,,,,155.28
2022-02-14,,,,,,,,,,,,,,,,,,,152.86
2022-02-15,,,,,,,,,,,,,,,,,,,155.12
2022-02-16,,,,,,,,,,,,,,,,,,,154.8
2022-02-17,,,,,,,,,,,,,,,,,,,153.84
2022-02-18,,,,,,,,,,,,,,,,,,,153.54
2022-02-21,,,,,,,,,,,,,,,,,,,151.44
2022-02-22,,,,,,,,,,,,,,,,,,,151.34
2022-02-23,,,,,,,,,,,,,,,,,,,151.68
2022-02-24,,,,,,,,,,,,,,,,,,,146.86
2022-02-25,,,,,,,,,,,,,,,,,,,151.98
2022-02-28,,,,,,,,,,,,,,,,,,,152.62
2022-03-01,,,,,,,,,,,,,,,,,,,150.62
2022-03-02,,,,,,,,,,,,,,,,,,,150.5
2022-03-03,,,,,,,,,,,,,,,,,,,148.24
2022-03-04,,,,,,,,,,,,,,,,,,,144.72
2022-03-07,,,,,,,,,,,,,,,,,,,143.14
2022-03-08,,,,,,,,,,,,,,,,,,,140.78
2022-03-09,,,,,,,,,,,,,,,,,,,147.08
2022-03-10,,,,,,,,,,,,,,,,,,,145.04
2022-03-11,,,,,,,,,,,,,,,,,,,146.22
2022-03-14,,,,,,,,,,,,,,,,,,,148.56
2022-03-15,,,,,,,,,,,,,,,,,,,148.2
2022-03-16,,,,,,,,,,,,,,,,,,,152.44
2022-03-17,,,,,,,,,,,,,,,,,,,152.94
2022-03-18,,,,,,,,,,,,,,,,,,,153.94
2022-03-21,,,,,,,,,,,,,,,,,,,153.96
2022-03-22,,,,,,,,,,,,,,,,,,,154.58
2022-03-23,,,,,,,,,,,,,,,,,,,153.12
2022-03-24,,,,,,,,,,,,,,,,,,,153.14
2022-03-25,,,,,,,,,,,,,,,,,,,153.38
2022-03-28,,,,,,,,,,,,,,,,,,,154.6
2022-03-29,,,,,,,,,,,,,,,,,,,156.18
2022-03-30,,,,,,,,,,,,,,,,,,,155.6
2022-03-31,,,,,,,,,,,,,,,,,,,154.86
2022-04-01,,,,,,,,,,,,,,,,,,,155.46
2022-04-04,,,,,,,,,,,,,,,,,,,156.24
2022-04-05,,,,,,,,,,,,,,,,,,,157.42
2022-04-06,,,,,,,,,,,,,,,,,,,156.32
2022-04-07,,,,,,,,,,,,,,,,,,,156.74
2022-04-08,,,,,,,,,,,,,,,,,,,158.94
2022-04-11,,,,,,,,,,,,,,,,,,,158.36
2022-04-12,,,,,,,,,,,,,,,,,,,157.38
2022-04-13,,,,,,,,,,,,,,,,,,,156.68
2022-04-14,,,,,,,,,,,,,,,,,,,158.3
2022-04-19,,,,,,,,,,,,,,,,,,,155.84
2022-04-20,,,,,,,,,,,,,,,,,,,157.18
2022-04-21,,,,,,,,,,,,,,,,,,,157.52
2022-04-22,,,,,,,,,,,,,,,,,,,155.92
2022-04-25,,,,,,,,,,,,,,,,,,,154.94
2022-04-26,,,,,,,,,,,,,,,,,,,154.24
2022-04-27,,,,,,,,,,,,,,,,,,,155.38
2022-04-28,,,,,,,,,,,,,,,,,,,156.48
2022-04-29,,,,,,,,,,,,,,,,,,,156.9
2022-05-02,,,,,,,,,,,,,,,,,,,154.12
2022-05-03,,,,,,,,,,,,,,,,,,,155.04
2022-05-04,,,,,,,,,,,,,,,,,,,152.7
2022-05-05,,,,,,,,,,,,,,,,,,,152.12
2022-05-06,,,,,,,,,,,,,,,,,,,149.26
2022-05-09,,,,,,,,,,,,,,,,,,,145.52
2022-05-10,,,,,,,,,,,,,,,,,,,147.08
2022-05-11,,,,,,,,,,,,,,,,,,,148.44
2022-05-12,,,,,,,,,,,,,,,,,,,148.02
2022-05-13,,,,,,,,,,,,,,,,,,,150.58
2022-05-16,,,,,,,,,,,,,,,,,,,150.68
2022-05-17,,,,,,,,,,,,,,,,,,,151.34
2022-05-18,,,,,,,,,,,,,,,,,,,149.58
2022-05-19,,,,,,,,,,,,,,,,,,,146.92
2022-05-20,,,,,,,,,,,,,,,,,,,148.48
2022-05-23,,,,,,,,,,,,,,,,,,,149.92
2022-05-24,,,,,,,,,,,,,,,,,,,149.22
2022-05-25,,,,,,,,,,,,,,,,,,,149.7
2022-05-26,,,,,,,,,,,,,,,,,,,150.38
2022-05-27,,,,,,,,,,,,,,,,,,,152.04
2022-05-30,,,,,,,,,,,,,,,,,,,152.4
2022-05-31,,,,,,,,,,,,,,,,,,,151.46
2022-06-01,,,,,,,,,,,,,,,,,,,149.76
2022-06-02,,,,,,,,,,,,,,,,,,,150.52
2022-06-03,,,,,,,,,,,,,,,,,,,149.92
2022-06-06,,,,,,,,,,,,,,,,,,,151.08
2022-06-07,,,,,,,,,,,,,,,,,,,149.82
2022-06-08,,,,,,,,,,,,,,,,,,,148.06
2022-06-09,,,,,,,,,,,,,,,,,,,146.9
2022-06-10,,,,,,,,,,,,,,,,,,,144.1
2022-06-13,,,,,,,,,,,,,,,,,,,141.62
2022-06-14,,,,,,,,,,,,,,,,,,,139.16
2022-06-15,,,,,,,,,,,,,,,,,,,140.76
2022-06-16,,,,,,,,,,,,,,,,,,,138.86
2022-06-17,,,,,,,,,,,,,,,,,,,138.64
2022-06-20,,,,,,,,,,,,,,,,,,,140.02
2022-06-21,,,,,,,,,,,,,,,,,,,139.22
2022-06-22,,,,,,,,,,,,,,,,,,,139.06
2022-06-23,,,,,,,,,,,,,,,,,,,138.48
2022-06-24,,,,,,,,,,,,,,,,,,,142.86
2022-06-27,,,,,,,,,,,,,,,,,,,143.1
2022-06-28,,,,,,,,,,,,,,,,,,,143.34
2022-06-29,,,,,,,,,,,,,,,,,,,143.12
2022-06-30,,,,,,,,,,,,,,,,,,,141.74
2022-07-01,,,,,,,,,,,,,,,,,,,142.18
2022-07-04,,,,,,,,,,,,,,,,,,,143.04
2022-07-05,,,,,,,,,,,,,,,,,,,141.76
2022-07-06,,,,,,,,,,,,,,,,,,,144.44
2022-07-07,,,,,,,,,,,,,,,,,,,145.88
2022-07-08,,,,,,,,,,,,,,,,,,,146.16
2022-07-11,,,,,,,,,,,,,,,,,,,145.8
2022-07-12,,,,,,,,,,,,,,,,,,,147.02
2022-07-13,,,,,,,,,,,,,,,,,,,145.48
2022-07-14,,,,,,,,,,,,,,,,,,,144.16
2022-07-15,,,,,,,,,,,,,,,,,,,146.14
2022-07-18,,,,,,,,,,,,,,,,,,,146.7
2022-07-19,,,,,,,,,,,,,,,,,,,148.4
2022-07-20,,,,,,,,,,,,,,,,,,,147.72
2022-07-21,,,,,,,,,,,,,,,,,,,148.56
2022-07-22,,,,,,,,,,,,,,,,,,,149.06
2022-07-25,,,,,,,,,,,,,,,,,,,149.12
2022-07-26,,,,,,,,,,,,,,,,,,,149.56
2022-07-27,,,,,,,,,,,,,,,,,,,149.64
2022-07-28,,,,,,,,,,,,,,,,,,,151.1
2022-07-29,,,,,,,,,,,,,,,,,,,152.44
2022-08-01,,,,,,,,,,,,,,,,,,,152.42
2022-08-02,,,,,,,,,,,,,,,,,,,152.16
2022-08-03,,,,,,,,,,,,,,,,,,,152.44
2022-08-04,,,,,,,,,,,,,,,,,,,152.88
2022-08-05,,,,,,,,,,,,,,,,,,,151.76
2022-08-08,,,,,,,,,,,,,,,,,,,152.8
2022-08-09,,,,,,,,,,,,,,,,,,,152.12
2022-08-10,,,,,,,,,,,,,,,,,,,153.68
2022-08-11,,,,,,,,,,,,,,,,,,,153.66
2022-08-12,,,,,,,,,,,,,,,,,,,153.48
2022-08-15,,,,,,,,,,,,,,,,,,,154.58
2022-08-16,,,,,,,,,,,,,,,,,,,154.62
2022-08-17,,,,,,,,,,,,,,,,,,,153.52
2022-08-18,,,,,,,,,,,,,,,,,,,154.36
2022-08-19,,,,,,,,,,,,,,,,,,,154.02
2022-08-22,,,,,,,,,,,,,,,,,,,152.76
2022-08-23,,,,,,,,,,,,,,,,,,,151.16
2022-08-24,,,,,,,,,,,,,,,,,,,151.6
2022-08-25,,,,,,,,,,,,,,,,,,,151.9
2022-08-26,,,,,,,,,,,,,,,,,,,149.16
2022-08-29,,,,,,,,,,,,,,,,,,,147.84
2022-08-30,,,,,,,,,,,,,,,,,,,147.6
2022-08-31,,,,,,,,,,,,,,,,,,,145.4
2022-09-01,,,,,,,,,,,,,,,,,,,143.58
2022-09-02,,,,,,,,,,,,,,,,,,,145.88
2022-09-05,,,,,,,,,,,,,,,,,,,144.7
2022-09-06,,,,,,,,,,,,,,,,,,,145.14
2022-09-07,,,,,,,,,,,,,,,,,,,144.8
2022-09-08,,,,,,,,,,,,,,,,,,,144.9
2022-09-09,,,,,,,,,,,,,,,,,,,146.8
2022-09-12,,,,,,,,,,,,,,,,,,,149.12
2022-09-13,,,,,,,,,,,,,,,,,,,147.26
2022-09-14,,,,,,,,,,,,,,,,,,,145.5
2022-09-15,,,,,,,,,,,,,,,,,,,144.74
2022-09-16,,,,,,,,,,,,,,,,,,,143.54
2022-09-19,,,,,,,,,,,,,,,,,,,143.22
2022-09-20,,,,,,,,,,,,,,,,,,,141.1
2022-09-21,,,,,,,,,,,,,,,,,,,142.28
2022-09-22,,,,,,,,,,,,,,,,,,,139.56
2022-09-23,,,,,,,,,,,,,,,,,,,137.36
2022-09-26,,,,,,,,,,,,,,,,,,,136.64
2022-09-27,,,,,,,,,,,,,,,,,,,136.6
2022-09-28,,,,,,,,,,,,,,,,,,,137.9
2022-09-29,,,,,,,,,,,,,,,,,,,134.76
2022-09-30,,,,,,,,,,,,,,,,,,,136.58
2022-10-03,,,,,,,,,,,,,,,,,,,137.22
2022-10-04,,,,,,,,,,,,,,,,,,,140.96
2022-10-05,,,,,,,,,,,,,,,,,,,139.44
2022-10-06,,,,,,,,,,,,,,,,,,,138.3
2022-10-07,,,,,,,,,,,,,,,,,,,136.24
2022-10-10,,,,,,,,,,,,,,,,,,,136.4
2022-10-11,,,,,,,,,,,,,,,,,,,135.96
2022-10-12,,,,,,,,,,,,,,,,,,,135.2
2022-10-13,,,,,,,,,,,,,,,,,,,135.28
2022-10-14,,,,,,,,,,,,,,,,,,,136.72
2022-10-17,,,,,,,,,,,,,,,,,,,139.04
2022-10-18,,,,,,,,,,,,,,,,,,,139.82
2022-10-19,,,,,,,,,,,,,,,,,,,139.26
2022-10-20,,,,,,,,,,,,,,,,,,,139.08
2022-10-21,,,,,,,,,,,,,,,,,,,137.52
2022-10-24,,,,,,,,,,,,,,,,,,,139.6
2022-10-25,,,,,,,,,,,,,,,,,,,142.06
2022-10-26,,,,,,,,,,,,,,,,,,,142.48
2022-10-27,,,,,,,,,,,,,,,,,,,142.44
2022-10-28,,,,,,,,,,,,,,,,,,,143.1
2022-10-31,,,,,,,,,,,,,,,,,,,143.06
2022-11-01,,,,,,,,,,,,,,,,,,,143.46
2022-11-02,,,,,,,,,,,,,,,,,,,143.26
2022-11-03,,,,,,,,,,,,,,,,,,,141.22
2022-11-04,,,,,,,,,,,,,,,,,,,143.3
2022-11-07,,,,,,,,,,,,,,,,,,,143.46
2022-11-08,,,,,,,,,,,,,,,,,,,144.8
2022-11-09,,,,,,,,,,,,,,,,,,,145.34
2022-11-10,,,,,,,,,,,,,,,,,,,149.16
2022-11-11,,,,,,,,,,,,,,,,,,,148.5
2022-11-14,,,,,,,,,,,,,,,,,,,148.7
2022-11-15,,,,,,,,,,,,,,,,,,,148.68
2022-11-16,,,,,,,,,,,,,,,,,,,147.78
2022-11-17,,,,,,,,,,,,,,,,,,,146.78
2022-11-18,,,,,,,,,,,,,,,,,,,148.66
2022-11-21,,,,,,,,,,,,,,,,,,,149.26
2022-11-22,,,,,,,,,,,,,,,,,,,149.74
2022-11-23,,,,,,,,,,,,,,,,,,,150.62
2022-11-24,,,,,,,,,,,,,,,,,,,151.0
2022-11-25,,,,,,,,,,,,,,,,,,,151.02
2022-11-28,,,,,,,,,,,,,,,,,,,150.14
2022-11-29,,,,,,,,,,,,,,,,,,,149.48
2022-11-30,,,,,,,,,,,,,,,,,,,149.98
2022-12-01,,,,,,,,,,,,,,,,,,,151.7
2022-12-02,,,,,,,,,,,,,,,,,,,151.5
2022-12-05,,,,,,,,,,,,,,,,,,,150.62
2022-12-06,,,,,,,,,,,,,,,,,,,150.7
2022-12-07,,,,,,,,,,,,,,,,,,,149.2
2022-12-08,,,,,,,,,,,,,,,,,,,148.8
2022-12-09,,,,,,,,,,,,,,,,,,,149.9
2022-12-12,,,,,,,,,,,,,,,,,,,148.94
2022-12-13,,,,,,,,,,,,,,,,,,,149.6
2022-12-14,,,,,,,,,,,,,,,,,,,150.88
2022-12-15,,,,,,,,,,,,,,,,,,,146.8
2022-12-16,,,,,,,,,,,,,,,,,,,145.46
2022-12-19,,,,,,,,,,,,,,,,,,,145.88
2022-12-20,,,,,,,,,,,,,,,,,,,144.32
2022-12-21,,,,,,,,,,,,,,,,,,,146.92
2022-12-22,,,,,,,,,,,,,,,,,,,147.12
2022-12-23,,,,,,,,,,,,,,,,,,,145.5
2022-12-27,,,,,,,,,,,,,,,,,,,145.66
2022-12-28,,,,,,,,,,,,,,,,,,,145.56
2022-12-29,,,,,,,,,,,,,,,,,,,146.36
2022-12-30,,,,,,,,,,,,,,,,,,,144.4
2023-01-02,,,,,,,,,,,,,,,,,,,145.62
2023-01-03,,,,,,,,,,,,,,,,,,,146.98
2023-01-04,,,,,,,,,,,,,,,,,,,149.66
2023-01-05,,,,,,,,,,,,,,,,,,,149.16
2023-01-06,,,,,,,,,,,,,,,,,,,150.54
2023-01-09,,,,,,,,,,,,,,,,,,,151.98
2023-01-10,,,,,,,,,,,,,,,,,,,150.92
2023-01-11,,,,,,,,,,,,,,,,,,,151.48
2023-01-12,,,,,,,,,,,,,,,,,,,152.06
2023-01-13,,,,,,,,,,,,,,,,,,,152.24
2023-01-16,,,,,,,,,,,,,,,,,,,153.36
2023-01-17,,,,,,,,,,,,,,,,,,,153.5
2023-01-18,,,,,,,,,,,,,,,,,,,153.92
2023-01-19,,,,,,,,,,,,,,,,,,,153.42
2023-01-20,,,,,,,,,,,,,,,,,,,152.6
2023-01-23,,,,,,,,,,,,,,,,,,,153.04
2023-01-24,,,,,,,,,,,,,,,,,,,152.66
2023-01-25,,,,,,,,,,,,,,,,,,,152.44
2023-01-26,,,,,,,,,,,,,,,,,,,152.66
2023-01-27,,,,,,,,,,,,,,,,,,,152.28
2023-01-30,,,,,,,,,,,,,,,,,,,152.58
2023-01-31,,,,,,,,,,,,,,,,,,,152.18
2023-02-01,,,,,,,,,,,,,,,,,,,152.22
2023-02-02,,,,,,,,,,,,,,,,,,,153.5
2023-02-03,,,,,,,,,,,,,,,,,,,154.22
2023-02-06,,,,,,,,,,,,,,,,,,,153.2
2023-02-07,,,,,,,,,,,,,,,,,,,152.78
2023-02-08,,,,,,,,,,,,,,,,,,,153.88
2023-02-09,,,,,,,,,,,,,,,,,,,154.38
2023-02-10,,,,,,,,,,,,,,,,,,,152.58
2023-02-13,,,,,,,,,,,,,,,,,,,154.02
2023-02-14,,,,,,,,,,,,,,,,,,,154.08
2023-02-15,,,,,,,,,,,,,,,,,,,154.9
2023-02-16,,,,,,,,,,,,,,,,,,,154.98
2023-02-17,,,,,,,,,,,,,,,,,,,155.58
2023-02-20,,,,,,,,,,,,,,,,,,,155.8
2023-02-21,,,,,,,,,,,,,,,,,,,155.86
2023-02-22,,,,,,,,,,,,,,,,,,,155.58
2023-02-23,,,,,,,,,,,,,,,,,,,155.9
2023-02-24,,,,,,,,,,,,,,,,,,,154.52
2023-02-27,,,,,,,,,,,,,,,,,,,156.26
2023-02-28,,,,,,,,,,,,,,,,,,,155.02
2023-03-01,,,,,,,,,,,,,,,,,,,153.76
2023-03-02,,,,,,,,,,,,,,,,,,,155.18
2023-03-03,,,,,,,,,,,,,,,,,,,155.76
2023-03-06,,,,,,,,,,,,,,,,,,,155.42
2023-03-07,,,,,,,,,,,,,,,,,,,154.26
2023-03-08,,,,,,,,,,,,,,,,,,,154.58
2023-03-09,,,,,,,,,,,,,,,,,,,154.32
2023-03-10,,,,,,,,,,,,,,,,,,,153.0
2023-03-13,,,,,,,,,,,,,,,,,,,150.92
2023-03-14,,,,,,,,,,,,,,,,,,,152.68
