,PTPXE FP Equity_DX_SI_QTY,PTPXE FP Equity_DX_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PTPXE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PTPXE FP Equity_DX_SI_MV,PTPXE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PTPXE FP Equity_DX_SUPPLY_SI_QTY,PTPXE FP Equity_DX_BROKER_SI_QTY,PTPXE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PTPXE FP Equity_DX_BROKER_SI_QTY_ADD,PTPXE FP Equity_DX_BROKER_SI_MV_ADD,PTPXE FP Equity_DX_SUPPLY_SI_QTY_ADD,PTPXE FP Equity_DX_SUPPLY_SI_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_UTILIZATION_QUANTITY,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PTPXE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PTPXE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PTPXE FP Equity_DX_ACTIVE_UTILIZATION_MV,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PTPXE FP Equity_DX_BROKER_SI_CON_RATIO,PTPXE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PTPXE FP Equity_DX_DEMAND_SUPPLY_RATIO,PTPXE FP Equity_PX_LAST
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,22.059
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,22.229
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,22.462
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,22.74
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,22.301
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,22.531
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,22.315
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,22.392
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,22.268
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,21.905
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,21.784
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,21.863
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,22.145
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,22.485
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,22.369
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,22.261
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,22.303
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,22.191
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,22.481
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,22.478
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,22.167
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,22.334
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,22.419
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,22.602
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,22.579
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,22.371
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,22.536
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,22.489
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,22.139
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,22.281
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,22.284
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,22.103
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,22.231
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,21.895
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,21.595
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,21.424
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,21.432
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,21.161
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,20.978
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,20.843
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,21.005
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,20.984
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,21.107
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,21.361
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,21.222
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,21.485
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,21.353
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,21.221
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,21.364
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,21.409
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,21.49
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,21.774
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,22.135
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,22.258
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,22.255
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,22.279
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,21.977
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,21.847
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,22.005
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,22.057
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,22.036
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,22.278
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,22.399
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,22.57
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,22.52
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,22.638
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,22.716
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,22.983
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,23.041
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,23.364
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,23.265
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,23.098
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,22.908
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,22.833
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,22.979
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,22.627
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,22.96
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,23.022
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,23.289
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,23.572
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,23.506
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,23.394
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,23.565
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,23.288
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,23.377
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,23.428
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,23.391
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,23.481
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,23.101
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,22.769
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,22.766
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,22.63
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,22.426
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,22.342
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,22.401
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,22.055
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,21.686
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,22.089
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,22.304
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,22.266
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,21.924
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,22.085
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,21.942
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,21.775
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,21.831
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,21.739
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,21.884
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,21.975
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,21.839
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,21.72
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,21.646
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,21.734
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,21.424
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,21.41
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,21.498
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,21.755
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,21.748
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,21.862
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,21.728
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,21.71
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,21.601
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,21.415
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,21.24
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,21.222
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,21.198
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,21.035
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,21.128
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,21.144
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,21.18
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,21.003
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,21.297
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,21.315
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,21.291
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,21.295
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,21.4
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,21.567
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,21.705
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,21.671
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,21.606
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,21.645
2022-11-08,,,,,,,,,,,,,,,,,,,,,,,,21.851
2022-11-09,,,,,,,,,,,,,,,,,,,,,,,,21.645
2022-11-10,,,,,,,,,,,,,,,,,,,,,,,,22.236
2022-11-11,,,,,,,,,,,,,,,,,,,,,,,,22.283
2022-11-14,,,,,,,,,,,,,,,,,,,,,,,,22.13
2022-11-15,,,,,,,,,,,,,,,,,,,,,,,,22.357
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,22.057
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,22.076
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,22.18
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,22.204
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,22.507
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,22.7
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,22.865
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,22.815
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,22.773
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,22.59
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,22.478
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,22.585
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,22.479
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,22.19
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,22.029
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,22.118
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,22.125
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,22.335
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,22.145
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,22.412
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,22.406
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,21.73
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,21.829
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,21.799
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,22.131
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,22.134
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,21.94
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,21.94
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,21.86
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,21.7
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,21.979
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,21.75
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,22.237
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,22.21
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,21.875
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,21.591
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,21.842
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,21.968
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,21.662
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,21.795
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,22.081
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,22.257
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,22.145
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,22.535
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,22.576
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,22.498
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,22.576
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,22.616
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,22.665
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,22.8
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,22.804
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,23.0
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,22.95
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,22.886
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,22.744
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,22.891
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,22.753
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,22.674
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,22.963
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,22.85
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,23.014
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,23.08
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,22.86
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,22.863
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,22.657
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,22.688
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,22.685
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,22.742
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,22.555
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,22.529
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,22.642
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,22.482
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,22.607
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,22.525
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,22.526
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,22.526
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,22.929
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,22.887
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,23.066
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,23.26
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,23.404
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,22.975
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,22.484
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,22.298
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,22.229
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,22.403
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,22.362
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,22.499
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,22.381
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,22.449
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,22.544
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,22.573
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,22.658
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,22.638
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,22.806
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,22.793
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,23.013
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,23.098
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,22.983
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,22.678
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,22.569
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,22.625
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,22.619
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,22.719
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,22.748
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,22.754
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,22.919
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,22.801
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,22.84
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,22.8
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,22.793
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,22.882
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,22.662
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,22.83
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,22.616
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,22.568
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,22.635
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,22.8
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,22.947
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,23.044
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,23.39
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,23.215
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,23.42
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,23.663
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,23.69
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,23.779
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,23.891
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,23.954
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,23.905
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,24.049
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,23.831
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,23.656
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,23.707
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,23.89
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,23.7
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,23.62
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,23.428
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,23.85
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,24.397
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,24.372
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,24.796
2023-06-07,,,,,,,,,,,,,,,,,,,,,,,,24.355
2023-06-08,,,,,,,,,,,,,,,,,,,,,,,,24.167
2023-06-09,,,,,,,,,,,,,,,,,,,,,,,,24.644
2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,24.773
2023-06-13,,,,,,,,,,,,,,,,,,,,,,,,25.119
2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,25.076
2023-06-15,,,,,,,,,,,,,,,,,,,,,,,,24.645
2023-06-16,,,,,,,,,,,,,,,,,,,,,,,,24.649
2023-06-19,,,,,,,,,,,,,,,,,,,,,,,,24.38
2023-06-20,,,,,,,,,,,,,,,,,,,,,,,,24.246
2023-06-21,,,,,,,,,,,,,,,,,,,,,,,,24.414
2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,24.271
2023-06-23,,,,,,,,,,,,,,,,,,,,,,,,23.794
2023-06-26,,,,,,,,,,,,,,,,,,,,,,,,23.77
2023-06-27,,,,,,,,,,,,,,,,,,,,,,,,23.693
2023-06-28,,,,,,,,,,,,,,,,,,,,,,,,24.05
2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,24.056
2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,24.184
2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,24.249
2023-07-04,,,,,,,,,,,,,,,,,,,,,,,,24.085
2023-07-05,,,,,,,,,,,,,,,,,,,,,,,,24.156
2023-07-06,,,,,,,,,,,,,,,,,,,,,,,,23.719
2023-07-07,,,,,,,,,,,,,,,,,,,,,,,,24.049
2023-07-10,,,,,,,,,,,,,,,,,,,,,,,,23.866
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,23.924
2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,24.0
2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,24.008
2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,23.707
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,23.639
2023-07-18,,,,,,,,,,,,,,,,,,,,,,,,24.02
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,24.093
2023-07-20,,,,,,,,,,,,,,,,,,,,,,,,23.917
2023-07-21,,,,,,,,,,,,,,,,,,,,,,,,23.94
2023-07-24,,,,,,,,,,,,,,,,,,,,,,,,24.083
2023-07-25,,,,,,,,,,,,,,,,,,,,,,,,24.164
2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,24.146
2023-07-27,,,,,,,,,,,,,,,,,,,,,,,,24.582
2023-07-28,,,,,,,,,,,,,,,,,,,,,,,,24.748
2023-07-31,,,,,,,,,,,,,,,,,,,,,,,,24.54
2023-08-01,,,,,,,,,,,,,,,,,,,,,,,,24.347
2023-08-02,,,,,,,,,,,,,,,,,,,,,,,,24.013
2023-08-03,,,,,,,,,,,,,,,,,,,,,,,,23.817
2023-08-04,,,,,,,,,,,,,,,,,,,,,,,,24.003
2023-08-07,,,,,,,,,,,,,,,,,,,,,,,,24.135
2023-08-08,,,,,,,,,,,,,,,,,,,,,,,,23.998
2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,23.841
2023-08-10,,,,,,,,,,,,,,,,,,,,,,,,24.036
2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,23.962
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,23.836
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,23.606
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,23.496
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,23.386
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,23.382
2023-08-21,,,,,,,,,,,,,,,,,,,,,,,,23.295
2023-08-22,,,,,,,,,,,,,,,,,,,,,,,,23.589
2023-08-23,,,,,,,,,,,,,,,,,,,,,,,,23.883
2023-08-24,,,,,,,,,,,,,,,,,,,,,,,,23.699
2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,23.769
2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,24.012
2023-08-29,,,,,,,,,,,,,,,,,,,,,,,,24.035
2023-08-30,,,,,,,,,,,,,,,,,,,,,,,,23.902
2023-08-31,,,,,,,,,,,,,,,,,,,,,,,,24.289
2023-09-01,,,,,,,,,,,,,,,,,,,,,,,,24.589
2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,24.763
2023-09-05,,,,,,,,,,,,,,,,,,,,,,,,24.848
2023-09-06,,,,,,,,,,,,,,,,,,,,,,,,24.871
2023-09-07,,,,,,,,,,,,,,,,,,,,,,,,24.918
2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,24.697
2023-09-11,,,,,,,,,,,,,,,,,,,,,,,,24.829
2023-09-12,,,,,,,,,,,,,,,,,,,,,,,,24.879
2023-09-13,,,,,,,,,,,,,,,,,,,,,,,,24.864
2023-09-14,,,,,,,,,,,,,,,,,,,,,,,,25.428
2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,25.32
2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,25.215
2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,25.392
2023-09-20,,,,,,,,,,,,,,,,,,,,,,,,25.202
2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,24.819
2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,24.933
2023-09-25,,,,,,,,,,,,,,,,,,,,,,,,24.936
2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,24.785
2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,24.934
2023-09-28,,,,,,,,,,,,,,,,,,,,,,,,24.782
2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,24.531
2023-10-02,,,,,,,,,,,,,,,,,,,,,,,,24.42
2023-10-03,,,,,,,,,,,,,,,,,,,,,,,,24.002
2023-10-04,,,,,,,,,,,,,,,,,,,,,,,,23.587
2023-10-05,,,,,,,,,,,,,,,,,,,,,,,,23.987
2023-10-06,,,,,,,,,,,,,,,,,,,,,,,,23.944
2023-10-09,,,,,,,,,,,,,,,,,,,,,,,,24.07
2023-10-10,,,,,,,,,,,,,,,,,,,,,,,,24.401
2023-10-11,,,,,,,,,,,,,,,,,,,,,,,,24.288
2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,24.539
2023-10-13,,,,,,,,,,,,,,,,,,,,,,,,24.226
2023-10-16,,,,,,,,,,,,,,,,,,,,,,,,24.177
2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,24.147
2023-10-18,,,,,,,,,,,,,,,,,,,,,,,,23.988
2023-10-19,,,,,,,,,,,,,,,,,,,,,,,,23.835
2023-10-20,,,,,,,,,,,,,,,,,,,,,,,,23.532
2023-10-23,,,,,,,,,,,,,,,,,,,,,,,,23.36
2023-10-24,,,,,,,,,,,,,,,,,,,,,,,,23.544
2023-10-25,,,,,,,,,,,,,,,,,,,,,,,,23.626
2023-10-26,,,,,,,,,,,,,,,,,,,,,,,,23.394
