,CDA FP Equity_DX_SI_QTY,CDA FP Equity_DX_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CDA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CDA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CDA FP Equity_DX_SI_MV,CDA FP Equity_DX_DSS,CDA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY,CDA FP Equity_DX_BROKER_SI_QTY,CDA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CDA FP Equity_DX_BROKER_SI_MV_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CDA FP Equity_DX_BROKER_SI_MV_INC_x,CDA FP Equity_DX_SUPPLY_SI_MV_NEW,CDA FP Equity_DX_BROKER_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_NEW,CDA FP Equity_DX_SUPPLY_SI_MV_DEC,CDA FP Equity_DX_BROKER_SI_QTY_INC,CDA FP Equity_DX_SUPPLY_SI_QTY_DEC,CDA FP Equity_DX_BROKER_SI_MV_NEW_y,CDA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CDA FP Equity_DX_BROKER_SI_MV_INC_y,CDA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CDA FP Equity_DX_BROKER_SI_MV_ADD,CDA FP Equity_DX_SUPPLY_SI_QTY_ADD,CDA FP Equity_DX_BROKER_SI_QTY_DEC,CDA FP Equity_DX_SUPPLY_SI_MV,CDA FP Equity_DX_BROKER_SI_MV_DEC,CDA FP Equity_DX_SUPPLY_SI_MV_RMV,CDA FP Equity_DX_BROKER_SI_MV_RMV,CDA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CDA FP Equity_DX_UTILIZATION_QUANTITY,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CDA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CDA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CDA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CDA FP Equity_DX_ACTIVE_UTILIZATION_MV,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CDA FP Equity_DX_BROKER_SI_CON_RATIO,CDA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CDA FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-01-29,16312.0,306800.09,0.12,6.02,0.1,0.42,0.0,0.0,16312.0,0.0,306800.09,,,,,,,,,,,,,,,,,,0.42,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.09,0.9164,95.67,0.284
2009-01-30,16312.0,303667.02,0.12,6.06,0.1,0.42,0.0,0.0,16312.0,0.0,303667.02,,,,,,,,,,,,,,,,,,0.42,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.1,0.916,95.65,0.284
2009-02-02,16312.0,305836.07,0.12,6.16,0.1,0.41,0.0,0.0,16312.0,0.0,305836.07,,,,,,,,,,,,,,,,,,0.41,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.05,0.9174,95.73,0.284
2009-02-03,16312.0,311861.21,0.12,6.85,0.1,0.42,0.0,0.0,16312.0,0.0,311861.21,,,,,,,,,,,,,,,,,,0.42,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.0,0.9189,95.8,0.284
2009-02-04,16312.0,313307.24,0.12,6.68,0.1,0.43,0.0,0.0,16312.0,0.0,313307.24,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.08,0.9167,95.69,0.284
2009-02-05,16312.0,315717.3,0.12,7.23,0.1,0.43,0.0,0.0,16312.0,0.0,315717.3,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.05,0.9175,95.73,0.284
2009-02-06,16312.0,319211.88,0.12,7.29,0.1,0.43,0.0,0.0,16312.0,0.0,319211.88,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.03,0.918,95.76,0.284
2009-02-09,16312.0,323188.47,0.12,7.38,0.1,0.44,0.0,0.0,16312.0,0.0,323188.47,,,,,,,,,,,,,,,,,,0.44,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.02,0.9184,95.78,0.284
2009-02-10,16312.0,324755.0,0.12,7.35,0.1,0.44,0.0,0.0,16312.0,0.0,324755.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.04,0.9176,95.73,0.284
2009-02-11,16312.0,318247.85,0.12,7.18,0.1,0.43,0.0,0.0,16312.0,0.0,318247.85,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.1,0.9159,95.64,0.284
2009-02-12,16312.0,316319.81,0.12,7.19,0.1,0.43,0.0,0.0,16312.0,0.0,316319.81,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.1,0.9163,95.66,0.284
2009-02-13,16312.0,315717.3,0.12,7.2,0.1,0.43,0.0,0.0,16312.0,0.0,315717.3,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.07,0.9171,95.71,0.284
2009-02-16,16312.0,313909.75,0.12,7.1,0.1,0.43,0.0,0.0,16312.0,0.0,313909.75,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.17,0.9201,95.83,0.284
2009-02-17,16312.0,313066.23,0.12,8.79,0.1,0.43,0.0,0.0,16312.0,0.0,313066.23,,,,,,,,,,,,,,,,,,0.43,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.21,0.9194,95.79,0.284
2009-02-18,16312.0,309571.65,0.12,8.84,0.1,0.42,0.0,0.0,16312.0,0.0,309571.65,,,,,,,,,,,,,,,,,,0.42,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.18,0.9198,95.82,0.284
2009-02-19,16312.0,307643.61,0.12,9.33,0.1,0.42,0.0,0.0,16312.0,0.0,307643.61,,,,,,,,,,,,,,,,,,0.42,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.11,0.9212,95.89,0.284
2009-02-20,16312.0,306800.09,0.12,10.56,0.1,0.41,0.0,0.0,16312.0,0.0,306800.09,,,,,,,,,,,,,,,,,,0.41,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.16,0.9203,95.84,0.284
2009-02-23,16312.0,307643.61,0.12,11.35,0.1,0.42,0.0,0.0,16312.0,0.0,307643.61,,,,,,,,,,,,,,,,,,0.42,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.15,0.9205,95.85,0.284
2009-02-24,16312.0,295231.82,0.12,12.66,0.1,0.4,0.0,0.0,16312.0,0.0,295231.82,,,,,,,,,,,,,,,,,,0.4,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.28,0.9181,95.72,0.284
2009-02-25,16312.0,295231.82,0.12,12.82,0.1,0.4,0.0,0.0,16312.0,0.0,295231.82,,,,,,,,,,,,,,,,,,0.4,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.18,0.9199,95.82,0.284
2009-02-26,16312.0,292821.77,0.12,12.95,0.1,0.4,0.0,0.0,16312.0,0.0,292821.77,,,,,,,,,,,,,,,,,,0.4,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.15,0.9205,95.85,0.284
2009-02-27,16312.0,291616.74,0.12,13.31,0.1,0.4,0.0,0.0,16312.0,0.0,291616.74,,,,,,,,,,,,,,,,,,0.4,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.15,0.9204,95.85,0.284
2009-03-02,16312.0,286194.11,0.12,14.71,0.1,0.39,0.0,0.0,16312.0,0.0,286194.11,,,,,,,,,,,,,,,,,,0.39,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.23,0.919,95.77,0.284
2009-03-03,16312.0,259080.99,0.12,14.47,0.1,0.36,0.0,0.0,16312.0,0.0,259080.99,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.54,0.9133,95.46,0.284
2009-03-04,16312.0,262696.07,0.12,16.33,0.1,0.35,0.0,0.0,16312.0,0.0,262696.07,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.92,0.0,0.0,,0.0,100.0,4.07,0.9219,95.93,0.2892
2009-03-05,16312.0,258960.48,0.12,15.32,0.1,0.35,0.0,0.0,16312.0,0.0,258960.48,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.22,0.9192,95.78,0.284
2009-03-06,16312.0,264985.62,0.12,14.71,0.1,0.36,0.0,0.0,16312.0,0.0,264985.62,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.0,0.9232,96.0,0.284
2009-03-09,16312.0,264865.12,0.12,16.06,0.1,0.35,0.0,0.0,16312.0,0.0,264865.12,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,4.14,0.9207,95.86,0.284
2009-03-10,16312.0,264865.12,0.12,15.89,0.1,0.36,0.0,0.0,16312.0,0.0,264865.12,,4200.0,,,0.09,,,,,,,4200.0,,,,,,0.36,,0.09,,100.0,28.4,0.0,0.0,4200.0,0.0,100.0,3.03,0.9178,95.75,0.284
2009-03-11,16312.0,260286.01,0.12,13.49,0.1,0.35,0.0,0.0,16312.0,0.0,260286.01,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.08,0.9165,95.68,0.284
2009-03-12,16312.0,269805.73,0.12,9.53,0.1,0.36,0.0,0.0,16312.0,0.0,269805.73,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.0,0.919,95.81,0.284
2009-03-13,16312.0,272336.29,0.12,9.52,0.1,0.37,0.0,0.0,16312.0,0.0,272336.29,,,,,,,,,,,,,,,,,,0.37,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.05,0.9177,95.74,0.284
2009-03-16,16312.0,271131.27,0.12,9.56,0.1,0.37,0.0,0.0,16312.0,0.0,271131.27,,,,,,,,,,,,,,,,,,0.37,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.07,0.9169,95.7,0.284
2009-03-17,16312.0,274746.35,0.12,9.39,0.1,0.37,0.0,0.0,16312.0,0.0,274746.35,,,,,,,,,,,,,,,,,,0.37,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.07,0.917,95.7,0.284
2009-03-18,16312.0,277156.4,0.12,9.66,0.1,0.36,0.0,0.0,16312.0,0.0,277156.4,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.04,0.9179,95.75,0.284
2009-03-19,16312.0,278240.93,0.12,9.7,0.1,0.37,0.0,0.0,16312.0,0.0,278240.93,,,,,,,,,,,,,,,,,,0.37,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.04,0.9185,95.78,0.284
2009-03-20,16312.0,271131.27,0.12,9.69,0.1,0.37,0.0,0.0,16312.0,0.0,271131.27,,,,,,,,,,,,,,,,,,0.37,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.14,0.9152,95.6,0.284
2009-03-23,16312.0,268721.21,0.12,9.75,0.1,0.36,0.0,0.0,16312.0,0.0,268721.21,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.09,0.9166,95.68,0.284
2009-03-24,16312.0,263780.6,0.12,9.72,0.1,0.36,0.0,0.0,16312.0,0.0,263780.6,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.13,0.9156,95.63,0.284
2009-03-25,16312.0,267395.68,0.12,9.81,0.1,0.36,0.0,0.0,16312.0,0.0,267395.68,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.02,0.9181,95.76,0.284
2009-03-26,16312.0,272336.29,0.12,9.37,0.1,0.37,0.0,0.0,16312.0,0.0,272336.29,,,,,,,,,,,,,,,,,,0.37,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.03,0.918,95.76,0.284
2009-03-27,16312.0,268553.85,0.12,9.24,0.1,0.36,0.0,0.0,16312.0,0.0,268553.85,,,,,,,,,,,,,,,,,,0.36,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.23,0.9127,95.47,0.284
2009-03-30,16312.0,269184.26,0.12,9.22,0.1,0.35,0.0,0.0,16312.0,0.0,269184.26,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.08,0.9167,95.69,0.284
2009-03-31,16312.0,269562.5,0.12,8.29,0.1,0.35,0.0,0.0,16312.0,0.0,269562.5,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.05,0.9175,95.73,0.284
2009-04-01,16312.0,272840.62,0.12,8.45,0.1,0.35,0.0,0.0,16312.0,0.0,272840.62,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.04,0.9177,95.74,0.284
2009-04-02,16312.0,274731.85,0.12,8.32,0.1,0.35,0.0,0.0,16312.0,0.0,274731.85,,,,,,,,,,,,,,,,,,0.35,,,,100.0,28.4,0.0,0.0,,0.0,100.0,3.02,0.9184,95.78,0.284
2009-04-03,16312.0,274731.85,0.12,8.32,0.1,0.35,0.0,0.0,16312.0,0.0,274731.85,,,,,,,,,,,,,,,,,,0.35,,,,28.4,28.4,41115.0,692471.79,,0.89,28.36,3.07,0.917,95.7,0.284
2009-04-06,16312.0,274479.68,0.12,7.32,0.1,0.36,0.0,0.0,16312.0,0.0,274479.68,,,,,,,,,,,,,,,,,,0.36,,,,28.4,28.4,41115.0,691836.21,,0.9,28.4,3.08,0.9168,95.69,0.284
2009-04-07,16312.0,274479.68,0.12,7.2,0.1,0.36,0.0,0.0,16312.0,0.0,274479.68,,,,,,,,,,,,,,,,,,0.36,,,,28.4,28.4,41115.0,691836.21,,0.9,28.34,3.09,0.9166,95.68,0.284
2009-04-08,16312.0,271831.97,0.12,7.05,0.1,0.35,0.0,0.0,16312.0,0.0,271831.97,,,,,,,,,,,,,,,,,,0.35,,,,28.42,28.42,41088.0,684712.6,,0.89,28.31,3.09,0.9164,95.67,0.2842
2009-04-09,16312.0,278640.38,0.12,6.99,0.1,0.36,0.0,0.0,16312.0,0.0,278640.38,,,,,,,,,,,,,,,,,,0.36,,,,28.42,28.42,41088.0,701862.18,,0.9,28.61,3.02,0.9183,95.77,0.2842
2009-04-10,16312.0,278640.38,0.12,6.94,0.1,0.36,0.0,0.0,16312.0,0.0,278640.38,,,,,,,,,,,,,,,,,,0.36,,,,28.42,28.42,41088.0,701862.18,,0.91,28.42,3.06,0.9173,95.72,0.2842
2009-04-13,16312.0,278640.38,0.12,6.94,0.1,0.36,0.0,0.0,16312.0,0.0,278640.38,,,,,,,,,,,,,,,,,,0.36,,,,28.42,28.42,41088.0,701862.18,,0.9,28.43,3.04,0.9177,95.74,0.2842
2009-04-14,16312.0,279901.19,0.12,6.94,0.1,0.36,0.0,0.0,16312.0,0.0,279901.19,,,,,,,,,,,,,,,,,,0.36,,,,28.42,28.42,41088.0,705038.02,,0.91,28.41,3.03,0.9177,95.74,0.2842
2009-04-15,16312.0,277379.56,0.12,6.84,0.1,0.36,0.0,0.0,16312.0,0.0,277379.56,,,,,,,,0.0,,110.0,,,,,,110.0,,0.36,,,,28.45,28.45,41033.0,697751.08,,0.91,28.32,3.1,0.9163,95.66,0.2845
2009-04-16,15861.0,266032.6,0.11,6.72,0.09,0.35,0.0,0.0,15861.0,0.0,266032.6,,,,,,,,0.01,,451.0,,,,,,,,0.35,,,,30.04,30.04,36941.0,619602.19,,0.81,29.93,3.19,0.9139,95.54,0.3004
2009-04-17,16516.0,274337.93,0.12,7.12,0.1,0.36,0.0,0.0,16516.0,0.0,274337.93,,,1500.0,,,,,0.02,,845.0,,,,1500.0,,,,0.36,,,,31.28,31.28,36286.0,602726.21,,0.79,31.15,3.06,0.9171,95.71,0.3128
2009-04-20,16516.0,274082.61,0.12,7.15,0.1,0.36,0.0,0.0,16516.0,0.0,274082.61,,,,,,,,,,,,,,,,,,0.36,,,,31.41,31.41,36061.0,598431.4,,0.78,31.38,3.05,0.9176,95.74,0.3141
2009-04-21,16516.0,272167.73,0.12,7.27,0.1,0.35,0.0,0.0,16516.0,0.0,272167.73,,,,,,,,,,,,,,,,,,0.35,,,,31.41,31.41,36061.0,594250.46,,0.77,31.33,3.03,0.9179,95.75,0.3141
2009-04-22,16516.0,271274.13,0.12,7.41,0.1,0.35,0.0,0.0,16516.0,0.0,271274.13,,,,,,,,,,,,,,,,,,0.35,,,,31.45,31.45,35992.0,591166.04,,0.76,31.46,3.02,0.9182,95.77,0.3145
2009-04-23,16516.0,271146.47,0.12,7.47,0.1,0.35,0.0,0.0,16516.0,0.0,271146.47,,,,,,,,,,,,,,,,,,0.35,,,,31.58,31.58,35782.0,587440.23,,0.76,31.43,3.01,0.9183,95.77,0.3158
2009-04-24,16516.0,265784.81,0.12,8.15,0.1,0.35,0.0,0.0,16516.0,0.0,265784.81,,,,,,,,,,,,,,,,,,0.35,,,,31.58,31.58,35782.0,575824.18,,0.75,31.45,3.04,0.9176,95.73,0.3158
2009-04-27,16516.0,268210.32,0.12,10.2,0.1,0.35,0.0,0.0,16516.0,0.0,268210.32,,,,,,,,,,,,,,,,,,0.35,,,,31.58,31.58,35782.0,581079.06,,0.76,31.66,3.03,0.9181,95.76,0.3158
2009-04-28,16516.0,268210.32,0.12,10.18,0.09,0.35,0.0,0.0,16516.0,0.0,268210.32,,,,,,,,,,,,,,,,,,0.35,,,,31.84,31.84,35358.0,574193.55,,0.74,31.76,3.01,0.9184,95.78,0.3184
2009-04-29,16516.0,268082.67,0.12,10.09,0.09,0.34,0.0,0.0,16516.0,0.0,268082.67,,,,,,,,,,,,,,,,,,0.34,,,,31.84,31.84,35358.0,573920.25,,0.74,31.89,3.02,0.9185,95.78,0.3184
2009-04-30,16516.0,275359.19,0.12,8.24,0.09,0.35,0.0,0.0,16516.0,0.0,275359.19,,,,,,,,,,,,,,,,,,0.35,,,,31.84,31.84,35358.0,589498.09,,0.75,32.03,2.95,0.9198,95.85,0.3184
2009-05-01,16516.0,275359.19,0.12,8.06,0.09,0.36,0.0,0.0,16516.0,0.0,275359.19,,,,,,,,,,,,,,,,,,0.36,,,,32.47,32.47,34342.0,572559.06,,0.74,32.49,3.02,0.9182,95.77,0.3247
2009-05-04,16516.0,274465.59,0.12,8.06,0.09,0.35,0.0,0.0,16516.0,0.0,274465.59,,,,,,,,,,,,,,,,,,0.35,,,,32.47,32.47,34342.0,570700.97,,0.73,32.47,3.02,0.9182,95.77,0.3247
2009-05-05,16516.0,273061.34,0.12,6.85,0.09,0.35,0.0,0.0,16516.0,0.0,273061.34,,,,,,,,,,,,,,,,,,0.35,,,,32.49,32.49,34312.0,567285.11,,0.74,32.48,3.05,0.9176,95.74,0.3249
2009-05-06,16516.0,269359.25,0.12,6.75,0.09,0.35,0.0,0.0,16516.0,0.0,269359.25,,,,,,,,,,,,,,,,,,0.35,,,,32.52,32.52,34277.0,559023.19,,0.73,32.37,3.05,0.9174,95.72,0.3252
2009-05-07,16516.0,268082.67,0.12,6.67,0.09,0.35,0.0,0.0,16516.0,0.0,268082.67,,,16.0,,,,,0.0,,16.0,,,,16.0,,,,0.35,,,,32.7,32.7,33997.0,551828.92,,0.71,32.73,3.02,0.9183,95.77,0.327
2009-05-08,16516.0,262976.33,0.12,6.67,0.09,0.34,0.0,0.0,16516.0,0.0,262976.33,,,,,,,,,,,,,,,,,,0.34,,,,32.85,32.85,33762.0,537576.1,,0.7,32.62,3.05,0.9175,95.73,0.3285
2009-05-11,17032.0,275141.75,0.12,6.56,0.1,0.35,0.0,11566.55,16516.0,716.0,266806.08,0.02,,,,,,716.0,,,,0.02,,,,,,,0.34,,,,33.03,33.03,33491.0,541027.03,,0.69,33.24,4.24,0.8645,92.84,0.3406
2009-05-12,17048.0,272764.81,0.12,6.58,0.1,0.35,0.0,11455.87,16532.0,716.0,264508.91,,,16.0,,,,,,,,,,,16.0,,,,0.34,,,,33.48,33.48,32846.0,525529.86,,0.68,33.39,4.26,0.8622,92.71,0.3453
2009-05-13,17048.0,267494.0,0.12,6.6,0.1,0.35,0.0,11234.5,16532.0,716.0,259397.63,,,504.0,,,,,0.01,,504.0,,,,504.0,,,,0.34,,,,33.63,33.63,32633.0,512032.59,,0.67,33.41,4.32,0.8606,92.62,0.3468
2009-05-14,17048.0,268943.47,0.12,6.64,0.1,0.35,0.0,11295.37,16532.0,716.0,260803.23,,,,,,,,,,,,,,,,,,0.34,,,,33.63,33.63,32633.0,514807.15,,0.66,33.61,4.24,0.8629,92.75,0.3468
2009-05-15,17048.0,264726.82,0.12,7.16,0.1,0.35,0.0,11118.28,16532.0,716.0,256714.2,,,,,,,,,,,,,,,,,,0.34,,,,34.12,34.12,31919.0,495648.48,,0.65,34.0,4.31,0.8608,92.63,0.3519
2009-05-18,17048.0,262223.18,0.12,6.97,0.1,0.34,0.0,11013.13,16532.0,716.0,254286.34,,,,,,,,,,,,,,,,,,0.33,,,,100.0,34.46,0.0,0.0,,0.0,100.0,4.27,0.8619,92.69,0.3554
2009-05-19,17048.0,258270.07,0.12,6.84,0.1,0.34,0.0,10847.1,16532.0,716.0,250452.88,,,,,,,,,,,,,,,,,,0.33,,,,100.0,34.47,0.0,0.0,,0.0,100.0,4.28,0.8617,92.68,0.3555
2009-05-20,17048.0,255766.43,0.12,6.69,0.1,0.33,0.0,10741.95,16532.0,716.0,248025.02,,,275.0,,,,,0.01,,275.0,,,,275.0,,,,0.32,,,,100.0,34.88,0.0,0.0,,0.0,100.0,4.22,0.8636,92.79,0.3597
2009-05-21,17048.0,257874.75,0.12,7.23,0.1,0.33,0.0,10830.5,16532.0,716.0,250069.53,,,,,,,,,,,,,,,,,,0.32,,,,100.0,35.1,0.0,0.0,,0.0,100.0,4.19,0.8645,92.84,0.3619
2009-05-22,17048.0,260114.85,0.12,7.3,0.1,0.32,0.0,10924.58,16532.0,716.0,252241.83,,,,,,,,,,,,,,,,,,0.31,,,,100.0,35.32,0.0,0.0,,0.0,100.0,4.15,0.8657,92.9,0.3642
2009-05-25,17048.0,259456.0,0.12,7.49,0.1,0.34,0.0,10896.91,16532.0,716.0,251602.92,,,300.0,,,,,0.01,,300.0,,,,300.0,,,,0.33,,,,100.0,35.89,0.0,0.0,,0.0,100.0,4.24,0.8626,92.73,0.3701
2009-05-26,17048.0,256952.36,0.12,7.48,0.1,0.32,0.0,10791.76,16532.0,716.0,249175.06,,,,,,,,,,,,,,,,,,0.31,,,,100.0,35.89,0.0,0.0,,0.0,100.0,4.26,0.8624,92.72,0.3701
2009-05-27,17048.0,263409.11,0.12,7.5,0.1,0.34,0.0,11062.94,16532.0,716.0,255436.38,,,,,,,,,,,,,,,,,,0.33,,,,100.0,35.89,0.0,0.0,,0.0,100.0,4.25,0.8625,92.72,0.3701
2009-05-28,17048.0,263540.88,0.12,7.02,0.1,0.34,0.0,11068.47,16532.0,716.0,255564.16,,,280.0,,,,,0.01,,280.0,,,,280.0,,,,0.33,,,,100.0,36.8,0.0,0.0,,0.0,100.0,4.28,0.8617,92.68,0.3794
2009-05-29,17048.0,276717.93,0.12,6.59,0.1,0.33,0.0,11621.89,16532.0,716.0,268342.37,,,,,,,,,,,,,,,,,,0.32,,,,100.0,50.12,0.0,0.0,,0.0,100.0,4.32,0.8605,92.61,0.5168
2009-06-01,17048.0,281066.35,0.12,3.92,0.1,0.34,0.0,11804.52,16532.0,716.0,272559.18,,,,,,,,,,,,,,,,,,0.33,,,,56.99,56.99,12479.0,205738.33,,0.28,53.93,4.48,0.8556,92.34,0.5876
2009-06-02,17048.0,276717.93,0.12,3.78,0.1,0.36,0.0,11621.89,16532.0,716.0,268342.37,,,,,,,,,,,,,,,,,,0.35,,,,58.24,58.24,11856.0,192442.97,,0.25,58.11,4.27,0.862,92.69,0.6005
2009-06-03,17048.0,273950.75,0.12,3.81,0.1,0.36,0.0,11505.67,16532.0,716.0,265658.95,,,,,,,,,,,,,,,,,,0.35,,,,58.32,58.32,11813.0,189827.56,,0.25,58.25,4.3,0.861,92.64,0.6014
2009-06-04,17048.0,292398.61,0.12,3.82,0.1,0.37,0.0,12280.47,16532.0,716.0,283548.44,,,,,,,,,,,,,,,,,,0.36,,,,58.32,58.32,11813.0,202610.56,,0.24,60.22,4.08,0.8679,93.02,0.6014
2009-06-05,17048.0,289894.97,0.12,3.59,0.1,0.38,0.0,12175.32,16532.0,716.0,281120.58,,,,,,,,,,,,,,,,,,0.37,,,,74.85,74.85,5556.0,94477.74,,0.11,76.52,4.31,0.8608,92.63,0.7718
2009-06-08,16436.0,282537.1,0.12,2.89,0.09,0.36,0.0,12308.14,15920.0,716.0,273666.99,,,,,,,,0.01,,612.0,,,,,,,,0.35,,,,80.82,80.82,3777.0,64927.15,,0.08,81.02,4.4,0.8579,92.46,0.8344
2009-06-09,16436.0,282791.18,0.12,2.93,0.09,0.36,0.0,12319.21,15920.0,716.0,273913.09,,,,,,,,,,,,,,,,,,0.35,,,,85.03,85.03,2803.0,48227.29,,0.06,84.9,4.39,0.8582,92.48,0.8779
2009-06-10,16436.0,279488.14,0.12,2.87,0.09,0.36,0.0,12175.32,15920.0,716.0,270713.75,,,,,,,,,,,,,,,,,,0.35,,,,85.15,85.15,2777.0,47221.86,,0.06,85.13,4.46,0.8561,92.36,0.8791
2009-06-11,16436.0,282028.94,0.12,2.76,0.09,0.36,0.0,12286.0,15920.0,716.0,273174.78,,,,,,,,0.03,,1500.0,,,,,,1500.0,,0.35,,,,94.76,94.76,880.0,15100.11,,0.02,94.61,4.81,0.8457,91.77,0.9783
2009-06-12,14493.0,248688.57,0.1,2.56,0.08,0.32,0.0,12286.0,13977.0,716.0,239834.42,,,380.0,,,,,0.05,,2323.0,,,,380.0,,,,0.31,,,,100.0,94.05,0.0,0.0,,0.0,100.0,5.47,0.8243,90.54,0.9752
2009-06-15,14493.0,246448.14,0.1,2.57,0.08,0.32,0.0,12175.32,13977.0,716.0,237673.75,,,,,,,,,,,,,,,,,,0.31,,,,100.0,96.61,0.0,0.0,,0.0,100.0,5.49,0.8234,90.49,1.0018
2009-06-16,14493.0,248576.55,0.1,2.74,0.08,0.32,0.0,12280.47,13777.0,716.0,236296.08,,,,,,,,0.0,,200.0,,,,,,,,0.3,,,,100.0,96.57,0.0,0.0,,0.0,100.0,5.54,0.8242,90.53,1.0158
2009-06-17,9293.0,156515.64,0.07,1.76,0.05,0.2,0.0,12059.1,8577.0,716.0,144456.54,,,400.0,,,,,0.13,,5600.0,,,,400.0,,,,0.19,,,,100.0,98.96,0.0,0.0,,0.0,100.0,9.7,0.7088,83.34,1.0722
2009-06-18,9093.0,155958.5,0.07,1.74,0.05,0.2,0.0,8850.17,8577.0,516.0,147108.33,,,,,,,,,,,,,,,,,200.0,0.19,0.0,,,100.0,98.94,0.0,0.0,,0.0,100.0,7.19,0.7434,85.62,1.0489
2009-06-19,8811.0,148329.54,0.06,1.68,0.05,0.2,0.0,8686.65,8295.0,516.0,139642.89,,,,,,,,0.01,,282.0,,,,,,,,0.18,,,,100.0,98.93,0.0,0.0,,0.0,100.0,7.45,0.7354,85.11,1.0508
