,SWP FP Equity_DX_SI_QTY,SWP FP Equity_DX_SHORT_INTEREST_VALUE,SWP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SWP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SWP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SWP FP Equity_DX_SI_MV,SWP FP Equity_DX_DSS,SWP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SWP FP Equity_DX_SUPPLY_SI_QTY,SWP FP Equity_DX_BROKER_SI_QTY,SWP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SWP FP Equity_DX_BROKER_SI_MV_NEW_x,SWP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SWP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SWP FP Equity_DX_BROKER_SI_MV_INC_x,SWP FP Equity_DX_SUPPLY_SI_MV_NEW,SWP FP Equity_DX_BROKER_SI_QTY_ADD,SWP FP Equity_DX_BROKER_SI_QTY_NEW,SWP FP Equity_DX_SUPPLY_SI_MV_DEC,SWP FP Equity_DX_BROKER_SI_QTY_INC,SWP FP Equity_DX_SUPPLY_SI_QTY_DEC,SWP FP Equity_DX_BROKER_SI_MV_NEW_y,SWP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SWP FP Equity_DX_BROKER_SI_MV_INC_y,SWP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SWP FP Equity_DX_BROKER_SI_MV_ADD,SWP FP Equity_DX_SUPPLY_SI_QTY_ADD,SWP FP Equity_DX_BROKER_SI_QTY_DEC,SWP FP Equity_DX_SUPPLY_SI_MV,SWP FP Equity_DX_BROKER_SI_MV_DEC,SWP FP Equity_DX_SUPPLY_SI_MV_RMV,SWP FP Equity_DX_BROKER_SI_MV_RMV,SWP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SWP FP Equity_DX_UTILIZATION_QUANTITY,SWP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SWP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SWP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SWP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SWP FP Equity_DX_ACTIVE_UTILIZATION_MV,SWP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SWP FP Equity_DX_BROKER_SI_CON_RATIO,SWP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SWP FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-08-06,6311.0,99951.68,0.09,0.74,0.07,0.16,0.0,20763.22,5000.0,1311.0,79188.47,,,,,,,,0.01,,528.0,,,,,,,,0.13,,,,100.0,0.58,0.0,0.0,,0.0,100.0,12.93,0.6439,78.76,0.0074
2010-08-09,6311.0,100611.56,0.09,0.73,0.07,0.16,0.0,20900.29,5000.0,1311.0,79711.26,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.58,0.0,0.0,,0.0,100.0,12.96,0.6433,78.71,0.0074
2010-08-10,5783.0,91589.38,0.08,0.65,0.06,0.15,0.0,12400.91,5000.0,783.0,79188.47,,,,,,,,,,,,,,,,,528.0,0.13,0.01,,,100.0,0.59,0.0,0.0,,0.0,100.0,14.14,0.7572,85.86,0.0068
2010-08-11,5783.0,92300.75,0.08,0.64,0.06,0.15,0.0,12497.23,5000.0,783.0,79803.52,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.59,0.0,0.0,,0.0,100.0,14.03,0.7588,85.97,0.0068
2010-08-12,5783.0,91233.69,0.08,0.63,0.06,0.15,0.0,12352.76,5000.0,783.0,78880.94,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.59,0.0,0.0,,0.0,100.0,13.98,0.7595,86.02,0.0068
2010-08-13,5783.0,91767.22,0.08,0.67,0.06,0.15,0.0,12424.99,5000.0,783.0,79342.23,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.59,0.0,0.0,,0.0,100.0,14.14,0.7571,85.86,0.0068
2010-08-16,5783.0,91518.24,0.08,0.74,0.06,0.15,0.0,12391.28,5000.0,783.0,79126.96,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.59,0.0,0.0,,0.0,100.0,14.14,0.7572,85.86,0.0068
2010-08-17,5783.0,92122.91,0.08,0.78,0.06,0.15,0.0,12473.15,5000.0,783.0,79649.76,,,,,,,,,,,,,,,,,,0.13,,,,100.0,0.59,0.0,0.0,,0.0,100.0,14.17,0.7567,85.83,0.0068
2010-08-18,783.0,12097.51,0.01,0.11,0.01,0.02,0.0,12097.51,0.0,783.0,0.0,,,,,,,,0.13,,5000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-19,783.0,12136.04,0.01,0.1,0.01,0.02,0.0,12136.04,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-20,783.0,12083.07,0.01,0.1,0.01,0.02,0.0,12083.07,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-23,783.0,11659.27,0.01,0.1,0.01,0.02,0.0,11659.27,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-24,783.0,12160.12,0.01,0.1,0.01,0.02,0.0,12160.12,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-25,783.0,12078.25,0.01,0.1,0.01,0.02,0.0,12078.25,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-26,783.0,12232.36,0.01,0.1,0.01,0.02,0.0,12232.36,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-27,783.0,12473.15,0.01,0.09,0.01,0.02,0.0,12473.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-30,783.0,12352.76,0.01,0.09,0.01,0.02,0.0,12352.76,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-08-31,783.0,12449.07,0.01,0.09,0.01,0.02,0.0,12449.07,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-01,783.0,12473.15,0.01,0.09,0.01,0.02,0.0,12473.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-02,783.0,12473.15,0.01,0.09,0.01,0.02,0.0,12473.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-03,783.0,12424.99,0.01,0.08,0.01,0.02,0.0,12424.99,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-06,783.0,12424.99,0.01,0.08,0.01,0.02,0.0,12424.99,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-07,783.0,12424.99,0.01,0.09,0.01,0.02,0.0,12424.99,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-08,783.0,12473.15,0.01,0.09,0.01,0.02,0.0,12473.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0009
2010-09-09,783.0,12473.15,0.01,0.08,0.01,0.02,0.0,12473.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-10,783.0,12184.2,0.01,0.08,0.01,0.02,0.0,12184.2,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-13,783.0,12420.18,0.01,0.08,0.01,0.02,0.0,12420.18,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-14,783.0,12184.2,0.01,0.08,0.01,0.02,0.0,12184.2,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-15,783.0,12473.15,0.01,0.07,0.01,0.02,0.0,12473.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-16,783.0,12449.07,0.01,0.07,0.01,0.02,0.0,12449.07,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-17,783.0,12304.6,0.01,0.07,0.01,0.02,0.0,12304.6,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-20,783.0,12882.5,0.01,0.07,0.01,0.02,0.0,12882.5,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-21,783.0,12882.5,0.01,0.06,0.01,0.02,0.0,12882.5,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-22,783.0,12670.6,0.01,0.06,0.01,0.02,0.0,12670.6,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-23,783.0,12569.47,0.01,0.07,0.01,0.02,0.0,12569.47,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-24,783.0,12280.52,0.01,0.07,0.01,0.02,0.0,12280.52,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-27,783.0,12275.7,0.01,0.06,0.01,0.02,0.0,12275.7,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-28,783.0,12357.57,0.01,0.06,0.01,0.02,0.0,12357.57,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-29,783.0,12391.28,0.01,0.06,0.01,0.02,0.0,12391.28,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-09-30,783.0,12521.31,0.01,0.06,0.01,0.02,0.0,12521.31,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-01,783.0,12367.2,0.01,0.06,0.01,0.02,0.0,12367.2,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-04,783.0,12290.15,0.01,0.06,0.01,0.02,0.0,12290.15,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-05,783.0,12449.07,0.01,0.07,0.01,0.02,0.0,12449.07,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-06,783.0,12516.5,0.01,0.07,0.01,0.02,0.0,12516.5,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-07,783.0,12569.47,0.01,0.07,0.01,0.02,0.0,12569.47,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-08,783.0,12304.6,0.01,0.07,0.01,0.02,0.0,12304.6,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-11,783.0,12400.91,0.01,0.07,0.01,0.02,0.0,12400.91,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-12,783.0,12376.83,0.01,0.07,0.01,0.02,0.0,12376.83,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-13,783.0,12521.31,0.01,0.07,0.01,0.02,0.0,12521.31,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-14,783.0,12550.21,0.01,0.07,0.01,0.02,0.0,12550.21,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-15,783.0,12545.39,0.01,0.08,0.01,0.02,0.0,12545.39,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-18,783.0,12294.96,0.01,0.08,0.01,0.02,0.0,12294.96,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-19,783.0,12328.68,0.01,0.08,0.01,0.02,0.0,12328.68,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-20,783.0,12752.47,0.01,0.08,0.01,0.02,0.0,12752.47,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-21,783.0,12762.11,0.01,0.07,0.01,0.02,0.0,12762.11,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-22,783.0,12521.31,0.01,0.07,0.01,0.02,0.0,12521.31,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-25,783.0,12598.37,0.01,0.07,0.01,0.02,0.0,12598.37,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-26,783.0,12521.31,0.01,0.07,0.01,0.02,0.0,12521.31,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-27,783.0,12766.92,0.01,0.06,0.01,0.02,0.0,12766.92,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-28,783.0,12771.74,0.01,0.06,0.01,0.02,0.0,12771.74,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-10-29,783.0,12742.84,0.01,0.07,0.01,0.02,0.0,12742.84,0.0,783.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2010-11-01,783.0,12612.81,0.01,0.07,0.01,0.02,0.0,12612.81,783.0,783.0,12612.81,,,,,,,,,,,,,,,,783.0,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-02,783.0,12713.95,0.01,0.07,0.01,0.02,0.0,12713.95,783.0,783.0,12713.95,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-03,783.0,12757.29,0.01,0.07,0.01,0.02,0.0,12757.29,783.0,783.0,12757.29,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-04,783.0,12757.29,0.01,0.07,0.01,0.02,0.0,12757.29,783.0,783.0,12757.29,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-05,783.0,12689.87,0.01,0.07,0.01,0.02,0.0,12689.87,783.0,783.0,12689.87,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-08,783.0,12762.11,0.01,0.07,0.01,0.02,0.0,12762.11,783.0,783.0,12762.11,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-09,783.0,12709.13,0.01,0.07,0.01,0.02,0.0,12709.13,783.0,783.0,12709.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-10,783.0,12579.1,0.01,0.07,0.01,0.02,0.0,12579.1,783.0,783.0,12579.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-11,783.0,12641.71,0.01,0.07,0.01,0.02,0.0,12641.71,783.0,783.0,12641.71,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-12,783.0,12497.23,0.01,0.07,0.01,0.02,0.0,12497.23,783.0,783.0,12497.23,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-15,783.0,12636.89,0.01,0.07,0.01,0.02,0.0,12636.89,783.0,783.0,12636.89,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-16,783.0,12328.68,0.01,0.07,0.01,0.02,0.0,12328.68,783.0,783.0,12328.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-17,783.0,12333.49,0.01,0.07,0.01,0.02,0.0,12333.49,783.0,783.0,12333.49,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-18,783.0,12280.52,0.01,0.07,0.01,0.02,0.0,12280.52,783.0,783.0,12280.52,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-19,783.0,12039.72,0.01,0.07,0.01,0.02,0.0,12039.72,783.0,783.0,12039.72,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-22,783.0,12039.72,0.01,0.06,0.01,0.02,0.0,12039.72,783.0,783.0,12039.72,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-23,783.0,11847.09,0.01,0.06,0.01,0.02,0.0,11847.09,783.0,783.0,11847.09,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-24,783.0,11885.61,0.01,0.06,0.01,0.02,0.0,11885.61,783.0,783.0,11885.61,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-25,783.0,11823.01,0.01,0.06,0.01,0.02,0.0,11823.01,783.0,783.0,11823.01,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-26,783.0,12020.46,0.01,0.06,0.01,0.02,0.0,12020.46,783.0,783.0,12020.46,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-29,783.0,11847.09,0.01,0.06,0.01,0.02,0.0,11847.09,783.0,783.0,11847.09,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-11-30,783.0,11765.22,0.01,0.06,0.01,0.02,0.0,11765.22,783.0,783.0,11765.22,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-12-01,783.0,11798.93,0.01,0.06,0.01,0.02,0.0,11798.93,783.0,783.0,11798.93,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-12-02,783.0,12328.68,0.01,0.07,0.01,0.02,0.0,12328.68,783.0,783.0,12328.68,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-12-03,783.0,12266.07,0.01,0.07,0.01,0.02,0.0,12266.07,783.0,783.0,12266.07,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-12-06,783.0,12160.12,0.01,0.07,0.01,0.02,0.0,12160.12,783.0,783.0,12160.12,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.08,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0008
2010-12-07,1131.0,17981.99,0.02,0.1,0.01,0.03,0.0,12449.07,1131.0,783.0,17981.99,,,,,,,,,,,,,,,,348.0,,0.03,,,,0.11,0.11,1010165.0,16060814.38,,25.67,0.11,17.77,0.7077,82.23,0.0011
2010-12-08,1131.0,18016.78,0.02,0.11,0.01,0.03,0.0,12473.15,1131.0,783.0,18016.78,,,,,,,,,,,,,,,,,,0.03,,,,0.11,0.11,1010470.0,16096738.42,,26.1,0.11,17.39,0.7127,82.61,0.0011
2010-12-09,1131.0,18135.03,0.02,0.12,0.01,0.03,0.0,12555.02,1131.0,783.0,18135.03,,,,,,,,,,,,,,,,,,0.03,,,,0.11,0.11,1011306.0,16215797.54,,26.19,0.11,17.59,0.7101,82.41,0.0011
2010-12-10,1131.0,18350.68,0.02,0.12,0.01,0.03,0.0,12704.31,1131.0,783.0,18350.68,,,,,,,,,,,,,,,,,,0.03,,,,0.11,0.11,1011441.0,16410811.0,,26.38,0.11,17.69,0.7088,82.31,0.0011
2010-12-13,20851.0,298298.66,0.28,2.21,0.22,0.52,0.0,11201.76,20851.0,783.0,298298.66,,,492.0,,,,,,,,,,,492.0,,19228.0,,0.51,,,,2.06,2.06,993761.0,14216947.43,,25.76,1.95,4.19,0.9047,95.02,0.0206
2010-12-14,20851.0,286243.59,0.28,1.2,0.22,0.48,0.0,10749.06,20851.0,783.0,286243.59,,,291.0,,,,,0.01,,291.0,,,,291.0,,,,0.48,,,,2.1,2.1,974279.0,13374951.95,,22.57,2.06,4.05,0.9067,95.13,0.021
2010-12-15,31910.0,434136.82,0.43,1.54,0.34,0.72,0.0,10652.75,31910.0,783.0,434136.82,,,,,,,,,,,,,,,,11059.0,,0.72,,,,3.25,3.25,950461.0,12931059.86,,21.24,3.29,4.0,0.9075,95.18,0.0325
2010-12-16,36840.0,519336.6,0.5,1.7,0.4,0.82,0.0,74474.9,32340.0,5283.0,455899.72,,,430.0,,,4500.0,,,,,,,,430.0,0.1,,,0.72,,,,3.4,3.4,918058.0,12941941.46,,20.41,3.42,17.53,0.6411,78.05,0.0388
2010-12-17,78847.0,1100843.87,1.07,3.48,0.85,1.78,0.0,76356.93,74161.0,5469.0,1035419.01,,,,,,186.0,,,,,,,,,0.0,41821.0,,1.67,,,,7.9,7.9,865016.0,12077156.56,,19.83,7.78,16.52,0.5531,72.03,0.084
2010-12-20,81955.0,1117017.32,1.11,3.5,0.88,1.86,0.0,74540.51,77269.0,5469.0,1053148.82,,,3108.0,,,,,,,,,,,3108.0,,,,1.75,,,,8.24,8.24,859971.0,11721097.02,,19.48,8.24,17.26,0.4691,64.53,0.0874
2010-12-21,83951.0,1154032.66,1.14,3.53,0.9,1.86,0.0,75179.62,79265.0,5469.0,1089616.55,,,1996.0,,,,,,,,,,,1996.0,,,,1.76,,,,8.5,8.5,853484.0,11732420.22,,18.94,8.5,22.17,0.4401,60.92,0.09
2010-12-22,83951.0,1166424.96,1.14,3.35,0.9,1.88,0.0,75986.92,79265.0,5469.0,1101317.13,,,,,,,,,,,,,,,,,,1.77,,,,8.48,8.48,855370.0,11884610.25,,19.1,8.49,22.27,0.4386,60.75,0.0898
2010-12-23,83951.0,1169006.68,1.14,3.25,0.9,1.9,0.0,76155.11,79265.0,5469.0,1103754.75,,,,,,,,,,,,,,,,,,1.79,,,,8.51,8.51,852071.0,11864977.13,,19.22,8.52,22.29,0.4386,60.74,0.0901
2010-12-24,79378.0,1097516.75,1.07,3.05,0.85,1.8,0.0,75616.91,74692.0,5469.0,1032725.96,,,,,,,,0.1,,4573.0,,,,,,,,1.69,,,,8.02,8.02,856974.0,11848916.83,,19.37,8.03,22.11,0.4396,60.89,0.0852
2010-12-27,74878.0,1031152.81,1.01,2.89,0.81,1.68,0.0,13344.2,74692.0,969.0,1028591.38,,,,,,,,,,,,,,,,,4500.0,1.68,0.1,,,8.07,8.07,851035.0,11719692.41,,19.13,8.06,25.73,0.5664,70.66,0.0809
2010-12-28,74878.0,1039442.56,1.01,2.89,0.81,1.68,0.0,13451.48,74692.0,969.0,1036860.54,,,,,,,,,,,,,,,,,,1.68,,,,8.07,8.07,851174.0,11815840.14,,19.09,8.07,25.55,0.5681,70.85,0.0809
2010-12-29,48306.0,671466.29,0.65,1.88,0.52,1.09,0.0,13469.36,48120.0,969.0,668880.84,,,,,,,,0.6,,26572.0,,,,,,,,1.08,,,,5.2,5.2,877983.0,12204197.98,,19.79,5.2,22.87,0.4698,63.07,0.0522
2010-12-30,55158.0,767050.17,0.75,2.14,0.59,1.25,0.0,13475.32,54972.0,969.0,764463.58,,,,,,,,,,,,,,,,6852.0,,1.24,,,,5.94,5.94,871131.0,12114311.3,,19.66,5.94,9.99,0.7812,87.79,0.0596
2010-12-31,55158.0,774174.48,0.75,2.15,0.59,1.25,0.0,13600.48,54972.0,969.0,771563.86,,,,,,,,,,,,,,,,,,1.24,,,,5.93,5.93,871436.0,12231108.98,,19.73,5.92,10.02,0.7804,87.74,0.0595
