,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_x,SPIE FP Equity_y,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity,SPIE FP Equity
2017-09-22,3199596.0,74676052.56,2.37,12.33,2.08,73.92,1.0,7757627.65,2945810.0,332386.0,68752887.05,,,,,,,,0.05,,2146.0,,,,,,,2146.0,68.08,0.05,,,10.45,10.45,25248816.0,589287494.62,,584.19,10.44,8.17,0.7944,88.74,0.1135
2017-09-25,3218520.0,74862003.91,2.39,12.28,2.09,76.01,1.0,9139132.0,2835604.0,392916.0,65955469.52,,,,2.48,,,,5.0,106030.0,216236.0,,,2.48,,,106030.0,45500.0,67.11,1.05,,,10.04,10.04,25404356.0,590899232.66,,595.62,10.13,7.89,0.7677,87.19,0.114
2017-09-26,3226121.0,74926659.68,2.39,12.43,2.09,75.8,1.0,9225341.53,2838905.0,397216.0,65933568.14,,,,,,4300.0,,0.04,,48.0,,,,,0.1,3349.0,,66.78,,,,10.09,10.09,25298208.0,587550876.5,,591.15,10.15,7.94,0.7644,86.99,0.1147
2017-09-27,3221758.0,74068216.42,2.39,12.55,2.09,75.3,1.0,9043208.46,2838404.0,393354.0,65254907.96,,,,,,,,0.01,,501.0,,,,,,,3862.0,66.44,0.09,,,10.06,10.06,25366184.0,583168570.16,,590.73,10.11,7.98,0.7669,87.14,0.1142
2017-09-28,3221758.0,75066961.4,2.39,12.46,2.09,73.95,1.0,9165148.2,2838404.0,393354.0,66134813.2,,,,,,,,,,,,,,,,,,65.04,,,,10.04,10.04,25435336.0,592643328.8,,584.95,10.01,8.14,0.7622,86.84,0.1139
2017-09-29,2971818.0,69183923.04,2.2,11.17,1.93,69.13,1.0,3338677.92,2838404.0,143414.0,66078045.12,,,,,,,,,,,,,,,,,249940.0,66.01,5.79,,,10.05,10.05,25416268.0,591690719.04,,586.76,10.11,3.86,0.8968,94.62,0.1052
2017-10-02,2971818.0,69035332.14,2.2,11.08,1.93,69.54,1.0,3331507.22,2838404.0,143414.0,65936124.92,,,,,,,,,,,,,,,,,,66.43,,,,10.14,10.14,25157502.0,584408771.46,,585.0,10.2,3.83,0.8974,94.65,0.1062
2017-10-03,2967518.0,69083819.04,2.2,10.86,1.93,68.93,1.0,3238573.92,2838404.0,139114.0,66078045.12,,,,,,,,,,,,,,,,,4300.0,65.92,0.1,,,10.21,10.21,24950722.0,580852808.16,,578.62,10.23,3.88,0.8992,94.75,0.1068
2017-10-04,3102611.0,71965062.15,2.3,11.3,2.01,72.2,1.0,3226749.23,2973497.0,139114.0,68970262.92,,,,,,,,,,,,,,,,135093.0,,69.19,,,,10.7,10.7,24804916.0,575350026.62,,575.92,10.73,3.85,0.8997,94.77,0.1117
2017-10-05,3102611.0,71840957.71,2.3,11.45,2.01,72.17,1.0,3221184.67,2973497.0,139114.0,68851323.04,,,,,,,,,,,,,,,,,,69.17,,,,10.73,10.73,24737932.0,572806815.46,,573.19,10.77,3.85,0.8999,94.78,0.112
2017-10-06,3224359.0,74031282.64,2.39,11.75,2.09,74.58,1.0,5989391.52,2973497.0,260862.0,68271491.12,,,,,,121748.0,,,,,,,,,2.82,,,68.78,,,,10.78,10.78,24605800.0,564949168.0,,568.42,10.79,4.11,0.8292,90.89,0.1169
2017-10-09,4527542.0,103612798.67,3.36,16.65,2.94,104.09,1.0,5969826.87,4276680.0,260862.0,97871821.8,,,,,,,,0.71,,30033.0,,,,,,1333216.0,,98.3,,,,15.69,15.69,22972166.0,525718018.91,,527.05,15.72,2.87,0.8786,93.65,0.1662
2017-10-10,4527542.0,103273233.02,3.36,16.42,2.94,103.32,1.0,5950262.22,4276680.0,260862.0,97551070.8,,,,,,,,,,,,,,,,,,97.57,,,,15.52,15.52,23277930.0,530969583.3,,531.95,15.5,2.87,0.8783,93.64,0.1643
2017-10-11,3938998.0,91286278.65,2.92,14.24,2.56,90.11,1.0,6045476.85,3688136.0,260862.0,85472551.8,,,629584.0,,,,,48.1,,2106966.0,,,,629584.0,,888838.0,,84.32,,,,13.42,13.42,23788000.0,551286900.0,,542.67,13.45,3.55,0.8496,92.05,0.1434
2017-10-12,3989207.0,92270357.91,2.96,14.16,2.59,92.46,1.0,7195072.23,3688136.0,311071.0,85306585.68,,,,1.14,,,,,50209.0,,,,1.14,,,,,85.54,,,,13.39,13.39,23865902.0,552018313.26,,552.95,13.4,4.87,0.8288,90.85,0.1448
2017-10-13,3989207.0,93028307.24,2.96,14.8,2.59,92.64,1.0,7254175.72,3688136.0,311071.0,86007331.52,,,,,,,,,,,,,,,,,,85.69,,,,13.47,13.47,23689218.0,552432563.76,,548.39,13.51,4.86,0.8286,90.84,0.1457
2017-10-16,3771253.0,87851338.64,2.8,14.18,2.45,87.94,1.0,7246398.95,3470182.0,311071.0,80837889.69,,,,,,,,5.13,,222954.0,,,,,,5000.0,,80.93,,,,12.77,12.77,23709274.0,552307537.83,,553.36,12.76,4.91,0.8255,90.67,0.1388
2017-10-17,3275036.0,75784333.04,2.43,12.26,2.13,76.03,1.0,7198182.94,2973965.0,311071.0,68817550.1,,,,,,,,11.61,,496217.0,,,,,,,,69.06,,,,10.87,10.87,24392884.0,564451335.76,,568.29,10.84,5.74,0.7987,89.11,0.1197
2017-10-18,2676049.0,62632926.85,1.98,9.94,1.74,62.23,1.0,7280616.76,2374978.0,311071.0,55586360.09,,,458483.0,,,,,24.64,,1057470.0,,,,458483.0,,,,55.19,,,,8.65,8.65,25077186.0,586931538.33,,580.38,8.68,7.21,0.7522,86.3,0.0975
2017-10-19,2676049.0,60411806.18,1.98,10.07,1.74,61.57,1.0,7022427.83,2374978.0,311071.0,53615128.35,,,,,,,,,,,,,,,,,,54.63,,,,8.42,8.42,25828798.0,583085114.85,,602.19,8.32,7.31,0.7525,86.31,0.0949
2017-10-20,2680392.0,60215006.28,1.99,9.46,1.74,60.65,1.0,6988210.02,2379321.0,311071.0,53451446.27,,,4343.0,,,,,,,,,,,4343.0,,,,53.75,,,,8.42,8.42,25882844.0,581458090.46,,585.32,8.41,7.37,0.7509,86.22,0.0948
2017-10-23,3216203.0,72766592.88,2.38,11.14,2.09,72.72,1.0,15577810.25,2537681.0,688522.0,57415032.63,,,195128.0,,,377451.0,,0.84,,36768.0,,,,195128.0,8.53,,,57.23,,,,8.96,8.96,25774780.0,583154397.5,,579.47,8.99,12.93,0.5845,74.96,0.1136
2017-10-24,3102189.0,69023705.25,2.3,10.74,2.01,69.57,1.0,17077698.25,2399584.0,767537.0,53390744.0,,,1287.0,1.82,,,,2.9,79015.0,139384.0,,,1.82,1287.0,,,,54.22,,,,8.45,8.45,26012436.0,578776701.0,,587.18,8.45,9.72,0.6195,77.72,0.1092
2017-10-25,3239737.0,71306611.37,2.4,11.03,2.1,72.01,1.0,19184268.16,2556859.0,871616.0,56276466.59,,,163583.0,2.2,,,,0.64,104079.0,25856.0,,,2.2,163583.0,,19548.0,,56.85,,,,8.95,8.95,25999068.0,572239486.68,,577.69,8.96,14.64,0.5634,73.24,0.1135
2017-10-26,1175672.0,26123431.84,0.87,3.96,0.76,26.08,0.0,20186981.1,508263.0,908505.0,11293603.86,,,,0.86,,,,45.55,42532.0,2048596.0,,,0.86,,,,5643.0,11.2,0.13,,,1.77,1.77,28265660.0,628062965.2,,624.76,1.76,24.21,0.3798,54.49,0.0409
2017-10-27,1104447.0,24728568.33,0.82,3.71,0.72,24.6,0.0,17703549.1,536704.0,790690.0,12016802.56,,,4600.0,1.85,,4600.0,,0.0,77585.0,18149.0,,,1.85,4600.0,0.1,41990.0,200000.0,12.34,4.44,,,1.86,1.86,28272034.0,633010841.26,,628.48,1.93,20.04,0.3763,56.2,0.0383
2017-10-30,1044308.0,23340283.8,0.77,3.91,0.68,23.45,0.0,17266291.35,475807.0,772541.0,10634286.45,,,,,,,,1.34,,60897.0,,,,,,,18149.0,11.07,0.29,,,1.64,1.64,28452840.0,635920974.0,,633.76,1.72,21.6,0.4073,58.34,0.0361
2017-10-31,1087046.0,24545498.68,0.81,4.12,0.71,24.42,0.0,18408999.82,459218.0,815279.0,10369142.44,,,,,,62849.0,,0.79,,16589.0,,,,,1.42,,20111.0,10.27,0.47,,,1.58,1.58,28553802.0,644744849.16,,636.94,1.59,20.46,0.3446,52.76,0.0375
2017-11-01,833476.0,18874064.02,0.62,3.22,0.54,18.87,0.0,12606675.31,310960.0,556709.0,7041689.2,,,,1.02,,,,3.94,44402.0,177451.0,,,1.02,,,29193.0,302972.0,7.02,6.77,,,1.07,1.07,28751480.0,651077264.6,,646.89,1.07,23.57,0.2154,29.47,0.0287
2017-11-02,934331.0,21083179.02,0.69,3.67,0.61,21.14,0.0,14837931.66,310960.0,657564.0,7016812.4,,,,2.28,,,,,100855.0,,,,2.28,,,,,7.03,,,,1.06,1.06,29049574.0,655503637.31,,653.82,1.06,25.09,0.238,34.97,0.0318
2017-11-03,1102218.0,25147103.67,0.82,4.46,0.72,24.98,0.0,18832664.57,310960.0,825451.0,7094552.4,,,,3.78,,,,,167887.0,,,,3.78,,,,,7.03,,,,1.06,1.06,29047912.0,662728112.28,,654.45,1.06,20.25,0.3021,47.64,0.0375
2017-11-06,1086063.0,24800248.61,0.81,4.52,0.7,24.81,0.0,18585315.16,296360.0,813896.0,6767380.6,,,,0.17,,,,0.3,3045.0,14600.0,,,0.17,,,,14600.0,6.76,0.31,,,1.01,1.01,29055004.0,663471016.34,,658.87,1.02,20.44,0.3124,48.84,0.037
2017-11-07,1154245.0,25739663.5,0.81,4.8,0.75,26.26,0.0,19670339.4,364542.0,882078.0,8129286.6,,,,1.47,,,,,68182.0,,,,1.47,,,68182.0,,8.32,,,,1.24,1.24,28987438.0,646419867.4,,655.93,1.25,19.15,0.2902,45.46,0.0393
2017-11-08,1115844.0,24844266.66,0.78,4.61,0.72,25.03,0.0,18686502.41,308955.0,839277.0,6878883.08,,,4402.0,0.08,,4400.0,,1.37,12788.0,59989.0,,,0.08,4402.0,0.1,,59989.0,6.89,1.34,,,1.05,1.05,29137600.0,648748664.0,,647.83,1.05,20.32,0.3098,48.65,0.0379
2017-11-09,1157423.0,25463306.0,0.81,4.75,0.75,25.78,0.0,19378832.0,350534.0,880856.0,7711748.0,,,,0.91,,,,,41579.0,,,,0.91,,,41579.0,,7.79,,,,1.19,1.19,29176086.0,641873892.0,,646.65,1.19,19.12,0.329,51.35,0.0392
2017-11-10,2021165.0,47052721.2,1.42,8.5,1.31,45.0,1.0,25746283.2,1224276.0,1105940.0,28501145.28,,,70982.0,4.89,,,,,225084.0,,,,4.89,70982.0,,802760.0,,27.34,,,,4.14,4.14,28313292.0,659133437.76,,626.48,4.18,35.61,0.2948,38.73,0.0684
2017-11-13,2065408.0,46533642.24,1.45,8.2,1.34,47.58,1.0,25913622.99,1247784.0,1150183.0,28112573.52,,,4545.0,1.68,,,,0.61,44243.0,29486.0,,,1.68,4545.0,,48449.0,,28.82,,,,4.22,4.22,28312684.0,637884770.52,,656.7,4.2,35.26,0.3022,40.17,0.0699
2017-11-14,2227163.0,48997586.0,1.56,8.69,1.45,49.86,1.0,22459118.0,1359166.0,1020869.0,29901652.0,,,,2.38,,,,0.01,111384.0,2.0,,,2.38,,,111384.0,240698.0,30.34,5.98,,,4.59,4.59,28278930.0,622136460.0,,633.99,4.57,32.23,0.2794,38.87,0.0751
2017-11-15,2378844.0,52108577.82,1.67,9.14,1.54,52.45,1.0,25684707.75,1385391.0,1172550.0,30346989.86,,,26225.0,3.15,,,,,151681.0,,,,3.15,26225.0,,,,30.44,,,,4.66,4.66,28316408.0,620270917.24,,622.07,4.67,29.84,0.2956,43.05,0.0801
2017-11-16,2146582.0,47439462.2,1.5,8.26,1.39,47.28,1.0,27212989.7,1397558.0,1231357.0,30886031.8,,,12167.0,1.18,,,,,58807.0,,,,1.18,12167.0,,,,30.77,,,,4.7,4.7,28358750.0,626728375.0,,622.2,4.71,33.42,0.2551,33.6,0.0721
2017-11-17,1576902.0,34313387.52,1.1,6.03,1.02,34.78,1.0,28042068.48,811437.0,1288698.0,17656869.12,,,56300.0,1.29,,6195.0,,14.19,51146.0,644339.0,,,1.29,56300.0,0.14,1918.0,,17.82,,,,2.72,2.72,28981544.0,630638397.44,,639.29,2.71,19.84,0.3252,50.9,0.0529
2017-11-20,1720559.0,37250102.35,1.2,6.49,1.12,37.51,1.0,31105745.75,805138.0,1436755.0,17431237.7,,,,3.26,,,,0.18,163889.0,6318.0,,,3.26,,,19.0,15832.0,17.52,0.36,,,2.71,2.71,28913170.0,625970130.5,,631.41,2.7,20.32,0.3569,54.19,0.0579
2017-11-21,1818689.0,39711074.32,1.27,6.77,1.18,39.5,1.0,33242259.05,884370.0,1522430.0,19310218.95,,,79232.0,1.63,,4600.0,,,81075.0,,,,1.63,79232.0,0.1,,,19.2,,,,2.97,2.97,28922192.0,631516062.32,,629.46,2.96,19.42,0.3634,55.33,0.061
2017-11-22,1873613.0,41406847.3,1.31,6.88,1.22,41.03,1.0,34859523.4,948698.0,1577354.0,20966225.8,,,29328.0,1.56,,,,,59787.0,,,,1.56,29328.0,,35000.0,4863.0,20.8,0.1,,,3.18,3.18,28928438.0,639318479.8,,631.32,3.19,22.34,0.3561,53.69,0.0627
2017-11-23,1871135.0,42212805.6,1.31,6.93,1.21,41.32,1.0,35408529.12,968861.0,1569527.0,21857504.16,,,20213.0,,,5349.0,,0.0,,50.0,,,,20213.0,0.12,,13176.0,21.56,0.06,,,3.24,3.24,28926648.0,652585178.88,,638.25,3.27,22.2,0.3607,54.19,0.0626
2017-11-24,1978882.0,43970758.04,1.39,7.17,1.28,44.32,1.0,36851025.64,1035045.0,1658462.0,22998699.9,,,23599.0,2.44,,,,0.0,88935.0,19.0,,,2.44,23599.0,,42604.0,,23.19,,,,3.46,3.46,28883024.0,641780793.28,,645.34,3.47,22.95,0.3418,52.29,0.0661
2017-11-27,2047421.0,45831519.09,1.43,7.46,1.33,45.59,1.0,38838646.55,1091770.0,1735030.0,24439271.45,,,31600.0,1.1,,13926.0,,,62642.0,,,,1.1,31600.0,0.34,25125.0,,24.33,,,,3.65,3.65,28828442.0,645324674.17,,639.45,3.67,22.35,0.3283,51.27,0.0684
2017-11-28,2082009.0,46824382.41,1.46,7.57,1.35,46.82,1.0,39881382.06,1118937.0,1773294.0,25164893.13,,,23874.0,1.12,,,,0.39,44874.0,17707.0,,,1.12,23874.0,,21000.0,6610.0,25.12,0.0,,,3.74,3.74,28806812.0,647865201.88,,643.06,3.76,22.89,0.3179,49.95,0.0696
2017-11-29,2070644.0,47717990.98,1.45,7.49,1.34,46.87,1.0,41033443.06,1100255.0,1780579.0,25355376.48,,,,0.92,,,,0.41,37038.0,18682.0,,,0.92,,,,29753.0,24.96,0.69,,,3.68,3.68,28832676.0,664449018.42,,646.75,3.72,23.07,0.3307,51.21,0.0692
2017-11-30,2094571.0,48667357.19,1.47,7.45,1.36,48.3,1.0,41927696.91,1119743.0,1804506.0,26017228.61,,,19301.0,1.17,,,,,23927.0,,,,1.17,19301.0,,187.0,,25.85,,,,3.74,3.74,28803980.0,669260475.3,,656.6,3.79,22.73,0.3257,50.87,0.07
2017-12-01,2143407.0,49394814.32,1.5,8.09,1.39,49.61,1.0,42503322.29,901907.0,1844362.0,20784446.82,,,10991.0,1.06,,,,6.99,44560.0,302172.0,,,1.06,10991.0,,73345.0,4704.0,20.9,0.0,,,3.01,3.01,29065640.0,669817673.8,,666.8,3.04,22.1,0.3122,49.76,0.0715
2017-12-04,1642602.0,38133005.43,1.15,6.28,1.07,38.2,1.0,29568875.86,930358.0,1273697.0,21598260.97,,,28451.0,3.47,,,,,142846.0,,,,3.47,28451.0,,,713511.0,21.52,16.62,,,3.09,3.09,29143576.0,676568116.84,,665.69,3.13,20.3,0.1765,31.17,0.0546
2017-12-05,1716981.0,38881034.74,1.2,6.56,1.11,39.86,1.0,30006346.02,1016591.0,1325076.0,23020703.2,,,71420.0,1.38,,,,0.0,60554.0,187.0,,,1.38,71420.0,,15000.0,9175.0,23.54,0.18,,,3.37,3.37,29110024.0,659196493.48,,666.24,3.41,19.32,0.1683,30.16,0.057
2017-12-06,1716705.0,37973514.6,1.2,6.5,1.11,39.7,1.0,30331054.6,936459.0,1371205.0,20714473.08,,,14711.0,1.14,,,,2.18,71800.0,94843.0,,,1.14,14711.0,,,25671.0,21.93,0.7,,,3.1,3.1,29302296.0,648166787.52,,656.94,3.23,20.2,0.1729,30.49,0.0568
2017-12-07,1297000.0,28929585.0,0.91,4.83,0.84,28.96,0.0,21357885.09,723557.0,957538.0,16138938.89,,,,,,,,4.9,,212902.0,,,,,,,413667.0,16.06,9.67,,,2.28,2.28,31066780.0,692944527.9,,686.48,2.29,18.1,0.1506,24.44,0.0408
2017-12-08,1528488.0,34131137.04,1.07,5.65,0.99,34.06,0.0,18799961.95,746406.0,841915.0,16667245.98,,,104600.0,,,,,1.98,,90789.0,,,,104600.0,,9038.0,115623.0,16.63,2.59,,,2.34,2.34,31100248.0,694468537.84,,691.46,2.35,19.39,0.2285,39.26,0.048
2017-12-11,1527846.0,34139718.87,1.07,5.55,0.99,34.11,0.0,18875357.78,749632.0,844724.0,16750527.04,,,17.0,0.35,,,,0.07,15318.0,3451.0,,,0.35,17.0,,6660.0,12509.0,16.72,0.25,,,2.36,2.36,31019372.0,693127867.34,,689.7,2.37,20.26,0.2295,39.15,0.0481
2017-12-12,989922.0,21976268.4,0.69,3.6,0.64,22.09,0.0,12489853.2,472939.0,562606.0,10499245.8,,,2060.0,0.05,,,,6.21,2060.0,278753.0,,,0.05,2060.0,,,284178.0,10.55,6.35,,,1.49,1.49,31319008.0,695281977.6,,697.49,1.49,24.03,0.2126,32.51,0.0311
2017-12-13,996565.0,22073914.75,0.66,3.64,0.65,22.15,0.0,12608865.35,472939.0,569249.0,10475598.85,,,,0.14,,,,,6643.0,,,,0.14,,,,,10.49,,,,1.49,1.49,31182024.0,690681831.6,,688.54,1.5,23.89,0.2112,32.16,0.0315
2017-12-14,864870.0,19035788.7,0.57,3.16,0.56,19.17,0.0,10136793.54,438395.0,460554.0,9649073.95,,,,,,,,0.77,,34544.0,,,,,,,108695.0,9.69,2.42,,,1.39,1.39,31073120.0,683919371.2,,685.6,1.39,25.89,0.2077,28.3,0.0274
2017-12-15,896998.0,19823655.8,0.6,3.27,0.58,19.82,0.0,11153472.2,419892.0,504682.0,9279613.2,,,,1.57,,,,0.41,71165.0,18503.0,,,1.57,,,,27037.0,9.25,0.61,,,1.34,1.34,30861700.0,682043570.0,,679.11,1.34,26.17,0.2396,35.27,0.0287
2017-12-18,908077.0,20068501.7,0.6,3.06,0.59,20.09,0.0,11398318.1,430971.0,515761.0,9524459.1,,,,0.24,,,,,11079.0,,,,0.24,,,11079.0,,9.52,,,,1.38,1.38,30824688.0,681225604.8,,679.45,1.38,25.72,0.2434,36.33,0.0291
2017-12-19,968465.0,21325599.3,0.64,3.15,0.63,21.36,0.0,14385093.48,445685.0,653274.0,9813983.7,,,36513.0,3.15,,,,2.68,143965.0,121211.0,,,3.15,36513.0,,99412.0,6452.0,9.83,0.14,,,1.43,1.43,30737780.0,676845915.6,,678.7,1.43,24.77,0.2275,35.08,0.0311
2017-12-20,851634.0,18744464.34,0.57,2.76,0.55,18.77,0.0,11807110.43,445685.0,536443.0,9809526.85,,,,,,,,,,,,,,,,,116831.0,9.8,2.58,,,1.42,1.42,30974244.0,681743110.44,,681.13,1.42,22.17,0.2005,30.02,0.0271
2017-12-21,821729.0,17995865.1,0.55,2.68,0.53,18.1,0.0,11093182.2,430759.0,506538.0,9433622.1,,,,,,,,0.33,,14926.0,,,,,,,29905.0,9.48,0.65,,,1.37,1.37,30898544.0,676678113.6,,680.15,1.37,21.49,0.2055,31.73,0.0262
2017-12-22,816776.0,17764878.0,0.54,2.68,0.53,17.92,0.0,10909473.75,430759.0,501585.0,9369008.25,,,,,,,,,,,,,,,,,4953.0,9.45,0.11,,,1.38,1.38,30704028.0,667812609.0,,672.32,1.39,23.26,0.2343,34.46,0.0262
2017-12-25,816776.0,17764878.0,0.54,2.82,0.53,17.9,0.0,10909473.75,430759.0,501585.0,9369008.25,,,,,,,,,,,,,,,,,,9.44,,,,1.38,1.38,30674880.0,667178640.0,,670.28,1.39,21.69,0.2082,32.13,0.0263
2017-12-26,593556.0,12909843.0,0.39,2.05,0.39,12.99,0.0,10909473.75,197539.0,501585.0,4296473.25,,,,,,,,5.13,,233220.0,,,,,,,,4.32,,,,0.63,0.63,30936056.0,672859218.0,,673.79,0.64,21.28,0.2125,33.36,0.0191
2017-12-27,457625.0,9953343.75,0.3,1.58,0.3,9.97,0.0,6234985.5,256991.0,286666.0,5589554.25,,,,,,,,1.04,,46578.0,,,,,,106030.0,214919.0,5.58,4.74,,,0.83,0.83,30800728.0,669915834.0,,669.51,0.83,28.05,0.2336,35.65,0.0147
2017-12-28,428340.0,9314253.3,0.28,1.52,0.28,9.33,0.0,5891872.99,317986.0,270953.0,6914605.57,,,48547.0,2.52,,,,0.29,115718.0,13572.0,,,2.52,48547.0,,26020.0,131431.0,6.91,2.86,,,1.03,1.03,30682952.0,667200791.24,,666.55,1.03,7.44,0.4676,67.18,0.0138
2017-12-29,462653.0,10041883.37,0.31,1.66,0.3,10.06,0.0,7090090.19,272166.0,326657.0,5907363.03,,,2885.0,2.05,,,,1.06,94639.0,48705.0,,,2.05,2885.0,,,38935.0,5.91,0.85,,,0.88,0.88,30672606.0,665748913.23,,665.78,0.88,29.37,0.3602,51.64,0.015
2018-01-01,462653.0,10041883.37,0.31,1.68,0.3,10.07,0.0,7090090.19,272166.0,326657.0,5907363.03,,,,,,,,,,,,,,,,,,5.92,,,,0.88,0.88,30670982.0,665713664.31,,665.73,0.88,29.37,0.3602,51.65,0.015
2018-01-02,464606.0,10137702.92,0.31,1.68,0.3,10.11,0.0,6006216.84,276967.0,275262.0,6043419.94,,44460.0,,0.09,0.97,,,1.06,4016.0,48547.0,,44460.0,0.09,,,8888.0,55411.0,6.02,1.21,,,0.88,0.88,31081440.0,678197020.8,,674.61,0.88,30.07,0.2488,36.56,0.0148
2018-01-03,412447.0,9065585.06,0.27,1.52,0.27,9.06,0.0,4768209.32,234418.0,216934.0,5152507.64,,,,0.39,,,,1.06,16410.0,48718.0,,,0.39,,,6169.0,74738.0,5.12,1.6,,,0.75,0.75,31109596.0,683788920.08,,679.1,0.75,18.13,0.2101,37.12,0.0132
2018-01-04,401306.0,8876888.72,0.27,1.52,0.26,8.84,0.0,4658029.6,206060.0,210580.0,4558047.2,,,,0.03,,,,0.74,1318.0,33692.0,,,0.03,,,5334.0,7672.0,4.52,0.17,,,0.66,0.66,31092340.0,687762560.8,,681.99,0.66,17.47,0.215,37.85,0.0128
2018-01-05,383744.0,8534466.56,0.25,1.46,0.25,8.51,0.0,4157968.16,212119.0,186959.0,4717526.56,,,6059.0,0.14,,,,,6059.0,,,,0.14,6059.0,,,29680.0,4.69,0.66,,,0.68,0.68,30967940.0,688726985.6,,683.22,0.68,17.25,0.2275,41.36,0.0123
2018-01-08,382617.0,8509402.08,0.25,1.47,0.25,8.53,0.0,3978268.96,223202.0,178879.0,4964012.48,,,11083.0,0.25,,,,,11083.0,,,,0.25,11083.0,,,19163.0,4.97,0.42,,,0.72,0.72,30654070.0,681746516.8,,680.1,0.73,17.8,0.2432,42.7,0.0124
2018-01-09,389504.0,8646988.8,0.26,1.49,0.25,8.68,0.0,3991449.0,224118.0,179795.0,4975419.6,,,,0.13,,,,0.11,5971.0,5055.0,,,0.13,,,5971.0,5055.0,4.99,0.11,,,0.73,0.73,30438534.0,675735454.8,,674.92,0.73,17.74,0.2421,42.56,0.0127
2018-01-10,389261.0,8618238.54,0.26,1.5,0.25,8.66,0.0,3931156.26,221882.0,177559.0,4912467.48,,,8052.0,0.04,,,,0.23,1993.0,10288.0,,,0.04,8052.0,,,4229.0,4.92,0.1,,,0.73,0.73,30315970.0,671195575.8,,670.17,0.73,17.92,0.246,42.98,0.0127
2018-01-11,385393.0,8339904.52,0.26,1.5,0.25,8.52,0.0,3758673.24,221882.0,173691.0,4801526.48,,,,,,,,,,,,,,,,,3868.0,4.89,0.09,,,0.73,0.73,30139338.0,652215274.32,,662.52,0.73,18.25,0.2531,43.78,0.0127
2018-01-12,335642.0,7363985.48,0.22,1.29,0.22,7.29,0.0,3557527.12,183494.0,162148.0,4025858.36,,,,,,,,0.86,,38388.0,,,,,,,11543.0,3.98,0.27,,,0.6,0.6,30243570.0,663543925.8,,656.81,0.6,10.15,0.3104,52.43,0.011
2018-01-15,326625.0,7087762.5,0.22,1.24,0.21,7.16,0.0,3322942.7,183494.0,153131.0,3981819.8,,,,,,,,,,,,,,,,,9017.0,4.02,0.17,,,0.6,0.6,30155314.0,654370313.8,,658.7,0.61,10.54,0.3246,53.65,0.0108
2018-01-16,315832.0,6683005.12,0.21,1.22,0.2,6.85,0.0,3285343.92,180625.0,155262.0,3822025.0,,,,0.31,,,,0.28,15055.0,12924.0,,,0.31,,,10055.0,12924.0,3.91,0.28,,,0.6,0.6,30161032.0,638207437.12,,653.62,0.59,10.41,0.3402,55.56,0.0104
2018-01-17,323200.0,6890624.0,0.21,1.22,0.21,6.88,0.0,3467271.6,187993.0,162630.0,4008010.76,,,2797.0,0.16,,,,0.06,7368.0,2797.0,,,0.16,2797.0,,7368.0,,3.99,,,,0.62,0.62,30080560.0,641317539.2,,641.81,0.62,10.08,0.319,53.23,0.0107
2018-01-18,317948.0,6854958.88,0.21,1.17,0.21,6.81,0.0,3289581.68,185425.0,152578.0,3997763.0,,,4800.0,,,4800.0,,0.16,,7368.0,,,,4800.0,0.1,,14852.0,3.96,0.32,,,0.61,0.61,30098928.0,648932887.68,,645.82,0.61,10.51,0.3461,56.09,0.0105
2018-01-19,321935.0,6985989.5,0.21,1.19,0.21,6.97,0.0,3527942.6,189412.0,162578.0,4110240.4,,,,,,10000.0,,0.12,,6013.0,,,,,0.22,10000.0,,4.09,,,,0.63,0.63,30022852.0,651495888.4,,650.02,0.63,10.0,0.3154,53.35,0.0107
2018-01-22,342924.0,7427733.84,0.23,1.27,0.22,7.46,0.0,3959448.0,191548.0,182800.0,4148929.68,,,3767.0,0.03,,18853.0,,0.08,1369.0,4000.0,,,0.03,3767.0,0.41,2369.0,,4.15,,,,0.63,0.63,30089898.0,651747190.68,,653.33,0.63,8.57,0.2764,49.5,0.0113
2018-01-23,354931.0,7723298.56,0.24,1.34,0.23,7.71,0.0,4239000.32,203555.0,194807.0,4429356.8,,,12007.0,0.26,,1.0,,,12006.0,,,,0.26,12007.0,0.0,,,4.41,,,,0.67,0.67,30087400.0,654701824.0,,652.66,0.67,13.37,0.2591,46.87,0.0117
