,ORA FP Equity_DX_SI_QTY,ORA FP Equity_DX_SHORT_INTEREST_VALUE,ORA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ORA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ORA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ORA FP Equity_DX_SI_MV,ORA FP Equity_DX_DSS,ORA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ORA FP Equity_DX_SUPPLY_SI_QTY,ORA FP Equity_DX_BROKER_SI_QTY,ORA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ORA FP Equity_DX_BROKER_SI_MV_NEW_x,ORA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ORA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ORA FP Equity_DX_BROKER_SI_MV_INC_x,ORA FP Equity_DX_SUPPLY_SI_MV_NEW,ORA FP Equity_DX_BROKER_SI_QTY_ADD,ORA FP Equity_DX_BROKER_SI_QTY_NEW,ORA FP Equity_DX_SUPPLY_SI_MV_DEC,ORA FP Equity_DX_BROKER_SI_QTY_INC,ORA FP Equity_DX_SUPPLY_SI_QTY_DEC,ORA FP Equity_DX_BROKER_SI_MV_NEW_y,ORA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ORA FP Equity_DX_BROKER_SI_MV_INC_y,ORA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ORA FP Equity_DX_BROKER_SI_MV_ADD,ORA FP Equity_DX_SUPPLY_SI_QTY_ADD,ORA FP Equity_DX_BROKER_SI_QTY_DEC,ORA FP Equity_DX_SUPPLY_SI_MV,ORA FP Equity_DX_BROKER_SI_MV_DEC,ORA FP Equity_DX_SUPPLY_SI_MV_RMV,ORA FP Equity_DX_BROKER_SI_MV_RMV,ORA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ORA FP Equity_DX_UTILIZATION_QUANTITY,ORA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ORA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ORA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ORA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ORA FP Equity_DX_ACTIVE_UTILIZATION_MV,ORA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ORA FP Equity_DX_BROKER_SI_CON_RATIO,ORA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ORA FP Equity_DX_DEMAND_SUPPLY_RATIO,ORA FP Equity_PX_LAST
2009-05-27,333919360.0,3005600794.68,16.71,29.98,12.77,5798.05,3.0,1976232395.12,214428848.0,219557520.0,1930069331.56,,1413346.0,14558665.0,527.3,24.27,,,32.37,26155488.0,2144198.0,,1413346.0,527.3,14558665.0,,20470268.0,900750.0,3717.1,19.52,,,81.69,54.29,48056128.0,432552148.24,,831.69,81.72,13.04,0.0736,14.4,0.8454,17.18
2009-05-28,360268928.0,3274860646.85,18.02,32.7,13.78,6243.5,3.0,2088158806.44,230785328.0,229719312.0,2097848939.5,,668500.0,11180305.0,310.05,11.48,260000.0,,52.01,17919536.0,2963799.0,,668500.0,310.05,11180305.0,4.51,7471481.0,8017755.0,3978.49,139.94,,,87.2,60.76,33869984.0,307879667.36,,590.79,87.07,11.06,0.0654,12.14,0.9486,17.35
2009-05-29,380198752.0,3436104192.58,19.02,34.29,14.54,6583.4,3.0,2180949087.94,236035536.0,241318096.0,2133207146.47,,,2709281.0,200.73,,,,5.87,11598800.0,389294.0,,,200.73,2709281.0,,2930210.0,,4079.4,,,,87.81,62.09,32773104.0,296191924.53,,571.39,87.71,10.41,0.0646,11.53,1.0001,17.25
2009-06-01,413241824.0,3798605392.23,20.68,37.28,15.8,7196.73,4.0,2322441275.12,260347712.0,252653216.0,2393170693.82,,91607.0,15538312.0,424.68,1.58,,,79.71,23663000.0,4596673.0,,91607.0,424.68,15538312.0,,13329381.0,12327890.0,4507.2,205.61,0.86,,92.67,68.99,20597664.0,189338041.3,50442.0,364.09,92.53,7.81,0.0587,10.61,1.095,17.545
2009-06-02,431473664.0,3917640134.19,21.59,38.32,16.5,7534.91,4.0,2536157737.41,269397312.0,279322560.0,2446039722.91,,6365.0,4670042.0,482.39,0.11,,,25.37,26803158.0,1715187.0,,6365.0,482.39,4670042.0,,6088376.0,133800.0,4658.94,1.81,15.11,,93.87,69.88,17595552.0,159761872.97,877022.0,303.46,93.88,8.59,0.0599,10.14,1.1191,16.54
2009-06-03,405355168.0,3629312944.04,20.28,34.99,15.5,6892.63,4.0,2407119971.18,267316448.0,268849376.0,2393395031.0,,1032740.0,1459970.0,0.0,17.24,165500.0,,95.21,2478043.0,3536924.0,,1032740.0,0.0,1459970.0,2.9,1117049.0,13116744.0,4441.92,237.47,22.17,,93.08,70.08,19871904.0,177921398.57,1276674.0,333.22,93.02,9.31,0.0601,10.95,1.0626,16.31
2009-06-04,403271776.0,3566384063.98,20.18,36.31,15.42,6733.8,4.0,2343764612.06,249763648.0,265023088.0,2208815858.19,,,1197913.0,25.82,,,,324.34,2685865.0,19032224.0,,,25.82,1197913.0,,281505.0,6512156.0,4080.84,165.23,,,91.37,65.4,23596608.0,208679535.1,,377.14,91.54,10.35,0.0623,11.21,1.056,16.11
2009-06-05,365542720.0,3201619304.15,18.29,33.17,13.98,6097.19,3.0,2229097742.07,227766336.0,254505728.0,1994899797.69,,,817249.0,18.8,,130000.0,,389.68,1309242.0,23595028.0,,,18.8,817249.0,2.13,780478.0,11956588.0,3706.93,203.68,,,86.28,58.06,36209168.0,317139324.39,,573.95,86.59,8.31,0.0622,12.02,0.9318,15.955
2009-06-08,320557760.0,2817295287.59,16.04,29.37,12.26,5296.93,3.0,2083700779.47,188540368.0,237087840.0,1657030203.5,,,204989.0,226.43,,,,829.77,14805603.0,50515288.0,,,226.43,204989.0,,11084325.0,32223496.0,3026.68,544.88,,,84.26,49.1,35230144.0,309628188.92,,522.89,85.27,11.56,0.0672,13.42,0.8348,16.01
2009-06-09,317419904.0,2813241060.88,15.88,29.36,12.14,5229.03,3.0,2017700562.44,198502224.0,227658528.0,1759292975.0,,204804.0,619238.0,171.68,3.24,,,343.14,10824600.0,21968654.0,,204804.0,171.68,619238.0,,33656856.0,20253916.0,3174.7,346.48,52.27,,80.34,52.34,48560128.0,430380528.41,2550384.0,775.55,80.37,11.97,0.0666,12.46,0.837,16.145
2009-06-10,303804320.0,2674223196.58,15.2,28.1,11.62,5029.67,3.0,1957609033.02,175130048.0,222393584.0,1541573986.77,,,162745.0,95.1,,,,376.63,6049043.0,23541584.0,,,95.1,162745.0,,13668.0,11313987.0,2825.69,184.93,0.11,,75.06,46.45,58198320.0,512287966.63,7000.0,942.22,74.99,12.4,0.0697,12.9,0.8058,16.035
2009-06-11,280400352.0,2475137563.15,14.03,26.16,10.72,4638.02,3.0,1806447753.09,149378688.0,204646640.0,1318588936.02,,,4266486.0,90.34,,58600.0,,490.96,5600000.0,30363520.0,,,90.34,4266486.0,0.94,492192.0,23405544.0,2393.47,382.68,2.34,,69.09,40.38,66818864.0,589820515.68,146520.0,1071.47,69.08,13.64,0.0781,16.14,0.758,16.08
2009-06-12,249050688.0,2199092783.08,12.46,23.7,9.52,4153.0,2.0,1606627230.53,130641720.0,181953040.0,1153553382.76,,48755.0,1811339.0,88.07,0.79,,,330.6,5484300.0,20810060.0,,48755.0,88.07,1811339.0,,212997.0,28177896.0,2106.69,444.77,,,65.16,34.73,69866328.0,616912721.34,,1120.32,65.28,15.26,0.0922,17.99,0.6621,16.085
2009-06-15,239486912.0,2085065533.45,11.98,23.33,9.16,3949.94,2.0,1592558224.12,112993664.0,182918400.0,983766471.15,,,472360.0,140.06,,,,300.34,8853557.0,18632856.0,,,140.06,472360.0,,512438.0,7888198.0,1807.38,140.91,,,62.4,30.15,68096560.0,592874946.76,,1083.38,62.52,15.85,0.0972,15.9,0.6391,15.86
2009-06-16,229007360.0,1995083648.63,11.46,22.53,8.76,3770.48,2.0,1347468877.0,118595160.0,154670352.0,1033186289.4,,,1949159.0,,,,,101.78,,6337569.0,,,,1949159.0,,9989903.0,28248044.0,1892.63,461.17,,,63.32,31.89,68703400.0,598535479.14,,1093.63,63.38,16.39,0.1017,19.68,0.6158,15.87
2009-06-17,211149264.0,1868483863.93,10.56,21.2,8.08,3467.25,2.0,1270442064.64,108142784.0,143567152.0,956967801.25,,,1957461.0,54.35,,,,228.79,3713391.0,14163543.0,,,54.35,1957461.0,,1819712.0,14816594.0,1722.97,245.62,1.05,,64.88,28.69,58544704.0,518068747.53,66000.0,937.34,64.77,17.87,0.1079,19.4,0.5601,16.12
2009-06-18,198529968.0,1764443123.79,9.93,20.07,7.59,3270.67,2.0,1177970468.39,104107808.0,132541784.0,925262356.15,,,3613085.0,20.65,,,,120.37,1229998.0,7769093.0,,,20.65,3613085.0,,127830.0,12255365.0,1683.1,210.62,0.11,,67.12,27.52,50994576.0,453216357.61,6800.0,822.85,67.16,17.81,0.1085,18.74,0.5247,16.19
2009-06-19,165130976.0,1473047174.37,8.26,16.76,6.32,2722.78,2.0,992479564.93,78916552.0,111258568.0,703973335.29,,,102190.0,3.93,,,,428.4,234000.0,26504684.0,,,3.93,102190.0,,1211240.0,21517216.0,1279.18,361.22,,,62.03,21.38,48311624.0,430962760.27,,783.53,62.01,15.39,0.123,22.83,0.4475,16.25
2009-06-22,151243040.0,1334630735.19,7.57,14.92,5.78,2499.29,2.0,921922425.19,71427456.0,104474104.0,630305223.39,,,142639.0,10.84,,,,123.5,748364.0,7664018.0,,,10.84,142639.0,,32276.0,7532834.0,1164.16,126.8,,,19.22,19.22,300209536.0,2649172310.62,,4856.7,19.34,15.62,0.128,24.95,0.407,16.075
2009-06-23,145808000.0,1289871375.27,7.3,14.43,5.58,2380.53,2.0,895322538.13,67686352.0,101207912.0,598778447.97,,,1031369.0,24.63,,,,102.98,1560000.0,6049640.0,,,24.63,1031369.0,,1277169.0,4826191.0,1080.74,88.62,,,18.03,18.03,307725504.0,2722253367.78,,4936.29,17.96,16.14,0.1345,25.59,0.3884,16.115
2009-06-24,134504288.0,1201319218.97,6.73,13.42,5.14,2217.9,2.0,805908627.75,71538408.0,90232608.0,638942190.64,,,106761.0,31.7,,,,33.19,1920000.0,2082058.0,,,31.7,106761.0,,5827355.0,12895300.0,1161.58,202.72,,,18.84,18.84,308157888.0,2752298821.37,,4990.45,18.88,16.41,0.1244,23.17,0.3542,16.27
2009-06-25,127506624.0,1136020083.19,6.38,12.9,4.88,2109.35,1.0,791253921.54,65352420.0,88810152.0,582257292.02,,,228953.0,0.89,,,,105.08,55000.0,6479382.0,,,0.89,228953.0,,64440.0,1477457.0,1063.04,24.11,,,17.24,17.24,313656448.0,2794521672.45,,5093.12,17.27,15.76,0.1316,24.39,0.3364,16.23
2009-06-26,114501624.0,1011980781.0,5.73,11.68,4.38,1890.13,1.0,712243501.63,56040432.0,80587536.0,495292888.97,,,8337.0,,,,,158.02,,9694666.0,,,,8337.0,,374342.0,8222614.0,906.35,137.15,0.24,,14.57,14.57,328656384.0,2904709405.35,15000.0,5307.79,14.59,13.41,0.1355,25.49,0.2976,16.1
2009-06-29,113064184.0,1021620563.24,5.66,11.67,4.32,1862.67,1.0,717381399.25,55660824.0,79393608.0,502937715.14,,,41147.0,27.88,,,,29.86,1750000.0,1838489.0,,,27.88,41147.0,,1417733.0,2943932.0,899.85,51.16,,,14.49,14.49,328410976.0,2967441982.11,,5329.53,14.45,13.33,0.1254,23.88,0.2944,16.46
2009-06-30,103778224.0,920624085.65,5.19,10.71,3.97,1721.06,1.0,684215342.44,50968812.0,77128824.0,452147995.36,,,18270.0,16.02,,108425.0,,78.52,689176.0,4985281.0,,,16.02,18270.0,1.79,275000.0,3062384.0,831.9,48.53,,,13.25,13.25,333719904.0,2960453259.28,,5435.45,13.27,15.16,0.1154,18.06,0.2698,16.16
2009-07-01,99605144.0,911763815.15,4.98,10.47,3.81,1643.43,1.0,681905381.94,49027456.0,74494384.0,448786664.37,,,151399.0,5.08,,58213.0,,47.76,395496.0,2834210.0,,,5.08,151399.0,1.02,741457.0,3088145.0,791.57,50.42,,,12.75,12.75,335585888.0,3071880198.8,,5486.82,12.61,14.7,0.1193,18.45,0.259,16.675
2009-07-02,99093912.0,892940668.28,4.96,10.27,3.79,1670.86,1.0,672431435.39,50494480.0,74622944.0,455008524.8,,16489.0,1668308.0,7.87,0.28,27013.0,,9.15,302446.0,599342.0,,16489.0,7.87,1668308.0,0.46,381567.0,200899.0,842.89,0.0,,,13.1,13.1,334942592.0,3018186040.9,,5556.98,13.17,14.65,0.1223,21.55,0.2571,16.415
2009-07-03,100296792.0,893594124.11,5.02,10.31,3.84,1688.29,1.0,661527702.3,52170468.0,74249712.0,464812709.63,,,83554.0,4.7,,309487.0,,1.87,292278.0,103918.0,,,4.7,83554.0,5.38,1696351.0,975000.0,863.09,17.22,,,13.49,13.49,334507776.0,2980296549.28,,5500.11,13.56,14.14,0.1181,20.98,0.2594,16.23
2009-07-06,94840896.0,848889562.34,4.75,9.7,3.63,1572.66,1.0,609276617.85,53017416.0,68070504.0,474541394.72,,91113.0,226251.0,0.0,1.48,,,25.41,86398.0,1422878.0,,91113.0,0.0,226251.0,,1968953.0,6265606.0,862.25,116.92,0.28,,13.7,13.7,333859840.0,2988269253.17,16489.0,5426.78,13.71,13.35,0.1182,22.09,0.2451,16.305
2009-07-07,95008248.0,832915545.76,4.75,9.61,3.63,1571.81,1.0,596801296.84,51011080.0,68075384.0,447202452.76,,,895132.0,3.8,,1300000.0,,75.11,183132.0,4655741.0,,,3.8,895132.0,20.82,1754273.0,1478252.0,831.63,30.11,,,13.05,13.05,339772640.0,2978708899.87,,5489.06,13.16,12.56,0.1119,21.71,0.2431,15.97
2009-07-08,94069304.0,815647112.89,4.71,9.52,3.6,1540.78,1.0,574498596.46,51296800.0,66257432.0,444779381.17,,,1142180.0,1.07,,17100.0,,15.94,107107.0,970643.0,,,1.07,1142180.0,0.28,114183.0,1942161.0,825.1,34.89,,,13.12,13.12,339672416.0,2945199057.06,,5418.82,13.21,13.03,0.1155,22.18,0.2406,15.795
2009-07-09,94515736.0,817702030.09,4.73,9.52,3.61,1532.44,1.0,576968620.37,51667416.0,66690080.0,447000179.45,,,142989.0,5.96,,6200.0,,1.75,673752.0,108634.0,,,5.96,142989.0,0.1,336259.0,247304.0,832.98,13.44,,,13.22,13.22,339111168.0,2933817184.7,,5405.05,13.35,13.09,0.1137,21.59,0.2419,15.76
2009-07-10,91590824.0,781838588.67,4.58,9.36,3.5,1478.77,1.0,564816967.91,49191948.0,66167176.0,419912841.9,,,303990.0,0.0,,,,53.68,314.0,3277827.0,,,0.0,303990.0,,498371.0,523218.0,779.12,8.36,,,12.77,12.77,336085792.0,2868899195.49,,5279.43,12.86,13.54,0.1198,22.38,0.2377,15.55
2009-07-13,92582832.0,806316004.01,4.63,9.49,3.54,1485.59,1.0,571709574.87,50073392.0,65644848.0,436095726.09,,,80324.0,,,369355.0,,12.86,,747032.0,,,,80324.0,5.74,1548149.0,891680.0,782.34,14.96,,,13.02,13.02,334660160.0,2914599144.18,,5240.89,12.99,13.44,0.1164,22.13,0.2406,15.865
2009-07-14,92484448.0,805966860.54,4.63,9.93,3.54,1498.15,1.0,570790209.3,51432564.0,65498000.0,448215273.3,,113032.0,957627.0,10.95,1.79,,,1.37,679567.0,102394.0,,113032.0,10.95,957627.0,,390908.0,826415.0,816.6,9.65,,,13.3,13.3,335155552.0,2920753422.64,,5315.81,13.32,13.36,0.118,22.36,0.2392,15.875
2009-07-15,92439600.0,812426595.03,4.62,10.5,3.54,1489.79,1.0,565042856.8,48756164.0,64291760.0,428504713.4,,414354.0,1282722.0,0.58,6.63,,,83.5,32498.0,5242267.0,,414354.0,0.58,1282722.0,,1318761.0,1238738.0,770.81,21.33,7.14,,13.05,13.05,324918752.0,2855622864.53,449970.0,5165.81,12.98,13.01,0.1174,22.55,0.2474,16.01
2009-07-16,97471512.0,866817079.2,4.88,11.1,3.73,1584.52,1.0,606234723.94,48277016.0,68169648.0,429328951.02,,,5164.0,44.41,,1414350.0,,13.65,2489030.0,940242.0,,,44.41,5164.0,23.43,455930.0,25498.0,773.77,0.0,,,61.97,12.95,29629728.0,263498059.64,,476.52,61.89,12.16,0.109,21.43,0.2614,16.2
2009-07-17,97570824.0,876270142.94,4.88,11.17,3.73,1606.34,1.0,601875806.91,48103152.0,67017596.0,432007788.3,,,340001.0,22.59,,,,25.2,1012424.0,1599862.0,,,22.59,340001.0,,1086000.0,2164471.0,781.98,30.11,,,12.84,12.84,326642560.0,2933531879.79,,5312.1,12.83,12.28,0.1117,21.95,0.2604,16.36
2009-07-20,94265024.0,841665241.4,4.72,10.95,3.61,1565.95,1.0,593792627.49,46946224.0,66503728.0,419169308.82,,,218244.0,0.45,,209392.0,,24.33,30000.0,1462899.0,,,0.45,218244.0,3.58,87725.0,753258.0,770.06,7.44,,,12.54,12.54,327391168.0,2923181417.18,,5353.74,12.57,12.56,0.1149,22.48,0.2518,16.265
2009-07-21,96870032.0,863861066.46,4.85,11.32,3.7,1600.17,1.0,602998760.4,48438872.0,67617944.0,431964920.01,,,1281849.0,15.42,,172815.0,,0.15,941400.0,9200.0,,,15.42,1281849.0,2.81,220000.0,,788.42,,,,12.94,12.94,325809952.0,2905486111.52,,5297.37,12.96,12.36,0.1132,22.1,0.2588,16.245
2009-07-22,98015288.0,873805124.84,4.9,11.51,3.75,1617.16,1.0,597256774.08,50009392.0,66994680.0,445833133.91,,,745242.0,,,,,11.95,,735189.0,,,,745242.0,,1560466.0,623264.0,812.47,10.11,,,13.43,13.43,322391552.0,2874116845.36,,5237.78,13.43,12.2,0.1109,21.81,0.2632,16.24
2009-07-23,97992728.0,890548907.94,4.9,11.51,3.75,1616.82,1.0,607722483.69,49039040.0,66871548.0,445662289.53,,,113257.0,0.43,,,,23.32,5894.0,1437257.0,,,0.43,113257.0,,353648.0,129030.0,799.94,2.2,,,13.17,13.17,323222464.0,2937416053.32,,5292.55,13.13,12.21,0.1111,21.94,0.2632,16.555
2009-07-24,98137976.0,891599542.99,4.91,11.4,3.75,1638.37,1.0,608770412.9,48972504.0,67007096.0,444923198.6,,,68856.0,5.35,,,,3.05,136000.0,205393.0,,,5.35,68856.0,,70000.0,449.0,811.22,0.45,,,13.19,13.19,322356000.0,2928656917.49,,5334.81,13.2,12.43,0.1112,21.95,0.2643,16.55
2009-07-27,99564152.0,908655783.95,4.98,11.5,3.81,1663.3,1.0,614574977.67,49023216.0,67340832.0,447402281.56,,3973.0,675912.0,8.65,0.07,,,18.88,500000.0,1129170.0,,3973.0,8.65,675912.0,,500000.0,166261.0,810.07,0.0,,,13.2,13.2,322261248.0,2941064038.16,,5339.1,13.17,12.22,0.1076,21.55,0.2682,16.625
2009-07-28,100002544.0,916773944.36,5.04,11.55,3.82,1681.52,1.0,619702592.05,49066940.0,67597728.0,449821477.76,,1084912.0,202103.0,8.4,18.12,,,17.95,460000.0,1134900.0,,1084912.0,8.4,202103.0,,21645.0,203111.0,817.94,3.18,2.15,,13.21,13.21,322481632.0,2956352367.92,130038.0,5369.5,13.22,12.59,0.107,21.47,0.2692,16.7
2009-07-29,99352312.0,926902149.04,5.01,11.47,3.8,1684.6,1.0,625051243.47,49121728.0,66997672.0,458278567.77,,,8037.0,3.23,,,,1.02,70000.0,73932.0,,,3.23,8037.0,,120682.0,670055.0,826.54,11.37,,,13.1,13.1,325924864.0,3040698809.99,,5483.32,13.1,12.64,0.1087,21.71,0.2649,16.995
2009-07-30,99149032.0,955757538.83,5.0,11.51,3.79,1699.58,1.0,644954105.82,48954644.0,66906692.0,471903447.97,,,10141.0,5.62,,,,2.36,300000.0,177225.0,,,5.62,10141.0,,,390980.0,833.63,3.34,,,13.05,13.05,326152992.0,3143986124.99,,5602.36,12.95,12.73,0.1074,21.37,0.2643,17.56
2009-07-31,98835232.0,950019838.44,4.98,11.23,3.78,1719.63,1.0,638454126.35,49143120.0,66421520.0,472371420.37,,17103.0,12537.0,0.45,0.3,,,0.0,11750.0,18618.0,,17103.0,0.45,12537.0,,177455.0,496920.0,851.03,0.0,,,13.0,13.0,328785088.0,3160334122.38,,5723.63,12.94,12.96,0.1076,21.32,0.2615,17.51
2009-08-03,97966704.0,942478096.28,4.94,11.54,3.75,1706.29,1.0,583181275.36,53992592.0,60619284.0,519429900.6,,,998207.0,1.8,,,,15.2,260953.0,893697.0,,,1.8,998207.0,,4744963.0,6063187.0,938.09,106.69,,,14.25,14.25,324996160.0,3126590460.51,,5675.75,14.18,11.79,0.1022,21.46,0.2585,17.525
2009-08-04,126370688.0,1201167541.73,6.37,15.08,4.83,2217.12,1.0,855046568.74,56745628.0,89956496.0,539373549.1,,,2217847.0,418.0,,5743170.0,,56.32,23603188.0,3247977.0,,,418.0,2217847.0,104.3,3783165.0,9146.0,990.99,0.0,,,15.05,15.05,320354880.0,3045009011.04,,5582.96,15.07,15.46,0.1129,23.61,0.3351,17.315
2009-08-05,130586144.0,1227257233.82,6.58,15.69,4.99,2269.24,1.0,825057139.09,59728820.0,87790096.0,561335407.93,,,2780558.0,0.83,,,,16.84,258600.0,865930.0,,,0.83,2780558.0,,1068564.0,2425000.0,1030.39,42.68,,,65.39,15.86,31615388.0,297123511.23,,544.36,65.43,15.32,0.1135,23.16,0.3468,17.12
2009-08-06,129194832.0,1212763155.01,6.51,15.57,4.94,2230.76,1.0,841032023.32,58697880.0,89594568.0,551002118.58,,,993706.0,31.08,,800000.0,,35.75,2004470.0,2068981.0,,,31.08,993706.0,13.7,44336.0,1000000.0,1005.74,17.52,,,64.95,15.62,31677456.0,297359042.05,,539.61,65.08,15.42,0.1214,25.0,0.3439,17.1
2009-08-07,152538400.0,1482970425.65,7.69,18.41,5.83,2642.66,2.0,1051129574.58,69805008.0,108119232.0,678640672.95,,,4730463.0,320.45,,,,3.4,18524664.0,191830.0,,,320.45,4730463.0,,6568499.0,,1208.94,,,,64.13,19.07,39042768.0,379571768.68,,678.71,64.04,18.38,0.1223,21.11,0.4168,17.71
2009-08-10,154550480.0,1511864258.64,7.79,18.12,5.91,2742.36,2.0,1064505962.8,70853856.0,108819232.0,693116012.79,,,1734802.0,26.55,,,,13.72,1486579.0,865142.0,,,26.55,1734802.0,,179186.0,786579.0,1256.89,13.39,,,63.3,18.73,41074400.0,401803458.03,,730.62,63.24,18.44,0.1225,21.22,0.4085,17.82
2009-08-11,160773616.0,1565239195.98,7.97,19.0,6.07,2860.32,2.0,1109738022.33,73349368.0,113986792.0,714105390.24,,,1665609.0,100.36,,,,12.05,5372564.0,684771.0,,,100.36,1665609.0,,1514670.0,205000.0,1303.12,3.39,,,60.12,18.94,48648496.0,473625801.66,,866.31,60.07,18.11,0.1245,22.43,0.4152,17.735
2009-08-12,216200304.0,2104261833.44,10.72,25.83,8.16,3831.81,2.0,1620609941.54,104731648.0,166507968.0,1019345512.3,,52.0,5756572.0,935.6,0.0,,,30.75,52707444.0,1725521.0,,52.0,935.6,5756572.0,,27351176.0,186266.0,1850.89,3.43,,,62.89,27.76,61795952.0,601455506.07,,1096.44,62.8,16.37,0.1756,34.27,0.5731,17.73
2009-08-13,225851264.0,2191374936.66,11.2,27.61,8.53,3995.79,2.0,1714519826.23,107529488.0,176704800.0,1043330113.73,,,2619201.0,185.81,,,,42.1,10500000.0,2365923.0,,,185.81,2619201.0,,2544567.0,303166.0,1897.37,10.64,,,63.5,28.71,61799936.0,599628394.54,,1095.61,63.39,15.6,0.1962,37.85,0.6029,17.675
2009-08-14,231623376.0,2207327888.53,11.48,28.49,8.75,4099.14,2.0,1735809879.59,107372864.0,182145184.0,1023243513.98,,28300.0,1907704.0,81.84,0.5,723302.0,,52.24,4717080.0,2964764.0,,28300.0,81.84,1907704.0,12.78,872138.0,,1895.16,,,,62.73,28.82,63797008.0,607973674.31,,1124.24,62.77,15.28,0.1889,36.73,0.6217,17.36
2009-08-17,231096976.0,2169327467.59,11.46,28.42,8.73,4044.68,2.0,1678812960.41,111178928.0,178842800.0,1043646293.01,0.7,21363.0,2185777.0,134.5,0.37,,38197.0,43.75,8015290.0,2375450.0,0.7,21363.0,134.5,2185777.0,,3974424.0,11355872.0,1933.42,220.77,0.0,,63.41,30.0,64149136.0,602173534.05,52.0,1109.38,63.54,15.51,0.1682,32.39,0.6235,17.1
2009-08-18,232350048.0,2187467620.35,11.52,28.53,8.77,4003.39,2.0,1662982529.11,116931088.0,176639904.0,1100851801.04,,179400.0,1366753.0,15.1,3.05,,,8.24,1079000.0,450967.0,,179400.0,15.1,1366753.0,,4656969.0,3281902.0,1999.69,81.47,,,61.48,31.02,73249408.0,689609103.11,,1251.02,61.52,15.74,0.1659,31.94,0.6164,17.15
2009-08-19,236412160.0,2230901676.82,11.72,29.3,8.93,4067.15,2.0,1698357048.31,112779320.0,179977568.0,1064241256.03,,145000.0,331491.0,179.8,2.49,35341.0,,116.16,10195015.0,6795107.0,,145000.0,179.8,331491.0,0.61,2166851.0,6892695.0,1929.51,126.13,,,64.69,30.4,61551064.0,580826180.38,,1052.67,64.7,17.19,0.1786,33.25,0.6372,17.19
2009-08-20,277378976.0,2643370284.95,13.75,34.87,10.47,4776.59,3.0,1914947679.72,135280896.0,200942800.0,1289201891.81,,645400.0,10442066.0,367.58,11.09,,,11.32,21476348.0,678776.0,,645400.0,367.58,10442066.0,,12092885.0,511121.0,2325.34,5.53,,,68.35,36.76,62637616.0,596924883.21,,1076.78,68.35,14.6,0.1431,28.3,0.7538,17.36
2009-08-21,294397344.0,2869388189.79,14.59,36.98,11.12,5110.17,3.0,1968385931.79,160542800.0,201955104.0,1564754654.43,,,10694476.0,127.43,,5938800.0,,55.39,6456197.0,3254477.0,,,127.43,10694476.0,105.54,17821900.0,11382672.0,2781.2,188.6,,,70.77,42.87,66313968.0,646339107.59,,1156.08,70.64,14.42,0.1325,27.93,0.7862,17.755
2009-08-24,288762784.0,2819225610.79,14.31,35.54,10.9,5090.94,3.0,1866603660.31,167889344.0,191189264.0,1639123753.51,,,5082107.0,92.58,,,,23.26,5173723.0,1383764.0,,,92.58,5082107.0,,3648205.0,15939570.0,2957.95,239.52,,,74.14,46.27,58564016.0,571767495.42,,1034.83,74.08,14.5,0.1221,26.13,0.7959,17.785
2009-08-25,323783392.0,3279334222.28,16.05,39.85,12.22,5749.7,3.0,2146240892.97,191273664.0,211908000.0,1937252767.36,,,11998689.0,486.69,,1075100.0,,50.93,26945728.0,3132750.0,,,486.69,11998689.0,19.22,14518381.0,7302101.0,3416.15,126.19,,,78.64,52.44,51962272.0,526282882.47,,947.11,78.29,12.74,0.1107,24.1,0.8877,18.45
2009-08-26,364698304.0,3707741673.41,18.08,43.16,13.77,6669.99,3.0,2372152378.24,217683344.0,233328000.0,2213099423.01,,,16189519.0,539.82,,,,50.66,25605556.0,2927559.0,,,539.82,16189519.0,,13147715.0,4185545.0,4009.78,64.15,,,85.32,60.17,37457312.0,380813497.49,,702.56,85.09,11.53,0.1008,21.73,1.0081,18.52
2009-08-27,419736768.0,4253470773.72,20.81,49.75,15.85,7672.61,4.0,2623914112.53,246077120.0,258930480.0,2493662499.45,,796200.0,18971576.0,557.99,14.62,,,34.55,30081824.0,1830494.0,,796200.0,557.99,18971576.0,,10623420.0,4479357.0,4513.47,83.08,3.09,,90.08,67.83,27094112.0,274562588.55,166930.0,513.9,89.78,12.4,0.091,19.0,1.1571,18.46
