,UBBB FP Equity_DX_SI_QTY,UBBB FP Equity_DX_SHORT_INTEREST_VALUE,UBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBBB FP Equity_DX_SI_MV,UBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBBB FP Equity_DX_SUPPLY_SI_QTY,UBBB FP Equity_DX_BROKER_SI_QTY,UBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBBB FP Equity_DX_BROKER_SI_MV_INC_x,UBBB FP Equity_DX_BROKER_SI_QTY_ADD,UBBB FP Equity_DX_SUPPLY_SI_MV_DEC,UBBB FP Equity_DX_BROKER_SI_QTY_INC,UBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,UBBB FP Equity_DX_BROKER_SI_MV_INC_y,UBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBBB FP Equity_DX_BROKER_SI_MV_ADD,UBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,UBBB FP Equity_DX_BROKER_SI_QTY_DEC,UBBB FP Equity_DX_SUPPLY_SI_MV,UBBB FP Equity_DX_BROKER_SI_MV_DEC,UBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBBB FP Equity_DX_UTILIZATION_QUANTITY,UBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,UBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBBB FP Equity_DX_BROKER_SI_CON_RATIO,UBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,UBBB FP Equity_PX_LAST
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5276775.03,5.24,0.0,,0.0,,0.0,56.822
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5264981.18,5.22,0.0,,0.0,,0.0,56.695
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5246129.58,5.22,0.0,,0.0,,0.0,56.492
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5244179.42,5.2,0.0,,0.0,,0.0,56.471
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5253373.05,5.2,0.0,,0.0,,0.0,56.57
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5262380.96,5.21,0.0,,0.0,,0.0,56.667
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5254023.11,5.21,0.0,,0.0,,0.0,56.577
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5243436.5,5.21,0.0,,0.0,,0.0,56.463
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,92865.0,5246501.04,5.2,0.0,,0.0,,0.0,56.496
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5803128.98,5.76,0.0,,0.0,,0.0,56.415
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5753959.51,5.76,0.0,,0.0,,0.0,55.937
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5795002.64,5.74,0.0,,0.0,,0.0,56.336
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5810946.72,5.75,0.0,,0.0,,0.0,56.491
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5817838.67,5.76,0.0,,0.0,,0.0,56.558
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5782350.25,5.77,0.0,,0.0,,0.0,56.213
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5782350.25,5.74,0.0,,0.0,,0.0,56.213
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5748610.53,5.74,0.0,,0.0,,0.0,55.885
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5696355.11,5.7,0.0,,0.0,,0.0,55.377
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5684422.77,5.65,0.0,,0.0,,0.0,55.261
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5712916.37,5.64,0.0,,0.0,,0.0,55.538
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5678148.0,5.67,0.0,,0.0,,0.0,55.2
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5671770.37,5.63,0.0,,0.0,,0.0,55.138
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5685554.28,5.63,0.0,,0.0,,0.0,55.272
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5684525.63,5.64,0.0,,0.0,,0.0,55.262
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5689977.48,5.64,0.0,,0.0,,0.0,55.315
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5717030.97,5.64,0.0,,0.0,,0.0,55.578
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5704275.71,5.66,0.0,,0.0,,0.0,55.454
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5699749.65,5.65,0.0,,0.0,,0.0,55.41
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5667861.5,5.65,0.0,,0.0,,0.0,55.1
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5673827.67,5.62,0.0,,0.0,,0.0,55.158
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5672901.89,5.63,0.0,,0.0,,0.0,55.149
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5649140.07,5.61,0.0,,0.0,,0.0,54.918
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5653769.0,5.6,0.0,,0.0,,0.0,54.963
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5680719.63,5.61,0.0,,0.0,,0.0,55.225
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5696560.84,5.65,0.0,,0.0,,0.0,55.379
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5700058.25,5.65,0.0,,0.0,,0.0,55.413
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5668993.02,5.63,0.0,,0.0,,0.0,55.111
2022-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5672490.43,5.62,0.0,,0.0,,0.0,55.145
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5637413.46,5.63,0.0,,0.0,,0.0,54.804
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5627744.15,5.58,0.0,,0.0,,0.0,54.71
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,102865.0,5623115.23,5.58,0.0,,0.0,,0.0,54.665
2022-04-08,3500.0,190879.5,0.61,0.13,0.19,190879.5,0.0,3500.0,0.0,,,3500.0,,,,,,0.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.034,54.537
2022-04-11,7000.0,381388.0,1.16,0.26,0.38,190694.0,3500.0,3500.0,190694.0,,,,,,,,,,3500.0,,0.19,,100.0,3.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.0681,54.484
2022-04-12,7000.0,382501.0,1.14,0.26,0.38,191250.5,3500.0,3500.0,191250.5,,,,,,,,,,,,0.19,,100.0,3.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.0681,54.643
2022-04-13,7000.0,382963.0,1.14,0.26,0.38,191481.5,3500.0,3500.0,191481.5,,,,,,,,,,,,0.19,,100.0,3.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.0681,54.709
2022-04-14,7000.0,380695.0,1.15,0.26,0.38,190347.5,3500.0,3500.0,190347.5,,,,,,,,,,,,0.19,,100.0,3.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.0681,54.385
2022-04-15,7000.0,380695.0,1.25,0.26,0.38,190347.5,3500.0,3500.0,190347.5,,,,,,,,,,,,0.19,,100.0,3.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.0681,
2022-04-18,7000.0,380695.0,1.25,0.26,0.38,190347.5,3500.0,3500.0,190347.5,,,,,,,,,,,,0.19,,100.0,3.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.0704,
2022-04-19,3500.0,189521.5,0.62,0.13,0.19,189521.5,0.0,3500.0,0.0,,,,0.19,,3500.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0352,54.149
2022-04-20,3500.0,190109.5,0.61,0.13,0.19,190109.5,0.0,3500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0355,54.317
2022-04-21,3500.0,189479.5,0.67,0.13,0.19,189479.5,0.0,3500.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0355,54.137
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3500.0,0.0,0.19,0.0,0.0,98565.0,5316497.54,5.27,0.0,,0.0,,0.0,53.939
2022-04-25,11000.0,593923.0,2.06,0.43,0.59,296961.5,5500.0,5500.0,296961.5,,,5500.0,,,,,,0.29,5500.0,,0.29,,100.0,5.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.1116,53.993
2022-04-26,17200.0,927303.6,3.2,0.67,0.92,463651.8,8600.0,8600.0,463651.8,,0.17,,,3100.0,,0.17,,,3100.0,,0.46,,100.0,8.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.1745,53.913
2022-04-27,14100.0,756577.8,2.62,0.55,0.76,461458.8,5500.0,8600.0,295119.0,,,,0.17,,3100.0,,,,,,0.29,,100.0,5.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.1431,53.658
2022-04-28,14100.0,752164.5,3.73,0.53,0.75,458767.0,5500.0,8600.0,293397.5,,,,,,,,,,,,0.29,,100.0,5.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.1431,53.345
2022-04-29,11000.0,587411.0,3.19,0.43,0.59,293705.5,5500.0,5500.0,293705.5,,,,,,,,,,,3100.0,0.29,0.17,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.1127,53.401
2022-05-02,11000.0,585607.0,2.76,0.43,0.59,292803.5,5500.0,5500.0,292803.5,,,,,,,,,,,,0.29,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.1127,53.237
2022-05-03,11000.0,588599.0,2.46,0.43,0.59,294299.5,5500.0,5500.0,294299.5,,,,,,,,,,,,0.29,,100.0,5.63,0.0,0.0,0.0,100.0,,1.0,100.0,0.1127,53.509
2022-05-04,14000.0,745850.0,2.83,0.55,0.75,372925.0,7000.0,7000.0,372925.0,,0.08,,0.29,1500.0,5500.0,0.08,,,7000.0,,0.37,,100.0,7.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.1434,53.275
2022-05-05,7000.0,371763.0,1.41,0.27,0.37,371763.0,0.0,7000.0,0.0,,,,0.37,,7000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0717,53.109
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7000.0,0.0,0.37,0.0,0.0,97625.0,5202631.5,5.16,0.0,,0.0,,0.0,53.292
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97625.0,5194431.0,5.16,0.0,,0.0,,0.0,53.208
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,97625.0,5207903.25,5.15,0.0,,0.0,,0.0,53.346
2022-05-11,37200.0,1985550.0,8.5,1.45,1.98,992775.0,18600.0,18600.0,992775.0,,,18600.0,,,,,,0.99,18600.0,,0.99,,20.72,19.05,71156.0,3797951.5,3.8,20.72,,1.0,100.0,0.3811,53.375
2022-05-12,18600.0,991454.4,4.25,0.72,0.98,991454.4,0.0,18600.0,0.0,,,,0.99,,18600.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1905,53.304
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18600.0,0.0,0.98,0.0,0.0,97625.0,5195797.75,5.15,0.0,,0.0,,0.0,53.222
2022-05-16,9400.0,500456.0,1.97,0.37,0.5,250228.0,4700.0,4700.0,250228.0,,,4700.0,,,,,,0.25,4700.0,,0.25,,100.0,4.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.0963,53.24
2022-05-17,9400.0,501706.2,1.97,0.37,0.5,250853.1,4700.0,4700.0,250853.1,,,,,,,,,,,,0.25,,100.0,4.81,0.0,0.0,0.0,100.0,,1.0,100.0,0.0963,53.373
2022-05-18,7400.0,394242.4,1.59,0.29,0.39,250397.2,2700.0,4700.0,143845.2,,,,0.11,,2000.0,,,,,,0.14,,100.0,2.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.0758,53.276
2022-05-19,4700.0,251971.7,0.98,0.18,0.25,251971.7,0.0,4700.0,0.0,,,,0.14,,2700.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0481,53.611
2022-05-20,2700.0,144266.4,0.6,0.1,0.14,144266.4,0.0,2700.0,0.0,,,,,,,,,,,2000.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0277,53.432
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2700.0,0.0,0.14,0.0,0.0,97625.0,5237776.5,5.17,0.0,,0.0,,0.0,53.652
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4725265.75,4.65,0.0,,0.0,,0.0,53.926
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4722724.63,4.68,0.0,,0.0,,0.0,53.897
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4742790.75,4.67,0.0,,0.0,,0.0,54.126
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4736043.63,4.69,0.0,,0.0,,0.0,54.049
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4748048.25,4.69,0.0,,0.0,,0.0,54.186
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4724564.75,4.7,0.0,,0.0,,0.0,53.918
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4698978.25,4.67,0.0,,0.0,,0.0,53.626
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4697050.5,4.65,0.0,,0.0,,0.0,53.604
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4698627.75,4.65,0.0,,0.0,,0.0,53.622
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4695210.38,4.65,0.0,,0.0,,0.0,53.583
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87625.0,4701168.88,4.65,0.0,,0.0,,0.0,53.651
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4704343.12,4.65,0.0,,0.0,,0.0,53.686
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4668941.81,4.66,0.0,,0.0,,0.0,53.282
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4613561.55,4.57,0.0,,0.0,,0.0,52.65
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4556954.51,4.52,0.0,,0.0,,0.0,52.004
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4561511.11,4.52,0.0,,0.0,,0.0,52.056
2022-06-15,4600.0,239627.8,1.32,0.17,0.24,119813.9,2300.0,2300.0,119813.9,,,2300.0,,,,,,0.12,2300.0,,0.12,,2.88,2.62,77457.0,4034967.5,4.03,2.88,,1.0,100.0,0.0525,52.093
2022-06-16,2300.0,120069.2,0.64,0.09,0.12,120069.2,0.0,2300.0,0.0,,,,0.12,,2300.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0262,52.204
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2300.0,0.0,0.12,0.0,0.0,87627.0,4580088.04,4.54,0.0,,0.0,,0.0,52.268
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4575881.94,4.55,0.0,,0.0,,0.0,52.22
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4593757.85,4.55,0.0,,0.0,,0.0,52.424
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4609618.34,4.57,0.0,,0.0,,0.0,52.605
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4613386.3,4.55,0.0,,0.0,,0.0,52.648
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4619607.81,4.59,0.0,,0.0,,0.0,52.719
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4623901.54,4.59,0.0,,0.0,,0.0,52.768
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4588763.11,4.52,0.0,,0.0,,0.0,52.367
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4592969.21,4.51,0.0,,0.0,,0.0,52.415
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4598489.71,4.57,0.0,,0.0,,0.0,52.478
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87627.0,4615051.21,4.54,0.0,,0.0,,0.0,52.667
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87637.0,4624779.76,4.57,0.0,,0.0,,0.0,52.772
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4362284.3,4.29,0.0,,0.0,,0.0,52.526
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4349743.75,4.31,0.0,,0.0,,0.0,52.375
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4343930.25,4.31,0.0,,0.0,,0.0,52.305
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4350491.2,4.32,0.0,,0.0,,0.0,52.384
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4339943.85,4.26,0.0,,0.0,,0.0,52.257
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4345757.35,4.26,0.0,,0.0,,0.0,52.327
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4328898.2,4.31,0.0,,0.0,,0.0,52.124
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4306557.75,4.27,0.0,,0.0,,0.0,51.855
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4343764.15,4.3,0.0,,0.0,,0.0,52.303
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4342352.3,4.34,0.0,,0.0,,0.0,52.286
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4357716.55,4.34,0.0,,0.0,,0.0,52.471
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4349660.7,4.3,0.0,,0.0,,0.0,52.374
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4354228.45,4.32,0.0,,0.0,,0.0,52.429
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4387531.5,4.33,0.0,,0.0,,0.0,52.83
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4386534.9,4.34,0.0,,0.0,,0.0,52.818
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4377067.2,4.31,0.0,,0.0,,0.0,52.704
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4380970.55,4.37,0.0,,0.0,,0.0,52.751
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4417927.8,4.37,0.0,,0.0,,0.0,53.196
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4415851.55,4.4,0.0,,0.0,,0.0,53.171
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4433624.25,4.39,0.0,,0.0,,0.0,53.385
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4409124.5,4.36,0.0,,0.0,,0.0,53.09
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4390106.05,4.36,0.0,,0.0,,0.0,52.861
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,83050.0,4412031.25,4.39,0.0,,0.0,,0.0,53.125
