,UBBB FP Equity_DX_SI_QTY,UBBB FP Equity_DX_SHORT_INTEREST_VALUE,UBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UBBB FP Equity_DX_SI_MV,UBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UBBB FP Equity_DX_SUPPLY_SI_QTY,UBBB FP Equity_DX_BROKER_SI_QTY,UBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,UBBB FP Equity_DX_BROKER_SI_MV_INC_x,UBBB FP Equity_DX_BROKER_SI_QTY_ADD,UBBB FP Equity_DX_SUPPLY_SI_MV_DEC,UBBB FP Equity_DX_BROKER_SI_QTY_INC,UBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,UBBB FP Equity_DX_BROKER_SI_MV_INC_y,UBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,UBBB FP Equity_DX_BROKER_SI_MV_ADD,UBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,UBBB FP Equity_DX_BROKER_SI_QTY_DEC,UBBB FP Equity_DX_SUPPLY_SI_MV,UBBB FP Equity_DX_BROKER_SI_MV_DEC,UBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UBBB FP Equity_DX_UTILIZATION_QUANTITY,UBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,UBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,UBBB FP Equity_DX_BROKER_SI_CON_RATIO,UBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,UBBB FP Equity_PX_LAST
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2570.0,141977.08,0.04,0.0,,0.0,,0.0,55.244
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2570.0,142092.73,0.04,0.0,,0.0,,0.0,55.289
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2570.0,142123.57,0.04,0.0,,0.0,,0.0,55.301
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2570.0,142007.92,0.04,0.0,,0.0,,0.0,55.256
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3370.0,186199.24,0.04,0.0,,0.0,,0.0,55.252
2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3370.0,186263.27,0.04,0.0,,0.0,,0.0,55.271
2019-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187524.63,0.04,0.0,,0.0,,0.0,55.317
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187283.94,0.04,0.0,,0.0,,0.0,55.246
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187446.66,0.04,0.0,,0.0,,0.0,55.294
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187344.96,0.04,0.0,,0.0,,0.0,55.264
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187341.57,0.04,0.0,,0.0,,0.0,55.263
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187792.44,0.04,0.0,,0.0,,0.0,55.396
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187650.06,0.04,0.0,,0.0,,0.0,55.354
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187667.01,0.04,0.0,,0.0,,0.0,55.359
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187575.48,0.04,0.0,,0.0,,0.0,55.332
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187487.34,0.04,0.0,,0.0,,0.0,55.306
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187528.02,0.04,0.0,,0.0,,0.0,55.318
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187643.28,0.04,0.0,,0.0,,0.0,55.352
2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187534.8,0.04,0.0,,0.0,,0.0,55.32
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187911.09,0.04,0.0,,0.0,,0.0,55.431
2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187717.86,0.04,0.0,,0.0,,0.0,55.374
2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187853.46,0.04,0.0,,0.0,,0.0,55.414
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187728.03,0.04,0.0,,0.0,,0.0,55.377
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187972.11,0.04,0.0,,0.0,,0.0,55.449
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187944.99,0.04,0.0,,0.0,,0.0,55.441
2019-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187867.02,0.04,0.0,,0.0,,0.0,55.418
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187782.27,0.04,0.0,,0.0,,0.0,55.393
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187782.27,0.04,0.0,,0.0,,0.0,
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,187782.27,0.04,0.0,,0.0,,0.0,
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,188195.85,0.04,0.0,,0.0,,0.0,55.515
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,188100.93,0.04,0.0,,0.0,,0.0,55.487
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,188395.86,0.04,0.0,,0.0,,0.0,55.574
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,700.0,38901.8,0.04,0.0,,0.0,,0.0,
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,243899.46,0.1,0.0,,0.0,,0.0,55.634
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,243807.39,0.1,0.0,,0.0,,0.0,55.613
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,243781.09,0.1,0.0,,0.0,,0.0,55.607
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,243903.84,0.1,0.0,,0.0,,0.0,55.635
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,243746.02,0.1,0.0,,0.0,,0.0,55.599
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,243706.56,0.1,0.0,,0.0,,0.0,55.59
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,244136.19,0.1,0.0,,0.0,,0.0,55.688
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,244052.9,0.1,0.0,,0.0,,0.0,55.669
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,244175.65,0.1,0.0,,0.0,,0.0,55.697
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4384.0,244333.47,0.1,0.0,,0.0,,0.0,55.733
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,188843.34,0.04,0.0,,0.0,,0.0,55.706
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,188870.46,0.04,0.0,,0.0,,0.0,55.714
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,188806.05,0.04,0.0,,0.0,,0.0,55.695
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,189012.84,0.04,0.0,,0.0,,0.0,55.756
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,189192.51,0.04,0.0,,0.0,,0.0,55.809
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3390.0,189358.62,0.04,0.0,,0.0,,0.0,55.858
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,626568.28,0.48,0.0,,0.0,,0.0,55.819
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,627163.2,0.48,0.0,,0.0,,0.0,55.872
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,627623.43,0.48,0.0,,0.0,,0.0,55.913
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,628128.55,0.48,0.0,,0.0,,0.0,55.958
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,628498.98,0.48,0.0,,0.0,,0.0,55.991
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,629004.1,0.48,0.0,,0.0,,0.0,56.036
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,628723.48,0.48,0.0,,0.0,,0.0,56.011
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11225.0,628072.43,0.48,0.0,,0.0,,0.0,55.953
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11325.0,633554.48,0.49,0.0,,0.0,,0.0,55.943
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11325.0,633520.5,0.48,0.0,,0.0,,0.0,55.94
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11325.0,633905.55,0.48,0.0,,0.0,,0.0,55.974
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11325.0,634551.07,0.48,0.0,,0.0,,0.0,56.031
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,645768.8,0.48,0.0,,0.0,,0.0,56.032
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,645169.5,0.49,0.0,,0.0,,0.0,55.98
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,646275.9,0.49,0.0,,0.0,,0.0,56.076
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,646610.13,0.49,0.0,,0.0,,0.0,56.105
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,646414.2,0.49,0.0,,0.0,,0.0,56.088
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,646817.57,0.49,0.0,,0.0,,0.0,56.123
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,646898.25,0.49,0.0,,0.0,,0.0,56.13
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,647462.98,0.48,0.0,,0.0,,0.0,56.179
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,647900.93,0.48,0.0,,0.0,,0.0,56.217
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11525.0,648315.82,0.47,0.0,,0.0,,0.0,56.253
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,651834.55,0.47,0.0,,0.0,,0.0,56.314
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,651695.65,0.47,0.0,,0.0,,0.0,56.302
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,652008.18,0.46,0.0,,0.0,,0.0,56.329
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,651070.6,0.46,0.0,,0.0,,0.0,56.248
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,652934.18,0.47,0.0,,0.0,,0.0,56.409
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,654959.8,0.47,0.0,,0.0,,0.0,56.584
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,655908.95,0.46,0.0,,0.0,,0.0,56.666
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,656522.43,0.46,0.0,,0.0,,0.0,56.719
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,655932.1,0.45,0.0,,0.0,,0.0,56.668
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,645815.55,0.47,0.0,,0.0,,0.0,55.794
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,648813.48,0.47,0.0,,0.0,,0.0,56.053
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,641092.95,0.46,0.0,,0.0,,0.0,55.386
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,607594.9,0.45,0.0,,0.0,,0.0,52.492
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,603370.03,0.46,0.0,,0.0,,0.0,52.127
2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,612236.48,0.44,0.0,,0.0,,0.0,52.893
2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,596922.75,0.44,0.0,,0.0,,0.0,51.57
2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,595533.75,0.42,0.0,,0.0,,0.0,51.45
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,585509.8,0.42,0.0,,0.0,,0.0,50.584
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,577580.93,0.41,0.0,,0.0,,0.0,49.899
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,591019.5,0.4,0.0,,0.0,,0.0,51.06
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,589607.35,0.41,0.0,,0.0,,0.0,50.938
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,586725.18,0.42,0.0,,0.0,,0.0,50.689
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,609736.28,0.44,0.0,,0.0,,0.0,52.677
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,610824.32,0.43,0.0,,0.0,,0.0,52.771
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,617341.05,0.42,0.0,,0.0,,0.0,53.334
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,620489.45,0.43,0.0,,0.0,,0.0,53.606
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,617051.68,0.42,0.0,,0.0,,0.0,53.309
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,615778.43,0.42,0.0,,0.0,,0.0,53.199
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,615107.07,0.41,0.0,,0.0,,0.0,53.141
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,615836.3,0.41,0.0,,0.0,,0.0,53.204
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,619679.2,0.42,0.0,,0.0,,0.0,53.536
2020-04-08,4200.0,225674.4,1.96,0.44,0.21,112837.2,2100.0,2100.0,112837.2,,,2100.0,,,,,,0.11,2100.0,,0.1,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,53.732
2020-04-09,4200.0,230277.6,1.96,0.44,0.22,115138.8,2100.0,2100.0,115138.8,,,,,,,,,,,,0.1,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,54.828
2020-04-10,4200.0,230277.6,1.96,0.44,0.22,115138.8,2100.0,2100.0,115138.8,,,,,,,,,,,,0.11,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,
2020-04-13,4200.0,230277.6,1.96,0.44,0.22,115138.8,2100.0,2100.0,115138.8,,,,,,,,,,,,0.1,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,
2020-04-14,4200.0,231814.8,1.96,0.44,0.22,115907.4,2100.0,2100.0,115907.4,,,,,,,,,,,,0.11,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,55.194
2020-04-15,4200.0,231357.0,1.96,0.44,0.22,115678.5,2100.0,2100.0,115678.5,,,,,,,,,,,,0.1,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,55.085
2020-04-16,4200.0,232062.6,1.98,0.44,0.22,116031.3,2100.0,2100.0,116031.3,,,,,,,,,,,,0.1,,100.0,2.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0459,55.253
2020-04-17,4200.0,231785.4,1.98,0.44,0.22,115892.7,2100.0,2100.0,115892.7,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.187
2020-04-20,4200.0,231621.6,2.01,0.44,0.22,115810.8,2100.0,2100.0,115810.8,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.148
2020-04-21,4200.0,230903.4,2.01,0.44,0.22,115451.7,2100.0,2100.0,115451.7,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,54.977
2020-04-22,4200.0,230785.8,2.02,0.44,0.22,115392.9,2100.0,2100.0,115392.9,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,54.949
2020-04-23,4200.0,230920.2,2.07,0.49,0.21,115460.1,2100.0,2100.0,115460.1,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,54.981
2020-04-24,4200.0,231319.2,2.37,0.49,0.21,115659.6,2100.0,2100.0,115659.6,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.076
2020-04-27,4200.0,231436.8,2.38,0.49,0.22,115718.4,2100.0,2100.0,115718.4,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.104
2020-04-28,4200.0,231386.4,2.39,0.49,0.22,115693.2,2100.0,2100.0,115693.2,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.092
2020-04-29,4200.0,231688.8,2.37,0.49,0.22,115844.4,2100.0,2100.0,115844.4,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.164
2020-04-30,4200.0,231949.2,2.38,0.49,0.22,115974.6,2100.0,2100.0,115974.6,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.226
2020-05-01,4200.0,231949.2,6.5,0.49,0.22,115974.6,2100.0,2100.0,115974.6,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,
2020-05-04,4200.0,231907.2,6.5,0.49,0.22,115953.6,2100.0,2100.0,115953.6,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.216
2020-05-05,4200.0,231751.8,6.63,0.49,0.22,115875.9,2100.0,2100.0,115875.9,,,,,,,,,,,,0.1,,100.0,2.54,0.0,0.0,0.0,100.0,,1.0,100.0,0.0509,55.179
2020-05-06,4200.0,231617.4,6.7,0.49,0.22,115808.7,2100.0,2100.0,115808.7,,,,,,,,,,,,0.1,,100.0,7.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.147,55.147
2020-05-07,4200.0,231789.6,6.7,0.49,0.22,115894.8,2100.0,2100.0,115894.8,,,,,,,,,,,,0.1,,100.0,18.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.3629,55.188
2020-05-08,4200.0,231890.4,6.82,0.49,0.22,115945.2,2100.0,2100.0,115945.2,,,,,,,,,,,,0.1,,100.0,18.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.3629,55.212
2020-05-11,2100.0,115682.7,2.7,0.24,0.12,115682.7,0.0,2100.0,0.0,,,,0.1,,2100.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1814,55.087
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2100.0,0.0,0.12,0.0,0.0,11575.0,639044.18,0.42,0.0,,0.0,,0.0,55.209
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,640560.5,0.42,0.0,,0.0,,0.0,55.34
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11575.0,640051.2,0.42,0.0,,0.0,,0.0,55.296
