,MTB FP Equity_DX_SI_QTY,MTB FP Equity_DX_SHORT_INTEREST_VALUE,MTB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTB FP Equity_DX_SI_MV,MTB FP Equity_DX_DSS,MTB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTB FP Equity_DX_SUPPLY_SI_QTY,MTB FP Equity_DX_BROKER_SI_QTY,MTB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTB FP Equity_DX_BROKER_SI_MV_NEW_x,MTB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTB FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTB FP Equity_DX_BROKER_SI_MV_INC_x,MTB FP Equity_DX_SUPPLY_SI_MV_NEW,MTB FP Equity_DX_BROKER_SI_QTY_ADD,MTB FP Equity_DX_BROKER_SI_QTY_NEW,MTB FP Equity_DX_SUPPLY_SI_MV_DEC,MTB FP Equity_DX_BROKER_SI_QTY_INC,MTB FP Equity_DX_SUPPLY_SI_QTY_DEC,MTB FP Equity_DX_BROKER_SI_MV_NEW_y,MTB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTB FP Equity_DX_BROKER_SI_MV_INC_y,MTB FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTB FP Equity_DX_BROKER_SI_MV_ADD,MTB FP Equity_DX_SUPPLY_SI_QTY_ADD,MTB FP Equity_DX_BROKER_SI_QTY_DEC,MTB FP Equity_DX_SUPPLY_SI_MV,MTB FP Equity_DX_BROKER_SI_MV_DEC,MTB FP Equity_DX_SUPPLY_SI_MV_RMV,MTB FP Equity_DX_BROKER_SI_MV_RMV,MTB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTB FP Equity_DX_UTILIZATION_QUANTITY,MTB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTB FP Equity_DX_ACTIVE_UTILIZATION_MV,MTB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTB FP Equity_DX_BROKER_SI_CON_RATIO,MTB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTB FP Equity_DX_DEMAND_SUPPLY_RATIO,MTB FP Equity_PX_LAST
2020-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1431782.32,,0.85,0.0,,0.0,,0.0,154.52
2020-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1432708.92,,0.85,0.0,,0.0,,0.0,154.62
2020-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1433079.56,,0.85,0.0,,0.0,,0.0,154.66
2020-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1433357.54,,0.85,0.0,,0.0,,0.0,154.69
2020-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1432616.26,,0.86,0.0,,0.0,,0.0,154.61
2020-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1433264.88,,0.86,0.0,,0.0,,0.0,154.68
2020-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1431597.0,,0.85,0.0,,0.0,,0.0,154.5
2020-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1432986.9,,0.86,0.0,,0.0,,0.0,154.65
2020-07-03,1400.0,216370.0,1.73,0.05,0.22,,216370.0,1400.0,1400.0,216370.0,,,,,,1400.0,,,,,,,,,0.22,1400.0,,0.22,,,,24.56,13.13,4300.0,664565.0,,0.66,24.57,50.0,0.5,50.0,0.1313,154.55
2020-07-06,1400.0,216510.0,1.74,0.05,0.22,,216510.0,1400.0,1400.0,216510.0,,,,,,,,,,,,,,,,,,0.22,,,,24.56,13.13,4300.0,664995.0,,0.66,24.56,50.0,0.5,50.0,0.1313,154.65
2020-07-07,1400.0,216524.0,1.74,0.05,0.22,,216524.0,1400.0,1400.0,216524.0,,,,,,,,,,,,,,,,,,0.22,,,,24.56,13.13,4300.0,665038.0,,0.66,24.56,50.0,0.5,50.0,0.1313,154.66
2020-07-08,1400.0,216370.0,1.7,0.05,0.22,,216370.0,1400.0,1400.0,216370.0,,,,,,,,,,,,,,,,,,0.22,,,,24.56,13.13,4300.0,664565.0,,0.66,24.56,50.0,0.5,50.0,0.1313,154.55
2020-07-09,1400.0,216510.0,1.84,0.05,0.22,,216510.0,1400.0,1400.0,216510.0,,,,,,,,,,,,,,,,,,0.22,,,,24.56,13.13,4300.0,664995.0,,0.66,24.55,50.0,0.5,50.0,0.1313,154.65
2020-07-10,1400.0,216566.0,1.95,0.05,0.22,,216566.0,1400.0,1400.0,216566.0,,,,,,,,,,,,,,,,,,0.22,,,,24.56,13.13,4300.0,665167.0,,0.67,24.56,50.0,0.5,50.0,0.1313,154.69
2020-07-13,1400.0,216258.0,1.96,0.05,0.22,,216258.0,700.0,1400.0,108129.0,,,,,,,,0.11,,700.0,,,,,,,,0.11,,,,100.0,6.56,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.1313,154.47
2020-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.11,,700.0,,,,,,,1400.0,0.0,0.22,,,0.0,0.0,9266.0,1432430.94,,0.85,0.0,,0.0,,0.0,154.59
2020-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9266.0,1432060.3,,0.86,0.0,,0.0,,0.0,154.55
2020-07-16,1400.0,216594.0,2.03,0.05,0.22,,216594.0,1400.0,1400.0,216594.0,,,,,,1400.0,,,,,,,,,0.22,1400.0,,0.22,,,,24.56,13.13,4300.0,665253.0,,0.66,24.55,50.0,0.5,50.0,0.1313,154.71
2020-07-17,1400.0,216482.0,2.09,0.05,0.22,,216482.0,1400.0,1400.0,216482.0,,,,,,,,,,,,,,,,,,0.22,,,,24.56,13.13,4300.0,664909.0,,0.66,24.57,50.0,0.5,50.0,0.1313,154.63
2020-07-20,1400.0,216846.0,2.2,0.05,0.22,,216846.0,700.0,1400.0,108423.0,,,,,,,,0.11,,700.0,,,,,,,,0.11,,,,100.0,12.35,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2471,154.89
2020-07-21,1400.0,216790.0,2.2,0.05,0.22,,216790.0,700.0,1400.0,108395.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,12.35,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2471,154.85
2020-07-22,1400.0,216972.0,3.24,0.05,0.22,,216972.0,700.0,1400.0,108486.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,12.35,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.2471,154.98
2020-07-23,1400.0,216986.0,3.16,0.05,0.22,,216986.0,700.0,1400.0,108493.0,,,,,,,,,,,,,,,,,,0.11,,,,100.0,12.35,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.2471,154.99
2020-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.11,,700.0,,,,,,,1400.0,0.0,0.22,,,0.0,0.0,4366.0,676249.74,,0.1,0.0,,0.0,,0.0,154.89
2020-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4366.0,676730.0,,0.1,0.0,,0.0,,0.0,155.0
2020-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4266.0,661059.36,,0.08,0.0,,0.0,,0.0,154.96
2020-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4266.0,661144.68,,0.08,0.0,,0.0,,0.0,154.98
2020-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4266.0,661571.28,,0.08,0.0,,0.0,,0.0,155.08
2020-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663672.9,,0.08,0.0,,0.0,,0.0,155.1
2020-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663245.0,,0.08,0.0,,0.0,,0.0,155.0
2020-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,664186.38,,0.08,0.0,,0.0,,0.0,155.22
2020-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663544.53,,0.08,0.0,,0.0,,0.0,155.07
2020-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663886.85,,0.08,0.0,,0.0,,0.0,155.15
2020-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663758.48,,0.08,0.0,,0.0,,0.0,155.12
2020-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,664100.8,,0.08,0.0,,0.0,,0.0,155.2
2020-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663672.9,,0.08,0.0,,0.0,,0.0,155.1
2020-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663287.79,,0.08,0.0,,0.0,,0.0,155.01
2020-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662260.83,,0.08,0.0,,0.0,,0.0,154.77
2020-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662603.15,,0.08,0.0,,0.0,,0.0,154.85
2020-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663287.79,,0.08,0.0,,0.0,,0.0,155.01
2020-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663544.53,,0.08,0.0,,0.0,,0.0,155.07
2020-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663758.48,,0.08,0.0,,0.0,,0.0,155.12
2020-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663929.64,,0.08,0.0,,0.0,,0.0,155.16
2020-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,664058.01,,0.08,0.0,,0.0,,0.0,155.19
2020-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663630.11,,0.08,0.0,,0.0,,0.0,155.09
2020-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662603.15,,0.08,0.0,,0.0,,0.0,154.85
2020-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662474.78,,0.08,0.0,,0.0,,0.0,154.82
2020-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662474.78,,0.08,0.0,,0.0,,0.0,154.82
2020-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662688.73,,0.08,0.0,,0.0,,0.0,154.87
2020-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662004.09,,0.08,0.0,,0.0,,0.0,154.71
2020-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662988.26,,0.08,0.0,,0.0,,0.0,154.94
2020-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663758.48,,0.08,0.0,,0.0,,0.0,155.12
2020-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663972.43,,0.08,0.0,,0.0,,0.0,155.17
2020-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663544.53,,0.08,0.0,,0.0,,0.0,155.07
2020-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663159.42,,0.08,0.0,,0.0,,0.0,154.98
2020-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663630.11,,0.08,0.0,,0.0,,0.0,155.09
2020-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663073.84,,0.08,0.0,,0.0,,0.0,154.96
2020-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,662988.26,,0.08,0.0,,0.0,,0.0,154.94
2020-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663544.53,,0.08,0.0,,0.0,,0.0,155.07
2020-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663758.48,,0.08,0.0,,0.0,,0.0,155.12
2020-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,663886.85,,0.08,0.0,,0.0,,0.0,155.15
2020-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,664314.75,,0.08,0.0,,0.0,,0.0,155.25
2020-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,664528.7,,0.08,0.0,,0.0,,0.0,155.3
2020-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,664571.49,,0.08,0.0,,0.0,,0.0,155.31
2020-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4279.0,665127.76,,0.08,0.0,,0.0,,0.0,155.44
2020-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605127.92,,0.08,0.0,,0.0,,0.0,155.44
2020-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605322.57,,0.08,0.0,,0.0,,0.0,155.49
2020-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,604466.11,,0.08,0.0,,0.0,,0.0,155.27
2020-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,604777.55,,0.08,0.0,,0.0,,0.0,155.35
2020-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,604894.34,,0.08,0.0,,0.0,,0.0,155.38
2020-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605322.57,,0.08,0.0,,0.0,,0.0,155.49
2020-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,604738.62,,0.08,0.0,,0.0,,0.0,155.34
2020-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,604933.27,,0.08,0.0,,0.0,,0.0,155.39
2020-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605361.5,,0.08,0.0,,0.0,,0.0,155.5
2020-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,604855.41,,0.08,0.0,,0.0,,0.0,155.37
2020-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605361.5,,0.08,0.0,,0.0,,0.0,155.5
2020-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605127.92,,0.08,0.0,,0.0,,0.0,155.44
2020-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605595.08,,0.08,0.0,,0.0,,0.0,155.56
2020-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606217.96,,0.08,0.0,,0.0,,0.0,155.72
2020-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606334.75,,0.08,0.0,,0.0,,0.0,155.75
2020-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606607.26,,0.08,0.0,,0.0,,0.0,155.82
2020-10-14,700.0,109067.0,0.87,0.03,0.11,,109067.0,0.0,700.0,0.0,,,,,,700.0,,,,,,,,,0.11,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.81
2020-10-15,700.0,109067.0,0.78,0.03,0.11,,109067.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.81
2020-10-16,700.0,109137.0,0.76,0.03,0.11,,109137.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.91
2020-10-19,700.0,109130.0,0.79,0.03,0.11,,109130.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.9
2020-10-20,700.0,109067.0,0.79,0.03,0.11,,109067.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.81
2020-10-21,700.0,109004.0,0.79,0.03,0.11,,109004.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.72
2020-10-22,700.0,108948.0,0.8,0.03,0.11,,108948.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.64
2020-10-23,700.0,108997.0,0.79,0.03,0.11,,108997.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.71
2020-10-26,700.0,109011.0,0.77,0.03,0.11,,109011.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.73
2020-10-27,700.0,109102.0,0.76,0.03,0.11,,109102.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.86
2020-10-28,700.0,109011.0,0.76,0.03,0.11,,109011.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.73
2020-10-29,700.0,109179.0,0.78,0.03,0.11,,109179.0,0.0,700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1798,155.97
2020-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,700.0,0.0,0.11,,,0.0,0.0,3893.0,607152.28,,0.08,0.0,,0.0,,0.0,155.96
2020-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607502.65,,0.08,0.0,,0.0,,0.0,156.05
2020-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607191.21,,0.08,0.0,,0.0,,0.0,155.97
2020-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607463.72,,0.08,0.0,,0.0,,0.0,156.04
2020-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607619.44,,0.08,0.0,,0.0,,0.0,156.08
2020-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607502.65,,0.08,0.0,,0.0,,0.0,156.05
2020-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605945.45,,0.08,0.0,,0.0,,0.0,155.65
2020-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605556.15,,0.08,0.0,,0.0,,0.0,155.55
2020-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,605711.87,,0.08,0.0,,0.0,,0.0,155.59
2020-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606334.75,,0.08,0.0,,0.0,,0.0,155.75
2020-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606490.47,,0.08,0.0,,0.0,,0.0,155.79
2020-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606490.47,,0.08,0.0,,0.0,,0.0,155.79
2020-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606957.63,,0.08,0.0,,0.0,,0.0,155.91
2020-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606762.98,,0.08,0.0,,0.0,,0.0,155.86
2020-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,606957.63,,0.08,0.0,,0.0,,0.0,155.91
2020-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607074.42,,0.08,0.0,,0.0,,0.0,155.94
2020-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607230.14,,0.08,0.0,,0.0,,0.0,155.98
2020-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607035.49,,0.08,0.0,,0.0,,0.0,155.93
2020-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607191.21,,0.08,0.0,,0.0,,0.0,155.97
2020-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607308.0,,0.08,0.0,,0.0,,0.0,156.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3893.0,607191.21,,0.08,0.0,,0.0,,0.0,155.97
