,VETO FP Equity_DX_SI_QTY,VETO FP Equity_DX_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VETO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VETO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VETO FP Equity_DX_SI_MV,VETO FP Equity_DX_DSS,VETO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY,VETO FP Equity_DX_BROKER_SI_QTY,VETO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VETO FP Equity_DX_BROKER_SI_MV_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_x,VETO FP Equity_DX_BROKER_SI_MV_INC_x,VETO FP Equity_DX_SUPPLY_SI_MV_NEW,VETO FP Equity_DX_BROKER_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_NEW,VETO FP Equity_DX_SUPPLY_SI_MV_DEC,VETO FP Equity_DX_BROKER_SI_QTY_INC,VETO FP Equity_DX_SUPPLY_SI_QTY_DEC,VETO FP Equity_DX_BROKER_SI_MV_NEW_y,VETO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VETO FP Equity_DX_BROKER_SI_MV_INC_y,VETO FP Equity_DX_SUPPLY_SI_QTY_INC_y,VETO FP Equity_DX_BROKER_SI_MV_ADD,VETO FP Equity_DX_SUPPLY_SI_QTY_ADD,VETO FP Equity_DX_BROKER_SI_QTY_DEC,VETO FP Equity_DX_SUPPLY_SI_MV,VETO FP Equity_DX_BROKER_SI_MV_DEC,VETO FP Equity_DX_SUPPLY_SI_MV_RMV,VETO FP Equity_DX_BROKER_SI_MV_RMV,VETO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VETO FP Equity_DX_UTILIZATION_QUANTITY,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VETO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VETO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VETO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VETO FP Equity_DX_ACTIVE_UTILIZATION_MV,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VETO FP Equity_DX_BROKER_SI_CON_RATIO,VETO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VETO FP Equity_DX_DEMAND_SUPPLY_RATIO,VETO FP Equity_PX_LAST
2023-08-24,1942.0,174003.2,0.05,1.62,0.02,0.18,0.0,146675.2,1942.0,1637.0,174003.2,,,570.0,0.0,,,,0.1,13.0,1109.0,,,0.0,570.0,,,552.0,0.18,0.05,,,0.65,0.65,296087.0,26529395.2,,26.63,0.65,25.28,0.4371,59.04,0.0065,89.6
2023-08-25,2693.0,242100.7,0.07,2.32,0.02,0.24,0.0,141232.9,1876.0,1571.0,168652.4,,,,,,,,0.01,,66.0,,,,,,,66.0,0.17,0.01,,,0.63,0.63,296153.0,26624154.7,,26.58,0.63,18.34,0.5417,70.38,0.009,89.9
2023-08-28,829.0,74941.6,0.02,0.73,0.01,0.07,0.0,46284.8,817.0,512.0,73856.8,,,,,,12.0,,0.1,,1071.0,,,,,0.0,12.0,1071.0,0.07,0.1,,,0.28,0.28,296169.0,26773677.6,,26.62,0.27,37.05,0.4985,60.03,0.0028,90.4
2023-08-29,961.0,85721.2,0.02,0.86,0.01,0.09,0.0,52092.8,889.0,584.0,79298.8,,,,0.01,,,,,72.0,,,,0.01,,,72.0,,0.08,,,,0.3,0.3,296169.0,26418274.8,,26.56,0.3,32.0,0.3951,51.54,0.0032,89.2
2023-08-30,829.0,73117.8,0.02,0.72,0.01,0.07,0.0,45158.4,817.0,512.0,72059.4,,,,,,,,0.01,,72.0,,,,,,,72.0,0.07,0.01,,,0.27,0.27,296309.0,26134453.8,,26.21,0.28,37.0,0.4986,60.07,0.0028,88.2
2023-08-31,971.0,85739.3,0.03,0.88,0.01,0.09,0.0,52008.7,894.0,589.0,78940.2,,,,0.01,,,,,77.0,,,,0.01,,,77.0,,0.08,,,,0.3,0.3,296309.0,26164084.7,,26.24,0.3,31.5,0.3932,51.47,0.0033,88.3
2023-09-01,829.0,72952.0,0.02,0.76,0.01,0.07,0.0,45056.0,817.0,512.0,71896.0,,,,,,,,0.01,,77.0,,,,,,,77.0,0.07,0.01,,,0.27,0.27,296309.0,26075192.0,,26.2,0.28,36.74,0.5004,60.39,0.0028,88.0
2023-09-04,829.0,73117.8,0.02,0.76,0.01,0.07,0.0,45158.4,817.0,512.0,72059.4,,,,,,,,,,,,,,,,,,0.07,,,,0.27,0.27,296509.0,26152093.8,,26.13,0.27,36.52,0.5015,60.6,0.0028,88.2
2023-09-05,805.0,71001.0,0.02,0.75,0.01,0.07,0.0,44100.0,805.0,500.0,71001.0,,,,,,,,0.0,,12.0,,,,,,,12.0,0.07,0.0,,,0.27,0.27,296521.0,26153152.2,,26.23,0.27,37.69,0.5303,62.31,0.0027,88.2
2023-09-06,805.0,70437.5,0.02,0.76,0.01,0.07,0.0,43750.0,805.0,500.0,70437.5,,,,,,,,,,,,,,,,,,0.07,,,,0.27,0.27,296202.0,25917675.0,,26.02,0.27,37.53,0.5311,62.47,0.0027,87.5
2023-09-07,961.0,84087.5,0.02,0.99,0.01,0.09,0.0,57400.0,961.0,656.0,84087.5,,,,,,156.0,,,,,,,,,0.01,156.0,,0.08,,,,0.32,0.32,296199.0,25917412.5,,25.93,0.32,31.37,0.4009,52.62,0.0032,87.5
2023-09-08,961.0,81204.5,0.02,1.02,0.01,0.09,0.0,55432.0,961.0,656.0,81204.5,,,,,,,,,,,,,,,,,,0.08,,,,0.32,0.32,296199.0,25028815.5,,25.58,0.33,31.3,0.401,52.65,0.0032,84.5
2023-09-11,961.0,77937.1,0.02,0.94,0.01,0.08,0.0,53201.6,961.0,656.0,77937.1,,,,,,,,,,,,,,,,,,0.08,,,,0.32,0.32,296199.0,24021738.9,,24.58,0.33,30.71,0.4054,53.49,0.0032,81.1
2023-09-12,1117.0,91147.2,0.03,1.03,0.01,0.09,0.0,53529.6,961.0,656.0,78417.6,,,,,,,,,,,,,,,,,,0.08,,,,0.32,0.32,296197.0,24169675.2,,24.08,0.32,26.71,0.3621,47.17,0.0038,81.6
2023-09-13,805.0,65205.0,0.02,0.78,0.01,0.07,0.0,40500.0,805.0,500.0,65205.0,,,,,,,,0.01,,156.0,,,,,,,156.0,0.07,0.01,,,0.27,0.27,296181.0,23990661.0,,24.08,0.27,35.75,0.5406,64.25,0.0027,81.0
2023-09-14,805.0,66493.0,0.02,0.77,0.01,0.07,0.0,41300.0,805.0,500.0,66493.0,,,,,,,,,,,,,,,,,,0.07,,,,0.27,0.27,296526.0,24493047.6,,24.3,0.27,35.57,0.5416,64.43,0.0027,82.6
2023-09-15,805.0,66654.0,0.02,0.75,0.01,0.07,0.0,41400.0,805.0,500.0,66654.0,,,,,,,,,,,,,,,,,,0.07,,,,0.27,0.27,297233.0,24610892.4,,24.57,0.27,35.82,0.5402,64.18,0.0027,82.8
2023-09-18,1183.0,95586.4,0.03,1.08,0.01,0.1,0.0,55671.2,994.0,689.0,80315.2,,,,,,189.0,,,,,,,,,0.02,189.0,,0.08,,,,0.33,0.33,297072.0,24003417.6,,24.33,0.34,30.87,0.3532,44.29,0.004,80.8
2023-09-19,1183.0,94876.6,0.03,1.01,0.01,0.1,0.0,55257.8,994.0,689.0,79718.8,,,,,,,,,,,,,,,,,,0.08,,,,0.33,0.33,297305.0,23843861.0,,23.95,0.33,30.5,0.3551,44.89,0.004,80.2
2023-09-20,1183.0,94640.0,0.03,0.99,0.01,0.1,0.0,55120.0,994.0,689.0,79520.0,,,,,,,,,,,,,,,,,,0.08,,,,0.33,0.33,297249.0,23779920.0,,23.85,0.33,30.37,0.3558,45.1,0.004,80.0
2023-09-21,3115.0,246708.0,0.08,2.5,0.03,0.26,0.0,198475.2,2811.0,2506.0,222631.2,,,1178.0,0.15,,,,,1817.0,,,,0.15,1178.0,,639.0,,0.23,,,,0.94,0.94,295443.0,23399085.6,,23.6,0.95,17.52,0.5722,72.97,0.0104,79.2
2023-09-22,1183.0,94285.1,0.03,0.94,0.01,0.1,0.0,54913.3,994.0,689.0,79221.8,,,,,,,,0.15,,1817.0,,,,,,,1817.0,0.08,0.15,,,0.33,0.33,297510.0,23711547.0,,23.62,0.33,30.21,0.357,45.43,0.004,79.7
2023-09-25,1183.0,93338.7,0.03,0.94,0.01,0.1,0.0,54362.1,994.0,689.0,78426.6,,,,,,,,,,,,,,,,,,0.08,,,,0.33,0.33,297510.0,23473539.0,,23.68,0.33,30.16,0.3567,45.37,0.004,78.9
2023-09-26,805.0,61985.0,0.02,0.6,0.01,0.07,0.0,38500.0,805.0,500.0,61985.0,,,,,,,,0.02,,189.0,,,,,,,189.0,0.06,0.02,,,0.27,0.27,297905.0,22938685.0,,23.28,0.27,34.67,0.547,65.33,0.0027,77.0
2023-09-27,1539.0,121888.8,0.04,1.04,0.01,0.13,0.0,68666.4,1172.0,867.0,92822.4,,,304.0,,,367.0,,,,,,,,304.0,0.03,63.0,,0.09,,,,0.39,0.39,297601.0,23569999.2,,23.26,0.39,36.24,0.3692,45.03,0.0052,79.2
2023-09-28,805.0,61824.0,0.02,0.51,0.01,0.07,0.0,38400.0,805.0,500.0,61824.0,,,,,,,,0.03,,367.0,,,,,,,367.0,0.06,0.03,,,0.27,0.27,295905.0,22725504.0,,23.1,0.27,34.58,0.5475,65.42,0.0027,76.8
2023-09-29,3786.0,295308.0,0.1,2.32,0.03,0.3,0.0,147654.0,1893.0,1893.0,147654.0,,,,,,1393.0,,0.02,,305.0,,,,,0.11,1393.0,,0.15,,,,0.64,0.64,294817.0,22995726.0,,22.77,0.64,27.98,0.5341,67.35,0.0128,78.0
2023-10-02,7994.0,636322.4,0.21,4.83,0.07,0.64,0.0,454914.0,5715.0,5715.0,454914.0,,,693.0,0.12,,2202.0,,0.01,1620.0,178.0,,,0.12,693.0,0.19,3307.0,,0.45,,,,2.16,2.16,258502.0,20576759.2,,20.38,2.17,29.07,0.2587,32.06,0.0303,79.6
2023-10-03,7845.0,633091.5,0.2,4.61,0.07,0.64,0.0,451516.5,5595.0,5595.0,451516.5,,,,,,,,0.01,,120.0,,,,,,,120.0,0.45,0.01,,,2.12,2.12,258502.0,20861111.4,,20.7,2.12,29.61,0.2674,32.84,0.0297,80.7
2023-10-04,6543.0,520822.8,0.17,3.82,0.06,0.53,0.0,445362.0,4293.0,5595.0,341722.8,,,,,,,,0.11,,1302.0,,,,,,,,0.35,,,,1.62,1.62,260058.0,20700616.8,,20.88,1.63,29.68,0.2664,34.98,0.0248,79.6
2023-10-05,5241.0,433430.7,0.14,3.05,0.04,0.43,0.0,355031.1,4293.0,4293.0,355031.1,,,,,,,,,,,,,,,,,1302.0,0.34,0.1,,,1.63,1.63,259849.0,21489512.3,,20.89,1.62,36.05,0.3541,44.32,0.0198,82.7
2023-10-06,5743.0,477243.3,0.15,3.31,0.05,0.48,0.0,356748.3,4795.0,4293.0,398464.5,,,502.0,,,,,,,,,,,502.0,,,,0.39,,,,1.84,1.84,255347.0,21219335.7,,21.07,1.84,33.05,0.3024,40.34,0.0221,83.1
2023-10-09,3611.0,298629.7,0.09,1.88,0.03,0.3,0.0,284157.2,3520.0,3436.0,291104.0,,,,,,,,0.1,,1275.0,,,,,,,857.0,0.29,0.07,,,1.36,1.36,255622.0,21139939.4,,21.18,1.36,29.02,0.4927,63.68,0.0139,82.7
2023-10-10,5847.0,487639.8,0.15,2.96,0.05,0.49,0.0,379803.6,4638.0,4554.0,386809.2,,,438.0,,,1209.0,,0.01,,91.0,,,,438.0,0.1,771.0,91.0,0.38,0.01,,,1.87,1.87,242740.0,20244516.0,,20.07,1.87,39.77,0.3579,40.94,0.0236,83.4
2023-10-11,6322.0,511449.8,0.16,2.64,0.05,0.52,0.0,406846.1,5113.0,5029.0,413641.7,,,,,,475.0,,,,,,,,,0.04,475.0,,0.42,,,,2.09,2.09,239940.0,19411146.0,,19.79,2.09,36.16,0.3109,38.25,0.0258,80.9
2023-10-12,6322.0,517139.6,0.16,2.62,0.05,0.52,0.0,411372.2,5113.0,5029.0,418243.4,,,,,,,,,,,,,,,,,,0.42,,,,2.1,2.1,238691.0,19524923.8,,19.48,2.1,36.68,0.3111,37.74,0.0259,81.8
2023-10-13,6007.0,491973.3,0.16,2.44,0.05,0.5,0.0,386076.6,4798.0,4714.0,392956.2,,,,,,,,0.03,,315.0,,,,,,,315.0,0.39,0.03,,,1.97,1.97,238195.0,19508170.5,,19.54,1.97,38.42,0.3385,39.81,0.0247,81.9
2023-10-16,5848.0,479536.0,0.15,2.32,0.05,0.48,0.0,373510.0,4639.0,4555.0,380398.0,,,,,,,,0.01,,159.0,,,,,,,159.0,0.38,0.01,,,1.91,1.91,238046.0,19519772.0,,19.45,1.91,39.49,0.3565,40.92,0.0241,82.0
2023-10-17,6153.0,504546.0,0.16,2.41,0.05,0.51,0.0,373428.0,4944.0,4554.0,405408.0,,,389.0,,,,,0.01,,84.0,,,,389.0,,,1.0,0.4,0.0,,,2.04,2.04,237841.0,19502962.0,,19.48,2.04,37.58,0.3263,38.92,0.0253,82.0
2023-10-18,4659.0,381572.1,0.12,1.82,0.04,0.39,0.0,372972.6,3450.0,4554.0,282555.0,,,,,,,,0.12,,1494.0,,,,,,,,0.28,,,,1.42,1.42,239474.0,19612920.6,,19.67,1.42,25.62,0.362,49.41,0.0192,81.9
2023-10-19,3487.0,285934.0,0.09,1.35,0.03,0.29,0.0,277324.0,3487.0,3382.0,285934.0,,,,,,37.0,,,,,,,,,0.0,37.0,1209.0,0.28,0.1,,,1.44,1.44,239495.0,19638590.0,,19.58,1.43,30.18,0.5252,65.81,0.0144,82.0
2023-10-20,3844.0,310595.2,0.1,1.46,0.03,0.32,0.0,299121.6,3807.0,3702.0,307605.6,,,320.0,0.03,,,,,320.0,,,,0.03,320.0,,,,0.31,,,,1.57,1.57,238315.0,19255852.0,,19.41,1.58,27.65,0.4413,59.47,0.0159,80.8
2023-10-23,3770.0,301977.0,0.1,1.43,0.03,0.31,0.0,293566.5,3770.0,3665.0,301977.0,,,,,,,,0.0,,37.0,,,,,,,37.0,0.3,0.0,,,1.56,1.56,238415.0,19097041.5,,19.12,1.56,28.29,0.4546,60.56,0.0156,80.1
2023-10-24,5376.0,433305.6,0.14,2.08,0.05,0.44,0.0,332958.6,4633.0,4131.0,373419.8,,,502.0,0.06,,,,0.03,743.0,382.0,,,0.06,502.0,,743.0,277.0,0.37,0.02,,,1.91,1.91,237552.0,19146691.2,,19.11,1.92,33.57,0.3233,42.85,0.0222,80.6
2023-10-25,6401.0,506319.1,0.17,2.48,0.05,0.52,0.0,385770.7,5379.0,4877.0,425478.9,,,422.0,0.06,,,,,746.0,,,,0.06,422.0,,324.0,,0.43,,,,2.22,2.22,236768.0,18728348.8,,19.0,2.23,28.54,0.2552,35.64,0.0264,79.1
2023-10-26,6401.0,515280.5,0.17,2.48,0.05,0.52,0.0,392598.5,5379.0,4877.0,433009.5,,,,,,,,,,,,,,,,,,0.43,,,,2.08,2.08,252666.0,20339613.0,,20.14,2.08,28.49,0.2569,36.08,0.0248,80.5
2023-10-27,5361.0,422446.8,0.14,2.06,0.05,0.43,0.0,324340.8,4618.0,4116.0,363898.4,,,,,,,,0.06,,761.0,,,,,,,761.0,0.37,0.06,,,1.8,1.8,251312.0,19803385.6,,20.04,1.81,34.08,0.3241,42.53,0.0209,78.8
2023-10-30,5361.0,419766.3,0.14,2.04,0.05,0.43,0.0,322282.8,4923.0,4116.0,385470.9,,,,,,,,,,,,,,,,305.0,,0.39,,,,1.93,1.93,250389.0,19605458.7,,19.65,1.93,34.18,0.3248,42.56,0.021,78.3
2023-10-31,4457.0,355222.9,0.12,1.74,0.04,0.36,0.0,290905.0,4152.0,3650.0,330914.4,,,,0.02,,,,0.06,277.0,771.0,,,0.02,,,,743.0,0.33,0.06,,,1.62,1.62,251866.0,20073720.2,,19.89,1.61,24.29,0.3542,51.55,0.0174,79.7
2023-11-01,4146.0,324217.2,0.11,1.63,0.03,0.33,0.0,285430.0,3841.0,3650.0,300366.2,,,,,,,,0.02,,311.0,,,,,,,,0.31,,,,1.49,1.49,253707.0,19839887.4,,20.07,1.5,26.3,0.3901,54.55,0.0161,78.2
2023-11-02,6146.0,497211.4,0.16,2.46,0.05,0.5,0.0,457085.0,5583.0,5650.0,451664.7,,,,,,2000.0,,,,,,,,,0.16,1742.0,,0.44,,,,2.17,2.17,252109.0,20395618.1,,19.89,2.14,17.45,0.2351,37.74,0.0239,80.9
2023-11-03,6146.0,508888.8,0.16,2.46,0.05,0.51,0.0,467820.0,4841.0,5650.0,400834.8,,,,,,,,0.06,,742.0,,,,,,,,0.39,,,,1.88,1.88,252851.0,20936062.8,,20.53,1.85,16.97,0.2355,37.92,0.0239,82.8
2023-11-06,6146.0,516264.0,0.16,2.46,0.05,0.52,0.0,474600.0,4841.0,5650.0,406644.0,,,,,,,,,,,,,,,,,,0.4,,,,1.88,1.88,252312.0,21194208.0,,21.03,1.87,16.78,0.2348,37.82,0.0239,84.0
2023-11-07,5536.0,465024.0,0.14,2.2,0.05,0.47,0.0,448980.0,4536.0,5345.0,381024.0,,,,,,,,0.03,,305.0,,,,,,,305.0,0.38,0.03,,,1.76,1.76,252612.0,21219408.0,,21.26,1.77,18.79,0.2748,41.54,0.0215,84.0
2023-11-08,5536.0,470560.0,0.14,2.28,0.05,0.47,0.0,454325.0,4536.0,5345.0,385560.0,,,,,,,,,,,,,,,,,,0.38,,,,1.76,1.76,252612.0,21472020.0,,21.29,1.76,18.64,0.2765,41.89,0.0215,85.0
2023-11-09,5536.0,468899.2,0.14,2.36,0.05,0.48,0.0,452721.5,4536.0,5345.0,384199.2,,,,,,,,,,,,,,,,,,0.39,,,,1.76,1.76,252612.0,21396236.4,,21.49,1.77,18.81,0.2753,41.66,0.0215,84.7
2023-11-10,8225.0,685965.0,0.21,3.53,0.07,0.7,0.0,611155.2,6519.0,7328.0,543684.6,,,,0.06,,1277.0,,,706.0,,,,0.06,,0.11,1983.0,,0.55,,,,2.54,2.54,250629.0,20902458.6,,21.13,2.53,21.08,0.1845,27.9,0.032,83.4
2023-11-13,9778.0,828196.6,0.25,4.24,0.08,0.83,0.0,627372.9,8072.0,7407.0,683698.4,,,1294.0,,,79.0,,0.02,,191.0,,,,1294.0,0.01,450.0,,0.68,,,,3.14,3.14,249153.0,21103259.1,,20.87,3.14,17.7,0.16,23.82,0.038,84.7
2023-11-14,8706.0,759163.2,0.23,3.81,0.07,0.75,0.0,545523.2,6921.0,6256.0,603511.2,,,,0.01,,,,0.11,126.0,1277.0,,,0.01,,,126.0,1277.0,0.59,0.11,,,2.69,2.69,250404.0,21835228.8,,21.25,2.68,19.31,0.1817,27.06,0.0338,87.2
2023-11-15,7674.0,664568.4,0.2,3.31,0.06,0.67,0.0,534928.2,5842.0,6177.0,505917.2,,,,,,,,0.09,,1079.0,,,,,,,79.0,0.51,0.01,,,2.27,2.27,251604.0,21788906.4,,21.88,2.28,21.7,0.192,30.31,0.0298,86.6
2023-11-16,11016.0,952884.0,0.29,4.73,0.09,0.95,0.0,767601.0,8013.0,8874.0,693124.5,,,519.0,0.01,,2554.0,,0.05,143.0,526.0,,,0.01,519.0,0.22,2178.0,,0.69,,,,3.12,3.12,249202.0,21555973.0,,21.59,3.11,20.95,0.1509,21.22,0.0428,86.5
2023-11-17,10430.0,920969.0,0.27,4.42,0.09,0.91,0.0,647327.3,7444.0,7331.0,657305.2,,,1113.0,,,,,0.14,,1682.0,,,,1113.0,,,1543.0,0.65,0.13,,,2.91,2.91,248578.0,21949437.4,,21.62,2.9,22.02,0.1607,22.55,0.0407,88.3
2023-11-20,11283.0,1016598.3,0.29,5.06,0.09,1.0,0.0,737378.4,7444.0,8184.0,670704.4,,,,,,853.0,,,,,,,,,0.08,,,0.66,,,,2.91,2.91,248578.0,22396877.8,,22.06,2.9,20.39,0.1429,20.92,0.0441,90.1
2023-11-21,12032.0,1081676.8,0.31,5.39,0.1,1.08,0.0,814404.1,9172.0,9059.0,824562.8,,,,0.01,,755.0,,,120.0,,,,0.01,,0.07,1728.0,,0.83,,,,3.58,3.58,246970.0,22202603.0,,22.27,3.58,19.26,0.1384,19.47,0.047,89.9
2023-11-22,9448.0,855988.8,0.24,5.24,0.08,0.85,0.0,663645.0,6594.0,7325.0,597416.4,,,,,,,,0.23,,2578.0,,,,,,,1734.0,0.59,0.16,,,2.57,2.57,249778.0,22629886.8,,22.57,2.57,24.54,0.182,24.87,0.0369,90.6
2023-11-23,8689.0,793305.7,0.22,4.88,0.07,0.78,0.0,657816.5,5829.0,7205.0,532187.7,,,,,,,,0.07,,765.0,,,,,,,120.0,0.53,0.01,,,2.27,2.27,250862.0,22903700.6,,22.74,2.27,20.65,0.1862,27.17,0.0339,91.3
2023-11-24,8170.0,749189.0,0.21,4.48,0.07,0.68,0.0,613106.2,5829.0,6686.0,534519.3,,,,,,,,,,,,,,,,,519.0,0.53,0.05,,,2.29,2.29,248862.0,22820645.4,,22.73,2.29,17.08,0.191,31.44,0.0321,91.7
2023-11-27,8170.0,743470.0,0.21,4.57,0.07,0.68,0.0,608426.0,5829.0,6686.0,530439.0,,,,,,,,,,,,,,,,,,0.53,,,,2.29,2.29,248862.0,22646442.0,,22.74,2.29,17.09,0.1904,31.26,0.0321,91.0
2023-11-28,8170.0,773699.0,0.21,4.66,0.07,0.69,0.0,633164.2,5829.0,6686.0,552006.3,,,,,,,,,,,,,,,,,,0.53,,,,2.29,2.29,248862.0,23567231.4,,22.92,2.28,17.1,0.1925,31.9,0.0321,94.7
2023-11-29,8170.0,777784.0,0.21,4.28,0.07,0.7,0.0,636507.2,5829.0,6686.0,554920.8,,,,,,,,,,,,,,,,,,0.55,,,,2.29,2.29,248863.0,23691757.6,,23.63,2.29,17.16,0.1916,31.58,0.0321,95.2
2023-11-30,8170.0,780235.0,0.21,4.18,0.07,0.71,0.0,638513.0,5829.0,6686.0,556669.5,,,,,,,,,,,,,,,,,,0.56,,,,2.29,2.29,249062.0,23785421.0,,23.84,2.29,17.13,0.1915,31.54,0.0321,95.5
2023-12-01,8170.0,781052.0,0.21,4.16,0.07,0.71,0.0,639181.6,5829.0,6686.0,557252.4,,,,,,,,,,,,,,,,,,0.56,,,,2.29,2.29,249062.0,23810327.2,,23.82,2.28,17.14,0.1912,31.47,0.0321,95.6
2023-12-04,8170.0,758176.0,0.21,4.42,0.07,0.7,0.0,620460.8,5829.0,6686.0,540931.2,,,,,,,,,,,,,,,,,,0.55,,,,2.29,2.29,248662.0,23075833.6,,23.51,2.3,17.15,0.1897,30.99,0.0321,92.8
2023-12-05,8170.0,750006.0,0.21,4.21,0.07,0.68,0.0,521974.8,5829.0,5686.0,535102.2,,,,,,,,,,,,,,,,,1000.0,0.54,0.1,,,2.4,2.4,236930.0,21750174.0,,21.91,2.41,17.2,0.1911,31.46,0.0337,91.8
2023-12-06,6170.0,561470.0,0.16,3.17,0.05,0.49,0.0,426426.0,4829.0,4686.0,439439.0,,,,,,,,0.09,,1000.0,,,,,,,1000.0,0.44,0.09,,,1.99,1.99,237485.0,21611135.0,,21.77,1.99,23.59,0.2905,43.17,0.0255,91.0
2023-12-07,6170.0,560853.0,0.16,3.18,0.05,0.49,0.0,425957.4,4829.0,4686.0,438956.1,,,,,,,,,,,,,,,,,,0.44,,,,1.99,1.99,237313.0,21571751.7,,21.58,1.99,23.53,0.2904,43.17,0.0255,90.9
2023-12-08,6170.0,562704.0,0.16,3.12,0.05,0.49,0.0,427363.2,4829.0,4686.0,440404.8,,,,,,,,,,,,,,,,,,0.44,,,,1.99,1.99,237758.0,21683529.6,,21.65,1.99,23.49,0.2909,43.26,0.0254,91.2
2023-12-11,6170.0,560236.0,0.16,3.13,0.05,0.55,0.0,425488.8,4829.0,4686.0,438473.2,,,,,,,,,,,,,,,,,,0.44,,,,2.0,2.0,237126.0,21531040.8,,21.59,1.99,27.15,0.2765,38.16,0.0255,90.8
2023-12-12,8170.0,736117.0,0.21,4.12,0.07,0.73,0.0,602408.6,4829.0,6686.0,435092.9,,,,,,2000.0,,,,,,,,,0.18,,,0.44,,,,2.0,2.0,236788.0,21334598.8,,21.38,2.0,24.78,0.2178,28.66,0.0338,90.1
2023-12-13,8170.0,736934.0,0.21,3.98,0.07,0.73,0.0,603077.2,4829.0,6686.0,435575.8,,,,,,,,,,,,,,,,,,0.43,,,,1.9,1.9,248853.0,22446540.6,,22.32,1.9,24.76,0.2178,28.68,0.0322,90.2
2023-12-14,6170.0,577512.0,0.16,3.0,0.05,0.56,0.0,438609.6,4829.0,4686.0,451994.4,,,,,,,,,,,,,,,,,2000.0,0.44,0.18,,,1.9,1.9,248749.0,23282906.4,,22.52,1.9,26.23,0.2772,38.83,0.0243,93.6
2023-12-15,6170.0,570725.0,0.16,2.91,0.05,0.56,0.0,433455.0,4829.0,4686.0,446682.5,,,,,,,,,,,,,,,,,,0.45,,,,1.9,1.9,248963.0,23029077.5,,23.32,1.91,26.87,0.2764,38.26,0.0243,92.5
2023-12-18,6170.0,588618.0,0.16,2.82,0.05,0.57,0.0,447044.4,4829.0,4686.0,460686.6,,,,,,,,,,,,,,,,,,0.45,,,,1.9,1.9,248963.0,23751070.2,,23.28,1.9,26.37,0.2773,38.76,0.0243,95.4
2023-12-19,6170.0,623170.0,0.16,2.88,0.05,0.6,0.0,473286.0,4829.0,4686.0,487729.0,,,,,,,,,,,,,,,,,,0.47,,,,1.91,1.91,248655.0,25114155.0,,24.16,1.9,25.24,0.2781,39.48,0.0243,101.0
2023-12-20,6170.0,621936.0,0.16,2.62,0.05,0.6,0.0,472348.8,4829.0,4686.0,486763.2,,,,,,,,,,,,,,,,,,0.49,,,,1.9,1.9,249443.0,25143854.4,,25.23,1.9,25.16,0.2773,39.2,0.0243,100.8
2023-12-21,6941.0,706593.8,0.18,2.88,0.06,0.68,0.0,477034.8,5600.0,4686.0,570080.0,,,771.0,,,,,,,,,,,771.0,,,,0.56,,,,2.2,2.2,248672.0,25314809.6,,25.11,2.2,22.08,0.2355,34.83,0.0273,101.8
2023-12-22,6941.0,713534.8,0.18,2.88,0.06,0.69,0.0,481720.8,5600.0,4686.0,575680.0,,,,,,,,,,,,,,,,,,0.57,,,,2.18,2.18,251172.0,25820481.6,,25.54,2.19,22.52,0.2355,34.67,0.027,102.8
2023-12-25,6941.0,713534.8,0.18,2.83,0.06,0.69,0.0,481720.8,5600.0,4686.0,575680.0,,,,,,,,,,,,,,,,,,0.58,,,,2.18,2.18,251172.0,25820481.6,,25.55,2.2,22.52,0.2355,34.67,0.027,
2023-12-26,6941.0,713534.8,0.18,2.83,0.06,0.69,0.0,481720.8,5600.0,4686.0,575680.0,,,,,,,,,,,,,,,,,,0.57,,,,2.18,2.18,251172.0,25820481.6,,25.71,2.18,22.53,0.2353,34.59,0.027,
2023-12-27,7413.0,767986.8,0.19,3.02,0.06,0.74,0.0,509919.2,5836.0,4922.0,604609.6,,,,,,236.0,,,,,,,,,0.02,236.0,,0.6,,,,2.27,2.27,250936.0,25996969.6,,25.74,2.27,20.81,0.2103,32.53,0.0289,103.6
2023-12-28,6676.0,683622.4,0.17,2.67,0.06,0.67,0.0,504012.8,5099.0,4922.0,522137.6,,,,,,,,0.08,,737.0,,,,,,,,0.53,,,,1.99,1.99,251529.0,25756569.6,,26.01,1.99,23.31,0.2408,36.02,0.026,102.4
