,PIG FP Equity_DX_SI_QTY,PIG FP Equity_DX_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PIG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PIG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PIG FP Equity_DX_SI_MV,PIG FP Equity_DX_DSS,PIG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY,PIG FP Equity_DX_BROKER_SI_QTY,PIG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PIG FP Equity_DX_BROKER_SI_MV_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_x,PIG FP Equity_DX_BROKER_SI_MV_INC_x,PIG FP Equity_DX_SUPPLY_SI_MV_NEW,PIG FP Equity_DX_BROKER_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_NEW,PIG FP Equity_DX_SUPPLY_SI_MV_DEC,PIG FP Equity_DX_BROKER_SI_QTY_INC,PIG FP Equity_DX_SUPPLY_SI_QTY_DEC,PIG FP Equity_DX_BROKER_SI_MV_NEW_y,PIG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PIG FP Equity_DX_BROKER_SI_MV_INC_y,PIG FP Equity_DX_SUPPLY_SI_QTY_INC_y,PIG FP Equity_DX_BROKER_SI_MV_ADD,PIG FP Equity_DX_SUPPLY_SI_QTY_ADD,PIG FP Equity_DX_BROKER_SI_QTY_DEC,PIG FP Equity_DX_SUPPLY_SI_MV,PIG FP Equity_DX_BROKER_SI_MV_DEC,PIG FP Equity_DX_SUPPLY_SI_MV_RMV,PIG FP Equity_DX_BROKER_SI_MV_RMV,PIG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PIG FP Equity_DX_UTILIZATION_QUANTITY,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PIG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PIG FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PIG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PIG FP Equity_DX_ACTIVE_UTILIZATION_MV,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PIG FP Equity_DX_BROKER_SI_CON_RATIO,PIG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PIG FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-06,482661.0,9735337.72,2.87,5.79,1.41,11.07,1.0,3731959.13,356518.0,185024.0,7191016.33,,,44709.0,0.18,,,,0.64,7150.0,26747.0,,,0.18,44709.0,,30000.0,21821.0,8.18,0.5,,,12.0,12.0,2613993.0,52724592.75,,59.9,12.02,13.2,0.234,42.79,0.1625
2006-09-07,437300.0,8581281.36,2.6,5.48,1.28,9.87,1.0,2671990.84,360831.0,136164.0,7080705.09,,,4313.0,0.0,,,,,112.0,,,,0.0,4313.0,,,48972.0,8.16,1.14,,,12.13,12.13,2614443.0,51304072.68,,59.49,12.07,11.51,0.2769,48.23,0.147
2006-09-08,438918.0,8651742.16,2.61,5.72,1.28,9.8,1.0,2678953.64,363124.0,135908.0,7157727.0,,,2648.0,,,,,0.01,,355.0,,,,2648.0,,,256.0,8.11,0.01,,,12.2,12.2,2613839.0,51522747.02,,59.09,12.07,11.32,0.2791,48.5,0.1474
2006-09-11,436437.0,8718312.21,2.6,5.91,1.27,9.77,1.0,2687106.01,361800.0,134516.0,7227355.51,,,,0.0,,,,0.01,25.0,1323.0,,,0.0,,,,1416.0,8.1,0.03,,,12.17,12.17,2611310.0,52163807.94,,59.2,12.04,11.33,0.2796,48.53,0.1468
2006-09-12,436385.0,8705727.39,2.6,6.16,1.27,9.84,1.0,2685482.04,356986.0,134613.0,7121745.24,,,,0.0,,,,0.06,97.0,4815.0,,,0.0,,,,,8.06,,,,12.0,12.0,2618769.0,52243521.24,,59.74,11.89,11.4,0.2793,48.5,0.1466
2006-09-13,423295.0,8504318.31,2.52,6.18,1.24,9.54,1.0,2470018.32,342090.0,122943.0,6872848.14,,,,,,,,0.34,,14895.0,,,,,,,11671.0,7.72,0.28,,,11.54,11.54,2621737.0,52672689.22,,59.61,11.47,10.59,0.2882,49.71,0.1428
2006-09-14,423240.0,8548006.37,2.52,6.32,1.24,9.57,1.0,2484140.65,341959.0,122998.0,6906407.03,,,33.0,0.0,,,,0.0,55.0,165.0,,,0.0,33.0,,,,7.75,,,,11.54,11.54,2621946.0,52954378.38,,59.85,11.46,10.61,0.288,49.68,0.1428
2006-09-15,422889.0,8540917.36,2.52,6.62,1.23,9.6,1.0,2484524.38,341509.0,123017.0,6897318.56,,,103.0,0.0,,,,0.0,20.0,553.0,,,0.0,103.0,,,,7.76,,,,11.59,11.59,2603880.0,52589506.72,,59.53,11.53,10.58,0.2876,49.63,0.1436
2006-09-18,400494.0,7876685.88,2.38,6.41,1.17,8.94,1.0,1923238.2,344801.0,97788.0,6781347.95,,,8392.0,0.0,,,,0.12,275.0,5100.0,,,0.0,8392.0,,,25504.0,7.74,0.62,,,11.6,11.6,2627638.0,51678874.41,,59.74,11.47,11.09,0.3222,53.25,0.1347
2006-09-19,403786.0,7923625.14,2.4,6.58,1.18,8.88,1.0,1914981.72,348898.0,97587.0,6846539.91,,,18238.0,,,,,0.33,,14141.0,,,,18238.0,,,201.0,7.7,0.01,,,11.94,11.94,2572087.0,50472907.0,,58.1,11.71,11.12,0.3264,53.71,0.1382
2006-09-20,399352.0,7910578.87,2.38,6.38,1.17,8.81,1.0,1931609.68,317847.0,97514.0,6296084.06,,,,,,,,0.67,,31051.0,,,,,,,74.0,7.04,0.0,,,10.76,10.76,2637213.0,52239331.28,,59.07,10.64,11.33,0.3219,53.2,0.1351
2006-09-21,398951.0,7913191.26,2.38,6.41,1.16,8.81,1.0,1936966.64,317287.0,97654.0,6293386.19,,,64.0,0.0,,,,0.01,140.0,625.0,,,0.0,64.0,,,,7.03,,,,10.89,10.89,2595650.0,51484705.85,,58.15,10.79,11.35,0.3211,53.11,0.137
2006-09-22,401151.0,7854227.97,2.39,6.61,1.17,8.79,1.0,1754201.17,319222.0,89595.0,6250121.18,,,1935.0,0.0,,,,,146.0,,,,0.0,1935.0,,,8205.0,7.03,0.19,,,11.0,11.0,2582903.0,50571253.69,,57.73,10.86,11.24,0.3226,53.27,0.1382
2006-09-25,411102.0,7392808.63,2.45,6.54,1.2,8.66,1.0,1618965.06,328754.0,90028.0,5911952.29,,,9533.0,0.0,,,,,434.0,,,,0.0,9533.0,,,,6.98,,,,11.45,11.45,2542579.0,45722959.22,,55.94,11.09,10.48,0.3309,54.23,0.1432
2006-09-26,414071.0,7588623.52,2.47,4.34,1.21,8.52,1.0,1619380.16,326646.0,88361.0,5986397.3,,,5640.0,,,,,0.18,,7749.0,,,,5640.0,,,1668.0,6.72,0.04,,,11.42,11.42,2532402.0,46410990.81,,54.9,10.91,10.81,0.3381,55.0,0.1448
2006-09-27,379141.0,6737805.2,2.26,3.67,1.11,7.69,1.0,1455251.19,298210.0,81888.0,5299561.08,,,521.0,0.01,,,,0.66,561.0,28957.0,,,0.01,521.0,,,7034.0,6.07,0.16,,,10.42,10.42,2562586.0,45540327.41,,51.99,10.45,11.69,0.3434,54.86,0.1325
2006-09-28,421648.0,7604768.64,2.51,3.87,1.23,8.6,1.0,2187637.1,341288.0,121294.0,6155409.91,,,45504.0,,,40000.0,,0.03,,2425.0,,,,45504.0,0.85,,594.0,6.94,0.01,,,11.96,11.96,2513083.0,45325519.84,,50.61,12.06,10.69,0.2862,49.12,0.1477
2006-09-29,420857.0,7575655.36,2.51,3.73,1.23,8.63,1.0,2186058.18,340353.0,121444.0,6126539.48,,,181.0,0.0,,,,0.0,150.0,1117.0,,,0.0,181.0,,,,6.97,,,,11.94,11.94,2511065.0,45200538.47,,50.71,12.09,10.65,0.2853,49.01,0.1476
2006-10-02,415125.0,7545699.91,2.47,3.67,1.21,8.52,1.0,2206879.79,334653.0,121411.0,6082965.64,,,532.0,,,,,0.13,,6232.0,,,,532.0,,,33.0,6.84,0.0,,,11.72,11.72,2520171.0,45808983.04,,51.01,11.83,10.72,0.2856,49.03,0.1454
2006-10-03,416461.0,7456122.33,2.48,3.49,1.22,8.58,1.0,2212231.88,337231.0,123564.0,6037625.58,,,3529.0,0.13,,,,0.0,6182.0,951.0,,,0.13,3529.0,,,4028.0,6.94,0.08,,,11.78,11.78,2524335.0,45194509.34,,51.14,11.96,10.51,0.2813,48.7,0.1455
2006-10-04,425262.0,7433663.13,2.53,3.45,1.24,8.65,1.0,2218656.4,342322.0,126924.0,5983855.67,,,12398.0,0.07,,,,0.22,3394.0,7307.0,,,0.07,12398.0,,,34.0,6.95,0.01,,,13.73,13.73,2150026.0,37582875.99,,42.96,13.92,11.41,0.2783,48.29,0.1706
2006-10-05,418154.0,7449554.02,2.49,3.09,1.22,8.49,1.0,2140209.76,324088.0,120133.0,5773736.62,,,210.0,,,,,0.39,,18444.0,,,,210.0,,,6791.0,6.54,0.14,,,13.01,13.01,2167817.0,38620388.32,,43.18,13.15,11.6,0.2873,49.08,0.1678
2006-10-06,396537.0,6994494.96,2.36,2.84,1.16,8.03,1.0,1810196.89,320060.0,102625.0,5645521.24,,,1587.0,0.01,,,,0.11,326.0,5616.0,,,0.01,1587.0,,,17834.0,6.48,0.39,,,12.84,12.84,2172534.0,38321211.15,,43.47,12.98,11.08,0.307,51.52,0.1591
2006-10-09,401677.0,7184351.37,2.39,2.83,1.17,8.13,1.0,1930138.13,319879.0,107914.0,5721321.19,,,61.0,,,5421.0,,0.01,,242.0,,,,61.0,0.11,,132.0,6.45,0.0,,,12.86,12.86,2166972.0,38758226.77,,43.31,12.97,11.08,0.2985,50.78,0.1615
2006-10-10,376125.0,6770454.98,2.24,2.58,1.1,7.69,1.0,1514367.85,301987.0,84129.0,5435930.58,,,3405.0,0.0,,10000.0,,0.38,59.0,21296.0,,,0.0,3405.0,0.2,,15544.0,6.17,0.33,,0.36,12.17,12.17,2178441.0,39213125.19,,43.75,12.35,11.83,0.3293,53.75,0.1516
2006-10-11,376754.0,6824973.36,2.24,2.56,1.1,7.67,1.0,1390413.92,307224.0,76754.0,5565423.63,0.66,,8466.0,0.0,,,33544.0,0.07,169.0,3230.0,0.66,,0.0,8466.0,,,41088.0,6.26,0.84,,,12.93,12.93,2068371.0,37468950.46,,42.39,12.87,9.9,0.3491,56.03,0.1586
2006-10-12,367881.0,6596102.35,2.19,2.5,1.07,7.45,1.0,1199785.23,301575.0,66915.0,5407236.49,,,973.0,0.0,,,,0.14,176.0,6622.0,,,0.0,973.0,,,10016.0,6.13,0.21,,,12.82,12.82,2051678.0,36786564.36,,42.0,12.73,10.24,0.3694,57.7,0.1563
2006-10-13,368667.0,6613446.77,2.19,2.49,1.08,7.45,1.0,1198240.66,302475.0,66796.0,5426041.15,,,949.0,,,,,0.0,,49.0,,,,949.0,,,119.0,6.12,0.0,,,12.85,12.85,2051479.0,36801089.25,,41.93,12.74,10.17,0.3706,57.83,0.1566
2006-10-16,365134.0,6971926.89,2.17,2.49,1.07,7.5,1.0,1270544.48,299188.0,66541.0,5712743.44,,,,,,,,0.0,,3287.0,,,,,,,255.0,6.16,0.0,,,12.74,12.74,2049535.0,39134148.52,,42.51,12.66,10.05,0.3674,57.52,0.1555
2006-10-17,357274.0,6670600.31,2.13,2.25,1.04,7.5,1.0,1149674.72,296317.0,61576.0,5532482.83,,,696.0,0.02,,,,0.0,665.0,3567.0,,,0.02,696.0,,,5630.0,6.25,0.11,,,12.84,12.84,2010740.0,37542174.55,,42.32,12.88,10.74,0.3717,57.91,0.1549
2006-10-18,368092.0,7129045.12,2.19,2.26,1.07,7.74,1.0,1184558.91,307535.0,61162.0,5956203.59,,,11638.0,,,,,0.01,,421.0,,,,11638.0,,,415.0,6.5,0.01,,,13.16,13.16,2030107.0,39318225.9,,44.03,12.87,10.16,0.3861,59.37,0.1575
2006-10-19,385301.0,7095341.12,2.29,2.27,1.12,8.09,1.0,1430868.59,308227.0,77701.0,5676018.77,,,692.0,0.35,,,,,16540.0,,,,0.35,692.0,,,,6.51,,,,13.18,13.18,2031142.0,37403602.24,,43.9,12.91,11.52,0.361,56.72,0.1647
2006-10-20,389167.0,7080727.54,2.32,2.05,1.14,8.01,1.0,1404329.95,312591.0,77184.0,5687459.89,,,4815.0,,,,,0.02,,450.0,,,,4815.0,,,518.0,6.45,0.02,,,13.33,13.33,2031790.0,36967552.26,,43.31,12.96,11.6,0.3671,57.36,0.166
2006-10-23,402915.0,7242029.08,2.4,2.09,1.18,8.26,1.0,1618908.0,319602.0,90069.0,5744554.01,,,7011.0,0.27,,,,,13013.0,,,,0.27,7011.0,,,127.0,6.56,0.0,,,13.62,13.62,2027218.0,36437391.8,,43.01,13.23,13.43,0.3501,55.55,0.1717
2006-10-24,404369.0,7200403.3,2.41,2.05,1.18,8.22,1.0,1602835.78,321089.0,90014.0,5717476.6,,,1634.0,,,,,0.01,,148.0,,,,1634.0,,,56.0,6.52,0.0,,,13.66,13.66,2028731.0,36124632.15,,42.76,13.24,13.47,0.3519,55.74,0.1721
2006-10-25,383753.0,6755460.67,2.28,1.91,1.12,7.74,1.0,1543665.71,302787.0,87690.0,5330162.03,,,,,,,,0.41,,18302.0,,,,,,,2324.0,6.09,0.05,,,13.17,13.17,1996559.0,35146763.13,,40.0,13.22,14.3,0.336,53.9,0.1669
2006-10-26,385619.0,6771304.33,2.3,1.85,1.13,7.72,1.0,1538394.04,304700.0,87610.0,5350401.38,,,1913.0,,,,,,,,,,,1913.0,,,80.0,6.09,0.0,,,13.56,13.56,1943178.0,34121372.66,,38.73,13.58,14.32,0.3376,54.07,0.1715
2006-10-27,384899.0,6840131.99,2.29,1.78,1.12,7.73,1.0,1555374.35,304031.0,87522.0,5403007.46,,,,,,,,0.0,,669.0,,,,,,,87.0,6.09,0.0,,,13.53,13.53,1942849.0,34526833.28,,38.82,13.57,14.3,0.337,54.01,0.1713
2006-10-30,384704.0,6806130.62,2.29,1.78,1.12,7.77,1.0,1550267.22,303775.0,87626.0,5374345.81,,,221.0,0.0,,,,0.0,104.0,477.0,,,0.0,221.0,,,,6.13,,,,13.64,13.64,1923238.0,34025664.0,,38.61,13.7,14.27,0.3363,53.93,0.1727
2006-10-31,396517.0,6973159.75,2.36,1.83,1.16,7.97,1.0,1555238.13,314782.0,88436.0,5535765.61,,,1058.0,0.01,,,,0.0,810.0,51.0,,,0.01,1058.0,,10000.0,,6.31,,,,14.09,14.09,1919456.0,33755610.28,,38.41,14.12,13.87,0.3193,52.53,0.1775
2006-11-01,395049.0,6915986.34,2.35,1.82,1.15,7.92,1.0,1547028.04,313354.0,88368.0,5485780.2,,,,,,,,0.04,,1428.0,,,,,,,67.0,6.27,0.0,,,14.19,14.19,1894230.0,33161630.1,,37.68,14.27,13.94,0.3179,52.36,0.179
2006-11-02,393616.0,6831884.05,2.34,1.8,1.15,7.86,1.0,1499186.99,313916.0,86375.0,5448553.19,,,583.0,0.0,,,,0.0,7.0,21.0,,,0.0,583.0,,,2000.0,6.25,0.04,,,14.23,14.23,1891928.0,32837671.03,,37.46,14.3,13.77,0.3211,52.71,0.1784
2006-11-03,396585.0,6862430.13,2.36,1.8,1.16,7.9,1.0,1534449.66,314543.0,88677.0,5442791.23,,,688.0,0.05,,,,0.0,2400.0,61.0,,,0.05,688.0,,,98.0,6.24,0.0,,,14.09,14.09,1918524.0,33197768.22,,37.91,14.14,14.01,0.319,52.48,0.1776
2006-11-06,396924.0,6857794.14,2.36,1.81,1.16,7.87,1.0,1532397.12,314872.0,88694.0,5440153.17,,,371.0,0.0,,,,0.0,17.0,42.0,,,0.0,371.0,,,,6.22,,,,14.1,14.1,1918747.0,33150859.96,,37.79,14.14,14.03,0.3194,52.52,0.1777
2006-11-07,396461.0,7269383.99,2.36,2.1,1.16,7.95,1.0,1662826.6,312330.0,90688.0,5726784.48,,,,0.04,,,,0.0,2200.0,2542.0,,,0.04,,,,206.0,6.25,0.0,,,14.01,14.01,1917749.0,35163241.49,,38.27,14.04,14.16,0.3144,51.97,0.1778
2006-11-08,417866.0,7613949.68,2.49,2.22,1.22,8.61,1.0,1576520.11,338118.0,86522.0,6160858.83,,,9867.0,0.02,,,,0.19,525.0,10000.0,,,0.02,9867.0,,25922.0,4691.0,6.98,0.08,,,15.25,15.25,1879623.0,34248670.47,,38.92,15.21,13.26,0.3293,53.54,0.1884
2006-11-09,413886.0,7545080.23,2.46,2.24,1.21,8.51,1.0,1627068.92,337173.0,89253.0,6146613.65,,,,0.13,,,,0.03,5793.0,945.0,,,0.13,,,,3062.0,6.93,0.06,,,15.21,15.21,1879512.0,34263224.24,,38.69,15.19,13.42,0.3333,53.91,0.1867
2006-11-10,426786.0,7791537.39,2.54,2.32,1.25,8.78,1.0,1834138.41,338858.0,100466.0,6186296.59,,,1685.0,0.57,,,,,27500.0,,,,0.57,1685.0,,,16287.0,6.98,0.33,,,15.45,15.45,1853994.0,33847088.64,,38.23,15.43,16.03,0.3213,52.34,0.1946
2006-11-13,440618.0,8032400.61,2.62,2.38,1.29,9.1,1.0,2107461.96,337502.0,115605.0,6152611.27,,,,0.03,,16239.0,,0.01,1200.0,1356.0,,,0.03,,0.34,,2300.0,6.98,0.05,,,15.37,15.37,1858572.0,33881491.15,,38.33,15.4,15.72,0.3013,50.2,0.2006
2006-11-14,440085.0,7917888.52,2.62,2.43,1.28,9.08,1.0,2081102.89,336887.0,115670.0,6061178.43,,,,0.12,,,,0.02,5539.0,616.0,,,0.12,,,,5474.0,6.95,0.11,,,15.37,15.37,1855624.0,33385877.64,,38.07,15.43,14.91,0.2981,50.13,0.2007
2006-11-15,444359.0,7939918.98,2.65,2.49,1.3,9.11,1.0,2160950.77,341298.0,120938.0,6098398.97,,,4684.0,0.44,,,,0.01,21497.0,272.0,,,0.44,4684.0,,,16229.0,6.98,0.33,,,15.44,15.44,1868918.0,33394299.43,,37.94,15.54,14.79,0.2927,49.37,0.201
2006-11-16,445548.0,7941516.84,2.65,2.64,1.3,9.11,1.0,2155617.72,342523.0,120938.0,6105183.22,,,1263.0,,,,,0.0,,39.0,,,,1263.0,,,,6.99,,,,15.49,15.49,1869000.0,33313346.64,,37.9,15.56,14.77,0.2938,49.51,0.2015
2006-11-17,441928.0,7740578.37,2.63,2.65,1.29,8.97,1.0,2026820.58,344233.0,115716.0,6029404.14,,,1710.0,,,,,,,,,,,1710.0,,,5222.0,6.97,0.11,,,15.55,15.55,1869399.0,32743409.47,,37.72,15.59,14.35,0.3,50.34,0.1996
2006-11-20,428154.0,7540857.25,2.55,2.55,1.25,8.64,1.0,1799943.45,344014.0,102197.0,6058942.5,,,2262.0,,,,,0.05,,2481.0,,,,2262.0,,,13519.0,6.92,0.29,,,15.53,15.53,1871794.0,32966949.64,,37.69,15.51,14.22,0.3196,52.35,0.1932
2006-11-21,419664.0,7546778.28,2.5,2.53,1.22,8.51,1.0,1711918.71,342455.0,95197.0,6158336.08,,,,,,,,0.01,,1559.0,,,,,,,7000.0,6.93,0.14,,,15.47,15.47,1871528.0,33655512.15,,37.88,15.46,14.49,0.3268,53.16,0.1896
2006-11-22,414238.0,7449203.03,2.47,2.48,1.21,8.44,1.0,1626607.8,330502.0,90453.0,5943386.41,,,286.0,,,,,0.22,,12239.0,,,,286.0,,,4744.0,6.73,0.1,,,15.57,15.57,1792022.0,32225763.23,,36.49,15.56,14.68,0.3344,53.76,0.1952
2006-11-23,410675.0,7236630.51,2.45,2.46,1.2,8.35,1.0,1519291.52,331187.0,86219.0,5835948.01,,,685.0,,,,,,,,,,,685.0,,,4234.0,6.73,0.09,,,15.6,15.6,1792080.0,31578792.96,,36.37,15.61,14.28,0.3401,54.43,0.1934
2006-11-24,208583.0,3629515.4,1.24,1.25,0.61,4.18,0.0,1467011.0,131022.0,84307.0,2279890.34,,,514.0,,,,,0.01,,77.0,,,,514.0,,,1912.0,2.59,0.04,4.08,,8.82,8.82,1353898.0,23558936.47,200601.0,26.8,8.83,21.06,0.2113,31.44,0.1405
2006-11-27,232129.0,3947108.63,1.38,1.38,0.68,4.2,0.0,1471062.25,156839.0,86513.0,2666881.65,,,25817.0,0.04,,,,,2206.0,,,,0.04,25817.0,,,,2.59,,,,9.55,9.55,1485941.0,25266858.28,,26.4,8.93,20.83,0.2134,32.09,0.1413
2006-11-28,209555.0,3531842.79,1.25,1.31,0.61,4.1,0.0,1458091.27,130543.0,86513.0,2200173.48,,,,,,,,0.05,,26297.0,,,,,,,,2.51,,,,8.74,8.74,1362776.0,22968245.03,,26.1,8.77,20.58,0.2143,32.41,0.1403
2006-11-29,206749.0,3630423.81,1.23,1.31,0.6,4.1,0.0,1519131.19,127468.0,86513.0,2238283.44,,,,,,,,0.03,,3075.0,,,,,,,,2.49,,,,8.86,8.86,1311295.0,23025778.06,,25.48,8.91,20.36,0.2132,32.11,0.1437
2006-11-30,240518.0,4100360.93,1.43,1.56,0.7,4.42,0.0,1720369.05,150765.0,100913.0,2570248.03,,,23297.0,0.3,,,,,14400.0,,,,0.3,23297.0,,,,2.53,,,,9.5,9.5,1436541.0,24490211.1,,25.79,8.93,20.33,0.2154,32.02,0.1515
2006-12-01,264149.0,4454300.45,1.57,1.95,0.77,4.68,0.0,2099793.68,150579.0,124522.0,2539188.52,0.31,,420.0,,,,23609.0,0.01,,606.0,0.31,,,420.0,,,,2.48,,,,9.58,9.58,1421612.0,23972405.63,,24.99,9.03,18.94,0.2021,29.61,0.168
2006-12-04,263991.0,4460949.17,1.57,2.0,0.77,4.66,0.0,2100418.28,150656.0,124299.0,2545801.78,,,78.0,,,,,,,,,,,78.0,,,223.0,2.48,0.0,,,9.58,9.58,1421873.0,24026967.52,,24.89,9.05,18.83,0.2021,29.67,0.1679
2006-12-05,273894.0,4683849.98,1.63,2.14,0.8,4.89,0.0,2311724.7,152311.0,135181.0,2604664.12,,,2282.0,0.22,,,,0.0,11225.0,627.0,,,0.22,2282.0,,,343.0,2.52,0.0,,,9.81,9.81,1400364.0,23947566.93,,24.72,9.26,17.79,0.2133,33.28,0.1764
2006-12-06,295281.0,5039171.29,1.76,2.38,0.86,5.34,0.0,2675591.57,152037.0,156782.0,2594614.91,,,,0.43,,,,0.0,21656.0,274.0,,,0.43,,,,55.0,2.55,0.0,,,9.93,9.93,1378555.0,23525979.6,,24.5,9.41,22.31,0.2185,33.16,0.1929
2006-12-07,291175.0,4940851.5,1.73,2.47,0.85,5.24,0.0,2586024.79,152382.0,152400.0,2585719.35,,,345.0,0.0,,,,,118.0,,,,0.0,345.0,,,4500.0,2.54,0.09,,,10.17,10.17,1346059.0,22840826.39,,23.78,9.65,22.76,0.2145,31.88,0.1943
2006-12-08,290678.0,4970872.47,1.73,2.62,0.85,5.25,0.0,2604082.69,151829.0,152277.0,2596421.46,,,,,,,,0.0,,553.0,,,,,,,123.0,2.54,0.0,,,10.18,10.18,1338948.0,22897294.45,,23.76,9.67,22.77,0.2141,31.8,0.195
2006-12-11,295671.0,5058865.22,1.76,2.66,0.86,5.36,0.0,2605357.25,156930.0,152273.0,2685037.49,,,134.0,,,,,0.0,,32.0,,,,134.0,,5000.0,4.0,2.65,0.0,,,10.57,10.57,1328166.0,22724625.64,,23.62,10.08,22.23,0.2056,31.14,0.1991
2006-12-12,272550.0,4663270.04,1.62,2.46,0.8,5.36,0.0,2499310.85,135951.0,146075.0,2326091.45,,,,0.01,,,,0.0,646.0,20979.0,,,0.01,,,,6844.0,2.64,0.0,,,10.05,10.05,1216943.0,20821624.78,,23.63,10.05,22.35,0.2063,31.28,0.2015
2006-12-13,272476.0,4664407.01,1.62,2.46,0.79,5.37,0.0,2500736.1,135845.0,146083.0,2325475.9,,,16.0,0.0,,,,0.0,9.0,122.0,,,0.0,16.0,,,,2.65,,,,10.07,10.07,1212759.0,20760733.36,,23.61,10.08,22.31,0.206,31.22,0.202
2006-12-14,269321.0,4762415.08,1.6,2.38,0.79,5.36,0.0,2540664.39,134911.0,143678.0,2385637.14,,,,,,,,0.0,,935.0,,,,,,,2406.0,2.67,0.04,,,10.14,10.14,1194985.0,21130972.26,,23.59,10.17,22.37,0.2062,31.31,0.2025
2006-12-15,269753.0,4748642.44,1.61,2.34,0.79,5.42,0.0,2530228.11,135565.0,143733.0,2386441.34,,,707.0,0.0,,,,0.0,56.0,52.0,,,0.0,707.0,,,,2.72,,,,9.81,9.81,1246946.0,21950824.24,,25.06,9.8,22.13,0.2057,31.26,0.1951
2006-12-18,270016.0,4696118.63,1.61,2.33,0.79,5.39,0.0,2501369.81,135793.0,143823.0,2361712.03,,,227.0,0.0,,,,,89.0,,,,0.0,227.0,,,,2.7,,,,9.64,9.64,1272294.0,22127738.92,,25.32,9.62,22.25,0.2065,31.4,0.1918
2006-12-19,272638.0,4688820.94,1.62,2.37,0.8,5.39,0.0,2514360.84,136013.0,146201.0,2339147.89,,,335.0,0.04,,,,0.01,2378.0,114.0,,,0.04,335.0,,,,2.66,,,,9.57,9.57,1284691.0,22094081.01,,25.19,9.55,22.22,0.2059,31.23,0.1919
2006-12-20,279979.0,4822479.06,1.67,2.6,0.82,5.53,0.0,2731639.79,130846.0,158591.0,2253747.94,,,34.0,0.29,,,,0.1,15000.0,5201.0,,,0.29,34.0,,,2610.0,2.56,0.05,,,9.18,9.18,1294460.0,22296337.37,,25.31,9.19,27.73,0.2164,30.22,0.1964
2006-12-21,257478.0,4419016.39,1.53,2.42,0.75,5.09,0.0,2764172.17,105912.0,161057.0,1817735.35,,,66.0,0.05,,,,0.49,2466.0,25000.0,,,0.05,66.0,,,,2.07,,,,7.55,7.55,1297794.0,22273642.61,,25.37,7.56,30.55,0.2531,33.3,0.1834
2006-12-22,223976.0,3828228.98,1.33,2.14,0.65,4.42,0.0,2178222.22,106012.0,127440.0,1811971.86,,,101.0,,,,,0.0,,1.0,,,,101.0,,,33617.0,2.07,0.67,,,7.54,7.54,1299230.0,22206620.05,,25.32,7.57,26.5,0.2714,39.42,0.1594
2006-12-25,152906.0,2613490.64,0.91,1.49,0.45,3.33,0.0,2178222.22,25465.0,127440.0,435251.33,,,,,,,,0.0,,23846.0,,,,,,,,0.97,,1.11,,3.66,3.66,671162.0,11471594.35,56700.0,13.29,6.78,38.08,0.4686,56.64,0.2195
2006-12-26,223916.0,3827203.45,1.33,2.18,0.65,4.42,0.0,2178222.22,105915.0,127440.0,1810313.93,,56700.0,23749.0,,1.1,,,,,,,56700.0,,23749.0,,,,2.07,,,,7.54,7.54,1299275.0,22207389.19,,25.26,7.57,26.53,0.2716,39.44,0.1593
2006-12-27,238918.0,4252190.19,1.42,2.33,0.7,4.74,0.0,2547633.55,105222.0,143144.0,1872709.28,,,,,,15704.0,,0.0,,692.0,,,,,0.31,,,2.07,,,,7.52,7.52,1293306.0,23017868.43,,25.45,7.52,24.41,0.2487,36.28,0.1708
2006-12-28,239722.0,4230557.77,1.43,2.35,0.7,4.81,0.0,2536936.96,105575.0,143754.0,1863162.9,,,391.0,0.01,,,,0.0,611.0,39.0,,,0.01,391.0,,,,2.12,,,,7.53,7.53,1295836.0,22868610.56,,26.06,7.53,23.98,0.2473,36.07,0.1711
2006-12-29,235939.0,4203332.57,1.4,2.33,0.69,4.73,0.0,2501397.89,105022.0,140407.0,1871002.22,,,,,,,,0.01,,552.0,,,,,,,3347.0,2.11,0.07,,,7.51,7.51,1293515.0,23044404.39,,25.87,7.53,24.43,0.244,35.08,0.1687
