,ALHRS FP Equity_DX_SI_QTY,ALHRS FP Equity_DX_SHORT_INTEREST_VALUE,ALHRS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHRS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHRS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHRS FP Equity_DX_SI_MV,ALHRS FP Equity_DX_DSS,ALHRS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHRS FP Equity_DX_SUPPLY_SI_QTY,ALHRS FP Equity_DX_BROKER_SI_QTY,ALHRS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHRS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHRS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHRS FP Equity_DX_BROKER_SI_MV_INC_x,ALHRS FP Equity_DX_SUPPLY_SI_MV_NEW,ALHRS FP Equity_DX_BROKER_SI_QTY_ADD,ALHRS FP Equity_DX_SUPPLY_SI_MV_DEC,ALHRS FP Equity_DX_BROKER_SI_QTY_INC,ALHRS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHRS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHRS FP Equity_DX_BROKER_SI_MV_INC_y,ALHRS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHRS FP Equity_DX_BROKER_SI_MV_ADD,ALHRS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHRS FP Equity_DX_BROKER_SI_QTY_DEC,ALHRS FP Equity_DX_SUPPLY_SI_MV,ALHRS FP Equity_DX_BROKER_SI_MV_DEC,ALHRS FP Equity_DX_SUPPLY_SI_MV_RMV,ALHRS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHRS FP Equity_DX_UTILIZATION_QUANTITY,ALHRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHRS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHRS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHRS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHRS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHRS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHRS FP Equity_DX_BROKER_SI_CON_RATIO,ALHRS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHRS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHRS FP Equity_PX_LAST
2023-04-18,54226.0,966307.32,1.4,2.85,0.36,0.92,0.0,595954.26,32243.0,33443.0,574570.26,,,,,,0.03,,1223.0,,,,,,400.0,0.55,0.01,,100.0,17.85,0.0,0.0,,0.0,100.0,18.21,0.4272,61.29,0.3002,17.82
2023-04-19,55337.0,944049.22,1.43,2.8,0.36,0.98,0.0,582667.24,32954.0,34154.0,562195.24,,711.0,0.02,,,,711.0,,,0.02,711.0,,,,0.58,,,100.0,18.19,0.0,0.0,,0.0,100.0,18.07,0.4165,60.19,0.3054,17.06
2023-04-20,55337.0,978358.16,1.43,2.84,0.36,0.95,0.0,603842.72,33154.0,34154.0,586162.72,,,,,,,,,,,,,200.0,,0.57,,,100.0,18.28,0.0,0.0,,0.0,100.0,17.72,0.4151,60.1,0.3051,17.68
2023-04-21,55637.0,993676.82,1.44,2.83,0.37,1.03,0.0,615348.44,33454.0,34454.0,597488.44,,300.0,0.01,,,,300.0,,,0.01,300.0,,,,0.59,,,100.0,18.41,0.0,0.0,,0.0,100.0,16.53,0.4456,63.2,0.3062,17.86
2023-04-24,67127.0,1208286.0,1.74,3.41,0.44,1.2,0.0,724842.0,39269.0,40269.0,706842.0,,5775.0,0.11,,40.0,,5775.0,,,0.11,5775.0,0.0,40.0,,0.7,,,100.0,21.6,0.0,0.0,,0.0,100.0,27.74,0.3776,53.32,0.3692,18.0
2023-04-25,67127.0,1304948.88,1.74,3.29,0.44,1.22,0.0,782829.36,39269.0,40269.0,763389.36,,,,,,,,,,,,,,,0.72,,,100.0,21.65,0.0,0.0,,0.0,100.0,27.61,0.3761,53.18,0.3701,19.44
2023-04-26,69127.0,1382540.0,1.79,3.29,0.46,1.34,0.0,845380.0,39269.0,42269.0,785380.0,,,0.06,,,,2000.0,,,0.06,,,,,0.77,,,100.0,21.7,0.0,0.0,,0.0,100.0,26.55,0.3906,55.21,0.382,20.0
2023-04-27,81041.0,1580299.5,2.1,3.94,0.53,1.62,0.0,948207.0,45026.0,48626.0,878007.0,,5757.0,0.14,,,,6357.0,,,0.14,5757.0,,,,0.9,,,100.0,24.88,0.0,0.0,,0.0,100.0,33.01,0.3785,50.81,0.4478,19.5
2023-04-28,73949.0,1471585.1,1.91,3.62,0.49,1.44,0.0,889132.0,41080.0,44680.0,817492.0,,,,,,0.08,,3946.0,,,,,,3946.0,0.81,0.08,,100.0,22.7,0.0,0.0,,0.0,100.0,22.87,0.4067,58.2,0.4086,19.9
2023-05-01,73949.0,1471585.1,1.91,3.61,0.49,1.47,0.0,889132.0,41080.0,44680.0,817492.0,,,,,,,,,,,,,,,0.82,,,100.0,22.78,0.0,0.0,,0.0,100.0,22.89,0.4091,58.44,0.41,
2023-05-02,74912.0,1493745.28,1.94,3.66,0.49,1.49,0.0,908127.42,42343.0,45543.0,844319.42,,1263.0,0.02,,,,1163.0,,,0.02,1263.0,,,300.0,0.84,0.01,,100.0,23.46,0.0,0.0,,0.0,100.0,22.43,0.4192,59.58,0.4151,19.94
2023-05-03,74512.0,1531221.6,1.93,3.65,0.49,1.48,0.0,935908.65,41943.0,45543.0,861928.65,,,,,,0.01,,400.0,,,,,,,0.84,,,100.0,23.29,0.0,0.0,,0.0,100.0,22.64,0.4229,59.91,0.4138,20.55
2023-05-04,77532.0,1541336.16,2.0,3.78,0.51,1.6,0.0,949329.64,44153.0,47753.0,877761.64,,2210.0,0.06,,,,2210.0,,,0.06,2210.0,,,,0.9,,,100.0,24.41,0.0,0.0,,0.0,100.0,21.29,0.4133,59.5,0.4286,19.88
2023-05-05,83593.0,1676039.65,2.16,4.18,0.55,1.66,0.0,1032615.1,47502.0,51502.0,952415.1,,3349.0,0.05,,,,3749.0,,,0.05,3349.0,,,,0.94,,,100.0,26.14,0.0,0.0,,0.0,100.0,20.95,0.3783,55.58,0.4599,20.05
2023-05-08,83643.0,1681224.3,2.16,4.17,0.55,1.68,0.0,1036195.2,47552.0,51552.0,955795.2,,50.0,0.0,,,,50.0,,,0.0,50.0,,,,0.96,,,100.0,26.29,0.0,0.0,,0.0,100.0,20.91,0.3785,55.63,0.4625,20.1
2023-05-09,83813.0,1684641.3,2.17,4.2,0.55,1.69,0.0,1039612.2,47722.0,51722.0,959212.2,,170.0,0.0,,,,170.0,,,0.0,170.0,,,,0.96,,,100.0,26.37,0.0,0.0,,0.0,100.0,20.84,0.3784,55.68,0.4631,20.1
2023-05-10,83813.0,1709785.2,2.17,4.22,0.55,1.68,0.0,1055128.8,47722.0,51722.0,973528.8,,,,,,,,,,,,,,,0.96,,,100.0,26.37,0.0,0.0,,0.0,100.0,20.84,0.3772,55.52,0.4631,20.4
2023-05-11,83873.0,1736171.1,2.17,4.28,0.55,1.72,0.0,1071887.4,47782.0,51782.0,989087.4,,60.0,0.0,,,,60.0,,,0.0,60.0,,,,0.98,,,100.0,26.4,0.0,0.0,,0.0,100.0,20.8,0.3772,55.54,0.4635,20.7
2023-05-12,83873.0,1799075.85,2.17,4.31,0.55,1.74,0.0,1110723.9,47782.0,51782.0,1024923.9,,,,,,,,,,,,,,,1.0,,,100.0,26.4,0.0,0.0,,0.0,100.0,20.75,0.3763,55.43,0.4635,21.45
2023-05-15,83873.0,1778107.6,2.17,4.34,0.55,1.79,0.0,1097778.4,47782.0,51782.0,1012978.4,,,,,,,,,,,,,,,1.02,,,100.0,26.4,0.0,0.0,,0.0,100.0,20.9,0.3787,55.7,0.4635,21.2
2023-05-16,83873.0,1736171.1,2.17,4.39,0.55,1.78,0.0,1071887.4,47782.0,51782.0,989087.4,,,,,,,,,,,,,,,1.01,,,100.0,26.4,0.0,0.0,,0.0,100.0,20.9,0.3789,55.75,0.4635,20.7
2023-05-17,83873.0,1786494.9,2.17,4.51,0.55,1.74,0.0,1102956.6,47782.0,51782.0,1017756.6,,,,,,,,,,,,,,,1.0,,,100.0,26.4,0.0,0.0,,0.0,100.0,20.78,0.3763,55.44,0.4635,21.3
2023-05-18,83873.0,1769720.3,2.17,4.54,0.55,1.79,0.0,1092600.2,47782.0,51782.0,1008200.2,,,,,,,,,,,,,,,1.02,,,100.0,26.4,0.0,0.0,,0.0,100.0,20.78,0.3798,55.85,0.4635,21.1
2023-05-19,83918.0,1745494.4,2.17,4.66,0.55,1.77,0.0,1078001.6,47827.0,51827.0,994801.6,,45.0,0.0,,,,45.0,,,0.0,45.0,,,,1.0,,,100.0,26.43,0.0,0.0,,0.0,100.0,20.88,0.3775,55.61,0.4637,20.8
2023-05-22,83918.0,1720319.0,2.17,4.97,0.55,1.74,0.0,1062453.5,47827.0,51827.0,980453.5,,,,,,,,,,,,,,,0.99,,,100.0,26.43,0.0,0.0,,0.0,100.0,20.86,0.3777,55.64,0.4637,20.5
2023-05-23,83518.0,1687063.6,2.16,5.56,0.55,1.71,0.0,1042865.4,47627.0,51627.0,962065.4,,,,,,0.0,,200.0,,,,,,200.0,0.98,0.01,,100.0,26.32,0.0,0.0,,0.0,100.0,20.25,0.38,56.03,0.4615,20.2
2023-05-24,83518.0,1648645.32,2.16,5.97,0.55,1.69,0.0,1019116.98,47627.0,51627.0,940156.98,,,,,,,,,,,,,,,0.96,,,100.0,26.32,0.0,0.0,,0.0,100.0,20.27,0.3801,56.05,0.4615,19.74
2023-05-25,83518.0,1665348.92,2.16,6.33,0.55,1.65,0.0,1029442.38,47627.0,51627.0,949682.38,,,,,,,,,,,,,,,0.94,,,100.0,26.32,0.0,0.0,,0.0,100.0,20.2,0.3781,55.83,0.4615,19.94
2023-05-26,83518.0,1691239.5,2.16,6.56,0.55,1.67,0.0,1045446.75,47627.0,51627.0,964446.75,,,,,,,,,,,,,,,0.95,,,100.0,26.32,0.0,0.0,,0.0,100.0,20.2,0.3778,55.78,0.4615,20.25
2023-05-29,83518.0,1663678.56,2.16,6.68,0.55,1.69,0.0,1028409.84,47627.0,51627.0,948729.84,,,,,,,,,,,,,,,0.96,,,100.0,26.32,0.0,0.0,,0.0,100.0,20.34,0.3791,55.91,0.4615,19.92
2023-05-30,83518.0,1616908.48,2.16,6.84,0.55,1.66,0.0,999498.72,47627.0,51627.0,922058.72,,,,,,,,,,,,,,,0.94,,,100.0,26.32,0.0,0.0,,0.0,100.0,20.31,0.3799,56.03,0.4615,19.36
2023-05-31,83518.0,1603545.6,2.16,6.97,0.55,1.62,0.0,991238.4,47627.0,51627.0,914438.4,28721.0,,,0.56,,,,,28721.0,,,,,,0.92,,0.57,100.0,26.32,0.0,0.0,28721.0,0.0,100.0,20.22,0.3788,55.93,0.4615,19.2
2023-06-01,84921.0,1623689.52,2.2,7.75,0.56,1.63,0.0,998637.6,48280.0,52230.0,923113.6,,800.0,0.01,,,0.0,800.0,147.0,,0.01,800.0,,,197.0,0.92,0.01,,100.0,26.56,0.0,0.0,,0.0,100.0,19.77,0.3656,54.16,0.4672,19.12
2023-06-02,84871.0,1722881.3,2.19,8.07,0.56,1.63,0.0,1060269.0,48230.0,52230.0,979069.0,,,,,,0.0,,50.0,,,,,,,0.94,,,100.0,26.57,0.0,0.0,,0.0,100.0,19.58,0.3643,53.92,0.4676,20.3
2023-06-05,84871.0,1697420.0,2.19,8.26,0.56,1.72,0.0,1044600.0,48230.0,52230.0,964600.0,,,,,,,,,,,,,,,0.98,,,100.0,26.57,0.0,0.0,,0.0,100.0,19.8,0.3687,54.46,0.4676,20.0
2023-06-06,84871.0,1710150.65,2.19,8.31,0.56,1.7,0.0,1052434.5,48230.0,52230.0,971834.5,,,,,,,,,,,,,,,0.97,,,100.0,26.57,0.0,0.0,,0.0,100.0,19.72,0.3668,54.25,0.4676,20.15
2023-06-07,84771.0,1703897.1,2.19,9.56,0.56,1.71,0.0,1047813.0,48130.0,52130.0,967413.0,,,,,,0.0,,100.0,,,,,,100.0,0.97,0.0,,100.0,26.52,0.0,0.0,,0.0,100.0,19.79,0.3669,54.25,0.4671,20.1
2023-06-08,84571.0,1695648.55,2.19,11.14,0.56,1.7,0.0,1041196.5,48130.0,51930.0,965006.5,,,,,,,,,,,,,,200.0,0.97,0.0,,100.0,26.53,0.0,0.0,,0.0,100.0,19.89,0.3677,54.37,0.4662,20.05
2023-06-09,85571.0,1711420.0,2.21,12.32,0.56,1.72,0.0,1050600.0,48530.0,52530.0,970600.0,,600.0,,,600.0,0.0,,200.0,,,600.0,0.01,,,0.97,,,100.0,26.76,0.0,0.0,,0.0,100.0,19.71,0.3621,54.08,0.4718,20.0
2023-06-12,85571.0,1719977.1,2.21,13.13,0.56,1.71,0.0,1055853.0,48530.0,52530.0,975453.0,,,,,,,,,,,,,,,0.97,,,100.0,26.79,0.0,0.0,,0.0,100.0,19.71,0.3613,53.98,0.4723,20.1
2023-06-13,85571.0,1762762.6,2.21,14.62,0.56,1.72,0.0,1082118.0,48530.0,52530.0,999718.0,,,,,,,,,,,,,,,0.98,,,100.0,26.79,0.0,0.0,,0.0,100.0,19.69,0.3603,53.84,0.4723,20.6
2023-06-14,85571.0,1822662.3,2.21,14.34,0.56,1.77,0.0,1118889.0,48530.0,52530.0,1033689.0,,,,,,,,,,,,,,,1.01,,,100.0,26.79,0.0,0.0,,0.0,100.0,19.67,0.3603,53.81,0.4723,21.3
2023-06-15,85571.0,1848333.6,2.21,14.95,0.56,1.82,0.0,1134648.0,48530.0,52530.0,1048248.0,,,,,,,,,,,,,,,1.03,,,100.0,26.79,0.0,0.0,,0.0,100.0,19.75,0.3617,53.96,0.4723,21.6
2023-06-16,85571.0,1951018.8,2.21,14.34,0.56,1.85,0.0,1197684.0,48530.0,52530.0,1106484.0,,,,,,,,,,,,,,,1.06,,,100.0,26.79,0.0,0.0,,0.0,100.0,19.63,0.3604,53.78,0.4723,22.8
2023-06-19,85371.0,1989144.3,2.21,13.46,0.56,1.93,0.0,1219289.0,48330.0,52330.0,1126089.0,,,,,,0.0,,200.0,,,,,,200.0,1.11,0.0,,100.0,26.7,0.0,0.0,,0.0,100.0,19.99,0.3582,53.45,0.4715,23.3
2023-06-20,85171.0,1946157.35,2.2,12.37,0.56,1.98,0.0,1202595.5,48630.0,52630.0,1111195.5,,800.0,0.01,,,0.0,300.0,500.0,,0.01,800.0,,,,1.13,,,100.0,26.8,0.0,0.0,,0.0,100.0,20.31,0.3614,53.85,0.4693,22.85
2023-06-21,85271.0,1841853.6,2.21,12.08,0.56,1.94,0.0,1138968.0,48730.0,52730.0,1052568.0,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,1.1,,,100.0,26.84,0.0,0.0,,0.0,100.0,20.53,0.3609,53.8,0.4696,21.6
2023-06-22,85271.0,1833326.5,2.21,11.55,0.56,1.85,0.0,1133695.0,48730.0,52730.0,1047695.0,,,,,,,,,,,,,,,1.05,,,100.0,26.84,0.0,0.0,,0.0,100.0,20.3,0.3565,53.35,0.4696,21.5
2023-06-23,85891.0,1820889.2,2.15,11.89,0.57,1.85,0.0,1128900.0,48850.0,53250.0,1035620.0,,120.0,0.01,,100.0,,420.0,,,0.01,120.0,0.0,,,1.05,,,100.0,26.9,0.0,0.0,,0.0,100.0,20.83,0.3539,52.98,0.473,21.2
2023-06-26,86022.0,1849473.0,2.15,12.29,0.57,1.82,0.0,1147691.5,48850.0,53381.0,1050275.0,,,0.0,,,,131.0,,,0.0,,,,,1.04,,,100.0,26.9,0.0,0.0,,0.0,100.0,21.05,0.3536,52.81,0.4738,21.5
2023-06-27,86022.0,1870978.5,2.15,12.39,0.57,1.85,0.0,1161036.75,48850.0,53381.0,1062487.5,,,,,,,,,,,,,,,1.05,,,100.0,25.97,0.0,0.0,,0.0,100.0,21.07,0.3541,52.85,0.4574,21.75
2023-06-28,88996.0,1793269.4,2.23,12.84,0.59,1.93,0.0,1105590.2,50337.0,54868.0,1014290.55,,,0.04,,,,1487.0,,,0.04,,,1487.0,,1.08,,,100.0,26.76,0.0,0.0,,0.0,100.0,20.69,0.3707,54.93,0.4732,20.15
2023-06-29,99020.0,2094273.0,2.48,13.7,0.65,2.01,0.0,1266462.0,55349.0,59880.0,1170631.35,,5012.0,0.05,,,,5012.0,,,0.05,5012.0,,,,1.13,,,100.0,29.38,0.0,0.0,,0.0,100.0,18.8,0.3889,57.3,0.5257,21.15
2023-06-30,99020.0,2119028.0,2.48,13.24,0.65,2.1,0.0,1281432.0,55349.0,59880.0,1184468.6,,,,,,,,,,,,,,,1.17,,,100.0,29.38,0.0,0.0,,0.0,100.0,18.98,0.3933,57.7,0.5257,21.4
2023-07-03,99020.0,2143783.0,2.48,13.12,0.65,2.12,0.0,1296402.0,55349.0,59880.0,1198305.85,,,,,,,,,,,,,,,1.19,,,100.0,29.38,0.0,0.0,,0.0,100.0,19.01,0.3924,57.6,0.5256,21.65
2023-07-04,96242.0,2069203.0,2.41,12.62,0.63,2.08,0.0,1262308.0,53639.0,58712.0,1153238.5,,,,,,0.03,,1710.0,,,,,,1168.0,1.16,0.02,,100.0,28.61,0.0,0.0,,0.0,100.0,18.8,0.4123,59.64,0.5133,21.5
2023-07-05,96759.0,2080318.5,2.42,12.77,0.64,2.08,0.0,1282238.5,53639.0,59639.0,1153238.5,,,0.02,,,,990.0,,,0.02,,,,63.0,1.15,0.0,,100.0,28.61,0.0,0.0,,0.0,100.0,18.57,0.4089,59.08,0.5161,21.5
2023-07-06,96759.0,2075480.55,2.42,12.66,0.64,2.08,0.0,1279256.55,53639.0,59639.0,1150556.55,,,,,,,,,,,,,,,1.15,,,100.0,28.61,0.0,0.0,,0.0,100.0,18.59,0.4091,59.1,0.5161,21.45
2023-07-07,97859.0,2094182.6,2.45,12.71,0.64,2.09,0.0,1299814.6,54739.0,60739.0,1171414.6,,1100.0,0.02,,,,1100.0,,,0.02,1100.0,,,,1.17,,,100.0,29.02,0.0,0.0,,0.0,100.0,20.02,0.4015,58.05,0.5189,21.4
2023-07-10,97859.0,2069717.85,2.45,12.68,0.64,2.09,0.0,1284629.85,54739.0,60739.0,1157729.85,,,,,,,,,,,,,,,1.17,,,100.0,29.02,0.0,0.0,,0.0,100.0,20.04,0.402,58.11,0.5189,21.15
2023-07-11,97859.0,2074610.8,2.45,12.74,0.64,2.07,0.0,1287666.8,54739.0,60739.0,1160466.8,,,,,,,,,,,,,,,1.16,,,100.0,29.02,0.0,0.0,,0.0,100.0,19.95,0.4019,58.1,0.5189,21.2
2023-07-12,97409.0,2099163.95,2.44,12.78,0.64,2.06,0.0,1299227.95,54739.0,60289.0,1179625.45,,,,,,,,,,,,,,450.0,1.16,0.01,,100.0,29.02,0.0,0.0,,0.0,100.0,20.11,0.398,57.64,0.5165,21.55
2023-07-13,97509.0,2115945.3,2.44,12.57,0.64,2.1,0.0,1310441.3,54739.0,60389.0,1187836.3,,,0.0,,,,100.0,,,0.0,,,,,1.18,,,100.0,29.02,0.0,0.0,,0.0,100.0,20.09,0.398,57.68,0.517,21.7
2023-07-14,96303.0,2065699.35,2.41,12.37,0.63,2.09,0.0,1260037.35,54643.0,58743.0,1172092.35,,440.0,,,,0.01,,536.0,,,440.0,,,1646.0,1.18,0.03,,100.0,28.98,0.0,0.0,,0.0,100.0,21.07,0.3882,56.43,0.5107,21.45
2023-07-17,95709.0,2043387.15,2.39,12.78,0.63,2.05,0.0,1241801.4,54064.0,58164.0,1154266.4,,,,,,0.01,,579.0,,,,,,579.0,1.16,0.02,,100.0,28.76,0.0,0.0,,0.0,100.0,20.23,0.3918,57.0,0.5091,21.35
2023-07-18,95709.0,2009889.0,2.39,13.35,0.63,2.04,0.0,1221444.0,54064.0,58164.0,1135344.0,,,,,,,,,,,,,,,1.15,,,100.0,28.76,0.0,0.0,,0.0,100.0,20.29,0.3919,57.01,0.5091,21.0
2023-07-19,95891.0,2013711.0,2.4,13.2,0.63,2.01,0.0,1226505.0,54005.0,58405.0,1134105.0,,,0.01,,,0.0,300.0,59.0,,0.01,,,,59.0,1.13,0.01,,100.0,28.72,0.0,0.0,,0.0,100.0,19.99,0.3879,56.73,0.51,21.0
2023-07-20,95665.0,2023314.75,2.39,12.92,0.63,2.01,0.0,1232875.8,53892.0,58292.0,1139815.8,,,,,,0.0,,113.0,,,,,,113.0,1.13,0.0,,100.0,28.66,0.0,0.0,,0.0,100.0,19.65,0.3891,56.91,0.5088,21.15
2023-07-21,97835.0,2074102.0,2.45,13.02,0.64,2.07,0.0,1275434.4,54251.0,60162.0,1150121.2,,359.0,0.04,,,,1870.0,,,0.04,359.0,,,,1.15,,,100.0,28.8,0.0,0.0,,0.0,100.0,22.37,0.3771,54.99,0.5194,21.2
2023-07-24,95929.0,2091252.2,2.4,12.86,0.63,2.04,0.0,1282036.2,52898.0,58809.0,1153176.4,,,,,,0.03,,1353.0,,,,,,1353.0,1.13,0.03,,100.0,28.13,0.0,0.0,,0.0,100.0,19.88,0.3861,56.53,0.5102,21.8
2023-07-25,96691.0,2069187.4,2.42,12.87,0.64,2.1,0.0,1266666.0,53279.0,59190.0,1140170.6,,381.0,0.02,,,,381.0,,,0.02,381.0,,,,1.16,,,100.0,28.46,0.0,0.0,,0.0,100.0,20.99,0.3845,56.17,0.5165,21.4
2023-07-26,96691.0,2030511.0,2.42,13.52,0.64,2.06,0.0,1242990.0,53279.0,59190.0,1118859.0,,,,,,,,,,,,,,,1.13,,,100.0,28.46,0.0,0.0,,0.0,100.0,21.0,0.3839,56.11,0.5165,21.0
2023-07-27,96691.0,1996669.15,2.42,13.9,0.64,2.03,0.0,1222273.5,53279.0,59190.0,1100211.35,,,,,,,,,,,,,,,1.12,,,100.0,28.46,0.0,0.0,,0.0,100.0,20.96,0.3841,56.14,0.5165,20.65
2023-07-28,96691.0,2020841.9,2.42,14.45,0.64,2.0,0.0,1237071.0,53279.0,59190.0,1113531.1,,,,,,,,,,,,,,,1.1,,,100.0,28.38,0.0,0.0,,0.0,100.0,20.89,0.3818,55.88,0.5151,20.9
2023-07-31,96691.0,2049849.2,2.42,15.01,0.64,2.02,0.0,1254828.0,53279.0,59190.0,1129514.8,,,,,,,,,,,,,,,1.12,,,100.0,28.38,0.0,0.0,,0.0,100.0,20.89,0.3822,55.91,0.5151,21.2
2023-08-01,95586.0,2016864.6,2.36,16.39,0.63,2.03,0.0,1225593.5,53279.0,58085.0,1124186.9,,,,,,,,,,,,,,1105.0,1.13,0.02,,100.0,28.38,0.0,0.0,,0.0,100.0,19.51,0.3904,57.1,0.5092,21.1
2023-08-02,95603.0,1983762.25,2.36,17.13,0.63,2.01,0.0,1205616.5,53296.0,58102.0,1105892.0,,17.0,0.0,,,,17.0,,,0.0,17.0,,,,1.12,,,100.0,28.39,0.0,0.0,,0.0,100.0,19.55,0.3904,57.12,0.5093,20.75
2023-08-03,95660.0,1965813.0,2.36,18.13,0.63,1.98,0.0,1195167.45,53353.0,58159.0,1096404.15,,57.0,0.0,,,,57.0,,,0.0,57.0,,,,1.1,,,100.0,28.41,0.0,0.0,,0.0,100.0,19.62,0.3892,56.97,0.5094,20.55
2023-08-04,95688.0,1975957.2,2.36,18.06,0.63,1.97,0.0,1201272.45,53367.0,58173.0,1102028.55,,14.0,0.0,,,,14.0,,,0.0,14.0,,,,1.1,,,100.0,28.42,0.0,0.0,,0.0,100.0,19.63,0.3877,56.8,0.5095,20.65
2023-08-07,95784.0,1949204.4,2.36,17.74,0.63,1.98,0.0,1185814.85,53465.0,58271.0,1088012.75,,100.0,0.0,,,0.0,98.0,2.0,,0.0,100.0,,,,1.1,,,100.0,28.46,0.0,0.0,,0.0,100.0,19.74,0.3879,56.79,0.5098,20.35
2023-08-08,95950.0,1966975.0,2.37,18.15,0.63,1.95,0.0,1197958.5,53465.0,58437.0,1096032.5,,,0.0,,,,166.0,,,0.0,,,,,1.09,,,100.0,28.46,0.0,0.0,,0.0,100.0,19.94,0.3865,56.6,0.5107,20.5
2023-08-09,96057.0,1901928.6,2.37,18.52,0.63,1.96,0.0,1159171.2,53572.0,58544.0,1060725.6,,107.0,0.0,,,,107.0,,,0.0,107.0,,,,1.09,,,100.0,28.5,0.0,0.0,,0.0,100.0,20.19,0.3878,56.74,0.511,19.8
2023-08-10,96057.0,1949957.1,2.37,19.85,0.63,1.88,0.0,1188443.2,53572.0,58544.0,1087511.6,,,,,,,,,,,,,,,1.07,,,100.0,28.48,0.0,0.0,,0.0,100.0,20.44,0.3768,55.41,0.5107,20.3
2023-08-11,96057.0,1997985.6,2.37,20.93,0.63,1.96,0.0,1217715.2,53572.0,58544.0,1114297.6,,,,,,,,,,,,,,,1.1,,,100.0,28.48,0.0,0.0,,0.0,100.0,20.05,0.3856,56.49,0.5107,20.8
2023-08-14,95557.0,1978029.9,2.36,20.5,0.63,1.99,0.0,1201510.8,53572.0,58044.0,1108940.4,,,,,,,,,,,,,,500.0,1.11,0.01,,100.0,28.53,0.0,0.0,,0.0,100.0,20.28,0.3907,57.07,0.5088,20.7
2023-08-15,95739.0,1967436.45,2.36,21.14,0.63,1.98,0.0,1196544.3,53254.0,58226.0,1094369.7,,182.0,0.0,,,0.01,182.0,500.0,,0.0,182.0,,,,1.1,,,100.0,28.25,0.0,0.0,,0.0,100.0,20.52,0.3896,56.91,0.5079,20.55
2023-08-16,95739.0,1962649.5,2.36,21.65,0.63,1.96,0.0,1193633.0,53254.0,58226.0,1091707.0,,,,,,,,,,,,,,,1.1,,,100.0,28.31,0.0,0.0,,0.0,100.0,20.59,0.3876,56.67,0.509,20.5
2023-08-17,95817.0,1930712.55,2.36,22.77,0.63,1.96,0.0,1174825.6,53332.0,58304.0,1074639.8,,78.0,0.0,,,,78.0,,,0.0,78.0,,,,1.09,,,100.0,28.34,0.0,0.0,,0.0,100.0,20.58,0.3898,56.93,0.5092,20.15
2023-08-18,95817.0,1983411.9,2.36,23.39,0.63,1.94,0.0,1206892.8,53332.0,58304.0,1103972.4,,,,,,,,,,,,,,,1.08,,,100.0,28.34,0.0,0.0,,0.0,100.0,20.47,0.387,56.62,0.5092,20.7
2023-08-21,96096.0,1989187.2,2.37,22.57,0.63,1.99,0.0,1212668.1,53832.0,58583.0,1114322.4,,500.0,0.01,,,,279.0,,,0.01,500.0,,,,1.11,,,100.0,28.53,0.0,0.0,,0.0,100.0,20.93,0.3876,56.59,0.5093,20.7
2023-08-22,94943.0,1970067.25,2.34,22.61,0.62,1.97,0.0,1199993.25,53431.0,57831.0,1108693.25,,,,,,0.01,,401.0,,,,,,752.0,1.11,0.02,,100.0,28.32,0.0,0.0,,0.0,100.0,19.39,0.3945,57.65,0.5032,20.75
2023-08-23,95637.0,1979685.9,2.36,22.12,0.63,1.98,0.0,1205319.6,53828.0,58228.0,1114239.6,,420.0,0.01,,,0.0,397.0,23.0,,0.01,420.0,,,,1.12,,,100.0,28.71,0.0,0.0,,0.0,100.0,20.37,0.39,56.98,0.51,20.7
2023-08-24,95561.0,1954222.45,2.36,23.04,0.63,1.98,0.0,1189985.5,53790.0,58190.0,1100005.5,,,,,,0.0,,38.0,,,,,,38.0,1.11,0.0,,100.0,28.69,0.0,0.0,,0.0,100.0,20.26,0.3912,57.13,0.5096,20.45
2023-08-25,95431.0,1946792.4,2.35,23.48,0.63,1.95,0.0,1185750.0,53725.0,58125.0,1095990.0,,,,,,0.0,,65.0,,,,,,65.0,1.1,0.0,,100.0,28.65,0.0,0.0,,0.0,100.0,20.09,0.3912,57.18,0.5089,20.4
