,DSP5 FP Equity_DX_SI_QTY,DSP5 FP Equity_DX_SHORT_INTEREST_VALUE,DSP5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DSP5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DSP5 FP Equity_DX_SI_MV,DSP5 FP Equity_DX_DSS,DSP5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DSP5 FP Equity_DX_SUPPLY_SI_QTY,DSP5 FP Equity_DX_BROKER_SI_QTY,DSP5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,DSP5 FP Equity_DX_BROKER_SI_MV_INC_x,DSP5 FP Equity_DX_BROKER_SI_QTY_ADD,DSP5 FP Equity_DX_SUPPLY_SI_MV_DEC,DSP5 FP Equity_DX_BROKER_SI_QTY_INC,DSP5 FP Equity_DX_SUPPLY_SI_QTY_DEC,DSP5 FP Equity_DX_BROKER_SI_MV_INC_y,DSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,DSP5 FP Equity_DX_BROKER_SI_MV_ADD,DSP5 FP Equity_DX_SUPPLY_SI_QTY_ADD,DSP5 FP Equity_DX_BROKER_SI_QTY_DEC,DSP5 FP Equity_DX_SUPPLY_SI_MV,DSP5 FP Equity_DX_BROKER_SI_MV_DEC,DSP5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DSP5 FP Equity_DX_UTILIZATION_QUANTITY,DSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DSP5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DSP5 FP Equity_DX_ACTIVE_UTILIZATION_MV,DSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DSP5 FP Equity_DX_BROKER_SI_CON_RATIO,DSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DSP5 FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10534.0,898760.88,0.91,0.0,,0.0,,0.0
2016-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10709.0,872783.5,0.91,0.0,,0.0,,0.0
2016-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10709.0,872783.5,0.87,0.0,,0.0,,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,11366.0,879728.4,0.9,0.0,,0.0,,0.0
2016-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12661.0,979961.4,0.98,0.0,,0.0,,0.0
2016-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12661.0,1003764.08,0.98,0.0,,0.0,,0.0
2016-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12661.0,1005156.79,1.0,0.0,,0.0,,0.0
2016-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12958.0,1013315.6,1.03,0.0,,0.0,,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1067218.88,1.09,0.0,,0.0,,0.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1050077.6,1.07,0.0,,0.0,,0.0
2016-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1037256.48,1.05,0.0,,0.0,,0.0
2016-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1035305.44,1.04,0.0,,0.0,,0.0
2016-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1020393.92,1.04,0.0,,0.0,,0.0
2016-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1027919.36,1.02,0.0,,0.0,,0.0
2016-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1022205.6,1.03,0.0,,0.0,,0.0
2016-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13936.0,1031124.64,1.02,0.0,,0.0,,0.0
2016-07-29,24000.0,1731840.0,22.21,46.51,1.75,0.0,1731840.0,0.0,24000.0,0.0,,,24000.0,,,,,,1.75,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.52,0.5,50.48,0.0
2016-08-01,24000.0,1726560.0,22.09,20.94,1.73,0.0,1726560.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,0.0
2016-08-02,24000.0,1755120.0,7.53,20.94,1.74,0.0,1755120.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.59,0.5,50.41,0.0
2016-08-03,24000.0,1752240.0,6.87,20.94,1.75,0.0,1752240.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0
2016-08-04,24000.0,1746960.0,6.85,19.42,1.75,0.0,1746960.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.92,0.5,50.08,2.684
2016-08-05,24000.0,1728240.0,6.31,19.42,1.74,0.0,1728240.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.73,0.5,50.27,2.684
2016-08-08,24000.0,1730640.0,6.37,19.42,1.73,0.0,1730640.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,2.684
2016-08-09,24000.0,1717440.0,6.49,19.42,1.72,0.0,1717440.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.5,50.19,2.684
2016-08-10,24000.0,1726560.0,6.38,19.42,1.72,0.0,1726560.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.87,0.5,50.13,2.684
2016-08-11,24000.0,1708080.0,6.43,19.42,1.72,0.0,1708080.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.73,0.5,50.27,2.684
2016-08-12,24000.0,1707600.0,6.43,19.42,1.71,0.0,1707600.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,2.684
2016-08-15,24000.0,1691040.0,6.81,19.42,1.7,0.0,1691040.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,2.684
2016-08-16,24000.0,1695360.0,6.81,19.42,1.7,0.0,1695360.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,2.684
2016-08-17,24000.0,1715760.0,6.9,19.42,1.71,0.0,1715760.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.5,50.3,2.684
2016-08-18,24000.0,1680240.0,6.97,19.42,1.7,0.0,1680240.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.48,0.5001,50.52,2.684
2016-08-19,24000.0,1687440.0,6.96,19.42,1.68,0.0,1687440.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.89,0.5,50.11,2.684
2016-08-22,24000.0,1693680.0,6.95,19.42,1.69,0.0,1693680.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,2.684
2016-08-23,24000.0,1672800.0,6.95,19.42,1.68,0.0,1672800.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.69,0.5,50.31,2.684
2016-08-24,24000.0,1698480.0,6.92,18.15,1.69,0.0,1698480.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.62,0.5,50.38,2.684
2016-08-25,24000.0,1708320.0,6.94,18.15,1.7,0.0,1708320.0,0.0,24000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,2.684
2016-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,24000.0,0.0,1.7,0.0,0.0,8942.0,630768.68,0.64,0.0,,0.0,,0.0
2016-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,638279.96,0.63,0.0,,0.0,,0.0
2016-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,642750.96,0.64,0.0,,0.0,,0.0
2016-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,646864.28,0.64,0.0,,0.0,,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,647400.8,0.65,0.0,,0.0,,0.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,638816.48,0.65,0.0,,0.0,,0.0
2016-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,640336.62,0.64,0.0,,0.0,,0.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,634524.32,0.64,0.0,,0.0,,0.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,632378.24,0.63,0.0,,0.0,,0.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,630142.74,0.63,0.0,,0.0,,0.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,648295.0,0.63,0.0,,0.0,,0.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,662065.68,0.65,0.0,,0.0,,0.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,664748.28,0.66,0.0,,0.0,,0.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,658578.3,0.66,0.0,,0.0,,0.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,651156.44,0.66,0.0,,0.0,,0.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,662333.94,0.65,0.0,,0.0,,0.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,651335.28,0.66,0.0,,0.0,,0.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,655538.02,0.65,0.0,,0.0,,0.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,656074.54,0.66,0.0,,0.0,,0.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,632825.34,0.66,0.0,,0.0,,0.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,637206.92,0.63,0.0,,0.0,,0.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,8942.0,645970.08,0.64,0.0,,0.0,,0.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,654550.45,0.65,0.0,,0.0,,0.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,655364.68,0.65,0.0,,0.0,,0.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,644146.4,0.66,0.0,,0.0,,0.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,642517.94,0.64,0.0,,0.0,,0.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,649665.07,0.64,0.0,,0.0,,0.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,652921.99,0.65,0.0,,0.0,,0.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,648579.43,0.65,0.0,,0.0,,0.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,653917.16,0.65,0.0,,0.0,,0.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,656812.2,0.65,0.0,,0.0,,0.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,649122.25,0.66,0.0,,0.0,,0.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,9047.0,668301.89,0.65,0.0,,0.0,,0.0
2016-10-12,2000.0,148760.0,1.12,0.97,0.15,0.0,148760.0,0.0,2000.0,0.0,,,2000.0,,,,,,0.15,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.207
2016-10-13,2000.0,150160.0,1.12,0.96,0.15,0.0,150160.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.207
2016-10-14,2000.0,149300.0,1.11,0.96,0.15,0.0,149300.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.207
2016-10-17,2000.0,149860.0,1.1,0.96,0.15,0.0,149860.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.207
2016-10-18,2000.0,148820.0,1.1,0.96,0.15,0.0,148820.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.207
2016-10-19,2000.0,148520.0,1.1,0.96,0.15,0.0,148520.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2082
2016-10-20,2000.0,149940.0,1.11,0.96,0.15,0.0,149940.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2082
2016-10-21,2000.0,150680.0,1.1,0.96,0.15,0.0,150680.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2082
2016-10-24,2000.0,148340.0,1.09,0.96,0.15,0.0,148340.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2082
2016-10-25,2000.0,149400.0,1.13,0.96,0.15,0.0,149400.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2152
2016-10-26,2000.0,149140.0,1.13,0.96,0.15,0.0,149140.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-10-27,2000.0,150260.0,1.15,0.96,0.15,0.0,150260.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-10-28,2000.0,149680.0,1.15,0.96,0.15,0.0,149680.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-10-31,2000.0,150340.0,1.15,0.96,0.15,0.0,150340.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-01,2000.0,151600.0,1.26,0.96,0.15,0.0,151600.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-02,2000.0,152120.0,1.35,0.96,0.15,0.0,152120.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-03,2000.0,153600.0,1.58,0.96,0.15,0.0,153600.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-04,2000.0,152760.0,1.74,0.96,0.15,0.0,152760.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-07,2000.0,149700.0,1.67,0.96,0.15,0.0,149700.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-08,2000.0,147440.0,1.66,0.96,0.15,0.0,147440.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-09,2000.0,149760.0,1.64,0.96,0.15,0.0,149760.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-10,2000.0,146940.0,1.63,0.96,0.15,0.0,146940.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-11,2000.0,147900.0,1.61,0.92,0.15,0.0,147900.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-14,2000.0,148980.0,1.3,0.92,0.15,0.0,148980.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-15,2000.0,147140.0,1.33,0.92,0.15,0.0,147140.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-16,2000.0,147020.0,1.92,0.8,0.15,0.0,147020.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-17,2000.0,146480.0,0.94,0.8,0.15,0.0,146480.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-18,2000.0,147660.0,0.94,1.02,0.15,0.0,147660.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-21,2000.0,145720.0,0.93,0.94,0.15,0.0,145720.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-22,2000.0,145320.0,0.8,0.91,0.15,0.0,145320.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-23,2000.0,145740.0,0.73,0.87,0.15,0.0,145740.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.2227
2016-11-24,2000.0,144200.0,0.66,0.87,0.15,0.0,144200.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.4458
2016-11-25,2000.0,143660.0,0.66,0.87,0.14,0.0,143660.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.4458
2016-11-28,2000.0,144280.0,0.67,0.83,0.14,0.0,144280.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.4458
2016-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,2000.0,0.0,0.14,0.0,0.0,4486.0,322229.38,0.32,0.0,,0.0,,0.0
2016-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4486.0,323440.6,0.32,0.0,,0.0,,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4481.0,324155.54,0.32,0.0,,0.0,,0.0
2016-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4481.0,323169.72,0.32,0.0,,0.0,,0.0
