,EMSR FP Equity_DX_SI_QTY,EMSR FP Equity_DX_SHORT_INTEREST_VALUE,EMSR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMSR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMSR FP Equity_DX_SI_MV,EMSR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMSR FP Equity_DX_SUPPLY_SI_QTY,EMSR FP Equity_DX_BROKER_SI_QTY,EMSR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMSR FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMSR FP Equity_DX_BROKER_SI_MV_INC_x,EMSR FP Equity_DX_BROKER_SI_QTY_ADD,EMSR FP Equity_DX_SUPPLY_SI_MV_DEC,EMSR FP Equity_DX_BROKER_SI_QTY_INC,EMSR FP Equity_DX_SUPPLY_SI_QTY_DEC,EMSR FP Equity_DX_BROKER_SI_MV_INC_y,EMSR FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMSR FP Equity_DX_BROKER_SI_MV_ADD,EMSR FP Equity_DX_SUPPLY_SI_QTY_ADD,EMSR FP Equity_DX_BROKER_SI_QTY_DEC,EMSR FP Equity_DX_SUPPLY_SI_MV,EMSR FP Equity_DX_BROKER_SI_MV_DEC,EMSR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMSR FP Equity_DX_UTILIZATION_QUANTITY,EMSR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMSR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMSR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMSR FP Equity_DX_ACTIVE_UTILIZATION_MV,EMSR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMSR FP Equity_DX_BROKER_SI_CON_RATIO,EMSR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMSR FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-11-29,32100.0,3807060.0,4.95,2.79,3.75,2538040.0,10700.0,21400.0,1269020.0,,,,0.2,,1800.0,,,,,1800.0,1.24,0.2,26.75,26.75,29300.0,3474980.0,3.39,26.75,33.11,0.5571,66.89,0.8025
2018-11-30,32100.0,3755379.0,4.35,2.79,3.77,2503586.0,10700.0,21400.0,1251793.0,,,,,,,,,,,,1.24,,26.75,26.75,29300.0,3427807.0,3.38,26.75,33.7,0.5531,66.3,0.8025
2018-12-03,39700.0,4715169.0,5.35,3.46,4.67,2993004.0,14500.0,25200.0,1722165.0,3800.0,0.46,,,3800.0,,0.46,3800.0,,,,1.7,,36.25,36.25,25500.0,3028635.0,2.98,36.25,26.8,0.6077,73.2,0.9925
2018-12-04,39700.0,4719139.0,5.35,3.46,4.71,2995524.0,14500.0,25200.0,1723615.0,,,,,,,,,,,,1.72,,36.25,36.25,25500.0,3031185.0,3.03,36.25,26.93,0.6064,73.07,0.9925
2018-12-05,43500.0,5076885.0,5.69,3.46,5.14,3384590.0,14500.0,29000.0,1692295.0,,0.45,,,3800.0,,0.45,,,,,1.72,,36.25,36.25,25500.0,2976105.0,3.03,36.25,33.54,0.5542,66.46,1.0875
2018-12-06,32800.0,3722800.0,4.45,2.61,3.82,2077050.0,14500.0,18300.0,1645750.0,,,,,,,,,,,10700.0,1.69,1.26,36.25,36.25,25500.0,2894250.0,2.98,36.25,44.42,0.5062,55.58,0.82
2018-12-07,35900.0,4113063.0,4.76,2.84,4.08,2451798.0,14500.0,21400.0,1661265.0,,0.79,,,6900.0,,0.79,,,,3800.0,1.65,0.48,36.25,36.25,25500.0,2921535.0,2.89,36.25,29.7,0.5824,70.3,0.8975
2018-12-10,32100.0,3566310.0,4.18,2.54,3.63,2377540.0,10700.0,21400.0,1188770.0,,,,0.42,,3800.0,,,,,,1.23,,26.75,26.75,29300.0,3255230.0,3.36,26.75,33.62,0.5537,66.38,0.8025
2018-12-11,32100.0,3632436.0,4.15,2.54,3.61,2421624.0,10700.0,21400.0,1210812.0,,,,,,,,,,,,1.22,,26.75,26.75,29300.0,3315588.0,3.34,26.75,32.79,0.5592,67.21,0.8025
2018-12-12,32100.0,3699846.0,4.25,2.51,3.66,2466564.0,10700.0,21400.0,1233282.0,,,,,,,,,,,,1.21,,26.75,26.75,29300.0,3377118.0,3.32,26.75,33.23,0.5563,66.77,0.8025
2018-12-13,38100.0,4378833.0,4.92,2.98,4.39,2919222.0,12700.0,25400.0,1459611.0,2000.0,0.23,2000.0,,2000.0,,0.23,2000.0,0.23,,,1.46,,31.75,31.75,27300.0,3137589.0,3.15,31.75,28.09,0.526,66.66,0.9525
2018-12-14,38100.0,4375785.0,4.88,3.01,4.38,2917190.0,12700.0,25400.0,1458595.0,,,,,,,,,,,,1.46,,31.75,31.75,27300.0,3135405.0,3.14,31.75,28.09,0.526,66.66,0.9525
2018-12-17,38100.0,4348734.0,4.86,3.15,4.39,2899156.0,12700.0,25400.0,1449578.0,,,,,,,,,,,10700.0,1.46,1.23,31.75,31.75,27300.0,3116022.0,3.15,31.75,28.09,0.5262,66.68,0.9525
2018-12-18,6000.0,684180.0,0.61,0.5,0.68,456120.0,2000.0,4000.0,228060.0,,,,1.24,,10700.0,,,,,10700.0,0.23,1.23,5.0,5.0,38000.0,4333140.0,4.34,5.0,33.34,0.5555,66.66,0.15
2018-12-19,4000.0,461240.0,0.43,0.33,0.46,230620.0,2000.0,2000.0,230620.0,,,,,,,,,,,2000.0,0.23,0.23,5.0,5.0,38000.0,4381780.0,4.32,5.0,49.95,0.5,50.05,0.1
2018-12-20,4000.0,456800.0,0.43,0.33,0.46,228400.0,2000.0,2000.0,228400.0,,,,,,,,,,,,0.23,,5.0,5.0,38000.0,4339600.0,4.33,5.0,49.72,0.5,50.28,0.1
2018-12-21,2000.0,227520.0,0.21,0.17,0.23,0.0,2000.0,0.0,227520.0,,,,,,,,,,,2000.0,0.23,0.23,5.0,5.0,38000.0,4322880.0,4.38,5.0,,1.0,100.0,0.05
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.23,,2000.0,,,,,,0.0,,0.0,0.0,40000.0,4490000.0,4.55,0.0,,0.0,,0.0
2018-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4490000.0,4.49,0.0,,0.0,,0.0
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4490000.0,4.49,0.0,,0.0,,0.0
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4524000.0,4.49,0.0,,0.0,,0.0
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4610000.0,4.52,0.0,,0.0,,0.0
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4639200.0,4.54,0.0,,0.0,,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4639200.0,4.64,0.0,,0.0,,0.0
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4596000.0,4.64,0.0,,0.0,,0.0
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4523600.0,4.6,0.0,,0.0,,0.0
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4615200.0,4.6,0.0,,0.0,,0.0
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4607600.0,4.61,0.0,,0.0,,0.0
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4595200.0,4.62,0.0,,0.0,,0.0
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4688800.0,4.61,0.0,,0.0,,0.0
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4706800.0,4.6,0.0,,0.0,,0.0
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4717200.0,4.69,0.0,,0.0,,0.0
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4689200.0,4.72,0.0,,0.0,,0.0
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4724000.0,4.72,0.0,,0.0,,0.0
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4766400.0,4.69,0.0,,0.0,,0.0
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4738800.0,4.72,0.0,,0.0,,0.0
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4775200.0,4.77,0.0,,0.0,,0.0
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4743600.0,4.78,0.0,,0.0,,0.0
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4728400.0,4.74,0.0,,0.0,,0.0
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4732400.0,4.73,0.0,,0.0,,0.0
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,40000.0,4794400.0,4.73,0.0,,0.0,,0.0
2019-01-25,1300.0,158106.0,0.38,0.11,0.16,158106.0,0.0,1300.0,0.0,,,1300.0,,,,,,0.16,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0325
2019-01-28,1300.0,156546.0,0.38,0.11,0.16,156546.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0325
2019-01-29,2600.0,313560.0,0.82,0.2,0.32,156780.0,1300.0,1300.0,156780.0,,,,,,,,,,1300.0,,0.16,,3.25,3.25,38700.0,4667220.0,4.71,3.25,,1.0,100.0,0.065
2019-01-30,3900.0,470496.0,0.61,0.3,0.47,313664.0,1300.0,2600.0,156832.0,,,1300.0,,,,,,0.16,,,0.16,,4.33,4.33,28700.0,3462368.0,3.46,4.33,33.39,0.5552,66.61,0.13
2019-01-31,3900.0,482781.0,0.4,0.3,0.47,321854.0,1300.0,2600.0,160927.0,,,,,,,,,,,,0.16,,4.33,4.33,28700.0,3552773.0,3.46,4.33,33.02,0.5577,66.98,0.13
2019-02-01,3900.0,480558.0,0.5,0.3,0.48,320372.0,1300.0,2600.0,160186.0,,,,,,,,,,,,0.16,,4.33,4.33,28700.0,3536414.0,3.55,4.33,33.4,0.5551,66.6,0.13
2019-02-04,3900.0,481104.0,0.49,0.3,0.48,320736.0,1300.0,2600.0,160368.0,,,,,,,,,,,,0.16,,4.33,4.33,28700.0,3540432.0,3.54,4.33,33.27,0.556,66.73,0.13
2019-02-05,3900.0,484653.0,0.49,0.3,0.48,323102.0,1300.0,2600.0,161551.0,,,,,,,,,,,,0.16,,4.33,4.33,28700.0,3566549.0,3.54,4.33,33.2,0.5565,66.8,0.13
2019-02-06,3900.0,481650.0,0.49,0.3,0.48,321100.0,1300.0,2600.0,160550.0,,,,,,,,,,,,0.16,,4.33,4.33,28700.0,3544450.0,3.53,4.33,33.44,0.5548,66.56,0.13
2019-02-07,2600.0,315250.0,0.33,0.2,0.32,157625.0,1300.0,1300.0,157625.0,,,,,,,,,,,1300.0,0.16,0.16,4.33,4.33,28700.0,3479875.0,3.54,4.33,49.96,0.5,50.04,0.0867
2019-02-08,1300.0,156923.0,0.16,0.1,0.16,0.0,1300.0,0.0,156923.0,,,,,,,,,,,1300.0,0.16,0.16,4.33,4.33,28700.0,3464377.0,3.54,4.33,,1.0,100.0,0.0433
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.16,,1300.0,,,,,,0.0,,0.0,0.0,20000.0,2422400.0,2.41,0.0,,0.0,100.0,0.0
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,20000.0,2440600.0,2.42,0.0,,0.0,,0.0
2019-02-13,6800.0,822732.0,0.84,0.54,0.82,822732.0,0.0,6800.0,0.0,,,6800.0,,,,,,0.82,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.34
2019-02-14,6800.0,817700.0,0.84,0.54,0.82,817700.0,0.0,6800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-02-22,2000.0,246600.0,0.25,0.16,0.24,246600.0,0.0,2000.0,0.0,,,2000.0,,,,,,0.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-02-25,2000.0,249320.0,0.25,0.16,0.25,249320.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0
2019-02-26,2000.0,247860.0,0.25,0.16,0.25,247860.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-02-27,2000.0,245100.0,0.25,0.16,0.25,245100.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-02-28,2000.0,242560.0,0.25,0.16,0.25,242560.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0
2019-03-01,2000.0,241520.0,0.25,0.16,0.24,241520.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0
2019-03-04,2000.0,239340.0,0.25,0.16,0.24,239340.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,0.0
2019-03-05,2000.0,241840.0,0.25,0.16,0.24,241840.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0
2019-03-06,2000.0,241920.0,0.25,0.16,0.24,241920.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0
2019-03-07,2000.0,238400.0,0.25,0.16,0.24,238400.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0
2019-03-08,2000.0,236520.0,0.24,0.16,0.24,236520.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,0.0
2019-03-11,2000.0,239540.0,0.25,0.16,0.24,239540.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.5,50.02,0.0
2019-03-12,2000.0,241300.0,0.25,0.16,0.24,241300.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-03-13,2000.0,240940.0,0.41,0.16,0.24,240940.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10467750.0,10.72,0.0,,0.0,,0.0
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10493250.0,10.47,0.0,,0.0,,0.0
2019-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10498350.0,10.49,0.0,,0.0,,0.0
2019-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10452450.0,10.5,0.0,,0.0,,0.0
2019-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10538300.0,10.45,0.0,,0.0,,0.0
2019-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10529800.0,10.45,0.0,,0.0,,0.0
2019-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10508550.0,10.54,0.0,,0.0,,0.0
2019-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10461800.0,10.51,0.0,,0.0,,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10528100.0,10.46,0.0,,0.0,,0.0
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10528100.0,10.53,0.0,,0.0,,0.0
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,85000.0,10721900.0,10.53,0.0,,0.0,,0.0
2019-11-06,2000.0,251980.0,0.62,0.13,0.22,125990.0,1000.0,1000.0,125990.0,,,1000.0,,,,,,0.1,1000.0,,0.13,,1.18,1.18,84000.0,10583160.0,10.6,1.18,43.46,0.5086,56.54,0.0235
2019-11-07,4000.0,505400.0,1.24,0.26,0.45,252700.0,2000.0,2000.0,252700.0,1000.0,0.1,,,1000.0,,0.1,1000.0,,,,0.25,,2.35,2.35,83000.0,10487050.0,10.46,2.35,43.46,0.5086,56.54,0.0471
2019-11-08,4000.0,501440.0,0.97,0.26,0.45,250720.0,2000.0,2000.0,250720.0,,,,,,,,,,,,0.25,,2.35,2.35,83000.0,10404880.0,10.46,2.35,43.43,0.5086,56.57,0.0471
2019-11-11,4000.0,496520.0,0.97,0.26,0.44,248260.0,2000.0,2000.0,248260.0,,,,,,,,,,,,0.25,,2.35,2.35,83000.0,10302790.0,10.4,2.35,43.64,0.5081,56.36,0.0471
2019-11-12,4000.0,495480.0,0.97,0.26,0.44,247740.0,2000.0,2000.0,247740.0,,,,,,,,,,,,0.25,,2.35,2.35,83000.0,10281210.0,10.3,2.35,43.82,0.5076,56.18,0.0471
2019-11-13,4000.0,490800.0,0.97,0.26,0.44,245400.0,2000.0,2000.0,245400.0,,,,,,,,,,,,0.25,,2.35,2.35,83000.0,10184100.0,10.28,2.35,43.92,0.5074,56.08,0.0471
2019-11-14,4000.0,493440.0,0.98,0.26,0.44,246720.0,2000.0,2000.0,246720.0,,,,,,,,,,,,0.25,,2.35,2.35,83000.0,10238880.0,10.18,2.35,44.19,0.5067,55.81,0.0471
2019-11-15,4000.0,499440.0,0.98,0.26,0.44,249720.0,2000.0,2000.0,249720.0,,,,,,,,,,,,0.25,,2.7,2.7,72000.0,8989920.0,8.88,2.7,44.02,0.5072,55.98,0.0541
2019-11-18,4000.0,498200.0,0.99,0.26,0.44,249100.0,2000.0,2000.0,249100.0,,,,,,,,,,,,0.25,,2.7,2.7,72000.0,8967600.0,8.99,2.7,43.77,0.5078,56.23,0.0541
2019-11-19,4000.0,496040.0,0.99,0.26,0.44,248020.0,2000.0,2000.0,248020.0,,,,,,,,,,,,0.25,,2.7,2.7,72000.0,8928720.0,8.97,2.7,43.79,0.5077,56.21,0.0541
2019-11-20,4000.0,496160.0,0.99,0.26,0.44,248080.0,2000.0,2000.0,248080.0,,,,,,,,,,,,0.25,,2.7,2.7,72000.0,8930880.0,8.97,2.7,43.78,0.5077,56.22,0.0541
2019-11-21,2000.0,246520.0,0.48,0.13,0.25,0.0,2000.0,0.0,246520.0,,,,,,,,,,,2000.0,0.25,0.19,2.7,2.7,72000.0,8874720.0,8.93,2.7,,1.0,100.0,0.027
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.25,,2000.0,,,,,,0.0,,0.0,0.0,74000.0,9134560.0,9.18,0.0,,0.0,,0.0
2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9209300.0,9.13,0.0,,0.0,,0.0
2019-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9108660.0,9.21,0.0,,0.0,,0.0
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9122720.0,9.11,0.0,,0.0,,0.0
2019-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9103480.0,9.12,0.0,,0.0,,0.0
2019-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9050940.0,9.1,0.0,,0.0,,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9041320.0,9.05,0.0,,0.0,,0.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,8982120.0,9.04,0.0,,0.0,,0.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9093860.0,8.98,0.0,,0.0,,0.0
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9121980.0,8.98,0.0,,0.0,,0.0
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,74000.0,9135300.0,9.09,0.0,,0.0,,0.0
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9557300.0,9.57,0.0,,0.0,,0.0
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9530175.0,9.56,0.0,,0.0,,0.0
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9605350.0,9.53,0.0,,0.0,,0.0
2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9743300.0,9.61,0.0,,0.0,,0.0
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9743300.0,9.74,0.0,,0.0,,0.0
2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9889775.0,9.74,0.0,,0.0,,0.0
2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9901400.0,9.89,0.0,,0.0,,0.0
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,9980450.0,9.9,0.0,,0.0,,0.0
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,10029275.0,9.98,0.0,,0.0,,0.0
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,77500.0,10047100.0,10.03,0.0,,0.0,,0.0
2019-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10230500.0,10.24,0.0,,0.0,,0.0
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10218650.0,10.23,0.0,,0.0,,0.0
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10218650.0,10.22,0.0,,0.0,,0.0
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10218650.0,10.22,0.0,,0.0,,0.0
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10289750.0,10.22,0.0,,0.0,,0.0
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10307130.0,10.29,0.0,,0.0,,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10262100.0,10.29,0.0,,0.0,,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10262100.0,10.26,0.0,,0.0,,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10353740.0,10.18,0.0,,0.0,,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10285800.0,10.26,0.0,,0.0,,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,79000.0,10187050.0,10.29,0.0,,0.0,,0.0
2020-01-07,4200.0,542556.0,0.94,0.25,0.47,271278.0,2100.0,2100.0,271278.0,,,2100.0,,,,,,0.2,2100.0,,0.27,,2.66,2.66,76900.0,9933942.0,9.92,2.66,42.83,0.5103,57.17,0.0532
