,ALRGR FP Equity_DX_SI_QTY,ALRGR FP Equity_DX_SHORT_INTEREST_VALUE,ALRGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRGR FP Equity_DX_SI_MV,ALRGR FP Equity_DX_DSS,ALRGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRGR FP Equity_DX_SUPPLY_SI_QTY,ALRGR FP Equity_DX_BROKER_SI_QTY,ALRGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALRGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRGR FP Equity_DX_BROKER_SI_QTY_ADD,ALRGR FP Equity_DX_BROKER_SI_QTY_NEW,ALRGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALRGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALRGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRGR FP Equity_DX_BROKER_SI_MV_ADD,ALRGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRGR FP Equity_DX_BROKER_SI_QTY_DEC,ALRGR FP Equity_DX_SUPPLY_SI_MV,ALRGR FP Equity_DX_BROKER_SI_MV_DEC,ALRGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALRGR FP Equity_DX_BROKER_SI_MV_RMV,ALRGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRGR FP Equity_DX_UTILIZATION_QUANTITY,ALRGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRGR FP Equity_DX_BROKER_SI_CON_RATIO,ALRGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALRGR FP Equity_PX_LAST
2007-11-07,800.0,54458.07,0.11,0.44,0.06,0.06,0.0,54458.07,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,74.3
2007-11-08,800.0,53871.71,0.11,0.44,0.06,0.06,0.0,53871.71,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0295,73.5
2007-11-09,800.0,53138.77,0.11,0.44,0.06,0.06,0.0,53138.77,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0299,72.5
2007-11-12,800.0,50939.92,0.11,0.44,0.06,0.06,0.0,50939.92,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.03,69.5
2007-11-13,800.0,50573.45,0.11,0.44,0.06,0.06,0.0,50573.45,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0303,69.0
2007-11-14,800.0,53138.77,0.11,0.6,0.06,0.06,0.0,53138.77,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0304,72.5
2007-11-15,800.0,53497.91,0.11,0.58,0.06,0.06,0.0,53497.91,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,72.99
2007-11-16,800.0,53497.91,0.11,0.73,0.06,0.06,0.0,53497.91,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0294,72.99
2007-11-19,800.0,53505.24,0.11,0.74,0.06,0.06,0.0,53505.24,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0294,73.0
2007-11-20,800.0,53505.24,0.11,0.76,0.06,0.06,0.0,53505.24,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0294,73.0
2007-11-21,800.0,51709.52,0.11,0.8,0.06,0.06,0.0,51709.52,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0294,70.55
2007-11-22,800.0,53278.03,0.11,0.83,0.06,0.06,0.0,53278.03,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.03,72.69
2007-11-23,800.0,52046.67,0.11,0.84,0.06,0.06,0.0,52046.67,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.029,71.01
2007-11-26,800.0,52046.67,0.11,0.88,0.06,0.06,0.0,52046.67,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0295,71.01
2007-11-27,800.0,50866.63,0.11,0.88,0.06,0.06,0.0,50866.63,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0295,69.4
2007-11-28,800.0,49620.61,0.11,0.9,0.06,0.06,0.0,49620.61,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,67.7
2007-11-29,800.0,50206.97,0.11,0.95,0.06,0.06,0.0,50206.97,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.03,68.5
2007-11-30,800.0,45552.75,0.11,0.95,0.06,0.06,0.0,45552.75,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0299,62.15
2007-12-03,800.0,48301.31,0.11,0.94,0.06,0.06,0.0,48301.31,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0298,65.9
2007-12-04,800.0,46014.51,0.11,0.95,0.06,0.05,0.0,46014.51,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.028,62.78
2007-12-05,800.0,48184.03,0.11,0.92,0.06,0.05,0.0,48184.03,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0281,65.74
2007-12-06,800.0,48081.42,0.11,0.93,0.06,0.05,0.0,48081.42,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0281,65.6
2007-12-07,800.0,48154.72,0.11,0.94,0.06,0.05,0.0,48154.72,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0281,65.7
2007-12-10,800.0,47612.33,0.11,0.94,0.06,0.05,0.0,47612.33,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0291,64.96
2007-12-11,800.0,47605.0,0.11,0.95,0.06,0.05,0.0,47605.0,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,64.95
2007-12-12,800.0,47714.95,0.11,0.93,0.06,0.05,0.0,47714.95,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,65.1
2007-12-13,800.0,45809.28,0.11,0.9,0.06,0.05,0.0,45809.28,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,62.5
2007-12-14,800.0,45303.55,0.11,0.83,0.06,0.05,0.0,45303.55,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,61.81
2007-12-17,800.0,43207.31,0.11,0.75,0.06,0.05,0.0,43207.31,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,58.95
2007-12-18,800.0,41668.12,0.11,0.71,0.06,0.05,0.0,41668.12,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,56.85
2007-12-19,800.0,41045.12,0.11,0.69,0.06,0.05,0.0,41045.12,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,56.0
2007-12-20,800.0,40751.94,0.11,0.64,0.06,0.05,0.0,40751.94,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,55.6
2007-12-21,800.0,43287.94,0.11,0.62,0.06,0.05,0.0,43287.94,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,59.06
2007-12-24,800.0,44050.2,0.11,0.61,0.06,0.05,0.0,44050.2,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,60.1
2007-12-25,800.0,44050.2,0.11,0.63,0.06,0.05,0.0,44050.2,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,
2007-12-26,800.0,44050.2,0.11,0.63,0.06,0.05,0.0,44050.2,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,
2007-12-27,800.0,43610.44,0.11,0.63,0.06,0.05,0.0,43610.44,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,59.5
2007-12-28,800.0,42877.49,0.11,0.63,0.06,0.05,0.0,42877.49,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,58.5
2007-12-31,800.0,42401.07,0.11,0.73,0.06,0.05,0.0,42401.07,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,57.85
2008-01-01,800.0,42401.07,0.11,0.72,0.06,0.05,0.0,42401.07,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0296,
2008-01-02,800.0,41411.59,0.11,0.72,0.06,0.05,0.0,41411.59,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,56.5
2008-01-03,800.0,44526.62,0.11,0.7,0.06,0.05,0.0,44526.62,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,60.75
2008-01-04,800.0,46285.7,0.11,0.68,0.06,0.05,0.0,46285.7,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,63.15
2008-01-07,800.0,45442.81,0.11,0.67,0.06,0.05,0.0,45442.81,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,62.0
2008-01-08,800.0,49144.2,0.11,0.67,0.06,0.05,0.0,49144.2,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,67.05
2008-01-09,800.0,51005.89,0.11,0.64,0.06,0.05,0.0,51005.89,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,69.59
2008-01-10,800.0,47722.28,0.11,0.61,0.06,0.05,0.0,47722.28,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0293,65.11
2008-01-11,800.0,46249.05,0.11,0.59,0.06,0.05,0.0,46249.05,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0324,63.1
2008-01-14,800.0,44783.15,0.11,0.58,0.06,0.06,0.0,44783.15,0.0,800.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0294,61.1
2008-01-15,1800.0,100250.86,0.24,1.28,0.13,0.11,0.0,44555.94,1000.0,800.0,55694.92,,,,,,,,,,1000.0,,0.06,,,,6.11,3.68,15360.0,855474.02,,0.94,6.11,,1.0,100.0,0.0662,60.79
2008-01-16,1800.0,97727.69,0.24,1.33,0.13,0.11,0.0,43434.53,1000.0,800.0,54293.16,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,833942.93,,0.93,6.11,,1.0,100.0,0.0662,59.26
2008-01-17,1800.0,100597.18,0.24,1.37,0.13,0.11,0.0,44709.86,1000.0,800.0,55887.32,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,858429.27,,0.91,6.11,,1.0,100.0,0.0662,61.0
2008-01-18,1800.0,101174.38,0.24,1.34,0.13,0.11,0.0,44966.39,1000.0,800.0,56207.99,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,863354.68,,0.94,6.11,,1.0,100.0,0.0662,61.35
2008-01-21,1800.0,94000.64,0.27,1.37,0.13,0.11,0.0,41778.06,1000.0,800.0,52222.58,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,802138.83,,0.94,6.11,,1.0,100.0,0.0662,57.0
2008-01-22,1800.0,94165.56,0.27,1.27,0.13,0.11,0.0,41851.36,1000.0,800.0,52314.2,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,803546.09,,0.94,6.11,,1.0,100.0,0.0662,57.1
2008-01-23,1800.0,95649.78,0.27,1.24,0.13,0.11,0.0,42511.01,1000.0,800.0,53138.77,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,816211.44,,0.94,6.11,,1.0,100.0,0.0662,58.0
2008-01-24,1800.0,96540.31,0.27,1.22,0.13,0.1,0.0,42906.8,1000.0,800.0,53633.51,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,823810.65,,0.89,6.11,,1.0,100.0,0.0662,58.54
2008-01-25,1800.0,99475.77,0.27,1.22,0.13,0.1,0.0,44211.45,1000.0,800.0,55264.32,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,848859.89,,0.9,6.11,,1.0,100.0,0.0662,60.32
2008-01-28,1800.0,98123.48,0.27,1.23,0.13,0.11,0.0,43610.44,1000.0,800.0,54513.04,,,,,,,,,,,,0.06,,,,6.11,3.68,15360.0,837320.35,,0.93,6.11,,1.0,100.0,0.0662,59.5
2008-01-29,1100.0,59369.74,0.16,0.76,0.08,0.07,0.0,43178.0,300.0,800.0,16191.75,,,,,0.04,700.0,,,,,,0.02,,,,1.83,1.11,16060.0,866798.26,,0.96,1.83,,1.0,100.0,0.0408,58.91
2008-01-30,1100.0,59057.32,0.16,0.8,0.08,0.08,0.0,42950.78,300.0,800.0,16106.54,,,,,,,,,,,,0.02,,,,1.83,1.12,16060.0,862236.94,,0.95,1.83,,1.0,100.0,0.0409,58.6
2008-01-31,1100.0,58926.31,0.16,0.87,0.08,0.08,0.0,42855.5,300.0,800.0,16070.81,,,,,,,,,,,,0.02,,,,1.83,1.11,16060.0,860324.12,,0.94,1.83,,1.0,100.0,0.0408,58.47
2008-02-01,1100.0,59319.35,0.16,0.92,0.08,0.06,0.0,43141.35,300.0,800.0,16178.01,,,,,,,,,,,,0.02,,,,1.83,1.11,16060.0,866062.56,,0.93,1.83,,1.0,100.0,0.0405,58.86
2008-02-04,1100.0,60417.86,0.16,0.95,0.08,0.06,0.0,43940.26,300.0,800.0,16477.6,,,,,,,,,,,,0.02,,,,1.78,1.09,16541.0,908519.84,,0.97,1.78,,1.0,100.0,0.0399,59.95
2008-02-05,1100.0,59853.49,0.16,1.01,0.08,0.07,0.0,43529.81,300.0,800.0,16323.68,,,,,,,,,,,,0.02,,,,1.78,1.09,16541.0,900033.25,,0.99,1.78,,1.0,100.0,0.0399,59.39
2008-02-06,1100.0,59490.68,0.16,1.02,0.08,0.07,0.0,43265.95,300.0,800.0,16224.73,,,,,,,,,,,,0.02,,,,1.78,1.09,16541.0,894577.58,,0.99,1.78,,1.0,100.0,0.0399,59.03
2008-02-07,1100.0,60468.25,0.16,0.99,0.08,0.07,0.0,43976.91,300.0,800.0,16491.34,,,,,,,,,,,,0.02,,,,1.78,1.1,16541.0,909277.57,,0.99,1.78,,1.0,100.0,0.0402,60.0
2008-02-08,1100.0,60014.74,0.16,0.97,0.08,0.07,0.0,43647.08,300.0,800.0,16367.66,,,,,,,,,,,,0.02,,,,1.78,1.11,16541.0,902457.99,,0.99,1.78,,1.0,100.0,0.0406,59.55
2008-02-11,1100.0,61274.49,0.16,0.98,0.08,0.07,0.0,44563.27,300.0,800.0,16711.23,,,,,,,,,,,,0.02,,,,1.78,1.11,16541.0,921401.27,,0.99,1.78,,1.0,100.0,0.0406,60.8
2008-02-12,1100.0,60871.37,0.16,0.97,0.08,0.07,0.0,44270.09,300.0,800.0,16601.28,,,,,,,,,,,,0.02,,,,1.78,1.11,16541.0,915339.42,,1.01,1.78,,1.0,100.0,0.0406,60.4
2008-02-13,1100.0,60972.15,0.16,0.99,0.08,0.07,0.0,44343.38,300.0,800.0,16628.77,,,,,,,,,,,,0.02,,,,100.0,1.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0406,60.5
2008-02-14,1100.0,61465.98,0.16,0.95,0.08,0.07,0.0,44702.53,300.0,800.0,16763.45,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,60.99
2008-02-15,1100.0,60972.15,0.16,0.96,0.08,0.07,0.0,44343.38,300.0,800.0,16628.77,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,60.5
2008-02-18,1100.0,60468.25,0.16,1.0,0.08,0.07,0.0,43976.91,300.0,800.0,16491.34,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,60.0
2008-02-19,1100.0,61859.02,0.16,1.02,0.08,0.07,0.0,44988.38,300.0,800.0,16870.64,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,61.38
2008-02-20,1100.0,62362.92,0.16,1.07,0.08,0.07,0.0,45354.85,300.0,800.0,17008.07,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,61.88
2008-02-21,1100.0,60468.25,0.16,1.15,0.08,0.07,0.0,43976.91,300.0,800.0,16491.34,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,60.0
2008-02-22,1100.0,60569.03,0.16,1.2,0.08,0.07,0.0,44050.2,300.0,800.0,16518.83,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.044,60.1
2008-02-25,1100.0,61879.18,0.16,1.22,0.08,0.07,0.0,45003.04,300.0,800.0,16876.14,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0441,61.4
2008-02-26,300.0,17453.34,0.04,0.27,0.02,0.02,0.0,0.0,300.0,0.0,17453.34,,,,,,,,,,,800.0,0.02,0.05,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,63.5
2008-02-27,300.0,17189.47,0.04,0.26,0.02,0.02,0.0,0.0,300.0,0.0,17189.47,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,62.54
2008-02-28,300.0,17233.45,0.04,0.26,0.02,0.02,0.0,0.0,300.0,0.0,17233.45,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,62.7
2008-02-29,300.0,16821.17,0.04,0.27,0.02,0.02,0.0,0.0,300.0,0.0,16821.17,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,61.2
2008-03-03,300.0,16301.69,0.04,0.28,0.02,0.02,0.0,0.0,300.0,0.0,16301.69,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,59.31
2008-03-04,300.0,16560.05,0.04,0.31,0.02,0.02,0.0,0.0,300.0,0.0,16560.05,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,60.25
2008-03-05,300.0,16576.55,0.04,0.32,0.02,0.02,0.0,0.0,300.0,0.0,16576.55,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,60.31
2008-03-06,300.0,16656.25,0.04,0.3,0.02,0.02,0.0,0.0,300.0,0.0,16656.25,,,,,,,,,,,,0.02,,,,100.0,1.2,0.0,0.0,,0.0,100.0,,0.0,,0.012,60.6
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.02,300.0,,,,,,0.0,,,,0.0,0.0,24982.0,1397321.49,,1.67,0.0,,0.0,,0.0,61.05
2008-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24982.0,1368711.31,,1.67,0.0,,0.0,,0.0,59.8
2008-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24982.0,1419065.23,,1.65,0.0,,0.0,,0.0,62.0
2008-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24982.0,1420438.52,,1.69,0.0,,0.0,,0.0,62.06
2008-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24982.0,1425931.68,,1.7,0.0,,0.0,,0.0,62.3
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24576.0,1408386.91,,1.63,0.0,,0.0,,0.0,62.55
2008-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24408.0,1408822.28,,1.62,0.0,,0.0,,0.0,63.0
2008-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24408.0,1407033.3,,1.63,0.0,,0.0,,0.0,62.92
2008-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,24090.0,1390467.42,,1.63,0.0,,0.0,,0.0,63.0
2008-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1349537.74,,1.56,0.0,,0.0,,0.0,62.0
2008-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1349537.74,,1.55,0.0,,0.0,,0.0,
2008-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1349537.74,,1.55,0.0,,0.0,,0.0,
2008-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1356067.76,,1.54,0.0,,0.0,,0.0,62.3
2008-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1360421.11,,1.54,0.0,,0.0,,0.0,62.5
2008-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1361291.78,,1.55,0.0,,0.0,,0.0,62.54
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1385452.86,,1.55,0.0,,0.0,,0.0,63.65
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1403954.58,,1.58,0.0,,0.0,,0.0,64.5
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1436169.36,,1.6,0.0,,0.0,,0.0,65.98
2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1460548.1,,1.62,0.0,,0.0,,0.0,67.1
2008-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1458153.76,,1.65,0.0,,0.0,,0.0,66.99
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1441175.71,,1.64,0.0,,0.0,,0.0,66.21
2008-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1523671.64,,1.64,0.0,,0.0,,0.0,70.0
2008-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1501904.9,,1.7,0.0,,0.0,,0.0,69.0
2008-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1501904.9,,1.69,0.0,,0.0,,0.0,69.0
2008-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1468166.46,,1.68,0.0,,0.0,,0.0,67.45
2008-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,23758.0,1496463.22,,1.66,0.0,,0.0,,0.0,68.75
