,MLMGL FP Equity_DX_SI_QTY,MLMGL FP Equity_DX_SHORT_INTEREST_VALUE,MLMGL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMGL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMGL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMGL FP Equity_DX_SI_MV,MLMGL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMGL FP Equity_DX_SUPPLY_SI_QTY,MLMGL FP Equity_DX_BROKER_SI_QTY,MLMGL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMGL FP Equity_DX_SUPPLY_SI_MV,MLMGL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMGL FP Equity_DX_UTILIZATION_QUANTITY,MLMGL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMGL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMGL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMGL FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMGL FP Equity_DX_BROKER_SI_CON_RATIO,MLMGL FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMGL FP Equity_PX_LAST
2021-01-12,,,,,,,,,,,,,,,,,,,,20.0
2021-01-14,,,,,,,,,,,,,,,,,,,,20.0
2021-01-15,,,,,,,,,,,,,,,,,,,,20.0
2021-01-19,,,,,,,,,,,,,,,,,,,,20.0
2021-01-20,,,,,,,,,,,,,,,,,,,,20.4
2021-01-22,,,,,,,,,,,,,,,,,,,,20.0
2021-01-27,,,,,,,,,,,,,,,,,,,,20.0
2021-01-28,,,,,,,,,,,,,,,,,,,,20.4
2021-02-01,,,,,,,,,,,,,,,,,,,,20.0
2021-02-02,,,,,,,,,,,,,,,,,,,,20.0
2021-02-03,,,,,,,,,,,,,,,,,,,,20.6
2021-02-04,,,,,,,,,,,,,,,,,,,,20.0
2021-02-05,,,,,,,,,,,,,,,,,,,,19.9
2021-02-08,,,,,,,,,,,,,,,,,,,,20.0
2021-02-09,,,,,,,,,,,,,,,,,,,,20.2
2021-02-11,,,,,,,,,,,,,,,,,,,,20.2
2021-02-12,,,,,,,,,,,,,,,,,,,,20.2
2021-02-15,,,,,,,,,,,,,,,,,,,,20.2
2021-02-17,,,,,,,,,,,,,,,,,,,,20.0
2021-02-18,,,,,,,,,,,,,,,,,,,,20.0
2021-02-22,,,,,,,,,,,,,,,,,,,,20.0
2021-02-23,,,,,,,,,,,,,,,,,,,,20.0
2021-02-24,,,,,,,,,,,,,,,,,,,,20.2
2021-02-25,,,,,,,,,,,,,,,,,,,,20.4
2021-02-26,,,,,,,,,,,,,,,,,,,,20.8
2021-03-11,,,,,,,,,,,,,,,,,,,,20.6
2021-03-12,,,,,,,,,,,,,,,,,,,,20.8
2021-04-29,,,,,,,,,,,,,,,,,,,,19.0
2021-04-30,,,,,,,,,,,,,,,,,,,,20.8
2021-05-03,,,,,,,,,,,,,,,,,,,,19.6
2021-05-04,,,,,,,,,,,,,,,,,,,,18.8
2021-05-05,,,,,,,,,,,,,,,,,,,,18.8
2021-05-06,,,,,,,,,,,,,,,,,,,,20.6
2021-05-07,,,,,,,,,,,,,,,,,,,,18.8
2021-05-11,,,,,,,,,,,,,,,,,,,,18.9
2021-05-12,,,,,,,,,,,,,,,,,,,,18.9
2021-05-17,,,,,,,,,,,,,,,,,,,,18.8
2021-05-21,,,,,,,,,,,,,,,,,,,,18.8
2021-05-24,,,,,,,,,,,,,,,,,,,,18.8
2021-05-25,,,,,,,,,,,,,,,,,,,,18.8
2021-05-26,,,,,,,,,,,,,,,,,,,,18.8
2021-05-27,,,,,,,,,,,,,,,,,,,,18.8
2021-05-28,,,,,,,,,,,,,,,,,,,,18.8
2021-05-31,,,,,,,,,,,,,,,,,,,,18.8
2021-06-02,,,,,,,,,,,,,,,,,,,,18.8
2021-06-04,,,,,,,,,,,,,,,,,,,,18.8
2021-06-24,,,,,,,,,,,,,,,,,,,,17.0
2021-06-25,,,,,,,,,,,,,,,,,,,,20.2
2021-06-28,,,,,,,,,,,,,,,,,,,,19.9
2021-07-07,,,,,,,,,,,,,,,,,,,,18.2
2021-07-08,,,,,,,,,,,,,,,,,,,,19.9
2021-07-13,,,,,,,,,,,,,,,,,,,,19.0
2021-07-21,,,,,,,,,,,,,,,,,,,,19.0
2021-07-23,,,,,,,,,,,,,,,,,,,,19.2
2021-08-05,,,,,,,,,,,,,,,,,,,,17.8
2021-08-06,,,,,,,,,,,,,,,,,,,,19.7
2021-08-09,,,,,,,,,,,,,,,,,,,,19.8
2021-08-26,,,,,,,,,,,,,,,,,,,,19.7
2021-09-06,,,,,,,,,,,,,,,,,,,,19.5
2021-09-14,,,,,,,,,,,,,,,,,,,,19.5
2021-09-16,,,,,,,,,,,,,,,,,,,,18.9
2021-10-05,,,,,,,,,,,,,,,,,,,,19.4
2021-10-07,,,,,,,,,,,,,,,,,,,,19.4
2021-10-11,,,,,,,,,,,,,,,,,,,,19.5
2021-10-15,,,,,,,,,,,,,,,,,,,,19.7
2021-10-19,,,,,,,,,,,,,,,,,,,,19.7
2021-10-25,,,,,,,,,,,,,,,,,,,,19.7
2021-11-01,,,,,,,,,,,,,,,,,,,,19.8
2021-11-08,,,,,,,,,,,,,,,,,,,,19.8
2021-11-09,,,,,,,,,,,,,,,,,,,,21.2
2021-11-10,,,,,,,,,,,,,,,,,,,,23.2
2021-11-11,,,,,,,,,,,,,,,,,,,,23.4
2021-11-12,,,,,,,,,,,,,,,,,,,,23.6
2021-11-15,,,,,,,,,,,,,,,,,,,,23.8
2021-11-17,,,,,,,,,,,,,,,,,,,,23.4
2021-11-18,,,,,,,,,,,,,,,,,,,,21.2
2021-11-19,,,,,,,,,,,,,,,,,,,,23.2
2021-11-23,,,,,,,,,,,,,,,,,,,,22.8
2021-11-24,,,,,,,,,,,,,,,,,,,,23.0
2021-11-25,,,,,,,,,,,,,,,,,,,,23.0
2021-12-01,,,,,,,,,,,,,,,,,,,,22.8
2021-12-14,,,,,,,,,,,,,,,,,,,,19.3
2021-12-15,,,,,,,,,,,,,,,,,,,,18.9
2021-12-16,,,,,,,,,,,,,,,,,,,,20.4
2021-12-29,,,,,,,,,,,,,,,,,,,,17.9
2021-12-30,,,,,,,,,,,,,,,,,,,,21.2
2022-01-10,,,,,,,,,,,,,,,,,,,,19.2
2022-01-17,,,,,,,,,,,,,,,,,,,,19.0
2022-01-20,,,,,,,,,,,,,,,,,,,,18.5
2022-01-24,,,,,,,,,,,,,,,,,,,,18.5
2022-01-25,,,,,,,,,,,,,,,,,,,,18.5
2022-01-31,,,,,,,,,,,,,,,,,,,,18.3
2022-02-01,,,,,,,,,,,,,,,,,,,,18.5
2022-02-04,,,,,,,,,,,,,,,,,,,,19.0
2022-02-09,,,,,,,,,,,,,,,,,,,,19.0
2022-02-10,,,,,,,,,,,,,,,,,,,,19.0
2022-02-14,,,,,,,,,,,,,,,,,,,,18.6
2022-02-16,,,,,,,,,,,,,,,,,,,,18.6
2022-02-17,,,,,,,,,,,,,,,,,,,,18.3
2022-02-24,,,,,,,,,,,,,,,,,,,,18.1
2022-02-25,,,,,,,,,,,,,,,,,,,,19.8
2022-03-07,,,,,,,,,,,,,,,,,,,,18.1
2022-03-08,,,,,,,,,,,,,,,,,,,,18.1
2022-03-09,,,,,,,,,,,,,,,,,,,,19.8
2022-03-14,,,,,,,,,,,,,,,,,,,,18.1
2022-03-16,,,,,,,,,,,,,,,,,,,,19.8
2022-03-17,,,,,,,,,,,,,,,,,,,,18.2
2022-03-25,,,,,,,,,,,,,,,,,,,,19.4
2022-04-05,,,,,,,,,,,,,,,,,,,,17.6
2022-04-06,,,,,,,,,,,,,,,,,,,,19.5
2022-04-07,,,,,,,,,,,,,,,,,,,,17.6
2022-04-11,,,,,,,,,,,,,,,,,,,,19.5
2022-11-16,,,,,,,,,,,,,,,,,,,,19.5
2022-11-17,,,,,,,,,,,,,,,,,,,,19.9
2022-11-22,,,,,,,,,,,,,,,,,,,,19.5
2022-11-23,,,,,,,,,,,,,,,,,,,,19.5
2022-11-25,,,,,,,,,,,,,,,,,,,,20.6
2022-11-28,,,,,,,,,,,,,,,,,,,,19.6
2022-11-29,,,,,,,,,,,,,,,,,,,,19.6
2022-11-30,,,,,,,,,,,,,,,,,,,,19.6
2022-12-01,,,,,,,,,,,,,,,,,,,,19.6
2022-12-02,,,,,,,,,,,,,,,,,,,,19.6
2022-12-05,,,,,,,,,,,,,,,,,,,,19.4
2022-12-06,,,,,,,,,,,,,,,,,,,,19.4
2022-12-07,,,,,,,,,,,,,,,,,,,,19.4
2022-12-08,,,,,,,,,,,,,,,,,,,,19.4
2022-12-09,,,,,,,,,,,,,,,,,,,,20.2
2022-12-12,,,,,,,,,,,,,,,,,,,,20.2
2022-12-13,,,,,,,,,,,,,,,,,,,,20.4
2022-12-14,,,,,,,,,,,,,,,,,,,,20.4
2022-12-15,,,,,,,,,,,,,,,,,,,,19.8
2022-12-16,,,,,,,,,,,,,,,,,,,,19.8
2022-12-19,,,,,,,,,,,,,,,,,,,,19.8
2022-12-20,,,,,,,,,,,,,,,,,,,,19.8
2022-12-21,,,,,,,,,,,,,,,,,,,,19.5
2022-12-22,,,,,,,,,,,,,,,,,,,,19.5
2022-12-23,,,,,,,,,,,,,,,,,,,,19.5
2022-12-27,,,,,,,,,,,,,,,,,,,,19.5
2022-12-28,,,,,,,,,,,,,,,,,,,,19.5
2022-12-29,,,,,,,,,,,,,,,,,,,,19.6
2022-12-30,,,,,,,,,,,,,,,,,,,,19.6
2023-01-02,,,,,,,,,,,,,,,,,,,,19.6
2023-01-03,,,,,,,,,,,,,,,,,,,,20.2
2023-01-04,,,,,,,,,,,,,,,,,,,,20.2
2023-01-05,,,,,,,,,,,,,,,,,,,,20.2
2023-01-06,,,,,,,,,,,,,,,,,,,,20.4
2023-01-09,,,,,,,,,,,,,,,,,,,,20.4
2023-01-10,,,,,,,,,,,,,,,,,,,,20.4
2023-01-11,,,,,,,,,,,,,,,,,,,,20.2
2023-01-12,,,,,,,,,,,,,,,,,,,,20.2
2023-01-13,,,,,,,,,,,,,,,,,,,,20.2
2023-01-16,,,,,,,,,,,,,,,,,,,,20.2
2023-01-17,,,,,,,,,,,,,,,,,,,,23.0
2023-01-18,,,,,,,,,,,,,,,,,,,,23.0
2023-01-19,,,,,,,,,,,,,,,,,,,,23.0
2023-01-20,,,,,,,,,,,,,,,,,,,,23.0
2023-01-23,,,,,,,,,,,,,,,,,,,,23.0
2023-01-24,,,,,,,,,,,,,,,,,,,,21.0
2023-01-25,,,,,,,,,,,,,,,,,,,,21.0
2023-01-26,,,,,,,,,,,,,,,,,,,,21.0
2023-01-27,,,,,,,,,,,,,,,,,,,,21.0
2023-01-30,,,,,,,,,,,,,,,,,,,,21.0
2023-01-31,,,,,,,,,,,,,,,,,,,,21.0
2023-02-01,,,,,,,,,,,,,,,,,,,,21.0
2023-02-02,,,,,,,,,,,,,,,,,,,,19.7
2023-02-03,,,,,,,,,,,,,,,,,,,,19.7
2023-02-06,,,,,,,,,,,,,,,,,,,,19.7
2023-02-07,,,,,,,,,,,,,,,,,,,,19.7
2023-02-08,,,,,,,,,,,,,,,,,,,,19.7
2023-02-09,,,,,,,,,,,,,,,,,,,,19.7
2023-02-10,,,,,,,,,,,,,,,,,,,,19.7
2023-02-13,,,,,,,,,,,,,,,,,,,,19.7
2023-02-14,,,,,,,,,,,,,,,,,,,,20.4
2023-02-15,,,,,,,,,,,,,,,,,,,,20.4
2023-02-16,,,,,,,,,,,,,,,,,,,,20.4
2023-02-17,,,,,,,,,,,,,,,,,,,,20.4
2023-02-20,,,,,,,,,,,,,,,,,,,,20.4
2023-02-21,,,,,,,,,,,,,,,,,,,,20.4
2023-02-22,,,,,,,,,,,,,,,,,,,,20.4
2023-02-23,,,,,,,,,,,,,,,,,,,,20.4
2023-02-24,,,,,,,,,,,,,,,,,,,,20.4
2023-02-27,,,,,,,,,,,,,,,,,,,,21.2
2023-02-28,,,,,,,,,,,,,,,,,,,,21.2
2023-03-01,,,,,,,,,,,,,,,,,,,,21.2
2023-03-02,,,,,,,,,,,,,,,,,,,,21.2
2023-03-03,,,,,,,,,,,,,,,,,,,,21.2
2023-03-06,,,,,,,,,,,,,,,,,,,,21.2
2023-03-07,,,,,,,,,,,,,,,,,,,,20.2
2023-03-08,,,,,,,,,,,,,,,,,,,,20.2
2023-03-09,,,,,,,,,,,,,,,,,,,,20.8
2023-03-10,,,,,,,,,,,,,,,,,,,,20.8
2023-03-13,,,,,,,,,,,,,,,,,,,,21.0
2023-03-14,,,,,,,,,,,,,,,,,,,,21.0
2023-03-15,,,,,,,,,,,,,,,,,,,,21.0
2023-03-16,,,,,,,,,,,,,,,,,,,,22.0
2023-03-17,,,,,,,,,,,,,,,,,,,,19.3
2023-03-20,,,,,,,,,,,,,,,,,,,,19.3
2023-03-21,,,,,,,,,,,,,,,,,,,,19.3
2023-03-22,,,,,,,,,,,,,,,,,,,,19.2
2023-03-23,,,,,,,,,,,,,,,,,,,,19.2
2023-03-24,,,,,,,,,,,,,,,,,,,,19.1
2023-03-27,,,,,,,,,,,,,,,,,,,,19.1
2023-03-28,,,,,,,,,,,,,,,,,,,,19.1
2023-03-29,,,,,,,,,,,,,,,,,,,,17.5
2023-03-30,,,,,,,,,,,,,,,,,,,,17.5
2023-03-31,,,,,,,,,,,,,,,,,,,,17.5
2023-04-03,,,,,,,,,,,,,,,,,,,,17.5
2023-04-04,,,,,,,,,,,,,,,,,,,,14.0
2023-04-05,,,,,,,,,,,,,,,,,,,,14.0
2023-04-06,,,,,,,,,,,,,,,,,,,,14.0
2023-04-11,,,,,,,,,,,,,,,,,,,,14.0
2023-04-12,,,,,,,,,,,,,,,,,,,,14.0
2023-04-13,,,,,,,,,,,,,,,,,,,,14.0
2023-04-14,,,,,,,,,,,,,,,,,,,,14.1
2023-04-17,,,,,,,,,,,,,,,,,,,,14.1
2023-04-18,,,,,,,,,,,,,,,,,,,,14.1
2023-04-19,,,,,,,,,,,,,,,,,,,,14.1
2023-04-20,,,,,,,,,,,,,,,,,,,,14.1
2023-04-21,,,,,,,,,,,,,,,,,,,,14.1
2023-04-24,,,,,,,,,,,,,,,,,,,,14.1
2023-04-25,,,,,,,,,,,,,,,,,,,,14.1
2023-04-26,,,,,,,,,,,,,,,,,,,,17.0
2023-04-27,,,,,,,,,,,,,,,,,,,,14.3
2023-04-28,,,,,,,,,,,,,,,,,,,,14.3
2023-05-02,,,,,,,,,,,,,,,,,,,,14.3
2023-05-03,,,,,,,,,,,,,,,,,,,,14.3
2023-05-04,,,,,,,,,,,,,,,,,,,,14.3
2023-05-05,,,,,,,,,,,,,,,,,,,,14.3
2023-05-08,,,,,,,,,,,,,,,,,,,,14.3
2023-05-09,,,,,,,,,,,,,,,,,,,,14.3
2023-05-10,,,,,,,,,,,,,,,,,,,,14.3
2023-05-11,,,,,,,,,,,,,,,,,,,,14.3
2023-05-12,,,,,,,,,,,,,,,,,,,,14.3
2023-05-15,,,,,,,,,,,,,,,,,,,,14.3
2023-05-16,,,,,,,,,,,,,,,,,,,,14.3
2023-05-17,,,,,,,,,,,,,,,,,,,,14.3
2023-05-18,,,,,,,,,,,,,,,,,,,,14.3
2023-05-19,,,,,,,,,,,,,,,,,,,,14.3
2023-05-22,,,,,,,,,,,,,,,,,,,,14.3
2023-05-23,,,,,,,,,,,,,,,,,,,,14.3
2023-05-24,,,,,,,,,,,,,,,,,,,,13.0
2023-05-25,,,,,,,,,,,,,,,,,,,,13.0
2023-05-26,,,,,,,,,,,,,,,,,,,,13.0
2023-05-29,,,,,,,,,,,,,,,,,,,,13.0
2023-05-30,,,,,,,,,,,,,,,,,,,,13.0
2023-05-31,,,,,,,,,,,,,,,,,,,,13.0
2023-06-01,,,,,,,,,,,,,,,,,,,,13.0
2023-06-02,,,,,,,,,,,,,,,,,,,,13.0
2023-06-05,,,,,,,,,,,,,,,,,,,,13.0
2023-06-06,,,,,,,,,,,,,,,,,,,,13.0
2023-06-07,,,,,,,,,,,,,,,,,,,,13.0
2023-06-08,,,,,,,,,,,,,,,,,,,,13.0
2023-06-09,,,,,,,,,,,,,,,,,,,,13.0
2023-06-12,,,,,,,,,,,,,,,,,,,,13.0
2023-06-13,,,,,,,,,,,,,,,,,,,,13.0
2023-06-14,,,,,,,,,,,,,,,,,,,,13.0
2023-06-15,,,,,,,,,,,,,,,,,,,,13.0
2023-06-16,,,,,,,,,,,,,,,,,,,,13.0
2023-06-19,,,,,,,,,,,,,,,,,,,,13.0
2023-06-20,,,,,,,,,,,,,,,,,,,,13.0
2023-06-21,,,,,,,,,,,,,,,,,,,,13.0
2023-06-22,,,,,,,,,,,,,,,,,,,,13.0
2023-06-23,,,,,,,,,,,,,,,,,,,,13.0
2023-06-26,,,,,,,,,,,,,,,,,,,,13.0
2023-06-27,,,,,,,,,,,,,,,,,,,,13.0
2023-06-28,,,,,,,,,,,,,,,,,,,,13.0
2023-06-29,,,,,,,,,,,,,,,,,,,,13.0
2023-06-30,,,,,,,,,,,,,,,,,,,,13.0
2023-07-03,,,,,,,,,,,,,,,,,,,,13.0
2023-07-04,,,,,,,,,,,,,,,,,,,,13.0
2023-07-05,,,,,,,,,,,,,,,,,,,,13.0
2023-07-06,,,,,,,,,,,,,,,,,,,,13.0
2023-07-07,,,,,,,,,,,,,,,,,,,,13.0
2023-07-10,,,,,,,,,,,,,,,,,,,,13.0
2023-07-11,,,,,,,,,,,,,,,,,,,,13.0
2023-07-12,,,,,,,,,,,,,,,,,,,,13.0
2023-07-13,,,,,,,,,,,,,,,,,,,,13.0
2023-07-14,,,,,,,,,,,,,,,,,,,,13.0
2023-07-17,,,,,,,,,,,,,,,,,,,,13.0
2023-07-18,,,,,,,,,,,,,,,,,,,,13.0
2023-07-19,,,,,,,,,,,,,,,,,,,,13.0
2023-07-20,,,,,,,,,,,,,,,,,,,,13.0
2023-07-21,,,,,,,,,,,,,,,,,,,,16.5
2023-07-24,,,,,,,,,,,,,,,,,,,,16.5
2023-07-25,,,,,,,,,,,,,,,,,,,,16.5
2023-07-26,,,,,,,,,,,,,,,,,,,,16.5
2023-07-27,,,,,,,,,,,,,,,,,,,,16.5
2023-07-28,,,,,,,,,,,,,,,,,,,,16.5
2023-07-31,,,,,,,,,,,,,,,,,,,,16.5
2023-08-01,,,,,,,,,,,,,,,,,,,,16.5
2023-08-02,,,,,,,,,,,,,,,,,,,,16.5
2023-08-03,,,,,,,,,,,,,,,,,,,,13.7
2023-08-04,,,,,,,,,,,,,,,,,,,,16.3
2023-08-07,,,,,,,,,,,,,,,,,,,,16.3
2023-08-08,,,,,,,,,,,,,,,,,,,,16.3
2023-08-09,,,,,,,,,,,,,,,,,,,,16.3
2023-08-10,,,,,,,,,,,,,,,,,,,,16.3
2023-08-11,,,,,,,,,,,,,,,,,,,,14.7
2023-08-14,,,,,,,,,,,,,,,,,,,,14.7
2023-08-15,,,,,,,,,,,,,,,,,,,,14.7
2023-08-16,,,,,,,,,,,,,,,,,,,,14.7
2023-08-17,,,,,,,,,,,,,,,,,,,,14.7
2023-08-18,,,,,,,,,,,,,,,,,,,,14.7
2023-08-21,,,,,,,,,,,,,,,,,,,,14.7
2023-08-22,,,,,,,,,,,,,,,,,,,,14.7
2023-08-23,,,,,,,,,,,,,,,,,,,,16.1
2023-08-24,,,,,,,,,,,,,,,,,,,,13.2
2023-08-25,,,,,,,,,,,,,,,,,,,,13.2
2023-08-28,,,,,,,,,,,,,,,,,,,,13.2
2023-08-29,,,,,,,,,,,,,,,,,,,,13.3
2023-08-30,,,,,,,,,,,,,,,,,,,,13.3
2023-08-31,,,,,,,,,,,,,,,,,,,,13.3
2023-09-01,,,,,,,,,,,,,,,,,,,,13.3
2023-09-04,,,,,,,,,,,,,,,,,,,,13.3
2023-09-05,,,,,,,,,,,,,,,,,,,,13.3
2023-09-06,,,,,,,,,,,,,,,,,,,,13.3
2023-09-07,,,,,,,,,,,,,,,,,,,,13.3
2023-09-08,,,,,,,,,,,,,,,,,,,,13.3
2023-09-11,,,,,,,,,,,,,,,,,,,,13.3
2023-09-12,,,,,,,,,,,,,,,,,,,,13.3
2023-09-13,,,,,,,,,,,,,,,,,,,,13.3
2023-09-14,,,,,,,,,,,,,,,,,,,,11.8
2023-09-15,,,,,,,,,,,,,,,,,,,,11.8
2023-09-18,,,,,,,,,,,,,,,,,,,,11.8
2023-09-19,,,,,,,,,,,,,,,,,,,,11.8
2023-09-20,,,,,,,,,,,,,,,,,,,,11.8
2023-09-21,,,,,,,,,,,,,,,,,,,,11.8
2023-09-22,,,,,,,,,,,,,,,,,,,,11.8
2023-09-25,,,,,,,,,,,,,,,,,,,,11.8
2023-09-26,,,,,,,,,,,,,,,,,,,,11.8
2023-09-27,,,,,,,,,,,,,,,,,,,,11.8
2023-09-28,,,,,,,,,,,,,,,,,,,,12.1
2023-09-29,,,,,,,,,,,,,,,,,,,,12.1
2023-10-02,,,,,,,,,,,,,,,,,,,,12.1
2023-10-03,,,,,,,,,,,,,,,,,,,,12.1
2023-10-04,,,,,,,,,,,,,,,,,,,,12.1
2023-10-05,,,,,,,,,,,,,,,,,,,,12.1
2023-10-06,,,,,,,,,,,,,,,,,,,,12.1
2023-10-09,,,,,,,,,,,,,,,,,,,,12.1
2023-10-10,,,,,,,,,,,,,,,,,,,,12.1
2023-10-11,,,,,,,,,,,,,,,,,,,,12.1
2023-10-12,,,,,,,,,,,,,,,,,,,,12.1
2023-10-13,,,,,,,,,,,,,,,,,,,,12.1
2023-10-16,,,,,,,,,,,,,,,,,,,,12.1
2023-10-17,,,,,,,,,,,,,,,,,,,,12.1
2023-10-18,,,,,,,,,,,,,,,,,,,,12.1
2023-10-19,,,,,,,,,,,,,,,,,,,,12.1
2023-10-20,,,,,,,,,,,,,,,,,,,,12.1
2023-10-23,,,,,,,,,,,,,,,,,,,,13.0
2023-10-24,,,,,,,,,,,,,,,,,,,,13.0
2023-10-25,,,,,,,,,,,,,,,,,,,,13.0
2023-10-26,,,,,,,,,,,,,,,,,,,,13.0
2023-10-27,,,,,,,,,,,,,,,,,,,,13.0
2023-10-30,,,,,,,,,,,,,,,,,,,,13.0
2023-10-31,,,,,,,,,,,,,,,,,,,,13.0
2023-11-01,,,,,,,,,,,,,,,,,,,,15.5
2023-11-02,,,,,,,,,,,,,,,,,,,,15.5
2023-11-03,,,,,,,,,,,,,,,,,,,,16.8
2023-11-06,,,,,,,,,,,,,,,,,,,,16.8
2023-11-07,,,,,,,,,,,,,,,,,,,,19.0
2023-11-08,,,,,,,,,,,,,,,,,,,,17.0
2023-11-09,,,,,,,,,,,,,,,,,,,,17.0
2023-11-10,,,,,,,,,,,,,,,,,,,,17.1
2023-11-13,,,,,,,,,,,,,,,,,,,,17.8
2023-11-14,,,,,,,,,,,,,,,,,,,,17.8
2023-11-15,,,,,,,,,,,,,,,,,,,,17.8
2023-11-16,,,,,,,,,,,,,,,,,,,,18.1
2023-11-17,,,,,,,,,,,,,,,,,,,,18.1
2023-11-20,,,,,,,,,,,,,,,,,,,,18.0
2023-11-21,,,,,,,,,,,,,,,,,,,,18.0
2023-11-22,,,,,,,,,,,,,,,,,,,,18.0
2023-11-23,,,,,,,,,,,,,,,,,,,,18.0
2023-11-24,,,,,,,,,,,,,,,,,,,,18.0
2023-11-27,,,,,,,,,,,,,,,,,,,,18.0
2023-11-28,,,,,,,,,,,,,,,,,,,,18.0
2023-11-29,,,,,,,,,,,,,,,,,,,,18.0
2023-11-30,,,,,,,,,,,,,,,,,,,,20.0
2023-12-01,,,,,,,,,,,,,,,,,,,,19.3
2023-12-04,,,,,,,,,,,,,,,,,,,,18.8
2023-12-05,,,,,,,,,,,,,,,,,,,,18.5
2023-12-06,,,,,,,,,,,,,,,,,,,,18.5
2023-12-07,,,,,,,,,,,,,,,,,,,,18.5
2023-12-08,,,,,,,,,,,,,,,,,,,,20.0
2023-12-11,,,,,,,,,,,,,,,,,,,,20.0
2023-12-12,,,,,,,,,,,,,,,,,,,,19.9
2023-12-13,,,,,,,,,,,,,,,,,,,,19.9
2023-12-14,,,,,,,,,,,,,,,,,,,,19.9
2023-12-15,,,,,,,,,,,,,,,,,,,,19.9
2023-12-18,,,,,,,,,,,,,,,,,,,,19.9
2023-12-19,,,,,,,,,,,,,,,,,,,,17.2
2023-12-20,,,,,,,,,,,,,,,,,,,,19.4
2023-12-21,,,,,,,,,,,,,,,,,,,,19.2
2023-12-22,,,,,,,,,,,,,,,,,,,,19.2
2023-12-27,,,,,,,,,,,,,,,,,,,,19.2
2023-12-28,,,,,,,,,,,,,,,,,,,,19.2
2023-12-29,,,,,,,,,,,,,,,,,,,,19.4
2024-01-02,,,,,,,,,,,,,,,,,,,,17.4
2024-01-03,,,,,,,,,,,,,,,,,,,,19.4
2024-01-04,,,,,,,,,,,,,,,,,,,,19.4
2024-01-05,,,,,,,,,,,,,,,,,,,,19.4
2024-01-08,,,,,,,,,,,,,,,,,,,,19.4
2024-01-09,,,,,,,,,,,,,,,,,,,,19.2
2024-01-10,,,,,,,,,,,,,,,,,,,,4.42
2024-01-11,,,,,,,,,,,,,,,,,,,,4.42
2024-01-12,,,,,,,,,,,,,,,,,,,,4.42
2024-01-15,,,,,,,,,,,,,,,,,,,,4.42
2024-01-16,,,,,,,,,,,,,,,,,,,,3.28
2024-01-17,,,,,,,,,,,,,,,,,,,,3.28
2024-01-18,,,,,,,,,,,,,,,,,,,,3.28
2024-01-19,,,,,,,,,,,,,,,,,,,,3.0
2024-01-22,,,,,,,,,,,,,,,,,,,,3.0
2024-01-23,,,,,,,,,,,,,,,,,,,,3.02
2024-01-24,,,,,,,,,,,,,,,,,,,,3.58
2024-01-25,,,,,,,,,,,,,,,,,,,,3.58
2024-01-26,,,,,,,,,,,,,,,,,,,,3.58
2024-01-29,,,,,,,,,,,,,,,,,,,,3.58
2024-01-30,,,,,,,,,,,,,,,,,,,,3.58
2024-01-31,,,,,,,,,,,,,,,,,,,,3.58
2024-02-01,,,,,,,,,,,,,,,,,,,,3.96
2024-02-02,,,,,,,,,,,,,,,,,,,,3.9
2024-02-05,,,,,,,,,,,,,,,,,,,,3.9
2024-02-06,,,,,,,,,,,,,,,,,,,,3.9
2024-02-07,,,,,,,,,,,,,,,,,,,,3.9
2024-02-08,,,,,,,,,,,,,,,,,,,,4.42
2024-02-09,,,,,,,,,,,,,,,,,,,,4.42
2024-02-12,,,,,,,,,,,,,,,,,,,,4.2
2024-02-13,,,,,,,,,,,,,,,,,,,,4.2
2024-02-14,,,,,,,,,,,,,,,,,,,,4.2
2024-02-15,,,,,,,,,,,,,,,,,,,,4.2
2024-02-16,,,,,,,,,,,,,,,,,,,,4.2
2024-02-19,,,,,,,,,,,,,,,,,,,,4.2
2024-02-20,,,,,,,,,,,,,,,,,,,,4.2
2024-02-21,,,,,,,,,,,,,,,,,,,,4.2
2024-02-22,,,,,,,,,,,,,,,,,,,,4.2
2024-02-23,,,,,,,,,,,,,,,,,,,,4.2
2024-02-26,,,,,,,,,,,,,,,,,,,,4.2
2024-02-27,,,,,,,,,,,,,,,,,,,,4.2
2024-02-28,,,,,,,,,,,,,,,,,,,,4.2
2024-02-29,,,,,,,,,,,,,,,,,,,,4.2
2024-03-01,,,,,,,,,,,,,,,,,,,,4.64
2024-03-04,,,,,,,,,,,,,,,,,,,,4.62
2024-03-05,,,,,,,,,,,,,,,,,,,,4.62
2024-03-06,,,,,,,,,,,,,,,,,,,,4.62
2024-03-07,,,,,,,,,,,,,,,,,,,,4.62
2024-03-08,,,,,,,,,,,,,,,,,,,,4.34
