,ALDNE FP Equity_DX_SI_QTY,ALDNE FP Equity_DX_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDNE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDNE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDNE FP Equity_DX_SI_MV,ALDNE FP Equity_DX_DSS,ALDNE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDNE FP Equity_DX_SUPPLY_SI_QTY,ALDNE FP Equity_DX_BROKER_SI_QTY,ALDNE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_x,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDNE FP Equity_DX_BROKER_SI_MV_INC_x,ALDNE FP Equity_DX_BROKER_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_NEW,ALDNE FP Equity_DX_SUPPLY_SI_MV_DEC,ALDNE FP Equity_DX_BROKER_SI_QTY_INC,ALDNE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDNE FP Equity_DX_BROKER_SI_MV_NEW_y,ALDNE FP Equity_DX_BROKER_SI_MV_INC_y,ALDNE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDNE FP Equity_DX_BROKER_SI_MV_ADD,ALDNE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDNE FP Equity_DX_BROKER_SI_QTY_DEC,ALDNE FP Equity_DX_SUPPLY_SI_MV,ALDNE FP Equity_DX_BROKER_SI_MV_DEC,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_UTILIZATION_QUANTITY,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDNE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDNE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDNE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDNE FP Equity_DX_BROKER_SI_CON_RATIO,ALDNE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDNE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDNE FP Equity_PX_LAST
2018-12-05,2000.0,33200.0,0.04,0.33,0.04,0.03,0.0,33200.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,16.6
2018-12-06,2000.0,31400.0,0.04,0.32,0.04,0.03,0.0,31400.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,15.7
2018-12-07,2000.0,31500.0,0.04,0.32,0.04,0.03,0.0,31500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,15.75
2018-12-10,2000.0,30408.0,0.04,0.31,0.04,0.03,0.0,30408.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,15.204
2018-12-11,2000.0,28364.0,0.04,0.31,0.04,0.03,0.0,28364.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.182
2018-12-12,2000.0,29016.0,0.04,0.31,0.04,0.03,0.0,29016.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.508
2018-12-13,2000.0,28500.0,0.04,0.42,0.04,0.03,0.0,28500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.25
2018-12-14,2000.0,26600.0,0.04,0.44,0.04,0.03,0.0,26600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,13.3
2018-12-17,2000.0,25200.0,0.04,0.46,0.04,0.03,0.0,25200.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,12.6
2018-12-18,2000.0,24500.0,0.04,0.46,0.04,0.02,0.0,24500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,12.25
2018-12-19,2000.0,24000.0,0.04,0.43,0.04,0.02,0.0,24000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,12.0
2018-12-20,2000.0,25080.0,0.04,0.43,0.04,0.03,0.0,25080.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,12.54
2018-12-21,2000.0,30040.0,0.04,0.43,0.04,0.03,0.0,30040.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,15.02
2018-12-24,2000.0,28500.0,0.04,0.4,0.04,0.03,0.0,28500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.25
2018-12-25,2000.0,28500.0,0.04,0.42,0.04,0.03,0.0,28500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,
2018-12-26,2000.0,28500.0,0.04,0.42,0.04,0.03,0.0,28500.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,
2018-12-27,2000.0,28000.0,0.04,0.42,0.04,0.03,0.0,28000.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.0
2018-12-28,2000.0,29200.0,0.04,0.45,0.04,0.03,0.0,29200.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.6
2018-12-31,2000.0,29600.0,0.04,0.46,0.04,0.03,0.0,29600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.8
2019-01-01,2000.0,29600.0,0.04,0.49,0.04,0.03,0.0,29600.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,
2019-01-02,2000.0,29644.0,0.04,0.49,0.04,0.03,0.0,29644.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,14.822
2019-01-03,2000.0,31140.0,0.04,0.53,0.04,0.03,0.0,31140.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,15.57
2019-01-04,2000.0,31240.0,0.04,0.52,0.04,0.03,0.0,31240.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,15.62
2019-01-07,2000.0,34652.0,0.04,0.53,0.04,0.03,0.0,34652.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,17.326
2019-01-08,2000.0,38100.0,0.04,0.52,0.04,0.04,0.0,38100.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,19.05
2019-01-09,2000.0,39800.0,0.04,0.48,0.04,0.04,0.0,39800.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,19.9
2019-01-10,2000.0,37800.0,0.04,0.42,0.04,0.04,0.0,37800.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,18.9
2019-01-11,2000.0,38696.0,0.04,0.41,0.04,0.04,0.0,38696.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,19.348
2019-01-14,2000.0,37196.0,0.04,0.39,0.04,0.04,0.0,37196.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.625,18.598
2019-01-15,3000.0,56940.0,0.06,0.59,0.06,0.06,0.0,56940.0,0.0,3000.0,0.0,,,,1000.0,,,,,,,,0.02,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.89,0.5586,67.11,0.9375,18.98
2019-01-16,3000.0,57300.0,0.06,0.6,0.06,0.06,0.0,57300.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.19,0.5565,66.81,0.9375,19.1
2019-01-17,3000.0,56244.0,0.06,0.6,0.06,0.06,0.0,56244.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.5528,66.25,0.9375,18.748
2019-01-18,3000.0,55920.0,0.06,0.61,0.06,0.06,0.0,55920.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.46,0.5547,66.54,0.9375,18.64
2019-01-21,3000.0,54300.0,0.06,0.6,0.06,0.05,0.0,54300.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.99,0.5513,66.01,0.9375,18.1
2019-01-22,3000.0,51000.0,0.06,0.61,0.06,0.05,0.0,51000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.74,0.5466,65.26,0.9375,17.0
2019-01-23,3000.0,51900.0,0.06,0.62,0.06,0.05,0.0,51900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.95,0.5582,67.05,0.9375,17.3
2019-01-24,3000.0,51900.0,0.06,0.63,0.06,0.05,0.0,51900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.9375,17.3
2019-01-25,3000.0,52200.0,0.06,0.63,0.06,0.05,0.0,52200.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.21,0.5564,66.79,0.9375,17.4
2019-01-28,3000.0,51900.0,0.06,0.65,0.06,0.05,0.0,51900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.46,0.5547,66.54,0.9375,17.3
2019-01-29,3000.0,52050.0,0.06,0.63,0.06,0.05,0.0,52050.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.27,0.556,66.73,0.9375,17.35
2019-01-30,3000.0,52650.0,0.06,0.63,0.06,0.05,0.0,52650.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.08,0.5573,66.92,0.9375,17.55
2019-01-31,3000.0,54900.0,0.06,0.59,0.06,0.05,0.0,54900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.41,0.5619,67.59,0.9375,18.3
2019-02-01,3000.0,56550.0,0.06,0.58,0.06,0.06,0.0,56550.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.68,0.56,67.32,0.9375,18.85
2019-02-04,3000.0,56544.0,0.06,0.6,0.06,0.06,0.0,56544.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.9375,18.848
2019-02-05,3000.0,56304.0,0.06,0.61,0.06,0.06,0.0,56304.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.43,0.5549,66.57,0.9375,18.768
2019-02-06,3000.0,54900.0,0.06,0.63,0.06,0.06,0.0,54900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.5518,66.1,0.9375,18.3
2019-02-07,3000.0,57300.0,0.06,0.7,0.06,0.06,0.0,57300.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.39,0.562,67.61,0.9375,19.1
2019-02-08,3000.0,57000.0,0.06,0.65,0.06,0.06,0.0,57000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.45,0.5548,66.55,0.9375,19.0
2019-02-11,3000.0,56250.0,0.06,0.66,0.06,0.06,0.0,56250.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.63,0.5536,66.37,0.9375,18.75
2019-02-12,3000.0,55200.0,0.06,0.6,0.06,0.06,0.0,55200.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.5528,66.25,0.2634,18.4
2019-02-13,3000.0,53550.0,0.06,0.59,0.06,0.05,0.0,53550.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.01,0.5511,65.99,0.2101,17.85
2019-02-14,3000.0,54900.0,0.06,0.59,0.06,0.05,0.0,54900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.5593,67.22,0.1064,18.3
2019-02-15,3000.0,55200.0,0.06,0.6,0.06,0.06,0.0,55200.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.21,0.5564,66.79,0.1064,18.4
2019-02-18,3000.0,54000.0,0.06,0.6,0.06,0.05,0.0,54000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.82,0.5523,66.18,0.1064,18.0
2019-02-19,3000.0,55800.0,0.06,0.59,0.06,0.06,0.0,55800.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.61,0.5605,67.39,0.1064,18.6
2019-02-20,3000.0,55800.0,0.06,0.65,0.06,0.06,0.0,55800.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.1064,18.6
2019-02-21,3000.0,53850.0,0.06,0.75,0.06,0.05,0.0,53850.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.13,0.5504,65.87,0.1064,17.95
2019-02-22,3000.0,54600.0,0.06,0.76,0.06,0.05,0.0,54600.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.03,0.5576,66.97,0.1064,18.2
2019-02-25,3000.0,53700.0,0.06,0.77,0.06,0.05,0.0,53700.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.5531,66.3,0.1064,17.9
2019-02-26,3000.0,53484.0,0.06,0.65,0.06,0.05,0.0,53484.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.42,0.555,66.58,0.1064,17.828
2019-02-27,3000.0,53400.0,0.06,0.66,0.06,0.05,0.0,53400.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.37,0.5553,66.63,0.1064,17.8
2019-02-28,3000.0,52500.0,0.06,0.64,0.06,0.05,0.0,52500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.71,0.5531,66.29,0.1064,17.5
2019-03-01,3000.0,52056.0,0.06,0.64,0.06,0.05,0.0,52056.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.52,0.5543,66.48,0.1064,17.352
2019-03-04,3000.0,52140.0,0.06,0.67,0.06,0.05,0.0,52140.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.29,0.5558,66.71,0.1064,17.38
2019-03-05,3000.0,51900.0,0.06,0.67,0.06,0.05,0.0,51900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.44,0.5549,66.56,0.1064,17.3
2019-03-06,3000.0,51600.0,0.06,0.69,0.06,0.05,0.0,51600.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.46,0.5547,66.54,0.1064,17.2
2019-03-07,3000.0,51594.0,0.06,0.7,0.06,0.05,0.0,51594.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.1064,17.198
2019-03-08,3000.0,51564.0,0.06,0.7,0.06,0.05,0.0,51564.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.35,0.5555,66.65,0.1064,17.188
2019-03-11,3000.0,50994.0,0.06,0.71,0.06,0.05,0.0,50994.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.58,0.5539,66.42,0.1064,16.998
2019-03-12,3000.0,49800.0,0.06,0.75,0.06,0.05,0.0,49800.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.86,0.5521,66.14,0.1064,16.6
2019-03-13,3000.0,51150.0,0.06,0.75,0.06,0.05,0.0,51150.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.74,0.5596,67.26,0.1064,17.05
2019-03-14,3000.0,51450.0,0.06,0.78,0.06,0.05,0.0,51450.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.5564,66.8,0.1064,17.15
2019-03-15,3000.0,51756.0,0.06,0.82,0.06,0.05,0.0,51756.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.5564,66.8,0.1064,17.252
2019-03-18,3000.0,52500.0,0.06,0.86,0.06,0.05,0.0,52500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.01,0.5577,66.99,0.1064,17.5
2019-03-19,3000.0,53160.0,0.06,0.85,0.06,0.05,0.0,53160.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.06,0.5574,66.94,0.1064,17.72
2019-03-20,3000.0,53820.0,0.06,0.85,0.06,0.05,0.0,53820.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.06,0.5574,66.94,0.1064,17.94
2019-03-21,3000.0,53850.0,0.06,0.81,0.06,0.05,0.0,53850.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.32,0.5556,66.68,0.1064,17.95
2019-03-22,3000.0,54000.0,0.06,0.89,0.06,0.05,0.0,54000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.27,0.556,66.73,0.1064,18.0
2019-03-25,3000.0,53418.0,0.06,0.91,0.06,0.05,0.0,53418.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.57,0.554,66.43,0.1064,17.806
2019-03-26,3000.0,53550.0,0.06,1.07,0.06,0.05,0.0,53550.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.28,0.5559,66.72,0.1064,17.85
2019-03-27,3000.0,52500.0,0.06,1.08,0.06,0.05,0.0,52500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.77,0.5527,66.23,0.1064,17.5
2019-03-28,3000.0,51534.0,0.06,1.09,0.06,0.05,0.0,51534.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.74,0.5528,66.26,0.1064,17.178
2019-03-29,3000.0,52500.0,0.06,1.03,0.06,0.05,0.0,52500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.92,0.5583,67.08,0.1064,17.5
2019-04-01,3000.0,54540.0,0.06,1.04,0.06,0.05,0.0,54540.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.22,0.5632,67.78,0.1064,18.18
2019-04-02,3000.0,55500.0,0.06,1.03,0.06,0.06,0.0,55500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.95,0.5582,67.05,0.1064,18.5
2019-04-03,3000.0,56100.0,0.06,1.01,0.06,0.06,0.0,56100.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.09,0.5572,66.91,0.1064,18.7
2019-04-04,3000.0,54720.0,0.06,0.79,0.06,0.06,0.0,54720.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.89,0.5519,66.11,0.1064,18.24
2019-04-05,3000.0,54600.0,0.06,0.75,0.06,0.05,0.0,54600.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.38,0.5552,66.62,0.1064,18.2
2019-04-08,3000.0,54360.0,0.06,0.69,0.06,0.05,0.0,54360.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.43,0.5549,66.57,0.1064,18.12
2019-04-09,3000.0,54900.0,0.06,0.84,0.06,0.05,0.0,54900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.557,66.89,0.1064,18.3
2019-04-10,3000.0,54900.0,0.06,0.84,0.06,0.05,0.0,54900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.1064,18.3
2019-04-11,3000.0,54000.0,0.06,0.84,0.06,0.05,0.0,54000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.5531,66.3,0.1064,18.0
2019-04-12,3000.0,54900.0,0.06,0.85,0.06,0.05,0.0,54900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.97,0.558,67.03,0.1064,18.3
2019-04-15,3000.0,54960.0,0.06,0.84,0.06,0.05,0.0,54960.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.31,0.5557,66.69,0.1064,18.32
2019-04-16,3000.0,59400.0,0.06,0.83,0.06,0.06,0.0,59400.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.57,0.5679,68.43,0.1064,19.8
2019-04-17,3000.0,58500.0,0.06,0.76,0.06,0.06,0.0,58500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.67,0.5533,66.33,0.1064,19.5
2019-04-18,3000.0,57000.0,0.06,0.76,0.06,0.06,0.0,57000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.91,0.5518,66.09,0.1064,19.0
2019-04-19,3000.0,57000.0,0.06,0.76,0.06,0.06,0.0,57000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.1064,
2019-04-22,3000.0,57000.0,0.06,0.76,0.06,0.06,0.0,57000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.1064,
2019-04-23,3000.0,56820.0,0.06,0.76,0.06,0.06,0.0,56820.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.5551,66.6,0.1064,18.94
2019-04-24,3000.0,57900.0,0.06,0.76,0.06,0.06,0.0,57900.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.92,0.5584,67.08,0.1064,19.3
2019-04-25,3000.0,59640.0,0.06,0.76,0.06,0.06,0.0,59640.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.68,0.56,67.32,0.1064,19.88
2019-04-26,3000.0,58320.0,0.06,0.75,0.06,0.06,0.0,58320.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.83,0.5523,66.17,0.1064,19.44
2019-04-29,3000.0,56400.0,0.06,0.77,0.06,0.06,0.0,56400.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.56,0.5477,65.44,0.1064,18.8
2019-04-30,3000.0,57960.0,0.06,0.76,0.06,0.06,0.0,57960.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.73,0.5597,67.27,0.1064,19.32
2019-05-01,3000.0,57960.0,0.06,0.75,0.06,0.06,0.0,57960.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.1064,
2019-05-02,3000.0,57660.0,0.06,0.75,0.06,0.06,0.0,57660.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.45,0.5548,66.55,0.1064,19.22
2019-05-03,3000.0,57060.0,0.06,0.76,0.06,0.06,0.0,57060.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.57,0.554,66.43,0.1064,19.02
