,ALAGO FP Equity_DX_SI_QTY,ALAGO FP Equity_DX_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGO FP Equity_DX_SI_MV,ALAGO FP Equity_DX_DSS,ALAGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGO FP Equity_DX_SUPPLY_SI_QTY,ALAGO FP Equity_DX_BROKER_SI_QTY,ALAGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGO FP Equity_DX_BROKER_SI_MV_INC_x,ALAGO FP Equity_DX_BROKER_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_NEW,ALAGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGO FP Equity_DX_BROKER_SI_QTY_INC,ALAGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALAGO FP Equity_DX_BROKER_SI_MV_INC_y,ALAGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGO FP Equity_DX_BROKER_SI_MV_ADD,ALAGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGO FP Equity_DX_BROKER_SI_QTY_DEC,ALAGO FP Equity_DX_SUPPLY_SI_MV,ALAGO FP Equity_DX_BROKER_SI_MV_DEC,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_UTILIZATION_QUANTITY,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGO FP Equity_DX_BROKER_SI_CON_RATIO,ALAGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAGO FP Equity_PX_LAST
2023-08-07,125814.0,262951.26,2.44,7.51,2.44,0.25,1.0,131475.63,62907.0,62907.0,131475.63,,,,,,,,,,,,,,,0.13,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.09
2023-08-08,125814.0,256660.56,2.44,7.55,2.44,0.26,1.0,128330.28,62907.0,62907.0,128330.28,,,,,,,,,,,,,,,0.13,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.04
2023-08-09,125814.0,259176.84,2.44,7.54,2.44,0.26,1.0,129588.42,62907.0,62907.0,129588.42,,,,,,,,,,,,,,,0.13,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.06
2023-08-10,125814.0,260434.98,2.44,8.24,2.44,0.26,1.0,130217.49,62907.0,62907.0,130217.49,,,,,,,,,,,,,,,0.13,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.07
2023-08-11,125814.0,252886.14,2.44,8.83,2.44,0.26,1.0,126443.07,62907.0,62907.0,126443.07,,,,,,,,,,,,,,,0.13,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.01
2023-08-14,125814.0,233384.97,2.44,9.0,2.44,0.24,1.0,116692.49,62907.0,62907.0,116692.49,,,,,,,,,,,,,,,0.13,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.855
2023-08-15,125814.0,236530.32,2.44,8.82,2.44,0.24,1.0,118265.16,62907.0,62907.0,118265.16,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.88
2023-08-16,125814.0,232755.9,2.44,8.81,2.44,0.23,1.0,116377.95,62907.0,62907.0,116377.95,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.85
2023-08-17,125814.0,243450.09,2.44,9.08,2.44,0.24,1.0,121725.05,62907.0,62907.0,121725.05,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.935
2023-08-18,125814.0,234014.04,2.44,9.06,2.44,0.24,1.0,117007.02,62907.0,62907.0,117007.02,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.86
2023-08-21,125814.0,237788.46,2.44,9.23,2.44,0.24,1.0,118894.23,62907.0,62907.0,118894.23,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.89
2023-08-22,125814.0,235272.18,2.44,8.92,2.44,0.24,1.0,117636.09,62907.0,62907.0,117636.09,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.87
2023-08-23,125814.0,226465.2,2.44,9.44,2.44,0.23,1.0,113232.6,62907.0,62907.0,113232.6,,,,,,,,,,,,,,,0.12,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,1.8
2023-08-24,125814.0,319567.56,2.44,9.31,2.44,0.27,1.0,159783.78,62907.0,62907.0,159783.78,,,,,,,,,,,,,,,0.11,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.54
2023-08-25,125814.0,280565.22,2.44,6.72,2.44,0.3,1.0,140282.61,62907.0,62907.0,140282.61,,,,,,,,,,,,,,,0.16,,100.0,60.19,0.0,0.0,0.0,100.0,,1.0,100.0,1.2038,2.23
2023-08-28,127228.0,270995.64,2.47,5.91,2.47,0.28,1.0,135497.82,63614.0,63614.0,135497.82,,707.0,,707.0,,,,,,,707.0,0.0,,,0.14,,100.0,60.46,0.0,0.0,0.0,100.0,1.14,0.9775,98.86,1.2092,2.13
2023-08-29,127228.0,270995.64,2.47,6.08,2.47,0.27,1.0,135497.82,63614.0,63614.0,135497.82,,,,,,,,,,,,,,,0.14,,100.0,60.46,0.0,0.0,0.0,100.0,1.11,0.978,98.89,1.2092,2.13
2023-08-30,127296.0,264775.68,2.47,6.0,2.47,0.27,1.0,132387.84,63648.0,63648.0,132387.84,,34.0,0.0,,,,34.0,,,0.0,34.0,,,,0.14,,100.0,60.47,0.0,0.0,0.0,100.0,1.18,0.9767,98.82,1.2094,2.08
2023-08-31,127296.0,257137.92,2.47,4.78,2.47,0.26,1.0,128568.96,63648.0,63648.0,128568.96,,,,,,,,,,,,,,,0.13,,100.0,60.47,0.0,0.0,0.0,100.0,1.18,0.9767,98.82,1.2094,2.02
2023-09-01,127296.0,259683.84,2.47,4.98,2.47,0.26,1.0,129841.92,63648.0,63648.0,129841.92,,,,,,,,,,,,,,,0.13,,100.0,60.47,0.0,0.0,0.0,100.0,1.16,0.9771,98.84,1.2094,2.04
2023-09-04,127296.0,244408.32,2.47,4.97,2.47,0.26,1.0,122204.16,63648.0,63648.0,122204.16,,,,,,,,,,,,,,,0.13,,100.0,60.81,0.0,0.0,0.0,100.0,1.16,0.977,98.84,1.2162,1.92
2023-09-05,127296.0,246954.24,2.47,4.93,2.47,0.25,1.0,123477.12,63648.0,63648.0,123477.12,,,,,,,,,,,,,,,0.12,,100.0,60.81,0.0,0.0,0.0,100.0,1.16,0.9771,98.84,1.2162,1.94
2023-09-06,127296.0,245681.28,2.47,4.9,2.47,0.25,1.0,122840.64,63648.0,63648.0,122840.64,,,,,,,,,,,,,,,0.12,,100.0,60.81,0.0,0.0,0.0,100.0,1.17,0.9769,98.83,1.2162,1.93
2023-09-07,127228.0,241733.2,2.47,5.0,2.47,0.24,1.0,120866.6,63614.0,63614.0,120866.6,,,,,,0.0,,34.0,,,,,,34.0,0.12,0.0,100.0,60.8,0.0,0.0,0.0,100.0,1.12,0.9779,98.88,1.216,1.9
2023-09-08,127228.0,238552.5,2.47,5.02,2.47,0.24,1.0,119276.25,63614.0,63614.0,119276.25,,,,,,,,,,,,,,,0.12,,100.0,60.8,0.0,0.0,0.0,100.0,1.12,0.9779,98.88,1.216,1.875
2023-09-11,127228.0,237280.22,2.47,5.03,2.47,0.24,1.0,118640.11,63614.0,63614.0,118640.11,,,,,,,,,,,,,,,0.12,,100.0,60.8,0.0,0.0,0.0,100.0,1.11,0.978,98.89,1.216,1.865
2023-09-12,127228.0,203564.8,2.47,5.13,2.47,0.22,1.0,101782.4,63614.0,63614.0,101782.4,,,,,,,,,,,,,,,0.12,,100.0,60.8,0.0,0.0,0.0,100.0,1.2,0.9764,98.8,1.216,1.6
2023-09-13,127228.0,208653.92,2.47,4.78,2.47,0.21,1.0,104326.96,63614.0,63614.0,104326.96,,,,,,,,,,,,,,,0.1,,100.0,60.8,0.0,0.0,0.0,100.0,1.1,0.9783,98.9,1.216,1.64
2023-09-14,127228.0,211198.48,2.47,4.8,2.47,0.21,1.0,105599.24,63614.0,63614.0,105599.24,,,,,,,,,,,,,,,0.1,,100.0,60.8,0.0,0.0,0.0,100.0,1.1,0.9781,98.9,1.216,1.66
2023-09-15,127228.0,211198.48,2.47,4.82,2.47,0.21,1.0,105599.24,63614.0,63614.0,105599.24,,,,,,,,,,,,,,,0.11,,100.0,60.8,0.0,0.0,0.0,100.0,1.11,0.978,98.89,1.216,1.66
2023-09-18,127228.0,217559.88,2.47,4.78,2.47,0.21,1.0,108779.94,63614.0,63614.0,108779.94,,,,,,,,,,,,,,,0.11,,100.0,60.8,0.0,0.0,0.0,100.0,1.1,0.9783,98.9,1.216,1.71
2023-09-19,127228.0,216287.6,2.47,4.82,2.47,0.22,1.0,108143.8,63614.0,63614.0,108143.8,,,,,,,,,,,,,,,0.11,,100.0,60.8,0.0,0.0,0.0,100.0,1.11,0.978,98.89,1.216,1.7
2023-09-20,127228.0,212470.76,2.47,4.84,2.47,0.21,1.0,106235.38,63614.0,63614.0,106235.38,,,,,,,,,,,,,,,0.11,,100.0,60.8,0.0,0.0,0.0,100.0,1.12,0.9778,98.88,1.216,1.67
2023-09-21,127228.0,183844.46,2.47,4.85,2.47,0.2,1.0,91922.23,63614.0,63614.0,91922.23,,,,,,,,,,,,,,,0.11,,100.0,60.8,0.0,0.0,0.0,100.0,1.19,0.9765,98.81,1.216,1.445
2023-09-22,127228.0,181936.04,2.47,4.77,2.47,0.18,1.0,90968.02,63614.0,63614.0,90968.02,,,,,,,,,,,,,,,0.09,,100.0,60.8,0.0,0.0,0.0,100.0,1.12,0.9779,98.88,1.216,1.43
2023-09-25,125814.0,183688.44,2.44,4.71,2.44,0.18,1.0,91844.22,62907.0,62907.0,91844.22,,,,,,0.0,,707.0,,,,,,707.0,0.09,0.0,100.0,60.12,0.0,0.0,0.0,100.0,,1.0,100.0,1.2025,1.46
2023-09-26,125814.0,179914.02,2.44,4.76,2.44,0.18,1.0,89957.01,62907.0,62907.0,89957.01,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.43
2023-09-27,125814.0,182430.3,2.44,4.78,2.44,0.18,1.0,91215.15,62907.0,62907.0,91215.15,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.45
2023-09-28,125814.0,181172.16,2.44,4.78,2.44,0.18,1.0,90586.08,62907.0,62907.0,90586.08,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.44
2023-09-29,125814.0,172365.18,2.44,4.78,2.44,0.18,1.0,86182.59,62907.0,62907.0,86182.59,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.37
2023-10-02,125814.0,169848.9,2.44,4.66,2.44,0.17,1.0,84924.45,62907.0,62907.0,84924.45,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.35
2023-10-03,125814.0,166074.48,2.44,4.73,2.44,0.17,1.0,83037.24,62907.0,62907.0,83037.24,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.32
2023-10-04,125814.0,162300.06,2.44,4.75,2.44,0.16,1.0,81150.03,62907.0,62907.0,81150.03,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.29
2023-10-05,125814.0,171736.11,2.44,4.78,2.44,0.17,1.0,85868.06,62907.0,62907.0,85868.06,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.365
2023-10-06,125814.0,173623.32,2.44,6.05,2.44,0.17,1.0,86811.66,62907.0,62907.0,86811.66,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.38
2023-10-09,125814.0,176139.6,2.44,6.93,2.44,0.17,1.0,88069.8,62907.0,62907.0,88069.8,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.4
2023-10-10,125814.0,181801.23,2.44,7.06,2.44,0.18,1.0,90900.62,62907.0,62907.0,90900.62,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.445
2023-10-11,125814.0,174881.46,2.44,7.41,2.44,0.18,1.0,87440.73,62907.0,62907.0,87440.73,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.39
2023-10-12,125814.0,171736.11,2.44,10.93,2.44,0.17,1.0,85868.06,62907.0,62907.0,85868.06,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.365
2023-10-13,125814.0,164187.27,2.44,12.17,2.44,0.17,1.0,82093.63,62907.0,62907.0,82093.63,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.305
2023-10-16,125814.0,164816.34,2.44,12.75,2.44,0.16,1.0,82408.17,62907.0,62907.0,82408.17,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.31
2023-10-17,125814.0,164187.27,2.44,13.15,2.44,0.16,1.0,82093.63,62907.0,62907.0,82093.63,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.305
2023-10-18,125814.0,176139.6,2.44,13.68,2.44,0.17,1.0,88069.8,62907.0,62907.0,88069.8,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.4
2023-10-19,125814.0,176139.6,2.44,13.07,2.44,0.18,1.0,88069.8,62907.0,62907.0,88069.8,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.4
2023-10-20,125814.0,176768.67,2.44,12.97,2.44,0.18,1.0,88384.34,62907.0,62907.0,88384.34,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.405
2023-10-23,125814.0,181172.16,2.44,13.7,2.44,0.18,1.0,90586.08,62907.0,62907.0,90586.08,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.44
2023-10-24,125814.0,167961.69,2.44,13.71,2.44,0.17,1.0,83980.85,62907.0,62907.0,83980.85,,,,,,,,,,,,,,,0.09,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.335
2023-10-25,125814.0,167332.62,2.44,17.32,2.44,0.17,1.0,83666.31,62907.0,62907.0,83666.31,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.33
2023-10-26,125814.0,151605.87,2.44,18.06,2.44,0.16,1.0,75802.94,62907.0,62907.0,75802.94,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.205
2023-10-27,125814.0,150347.73,2.44,17.47,2.44,0.15,1.0,75173.87,62907.0,62907.0,75173.87,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.195
2023-10-30,125814.0,148460.52,2.44,18.4,2.44,0.15,1.0,74230.26,62907.0,62907.0,74230.26,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.18
2023-10-31,125814.0,144686.1,2.44,19.03,2.44,0.15,1.0,72343.05,62907.0,62907.0,72343.05,,,,,,,,,,,,,,,0.07,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.15
2023-11-01,125814.0,144686.1,2.44,18.56,2.44,0.14,1.0,72343.05,62907.0,62907.0,72343.05,,,,,,,,,,,,,,,0.07,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.15
2023-11-02,125814.0,146573.31,2.44,18.84,2.44,0.15,1.0,73286.66,62907.0,62907.0,73286.66,,,,,,,,,,,,,,,0.07,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.165
2023-11-03,125814.0,153493.08,2.44,21.13,2.44,0.15,1.0,76746.54,62907.0,62907.0,76746.54,,,,,,,,,,,,,,,0.07,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.22
2023-11-06,125814.0,150347.73,2.44,21.73,2.44,0.15,1.0,75173.87,62907.0,62907.0,75173.87,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.195
2023-11-07,125814.0,145944.24,2.44,22.88,2.44,0.15,1.0,72972.12,62907.0,62907.0,72972.12,,,,,,,,,,,,,,,0.08,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.16
2023-11-08,125814.0,166703.55,2.44,22.1,2.44,0.16,1.0,83351.77,62907.0,62907.0,83351.77,,,,,,,,,,,,,,,0.07,,100.0,60.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.2107,1.325
2023-11-09,125814.0,166074.48,2.44,20.76,2.44,0.17,1.0,83037.24,62907.0,62907.0,83037.24,,,,,,,,,,,,,,,0.08,,100.0,61.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.2206,1.32
2023-11-10,125814.0,167961.69,2.44,20.77,2.44,0.17,1.0,83980.85,62907.0,62907.0,83980.85,,,,,,,,,,,,,,,0.08,,100.0,61.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.2206,1.335
2023-11-13,125814.0,155380.29,2.44,23.82,2.44,0.17,1.0,77690.15,62907.0,62907.0,77690.15,,,,,,,,,,,,,,,0.08,,100.0,61.03,0.0,0.0,0.0,100.0,,1.0,100.0,1.2206,1.235
2023-11-14,209690.0,255821.8,4.07,40.84,4.07,0.26,1.0,127910.9,104845.0,104845.0,127910.9,,41938.0,0.04,,,,41938.0,,,0.04,41938.0,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.22
2023-11-15,209690.0,248482.65,4.07,40.12,4.07,0.25,1.0,124241.33,104845.0,104845.0,124241.33,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.185
2023-11-16,209690.0,235901.25,4.07,39.73,4.07,0.24,1.0,117950.63,104845.0,104845.0,117950.63,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.125
2023-11-17,209690.0,232755.9,4.07,44.08,4.07,0.23,1.0,116377.95,104845.0,104845.0,116377.95,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.11
2023-11-20,209690.0,223319.85,4.07,45.94,4.07,0.23,1.0,111659.93,104845.0,104845.0,111659.93,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.065
2023-11-21,209690.0,223319.85,4.07,44.05,4.07,0.22,1.0,111659.93,104845.0,104845.0,111659.93,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.065
2023-11-22,209690.0,213883.8,4.07,44.18,4.07,0.22,1.0,106941.9,104845.0,104845.0,106941.9,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.02
2023-11-23,209690.0,232755.9,4.07,44.92,4.07,0.21,1.0,116377.95,104845.0,104845.0,116377.95,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.11
2023-11-24,209690.0,234852.8,4.07,44.77,4.07,0.23,1.0,117426.4,104845.0,104845.0,117426.4,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.12
2023-11-27,209690.0,242191.95,4.07,45.16,4.07,0.24,1.0,121095.98,104845.0,104845.0,121095.98,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.155
2023-11-28,209690.0,260015.6,4.07,47.62,4.07,0.25,1.0,130007.8,104845.0,104845.0,130007.8,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.24
2023-11-29,209690.0,244288.85,4.07,47.2,4.07,0.25,1.0,122144.43,104845.0,104845.0,122144.43,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.165
2023-11-30,209690.0,265257.85,4.07,56.37,4.07,0.25,1.0,132628.92,104845.0,104845.0,132628.92,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.265
2023-12-01,209690.0,242191.95,4.07,59.26,4.07,0.25,1.0,121095.98,104845.0,104845.0,121095.98,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.155
2023-12-04,209690.0,232755.9,4.07,59.01,4.07,0.24,1.0,116377.95,104845.0,104845.0,116377.95,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.11
2023-12-05,209690.0,246385.75,4.07,60.22,4.07,0.24,1.0,123192.88,104845.0,104845.0,123192.88,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.175
2023-12-06,209690.0,252676.45,4.07,59.82,4.07,0.25,1.0,126338.23,104845.0,104845.0,126338.23,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.205
2023-12-07,209690.0,253724.9,4.07,60.15,4.07,0.25,1.0,126862.45,104845.0,104845.0,126862.45,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.21
2023-12-08,209690.0,251628.0,4.07,64.46,4.07,0.25,1.0,125814.0,104845.0,104845.0,125814.0,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.2
2023-12-11,209690.0,242191.95,4.07,64.71,4.07,0.25,1.0,121095.98,104845.0,104845.0,121095.98,,,,,,,,,,,,,,,0.13,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.155
2023-12-12,209690.0,235901.25,4.07,64.74,4.07,0.24,1.0,117950.63,104845.0,104845.0,117950.63,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.125
2023-12-13,209690.0,235901.25,4.07,65.83,4.07,0.24,1.0,117950.63,104845.0,104845.0,117950.63,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.125
2023-12-14,209690.0,243240.4,4.07,64.58,4.07,0.24,1.0,121620.2,104845.0,104845.0,121620.2,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.16
2023-12-15,209690.0,244288.85,4.07,64.39,4.07,0.24,1.0,122144.43,104845.0,104845.0,122144.43,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.165
2023-12-18,209690.0,229610.55,4.07,68.43,4.07,0.24,1.0,114805.28,104845.0,104845.0,114805.28,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.095
2023-12-19,209690.0,226465.2,4.07,67.4,4.07,0.23,1.0,113232.6,104845.0,104845.0,113232.6,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.08
2023-12-20,209690.0,215980.7,4.07,64.0,4.07,0.22,1.0,107990.35,104845.0,104845.0,107990.35,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.03
2023-12-21,209690.0,213883.8,4.07,72.7,4.07,0.21,1.0,106941.9,104845.0,104845.0,106941.9,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.02
2023-12-22,209690.0,212835.35,4.07,74.69,4.07,0.21,1.0,106417.68,104845.0,104845.0,106417.68,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.015
2023-12-25,209690.0,212835.35,4.07,70.96,4.07,0.21,1.0,106417.68,104845.0,104845.0,106417.68,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,
2023-12-26,209690.0,212835.35,4.07,70.96,4.07,0.21,1.0,106417.68,104845.0,104845.0,106417.68,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,
2023-12-27,209690.0,220174.5,4.07,70.96,4.07,0.22,1.0,110087.25,104845.0,104845.0,110087.25,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.05
2023-12-28,209690.0,212835.35,4.07,70.1,4.07,0.22,1.0,106417.68,104845.0,104845.0,106417.68,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.015
2023-12-29,209690.0,233804.35,4.07,65.65,4.07,0.22,1.0,116902.18,104845.0,104845.0,116902.18,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.115
2024-01-01,209690.0,233804.35,4.07,52.62,4.07,0.22,1.0,116902.18,104845.0,104845.0,116902.18,,,,,,,,,,,,,,,0.11,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,
2024-01-02,209690.0,234852.8,4.07,52.62,4.07,0.23,1.0,117426.4,104845.0,104845.0,117426.4,,,,,,,,,,,,,,,0.12,,100.0,72.3,0.0,0.0,0.0,100.0,,1.0,100.0,1.446,1.12
