,AF FP Equity_DX_SI_QTY,AF FP Equity_DX_SHORT_INTEREST_VALUE,AF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AF FP Equity_DX_SI_MV,AF FP Equity_DX_DSS,AF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY,AF FP Equity_DX_BROKER_SI_QTY,AF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AF FP Equity_DX_BROKER_SI_MV_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AF FP Equity_DX_SUPPLY_SI_QTY_INC_x,AF FP Equity_DX_BROKER_SI_MV_INC_x,AF FP Equity_DX_SUPPLY_SI_MV_NEW,AF FP Equity_DX_BROKER_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_NEW,AF FP Equity_DX_SUPPLY_SI_MV_DEC,AF FP Equity_DX_BROKER_SI_QTY_INC,AF FP Equity_DX_SUPPLY_SI_QTY_DEC,AF FP Equity_DX_BROKER_SI_MV_NEW_y,AF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AF FP Equity_DX_BROKER_SI_MV_INC_y,AF FP Equity_DX_SUPPLY_SI_QTY_INC_y,AF FP Equity_DX_BROKER_SI_MV_ADD,AF FP Equity_DX_SUPPLY_SI_QTY_ADD,AF FP Equity_DX_BROKER_SI_QTY_DEC,AF FP Equity_DX_SUPPLY_SI_MV,AF FP Equity_DX_BROKER_SI_MV_DEC,AF FP Equity_DX_SUPPLY_SI_MV_RMV,AF FP Equity_DX_BROKER_SI_MV_RMV,AF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AF FP Equity_DX_UTILIZATION_QUANTITY,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AF FP Equity_DX_ACTIVE_UTILIZATION_MV,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AF FP Equity_DX_BROKER_SI_CON_RATIO,AF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AF FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-12-06,25554150.0,194415973.2,22.39,18.24,9.72,200.63,2.0,176918044.9,16556563.0,23254212.0,125962331.3,,,213353.0,3.73,,,,0.0,209986.0,5203.0,,,3.73,213353.0,,9523.0,321836.0,126.04,1.42,,,99.23,93.79,128220.0,975497.76,,0.98,99.23,14.86,0.1217,19.82,1.4475
2024-12-09,25435296.0,193969567.3,22.28,17.48,9.68,200.44,2.0,176534060.47,16532791.0,23148972.0,126079064.17,,,11149.0,0.09,,,,0.84,12000.0,114918.0,,,0.09,11149.0,,79997.0,117241.0,125.91,0.92,,,98.76,93.3,207827.0,1584888.7,,1.58,98.76,14.86,0.1221,19.9,1.4354
2024-12-10,25405888.0,195879396.48,22.26,17.82,9.67,201.16,2.0,178134014.22,16480438.0,23104282.0,127064176.98,,,4861.0,,,,,0.4,,57214.0,,,,4861.0,,,44690.0,125.82,0.0,,,99.23,93.25,128220.0,988576.2,,0.98,99.23,14.77,0.122,19.95,1.4376
2024-12-11,25147988.0,192734180.03,22.03,17.65,9.57,200.01,2.0,178543471.65,15983328.0,23296382.0,122496225.79,,,31079.0,6.99,,,,3.93,872810.0,530612.0,,,6.99,31079.0,,2423.0,680710.0,123.27,5.01,,,96.38,90.78,600477.0,4602055.73,,4.62,96.39,14.36,0.1216,19.66,1.4283
2024-12-12,25979736.0,206538901.2,22.76,18.18,9.89,207.69,2.0,188268974.4,16389828.0,23681632.0,130299132.6,,,450000.0,3.38,,,,0.37,450000.0,43500.0,,,3.38,450000.0,,,64750.0,125.93,0.0,,,98.74,93.06,208706.0,1659212.7,,1.6,98.75,13.83,0.122,19.78,1.4751
2024-12-13,25825278.0,206963777.89,22.62,17.59,9.83,210.7,2.0,189184638.75,16277272.0,23606768.0,130446057.81,,,1921.0,0.81,,,,0.57,1839.0,114477.0,,,0.81,1921.0,,,76703.0,129.08,0.0,,,98.14,92.43,309062.0,2476822.87,,2.51,98.09,14.05,0.1223,19.4,1.4664
2024-12-16,25757288.0,204049235.54,22.57,17.67,9.8,211.38,2.0,186554575.93,16277686.0,23548924.0,128951828.49,,,37776.0,0.29,,,,0.23,11701.0,37362.0,,,0.29,37776.0,,,69545.0,130.22,0.37,,,98.69,93.12,216262.0,1713227.56,,1.73,98.69,14.09,0.1228,19.35,1.4735
2024-12-17,24847404.0,198282283.92,21.77,16.9,9.46,203.04,2.0,180790730.4,16216975.0,22655480.0,129411460.5,,,49654.0,0.47,,,,1.02,55300.0,110365.0,,,0.47,49654.0,,,948743.0,128.45,8.11,,,98.66,93.06,219828.0,1754227.44,,1.74,98.66,14.0,0.1256,19.71,1.4258
2024-12-18,25199984.0,212435865.12,22.08,17.01,9.59,210.33,2.0,194084058.6,16192872.0,23023020.0,136505910.96,,,25416.0,3.39,,,,0.21,386307.0,77219.0,,,3.39,25416.0,,27700.0,18767.0,130.23,0.0,,,98.66,92.92,220242.0,1856640.06,,1.77,98.66,13.79,0.1257,19.97,1.446
2024-12-19,25181148.0,209104252.99,22.06,16.55,9.58,215.93,2.0,190868967.94,16267878.0,22985184.0,135088458.91,,,77237.0,3.86,,,,0.0,107157.0,3635.0,,,3.86,77237.0,,1404.0,144994.0,136.73,0.0,,,98.71,93.43,212093.0,1761220.27,,1.8,98.7,14.46,0.1267,19.33,1.4462
2024-12-20,25285736.0,202285888.0,22.15,18.3,9.62,215.3,2.0,184957872.0,16274017.0,23119734.0,130192136.0,,,93000.0,0.45,,53100.0,,0.93,107694.0,86861.0,,,0.45,93000.0,0.44,,26244.0,134.57,1.32,,,98.75,93.54,205856.0,1646848.0,,1.71,98.75,14.67,0.1259,18.87,1.4534
2024-12-23,24944168.0,201698542.45,21.85,18.33,9.49,205.86,2.0,184267325.84,16067628.0,22788440.0,129922840.01,,,21283.0,,,,,2.11,,227672.0,,,,21283.0,,,331293.0,128.68,4.32,,,98.51,92.23,243217.0,1966652.66,,1.94,98.51,14.78,0.1257,19.51,1.4319
2024-12-24,25039942.0,203073929.62,21.94,18.64,9.53,207.66,2.0,185590991.76,16047003.0,22884216.0,130141194.33,,,6370.0,1.41,,,,0.17,141681.0,26995.0,,,1.41,6370.0,,,45907.0,129.87,0.14,,,98.53,92.02,239557.0,1942807.27,,1.94,98.53,14.81,0.1251,19.42,1.4359
2024-12-25,25039942.0,203073929.62,21.94,19.37,9.53,207.85,2.0,185590991.76,16047003.0,22884216.0,130141194.33,,,,,,,,,,,,,,,,,,130.05,,,,98.53,92.05,239557.0,1942807.27,,1.94,98.53,14.84,0.1251,19.39,1.4363
2024-12-26,25032842.0,203016348.62,21.93,19.37,9.53,207.89,2.0,185533410.76,16047003.0,22877116.0,130141194.33,,,,,,,,,,,,,,,,,7100.0,130.07,0.07,,,98.51,92.02,243467.0,1974517.37,,1.97,98.51,14.84,0.125,19.35,1.4354
2024-12-27,24933854.0,201814614.28,21.84,19.29,9.49,207.36,2.0,184423635.43,16037903.0,22785228.0,129810786.88,,,18931.0,0.17,,,,0.22,17000.0,28031.0,,,0.17,18931.0,,,108888.0,130.3,0.72,,,98.5,91.95,243467.0,1970621.9,,1.97,98.51,14.88,0.1258,19.37,1.4296
2024-12-30,25099254.0,203956538.0,21.99,19.39,9.55,208.67,2.0,186496803.13,16138303.0,22950628.0,131139850.18,,,70242.0,1.34,,,,0.22,167000.0,26514.0,,,1.34,70242.0,,56672.0,1600.0,130.74,0.0,,,98.5,92.31,245247.0,1992877.12,,1.99,98.5,15.04,0.1251,19.28,1.4357
2024-12-31,24889154.0,202199487.1,21.8,19.49,9.47,207.59,2.0,184744049.47,16138303.0,22740528.0,131107573.57,,,5872.0,,,,,0.05,,5872.0,,,,5872.0,,,210100.0,131.46,1.71,,,98.52,92.31,242677.0,1971507.95,,1.97,98.52,15.18,0.127,19.42,1.4237
2025-01-01,24889154.0,202199487.1,21.8,19.94,9.47,207.5,2.0,184744049.47,16138303.0,22740528.0,131107573.57,,,,,,,,,,,,,,,,,,131.34,,,,99.3,92.95,114457.0,929848.67,,0.93,99.3,15.18,0.127,19.42,1.4336
2025-01-02,25040096.0,202424136.06,21.94,20.06,9.53,209.25,2.0,185054627.31,16138303.0,22891468.0,130462041.45,,,252.0,1.32,,,,0.0,165000.0,252.0,,,1.32,252.0,,,14059.0,131.65,0.01,,,99.29,92.88,114824.0,928237.22,,0.94,99.29,15.06,0.1256,19.21,1.4412
2025-01-03,25082234.0,190725307.34,21.97,20.03,9.55,205.35,2.0,174387155.23,16153183.0,22933608.0,122828803.53,,,18551.0,0.0,,,,0.04,42139.0,3671.0,,,0.0,18551.0,,,,129.82,,,,99.37,92.99,102314.0,777995.66,,0.82,99.37,15.27,0.125,18.58,1.4439
2025-01-06,24537608.0,188252528.58,21.5,18.61,9.34,194.0,2.0,171768254.56,15949875.0,22388980.0,122367441.0,,,6352.0,,,,,2.28,,222050.0,,,,6352.0,,12390.0,544627.0,120.98,6.87,,,98.64,91.77,220167.0,1689121.22,,1.67,98.64,15.2,0.1251,19.58,1.4119
2025-01-07,24822874.0,195207081.14,21.75,18.7,9.45,198.63,2.0,178263102.27,15955213.0,22668248.0,125471795.03,,,28168.0,2.8,,,,0.13,294940.0,35055.0,,,2.8,28168.0,,12225.0,15673.0,122.71,0.0,,,98.64,91.45,220167.0,1731393.29,,1.69,98.64,15.97,0.1259,19.55,1.4228
2025-01-08,24810876.0,190547527.68,21.74,18.5,9.44,200.32,2.0,174026864.64,15980715.0,22659748.0,122731891.2,,,59090.0,0.17,,,,0.25,20500.0,33588.0,,,0.17,59090.0,,,29000.0,125.64,0.0,,,97.93,91.23,337261.0,2590164.48,,2.66,97.93,16.01,0.1252,19.07,1.4163
2025-01-09,24856768.0,179863573.25,21.78,18.16,9.46,195.54,2.0,164538651.46,16001140.0,22738896.0,115784249.04,,,49549.0,0.0,,,,0.65,87232.0,29124.0,,,0.0,49549.0,,,8083.0,122.68,0.07,,,98.17,90.7,298837.0,2162384.53,,2.3,98.16,16.16,0.1248,18.57,1.409
2025-01-10,25192896.0,183253125.5,22.07,17.65,9.59,191.9,2.0,167978656.58,16301169.0,23093024.0,118574703.31,,,341398.0,0.19,,,,0.39,360096.0,41369.0,,,0.19,341398.0,,,5967.0,119.8,0.11,,,99.37,92.51,103637.0,753855.54,,0.75,99.38,15.5,0.1248,18.84,1.4297
2025-01-13,25760236.0,181609663.8,22.57,17.65,9.8,191.81,2.0,166823783.4,16444535.0,23662948.0,115933971.75,,,159398.0,4.17,,,,0.35,573266.0,36300.0,,,4.17,159398.0,,20268.0,3342.0,119.5,0.4,,,100.0,93.34,0.0,0.0,,0.0,100.0,15.59,0.1251,18.27,1.4622
2025-01-14,28074822.0,201071875.16,24.6,18.65,10.68,204.84,3.0,186051112.83,16641434.0,25977536.0,119185950.31,,,241204.0,14.53,,40000.0,,0.46,2283851.0,60896.0,,,14.53,241204.0,0.3,16591.0,9265.0,116.95,0.78,,,100.0,94.04,0.0,0.0,,0.0,100.0,17.18,0.1306,19.54,1.5865
2025-01-15,28623324.0,203740820.23,25.08,18.52,10.89,210.85,3.0,188775538.42,16670295.0,26520868.0,118659159.81,,,127597.0,4.44,,,,0.64,543332.0,100562.0,,,4.44,127597.0,,1826.0,,119.41,,,,98.59,93.52,238629.0,1698561.22,,1.7,98.59,16.63,0.1315,19.49,1.6058
2025-01-16,28504092.0,202949135.04,24.97,18.03,10.85,209.18,3.0,187968398.72,16681916.0,26400056.0,118775241.92,,,21654.0,0.0,,,,0.07,15979.0,10033.0,,,0.0,21654.0,,,136789.0,118.61,1.35,,,99.02,93.55,165690.0,1179712.8,,1.18,99.02,16.75,0.1311,19.18,1.5984
2025-01-17,28747204.0,207899779.33,25.18,17.88,10.94,211.66,3.0,192405682.18,16833024.0,26604768.0,121736429.57,,,133850.0,1.55,,,,0.06,210795.0,7911.0,,,1.55,133850.0,,25170.0,6085.0,120.11,0.0,,,99.19,94.25,136810.0,989409.92,,0.98,99.19,16.75,0.1311,18.98,1.6096
2025-01-20,29685320.0,215634164.48,26.01,18.08,11.3,219.34,3.0,199949198.14,16880832.0,27526046.0,122622363.65,,,61349.0,7.02,,,,0.16,921279.0,34029.0,,,7.02,61349.0,,20488.0,,121.14,,,,97.12,92.18,500540.0,3635922.56,,3.64,97.09,17.58,0.1325,18.36,1.6211
2025-01-21,29912660.0,221054557.4,26.21,18.3,11.38,223.16,3.0,204843143.96,16898492.0,27718964.0,124879855.88,,,34113.0,2.69,,,,0.13,287577.0,18577.0,,,2.69,34113.0,,2122.0,94658.0,122.32,0.0,,,97.12,92.2,500538.0,3698975.82,,3.64,97.11,17.17,0.1316,18.29,1.632
2025-01-22,30597364.0,227889167.07,26.81,19.14,11.64,234.08,3.0,207931610.54,17370584.0,27917778.0,129376109.63,,,501800.0,4.18,,,,0.09,367880.0,29708.0,,,4.18,501800.0,,,169067.0,128.44,0.8,,,99.5,94.71,86662.0,645458.58,,0.64,99.5,16.93,0.1328,18.05,1.6682
2025-01-23,29780792.0,220258737.63,26.09,19.03,11.33,229.09,3.0,200293028.54,17455028.0,27081264.0,129097387.09,,,98732.0,5.95,,,,0.1,711783.0,14287.0,,,5.95,98732.0,,,1548297.0,129.85,11.2,,,100.0,94.97,0.0,0.0,,0.0,100.0,16.28,0.1279,17.51,1.6204
2025-01-24,30578610.0,227321386.74,26.79,19.57,11.64,233.44,3.0,209444118.41,17133666.0,28173812.0,127371673.04,,,17277.0,8.35,,,,2.63,1198958.0,338639.0,,,8.35,17277.0,,,106410.0,126.46,1.17,,,100.0,95.02,0.0,0.0,,0.0,100.0,16.64,0.1299,16.78,1.6958
2025-01-27,30603588.0,235525213.25,26.81,19.34,11.65,236.66,3.0,216976344.83,17120540.0,28193392.0,131759675.84,,,51259.0,0.82,,,,0.32,50421.0,68030.0,,,0.82,51259.0,,3645.0,30842.0,127.41,0.0,,,100.0,94.78,0.0,0.0,,0.0,100.0,16.64,0.1301,16.68,1.6942
2025-01-28,29870134.0,234361071.36,26.17,18.3,11.37,237.04,3.0,215686037.86,16966256.0,27489936.0,133117244.58,,,89248.0,5.31,,,,1.49,540938.0,246095.0,,,5.31,89248.0,,2563.0,1244393.0,130.69,6.8,,,100.0,93.94,0.0,0.0,,0.0,100.0,15.52,0.1299,18.81,1.6538
2025-01-29,30003596.0,230967682.01,26.29,18.21,11.42,240.25,3.0,215167244.48,16630704.0,27951058.0,128023159.39,,,20500.0,5.22,,,,2.38,789422.0,356052.0,,,5.22,20500.0,,,328300.0,130.32,1.03,,,100.0,93.45,0.0,0.0,,0.0,100.0,14.98,0.1257,18.74,1.686
2025-01-30,29209608.0,234261056.16,25.59,17.59,11.12,233.6,3.0,217493385.52,16945756.0,27118876.0,135904963.12,,,302180.0,0.16,,,,0.23,23500.0,22127.0,,,0.16,302180.0,,35000.0,855682.0,130.8,6.9,,,100.0,95.14,0.0,0.0,,0.0,100.0,14.21,0.1237,18.99,1.64
2025-01-31,29289496.0,234315968.0,25.66,17.17,11.15,240.65,3.0,217473312.0,16937488.0,27184164.0,135499904.0,,,19050.0,2.34,,,,0.0,104586.0,27319.0,,,2.34,19050.0,,,39298.0,136.13,0.43,,,100.0,95.11,0.0,0.0,,0.0,100.0,14.37,0.1251,19.26,1.6447
2025-02-03,29671716.0,233041657.46,25.99,17.37,11.29,242.6,3.0,216506379.94,17083728.0,27566384.0,134175599.71,,,160000.0,3.29,,,,0.14,384000.0,13759.0,,,3.29,160000.0,,,1780.0,136.73,0.16,,,100.0,95.1,2.0,15.71,,0.0,100.0,14.7,0.1233,19.02,1.6517
2025-02-04,29751140.0,241579256.8,26.06,17.87,11.32,241.03,3.0,224369209.12,17069384.0,27631676.0,138603398.08,,,20462.0,0.04,,,,0.4,79983.0,34808.0,,,0.04,20462.0,,,14691.0,133.73,1.06,,,97.85,93.56,374666.0,3042287.92,,2.92,97.86,14.52,0.1218,18.6,1.6308
2025-02-05,28962600.0,230426445.6,25.37,17.4,11.02,239.1,3.0,213563990.02,16996360.0,26843136.0,135223040.16,,,,0.0,,,,0.42,14131.0,73024.0,,,0.0,,,,802670.0,137.81,4.66,,,97.78,93.36,386090.0,3071732.04,,3.13,97.78,15.16,0.121,18.23,1.5909
2025-02-06,29346760.0,242110770.0,25.71,18.01,11.17,241.25,3.0,223365417.0,17155390.0,27074596.0,141531967.5,,,159043.0,2.22,,,,0.01,258400.0,1112.0,,,2.22,159043.0,,1100.0,26942.0,136.85,0.0,,,97.97,93.44,355402.0,2932066.5,,2.84,97.97,14.7,0.1174,17.72,1.5984
2025-02-07,28110960.0,230509872.0,24.63,16.77,10.7,236.41,3.0,210299332.0,17415916.0,25646260.0,142810511.2,,,359095.0,4.75,,,,0.75,406000.0,148010.0,,,4.75,359095.0,,49442.0,1834336.0,143.88,12.0,,,98.35,93.95,292950.0,2402190.0,,2.42,98.34,13.86,0.1125,16.38,1.5164
2025-02-10,27169584.0,223605676.32,23.8,15.87,10.34,228.12,3.0,203307204.32,17389544.0,24703184.0,143115947.12,,,96364.0,1.34,,,,1.05,149110.0,122738.0,,,1.34,96364.0,,,1092184.0,142.8,9.33,,,98.34,93.51,292948.0,2410962.04,,2.42,98.33,14.16,0.1133,17.06,1.4609
2025-02-11,26298444.0,215699837.69,23.04,15.29,10.01,220.68,3.0,195470424.89,17044600.0,23832044.0,139799809.2,,,92026.0,0.4,,,,3.51,39192.0,436969.0,,,0.4,92026.0,,,910332.0,140.0,7.6,,,97.97,91.66,352356.0,2890023.91,,2.95,97.94,13.34,0.1124,17.63,1.4142
2025-02-12,25693682.0,209506283.03,22.51,14.65,9.78,215.0,2.0,190134123.98,17003940.0,23317896.0,138650126.76,,,3700.0,1.2,,,,0.44,157321.0,44361.0,,,1.2,3700.0,,,671471.0,139.31,5.76,,,98.02,91.51,343080.0,2797474.32,,2.87,97.98,13.66,0.1125,18.26,1.3828
2025-02-13,24949692.0,210276004.18,21.86,13.89,9.49,208.68,2.0,195693153.77,16533902.0,23219406.0,139347726.06,,,177689.0,0.9,,,,5.45,127937.0,647726.0,,,0.9,177689.0,,,226426.0,134.76,2.39,,,97.1,89.03,493806.0,4161796.97,,4.0,97.12,13.69,0.1153,18.37,1.3435
2025-02-14,25686712.0,219056279.94,22.5,13.96,9.78,220.75,2.0,204068422.27,16860916.0,23929224.0,143789891.65,,,336114.0,8.72,,,,0.0,753019.0,9100.0,,,8.72,336114.0,,,43200.0,141.9,0.35,,,98.09,90.75,328500.0,2801448.0,,2.75,98.1,12.93,0.1179,19.89,1.3825
2025-02-17,25676328.0,223589464.22,22.49,14.5,9.77,222.8,2.0,208196750.61,16871080.0,23908676.0,146913364.64,,,24744.0,0.54,,,,0.03,14850.0,14579.0,,,0.54,24744.0,,,35400.0,143.52,0.08,,,98.03,90.72,338728.0,2949643.42,,2.89,98.02,12.85,0.1181,19.94,1.3807
2025-02-18,26281142.0,228172874.84,23.02,15.01,10.0,234.22,3.0,209335070.62,17326972.0,24111388.0,150432770.9,,,457293.0,3.25,,,,0.02,250262.0,5048.0,,,3.25,457293.0,,3645.0,47550.0,150.5,0.0,,,97.87,92.99,377516.0,3277593.91,,3.3,97.86,13.52,0.118,19.66,1.4104
2025-02-19,26682148.0,224396864.68,23.38,15.5,10.15,236.63,3.0,206824203.32,17310082.0,24592652.0,145577789.62,,,81037.0,4.37,,,,1.02,556698.0,97926.0,,,4.37,81037.0,,,75432.0,150.24,0.78,,,98.09,92.95,336422.0,2829309.02,,2.93,98.09,13.37,0.1184,19.38,1.4328
2025-02-20,26719716.0,223590583.49,23.41,15.56,10.17,231.06,3.0,206193578.43,17332106.0,24640724.0,145035063.01,,,36631.0,0.27,,,,0.31,57638.0,14607.0,,,0.27,36631.0,,,9566.0,145.3,1.73,,,98.24,93.13,311228.0,2604355.9,,3.48,97.66,13.32,0.1176,19.22,1.4358
2025-02-21,26615288.0,226389639.73,23.32,16.32,10.13,230.32,3.0,209619652.44,17214224.0,24643740.0,146424189.34,,,130173.0,0.77,,,,2.24,128304.0,248054.0,,,0.77,130173.0,,,125289.0,144.48,1.13,,,97.51,91.81,439364.0,3737230.18,,4.62,96.9,13.41,0.1184,19.18,1.4195
2025-02-24,25963770.0,225573233.76,22.75,16.23,9.88,227.43,2.0,208311585.22,16584944.0,23976932.0,144089993.47,,,22487.0,0.51,,5138.0,,5.02,28266.0,651768.0,,,0.51,22487.0,0.04,,700213.0,140.79,5.77,,,94.87,88.98,897184.0,7794734.59,,7.63,94.86,13.7,0.12,19.77,1.393
2025-02-25,25926060.0,222756707.52,22.71,16.82,9.87,229.72,2.0,206567747.04,16533648.0,24041870.0,142057103.62,,,56300.0,1.7,,,,0.41,101649.0,107596.0,,,1.7,56300.0,,,36710.0,142.39,0.0,,,94.86,88.37,895096.0,7690664.83,,7.77,94.83,13.69,0.121,20.0,1.3857
2025-02-26,25886636.0,228061263.16,22.68,17.39,9.85,229.13,2.0,211455364.64,16534271.0,24001744.0,145666927.51,,,5648.0,,,,,0.04,,5025.0,,,,5648.0,,,40125.0,142.5,0.71,,,95.12,88.56,847857.0,7469620.17,,7.29,95.14,13.69,0.1206,19.81,1.3865
2025-02-27,26270148.0,231387463.58,23.01,17.62,10.0,237.05,3.0,214785352.46,17125582.0,24385258.0,150842126.26,,,598552.0,5.25,,,,0.0,477245.0,7241.0,,,5.25,598552.0,,,93732.0,151.35,0.21,,,98.38,91.64,282528.0,2488506.62,,2.5,98.37,14.43,0.1217,19.63,1.4057
2025-02-28,26155764.0,230327657.78,22.91,18.07,9.95,235.93,2.0,213113935.55,16963720.0,24200992.0,149382518.32,,,84948.0,,,,,2.23,,246811.0,,,,84948.0,,,184267.0,149.56,1.75,,,98.26,91.01,300336.0,2644758.82,,2.65,98.26,14.43,0.1215,19.72,1.4033
2025-03-03,25786112.0,230269980.16,22.59,18.06,9.81,231.93,2.0,212858480.48,16514748.0,23836336.0,147476699.64,,,5379.0,,,,,4.18,,461127.0,,,,5379.0,,6777.0,364654.0,144.82,3.96,,,95.97,88.67,693568.0,6193562.24,,6.08,95.97,13.62,0.1209,20.02,1.3844
2025-03-04,25760348.0,222878530.9,22.57,17.71,9.8,232.09,2.0,206009103.55,16495989.0,23810576.0,142723296.83,,,1156.0,0.45,,,,0.09,40000.0,21282.0,,,0.45,1156.0,,1367.0,65762.0,146.0,0.0,,,95.89,88.59,706279.0,6110725.91,,6.26,95.89,13.63,0.1216,20.29,1.3834
2025-03-05,25993480.0,237736368.08,22.77,17.79,9.89,230.53,2.0,219937556.98,16850646.0,24047404.0,154116008.32,,,720319.0,2.61,,,,3.72,599016.0,400397.0,,,2.61,720319.0,,34735.0,362186.0,145.3,3.58,,,95.68,89.92,760234.0,6953100.16,,6.5,95.72,13.31,0.1224,21.17,1.387
2025-03-06,26136472.0,317819499.52,22.9,17.37,9.95,254.58,2.0,294155264.0,16850646.0,24190400.0,204903855.36,,,4536.0,9.54,,,,0.08,156832.0,11543.0,,,9.54,4536.0,,7007.0,13838.0,155.78,0.0,,,96.98,91.27,525408.0,6388961.28,,6.29,96.12,13.87,0.1226,20.71,1.4157
2025-03-07,26091930.0,301622710.8,22.78,12.64,9.93,312.88,2.0,278898409.6,16856852.0,24126160.0,194865209.12,,,35111.0,6.58,,16200.0,,0.0,13000.0,60657.0,,,6.58,35111.0,0.21,31752.0,93439.0,203.8,0.0,,,95.86,90.62,728852.0,8425529.12,,8.86,95.83,13.46,0.1283,22.53,1.4027
2025-03-10,27184180.0,310715177.4,23.73,12.54,10.35,318.75,3.0,282222061.92,17467344.0,24691344.0,199651741.92,,,763941.0,22.56,,,,3.15,1821326.0,175113.0,,,22.56,763941.0,,21665.0,1256142.0,202.62,19.79,,,96.92,89.72,555476.0,6349090.68,,7.16,96.59,12.82,0.1088,19.31,1.3963
2025-03-11,27542114.0,285611722.18,24.05,12.67,10.48,312.02,3.0,260174402.54,17674260.0,25089142.0,183282076.2,,,174622.0,4.09,,,,3.09,710087.0,180774.0,,,4.09,174622.0,,213067.0,312289.0,200.51,4.74,,,98.43,91.39,282006.0,2924402.22,,3.98,98.05,12.52,0.1076,19.47,1.4242
2025-03-12,25271966.0,252972379.66,22.06,11.42,9.62,265.88,2.0,231205074.1,16517872.0,23097410.0,165343898.72,,,142154.0,0.0,,,,22.2,353482.0,1451586.0,,,0.0,142154.0,,153044.0,2345214.0,171.64,38.54,,,94.49,89.03,962298.0,9632602.98,,9.97,94.51,13.85,0.1015,14.55,1.3621
2025-03-13,25049098.0,248937935.92,21.87,11.03,9.53,256.58,2.0,228901695.61,16481224.0,23032974.0,163790404.11,,,284242.0,0.12,,,,4.99,265483.0,424890.0,,,0.12,284242.0,,104000.0,329919.0,165.28,6.17,,,93.68,88.93,1112800.0,11059006.4,,11.14,93.68,14.12,0.1009,14.21,1.3517
2025-03-14,25004368.0,247293199.52,21.83,11.15,9.52,253.39,2.0,228131482.76,16042571.0,23066884.0,158661027.19,,,211488.0,2.83,,,,6.54,303000.0,650470.0,,,2.83,211488.0,,329.0,269090.0,159.07,4.61,,,94.54,88.34,926173.0,9159850.97,,9.21,94.53,13.65,0.0982,14.25,1.3769
2025-03-17,25186476.0,255013069.5,21.99,11.08,9.58,253.73,2.0,233223705.0,16252468.0,23034440.0,164556238.5,,,471824.0,1.92,,,,2.75,312787.0,261927.0,,,1.92,471824.0,,,345231.0,160.67,3.15,,,96.71,89.61,553282.0,5601980.25,,5.48,96.7,13.44,0.0982,14.34,1.3887
2025-03-18,24795284.0,249688509.88,21.65,10.89,9.44,253.48,2.0,228151357.8,16113992.0,22656540.0,162267899.44,,,284.0,1.36,,,,1.0,104000.0,138760.0,,,1.36,284.0,,,481900.0,163.13,3.28,,,96.31,89.08,617152.0,6214720.64,,6.25,96.31,13.25,0.0988,14.88,1.3707
2025-03-19,23756784.0,235287188.74,20.74,10.46,9.04,241.77,2.0,214652224.54,15055171.0,21673286.0,149106413.58,,,21640.0,0.0,,,,11.26,15000.0,1091461.0,,,0.0,21640.0,,11000.0,998254.0,151.84,10.12,,,91.72,83.51,1358402.0,13453613.41,,13.67,91.74,13.91,0.1018,15.55,1.3178
2025-03-20,22524012.0,219564068.98,19.67,9.86,8.57,225.82,2.0,199767850.07,14841651.0,20493214.0,144676413.95,,,,,,,,2.71,,213520.0,,,,,,,1180072.0,147.33,12.48,,,91.35,78.0,1405454.0,13700365.59,,13.91,91.38,14.7,0.1079,16.41,1.1838
2025-03-21,22433376.0,212892738.24,19.59,9.94,8.54,221.34,2.0,193675374.36,14768713.0,20408364.0,140155086.37,,,21041.0,0.7,,,,2.12,74701.0,178138.0,,,0.7,21041.0,,84159.0,159552.0,144.14,2.93,,,91.12,78.0,1438576.0,13652086.24,,14.02,91.14,14.77,0.1085,16.43,1.1848
2025-03-24,22450292.0,211032744.8,19.6,9.87,8.54,217.08,2.0,192196122.4,14797898.0,20446396.0,139100241.2,,,115870.0,0.89,,,,1.56,153533.0,127857.0,,,0.89,115870.0,,41172.0,115500.0,140.61,2.22,,,91.48,78.09,1377623.0,12949656.2,,13.07,91.49,14.7,0.1093,16.48,1.1847
