,LCWLD FP Equity_DX_SI_QTY,LCWLD FP Equity_DX_SHORT_INTEREST_VALUE,LCWLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LCWLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LCWLD FP Equity_DX_SI_MV,LCWLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LCWLD FP Equity_DX_SUPPLY_SI_QTY,LCWLD FP Equity_DX_BROKER_SI_QTY,LCWLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LCWLD FP Equity_DX_SUPPLY_SI_MV,LCWLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LCWLD FP Equity_DX_UTILIZATION_QUANTITY,LCWLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LCWLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LCWLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LCWLD FP Equity_DX_ACTIVE_UTILIZATION_MV,LCWLD FP Equity_DX_BROKER_SI_CON_RATIO,LCWLD FP Equity_DX_DEMAND_SUPPLY_RATIO,LCWLD FP Equity_PX_LAST
2021-06-29,,,,,,,,,,,,,,,,,,,10.3074
2021-06-30,,,,,,,,,,,,,,,,,,,10.2983
2021-07-01,,,,,,,,,,,,,,,,,,,10.3244
2021-07-02,,,,,,,,,,,,,,,,,,,10.4002
2021-07-05,,,,,,,,,,,,,,,,,,,10.4374
2021-07-06,,,,,,,,,,,,,,,,,,,10.419
2021-07-07,,,,,,,,,,,,,,,,,,,10.4884
2021-07-08,,,,,,,,,,,,,,,,,,,10.4551
2021-07-09,,,,,,,,,,,,,,,,,,,10.4636
2021-07-12,,,,,,,,,,,,,,,,,,,10.4953
2021-07-13,,,,,,,,,,,,,,,,,,,10.563
2021-07-14,,,,,,,,,,,,,,,,,,,10.5369
2021-07-15,,,,,,,,,,,,,,,,,,,10.4829
2021-07-16,,,,,,,,,,,,,,,,,,,10.4476
2021-07-19,,,,,,,,,,,,,,,,,,,10.2589
2021-07-20,,,,,,,,,,,,,,,,,,,10.3746
2021-07-21,,,,,,,,,,,,,,,,,,,10.3806
2021-07-28,,,,,,,,,,,,,,,,,,,10.5296
2021-07-29,,,,,,,,,,,,,,,,,,,10.527
2021-07-30,,,,,,,,,,,,,,,,,,,10.499
2021-08-02,,,,,,,,,,,,,,,,,,,10.5405
2021-08-03,,,,,,,,,,,,,,,,,,,10.5551
2021-08-04,,,,,,,,,,,,,,,,,,,10.5992
2021-08-05,,,,,,,,,,,,,,,,,,,10.6248
2021-08-06,,,,,,,,,,,,,,,,,,,10.6412
2021-08-09,,,,,,,,,,,,,,,,,,,10.6911
2021-08-10,,,,,,,,,,,,,,,,,,,10.7164
2021-08-11,,,,,,,,,,,,,,,,,,,10.7374
2021-08-12,,,,,,,,,,,,,,,,,,,10.7752
2021-08-13,,,,,,,,,,,,,,,,,,,10.7682
2021-08-16,,,,,,,,,,,,,,,,,,,10.7513
2021-08-17,,,,,,,,,,,,,,,,,,,10.8007
2021-08-18,,,,,,,,,,,,,,,,,,,10.8039
2021-08-19,,,,,,,,,,,,,,,,,,,10.725
2021-08-20,,,,,,,,,,,,,,,,,,,10.8106
2021-08-23,,,,,,,,,,,,,,,,,,,10.8683
2021-08-24,,,,,,,,,,,,,,,,,,,10.8432
2021-08-25,,,,,,,,,,,,,,,,,,,10.8346
2021-08-26,,,,,,,,,,,,,,,,,,,10.789
2021-08-27,,,,,,,,,,,,,,,,,,,10.8017
2021-08-30,,,,,,,,,,,,,,,,,,,10.8534
2021-08-31,,,,,,,,,,,,,,,,,,,10.8282
2021-09-01,,,,,,,,,,,,,,,,,,,10.8302
2021-09-02,,,,,,,,,,,,,,,,,,,10.8538
2021-09-03,,,,,,,,,,,,,,,,,,,10.8463
2021-09-06,,,,,,,,,,,,,,,,,,,10.9233
2021-09-07,,,,,,,,,,,,,,,,,,,10.8535
2021-09-08,,,,,,,,,,,,,,,,,,,10.8082
2021-09-09,,,,,,,,,,,,,,,,,,,10.8233
2021-09-10,,,,,,,,,,,,,,,,,,,10.7459
2021-09-13,,,,,,,,,,,,,,,,,,,10.7338
2021-09-14,,,,,,,,,,,,,,,,,,,10.7338
2021-09-15,,,,,,,,,,,,,,,,,,,10.6821
2021-09-16,,,,,,,,,,,,,,,,,,,10.7222
2021-09-17,,,,,,,,,,,,,,,,,,,10.6961
2021-09-20,,,,,,,,,,,,,,,,,,,10.526
2021-09-21,,,,,,,,,,,,,,,,,,,10.6204
2021-09-22,,,,,,,,,,,,,,,,,,,10.661
2021-09-23,,,,,,,,,,,,,,,,,,,10.7568
2021-09-24,,,,,,,,,,,,,,,,,,,10.7127
2021-09-27,,,,,,,,,,,,,,,,,,,10.7057
2021-09-28,,,,,,,,,,,,,,,,,,,10.5122
2021-09-29,,,,,,,,,,,,,,,,,,,10.5898
2021-09-30,,,,,,,,,,,,,,,,,,,10.5665
2021-10-01,,,,,,,,,,,,,,,,,,,10.4991
2021-10-04,,,,,,,,,,,,,,,,,,,10.385
2021-10-05,,,,,,,,,,,,,,,,,,,10.5556
2021-10-06,,,,,,,,,,,,,,,,,,,10.4733
2021-10-07,,,,,,,,,,,,,,,,,,,10.7025
2021-10-08,,,,,,,,,,,,,,,,,,,10.6461
2021-10-11,,,,,,,,,,,,,,,,,,,10.6905
2021-10-12,,,,,,,,,,,,,,,,,,,10.6295
2021-10-13,,,,,,,,,,,,,,,,,,,10.6006
2021-10-14,,,,,,,,,,,,,,,,,,,10.771
2021-10-15,,,,,,,,,,,,,,,,,,,10.8422
2021-10-18,,,,,,,,,,,,,,,,,,,10.8319
2021-10-19,,,,,,,,,,,,,,,,,,,10.9016
2021-10-20,,,,,,,,,,,,,,,,,,,10.9527
2021-10-21,,,,,,,,,,,,,,,,,,,10.942
2021-10-22,,,,,,,,,,,,,,,,,,,10.9972
2021-10-25,,,,,,,,,,,,,,,,,,,11.0265
2021-10-26,,,,,,,,,,,,,,,,,,,11.1329
2021-10-27,,,,,,,,,,,,,,,,,,,11.1417
2021-10-28,,,,,,,,,,,,,,,,,,,11.1458
2021-10-29,,,,,,,,,,,,,,,,,,,11.2416
2021-11-01,,,,,,,,,,,,,,,,,,,11.2643
2021-11-02,,,,,,,,,,,,,,,,,,,11.3529
2021-11-03,,,,,,,,,,,,,,,,,,,11.3384
2021-11-04,,,,,,,,,,,,,,,,,,,11.4762
2021-11-05,,,,,,,,,,,,,,,,,,,11.5098
2021-11-08,,,,,,,,,,,,,,,,,,,11.495
2021-11-09,,,,,,,,,,,,,,,,,,,11.5023
2021-11-10,,,,,,,,,,,,,,,,,,,11.5059
2021-11-11,,,,,,,,,,,,,,,,,,,11.5408
2021-11-12,,,,,,,,,,,,,,,,,,,11.6322
2021-11-15,,,,,,,,,,,,,,,,,,,11.6553
2021-11-16,,,,,,,,,,,,,,,,,,,11.7756
2021-11-17,,,,,,,,,,,,,,,,,,,11.8074
2021-11-18,,,,,,,,,,,,,,,,,,,11.7621
2021-11-19,,,,,,,,,,,,,,,,,,,11.8356
2021-11-22,,,,,,,,,,,,,,,,,,,11.9643
2021-11-23,,,,,,,,,,,,,,,,,,,11.7604
2021-11-24,,,,,,,,,,,,,,,,,,,11.8501
2021-11-25,,,,,,,,,,,,,,,,,,,11.9016
2021-11-26,,,,,,,,,,,,,,,,,,,11.4871
2021-11-29,,,,,,,,,,,,,,,,,,,11.6354
2021-11-30,,,,,,,,,,,,,,,,,,,11.4864
2021-12-01,,,,,,,,,,,,,,,,,,,11.6698
2021-12-02,,,,,,,,,,,,,,,,,,,11.4479
2021-12-03,,,,,,,,,,,,,,,,,,,11.43
2021-12-06,,,,,,,,,,,,,,,,,,,11.5481
2021-12-07,,,,,,,,,,,,,,,,,,,11.8671
2021-12-08,,,,,,,,,,,,,,,,,,,11.7627
2021-12-09,,,,,,,,,,,,,,,,,,,11.8243
2021-12-10,,,,,,,,,,,,,,,,,,,11.7937
2021-12-13,,,,,,,,,,,,,,,,,,,11.8113
2021-12-14,,,,,,,,,,,,,,,,,,,11.6529
2021-12-15,,,,,,,,,,,,,,,,,,,11.7015
2021-12-16,,,,,,,,,,,,,,,,,,,11.8354
2021-12-17,,,,,,,,,,,,,,,,,,,11.7222
2021-12-20,,,,,,,,,,,,,,,,,,,11.4932
2021-12-21,,,,,,,,,,,,,,,,,,,11.6655
2021-12-22,,,,,,,,,,,,,,,,,,,11.7784
2021-12-23,,,,,,,,,,,,,,,,,,,11.9098
2021-12-24,,,,,,,,,,,,,,,,,,,11.8779
2021-12-27,,,,,,,,,,,,,,,,,,,11.994
2021-12-28,,,,,,,,,,,,,,,,,,,12.0562
2021-12-29,,,,,,,,,,,,,,,,,,,12.0093
2021-12-30,,,,,,,,,,,,,,,,,,,12.0714
2021-12-31,,,,,,,,,,,,,,,,,,,11.973
2022-01-03,,,,,,,,,,,,,,,,,,,12.0268
2022-01-04,,,,,,,,,,,,,,,,,,,12.0696
2022-01-05,,,,,,,,,,,,,,,,,,,12.0249
2022-01-06,,,,,,,,,,,,,,,,,,,11.8057
2022-01-07,,,,,,,,,,,,,,,,,,,11.7166
2022-01-10,,,,,,,,,,,,,,,,,,,11.564
2022-01-11,,,,,,,,,,,,,,,,,,,11.7081
2022-01-12,,,,,,,,,,,,,,,,,,,11.7522
2022-01-13,,,,,,,,,,,,,,,,,,,11.6932
2022-01-14,,,,,,,,,,,,,,,,,,,11.5515
2022-01-17,,,,,,,,,,,,,,,,,,,11.6281
2022-01-18,,,,,,,,,,,,,,,,,,,11.4994
2022-01-19,,,,,,,,,,,,,,,,,,,11.4554
2022-01-20,,,,,,,,,,,,,,,,,,,11.5385
2022-01-21,,,,,,,,,,,,,,,,,,,11.3179
2022-01-24,,,,,,,,,,,,,,,,,,,10.8754
2022-01-25,,,,,,,,,,,,,,,,,,,11.0025
2022-01-26,,,,,,,,,,,,,,,,,,,11.2022
2022-01-27,,,,,,,,,,,,,,,,,,,11.2751
2022-01-28,,,,,,,,,,,,,,,,,,,11.1779
2022-01-31,,,,,,,,,,,,,,,,,,,11.349
2022-02-01,,,,,,,,,,,,,,,,,,,11.3957
2022-02-02,,,,,,,,,,,,,,,,,,,11.4523
2022-02-03,,,,,,,,,,,,,,,,,,,11.2803
2022-02-04,,,,,,,,,,,,,,,,,,,11.1373
2022-02-07,,,,,,,,,,,,,,,,,,,11.1976
2022-02-08,,,,,,,,,,,,,,,,,,,11.2574
2022-02-09,,,,,,,,,,,,,,,,,,,11.4045
2022-02-10,,,,,,,,,,,,,,,,,,,11.3031
2022-02-11,,,,,,,,,,,,,,,,,,,11.2165
2022-02-14,,,,,,,,,,,,,,,,,,,11.0925
2022-02-15,,,,,,,,,,,,,,,,,,,11.2417
2022-02-16,,,,,,,,,,,,,,,,,,,11.1884
2022-02-17,,,,,,,,,,,,,,,,,,,11.1458
2022-02-18,,,,,,,,,,,,,,,,,,,11.0315
2022-02-21,,,,,,,,,,,,,,,,,,,10.8786
2022-02-22,,,,,,,,,,,,,,,,,,,10.9249
2022-02-23,,,,,,,,,,,,,,,,,,,10.8827
2022-02-24,,,,,,,,,,,,,,,,,,,10.7042
2022-02-25,,,,,,,,,,,,,,,,,,,11.0509
2022-02-28,,,,,,,,,,,,,,,,,,,11.0809
2022-03-01,,,,,,,,,,,,,,,,,,,11.0025
2022-03-02,,,,,,,,,,,,,,,,,,,11.1345
2022-03-03,,,,,,,,,,,,,,,,,,,11.1041
2022-03-04,,,,,,,,,,,,,,,,,,,10.9879
2022-03-07,,,,,,,,,,,,,,,,,,,10.9043
2022-03-08,,,,,,,,,,,,,,,,,,,10.6828
2022-03-09,,,,,,,,,,,,,,,,,,,10.88
2022-03-10,,,,,,,,,,,,,,,,,,,10.7487
2022-03-11,,,,,,,,,,,,,,,,,,,10.8867
2022-03-14,,,,,,,,,,,,,,,,,,,10.812
2022-03-15,,,,,,,,,,,,,,,,,,,10.9403
2022-03-16,,,,,,,,,,,,,,,,,,,11.1593
2022-03-17,,,,,,,,,,,,,,,,,,,11.1697
2022-03-18,,,,,,,,,,,,,,,,,,,11.3411
2022-03-21,,,,,,,,,,,,,,,,,,,11.382
2022-03-22,,,,,,,,,,,,,,,,,,,11.5057
2022-03-23,,,,,,,,,,,,,,,,,,,11.4579
2022-03-24,,,,,,,,,,,,,,,,,,,11.4584
2022-03-25,,,,,,,,,,,,,,,,,,,11.5068
2022-03-28,,,,,,,,,,,,,,,,,,,11.558
2022-03-29,,,,,,,,,,,,,,,,,,,11.6595
2022-03-30,,,,,,,,,,,,,,,,,,,11.5976
2022-03-31,,,,,,,,,,,,,,,,,,,11.586
2022-04-01,,,,,,,,,,,,,,,,,,,11.505
2022-04-04,,,,,,,,,,,,,,,,,,,11.6608
2022-04-05,,,,,,,,,,,,,,,,,,,11.711
2022-04-06,,,,,,,,,,,,,,,,,,,11.48
2022-04-07,,,,,,,,,,,,,,,,,,,11.4877
2022-04-08,,,,,,,,,,,,,,,,,,,11.6228
2022-04-11,,,,,,,,,,,,,,,,,,,11.418
2022-04-12,,,,,,,,,,,,,,,,,,,11.48
2022-04-13,,,,,,,,,,,,,,,,,,,11.4245
2022-04-14,,,,,,,,,,,,,,,,,,,11.4987
2022-04-19,,,,,,,,,,,,,,,,,,,11.5093
2022-04-20,,,,,,,,,,,,,,,,,,,11.5123
2022-04-21,,,,,,,,,,,,,,,,,,,11.5444
2022-04-22,,,,,,,,,,,,,,,,,,,11.2905
2022-04-25,,,,,,,,,,,,,,,,,,,11.1586
2022-04-26,,,,,,,,,,,,,,,,,,,11.1087
2022-04-27,,,,,,,,,,,,,,,,,,,11.1881
2022-04-28,,,,,,,,,,,,,,,,,,,11.2448
2022-04-29,,,,,,,,,,,,,,,,,,,11.3476
2022-05-02,,,,,,,,,,,,,,,,,,,11.1391
2022-05-03,,,,,,,,,,,,,,,,,,,11.2626
2022-05-04,,,,,,,,,,,,,,,,,,,11.1327
2022-05-05,,,,,,,,,,,,,,,,,,,11.1566
2022-05-06,,,,,,,,,,,,,,,,,,,10.9868
2022-05-09,,,,,,,,,,,,,,,,,,,10.7118
2022-05-10,,,,,,,,,,,,,,,,,,,10.6656
2022-05-11,,,,,,,,,,,,,,,,,,,10.7676
2022-05-12,,,,,,,,,,,,,,,,,,,10.7221
2022-05-13,,,,,,,,,,,,,,,,,,,10.993
2022-05-16,,,,,,,,,,,,,,,,,,,11.0011
2022-05-17,,,,,,,,,,,,,,,,,,,11.0583
2022-05-18,,,,,,,,,,,,,,,,,,,10.9885
2022-05-19,,,,,,,,,,,,,,,,,,,10.7809
2022-05-20,,,,,,,,,,,,,,,,,,,10.766
2022-05-23,,,,,,,,,,,,,,,,,,,10.8758
2022-05-24,,,,,,,,,,,,,,,,,,,10.6784
2022-05-25,,,,,,,,,,,,,,,,,,,10.7982
2022-05-26,,,,,,,,,,,,,,,,,,,10.9702
2022-05-27,,,,,,,,,,,,,,,,,,,11.1562
2022-05-30,,,,,,,,,,,,,,,,,,,11.2516
2022-05-31,,,,,,,,,,,,,,,,,,,11.1298
2022-06-01,,,,,,,,,,,,,,,,,,,11.0886
2022-06-02,,,,,,,,,,,,,,,,,,,11.1371
2022-06-03,,,,,,,,,,,,,,,,,,,11.0952
2022-06-06,,,,,,,,,,,,,,,,,,,11.1695
2022-06-07,,,,,,,,,,,,,,,,,,,11.0999
2022-06-08,,,,,,,,,,,,,,,,,,,11.1004
2022-06-09,,,,,,,,,,,,,,,,,,,11.0188
2022-06-10,,,,,,,,,,,,,,,,,,,10.7374
2022-06-13,,,,,,,,,,,,,,,,,,,10.489
2022-06-14,,,,,,,,,,,,,,,,,,,10.3566
2022-06-15,,,,,,,,,,,,,,,,,,,10.4459
2022-06-16,,,,,,,,,,,,,,,,,,,10.1756
2022-06-17,,,,,,,,,,,,,,,,,,,10.1934
2022-06-20,,,,,,,,,,,,,,,,,,,10.2074
2022-06-21,,,,,,,,,,,,,,,,,,,10.3262
2022-06-22,,,,,,,,,,,,,,,,,,,10.289
2022-06-23,,,,,,,,,,,,,,,,,,,10.3055
2022-06-24,,,,,,,,,,,,,,,,,,,10.537
2022-06-27,,,,,,,,,,,,,,,,,,,10.5826
2022-06-28,,,,,,,,,,,,,,,,,,,10.5586
2022-06-29,,,,,,,,,,,,,,,,,,,10.4527
2022-06-30,,,,,,,,,,,,,,,,,,,10.3761
2022-07-01,,,,,,,,,,,,,,,,,,,10.3613
2022-07-04,,,,,,,,,,,,,,,,,,,10.3971
2022-07-05,,,,,,,,,,,,,,,,,,,10.4001
2022-07-06,,,,,,,,,,,,,,,,,,,10.6127
2022-07-07,,,,,,,,,,,,,,,,,,,10.801
2022-07-08,,,,,,,,,,,,,,,,,,,10.8762
2022-07-11,,,,,,,,,,,,,,,,,,,10.8379
2022-07-12,,,,,,,,,,,,,,,,,,,10.8959
2022-07-13,,,,,,,,,,,,,,,,,,,10.7878
2022-07-14,,,,,,,,,,,,,,,,,,,10.7084
2022-07-15,,,,,,,,,,,,,,,,,,,10.8705
2022-07-18,,,,,,,,,,,,,,,,,,,10.9211
2022-07-19,,,,,,,,,,,,,,,,,,,11.0052
2022-07-20,,,,,,,,,,,,,,,,,,,11.1134
2022-07-21,,,,,,,,,,,,,,,,,,,11.1296
2022-07-22,,,,,,,,,,,,,,,,,,,11.1501
2022-07-25,,,,,,,,,,,,,,,,,,,11.1061
2022-07-26,,,,,,,,,,,,,,,,,,,11.1104
2022-07-27,,,,,,,,,,,,,,,,,,,11.1851
2022-07-28,,,,,,,,,,,,,,,,,,,11.3491
2022-07-29,,,,,,,,,,,,,,,,,,,11.3726
2022-08-01,,,,,,,,,,,,,,,,,,,11.424
2022-08-02,,,,,,,,,,,,,,,,,,,11.4173
2022-08-03,,,,,,,,,,,,,,,,,,,11.4611
2022-08-04,,,,,,,,,,,,,,,,,,,11.4926
2022-08-05,,,,,,,,,,,,,,,,,,,11.4547
2022-08-08,,,,,,,,,,,,,,,,,,,11.4616
2022-08-09,,,,,,,,,,,,,,,,,,,11.3181
2022-08-10,,,,,,,,,,,,,,,,,,,11.4181
2022-08-11,,,,,,,,,,,,,,,,,,,11.4938
2022-08-12,,,,,,,,,,,,,,,,,,,11.5747
2022-08-15,,,,,,,,,,,,,,,,,,,11.678
2022-08-16,,,,,,,,,,,,,,,,,,,11.7408
2022-08-17,,,,,,,,,,,,,,,,,,,11.6052
2022-08-18,,,,,,,,,,,,,,,,,,,11.6724
2022-08-19,,,,,,,,,,,,,,,,,,,11.5853
2022-08-22,,,,,,,,,,,,,,,,,,,11.4986
2022-08-23,,,,,,,,,,,,,,,,,,,11.3794
2022-08-24,,,,,,,,,,,,,,,,,,,11.4064
2022-08-25,,,,,,,,,,,,,,,,,,,11.4576
2022-08-26,,,,,,,,,,,,,,,,,,,11.2746
2022-08-29,,,,,,,,,,,,,,,,,,,11.0202
2022-08-30,,,,,,,,,,,,,,,,,,,10.9655
2022-08-31,,,,,,,,,,,,,,,,,,,10.8462
2022-09-01,,,,,,,,,,,,,,,,,,,10.7129
2022-09-02,,,,,,,,,,,,,,,,,,,10.8398
2022-09-05,,,,,,,,,,,,,,,,,,,10.7785
2022-09-06,,,,,,,,,,,,,,,,,,,10.7762
2022-09-07,,,,,,,,,,,,,,,,,,,10.7062
2022-09-08,,,,,,,,,,,,,,,,,,,10.8511
2022-09-09,,,,,,,,,,,,,,,,,,,10.9465
2022-09-12,,,,,,,,,,,,,,,,,,,11.0168
2022-09-13,,,,,,,,,,,,,,,,,,,10.8353
2022-09-14,,,,,,,,,,,,,,,,,,,10.7559
2022-09-15,,,,,,,,,,,,,,,,,,,10.6963
2022-09-16,,,,,,,,,,,,,,,,,,,10.6336
2022-09-19,,,,,,,,,,,,,,,,,,,10.5936
2022-09-20,,,,,,,,,,,,,,,,,,,10.5313
2022-09-21,,,,,,,,,,,,,,,,,,,10.6646
2022-09-22,,,,,,,,,,,,,,,,,,,10.4611
2022-09-23,,,,,,,,,,,,,,,,,,,10.3301
2022-09-26,,,,,,,,,,,,,,,,,,,10.3412
2022-09-27,,,,,,,,,,,,,,,,,,,10.3447
2022-09-28,,,,,,,,,,,,,,,,,,,10.3937
2022-09-29,,,,,,,,,,,,,,,,,,,10.1288
2022-09-30,,,,,,,,,,,,,,,,,,,10.2319
2022-10-03,,,,,,,,,,,,,,,,,,,10.2598
2022-10-04,,,,,,,,,,,,,,,,,,,10.4742
2022-10-05,,,,,,,,,,,,,,,,,,,10.4165
2022-10-06,,,,,,,,,,,,,,,,,,,10.4478
2022-10-07,,,,,,,,,,,,,,,,,,,10.2544
2022-10-10,,,,,,,,,,,,,,,,,,,10.1662
2022-10-11,,,,,,,,,,,,,,,,,,,10.1564
2022-10-12,,,,,,,,,,,,,,,,,,,10.1082
2022-10-13,,,,,,,,,,,,,,,,,,,10.1465
2022-10-14,,,,,,,,,,,,,,,,,,,10.1551
2022-10-17,,,,,,,,,,,,,,,,,,,10.2565
2022-10-18,,,,,,,,,,,,,,,,,,,10.2642
2022-10-20,,,,,,,,,,,,,,,,,,,10.328
2022-10-21,,,,,,,,,,,,,,,,,,,10.2725
2022-10-24,,,,,,,,,,,,,,,,,,,10.3507
2022-10-25,,,,,,,,,,,,,,,,,,,10.5296
2022-10-26,,,,,,,,,,,,,,,,,,,10.6006
2022-10-27,,,,,,,,,,,,,,,,,,,10.6038
2022-10-28,,,,,,,,,,,,,,,,,,,10.6528
2022-11-01,,,,,,,,,,,,,,,,,,,10.7881
2022-11-02,,,,,,,,,,,,,,,,,,,10.7773
2022-11-03,,,,,,,,,,,,,,,,,,,10.7004
2022-11-04,,,,,,,,,,,,,,,,,,,10.7486
2022-11-07,,,,,,,,,,,,,,,,,,,10.8132
2022-11-08,,,,,,,,,,,,,,,,,,,10.9317
2022-11-09,,,,,,,,,,,,,,,,,,,10.8464
2022-11-10,,,,,,,,,,,,,,,,,,,11.1335
2022-11-11,,,,,,,,,,,,,,,,,,,11.1226
2022-11-16,,,,,,,,,,,,,,,,,,,11.066
2022-11-17,,,,,,,,,,,,,,,,,,,11.025
2022-11-18,,,,,,,,,,,,,,,,,,,11.1225
2022-11-21,,,,,,,,,,,,,,,,,,,11.1772
2022-11-22,,,,,,,,,,,,,,,,,,,11.2536
2022-11-23,,,,,,,,,,,,,,,,,,,11.3221
2022-11-24,,,,,,,,,,,,,,,,,,,11.354
2022-11-25,,,,,,,,,,,,,,,,,,,11.3392
2022-11-28,,,,,,,,,,,,,,,,,,,11.2798
2022-11-29,,,,,,,,,,,,,,,,,,,11.2798
2022-11-30,,,,,,,,,,,,,,,,,,,11.2453
2022-12-01,,,,,,,,,,,,,,,,,,,11.2453
2022-12-02,,,,,,,,,,,,,,,,,,,11.2453
2022-12-05,,,,,,,,,,,,,,,,,,,11.2453
2022-12-06,,,,,,,,,,,,,,,,,,,11.2758
2022-12-07,,,,,,,,,,,,,,,,,,,11.2758
2022-12-08,,,,,,,,,,,,,,,,,,,11.2758
2022-12-09,,,,,,,,,,,,,,,,,,,11.1994
2022-12-12,,,,,,,,,,,,,,,,,,,11.1994
2022-12-13,,,,,,,,,,,,,,,,,,,11.1994
2022-12-14,,,,,,,,,,,,,,,,,,,11.2986
2022-12-15,,,,,,,,,,,,,,,,,,,11.2986
2022-12-16,,,,,,,,,,,,,,,,,,,10.9653
2022-12-19,,,,,,,,,,,,,,,,,,,10.8987
2022-12-20,,,,,,,,,,,,,,,,,,,10.8987
2022-12-21,,,,,,,,,,,,,,,,,,,10.8987
2022-12-22,,,,,,,,,,,,,,,,,,,10.9963
2022-12-23,,,,,,,,,,,,,,,,,,,10.9963
2022-12-27,,,,,,,,,,,,,,,,,,,10.9425
2022-12-28,,,,,,,,,,,,,,,,,,,10.9425
2022-12-29,,,,,,,,,,,,,,,,,,,10.7354
2022-12-30,,,,,,,,,,,,,,,,,,,10.837
2023-01-02,,,,,,,,,,,,,,,,,,,10.837
2023-01-03,,,,,,,,,,,,,,,,,,,10.837
2023-01-04,,,,,,,,,,,,,,,,,,,10.837
2023-01-05,,,,,,,,,,,,,,,,,,,11.0282
2023-01-06,,,,,,,,,,,,,,,,,,,11.042
2023-01-09,,,,,,,,,,,,,,,,,,,11.1837
2023-01-10,,,,,,,,,,,,,,,,,,,11.1181
2023-01-11,,,,,,,,,,,,,,,,,,,11.158
2023-01-12,,,,,,,,,,,,,,,,,,,11.2526
2023-01-13,,,,,,,,,,,,,,,,,,,11.2954
2023-01-16,,,,,,,,,,,,,,,,,,,11.2954
2023-01-17,,,,,,,,,,,,,,,,,,,11.2954
2023-01-18,,,,,,,,,,,,,,,,,,,11.4182
2023-01-19,,,,,,,,,,,,,,,,,,,11.4182
2023-01-20,,,,,,,,,,,,,,,,,,,11.1868
2023-01-23,,,,,,,,,,,,,,,,,,,11.2843
2023-01-24,,,,,,,,,,,,,,,,,,,11.2843
2023-01-25,,,,,,,,,,,,,,,,,,,11.2843
2023-01-26,,,,,,,,,,,,,,,,,,,11.2843
2023-01-27,,,,,,,,,,,,,,,,,,,11.2843
2023-01-30,,,,,,,,,,,,,,,,,,,11.2843
2023-01-31,,,,,,,,,,,,,,,,,,,11.2843
2023-02-01,,,,,,,,,,,,,,,,,,,11.4882
2023-02-02,,,,,,,,,,,,,,,,,,,11.7097
2023-02-03,,,,,,,,,,,,,,,,,,,11.7097
2023-02-06,,,,,,,,,,,,,,,,,,,11.7097
2023-02-07,,,,,,,,,,,,,,,,,,,11.6971
2023-02-08,,,,,,,,,,,,,,,,,,,11.7948
2023-02-09,,,,,,,,,,,,,,,,,,,11.7948
2023-02-10,,,,,,,,,,,,,,,,,,,11.6684
2023-02-13,,,,,,,,,,,,,,,,,,,11.6597
2023-02-14,,,,,,,,,,,,,,,,,,,11.7506
2023-02-15,,,,,,,,,,,,,,,,,,,11.7506
2023-02-16,,,,,,,,,,,,,,,,,,,11.8
2023-02-17,,,,,,,,,,,,,,,,,,,11.6574
2023-02-20,,,,,,,,,,,,,,,,,,,11.7052
2023-02-21,,,,,,,,,,,,,,,,,,,11.7052
2023-02-22,,,,,,,,,,,,,,,,,,,11.5701
