,LCWLD FP Equity_DX_SI_QTY,LCWLD FP Equity_DX_SHORT_INTEREST_VALUE,LCWLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LCWLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LCWLD FP Equity_DX_SI_MV,LCWLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LCWLD FP Equity_DX_SUPPLY_SI_QTY,LCWLD FP Equity_DX_BROKER_SI_QTY,LCWLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LCWLD FP Equity_DX_SUPPLY_SI_MV,LCWLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LCWLD FP Equity_DX_UTILIZATION_QUANTITY,LCWLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LCWLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LCWLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LCWLD FP Equity_DX_ACTIVE_UTILIZATION_MV,LCWLD FP Equity_DX_BROKER_SI_CON_RATIO,LCWLD FP Equity_DX_DEMAND_SUPPLY_RATIO,LCWLD FP Equity_PX_LAST
2023-02-23,,,,,,,,,,,,,,,,,,,11.6606
2023-02-24,,,,,,,,,,,,,,,,,,,11.7365
2023-02-27,,,,,,,,,,,,,,,,,,,11.7365
2023-02-28,,,,,,,,,,,,,,,,,,,11.7365
2023-03-01,,,,,,,,,,,,,,,,,,,11.7365
2023-03-02,,,,,,,,,,,,,,,,,,,11.7365
2023-03-03,,,,,,,,,,,,,,,,,,,11.7365
2023-03-06,,,,,,,,,,,,,,,,,,,11.698
2023-03-07,,,,,,,,,,,,,,,,,,,11.765
2023-03-08,,,,,,,,,,,,,,,,,,,11.6897
2023-03-09,,,,,,,,,,,,,,,,,,,11.743
2023-03-10,,,,,,,,,,,,,,,,,,,11.51
2023-03-13,,,,,,,,,,,,,,,,,,,11.449
2023-03-14,,,,,,,,,,,,,,,,,,,11.305
2023-03-15,,,,,,,,,,,,,,,,,,,11.385
2023-03-16,,,,,,,,,,,,,,,,,,,11.429
2023-03-17,,,,,,,,,,,,,,,,,,,11.575
2023-03-20,,,,,,,,,,,,,,,,,,,11.371
2023-03-21,,,,,,,,,,,,,,,,,,,11.371
2023-03-22,,,,,,,,,,,,,,,,,,,11.371
2023-03-23,,,,,,,,,,,,,,,,,,,11.371
2023-03-24,,,,,,,,,,,,,,,,,,,11.5849
2023-03-27,,,,,,,,,,,,,,,,,,,11.5849
2023-03-28,,,,,,,,,,,,,,,,,,,11.5849
2023-03-29,,,,,,,,,,,,,,,,,,,11.598
2023-03-30,,,,,,,,,,,,,,,,,,,11.598
2023-03-31,,,,,,,,,,,,,,,,,,,11.598
2023-04-03,,,,,,,,,,,,,,,,,,,11.875
2023-04-04,,,,,,,,,,,,,,,,,,,11.7856
2023-04-05,,,,,,,,,,,,,,,,,,,11.7856
2023-04-06,,,,,,,,,,,,,,,,,,,11.7158
2023-04-11,,,,,,,,,,,,,,,,,,,11.7158
2023-04-12,,,,,,,,,,,,,,,,,,,11.7158
2023-04-13,,,,,,,,,,,,,,,,,,,11.7628
2023-04-14,,,,,,,,,,,,,,,,,,,11.8064
2023-04-17,,,,,,,,,,,,,,,,,,,11.9032
2023-04-18,,,,,,,,,,,,,,,,,,,11.9332
2023-04-19,,,,,,,,,,,,,,,,,,,11.9277
2023-04-20,,,,,,,,,,,,,,,,,,,11.9277
2023-04-21,,,,,,,,,,,,,,,,,,,11.897
2023-04-24,,,,,,,,,,,,,,,,,,,11.888
2023-04-25,,,,,,,,,,,,,,,,,,,11.888
2023-04-26,,,,,,,,,,,,,,,,,,,11.888
2023-04-27,,,,,,,,,,,,,,,,,,,11.888
2023-04-28,,,,,,,,,,,,,,,,,,,11.7932
2023-05-02,,,,,,,,,,,,,,,,,,,11.7932
2023-05-03,,,,,,,,,,,,,,,,,,,11.8245
2023-05-04,,,,,,,,,,,,,,,,,,,11.7467
2023-05-05,,,,,,,,,,,,,,,,,,,11.854
2023-05-08,,,,,,,,,,,,,,,,,,,11.9403
2023-05-09,,,,,,,,,,,,,,,,,,,11.9403
2023-05-10,,,,,,,,,,,,,,,,,,,11.9403
2023-05-11,,,,,,,,,,,,,,,,,,,11.989
2023-05-12,,,,,,,,,,,,,,,,,,,11.968
2023-05-15,,,,,,,,,,,,,,,,,,,12.0097
2023-05-16,,,,,,,,,,,,,,,,,,,12.0255
2023-05-17,,,,,,,,,,,,,,,,,,,12.0475
2023-05-18,,,,,,,,,,,,,,,,,,,12.195
2023-05-19,,,,,,,,,,,,,,,,,,,12.2167
2023-05-22,,,,,,,,,,,,,,,,,,,12.2456
2023-05-23,,,,,,,,,,,,,,,,,,,12.1676
2023-05-24,,,,,,,,,,,,,,,,,,,11.9645
2023-05-25,,,,,,,,,,,,,,,,,,,12.2369
2023-05-26,,,,,,,,,,,,,,,,,,,12.3721
2023-05-29,,,,,,,,,,,,,,,,,,,12.4078
2023-05-30,,,,,,,,,,,,,,,,,,,12.3728
2023-05-31,,,,,,,,,,,,,,,,,,,12.2626
2023-06-01,,,,,,,,,,,,,,,,,,,12.3496
2023-06-02,,,,,,,,,,,,,,,,,,,12.5532
2023-06-05,,,,,,,,,,,,,,,,,,,12.5175
2023-06-06,,,,,,,,,,,,,,,,,,,12.5488
2023-06-07,,,,,,,,,,,,,,,,,,,12.541
2023-06-08,,,,,,,,,,,,,,,,,,,12.5028
2023-06-09,,,,,,,,,,,,,,,,,,,12.5865
2023-06-12,,,,,,,,,,,,,,,,,,,12.6156
2023-06-13,,,,,,,,,,,,,,,,,,,12.7574
2023-06-14,,,,,,,,,,,,,,,,,,,12.781
2023-06-15,,,,,,,,,,,,,,,,,,,12.7381
2023-06-16,,,,,,,,,,,,,,,,,,,12.8003
2023-06-19,,,,,,,,,,,,,,,,,,,12.672
2023-06-20,,,,,,,,,,,,,,,,,,,12.6419
2023-06-21,,,,,,,,,,,,,,,,,,,12.598
2023-06-22,,,,,,,,,,,,,,,,,,,12.5452
2023-06-23,,,,,,,,,,,,,,,,,,,12.4649
2023-06-26,,,,,,,,,,,,,,,,,,,12.4618
2023-06-27,,,,,,,,,,,,,,,,,,,12.4324
2023-06-28,,,,,,,,,,,,,,,,,,,12.5359
2023-06-29,,,,,,,,,,,,,,,,,,,12.5848
2023-06-30,,,,,,,,,,,,,,,,,,,12.7205
2023-07-03,,,,,,,,,,,,,,,,,,,12.7087
2023-07-04,,,,,,,,,,,,,,,,,,,12.7246
2023-07-05,,,,,,,,,,,,,,,,,,,12.7039
2023-07-06,,,,,,,,,,,,,,,,,,,12.444
2023-07-07,,,,,,,,,,,,,,,,,,,12.4793
2023-07-10,,,,,,,,,,,,,,,,,,,12.4601
2023-07-11,,,,,,,,,,,,,,,,,,,12.517
2023-07-12,,,,,,,,,,,,,,,,,,,12.6235
2023-07-13,,,,,,,,,,,,,,,,,,,12.6626
2023-07-14,,,,,,,,,,,,,,,,,,,12.7149
2023-07-17,,,,,,,,,,,,,,,,,,,12.6527
2023-07-18,,,,,,,,,,,,,,,,,,,12.7334
2023-07-19,,,,,,,,,,,,,,,,,,,12.7879
2023-07-20,,,,,,,,,,,,,,,,,,,12.7667
2023-07-21,,,,,,,,,,,,,,,,,,,12.7933
2023-07-24,,,,,,,,,,,,,,,,,,,12.819
2023-07-25,,,,,,,,,,,,,,,,,,,12.8669
2023-07-26,,,,,,,,,,,,,,,,,,,12.795
2023-07-27,,,,,,,,,,,,,,,,,,,13.0377
2023-07-28,,,,,,,,,,,,,,,,,,,13.0114
2023-07-31,,,,,,,,,,,,,,,,,,,13.0103
2023-08-01,,,,,,,,,,,,,,,,,,,12.9444
2023-08-02,,,,,,,,,,,,,,,,,,,12.7478
2023-08-03,,,,,,,,,,,,,,,,,,,12.686
2023-08-04,,,,,,,,,,,,,,,,,,,12.714
2023-08-07,,,,,,,,,,,,,,,,,,,12.7205
2023-08-08,,,,,,,,,,,,,,,,,,,12.7194
2023-08-09,,,,,,,,,,,,,,,,,,,12.652
2023-08-10,,,,,,,,,,,,,,,,,,,12.7294
2023-08-11,,,,,,,,,,,,,,,,,,,12.5982
2023-08-14,,,,,,,,,,,,,,,,,,,12.6933
2023-08-15,,,,,,,,,,,,,,,,,,,12.6599
2023-08-16,,,,,,,,,,,,,,,,,,,12.648
2023-08-17,,,,,,,,,,,,,,,,,,,12.5555
2023-08-18,,,,,,,,,,,,,,,,,,,12.4698
2023-08-21,,,,,,,,,,,,,,,,,,,12.5223
2023-08-22,,,,,,,,,,,,,,,,,,,12.6951
2023-08-23,,,,,,,,,,,,,,,,,,,12.7415
2023-08-24,,,,,,,,,,,,,,,,,,,12.7195
2023-08-25,,,,,,,,,,,,,,,,,,,12.6629
2023-08-28,,,,,,,,,,,,,,,,,,,12.7786
2023-08-29,,,,,,,,,,,,,,,,,,,12.9197
2023-08-30,,,,,,,,,,,,,,,,,,,12.9229
2023-08-31,,,,,,,,,,,,,,,,,,,12.9951
2023-09-01,,,,,,,,,,,,,,,,,,,13.0019
2023-09-04,,,,,,,,,,,,,,,,,,,13.0177
2023-09-05,,,,,,,,,,,,,,,,,,,13.0561
2023-09-06,,,,,,,,,,,,,,,,,,,12.9491
2023-09-07,,,,,,,,,,,,,,,,,,,12.8793
2023-09-08,,,,,,,,,,,,,,,,,,,12.9001
2023-09-11,,,,,,,,,,,,,,,,,,,12.8926
2023-09-12,,,,,,,,,,,,,,,,,,,12.9052
2023-09-13,,,,,,,,,,,,,,,,,,,12.8983
2023-09-14,,,,,,,,,,,,,,,,,,,13.0739
2023-09-15,,,,,,,,,,,,,,,,,,,12.9852
2023-09-18,,,,,,,,,,,,,,,,,,,12.863
2023-09-19,,,,,,,,,,,,,,,,,,,12.8218
2023-09-20,,,,,,,,,,,,,,,,,,,12.9174
2023-09-21,,,,,,,,,,,,,,,,,,,12.6895
2023-09-22,,,,,,,,,,,,,,,,,,,12.7051
2023-09-25,,,,,,,,,,,,,,,,,,,12.6808
2023-09-26,,,,,,,,,,,,,,,,,,,12.6138
2023-09-27,,,,,,,,,,,,,,,,,,,12.6003
2023-09-28,,,,,,,,,,,,,,,,,,,12.6299
2023-09-29,,,,,,,,,,,,,,,,,,,12.7227
2023-10-02,,,,,,,,,,,,,,,,,,,12.6873
2023-10-03,,,,,,,,,,,,,,,,,,,12.5049
2023-10-04,,,,,,,,,,,,,,,,,,,12.73
2023-10-05,,,,,,,,,,,,,,,,,,,12.4874
2023-10-06,,,,,,,,,,,,,,,,,,,12.5707
2023-10-09,,,,,,,,,,,,,,,,,,,12.5572
2023-10-10,,,,,,,,,,,,,,,,,,,12.7848
2023-10-11,,,,,,,,,,,,,,,,,,,12.7575
2023-10-12,,,,,,,,,,,,,,,,,,,12.8624
2023-10-13,,,,,,,,,,,,,,,,,,,12.7162
2023-10-16,,,,,,,,,,,,,,,,,,,12.7681
2023-10-17,,,,,,,,,,,,,,,,,,,12.7432
2023-10-18,,,,,,,,,,,,,,,,,,,12.5995
2023-10-19,,,,,,,,,,,,,,,,,,,12.4307
2023-10-20,,,,,,,,,,,,,,,,,,,12.2242
2023-10-23,,,,,,,,,,,,,,,,,,,12.2229
2023-10-24,,,,,,,,,,,,,,,,,,,12.2976
2023-10-25,,,,,,,,,,,,,,,,,,,12.2648
2023-10-26,,,,,,,,,,,,,,,,,,,12.1572
2023-10-27,,,,,,,,,,,,,,,,,,,12.0711
2023-10-30,,,,,,,,,,,,,,,,,,,12.0427
2023-10-31,,,,,,,,,,,,,,,,,,,12.2044
2023-11-01,,,,,,,,,,,,,,,,,,,12.3074
2023-11-02,,,,,,,,,,,,,,,,,,,12.4947
2023-11-03,,,,,,,,,,,,,,,,,,,12.6143
2023-11-06,,,,,,,,,,,,,,,,,,,12.5946
2023-11-07,,,,,,,,,,,,,,,,,,,12.6299
2023-11-08,,,,,,,,,,,,,,,,,,,12.6306
2023-11-09,,,,,,,,,,,,,,,,,,,12.7507
2023-11-10,,,,,,,,,,,,,,,,,,,12.6735
2023-11-13,,,,,,,,,,,,,,,,,,,12.749
2023-11-14,,,,,,,,,,,,,,,,,,,12.8788
2023-11-15,,,,,,,,,,,,,,,,,,,12.8779
2023-11-16,,,,,,,,,,,,,,,,,,,12.8104
2023-11-17,,,,,,,,,,,,,,,,,,,12.897
2023-11-20,,,,,,,,,,,,,,,,,,,12.9397
2023-11-21,,,,,,,,,,,,,,,,,,,12.972
2023-11-22,,,,,,,,,,,,,,,,,,,13.0264
2023-11-23,,,,,,,,,,,,,,,,,,,13.0428
2023-11-24,,,,,,,,,,,,,,,,,,,13.0275
2023-11-27,,,,,,,,,,,,,,,,,,,13.0067
2023-11-28,,,,,,,,,,,,,,,,,,,12.9498
2023-11-29,,,,,,,,,,,,,,,,,,,13.0061
2023-11-30,,,,,,,,,,,,,,,,,,,13.035
2023-12-01,,,,,,,,,,,,,,,,,,,13.1505
2023-12-04,,,,,,,,,,,,,,,,,,,13.1413
2023-12-05,,,,,,,,,,,,,,,,,,,13.1442
2023-12-06,,,,,,,,,,,,,,,,,,,13.2285
2023-12-07,,,,,,,,,,,,,,,,,,,13.1649
2023-12-08,,,,,,,,,,,,,,,,,,,13.2639
2023-12-11,,,,,,,,,,,,,,,,,,,13.3293
2023-12-12,,,,,,,,,,,,,,,,,,,13.3365
2023-12-13,,,,,,,,,,,,,,,,,,,13.3962
2023-12-14,,,,,,,,,,,,,,,,,,,13.4186
2023-12-15,,,,,,,,,,,,,,,,,,,13.4842
2023-12-18,,,,,,,,,,,,,,,,,,,13.4672
2023-12-19,,,,,,,,,,,,,,,,,,,13.4876
2023-12-20,,,,,,,,,,,,,,,,,,,13.5276
2023-12-21,,,,,,,,,,,,,,,,,,,13.4624
2023-12-22,,,,,,,,,,,,,,,,,,,13.5089
2023-12-27,,,,,,,,,,,,,,,,,,,13.5
2023-12-28,,,,,,,,,,,,,,,,,,,13.6079
2023-12-29,,,,,,,,,,,,,,,,,,,13.5683
2024-01-02,,,,,,,,,,,,,,,,,,,13.5629
2024-01-03,,,,,,,,,,,,,,,,,,,13.3796
2024-01-04,,,,,,,,,,,,,,,,,,,13.5107
2024-01-05,,,,,,,,,,,,,,,,,,,13.5177
2024-01-08,,,,,,,,,,,,,,,,,,,13.6402
2024-01-09,,,,,,,,,,,,,,,,,,,13.7002
2024-01-10,,,,,,,,,,,,,,,,,,,13.7335
2024-01-11,,,,,,,,,,,,,,,,,,,13.6924
2024-01-12,,,,,,,,,,,,,,,,,,,13.8176
2024-01-15,,,,,,,,,,,,,,,,,,,13.8443
2024-01-16,,,,,,,,,,,,,,,,,,,13.8858
2024-01-17,,,,,,,,,,,,,,,,,,,13.8014
2024-01-18,,,,,,,,,,,,,,,,,,,13.8473
2024-01-19,,,,,,,,,,,,,,,,,,,13.9135
2024-01-22,,,,,,,,,,,,,,,,,,,14.0801
2024-01-23,,,,,,,,,,,,,,,,,,,14.0472
2024-01-24,,,,,,,,,,,,,,,,,,,14.1982
2024-01-25,,,,,,,,,,,,,,,,,,,14.2641
2024-01-26,,,,,,,,,,,,,,,,,,,14.2586
2024-01-29,,,,,,,,,,,,,,,,,,,14.2903
2024-01-30,,,,,,,,,,,,,,,,,,,14.3786
2024-01-31,,,,,,,,,,,,,,,,,,,14.3229
2024-02-01,,,,,,,,,,,,,,,,,,,14.278
2024-02-02,,,,,,,,,,,,,,,,,,,14.48
2024-02-05,,,,,,,,,,,,,,,,,,,14.5501
2024-02-06,,,,,,,,,,,,,,,,,,,14.6102
2024-02-07,,,,,,,,,,,,,,,,,,,14.6442
2024-02-08,,,,,,,,,,,,,,,,,,,14.6699
2024-02-09,,,,,,,,,,,,,,,,,,,14.7187
2024-02-12,,,,,,,,,,,,,,,,,,,14.8694
2024-02-13,,,,,,,,,,,,,,,,,,,14.7826
2024-02-14,,,,,,,,,,,,,,,,,,,14.8224
2024-02-15,,,,,,,,,,,,,,,,,,,14.897
2024-02-16,,,,,,,,,,,,,,,,,,,14.9849
2024-02-19,,,,,,,,,,,,,,,,,,,15.0119
2024-02-20,,,,,,,,,,,,,,,,,,,14.764
2024-02-21,,,,,,,,,,,,,,,,,,,14.7368
2024-02-22,,,,,,,,,,,,,,,,,,,15.1996
2024-02-23,,,,,,,,,,,,,,,,,,,15.2239
2024-02-26,,,,,,,,,,,,,,,,,,,15.2246
2024-02-27,,,,,,,,,,,,,,,,,,,15.1902
2024-02-28,,,,,,,,,,,,,,,,,,,15.1517
2024-02-29,,,,,,,,,,,,,,,,,,,15.2192
2024-03-01,,,,,,,,,,,,,,,,,,,15.4122
2024-03-04,,,,,,,,,,,,,,,,,,,15.5284
2024-03-05,,,,,,,,,,,,,,,,,,,15.4522
2024-03-06,,,,,,,,,,,,,,,,,,,15.6507
2024-03-07,,,,,,,,,,,,,,,,,,,15.801
2024-03-08,,,,,,,,,,,,,,,,,,,15.7134
2024-03-11,,,,,,,,,,,,,,,,,,,15.4734
2024-03-12,,,,,,,,,,,,,,,,,,,15.6568
2024-03-13,,,,,,,,,,,,,,,,,,,15.7022
2024-03-14,,,,,,,,,,,,,,,,,,,15.6522
2024-03-15,,,,,,,,,,,,,,,,,,,15.6159
2024-03-18,,,,,,,,,,,,,,,,,,,15.7116
2024-03-19,,,,,,,,,,,,,,,,,,,15.6964
2024-03-20,,,,,,,,,,,,,,,,,,,15.723
2024-03-21,,,,,,,,,,,,,,,,,,,15.9703
2024-03-22,,,,,,,,,,,,,,,,,,,16.0254
2024-03-25,,,,,,,,,,,,,,,,,,,15.9972
2024-03-26,,,,,,,,,,,,,,,,,,,16.0001
2024-03-27,,,,,,,,,,,,,,,,,,,15.9522
2024-03-28,,,,,,,,,,,,,,,,,,,16.0378
2024-04-02,,,,,,,,,,,,,,,,,,,15.8119
2024-04-03,,,,,,,,,,,,,,,,,,,15.8766
2024-04-04,,,,,,,,,,,,,,,,,,,15.825
2024-04-05,,,,,,,,,,,,,,,,,,,15.6515
2024-04-08,,,,,,,,,,,,,,,,,,,15.6676
2024-04-09,,,,,,,,,,,,,,,,,,,15.5505
2024-04-10,,,,,,,,,,,,,,,,,,,15.597
2024-04-11,,,,,,,,,,,,,,,,,,,15.5976
2024-04-12,,,,,,,,,,,,,,,,,,,15.6409
2024-04-15,,,,,,,,,,,,,,,,,,,15.6398
2024-04-16,,,,,,,,,,,,,,,,,,,15.4591
2024-04-17,,,,,,,,,,,,,,,,,,,15.4063
2024-04-18,,,,,,,,,,,,,,,,,,,15.4241
2024-04-19,,,,,,,,,,,,,,,,,,,15.2661
2024-04-22,,,,,,,,,,,,,,,,,,,15.3436
2024-04-23,,,,,,,,,,,,,,,,,,,15.5174
2024-04-24,,,,,,,,,,,,,,,,,,,15.502
2024-04-25,,,,,,,,,,,,,,,,,,,15.3637
2024-04-26,,,,,,,,,,,,,,,,,,,15.6311
2024-04-29,,,,,,,,,,,,,,,,,,,15.6318
2024-04-30,,,,,,,,,,,,,,,,,,,15.5307
2024-05-02,,,,,,,,,,,,,,,,,,,15.5307
2024-05-03,,,,,,,,,,,,,,,,,,,15.5791
2024-05-06,,,,,,,,,,,,,,,,,,,15.7216
2024-05-07,,,,,,,,,,,,,,,,,,,15.8106
2024-05-08,,,,,,,,,,,,,,,,,,,15.8098
2024-05-09,,,,,,,,,,,,,,,,,,,15.7828
2024-05-10,,,,,,,,,,,,,,,,,,,15.8523
2024-05-13,,,,,,,,,,,,,,,,,,,15.8362
2024-05-14,,,,,,,,,,,,,,,,,,,15.8479
2024-05-15,,,,,,,,,,,,,,,,,,,16.0034
2024-05-16,,,,,,,,,,,,,,,,,,,16.0472
2024-05-17,,,,,,,,,,,,,,,,,,,16.0406
2024-05-20,,,,,,,,,,,,,,,,,,,16.0866
2024-05-21,,,,,,,,,,,,,,,,,,,16.0583
2024-05-22,,,,,,,,,,,,,,,,,,,16.0818
2024-05-23,,,,,,,,,,,,,,,,,,,16.2148
2024-05-24,,,,,,,,,,,,,,,,,,,16.2424
2024-05-27,,,,,,,,,,,,,,,,,,,16.3309
2024-05-28,,,,,,,,,,,,,,,,,,,16.2794
2024-05-29,,,,,,,,,,,,,,,,,,,16.199
2024-05-30,,,,,,,,,,,,,,,,,,,16.2245
2024-05-31,,,,,,,,,,,,,,,,,,,16.1767
2024-06-03,,,,,,,,,,,,,,,,,,,16.3886
2024-06-04,,,,,,,,,,,,,,,,,,,16.353
2024-06-05,,,,,,,,,,,,,,,,,,,16.5833
2024-06-06,,,,,,,,,,,,,,,,,,,16.6308
2024-06-07,,,,,,,,,,,,,,,,,,,16.6494
2024-06-10,,,,,,,,,,,,,,,,,,,16.737
2024-06-11,,,,,,,,,,,,,,,,,,,16.6394
2024-06-12,,,,,,,,,,,,,,,,,,,16.7867
2024-06-13,,,,,,,,,,,,,,,,,,,16.7572
2024-06-14,,,,,,,,,,,,,,,,,,,16.8014
2024-06-17,,,,,,,,,,,,,,,,,,,16.8273
2024-06-18,,,,,,,,,,,,,,,,,,,16.917
2024-06-19,,,,,,,,,,,,,,,,,,,16.9694
2024-06-20,,,,,,,,,,,,,,,,,,,17.0988
2024-06-21,,,,,,,,,,,,,,,,,,,16.8431
2024-06-24,,,,,,,,,,,,,,,,,,,16.8098
2024-06-25,,,,,,,,,,,,,,,,,,,16.8326
2024-06-26,,,,,,,,,,,,,,,,,,,16.7591
2024-06-27,,,,,,,,,,,,,,,,,,,16.716
2024-06-28,,,,,,,,,,,,,,,,,,,16.7877
2024-07-01,,,,,,,,,,,,,,,,,,,16.6642
2024-07-02,,,,,,,,,,,,,,,,,,,16.5936
2024-07-03,,,,,,,,,,,,,,,,,,,16.7309
2024-07-04,,,,,,,,,,,,,,,,,,,16.8078
2024-07-05,,,,,,,,,,,,,,,,,,,16.7862
2024-07-08,,,,,,,,,,,,,,,,,,,16.8396
2024-07-09,,,,,,,,,,,,,,,,,,,16.8484
2024-07-10,,,,,,,,,,,,,,,,,,,17.0375
2024-07-11,,,,,,,,,,,,,,,,,,,17.0767
2024-07-12,,,,,,,,,,,,,,,,,,,17.2065
2024-07-15,,,,,,,,,,,,,,,,,,,17.0884
2024-07-16,,,,,,,,,,,,,,,,,,,17.1135
2024-07-17,,,,,,,,,,,,,,,,,,,16.8888
2024-07-18,,,,,,,,,,,,,,,,,,,16.7801
2024-07-19,,,,,,,,,,,,,,,,,,,16.6413
2024-07-22,,,,,,,,,,,,,,,,,,,16.8277
2024-07-23,,,,,,,,,,,,,,,,,,,16.9097
2024-07-24,,,,,,,,,,,,,,,,,,,16.6701
2024-07-25,,,,,,,,,,,,,,,,,,,16.5158
2024-07-26,,,,,,,,,,,,,,,,,,,16.5928
2024-07-29,,,,,,,,,,,,,,,,,,,16.6162
2024-07-30,,,,,,,,,,,,,,,,,,,16.5701
2024-07-31,,,,,,,,,,,,,,,,,,,16.7712
2024-08-01,,,,,,,,,,,,,,,,,,,16.6063
2024-08-02,,,,,,,,,,,,,,,,,,,15.8849
2024-08-05,,,,,,,,,,,,,,,,,,,15.5529
2024-08-06,,,,,,,,,,,,,,,,,,,15.6618
2024-08-07,,,,,,,,,,,,,,,,,,,15.9034
2024-08-08,,,,,,,,,,,,,,,,,,,15.886
2024-08-09,,,,,,,,,,,,,,,,,,,15.948
2024-08-12,,,,,,,,,,,,,,,,,,,16.0215
2024-08-13,,,,,,,,,,,,,,,,,,,16.2749
2024-08-14,,,,,,,,,,,,,,,,,,,16.303
2024-08-15,,,,,,,,,,,,,,,,,,,16.6097
2024-08-16,,,,,,,,,,,,,,,,,,,16.6908
2024-08-19,,,,,,,,,,,,,,,,,,,16.8339
2024-08-20,,,,,,,,,,,,,,,,,,,16.8329
2024-08-21,,,,,,,,,,,,,,,,,,,16.8604
2024-08-22,,,,,,,,,,,,,,,,,,,16.9078
2024-08-23,,,,,,,,,,,,,,,,,,,16.9705
2024-08-26,,,,,,,,,,,,,,,,,,,16.9452
2024-08-27,,,,,,,,,,,,,,,,,,,16.987
2024-08-28,,,,,,,,,,,,,,,,,,,16.9744
2024-08-29,,,,,,,,,,,,,,,,,,,17.0542
2024-08-30,,,,,,,,,,,,,,,,,,,17.0382
2024-09-02,,,,,,,,,,,,,,,,,,,17.1163
2024-09-03,,,,,,,,,,,,,,,,,,,16.9217
2024-09-04,,,,,,,,,,,,,,,,,,,16.69
2024-09-05,,,,,,,,,,,,,,,,,,,16.5717
2024-09-06,,,,,,,,,,,,,,,,,,,16.2941
2024-09-09,,,,,,,,,,,,,,,,,,,16.4873
2024-09-10,,,,,,,,,,,,,,,,,,,16.4974
2024-09-11,,,,,,,,,,,,,,,,,,,16.5353
2024-09-12,,,,,,,,,,,,,,,,,,,16.8805
2024-09-13,,,,,,,,,,,,,,,,,,,16.9781
2024-09-16,,,,,,,,,,,,,,,,,,,16.896
2024-09-17,,,,,,,,,,,,,,,,,,,16.981
2024-09-18,,,,,,,,,,,,,,,,,,,16.8513
2024-09-19,,,,,,,,,,,,,,,,,,,17.0988
2024-09-20,,,,,,,,,,,,,,,,,,,16.9598
2024-09-23,,,,,,,,,,,,,,,,,,,17.078
2024-09-24,,,,,,,,,,,,,,,,,,,17.1076
2024-09-25,,,,,,,,,,,,,,,,,,,17.1463
2024-09-26,,,,,,,,,,,,,,,,,,,17.3188
2024-09-27,,,,,,,,,,,,,,,,,,,17.3272
2024-09-30,,,,,,,,,,,,,,,,,,,17.2891
2024-10-01,,,,,,,,,,,,,,,,,,,17.1917
2024-10-02,,,,,,,,,,,,,,,,,,,17.1973
2024-10-03,,,,,,,,,,,,,,,,,,,17.1798
2024-10-04,,,,,,,,,,,,,,,,,,,17.2699
2024-10-07,,,,,,,,,,,,,,,,,,,17.3461
2024-10-08,,,,,,,,,,,,,,,,,,,17.3892
2024-10-09,,,,,,,,,,,,,,,,,,,17.5023
2024-10-10,,,,,,,,,,,,,,,,,,,17.4924
2024-10-11,,,,,,,,,,,,,,,,,,,17.5677
2024-10-14,,,,,,,,,,,,,,,,,,,17.7287
2024-10-15,,,,,,,,,,,,,,,,,,,17.5503
2024-10-16,,,,,,,,,,,,,,,,,,,17.5742
2024-10-17,,,,,,,,,,,,,,,,,,,17.7042
2024-10-18,,,,,,,,,,,,,,,,,,,17.6378
2024-10-21,,,,,,,,,,,,,,,,,,,17.6279
2024-10-22,,,,,,,,,,,,,,,,,,,17.5724
2024-10-23,,,,,,,,,,,,,,,,,,,17.4563
2024-10-24,,,,,,,,,,,,,,,,,,,17.4788
2024-10-25,,,,,,,,,,,,,,,,,,,17.5169
2024-10-28,,,,,,,,,,,,,,,,,,,17.5142
2024-10-29,,,,,,,,,,,,,,,,,,,17.5188
2024-10-30,,,,,,,,,,,,,,,,,,,17.2562
2024-10-31,,,,,,,,,,,,,,,,,,,16.9874
2024-11-01,,,,,,,,,,,,,,,,,,,17.1476
2024-11-04,,,,,,,,,,,,,,,,,,,17.0823
2024-11-05,,,,,,,,,,,,,,,,,,,17.1487
2024-11-06,,,,,,,,,,,,,,,,,,,17.3271
2024-11-07,,,,,,,,,,,,,,,,,,,17.4739
2024-11-08,,,,,,,,,,,,,,,,,,,17.5328
2024-11-11,,,,,,,,,,,,,,,,,,,17.6125
2024-11-12,,,,,,,,,,,,,,,,,,,17.4402
2024-11-13,,,,,,,,,,,,,,,,,,,17.4018
2024-11-14,,,,,,,,,,,,,,,,,,,17.5107
2024-11-15,,,,,,,,,,,,,,,,,,,17.2644
2024-11-18,,,,,,,,,,,,,,,,,,,17.2995
2024-11-19,,,,,,,,,,,,,,,,,,,17.2158
2024-11-20,,,,,,,,,,,,,,,,,,,17.257
2024-11-21,,,,,,,,,,,,,,,,,,,17.4167
2024-11-22,,,,,,,,,,,,,,,,,,,17.6311
2024-11-25,,,,,,,,,,,,,,,,,,,17.5237
