,ALWEC FP Equity_DX_SI_QTY,ALWEC FP Equity_DX_SHORT_INTEREST_VALUE,ALWEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWEC FP Equity_DX_SI_MV,ALWEC FP Equity_DX_DSS,ALWEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWEC FP Equity_DX_SUPPLY_SI_QTY,ALWEC FP Equity_DX_BROKER_SI_QTY,ALWEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWEC FP Equity_DX_BROKER_SI_QTY_ADD,ALWEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALWEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWEC FP Equity_DX_BROKER_SI_MV_ADD,ALWEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWEC FP Equity_DX_BROKER_SI_QTY_DEC,ALWEC FP Equity_DX_SUPPLY_SI_MV,ALWEC FP Equity_DX_BROKER_SI_MV_DEC,ALWEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWEC FP Equity_DX_UTILIZATION_QUANTITY,ALWEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWEC FP Equity_DX_BROKER_SI_CON_RATIO,ALWEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWEC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALWEC FP Equity_PX_LAST
2007-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2007-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2007-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16
2007-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2007-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2007-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2007-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2007-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2007-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2007-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2007-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2007-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2007-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2007-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09
2007-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2007-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06
2007-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2007-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2007-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2007-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2007-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2007-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2007-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08
2007-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2007-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
2007-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18
2007-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2007-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2007-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2007-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14
2007-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2007-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2007-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11
2007-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07
2007-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2007-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2007-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2007-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04
2007-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2007-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05
2007-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2007-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2007-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2007-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2007-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2007-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2007-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
2007-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2007-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2007-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2007-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2007-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2007-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88
2007-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2007-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2007-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2007-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2007-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2007-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2007-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2007-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84
2007-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83
2007-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76
2007-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2007-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2007-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2007-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2007-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2007-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2007-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2007-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2007-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2007-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2007-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2007-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2007-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2007-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2007-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2007-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2007-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2007-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2007-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2007-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2007-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2007-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2007-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2007-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2007-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2007-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2007-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2007-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2007-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87
2007-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01
2007-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02
2007-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
2007-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2007-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77
2007-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2007-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2007-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2007-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2007-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2007-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2007-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2007-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2007-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2007-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2007-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2007-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2007-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2008-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2008-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2008-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2008-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2008-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2008-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2008-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2008-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2008-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2008-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2008-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2008-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2008-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2008-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2008-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2008-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2008-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2008-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2008-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66
2008-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2008-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94
2008-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2008-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2008-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2008-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2008-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2008-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2008-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2008-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2008-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2008-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2008-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2008-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2008-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2008-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2008-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2008-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2008-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2008-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2008-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74
2008-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2008-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74
2008-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68
2008-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68
2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66
2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
2008-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
