,CRLA FP Equity_DX_SI_QTY,CRLA FP Equity_DX_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRLA FP Equity_DX_SI_MV,CRLA FP Equity_DX_DSS,CRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRLA FP Equity_DX_SUPPLY_SI_QTY,CRLA FP Equity_DX_BROKER_SI_QTY,CRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRLA FP Equity_DX_BROKER_SI_MV_INC_x,CRLA FP Equity_DX_BROKER_SI_QTY_ADD,CRLA FP Equity_DX_SUPPLY_SI_MV_DEC,CRLA FP Equity_DX_BROKER_SI_QTY_INC,CRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CRLA FP Equity_DX_BROKER_SI_MV_INC_y,CRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRLA FP Equity_DX_BROKER_SI_MV_ADD,CRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CRLA FP Equity_DX_BROKER_SI_QTY_DEC,CRLA FP Equity_DX_SUPPLY_SI_MV,CRLA FP Equity_DX_BROKER_SI_MV_DEC,CRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRLA FP Equity_DX_UTILIZATION_QUANTITY,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRLA FP Equity_DX_BROKER_SI_CON_RATIO,CRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,CRLA FP Equity_PX_LAST
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1122517.59,2.09,0.0,,0.0,,0.0,63.0
2007-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1122517.59,2.1,0.0,,0.0,,0.0,63.0
2007-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1131426.46,2.1,0.0,,0.0,,0.0,63.5
2007-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1193788.55,2.2,0.0,,0.0,,0.0,67.0
2007-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1183097.9,2.21,0.0,,0.0,,0.0,66.4
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182919.73,2.21,0.0,,0.0,,0.0,66.39
2007-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182919.73,2.21,0.0,,0.0,,0.0,66.39
2007-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182919.73,2.21,0.0,,0.0,,0.0,66.39
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182919.73,2.21,0.0,,0.0,,0.0,66.39
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1161716.62,2.2,0.0,,0.0,,0.0,65.2
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1158153.07,2.19,0.0,,0.0,,0.0,65.0
2007-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1140335.33,2.18,0.0,,0.0,,0.0,64.0
2007-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1140335.33,2.13,0.0,,0.0,,0.0,64.0
2007-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1122517.59,2.1,0.0,,0.0,,0.0,63.0
2007-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1104699.85,2.07,0.0,,0.0,,0.0,62.0
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1095790.98,2.05,0.0,,0.0,,0.0,61.5
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1095790.98,2.05,0.0,,0.0,,0.0,61.5
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1074587.87,2.01,0.0,,0.0,,0.0,60.31
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1067282.6,2.0,0.0,,0.0,,0.0,59.9
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1044119.54,1.96,0.0,,0.0,,0.0,58.6
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1044119.54,1.95,0.0,,0.0,,0.0,58.6
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1033428.89,1.93,0.0,,0.0,,0.0,58.0
2007-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1011156.72,1.89,0.0,,0.0,,0.0,56.75
2007-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,997793.41,1.88,0.0,,0.0,,0.0,56.0
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,979975.67,1.86,0.0,,0.0,,0.0,55.0
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,981757.45,1.83,0.0,,0.0,,0.0,55.1
2007-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,983539.22,1.83,0.0,,0.0,,0.0,55.2
2007-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,955030.84,1.8,0.0,,0.0,,0.0,53.6
2007-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,951467.29,1.77,0.0,,0.0,,0.0,53.4
2007-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,946121.97,1.78,0.0,,0.0,,0.0,53.1
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,951467.29,1.78,0.0,,0.0,,0.0,53.4
2007-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,958594.39,1.79,0.0,,0.0,,0.0,53.8
2007-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,979975.67,1.82,0.0,,0.0,,0.0,55.0
2007-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2007-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1051246.63,1.95,0.0,,0.0,,0.0,59.0
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1154589.52,2.01,0.0,,0.0,,0.0,64.8
2007-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1140335.33,2.14,0.0,,0.0,,0.0,64.0
2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1122161.23,2.11,0.0,,0.0,,0.0,62.98
2007-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1119844.93,2.09,0.0,,0.0,,0.0,62.85
2007-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1086882.11,2.04,0.0,,0.0,,0.0,61.0
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1136593.6,2.11,0.0,,0.0,,0.0,63.79
2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1131426.46,2.11,0.0,,0.0,,0.0,63.5
2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1131426.46,2.11,0.0,,0.0,,0.0,63.5
2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1140335.33,2.13,0.0,,0.0,,0.0,64.0
2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1140335.33,2.13,0.0,,0.0,,0.0,64.0
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1161716.62,2.16,0.0,,0.0,,0.0,65.2
2007-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182741.55,2.17,0.0,,0.0,,0.0,66.38
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182741.55,2.21,0.0,,0.0,,0.0,
2007-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1182741.55,2.2,0.0,,0.0,,0.0,
2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1220515.16,2.25,0.0,,0.0,,0.0,68.5
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1211606.29,2.26,0.0,,0.0,,0.0,68.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1202519.24,2.26,0.0,,0.0,,0.0,67.49
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1202519.24,2.26,0.0,,0.0,,0.0,
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1170625.49,2.2,0.0,,0.0,,0.0,65.7
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1139978.97,2.14,0.0,,0.0,,0.0,63.98
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1139978.97,2.13,0.0,,0.0,,0.0,63.98
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1133208.23,2.12,0.0,,0.0,,0.0,63.6
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1122517.59,2.1,0.0,,0.0,,0.0,63.0
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1136771.78,2.12,0.0,,0.0,,0.0,63.8
2008-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1120735.82,2.09,0.0,,0.0,,0.0,62.9
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,24960.0,828724.1,1.55,0.0,,0.0,,0.0,62.0
2008-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1076191.47,2.02,0.0,,0.0,,0.0,60.4
2008-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1092227.43,2.04,0.0,,0.0,,0.0,61.3
2008-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1056591.95,2.0,0.0,,0.0,,0.0,59.3
2008-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1050355.74,1.97,0.0,,0.0,,0.0,58.95
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1044119.54,1.96,0.0,,0.0,,0.0,58.6
2008-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,996011.64,1.89,0.0,,0.0,,0.0,55.9
2008-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,963939.71,1.84,0.0,,0.0,,0.0,54.1
2008-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,946121.97,1.82,0.0,,0.0,,0.0,53.1
2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,963939.71,1.78,0.0,,0.0,,0.0,54.1
2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,963939.71,1.8,0.0,,0.0,,0.0,54.1
2008-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,962157.93,1.79,0.0,,0.0,,0.0,54.0
2008-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,996011.64,1.84,0.0,,0.0,,0.0,55.9
2008-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1001356.96,1.86,0.0,,0.0,,0.0,56.2
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1013829.38,1.88,0.0,,0.0,,0.0,56.9
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,997793.41,1.88,0.0,,0.0,,0.0,56.0
2008-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,997793.41,1.87,0.0,,0.0,,0.0,56.0
2008-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,997793.41,1.87,0.0,,0.0,,0.0,56.0
2008-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,997793.41,1.87,0.0,,0.0,,0.0,56.0
2008-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1006702.28,1.88,0.0,,0.0,,0.0,56.5
2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1012047.6,1.89,0.0,,0.0,,0.0,56.8
2008-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1012047.6,1.89,0.0,,0.0,,0.0,56.8
2008-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.88,0.0,,0.0,,0.0,57.0
2008-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1006702.28,1.88,0.0,,0.0,,0.0,56.5
2008-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,981757.45,1.84,0.0,,0.0,,0.0,55.1
2008-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,971066.8,1.81,0.0,,0.0,,0.0,54.5
2008-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1011156.72,1.83,0.0,,0.0,,0.0,56.75
2008-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1015611.15,1.89,0.0,,0.0,,0.0,57.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1024520.02,1.91,0.0,,0.0,,0.0,57.5
2008-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33272.0,1024520.02,1.91,0.0,,0.0,,0.0,57.5
2008-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,33636.0,1037529.67,1.94,0.0,,0.0,,0.0,57.6
2008-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34136.0,1052952.58,1.96,0.0,,0.0,,0.0,57.6
2008-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34136.0,1043812.36,1.95,0.0,,0.0,,0.0,57.1
2008-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34284.0,1035486.14,1.94,0.0,,0.0,,0.0,56.4
2008-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,34284.0,1081385.34,1.95,0.0,,0.0,,0.0,58.9
2008-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,35239.0,1111507.94,2.03,0.0,,0.0,,0.0,
2008-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,36957.0,1149864.17,2.14,0.0,,0.0,,0.0,58.1
2008-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37441.0,1162918.1,2.16,0.0,,0.0,,0.0,58.0
2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37441.0,1182968.42,2.16,0.0,,0.0,,0.0,59.0
2008-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37625.0,1198856.42,2.23,0.0,,0.0,,0.0,59.5
2008-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,37625.0,1172662.92,2.24,0.0,,0.0,,0.0,58.2
2008-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1203940.31,2.26,0.0,,0.0,,0.0,57.51
2008-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1203730.97,2.27,0.0,,0.0,,0.0,57.5
2008-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1203730.97,2.25,0.0,,0.0,,0.0,
2008-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1203730.97,2.25,0.0,,0.0,,0.0,
2008-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1172329.29,2.19,0.0,,0.0,,0.0,56.0
2008-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1151394.84,2.14,0.0,,0.0,,0.0,55.0
2008-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1134647.28,2.14,0.0,,0.0,,0.0,54.2
2008-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1089638.2,2.1,0.0,,0.0,,0.0,52.05
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1099058.71,2.05,0.0,,0.0,,0.0,52.5
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1084404.59,2.04,0.0,,0.0,,0.0,51.8
2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1067657.03,2.02,0.0,,0.0,,0.0,51.0
2008-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1067657.03,2.01,0.0,,0.0,,0.0,51.0
2008-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1067657.03,2.01,0.0,,0.0,,0.0,51.0
2008-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1067657.03,1.99,0.0,,0.0,,0.0,51.0
2008-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,39092.0,1055096.36,1.98,0.0,,0.0,,0.0,50.4
