,CSH FP Equity_DX_SI_QTY,CSH FP Equity_DX_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CSH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CSH FP Equity_DX_SI_MV,CSH FP Equity_DX_DSS,CSH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY,CSH FP Equity_DX_BROKER_SI_QTY,CSH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CSH FP Equity_DX_BROKER_SI_MV_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_x,CSH FP Equity_DX_BROKER_SI_MV_INC_x,CSH FP Equity_DX_SUPPLY_SI_MV_NEW,CSH FP Equity_DX_BROKER_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_NEW,CSH FP Equity_DX_SUPPLY_SI_MV_DEC,CSH FP Equity_DX_BROKER_SI_QTY_INC,CSH FP Equity_DX_SUPPLY_SI_QTY_DEC,CSH FP Equity_DX_BROKER_SI_MV_NEW_y,CSH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CSH FP Equity_DX_BROKER_SI_MV_INC_y,CSH FP Equity_DX_SUPPLY_SI_QTY_INC_y,CSH FP Equity_DX_BROKER_SI_MV_ADD,CSH FP Equity_DX_SUPPLY_SI_QTY_ADD,CSH FP Equity_DX_BROKER_SI_QTY_DEC,CSH FP Equity_DX_SUPPLY_SI_MV,CSH FP Equity_DX_BROKER_SI_MV_DEC,CSH FP Equity_DX_SUPPLY_SI_MV_RMV,CSH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CSH FP Equity_DX_UTILIZATION_QUANTITY,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CSH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CSH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CSH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CSH FP Equity_DX_ACTIVE_UTILIZATION_MV,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CSH FP Equity_DX_BROKER_SI_CON_RATIO,CSH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CSH FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-09-22,913.0,97614.31,0.0,0.02,0.1,,70885.31,250.0,663.0,26729.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-09-23,913.0,97611.57,0.0,0.02,0.1,,70883.32,250.0,663.0,26728.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-09-24,913.0,97612.48,0.0,0.02,0.1,,70883.98,250.0,663.0,26728.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-09-25,913.0,97615.22,0.0,0.02,0.1,,70885.97,250.0,663.0,26729.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-09-28,913.0,97613.4,0.0,0.02,0.1,,70884.65,250.0,663.0,26728.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-09-29,913.0,97611.57,0.0,0.02,0.1,,70883.32,250.0,663.0,26728.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-09-30,913.0,97615.22,0.0,0.02,0.1,,70885.97,250.0,663.0,26729.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-10-01,913.0,97609.74,0.0,0.02,0.1,,70881.99,250.0,663.0,26727.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-10-02,913.0,97609.74,0.01,0.02,0.1,,70881.99,250.0,663.0,26727.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-10-05,913.0,97606.09,0.01,0.02,0.1,,70879.34,250.0,663.0,26726.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-10-06,913.0,97605.18,0.01,0.02,0.1,,70878.68,250.0,663.0,26726.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.4209
2015-10-07,913.0,98037.03,0.01,0.02,0.1,,71192.28,250.0,663.0,26844.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.67,0.5356,63.33,0.4209
2015-10-08,913.0,97604.27,0.05,0.02,0.1,,70878.02,250.0,663.0,26726.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,11.53,0.0,0.0,,0.0,100.0,36.47,0.5366,63.53,0.4209
2015-10-09,913.0,97607.0,0.05,0.02,0.1,,70880.0,250.0,663.0,26727.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,36.47,0.5366,63.53,0.8262
2015-10-12,1913.0,204507.35,0.11,0.04,0.21,,177781.35,250.0,1663.0,26726.0,,,,0.11,,,,,1000.0,,,,0.11,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,14.83,0.7474,85.17,1.7312
2015-10-13,1663.0,177779.69,0.1,0.03,0.18,,151053.94,250.0,1413.0,26725.75,,,,,,,,,,,,,,,,,250.0,0.03,0.03,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-14,1663.0,177792.99,0.1,0.03,0.18,,151065.24,250.0,1413.0,26727.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.71,82.41,1.505
2015-10-15,1663.0,177778.03,0.1,0.03,0.18,,151052.53,250.0,1413.0,26725.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-16,1663.0,177778.03,0.1,0.03,0.18,,151052.53,250.0,1413.0,26725.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-19,1663.0,177783.02,0.11,0.03,0.18,,151056.77,250.0,1413.0,26726.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-20,1663.0,177789.67,0.1,0.03,0.18,,151062.42,250.0,1413.0,26727.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-21,1663.0,177781.35,0.1,0.03,0.18,,151055.35,250.0,1413.0,26726.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-22,1663.0,177779.69,0.1,0.03,0.18,,151053.94,250.0,1413.0,26725.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-23,1663.0,177778.03,0.1,0.03,0.18,,151052.53,250.0,1413.0,26725.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,17.59,0.7101,82.41,1.505
2015-10-26,714.0,76330.88,0.05,0.01,0.08,,49604.38,250.0,464.0,26726.5,,,,,,,,,,,,,,,,,949.0,0.03,0.1,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-10-27,714.0,76328.03,0.05,0.01,0.08,,49602.53,250.0,464.0,26725.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-10-28,714.0,76330.17,0.05,0.01,0.08,,49603.92,250.0,464.0,26726.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-10-29,714.0,76329.46,0.05,0.01,0.08,,49603.46,250.0,464.0,26726.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-10-30,714.0,76326.6,0.05,0.01,0.08,,49601.6,250.0,464.0,26725.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-11-02,714.0,76326.6,0.04,0.01,0.08,,49601.6,250.0,464.0,26725.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-11-03,714.0,76328.74,0.04,0.01,0.08,,49602.99,250.0,464.0,26725.75,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-11-04,714.0,76325.17,0.04,0.01,0.08,,49600.67,250.0,464.0,26724.5,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,46.12,0.503,53.88,0.6462
2015-11-05,4514.0,482510.49,0.26,0.09,0.48,,455787.49,250.0,4264.0,26723.0,,,,,,3800.0,,,,,,,,,0.41,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,5.86,0.8002,89.12,4.0851
2015-11-06,4514.0,482515.0,0.25,0.09,0.48,,455791.75,250.0,4264.0,26723.25,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,5.86,0.8002,89.12,4.0851
2015-11-09,4514.0,482528.54,0.24,0.1,0.48,,455804.54,250.0,4264.0,26724.0,,,,,,,,,,,,,,,,,,0.03,,,100.0,22.62,0.0,0.0,,0.0,100.0,5.86,0.8002,89.12,4.0851
2015-11-10,464.0,49599.74,0.02,0.01,0.05,,49599.74,0.0,464.0,0.0,,,,,,,,0.03,,250.0,,,,,,,3800.0,0.0,0.41,,0.0,0.0,0.0,0.0,,0.0,0.0,46.12,0.503,53.88,0.4199
2015-11-11,214.0,22875.74,0.01,0.01,0.02,,22875.74,0.0,214.0,0.0,,,,,,,,,,,,,,,,,250.0,0.0,0.03,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-12,214.0,22874.67,0.01,0.01,0.02,,22874.67,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-13,214.0,22875.32,0.01,0.0,0.02,,22875.32,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-16,214.0,22874.46,0.01,0.0,0.02,,22874.46,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-17,214.0,22875.32,0.01,0.01,0.02,,22875.32,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-18,214.0,22875.1,0.01,0.01,0.02,,22875.1,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-19,214.0,22873.82,0.01,0.01,0.02,,22873.82,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-20,214.0,22874.89,0.01,0.01,0.02,,22874.89,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-23,214.0,22873.82,0.01,0.01,0.02,,22873.82,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-24,214.0,22875.53,0.01,0.01,0.02,,22875.53,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-25,214.0,22874.46,0.01,0.01,0.02,,22874.46,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-26,214.0,22873.18,0.01,0.01,0.02,,22873.18,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-27,214.0,22874.25,0.01,0.01,0.02,,22874.25,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-11-30,214.0,22873.82,0.01,0.01,0.02,,22873.82,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-01,214.0,22873.18,0.01,0.01,0.02,,22873.18,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-02,214.0,22874.03,0.01,0.01,0.02,,22874.03,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-03,214.0,22872.96,0.01,0.01,0.02,,22872.96,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-04,214.0,22873.6,0.01,0.01,0.02,,22873.6,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-07,214.0,22873.6,0.01,0.01,0.02,,22873.6,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-08,214.0,22873.39,0.01,0.0,0.02,,22873.39,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-09,214.0,22873.39,0.01,0.0,0.02,,22873.39,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-10,214.0,22872.75,0.01,0.0,0.02,,22872.75,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-11,214.0,22871.89,0.01,0.0,0.02,,22871.89,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-14,214.0,22872.75,0.01,0.0,0.02,,22872.75,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-15,214.0,22871.68,0.01,0.0,0.02,,22871.68,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1937
2015-12-16,214.0,22872.32,0.01,0.0,0.02,,22872.32,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1541
2015-12-17,214.0,22870.61,0.01,0.0,0.02,,22870.61,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1541
2015-12-18,214.0,22871.89,0.01,0.0,0.02,,22871.89,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1541
2015-12-21,214.0,22871.68,0.01,0.0,0.02,,22871.68,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1541
2015-12-22,214.0,22871.46,0.01,0.0,0.02,,22871.46,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1541
2015-12-23,214.0,22870.39,0.01,0.0,0.02,,22870.39,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1541
2015-12-24,214.0,22870.39,0.01,0.0,0.02,,22870.39,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2015-12-25,214.0,22870.39,0.01,0.0,0.02,,22870.39,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2015-12-28,214.0,22870.61,0.01,0.0,0.02,,22870.61,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2015-12-29,214.0,22870.39,0.01,0.0,0.02,,22870.39,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2015-12-30,214.0,22869.54,0.01,0.0,0.02,,22869.54,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2015-12-31,214.0,22869.54,0.02,0.0,0.02,,22869.54,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-01,214.0,22869.54,0.02,0.0,0.02,,22869.54,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-04,214.0,22869.75,0.02,0.0,0.02,,22869.75,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-05,214.0,22869.54,0.02,0.0,0.02,,22869.54,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-06,214.0,22869.32,0.02,0.0,0.02,,22869.32,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-07,214.0,22868.68,0.02,0.0,0.02,,22868.68,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-08,214.0,22868.68,0.02,0.0,0.02,,22868.68,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-11,214.0,22868.68,0.02,0.0,0.02,,22868.68,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-12,214.0,22868.47,0.02,0.0,0.02,,22868.47,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-13,214.0,22868.25,0.02,0.0,0.02,,22868.25,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-14,214.0,22868.25,0.02,0.0,0.02,,22868.25,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-15,214.0,22867.4,0.03,0.0,0.02,,22867.4,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-18,214.0,22868.25,0.03,0.0,0.02,,22868.25,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-19,214.0,22867.4,0.03,0.0,0.02,,22867.4,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-20,214.0,22867.61,0.03,0.0,0.02,,22867.61,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-21,214.0,22867.4,0.02,0.0,0.02,,22867.4,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-22,214.0,22866.54,0.02,0.0,0.02,,22866.54,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-25,214.0,22866.54,0.02,0.0,0.02,,22866.54,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-26,214.0,22867.18,0.03,0.0,0.02,,22867.18,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-27,214.0,22865.47,0.03,0.0,0.02,,22865.47,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-28,214.0,22866.11,0.03,0.0,0.02,,22866.11,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-01-29,214.0,22865.47,0.03,0.0,0.02,,22865.47,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-02-01,214.0,22865.47,0.04,0.0,0.02,,22865.47,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3633
2016-02-02,214.0,22864.83,0.04,0.0,0.02,,22864.83,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-03,214.0,22865.04,0.04,0.0,0.02,,22865.04,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-04,214.0,22865.04,0.04,0.0,0.02,,22865.04,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-05,214.0,22862.9,0.04,0.0,0.02,,22862.9,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-08,214.0,22863.76,0.03,0.0,0.02,,22863.76,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-09,214.0,22863.55,0.03,0.0,0.02,,22863.55,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-10,214.0,22864.19,0.03,0.0,0.02,,22864.19,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-11,214.0,22862.48,0.03,0.0,0.02,,22862.48,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-12,214.0,22861.62,0.03,0.0,0.02,,22861.62,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-15,214.0,22861.41,0.03,0.0,0.02,,22861.41,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-16,214.0,22861.19,0.03,0.0,0.02,,22861.19,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-17,214.0,22861.83,0.03,0.0,0.02,,22861.83,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-18,214.0,22860.98,0.03,0.0,0.02,,22860.98,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-19,214.0,22861.19,0.03,0.0,0.02,,22861.19,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-22,214.0,22860.76,0.02,0.0,0.02,0.0,22860.76,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-23,214.0,22860.76,0.02,0.0,0.02,0.0,22860.76,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-24,214.0,22860.34,0.02,0.0,0.02,0.0,22860.34,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-25,214.0,22861.19,0.02,0.0,0.02,0.0,22861.19,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-26,214.0,22859.48,0.02,0.0,0.02,,22859.48,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-02-29,214.0,22859.27,0.02,0.0,0.02,,22859.27,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
2016-03-01,214.0,22859.05,0.02,0.0,0.02,,22859.05,0.0,214.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3349
