,ALCAT FP Equity_DX_SI_QTY,ALCAT FP Equity_DX_SHORT_INTEREST_VALUE,ALCAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCAT FP Equity_DX_SI_MV,ALCAT FP Equity_DX_DSS,ALCAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCAT FP Equity_DX_SUPPLY_SI_QTY,ALCAT FP Equity_DX_BROKER_SI_QTY,ALCAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCAT FP Equity_DX_BROKER_SI_MV_NEW_x,ALCAT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCAT FP Equity_DX_BROKER_SI_MV_INC_x,ALCAT FP Equity_DX_SUPPLY_SI_MV_NEW,ALCAT FP Equity_DX_BROKER_SI_QTY_ADD,ALCAT FP Equity_DX_BROKER_SI_QTY_NEW,ALCAT FP Equity_DX_SUPPLY_SI_MV_DEC,ALCAT FP Equity_DX_BROKER_SI_QTY_INC,ALCAT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCAT FP Equity_DX_BROKER_SI_MV_NEW_y,ALCAT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCAT FP Equity_DX_BROKER_SI_MV_INC_y,ALCAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCAT FP Equity_DX_BROKER_SI_MV_ADD,ALCAT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCAT FP Equity_DX_BROKER_SI_QTY_DEC,ALCAT FP Equity_DX_SUPPLY_SI_MV,ALCAT FP Equity_DX_BROKER_SI_MV_DEC,ALCAT FP Equity_DX_SUPPLY_SI_MV_RMV,ALCAT FP Equity_DX_BROKER_SI_MV_RMV,ALCAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCAT FP Equity_DX_UTILIZATION_QUANTITY,ALCAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCAT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCAT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCAT FP Equity_DX_BROKER_SI_CON_RATIO,ALCAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-05-13,21000.0,50820.0,0.61,0.03,0.21,0.05,0.0,33880.0,7000.0,14000.0,16940.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,21.45,0.0,0.0,,0.0,100.0,33.61,0.5537,66.39,0.6434
2011-05-16,21000.0,50820.0,0.61,0.03,0.21,0.05,0.0,33880.0,7000.0,14000.0,16940.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.2,0.5565,66.8,1.5831
2011-05-17,21000.0,50610.0,0.61,0.03,0.21,0.05,0.0,33740.0,7000.0,14000.0,16870.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,1.5831
2011-05-18,21000.0,50400.0,0.61,0.03,0.21,0.05,0.0,33600.0,7000.0,14000.0,16800.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.29,0.5559,66.71,1.5831
2011-05-19,21000.0,50190.0,0.61,0.03,0.21,0.05,0.0,33460.0,7000.0,14000.0,16730.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.29,0.5559,66.71,1.5831
2011-05-20,21000.0,49980.0,0.61,0.03,0.21,0.05,0.0,33320.0,7000.0,14000.0,16660.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,1.5831
2011-05-23,21000.0,49980.0,0.61,0.03,0.21,0.05,0.0,33320.0,7000.0,14000.0,16660.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,37.91,0.0,0.0,,0.0,100.0,33.29,0.5559,66.71,1.1373
2011-05-24,21000.0,49560.0,0.61,0.03,0.21,0.05,0.0,33040.0,7000.0,14000.0,16520.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,1.5831
2011-05-25,21000.0,49560.0,0.61,0.03,0.21,0.05,0.0,33040.0,7000.0,14000.0,16520.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.24,0.5562,66.76,1.5831
2011-05-26,21000.0,49980.0,0.61,0.03,0.21,0.05,0.0,33320.0,7000.0,14000.0,16660.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,1.5831
2011-05-27,21000.0,51660.0,0.61,0.05,0.21,0.05,0.0,34440.0,7000.0,14000.0,17220.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,37.91,0.0,0.0,,0.0,100.0,33.06,0.5574,66.94,1.1373
2011-05-30,21000.0,51030.0,0.61,0.06,0.21,0.05,0.0,34020.0,7000.0,14000.0,17010.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.84,0.5522,66.16,1.5831
2011-05-31,21000.0,52500.0,0.61,0.07,0.21,0.05,0.0,35000.0,7000.0,14000.0,17500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.2,0.5565,66.8,1.5831
2011-06-01,21000.0,51870.0,0.61,0.07,0.21,0.05,0.0,34580.0,7000.0,14000.0,17290.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.65,0.5535,66.35,1.5831
2011-06-02,21000.0,52500.0,0.61,0.08,0.21,0.05,0.0,35000.0,7000.0,14000.0,17500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.2,0.5565,66.8,1.5831
2011-06-03,21000.0,51870.0,0.61,0.08,0.21,0.05,0.0,34580.0,7000.0,14000.0,17290.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,37.91,0.0,0.0,,0.0,100.0,33.51,0.5544,66.49,1.1373
2011-06-06,21000.0,51870.0,0.61,0.09,0.21,0.05,0.0,34580.0,7000.0,14000.0,17290.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.2,0.5565,66.8,1.5831
2011-06-07,21000.0,51660.0,0.61,0.09,0.21,0.05,0.0,34440.0,7000.0,14000.0,17220.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,37.91,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,1.1373
2011-06-08,21000.0,51030.0,0.61,0.09,0.21,0.05,0.0,34020.0,7000.0,14000.0,17010.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.29,0.5559,66.71,1.5831
2011-06-09,21000.0,52080.0,0.61,0.09,0.21,0.05,0.0,34720.0,7000.0,14000.0,17360.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.68,0.0,0.0,,0.0,100.0,33.2,0.5565,66.8,1.2504
2011-06-10,21000.0,59010.0,0.61,0.09,0.21,0.05,0.0,39340.0,7000.0,14000.0,19670.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.68,0.0,0.0,,0.0,100.0,32.12,0.5639,67.88,1.2504
2011-06-13,21000.0,57960.0,0.61,0.07,0.21,0.06,0.0,38640.0,7000.0,14000.0,19320.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,34.69,0.5469,65.31,1.5831
2011-06-14,21000.0,59220.0,0.61,0.07,0.21,0.06,0.0,39480.0,7000.0,14000.0,19740.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,34.5,0.5481,65.5,1.5831
2011-06-15,21000.0,55650.0,0.61,0.07,0.21,0.06,0.0,37100.0,7000.0,14000.0,18550.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,33.57,0.554,66.43,1.5831
2011-06-16,21000.0,54600.0,0.61,0.07,0.21,0.06,0.0,36400.0,7000.0,14000.0,18200.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.45,0.5005,51.55,1.5831
2011-06-17,21000.0,51870.0,0.61,0.07,0.21,0.05,0.0,34580.0,7000.0,14000.0,17290.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,43.04,0.0,0.0,,0.0,100.0,49.52,0.5,50.48,1.2911
2011-06-20,21000.0,52080.0,0.61,0.07,0.21,0.05,0.0,34720.0,7000.0,14000.0,17360.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.72,0.5003,51.28,1.5831
2011-06-21,21000.0,53130.0,0.61,0.07,0.21,0.05,0.0,35420.0,7000.0,14000.0,17710.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.5831
2011-06-22,21000.0,52290.0,0.61,0.07,0.21,0.05,0.0,34860.0,7000.0,14000.0,17430.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.5,0.5,50.5,1.5831
2011-06-23,21000.0,50820.0,0.61,0.08,0.21,0.05,0.0,33880.0,7000.0,14000.0,16940.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.6,0.5,50.4,1.5831
2011-06-24,21000.0,50190.0,0.61,0.07,0.21,0.05,0.0,33460.0,7000.0,14000.0,16730.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.85,0.5003,51.15,1.5831
2011-06-27,21000.0,51660.0,0.61,0.08,0.21,0.05,0.0,34440.0,7000.0,14000.0,17220.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.69,0.5,50.31,1.5831
2011-06-28,21000.0,52080.0,0.61,0.07,0.21,0.05,0.0,34720.0,7000.0,14000.0,17360.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.28,0.5001,50.72,1.5831
2011-06-29,21000.0,53550.0,0.61,0.07,0.21,0.05,0.0,35700.0,7000.0,14000.0,17850.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.8,0.5,50.2,1.5831
2011-06-30,21000.0,53550.0,0.61,0.07,0.21,0.05,0.0,35700.0,7000.0,14000.0,17850.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.3,0.5001,50.7,1.5831
2011-07-01,21000.0,52710.0,0.61,0.08,0.21,0.05,0.0,35140.0,7000.0,14000.0,17570.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.5831
2011-07-04,21000.0,56910.0,0.61,0.08,0.21,0.05,0.0,37940.0,7000.0,14000.0,18970.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.6,0.5,50.4,1.5831
2011-07-05,21000.0,56910.0,0.61,0.07,0.21,0.05,0.0,37940.0,7000.0,14000.0,18970.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.08,0.5007,51.92,1.5831
2011-07-06,21000.0,56280.0,0.61,0.07,0.21,0.06,0.0,37520.0,7000.0,14000.0,18760.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,23.8,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.714
2011-07-07,21000.0,55230.0,0.61,0.07,0.21,0.06,0.0,36820.0,7000.0,14000.0,18410.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.72,0.5,50.28,1.5831
2011-07-08,21000.0,53760.0,0.61,0.07,0.21,0.06,0.0,35840.0,7000.0,14000.0,17920.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.53,0.5,50.47,1.5831
2011-07-11,21000.0,54180.0,0.61,0.07,0.21,0.05,0.0,36120.0,7000.0,14000.0,18060.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.33,0.5001,50.67,1.5831
2011-07-12,21000.0,53970.0,0.61,0.07,0.21,0.05,0.0,35980.0,7000.0,14000.0,17990.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,23.8,0.0,0.0,,0.0,100.0,49.81,0.5,50.19,0.714
2011-07-13,21000.0,52290.0,0.61,0.07,0.21,0.05,0.0,34860.0,7000.0,14000.0,17430.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.5831
2011-07-14,21000.0,53340.0,0.61,0.07,0.21,0.05,0.0,35560.0,7000.0,14000.0,17780.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.21,0.5001,50.79,1.5831
2011-07-15,21000.0,52500.0,0.61,0.07,0.21,0.05,0.0,35000.0,7000.0,14000.0,17500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.5,0.5,50.5,1.5831
2011-07-18,21000.0,48930.0,0.61,0.07,0.21,0.05,0.0,32620.0,7000.0,14000.0,16310.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.6,0.5,50.4,1.5831
2011-07-19,21000.0,50610.0,0.61,0.07,0.21,0.05,0.0,33740.0,7000.0,14000.0,16870.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.24,0.5006,51.76,1.5831
2011-07-20,21000.0,50190.0,0.61,0.07,0.21,0.05,0.0,33460.0,7000.0,14000.0,16730.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.16,0.5001,50.84,1.5831
2011-07-21,21000.0,54390.0,0.61,0.07,0.21,0.05,0.0,36260.0,7000.0,14000.0,18130.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.79,0.5,50.21,1.5831
2011-07-22,21000.0,52080.0,0.61,0.07,0.21,0.05,0.0,34720.0,7000.0,14000.0,17360.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.97,0.0,0.0,,0.0,100.0,47.99,0.5008,52.01,0.4191
2011-07-25,21000.0,50610.0,0.61,0.08,0.21,0.05,0.0,33740.0,7000.0,14000.0,16870.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.92,0.5002,51.08,1.5831
2011-07-26,21000.0,50820.0,0.61,0.1,0.21,0.05,0.0,33880.0,7000.0,14000.0,16940.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.97,0.0,0.0,,0.0,100.0,49.28,0.5001,50.72,0.4191
2011-07-27,21000.0,49770.0,0.61,0.1,0.21,0.05,0.0,33180.0,7000.0,14000.0,16590.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.97,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,0.4191
2011-07-28,21000.0,48720.0,0.61,0.1,0.21,0.05,0.0,32480.0,7000.0,14000.0,16240.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.97,0.0,0.0,,0.0,100.0,49.48,0.5001,50.52,0.4191
2011-07-29,21000.0,47670.0,0.61,0.11,0.21,0.05,0.0,31780.0,7000.0,14000.0,15890.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.97,0.0,0.0,,0.0,100.0,49.47,0.5001,50.53,0.4191
2011-08-01,21000.0,47670.0,0.61,0.12,0.21,0.05,0.0,31780.0,7000.0,14000.0,15890.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.46,0.5001,50.54,1.5831
2011-08-02,21000.0,45780.0,0.61,0.12,0.21,0.05,0.0,30520.0,7000.0,14000.0,15260.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.5831
2011-08-03,21000.0,45360.0,0.61,0.12,0.21,0.05,0.0,30240.0,7000.0,14000.0,15120.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.5831
2011-08-04,21000.0,44100.0,0.61,0.12,0.21,0.05,0.0,29400.0,7000.0,14000.0,14700.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.77,0.5,50.23,1.5831
2011-08-05,21000.0,45150.0,0.61,0.11,0.21,0.04,0.0,30100.0,7000.0,14000.0,15050.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.3,0.5001,50.7,1.5831
2011-08-08,21000.0,42000.0,0.61,0.11,0.21,0.04,0.0,28000.0,7000.0,14000.0,14000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.41,0.5001,50.59,1.5831
2011-08-09,21000.0,44100.0,0.61,0.11,0.21,0.04,0.0,29400.0,7000.0,14000.0,14700.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.19,0.5007,51.81,1.5831
2011-08-10,14000.0,29400.0,0.41,0.07,0.14,0.03,0.0,14700.0,7000.0,7000.0,14700.0,,,,,,,,,,,,,,,,,7000.0,0.01,0.02,,,100.0,52.77,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0554
2011-08-11,21000.0,43890.0,0.61,0.11,0.21,0.04,0.0,29260.0,7000.0,14000.0,14630.0,,,,,,7000.0,,,,,,,,,0.01,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.5831
2011-08-12,21000.0,44100.0,0.61,0.11,0.21,0.04,0.0,29400.0,7000.0,14000.0,14700.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,1.5831
2011-08-15,21000.0,46830.0,0.61,0.11,0.21,0.04,0.0,31220.0,7000.0,14000.0,15610.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,1.5831
2011-08-16,21000.0,49350.0,0.61,0.11,0.21,0.05,0.0,32900.0,7000.0,14000.0,16450.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.5,0.5005,51.5,1.5831
2011-08-17,21000.0,47460.0,0.61,0.1,0.21,0.05,0.0,31640.0,7000.0,14000.0,15820.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.69,0.5003,51.31,1.5831
2011-08-18,21000.0,45150.0,0.61,0.1,0.21,0.05,0.0,30100.0,7000.0,14000.0,15050.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.02,0.5002,50.98,1.5831
2011-08-19,21000.0,43680.0,0.61,0.1,0.21,0.05,0.0,29120.0,7000.0,14000.0,14560.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.75,0.5003,51.25,1.5831
2011-08-22,21000.0,44100.0,0.61,0.1,0.21,0.04,0.0,29400.0,7000.0,14000.0,14700.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.17,0.5001,50.83,1.5831
2011-08-23,21000.0,44310.0,0.61,0.1,0.21,0.04,0.0,29540.0,7000.0,14000.0,14770.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,1.5831
2011-08-24,21000.0,44940.0,0.61,0.11,0.21,0.04,0.0,29960.0,7000.0,14000.0,14980.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,1.5831
2011-08-25,21000.0,44520.0,0.61,0.11,0.21,0.04,0.0,29680.0,7000.0,14000.0,14840.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.65,0.5,50.35,1.5831
2011-08-26,21000.0,44940.0,0.61,0.11,0.21,0.04,0.0,29960.0,7000.0,14000.0,14980.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.77,0.5,50.23,1.5831
2011-08-29,21000.0,45360.0,0.61,0.11,0.21,0.04,0.0,30240.0,7000.0,14000.0,15120.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.77,0.5,50.23,1.5831
2011-08-30,21000.0,45150.0,0.61,0.11,0.21,0.05,0.0,30100.0,7000.0,14000.0,15050.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.77,0.5,50.23,1.5831
2011-08-31,21000.0,45780.0,0.61,0.11,0.21,0.05,0.0,30520.0,7000.0,14000.0,15260.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,1.5831
2011-09-01,21000.0,45780.0,0.61,0.11,0.21,0.05,0.0,30520.0,7000.0,14000.0,15260.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.65,0.5,50.35,1.5831
2011-09-02,21000.0,44940.0,0.61,0.12,0.21,0.05,0.0,29960.0,7000.0,14000.0,14980.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.5831
2011-09-05,21000.0,44310.0,0.61,0.13,0.21,0.05,0.0,29540.0,7000.0,14000.0,14770.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.54,0.5,50.46,1.5831
2011-09-06,21000.0,43890.0,0.61,0.14,0.21,0.04,0.0,29260.0,7000.0,14000.0,14630.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.65,0.5,50.35,1.5831
2011-09-07,21000.0,44310.0,0.61,0.14,0.21,0.04,0.0,29540.0,7000.0,14000.0,14770.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,1.5831
2011-09-08,21000.0,44730.0,0.61,0.14,0.21,0.04,0.0,29820.0,7000.0,14000.0,14910.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,1.5831
2011-09-09,21000.0,42840.0,0.61,0.14,0.21,0.04,0.0,28560.0,7000.0,14000.0,14280.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.76,0.5,50.24,1.5831
2011-09-12,21000.0,39690.0,0.61,0.14,0.21,0.04,0.0,26460.0,7000.0,14000.0,13230.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.21,0.5001,50.79,1.5831
2011-09-13,21000.0,39900.0,0.61,0.15,0.21,0.04,0.0,26600.0,7000.0,14000.0,13300.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.09,0.5007,51.91,1.5831
2011-09-14,21000.0,40740.0,0.61,0.15,0.21,0.04,0.0,27160.0,7000.0,14000.0,13580.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.87,0.5,50.13,1.5831
2011-09-15,21000.0,41580.0,0.61,0.16,0.21,0.04,0.0,27720.0,7000.0,14000.0,13860.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.48,0.5001,50.52,1.5831
2011-09-16,21000.0,40950.0,0.61,0.16,0.21,0.04,0.0,27300.0,7000.0,14000.0,13650.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.49,0.5001,50.51,1.5831
2011-09-19,21000.0,39270.0,0.61,0.18,0.21,0.04,0.0,26180.0,7000.0,14000.0,13090.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.62,0.5,50.38,1.5831
2011-09-20,21000.0,39270.0,0.61,0.19,0.21,0.04,0.0,26180.0,7000.0,14000.0,13090.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.95,0.5002,51.05,1.5831
2011-09-21,21000.0,38850.0,0.61,0.2,0.21,0.04,0.0,25900.0,7000.0,14000.0,12950.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.5831
2011-09-22,21000.0,34650.0,0.61,0.2,0.21,0.04,0.0,23100.0,7000.0,14000.0,11550.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.73,0.5,50.27,1.5831
2011-09-23,21000.0,35070.0,0.61,0.21,0.21,0.04,0.0,23380.0,7000.0,14000.0,11690.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,47.14,0.5016,52.86,1.5831
2011-09-26,21000.0,34230.0,0.61,0.2,0.21,0.04,0.0,22820.0,7000.0,14000.0,11410.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,47.44,0.5013,52.56,1.5831
2011-09-27,21000.0,36750.0,0.61,0.22,0.21,0.03,0.0,24500.0,7000.0,14000.0,12250.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.39,0.5001,50.61,1.5831
2011-09-28,21000.0,36750.0,0.61,0.26,0.21,0.04,0.0,24500.0,7000.0,14000.0,12250.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.22,0.5006,51.78,1.5831
2011-09-29,21000.0,35700.0,0.61,0.27,0.21,0.04,0.0,23800.0,7000.0,14000.0,11900.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.5831
2011-09-30,21000.0,37800.0,0.61,0.28,0.21,0.04,0.0,25200.0,7000.0,14000.0,12600.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,49.28,0.5001,50.72,1.5831
2011-10-03,21000.0,38220.0,0.61,0.25,0.21,0.04,0.0,25480.0,7000.0,14000.0,12740.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,52.77,0.0,0.0,,0.0,100.0,48.57,0.5004,51.43,1.5831
