,GNFT FP Equity_DX_SI_QTY,GNFT FP Equity_DX_SHORT_INTEREST_VALUE,GNFT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GNFT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GNFT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GNFT FP Equity_DX_SI_MV,GNFT FP Equity_DX_DSS,GNFT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GNFT FP Equity_DX_SUPPLY_SI_QTY,GNFT FP Equity_DX_BROKER_SI_QTY,GNFT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GNFT FP Equity_DX_BROKER_SI_MV_NEW_x,GNFT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GNFT FP Equity_DX_SUPPLY_SI_QTY_INC_x,GNFT FP Equity_DX_BROKER_SI_MV_INC_x,GNFT FP Equity_DX_SUPPLY_SI_MV_NEW,GNFT FP Equity_DX_BROKER_SI_QTY_ADD,GNFT FP Equity_DX_BROKER_SI_QTY_NEW,GNFT FP Equity_DX_SUPPLY_SI_MV_DEC,GNFT FP Equity_DX_BROKER_SI_QTY_INC,GNFT FP Equity_DX_SUPPLY_SI_QTY_DEC,GNFT FP Equity_DX_BROKER_SI_MV_NEW_y,GNFT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GNFT FP Equity_DX_BROKER_SI_MV_INC_y,GNFT FP Equity_DX_SUPPLY_SI_QTY_INC_y,GNFT FP Equity_DX_BROKER_SI_MV_ADD,GNFT FP Equity_DX_SUPPLY_SI_QTY_ADD,GNFT FP Equity_DX_BROKER_SI_QTY_DEC,GNFT FP Equity_DX_SUPPLY_SI_MV,GNFT FP Equity_DX_BROKER_SI_MV_DEC,GNFT FP Equity_DX_SUPPLY_SI_MV_RMV,GNFT FP Equity_DX_BROKER_SI_MV_RMV,GNFT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GNFT FP Equity_DX_UTILIZATION_QUANTITY,GNFT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GNFT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GNFT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GNFT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GNFT FP Equity_DX_ACTIVE_UTILIZATION_MV,GNFT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GNFT FP Equity_DX_BROKER_SI_CON_RATIO,GNFT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GNFT FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-12-22,1140738.0,36617689.8,5.65,4.02,4.76,37.7,2.0,26070336.0,774878.0,812160.0,24873583.8,,,38800.0,0.25,,,,,9600.0,,,,0.25,38800.0,,,7884.0,25.26,0.28,,,93.04,77.45,57970.0,1860837.0,,1.89,93.04,11.57,0.2211,40.63,1.1402
2015-12-23,1143807.0,37699878.72,5.66,4.15,4.77,37.48,2.0,26933593.6,772947.0,817160.0,25476333.12,,,,0.23,,,,0.06,5000.0,1931.0,,,0.23,,,,,24.88,,,,93.02,76.86,57970.0,1910691.2,,1.86,93.03,12.3,0.2202,40.37,1.1374
2015-12-24,1152807.0,37212609.96,5.71,4.19,4.81,38.31,2.0,26668444.8,772947.0,826160.0,24950729.16,,,,0.23,,,,,9000.0,,,,0.23,,,,,25.34,,,,93.02,76.73,57970.0,1871271.6,,1.9,93.01,12.68,0.2193,40.15,1.1444
2015-12-25,1152807.0,37212609.96,5.71,4.24,4.81,37.99,2.0,26668444.8,772947.0,826160.0,24950729.16,,,,,,,,,,,,,,,,,,25.07,,,,93.02,76.88,57970.0,1871271.6,,1.87,93.06,12.76,0.2192,40.13,1.1466
2015-12-28,1144220.0,36311821.7,5.66,4.2,4.78,37.49,2.0,25945679.16,775647.0,817573.0,24615157.55,,,2700.0,0.3,,,,,11000.0,,,,0.3,2700.0,,,19587.0,25.02,0.64,,,93.05,77.06,57970.0,1839677.95,,1.87,93.04,13.86,0.2233,40.58,1.1367
2015-12-29,1154620.0,37825351.2,5.72,4.26,4.82,37.46,2.0,27026115.48,777047.0,824973.0,25456059.72,,,3000.0,0.31,,3000.0,,0.07,6000.0,1600.0,,,0.31,3000.0,0.1,,1600.0,24.73,0.12,,,93.21,77.19,56570.0,1853233.2,,1.8,93.22,14.96,0.2205,40.0,1.147
2015-12-30,1113820.0,36449759.5,5.51,5.01,4.65,37.05,2.0,26247838.93,767147.0,802073.0,25104885.58,,,3642.0,0.19,,,,0.57,6000.0,17900.0,,,0.19,3642.0,,4358.0,28900.0,25.13,0.6,,,93.13,76.33,56570.0,1851253.25,,1.85,93.13,15.87,0.2118,38.1,1.1083
2015-12-31,1084992.0,35316489.6,5.37,5.47,4.53,36.09,2.0,25169124.75,750704.0,773245.0,24435415.2,,,,,,,,0.54,,16443.0,,,,,,,28828.0,24.63,0.96,,,95.86,76.05,32445.0,1056084.75,,1.06,95.87,16.28,0.2223,39.43,1.0991
2016-01-01,1087992.0,35414139.6,5.39,6.02,4.54,36.1,2.0,25169124.75,753704.0,773245.0,24533065.2,,,,,,,,,,,,,,,,3000.0,,24.61,,,,95.87,76.23,32445.0,1056084.75,,1.06,95.88,16.26,0.2209,39.3,1.1003
2016-01-04,1130592.0,36178944.0,5.6,6.26,4.72,37.42,2.0,26107040.0,759304.0,815845.0,24297728.0,,5600.0,,1.45,0.18,,,,42600.0,,,5600.0,1.45,,,,,24.77,,,,95.9,76.26,32445.0,1038240.0,,1.06,95.91,16.4,0.2141,37.53,1.1355
2016-01-05,1125592.0,36165270.96,5.57,6.61,4.7,36.76,2.0,26052449.85,757324.0,810845.0,24332820.12,,,,,,,,0.06,,1980.0,,,,,,,5000.0,24.3,0.15,,,95.89,76.06,32445.0,1042457.85,,1.04,95.9,16.43,0.2148,37.7,1.1304
2016-01-06,1320992.0,41294209.92,6.54,8.05,5.51,43.0,2.0,34836644.16,761724.0,1114416.0,23811492.24,,,,1.4,,256571.0,,0.11,47000.0,4099.0,,,1.4,,8.4,8499.0,,24.39,,,,100.0,76.57,0.0,0.0,,0.0,100.0,22.65,0.1949,31.09,1.328
2016-01-07,1323189.0,39960307.8,6.55,8.11,5.52,41.57,2.0,33721712.6,759632.0,1116613.0,22940886.4,,,,0.34,,,,0.07,16000.0,2092.0,,,0.34,,,,13803.0,23.52,0.52,,,100.0,76.25,0.0,0.0,,0.0,100.0,22.69,0.1961,30.84,1.3283
2016-01-08,1345189.0,40422929.45,6.66,8.07,5.61,41.18,2.0,34215320.65,779632.0,1138613.0,23427941.6,,,2744.0,0.64,,,,,22000.0,,,,0.64,2744.0,,17256.0,,23.42,,,,100.0,78.16,0.0,0.0,,0.0,100.0,22.15,0.1951,30.32,1.3486
2016-01-11,1459095.0,42000049.58,7.22,8.97,6.09,44.37,2.0,36053759.42,779632.0,1252519.0,22441707.12,,,,3.22,,,,,113906.0,,,,3.22,,,,,23.48,,,,100.0,78.06,0.0,0.0,,0.0,100.0,20.3,0.1843,27.91,1.4609
2016-01-12,1484774.0,44320503.9,7.35,9.09,6.2,43.9,2.0,38004960.3,784632.0,1273198.0,23421265.2,,,5000.0,0.75,,5000.0,,,22000.0,,,,0.75,5000.0,0.14,,6321.0,22.6,0.35,,,96.26,78.42,30445.0,908783.25,,0.88,96.27,19.58,0.1813,27.0,1.4839
2016-01-13,1491774.0,44976986.1,7.38,8.98,6.23,45.2,2.0,38597969.7,778311.0,1280198.0,23466076.65,,,,0.27,,,,0.18,7000.0,6321.0,,,0.27,,,,,23.17,,,,96.24,77.54,30445.0,917916.75,,0.91,96.23,19.22,0.1811,27.03,1.4862
2016-01-14,1509043.0,44539404.15,7.47,8.88,6.3,46.02,2.0,38294738.51,771955.0,1297467.0,22784251.83,,,,0.53,,,,0.17,17500.0,6356.0,,,0.53,,,,231.0,23.25,0.0,,,96.21,76.91,30445.0,898584.18,,0.92,96.2,19.07,0.1819,27.28,1.5034
2016-01-15,1513127.0,41406720.35,7.49,8.84,6.32,44.28,2.0,35642009.46,770808.0,1302467.0,21093160.92,,,,0.0,,,,0.03,5000.0,1147.0,,,0.0,,,,,22.24,,,,96.2,76.73,30445.0,833127.43,,0.83,96.39,19.19,0.1819,27.43,1.5063
2016-01-18,1525327.0,37698456.81,7.55,8.56,6.37,43.22,2.0,32561196.91,768008.0,1317467.0,18981317.72,,,,0.25,,,,0.08,15000.0,2800.0,,,0.25,,,,,21.06,,,,95.85,76.41,33245.0,821650.18,,0.91,95.86,18.76,0.1813,28.17,1.5176
2016-01-19,1488227.0,35419802.6,7.37,7.46,6.21,37.38,2.0,30472734.6,775908.0,1280367.0,18466610.4,,,17900.0,0.0,,6500.0,,0.28,11400.0,10000.0,,,0.0,17900.0,0.17,,55000.0,19.15,1.81,,,100.0,77.42,0.0,0.0,,0.0,100.0,19.43,0.1887,27.91,1.485
2016-01-20,1513827.0,33826464.32,7.49,7.7,6.32,36.42,2.0,28833965.66,792308.0,1290399.0,17704122.26,,,29171.0,0.59,,8000.0,,0.38,41000.0,15600.0,,,0.59,29171.0,0.2,2829.0,38968.0,18.86,1.0,,,100.0,79.26,0.0,0.0,,0.0,100.0,20.2,0.1925,27.94,1.5144
2016-01-21,1511827.0,33328226.22,7.48,6.68,6.31,34.47,2.0,28402755.96,798308.0,1288399.0,17598699.86,,,10000.0,0.0,,,,0.23,6000.0,4000.0,,,0.0,10000.0,,,8000.0,17.86,0.3,,,100.0,80.02,0.0,0.0,,0.0,100.0,20.66,0.1948,28.31,1.5155
2016-01-22,1499427.0,34794203.53,7.42,6.31,6.26,34.42,2.0,29609556.8,791908.0,1275999.0,18376225.14,,,,,,,,0.14,,6400.0,,,,,,,12400.0,17.74,0.34,,,100.0,79.39,0.0,0.0,,0.0,100.0,21.91,0.1981,28.27,1.5033
2016-01-25,1532334.0,39817698.99,7.58,6.44,6.4,37.01,2.0,33726087.41,809815.0,1297906.0,21043042.77,,,11000.0,1.68,,,,0.01,21907.0,3393.0,,,1.68,11000.0,,10300.0,,18.78,,,,100.0,81.28,0.0,0.0,,0.0,100.0,23.33,0.1995,27.99,1.538
2016-01-26,1573734.0,46283516.94,7.79,6.16,6.57,42.58,2.0,39183119.46,836215.0,1332306.0,24593083.15,,,25344.0,1.65,,,,0.08,47500.0,13100.0,,,1.65,25344.0,,14156.0,13100.0,21.71,0.0,,,100.0,84.65,0.0,0.0,,0.0,100.0,22.98,0.1921,26.11,1.593
2016-01-27,1666234.0,50203630.42,8.25,5.9,6.95,49.71,2.0,42929404.78,852695.0,1424806.0,25691700.35,,,8400.0,3.91,,,,,92500.0,,,,3.91,8400.0,,8080.0,,25.01,,,,95.9,83.48,36480.0,1099142.4,,1.07,95.9,21.61,0.1987,29.32,1.6313
2016-01-28,1552054.0,45009566.0,7.68,5.07,6.48,46.81,2.0,44158126.0,718495.0,1522694.0,20836355.0,,,57843.0,2.83,,5568.0,,6.29,97300.0,214000.0,,,2.83,57843.0,0.18,21957.0,4980.0,21.53,0.0,,,100.0,70.35,0.0,0.0,,0.0,100.0,20.54,0.2081,32.73,1.5196
2016-01-29,1801254.0,52686679.5,8.92,5.77,7.52,53.22,3.0,45416299.5,950695.0,1552694.0,27807828.75,,,8986.0,0.55,,,,0.0,36000.0,32.0,,,0.55,8986.0,,223246.0,6000.0,27.79,0.42,,,100.0,93.07,0.0,0.0,,0.0,100.0,20.58,0.211,33.43,1.7634
2016-02-01,1833254.0,54960954.92,9.07,5.87,7.65,54.42,3.0,47509126.12,951695.0,1584694.0,28531816.1,,,1000.0,1.31,,,,,34000.0,,,,1.31,1000.0,,,2000.0,27.75,0.03,,,100.0,93.05,0.0,0.0,,0.0,100.0,22.78,0.2107,32.39,1.7925
2016-02-02,1833553.0,52980513.94,9.08,5.85,7.65,55.13,3.0,46165368.13,951194.0,1597694.0,27484750.63,,,10086.0,0.71,,,,0.25,13000.0,13787.0,,,0.71,10086.0,,3200.0,,28.47,,,,100.0,92.83,0.0,0.0,,0.0,100.0,21.53,0.209,32.53,1.7894
2016-02-03,1823852.0,49253123.26,9.03,5.81,7.61,53.77,3.0,42883750.97,955994.0,1587993.0,25816617.97,,,5161.0,0.0,,,,0.02,7000.0,361.0,,,0.0,5161.0,,,16701.0,27.32,0.0,,,100.0,92.48,0.0,0.0,,0.0,100.0,23.49,0.2119,32.29,1.7644
2016-02-04,1827852.0,50028309.24,9.05,5.7,7.63,50.02,3.0,43572848.41,955994.0,1591993.0,26165555.78,,,,0.1,,,,,4000.0,,,,0.1,,,,,25.62,,,,100.0,92.32,0.0,0.0,,0.0,100.0,22.27,0.2114,32.95,1.7651
2016-02-05,1822099.0,48367617.96,9.02,5.63,7.61,50.27,3.0,42106740.8,968794.0,1586240.0,25716636.73,,,13275.0,0.64,,,,0.0,10000.0,475.0,,,0.64,13275.0,,,15753.0,26.36,0.59,,,100.0,93.47,0.0,0.0,,0.0,100.0,20.87,0.2135,34.06,1.7579
2016-02-08,1809891.0,44170389.86,8.96,5.58,7.55,48.01,3.0,38414250.96,968794.0,1574032.0,23643417.57,,,26.0,0.0,,1239.0,,0.01,12000.0,26.0,,,0.0,26.0,0.03,,25447.0,25.63,0.84,,,100.0,93.54,0.0,0.0,,0.0,100.0,20.11,0.2188,35.49,1.7476
2016-02-09,1829010.0,48679101.15,9.05,5.53,7.63,46.17,3.0,42268638.87,975794.0,1588151.0,25970757.31,,,7084.0,0.0,,,,0.01,14119.0,84.0,,,0.0,7084.0,,,,23.68,,,,100.0,94.23,0.0,0.0,,0.0,100.0,22.78,0.2184,34.23,1.7663
2016-02-10,1912237.0,49603427.78,9.47,5.29,7.98,51.5,3.0,43225845.32,982294.0,1666378.0,25480706.36,,,5030.0,2.45,,2000.0,,0.0,76727.0,530.0,,,2.45,5030.0,0.05,2000.0,500.0,26.15,0.0,,,100.0,94.85,0.0,0.0,,0.0,100.0,19.91,0.2111,33.32,1.8465
2016-02-11,1877799.0,51639472.5,9.29,5.1,7.84,49.89,3.0,44795850.0,987713.0,1628940.0,27162107.5,,,5919.0,0.0,,,,0.02,2064.0,500.0,,,0.0,5919.0,,,39502.0,25.48,1.02,,,100.0,95.44,0.0,0.0,,0.0,100.0,19.46,0.2108,33.44,1.8145
2016-02-12,1877609.0,50695443.0,9.29,4.75,7.84,52.31,3.0,43976250.0,987713.0,1628750.0,26668251.0,,,,,,,,,,,,,,,,,190.0,27.07,0.0,,,100.0,95.39,0.0,0.0,,0.0,100.0,18.2,0.2119,33.94,1.8134
2016-02-15,1869497.0,51803761.87,9.25,4.57,7.8,52.23,3.0,44907878.98,986858.0,1620638.0,27345835.18,,,,,,,,0.05,,855.0,,,,,,,8112.0,26.77,0.0,,,100.0,95.19,0.0,0.0,,0.0,100.0,18.42,0.2121,33.98,1.8033
2016-02-16,1863720.0,50413626.0,9.23,4.52,7.78,52.36,3.0,43686642.65,986496.0,1615033.0,26684716.8,,,,,,,,0.0,,362.0,,,,,,,5605.0,27.29,0.1,,,100.0,95.17,0.0,0.0,,0.0,100.0,18.12,0.2117,34.02,1.7981
2016-02-17,1848735.0,50784750.45,9.15,4.45,7.72,50.99,3.0,43953318.56,992811.0,1600048.0,27272518.17,,,6205.0,0.0,,,,0.05,7015.0,700.0,,,0.0,6205.0,,810.0,22000.0,26.88,0.67,,,100.0,95.83,0.0,0.0,,0.0,100.0,17.34,0.213,34.47,1.7845
2016-02-18,1849035.0,52697497.5,9.15,4.44,7.72,51.88,3.0,45609918.0,991811.0,1600348.0,28266613.5,,,,0.38,,,,0.02,14000.0,1000.0,,,0.38,,,,13700.0,27.52,0.01,,,100.0,95.83,0.0,0.0,,0.0,100.0,17.95,0.2107,33.8,1.7865
2016-02-19,1808535.0,52411344.3,8.95,4.26,7.55,52.34,3.0,45697055.04,972911.0,1576848.0,28194960.78,,,,,,,,0.4,,18900.0,,,,,,,23500.0,27.73,0.0,,,100.0,94.04,0.0,0.0,,0.0,100.0,17.22,0.2107,33.92,1.7482
2016-02-22,1776535.0,50826666.35,8.79,4.15,7.41,52.29,3.0,44198101.28,972911.0,1544848.0,27834983.71,,,,,,,,,,,,,,,,,32000.0,28.3,0.99,,,100.0,94.06,0.0,0.0,,0.0,100.0,17.72,0.2137,34.85,1.7175
2016-02-23,1803179.0,50489012.0,8.93,4.22,7.53,52.17,3.0,43525776.0,982555.0,1554492.0,27511540.0,,,15000.0,0.26,,,,0.2,13444.0,5356.0,,,0.26,15000.0,,,3800.0,28.11,0.13,,,100.0,94.31,0.0,0.0,,0.0,100.0,17.57,0.2126,34.61,1.7307
2016-02-24,1784179.0,48172833.0,8.83,4.2,7.45,50.53,3.0,41512284.0,980555.0,1537492.0,26474985.0,,,,0.3,,,,0.06,16000.0,2000.0,,,0.3,,,,33000.0,27.46,1.1,,,100.0,92.12,0.0,0.0,,0.0,100.0,18.59,0.2165,35.13,1.6761
2016-02-25,1761179.0,47657503.74,8.72,4.18,7.35,48.41,3.0,40982153.52,983355.0,1514492.0,26609586.3,,,1990.0,,,,,,,,,,,1990.0,,810.0,23000.0,26.55,0.77,,,100.0,89.7,0.0,0.0,,0.0,100.0,18.74,0.2188,35.57,1.6064
2016-02-26,1775633.0,48341608.43,8.79,4.24,7.41,49.19,3.0,41625554.85,983009.0,1528946.0,26762420.03,,,,0.38,,3000.0,,0.01,11454.0,346.0,,,0.38,,0.08,,,26.76,,,,100.0,89.67,0.0,0.0,,0.0,100.0,19.04,0.2168,35.27,1.6197
2016-02-29,1786533.0,50907257.84,8.84,4.35,7.46,49.88,3.0,43877911.77,983009.0,1539846.0,28010841.46,,,,0.32,,,,,10900.0,,,,0.32,,,,,26.85,,,,100.0,88.86,0.0,0.0,,0.0,100.0,18.85,0.2135,34.81,1.6149
2016-03-01,1786533.0,53595990.0,8.84,4.48,7.46,52.01,3.0,46195380.0,983009.0,1539846.0,29490270.0,,,,,,,,,,,,,,,,,,28.02,,,,100.0,88.86,0.0,0.0,,0.0,100.0,18.88,0.2126,34.6,1.6149
2016-03-02,1584213.0,47724416.63,7.84,3.94,6.61,47.98,2.0,36643417.38,997876.0,1216379.0,30061014.5,,,,0.53,,,,,10000.0,,,,0.53,,,14867.0,333467.0,29.92,9.72,,,96.55,90.2,35665.0,1074408.13,,1.07,96.53,20.45,0.2371,39.88,1.432
2016-03-03,1569333.0,46420870.14,7.77,4.17,6.55,47.43,2.0,36131940.42,977876.0,1221499.0,28925572.08,,,,0.21,,,,0.58,7000.0,20000.0,,,0.21,,,,1880.0,29.25,0.18,,,94.36,88.2,58411.0,1727797.38,,1.74,94.39,20.32,0.2354,39.8,1.4154
2016-03-04,1553433.0,45981616.8,6.87,4.23,5.89,46.44,2.0,35617650.4,1004676.0,1203299.0,29738409.6,,,25245.0,0.0,,,,0.02,2300.0,500.0,,,0.0,25245.0,,2055.0,20500.0,29.61,0.72,,,97.79,89.63,22746.0,673281.6,,0.67,97.78,19.25,0.237,40.43,1.3858
2016-03-07,1463215.0,43896450.0,7.15,4.04,5.55,43.88,2.0,33392430.0,1030076.0,1113081.0,30902280.0,,,26160.0,0.64,,,,0.02,19500.0,760.0,,,0.64,26160.0,,,109718.0,30.47,3.24,,,97.84,91.92,22746.0,682380.0,,0.67,97.84,13.37,0.2575,44.87,1.3058
2016-03-08,1462582.0,44140724.76,7.15,4.25,5.55,44.38,2.0,33908678.64,1029976.0,1123548.0,31084675.68,,,11000.0,0.52,,,,0.56,10467.0,21400.0,,,0.52,11000.0,,10300.0,,30.86,,,,95.89,91.9,44146.0,1332326.28,,1.32,95.89,13.17,0.2614,45.5,1.305
2016-03-09,1460863.0,44614756.02,7.14,4.61,5.54,44.72,2.0,34313155.92,1028257.0,1123548.0,31402968.78,,,,,,,,0.05,,1719.0,,,,,,,,31.11,,,,95.88,91.77,44146.0,1348218.84,,1.33,95.89,13.18,0.2618,45.55,1.3039
2016-03-10,1504687.0,44779485.12,7.35,5.13,5.71,45.9,2.0,33996990.72,1052673.0,1142372.0,31327548.48,,,25000.0,0.61,,,,0.02,19408.0,584.0,,,0.61,25000.0,,,584.0,31.84,0.0,,,100.0,93.96,0.0,0.0,,0.0,100.0,13.06,0.2547,44.91,1.343
2016-03-11,1549587.0,46107961.19,7.57,5.38,5.88,46.71,2.0,34880953.36,1067573.0,1172272.0,31765634.62,,,15000.0,0.82,,,,0.01,30000.0,100.0,,,0.82,15000.0,,,100.0,31.76,0.17,,,100.0,95.3,0.0,0.0,,0.0,100.0,13.79,0.2474,43.91,1.3833
2016-03-14,1550243.0,45267095.6,7.57,5.43,5.88,46.76,2.0,34259542.4,1068229.0,1173272.0,31192286.8,,,1000.0,0.03,,,,0.01,1000.0,344.0,,,0.03,1000.0,,,,31.87,,,,100.0,95.26,0.0,0.0,,0.0,100.0,13.85,0.2482,44.01,1.3824
2016-03-15,1582243.0,45157215.22,7.73,5.57,6.0,46.76,2.0,34398462.88,1067275.0,1205272.0,30460028.5,,,400.0,0.84,,,,0.07,32000.0,1354.0,,,0.84,400.0,,,,31.15,,,,100.0,95.26,0.0,0.0,,0.0,100.0,15.88,0.2436,42.98,1.4123
2016-03-16,1568616.0,43929091.08,7.66,5.55,5.95,45.17,2.0,33381651.95,1066931.0,1191989.0,29879402.66,,,2.0,,,,,0.03,,346.0,,,,2.0,,,13283.0,30.26,0.43,,,100.0,95.23,0.0,0.0,,0.0,100.0,16.0,0.2481,43.47,1.4001
2016-03-17,1568616.0,42838902.96,7.66,5.67,5.95,44.14,2.0,32553219.59,1066931.0,1191989.0,29137885.61,,,,,,,,,,,,,,,,,,29.52,,,,100.0,95.26,0.0,0.0,,0.0,100.0,16.06,0.2478,43.42,1.4006
2016-03-18,1560688.0,42887706.24,7.62,5.66,5.92,43.45,2.0,33027909.72,1048003.0,1201889.0,28799122.44,,,420.0,0.19,,,,0.6,11000.0,19348.0,,,0.19,420.0,,,1100.0,28.73,0.03,,,100.0,93.44,0.0,0.0,,0.0,100.0,16.82,0.2536,43.75,1.3915
2016-03-21,1585088.0,44303209.6,7.74,5.71,6.01,44.4,2.0,34274777.55,1047003.0,1226289.0,29263733.85,,,,0.45,,10000.0,,0.02,15400.0,1000.0,,,0.45,,0.27,,1000.0,28.85,0.0,,,100.0,93.34,0.0,0.0,,0.0,100.0,16.4,0.245,42.92,1.4131
2016-03-22,1596937.0,44953776.55,7.8,5.86,6.06,45.45,2.0,34853584.7,1061003.0,1238138.0,29867234.45,,,14000.0,0.47,,,,0.0,14000.0,133.0,,,0.47,14000.0,,133.0,2151.0,29.72,0.05,,,100.0,94.6,0.0,0.0,,0.0,100.0,16.28,0.2434,42.6,1.4238
2016-03-23,1596937.0,44714236.0,7.8,6.67,6.06,45.69,2.0,34667864.0,1061003.0,1238138.0,29708084.0,,,,,,,,,,,,,,,,,,29.93,,,,100.0,93.56,0.0,0.0,,0.0,100.0,16.31,0.2437,42.66,1.4082
2016-03-24,1490879.0,42124786.15,7.28,6.51,5.66,42.5,2.0,34676513.85,965813.0,1227270.0,27289046.32,,,506.0,,,,,2.72,,95696.0,,,,506.0,,,10868.0,27.04,0.35,,,90.67,85.17,99336.0,2806738.68,,2.78,90.67,15.98,0.2453,42.88,1.3147
2016-03-25,1490879.0,42124786.15,7.28,7.35,5.66,42.62,2.0,34676513.85,965813.0,1227270.0,27289046.32,,,,,,,,,,,,,,,,,,27.25,,,,90.67,85.17,99336.0,2806738.68,,2.81,90.66,16.01,0.2453,42.86,1.3147
2016-03-28,1490879.0,42124786.15,7.28,7.35,5.66,42.73,2.0,34676513.85,965813.0,1227270.0,27289046.32,,,,,,,,,,,,,,,,,,27.24,,,,90.67,85.17,99336.0,2806738.68,,2.81,90.66,16.0,0.2453,42.87,1.3147
2016-03-29,1467419.0,42276341.39,7.17,7.23,5.57,42.12,2.0,35145895.2,946488.0,1219920.0,27268319.28,,,93.0,,,,,0.5,,19498.0,,,,93.0,,80.0,7350.0,26.68,0.27,,,90.0,83.65,105146.0,3029256.26,,3.03,89.8,15.98,0.2409,42.22,1.2969
2016-03-30,1412925.0,40529753.63,6.9,7.28,5.36,41.09,2.0,33573669.81,926256.0,1170426.0,26569653.36,,,5224.0,,,,,0.66,,25456.0,,,,5224.0,,,49494.0,26.47,1.08,,,89.37,81.7,110146.0,3159538.01,,3.17,89.29,15.5,0.2336,41.21,1.2462
2016-03-31,1421705.0,43589475.3,6.95,7.48,5.39,41.65,2.0,36008820.96,942762.0,1174456.0,28905082.92,,,26936.0,0.41,,,,0.43,15310.0,15180.0,,,0.41,26936.0,,4750.0,11280.0,27.01,0.29,,,89.54,83.56,110146.0,3377076.36,,3.16,89.53,16.29,0.2257,39.83,1.2602
2016-04-01,1458500.0,43178892.5,7.13,7.4,5.53,44.94,2.0,35131394.96,967342.0,1186671.0,28638159.91,,,25000.0,1.45,,,,0.01,29533.0,420.0,,,1.45,25000.0,,,17318.0,29.5,0.48,,,91.91,85.8,85146.0,2520747.33,,2.52,92.13,16.78,0.224,39.64,1.2937
2016-04-04,1588580.0,45814647.2,7.76,7.96,6.03,47.57,2.0,41499923.64,954762.0,1438971.0,27535336.08,,,420.0,0.0,,269660.0,,0.51,427.0,13000.0,,,0.0,420.0,8.16,,17787.0,28.09,1.0,,,91.2,84.74,92146.0,2657490.64,,2.66,91.36,18.68,0.2036,34.69,1.4099
2016-04-05,1605139.0,44759301.02,7.84,8.57,6.09,47.04,2.0,40425442.2,963977.0,1449720.0,26880498.65,,,15673.0,1.06,,,,0.51,45000.0,16595.0,,,1.06,15673.0,,10137.0,34251.0,27.79,1.49,,,91.78,85.49,86336.0,2407479.36,,2.49,91.78,17.02,0.2025,34.29,1.4235
2016-04-06,1726516.0,48523732.18,8.43,9.26,6.55,49.1,3.0,42328856.19,996196.0,1506097.0,27998088.58,,,65000.0,1.82,,,,1.03,76348.0,32781.0,,,1.82,65000.0,,,19971.0,27.75,1.04,,,97.7,88.31,23467.0,659540.04,,0.65,97.7,19.56,0.1954,31.63,1.5305
2016-04-07,1686034.0,47672611.35,8.24,9.13,6.4,48.26,3.0,41440264.13,996125.0,1465615.0,28165434.38,,,8000.0,,,,,0.22,,8071.0,,,,8000.0,,,40482.0,28.0,1.1,,,97.7,88.3,23467.0,663529.43,,0.66,97.7,20.14,0.1976,31.82,1.4946
2016-04-08,1688664.0,47350138.56,8.25,8.96,6.41,48.46,3.0,41169589.8,996125.0,1468245.0,27931345.0,,,2549.0,0.24,,,,0.07,8000.0,2549.0,,,0.24,2549.0,,,5370.0,28.09,0.1,,,97.7,88.27,23467.0,658014.68,,0.66,97.69,20.15,0.1957,31.51,1.4963
2016-04-11,1662593.0,46851870.74,8.12,8.82,6.31,47.47,2.0,40640463.32,996125.0,1442174.0,28070802.5,,,,0.02,,,,,854.0,,,,0.02,,,,26925.0,27.93,0.82,,,97.7,88.26,23467.0,661300.06,,0.66,97.7,20.47,0.1976,31.72,1.4731
2016-04-12,1657593.0,46520347.55,8.1,8.87,6.29,47.61,2.0,40334288.31,996125.0,1437174.0,27956248.13,,,,,,,,,,,,,,,,,5000.0,28.15,0.11,,,97.7,88.26,23467.0,658601.36,,0.66,97.7,20.53,0.198,31.87,1.4686
2016-04-13,1626375.0,45465313.13,7.95,8.73,6.17,46.61,2.0,39443274.98,959907.0,1410956.0,26834200.19,,,1203.0,0.12,,,,1.39,3782.0,47421.0,,,0.12,1203.0,,10000.0,30000.0,27.08,0.89,,,95.1,85.15,49441.0,1382123.16,,1.38,95.14,20.87,0.2005,32.79,1.4427
