,AFLT FP Equity_DX_SI_QTY,AFLT FP Equity_DX_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AFLT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AFLT FP Equity_DX_SI_MV,AFLT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY,AFLT FP Equity_DX_BROKER_SI_QTY,AFLT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AFLT FP Equity_DX_BROKER_SI_MV_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_x,AFLT FP Equity_DX_BROKER_SI_MV_INC_x,AFLT FP Equity_DX_SUPPLY_SI_MV_NEW,AFLT FP Equity_DX_BROKER_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_NEW,AFLT FP Equity_DX_SUPPLY_SI_MV_DEC,AFLT FP Equity_DX_BROKER_SI_QTY_INC,AFLT FP Equity_DX_SUPPLY_SI_QTY_DEC,AFLT FP Equity_DX_BROKER_SI_MV_NEW_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AFLT FP Equity_DX_BROKER_SI_MV_INC_y,AFLT FP Equity_DX_SUPPLY_SI_QTY_INC_y,AFLT FP Equity_DX_BROKER_SI_MV_ADD,AFLT FP Equity_DX_SUPPLY_SI_QTY_ADD,AFLT FP Equity_DX_BROKER_SI_QTY_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV,AFLT FP Equity_DX_BROKER_SI_MV_DEC,AFLT FP Equity_DX_SUPPLY_SI_MV_RMV,AFLT FP Equity_DX_BROKER_SI_MV_RMV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AFLT FP Equity_DX_UTILIZATION_QUANTITY,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AFLT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AFLT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AFLT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AFLT FP Equity_DX_ACTIVE_UTILIZATION_MV,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AFLT FP Equity_DX_BROKER_SI_CON_RATIO,AFLT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AFLT FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-01-19,400.0,48347.48,0.2,0.02,0.05,24173.74,200.0,200.0,24173.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2024-01-22,400.0,48388.8,0.2,0.02,0.05,24194.4,200.0,200.0,24194.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2024-01-23,400.0,48397.72,0.21,0.02,0.05,24198.86,200.0,200.0,24198.86,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2024-01-24,400.0,48353.04,0.21,0.02,0.05,24176.52,200.0,200.0,24176.52,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2024-01-25,400.0,48415.88,0.21,0.02,0.05,24207.94,200.0,200.0,24207.94,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2024-01-26,400.0,48454.6,0.24,0.02,0.05,24227.3,200.0,200.0,24227.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.17,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0034
2024-01-29,4200.0,508610.76,2.52,0.17,0.51,24219.56,4000.0,200.0,484391.2,,,,,,,,,,,,,,,,3800.0,,0.48,,,,100.0,3.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0358
2024-01-30,4200.0,508911.9,2.56,0.17,0.54,484678.0,4000.0,4000.0,484678.0,,,,0.49,,,,,3800.0,,,,0.49,,,,,0.48,,,,100.0,3.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0358
2024-01-31,5200.0,629990.4,3.17,0.21,0.66,605760.0,5000.0,5000.0,605760.0,,,1000.0,,,1000.0,,,,,,,,1000.0,0.12,,,0.61,,,,100.0,4.26,0.0,0.0,,0.0,100.0,18.92,0.6932,81.08,0.0443
2024-02-01,5200.0,630131.84,3.16,0.21,0.66,605896.0,5000.0,5000.0,605896.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.26,0.0,0.0,,0.0,100.0,18.97,0.6926,81.03,0.0443
2024-02-02,5200.0,630748.56,3.57,0.21,0.66,606489.0,5000.0,5000.0,606489.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.26,0.0,0.0,,0.0,100.0,19.03,0.6919,80.97,0.0443
2024-02-05,5200.0,631992.4,3.73,0.21,0.66,607685.0,5000.0,5000.0,607685.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.26,0.0,0.0,,0.0,100.0,18.97,0.6926,81.03,0.0443
2024-02-06,5200.0,630874.4,5.13,0.21,0.66,606610.0,5000.0,5000.0,606610.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.26,0.0,0.0,,0.0,100.0,18.94,0.693,81.06,0.0443
2024-02-07,5200.0,631034.56,5.03,0.2,0.66,606764.0,5000.0,5000.0,606764.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.29,0.0,0.0,,0.0,100.0,19.06,0.6914,80.94,0.0446
2024-02-08,5200.0,631432.88,4.92,0.2,0.66,607147.0,5000.0,5000.0,607147.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,19.03,0.6919,80.97,0.047
2024-02-09,5200.0,631648.68,5.8,0.2,0.66,607354.5,5000.0,5000.0,607354.5,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,18.97,0.6925,81.03,0.047
2024-02-12,5200.0,631658.04,5.8,0.2,0.66,607363.5,5000.0,5000.0,607363.5,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,18.94,0.693,81.06,0.047
2024-02-13,5200.0,632058.96,5.97,0.2,0.66,607749.0,5000.0,5000.0,607749.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,19.02,0.6919,80.98,0.047
2024-02-14,5200.0,632740.68,6.5,0.19,0.66,608404.5,5000.0,5000.0,608404.5,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,19.02,0.692,80.98,0.047
2024-02-15,5200.0,632710.0,6.5,0.19,0.67,608375.0,5000.0,5000.0,608375.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,18.98,0.6924,81.02,0.047
2024-02-16,5200.0,632991.84,6.45,0.19,0.66,608646.0,5000.0,5000.0,608646.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,18.99,0.6924,81.01,0.047
2024-02-19,5200.0,632534.76,6.49,0.19,0.66,608206.5,5000.0,5000.0,608206.5,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,19.03,0.6919,80.97,0.047
2024-02-20,5200.0,632819.2,6.76,0.19,0.67,608480.0,5000.0,5000.0,608480.0,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.52,0.0,0.0,,0.0,100.0,19.04,0.6918,80.96,0.047
2024-02-21,5200.0,632836.36,6.3,0.19,0.66,608496.5,5000.0,5000.0,608496.5,,,,,,,,,,,,,,,,,,0.61,,,,100.0,4.89,0.0,0.0,,0.0,100.0,19.04,0.6917,80.96,0.0508
2024-02-22,5200.0,633517.04,6.94,0.19,0.66,609151.0,1200.0,5000.0,146196.24,,,,,,,,0.46,,3800.0,,,,,,,,0.15,,,,100.0,1.22,0.0,0.0,,0.0,100.0,19.04,0.6917,80.96,0.0528
2024-02-23,1400.0,170817.08,1.92,0.05,0.17,146414.64,200.0,1200.0,24402.44,,,,,,,,0.12,,1000.0,,,,,,,3800.0,0.02,0.5,,,100.0,0.2,0.0,0.0,,0.0,100.0,15.74,0.7347,84.26,0.0142
2024-02-26,400.0,48750.28,0.58,0.01,0.05,24375.14,200.0,200.0,24375.14,,,,,,,,,,,,,,,,,1000.0,0.02,0.12,,,100.0,0.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041
2024-02-27,400.0,48744.36,0.57,0.01,0.05,24372.18,200.0,200.0,24372.18,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0041
2024-02-28,400.0,48832.64,0.52,0.01,0.05,24416.32,200.0,200.0,24416.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039
2024-02-29,400.0,48770.6,0.51,0.01,0.05,24385.3,200.0,200.0,24385.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039
2024-03-01,400.0,48861.24,0.48,0.01,0.05,24430.62,200.0,200.0,24430.62,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039
2024-03-04,400.0,48818.64,0.51,0.01,0.05,24409.32,200.0,200.0,24409.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039
2024-03-05,400.0,48858.0,0.51,0.01,0.05,24429.0,200.0,200.0,24429.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039
2024-03-06,400.0,48806.68,0.47,0.01,0.05,24403.34,200.0,200.0,24403.34,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0039
2024-03-07,8400.0,1026212.04,9.3,0.3,1.03,586406.88,3600.0,4800.0,439805.16,,,,,,4600.0,,,,,,,,,0.56,3400.0,,0.44,,,,100.0,3.47,0.0,0.0,,0.0,100.0,46.02,0.4642,50.1,0.0809
2024-03-08,8400.0,1025287.2,9.26,0.3,1.03,585878.4,3600.0,4800.0,439408.8,,,,,,,,,,,,,,,,,,0.44,,,,100.0,3.47,0.0,0.0,,0.0,100.0,45.84,0.4644,50.28,0.0809
2024-03-11,29000.0,3544391.6,29.82,1.03,3.54,1772195.8,14500.0,14500.0,1772195.8,,,,1.33,,,,,10900.0,,,,1.33,,,10900.0,1200.0,1.77,0.15,,,49.52,13.96,14780.0,1806417.51,,1.8,49.51,42.95,0.4532,51.61,0.2792
2024-03-12,29000.0,3541688.8,30.68,1.06,3.54,1770844.4,14500.0,14500.0,1770844.4,,,,,,,,,,,,,,,,,,1.77,,,,49.52,13.96,14780.0,1805040.02,,1.81,49.52,42.94,0.4531,51.61,0.2792
2024-03-13,24600.0,3005628.0,25.84,0.89,3.0,1502814.0,12300.0,12300.0,1502814.0,,,,,,,,0.27,,2200.0,,,,,,,2200.0,1.5,0.27,,,45.42,11.84,14780.0,1805820.4,,1.81,45.43,47.01,0.4448,47.01,0.2368
2024-03-14,2800.0,342151.04,2.98,0.1,0.34,171075.52,1400.0,1400.0,171075.52,,,,,,,,1.33,,10900.0,,,,,,,10900.0,0.17,1.33,,,100.0,1.35,0.0,0.0,,0.0,100.0,13.56,0.7656,86.44,0.027
2024-03-15,420.0,51370.07,0.44,0.02,0.05,25685.04,210.0,210.0,25685.04,,,,,,,,0.14,,1190.0,,,,,,,1190.0,0.03,0.14,,,100.0,0.2,0.0,0.0,,0.0,100.0,5.08,0.9036,94.92,0.004
2024-03-18,420.0,51348.61,0.42,0.02,0.05,25674.31,210.0,210.0,25674.31,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.06,0.9038,94.94,0.0041
2024-03-19,420.0,51374.32,0.44,0.02,0.05,25687.16,210.0,210.0,25687.16,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.06,0.9039,94.94,0.0041
2024-03-20,420.0,51391.87,0.44,0.02,0.05,25695.94,210.0,210.0,25695.94,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.1,0.9032,94.9,0.0041
2024-03-21,420.0,51401.95,0.45,0.02,0.05,25700.98,210.0,210.0,25700.98,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.07,0.9037,94.93,0.0041
2024-03-22,420.0,51451.93,0.45,0.02,0.05,25725.97,210.0,210.0,25725.97,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.06,0.904,94.94,0.0041
2024-03-25,420.0,51452.18,0.44,0.02,0.05,25726.09,210.0,210.0,25726.09,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.08,0.9036,94.92,0.0041
2024-03-26,420.0,51435.97,0.44,0.02,0.05,25717.99,210.0,210.0,25717.99,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.07,0.9038,94.93,0.0041
2024-03-27,420.0,51512.5,0.43,0.02,0.05,25756.25,210.0,210.0,25756.25,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.07,0.9037,94.93,0.0041
2024-03-28,420.0,51497.75,0.42,0.02,0.05,25748.88,210.0,210.0,25748.88,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.06,0.904,94.94,0.0041
2024-03-29,420.0,51497.75,0.34,0.02,0.05,25748.88,210.0,210.0,25748.88,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.07,0.9037,94.93,0.0041
2024-04-01,420.0,51497.75,0.34,0.02,0.05,25748.88,210.0,210.0,25748.88,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.05,0.9041,94.95,0.0041
2024-04-02,420.0,51536.94,0.34,0.02,0.05,25768.47,210.0,210.0,25768.47,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.09,0.9034,94.91,0.0041
2024-04-03,420.0,51515.81,0.34,0.01,0.05,25757.91,210.0,210.0,25757.91,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.1,0.9032,94.9,0.0041
2024-04-04,420.0,51556.51,0.32,0.01,0.05,25778.26,210.0,210.0,25778.26,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.08,0.9036,94.92,0.0041
2024-04-05,420.0,51515.98,0.34,0.01,0.05,25757.99,210.0,210.0,25757.99,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.06,0.9039,94.94,0.0041
2024-04-08,420.0,51549.12,0.33,0.01,0.05,25774.56,210.0,210.0,25774.56,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.08,0.9036,94.92,0.0041
2024-04-09,420.0,51556.85,0.22,0.01,0.05,25778.42,210.0,210.0,25778.42,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.07,0.9037,94.93,0.0041
2024-04-10,420.0,51546.31,0.22,0.01,0.05,25773.15,210.0,210.0,25773.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,5.02,0.9046,94.98,0.0041
2024-04-11,420.0,51544.04,0.23,0.01,0.05,25772.02,210.0,210.0,25772.02,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9117,95.37,0.0041
2024-04-12,420.0,51567.81,0.24,0.01,0.05,25783.91,210.0,210.0,25783.91,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.6,0.9122,95.4,0.0041
2024-04-15,420.0,51643.54,0.24,0.01,0.05,25821.77,210.0,210.0,25821.77,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9118,95.37,0.0041
2024-04-16,420.0,51583.52,0.24,0.01,0.05,25791.76,210.0,210.0,25791.76,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.62,0.9118,95.38,0.0041
2024-04-17,420.0,51636.52,0.23,0.01,0.05,25818.26,210.0,210.0,25818.26,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.65,0.9113,95.35,0.0041
2024-04-18,420.0,51628.46,0.23,0.01,0.05,25814.23,210.0,210.0,25814.23,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9116,95.37,0.0041
2024-04-19,420.0,51671.0,0.24,0.01,0.05,25835.5,210.0,210.0,25835.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9116,95.37,0.0041
2024-04-22,420.0,51658.7,0.25,0.01,0.05,25829.35,210.0,210.0,25829.35,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9116,95.37,0.0041
2024-04-23,420.0,51686.46,0.24,0.01,0.05,25843.23,210.0,210.0,25843.23,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.66,0.9112,95.34,0.0041
2024-04-24,420.0,51688.48,0.25,0.01,0.05,25844.24,210.0,210.0,25844.24,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.64,0.9116,95.36,0.0041
2024-04-25,420.0,51728.67,0.25,0.01,0.05,25864.34,210.0,210.0,25864.34,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.65,0.9113,95.35,0.0041
2024-04-26,420.0,51717.12,0.25,0.01,0.05,25858.56,210.0,210.0,25858.56,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.62,0.9118,95.38,0.0041
2024-04-29,420.0,51723.71,0.25,0.01,0.05,25861.86,210.0,210.0,25861.86,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.65,0.9114,95.35,0.0042
2024-04-30,420.0,51781.46,0.25,0.01,0.05,25890.73,210.0,210.0,25890.73,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.61,0.912,95.39,0.0042
2024-05-01,420.0,51781.46,0.24,0.01,0.05,25890.73,210.0,210.0,25890.73,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.65,0.9114,95.35,0.0042
2024-05-02,420.0,51786.8,0.24,0.01,0.05,25893.4,210.0,210.0,25893.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.65,0.9113,95.35,0.0042
2024-05-03,5220.0,644138.6,2.97,0.18,0.65,322069.3,2610.0,2610.0,322069.3,,,2400.0,,,2400.0,,,,,,,,2400.0,0.3,,,0.32,,,,100.0,2.59,0.0,0.0,,0.0,100.0,7.73,0.8505,91.9,0.0518
2024-05-06,5220.0,644326.0,2.94,0.18,0.64,322163.0,2610.0,2610.0,322163.0,,,,,,,,,,,,,,,,,,0.32,,,,100.0,2.6,0.0,0.0,,0.0,100.0,7.76,0.8499,91.86,0.052
2024-05-07,8820.0,1088558.23,4.92,0.31,1.09,544279.11,4410.0,4410.0,544279.11,,,1800.0,0.22,,,,,1800.0,,,,0.22,1800.0,,,,0.54,,,,100.0,4.39,0.0,0.0,,0.0,100.0,4.6,0.9079,95.17,0.0878
2024-05-08,5520.0,681261.84,3.05,0.19,0.68,655344.27,210.0,5310.0,25917.57,,,,0.11,,,,0.52,900.0,4200.0,,,0.11,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,3.83,0.9228,95.99,0.0552
2024-05-09,420.0,51824.56,0.23,0.01,0.05,25912.28,210.0,210.0,25912.28,,,,,,,,,,,,,,,,,5100.0,0.03,0.63,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.65,0.9114,95.35,0.0042
2024-05-10,420.0,51840.94,0.23,0.01,0.05,25920.47,210.0,210.0,25920.47,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9116,95.37,0.0042
2024-05-13,420.0,51844.97,0.23,0.01,0.05,25922.48,210.0,210.0,25922.48,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.64,0.9115,95.36,0.0042
2024-05-14,420.0,51884.15,0.23,0.01,0.05,25942.08,210.0,210.0,25942.08,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.64,0.9115,95.36,0.0042
2024-05-15,3620.0,447284.3,2.13,0.12,0.45,223642.15,1810.0,1810.0,223642.15,,,1600.0,,,1600.0,,,,,,,,1600.0,0.2,,,0.22,,,,100.0,1.82,0.0,0.0,,0.0,100.0,11.12,0.7928,88.34,0.0363
2024-05-16,3620.0,447328.83,2.14,0.12,0.45,223664.42,1810.0,1810.0,223664.42,,,,,,,,,,,,,,,,,,0.22,,,,100.0,1.82,0.0,0.0,,0.0,100.0,11.19,0.7916,88.26,0.0363
2024-05-17,420.0,51916.37,0.24,0.01,0.05,25958.18,210.0,210.0,25958.18,,,,,,,,0.2,,1600.0,,,,,,,1600.0,0.03,0.2,,,100.0,0.21,0.0,0.0,,0.0,100.0,4.63,0.9116,95.37,0.0042
2024-05-20,420.0,51937.12,0.23,0.01,0.05,25968.56,210.0,210.0,25968.56,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.63,0.9117,95.37,0.0045
2024-05-21,420.0,51957.02,0.23,0.01,0.05,25978.51,210.0,210.0,25978.51,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.63,0.9117,95.37,0.0046
2024-05-22,420.0,51985.29,0.3,0.01,0.05,25992.65,210.0,210.0,25992.65,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.62,0.9118,95.38,0.0046
2024-05-23,420.0,51996.46,0.28,0.01,0.05,25998.23,210.0,210.0,25998.23,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.63,0.9118,95.37,0.0046
2024-05-24,420.0,52002.09,0.28,0.01,0.05,26001.05,210.0,210.0,26001.05,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.64,0.9115,95.36,0.0046
2024-05-27,420.0,51982.81,0.28,0.01,0.05,25991.41,210.0,210.0,25991.41,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.63,0.9117,95.37,0.0046
2024-05-28,420.0,52070.47,0.29,0.01,0.05,26035.23,210.0,210.0,26035.23,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.23,0.0,0.0,,0.0,100.0,4.63,0.9116,95.37,0.0046
2024-05-29,420.0,51991.17,0.29,0.01,0.05,25995.59,210.0,210.0,25995.59,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.6,0.9122,95.4,0.0049
2024-05-30,420.0,52001.25,0.29,0.01,0.05,26000.63,210.0,210.0,26000.63,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.64,0.9114,95.36,0.0049
2024-05-31,420.0,52055.56,0.29,0.01,0.05,26027.78,210.0,210.0,26027.78,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.65,0.9114,95.35,0.0048
2024-06-03,420.0,52079.45,0.25,0.01,0.05,26039.73,210.0,210.0,26039.73,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.66,0.9112,95.34,0.0049
2024-06-04,420.0,52095.67,0.25,0.01,0.05,26047.83,210.0,210.0,26047.83,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.63,0.9117,95.37,0.0049
2024-06-05,14820.0,1838683.31,8.58,0.5,1.84,919341.66,7410.0,7410.0,919341.66,,,,,,7200.0,,,,,,,,,0.89,7200.0,,0.92,,,,30.82,8.57,16630.0,2063245.85,,2.06,30.82,49.28,0.4858,49.28,0.1714
2024-06-06,18020.0,2236646.0,10.29,0.61,2.24,1118323.0,9010.0,9010.0,1118323.0,,,1600.0,0.2,,,,,1600.0,,,,0.2,1600.0,,,,1.12,,,,35.14,10.42,16630.0,2064118.93,,2.06,35.15,44.4,0.4921,54.29,0.2084
2024-06-07,33420.0,4145797.79,19.08,1.12,4.15,2072898.89,16710.0,16710.0,2072898.89,,,7700.0,0.95,,,,,7700.0,,,,0.95,7700.0,,,,2.07,,,,65.17,19.32,8930.0,1107779.0,,1.11,65.15,47.15,0.4946,52.18,0.3864
2024-06-10,35620.0,4423768.91,13.96,1.2,4.42,2211884.45,17810.0,17810.0,2211884.45,,,1100.0,0.14,,,,,1100.0,,,,0.14,1100.0,,,,2.21,,,,66.6,20.59,8930.0,1109047.06,,1.11,66.59,45.56,0.497,53.79,0.4119
2024-06-11,44820.0,5563600.72,17.48,1.5,5.57,2781800.36,22410.0,22410.0,2781800.36,,,,0.57,,,,,4600.0,,,,0.57,,,4600.0,,2.78,,,,71.51,24.6,8930.0,1108499.65,,1.11,71.5,35.55,0.419,52.97,0.4921
2024-06-12,44820.0,5570274.42,16.11,1.44,5.57,2785137.21,22410.0,22410.0,2785137.21,,,,,,,,,,,,,,,,,,2.78,,,,71.51,24.6,8930.0,1109829.33,,1.11,71.52,35.51,0.4193,53.02,0.4921
2024-06-13,58720.0,7292695.17,21.2,1.86,7.29,3814010.02,28010.0,30710.0,3478685.14,,,8300.0,1.02,,,,0.34,8300.0,2700.0,,,1.02,8300.0,,,,3.48,,,,100.0,30.75,0.0,0.0,,0.0,100.0,39.7,0.4349,52.06,0.6447
2024-06-14,420.0,52233.09,0.15,0.01,0.05,26116.55,210.0,210.0,26116.55,,,,,,,,3.46,,27800.0,,,,,,,30500.0,0.03,3.78,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.62,0.9119,95.38,0.0049
2024-06-17,420.0,52209.57,0.15,0.01,0.05,26104.79,210.0,210.0,26104.79,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.65,0.9113,95.35,0.0049
2024-06-18,420.0,52230.32,0.14,0.01,0.05,26115.16,210.0,210.0,26115.16,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.64,0.9115,95.36,0.0049
2024-06-19,420.0,52172.9,0.14,0.01,0.05,26086.45,210.0,210.0,26086.45,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.24,0.0,0.0,,0.0,100.0,4.64,0.9116,95.36,0.0049
