,AL2SI FP Equity_DX_SI_QTY,AL2SI FP Equity_DX_SHORT_INTEREST_VALUE,AL2SI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AL2SI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AL2SI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AL2SI FP Equity_DX_SI_MV,AL2SI FP Equity_DX_DSS,AL2SI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AL2SI FP Equity_DX_SUPPLY_SI_QTY,AL2SI FP Equity_DX_BROKER_SI_QTY,AL2SI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AL2SI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AL2SI FP Equity_DX_BROKER_SI_MV_INC_x,AL2SI FP Equity_DX_BROKER_SI_QTY_ADD,AL2SI FP Equity_DX_SUPPLY_SI_MV_DEC,AL2SI FP Equity_DX_BROKER_SI_QTY_INC,AL2SI FP Equity_DX_SUPPLY_SI_QTY_DEC,AL2SI FP Equity_DX_BROKER_SI_MV_INC_y,AL2SI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AL2SI FP Equity_DX_BROKER_SI_MV_ADD,AL2SI FP Equity_DX_SUPPLY_SI_QTY_ADD,AL2SI FP Equity_DX_BROKER_SI_QTY_DEC,AL2SI FP Equity_DX_SUPPLY_SI_MV,AL2SI FP Equity_DX_BROKER_SI_MV_DEC,AL2SI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AL2SI FP Equity_DX_UTILIZATION_QUANTITY,AL2SI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AL2SI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AL2SI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AL2SI FP Equity_DX_ACTIVE_UTILIZATION_MV,AL2SI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AL2SI FP Equity_DX_BROKER_SI_CON_RATIO,AL2SI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AL2SI FP Equity_DX_DEMAND_SUPPLY_RATIO,AL2SI FP Equity_PX_LAST
2019-12-26,26535.0,123653.1,1.23,0.39,0.15,0.12,0.0,91033.1,7000.0,19535.0,32620.0,,,,,,,,,,,,0.03,,100.0,3.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1304,
2019-12-27,26535.0,125245.2,1.23,0.39,0.15,0.12,0.0,92205.2,7000.0,19535.0,33040.0,,,,,,,,,,,,0.03,,100.0,3.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1302,4.72
2019-12-30,26535.0,130021.5,1.23,0.39,0.15,0.13,0.0,95721.5,7000.0,19535.0,34300.0,,,,,,,,,,,,0.03,,100.0,3.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1302,4.9
2019-12-31,26535.0,132675.0,1.23,0.41,0.15,0.13,0.0,97675.0,7000.0,19535.0,35000.0,,,,,,,,,,,,0.03,,100.0,3.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1302,5.0
2020-01-01,26535.0,132675.0,1.23,0.46,0.15,0.13,0.0,97675.0,7000.0,19535.0,35000.0,,,,,,,,,,,,0.03,,100.0,3.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.1301,
2020-01-02,26535.0,131082.9,1.23,0.46,0.15,0.13,0.0,96502.9,7000.0,19535.0,34580.0,,,,,,,,,,,,0.04,,100.0,3.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.1301,4.94
2020-01-03,25900.0,126651.0,1.2,0.46,0.15,0.13,0.0,92421.0,7000.0,18900.0,34230.0,,,,,,,,,,,635.0,0.03,0.0,100.0,3.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1307,4.89
2020-01-06,25900.0,124320.0,1.2,0.55,0.15,0.12,0.0,90720.0,7000.0,18900.0,33600.0,,,,,,,,,,,,0.03,,100.0,3.53,0.0,0.0,0.0,100.0,,1.0,100.0,0.1307,4.8
2020-01-07,18900.0,90720.0,0.88,0.43,0.11,0.09,0.0,90720.0,0.0,18900.0,0.0,,,,0.03,,7000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0995,4.8
2020-01-08,11900.0,57834.0,0.55,0.28,0.07,0.06,0.0,57834.0,0.0,11900.0,0.0,,,,,,,,,,,7000.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0627,4.86
2020-01-09,11900.0,59500.0,0.55,0.31,0.07,0.06,0.0,59500.0,0.0,11900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.063,5.0
2020-01-10,7900.0,38394.0,0.37,0.21,0.04,0.04,0.0,38394.0,0.0,7900.0,0.0,,,,,,,,,,,4000.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0416,4.86
2020-01-13,4900.0,24500.0,0.23,0.14,0.03,0.02,0.0,24500.0,0.0,4900.0,0.0,,,,,,,,,,,3000.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0258,5.0
2020-01-14,4900.0,24500.0,0.23,0.13,0.03,0.02,0.0,24500.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0258,5.0
2020-01-15,4900.0,25676.0,0.23,0.13,0.03,0.03,0.0,25676.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0258,5.24
2020-01-16,4900.0,23324.0,0.23,0.1,0.03,0.02,0.0,23324.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0253,4.76
2020-01-17,4900.0,23520.0,0.23,0.09,0.03,0.02,0.0,23520.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0251,4.8
2020-01-20,4900.0,23618.0,0.23,0.09,0.03,0.02,0.0,23618.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0251,4.82
2020-01-21,4900.0,23324.0,0.23,0.09,0.03,0.02,0.0,23324.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0251,4.76
2020-01-22,4900.0,22148.0,0.23,0.09,0.03,0.02,0.0,22148.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0251,4.52
2020-01-23,4900.0,21903.0,0.23,0.09,0.03,0.02,0.0,21903.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.025,4.47
2020-01-24,4900.0,22785.0,0.23,0.09,0.03,0.02,0.0,22785.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.025,4.65
2020-01-27,4900.0,21707.0,0.23,0.08,0.03,0.02,0.0,21707.0,0.0,4900.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0248,4.43
2020-01-28,6200.0,27590.0,0.29,0.1,0.03,0.03,0.0,27590.0,0.0,6200.0,0.0,,,1300.0,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.6597,78.26,0.0313,4.45
2020-01-29,8600.0,38356.0,0.4,0.14,0.05,0.04,0.0,38356.0,400.0,8600.0,1784.0,,0.01,,,2400.0,,0.01,,,400.0,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,42.92,0.51,57.08,0.0433,4.46
2020-01-30,8600.0,37324.0,0.4,0.14,0.05,0.04,0.0,37324.0,400.0,8600.0,1736.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,43.69,0.508,56.31,0.0433,4.34
2020-01-31,8600.0,38270.0,0.4,0.13,0.05,0.04,0.0,38270.0,400.0,8600.0,1780.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,42.43,0.5115,57.57,0.0433,4.45
2020-02-03,8600.0,38270.0,0.4,0.13,0.05,0.04,0.0,38270.0,400.0,8600.0,1780.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,43.03,0.5097,56.97,0.0433,4.45
2020-02-04,9600.0,43200.0,0.45,0.15,0.05,0.04,0.0,43200.0,400.0,9600.0,1800.0,,0.0,,,1000.0,,0.0,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,48.7,0.5003,51.3,0.0484,4.5
2020-02-05,9600.0,43200.0,0.45,0.15,0.05,0.04,0.0,43200.0,400.0,9600.0,1800.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,48.97,0.5002,51.03,0.0484,4.5
2020-02-06,9600.0,42432.0,0.45,0.15,0.05,0.04,0.0,42432.0,400.0,9600.0,1768.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,49.44,0.5001,50.56,0.0484,4.42
2020-02-07,9527.0,42109.34,0.44,0.15,0.05,0.04,0.0,42109.34,400.0,9527.0,1768.0,,,,,,,,,,,73.0,0.0,0.0,100.0,0.2,0.0,0.0,0.0,100.0,48.57,0.5004,51.43,0.048,4.42
2020-02-10,9527.0,42395.15,0.44,0.15,0.05,0.04,0.0,42395.15,400.0,9527.0,1780.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,48.4,0.5005,51.6,0.048,4.45
2020-02-11,12027.0,53399.88,0.56,0.19,0.07,0.05,0.0,53399.88,400.0,12027.0,1776.0,,0.01,,,2500.0,,0.01,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,40.69,0.5173,59.31,0.0607,4.44
2020-02-12,12027.0,53159.34,0.56,0.19,0.07,0.05,0.0,53159.34,400.0,12027.0,1768.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,40.65,0.5175,59.35,0.0607,4.42
2020-02-13,10081.0,44154.78,0.47,0.17,0.06,0.04,0.0,44154.78,400.0,10081.0,1752.0,,,,,,,,,,,1946.0,0.0,0.01,100.0,0.2,0.0,0.0,0.0,100.0,48.39,0.5005,51.61,0.0509,4.38
2020-02-14,9731.0,42232.54,0.45,0.16,0.05,0.04,0.0,42232.54,179.0,9731.0,776.86,,,,0.0,,221.0,,,,,350.0,0.0,0.0,100.0,0.09,0.0,0.0,0.0,100.0,49.85,0.5,50.15,0.0505,4.34
2020-02-17,10787.0,45629.01,0.5,0.18,0.06,0.05,0.0,45629.01,0.0,10787.0,0.0,,0.0,,0.0,1056.0,179.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.67,0.5057,55.33,0.0562,4.23
2020-02-18,10787.0,44766.05,0.5,0.18,0.06,0.05,0.0,44766.05,0.0,10787.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.01,0.505,54.99,0.0562,4.15
2020-02-19,10787.0,42716.52,0.5,0.18,0.06,0.04,0.0,42716.52,0.0,10787.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.23,0.5066,55.77,0.0561,3.96
2020-02-20,10022.0,38083.6,0.46,0.15,0.06,0.04,0.0,38083.6,0.0,10022.0,0.0,,,,,,,,,,,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.5009,52.1,0.0522,3.8
2020-02-21,9400.0,36284.0,0.44,0.15,0.05,0.04,0.0,36284.0,0.0,9400.0,0.0,,,,,,,,,,,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.48,0.5013,52.52,0.0493,3.86
2020-02-24,9400.0,33746.0,0.44,0.15,0.05,0.04,0.0,33746.0,0.0,9400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.69,0.5,50.31,0.0493,3.59
2020-02-25,11000.0,39050.0,0.51,0.17,0.06,0.04,0.0,39050.0,0.0,11000.0,0.0,,0.01,,,1600.0,,0.01,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.5078,56.25,0.0577,3.55
2020-02-26,10273.0,35852.77,0.48,0.16,0.06,0.04,0.0,35852.77,0.0,10273.0,0.0,,,,,,,,,,,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.24,0.5015,52.76,0.0539,3.49
2020-02-27,9400.0,30644.0,0.44,0.17,0.05,0.03,0.0,30644.0,0.0,9400.0,0.0,,,,,,,,,,,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61,0.5,50.39,0.0493,3.26
2020-02-28,7400.0,23014.0,0.34,0.14,0.04,0.02,0.0,23014.0,0.0,7400.0,0.0,,,,,,,,,,,2000.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,34.93,0.5455,65.07,0.0387,3.11
2020-03-02,7400.0,22274.0,0.34,0.14,0.04,0.02,0.0,22274.0,0.0,7400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.52,0.5479,65.48,0.0387,3.01
2020-03-03,7400.0,21978.0,0.34,0.14,0.04,0.02,0.0,21978.0,0.0,7400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.07,0.5507,65.93,0.0386,2.97
2020-03-04,7400.0,22570.0,0.34,0.14,0.04,0.02,0.0,22570.0,0.0,7400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.18,0.5566,66.82,0.0385,3.05
2020-03-05,8942.0,25663.54,0.41,0.17,0.05,0.03,0.0,25663.54,0.0,8942.0,0.0,,,1542.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.03,0.4085,54.82,0.0465,2.87
2020-03-06,8942.0,24590.5,0.41,0.17,0.05,0.03,0.0,24590.5,0.0,8942.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.65,0.403,53.9,0.0464,2.75
2020-03-09,8942.0,21997.32,0.41,0.19,0.05,0.02,0.0,21997.32,0.0,8942.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.3931,52.11,0.0464,2.46
2020-03-10,8942.0,21371.38,0.41,0.18,0.05,0.02,0.0,21371.38,0.0,8942.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.28,0.4038,54.11,0.0461,2.39
2020-03-11,8942.0,20924.28,0.41,0.18,0.05,0.02,0.0,20924.28,0.0,8942.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.26,0.4049,54.27,0.046,2.34
2020-03-12,6942.0,13675.74,0.32,0.14,0.04,0.02,0.0,13675.74,400.0,6942.0,788.0,,0.0,,,400.0,,0.0,,,400.0,2400.0,0.0,0.01,100.0,0.2,0.0,0.0,0.0,100.0,31.71,0.3537,44.15,0.0355,1.97
2020-03-13,6942.0,12912.12,0.32,0.13,0.04,0.01,0.0,12912.12,400.0,6942.0,744.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,34.6,0.3532,42.62,0.0352,1.86
2020-03-16,6942.0,11801.4,0.32,0.13,0.04,0.01,0.0,11801.4,400.0,6942.0,680.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,33.82,0.3533,43.06,0.0352,1.7
2020-03-17,11942.0,20779.08,0.55,0.21,0.07,0.02,0.0,20779.08,400.0,11942.0,696.0,,0.01,,,5000.0,,0.01,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,21.11,0.4962,65.95,0.0605,1.74
2020-03-18,11942.0,20838.79,0.55,0.21,0.07,0.02,0.0,20838.79,400.0,11942.0,698.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,20.83,0.4996,66.31,0.0605,1.745
2020-03-19,11942.0,22689.8,0.55,0.21,0.07,0.02,0.0,22689.8,400.0,11942.0,760.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,22.17,0.4886,65.05,0.0608,1.9
2020-03-20,12442.0,23639.8,0.58,0.21,0.07,0.02,0.0,23639.8,400.0,12442.0,760.0,,0.0,,,500.0,,0.0,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,20.09,0.5137,67.71,0.0633,1.9
2020-03-23,12442.0,22146.76,0.58,0.21,0.07,0.02,0.0,22146.76,400.0,12442.0,712.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,19.14,0.5214,68.52,0.0631,1.78
2020-03-24,12442.0,24510.74,0.58,0.2,0.07,0.02,0.0,24510.74,400.0,12442.0,788.0,,,,,,,,,,,,0.0,,100.0,0.2,0.0,0.0,0.0,100.0,21.81,0.4999,66.17,0.063,1.97
2020-03-25,17842.0,35148.74,0.83,0.27,0.1,0.03,0.0,35148.74,800.0,17842.0,1576.0,400.0,0.01,,,5400.0,,0.01,400.0,,,,0.0,,100.0,0.4,0.0,0.0,0.0,100.0,14.06,0.6263,77.41,0.0897,1.97
2020-03-26,20342.0,45159.24,0.94,0.3,0.11,0.04,0.0,45159.24,800.0,20342.0,1776.0,,0.0,,,2500.0,,0.0,,,,,0.0,,100.0,0.4,0.0,0.0,0.0,100.0,13.73,0.6433,78.66,0.102,2.22
2020-03-27,20332.0,49406.76,0.94,0.29,0.11,0.05,0.0,49406.76,800.0,20332.0,1944.0,,,,,,,,,,,10.0,0.0,0.0,100.0,0.4,0.0,0.0,0.0,100.0,13.31,0.6537,79.42,0.1011,2.43
2020-03-30,20332.0,52456.56,0.94,0.27,0.11,0.05,0.0,52456.56,800.0,20332.0,2064.0,,,,,,,,,,,,0.0,,100.0,0.4,0.0,0.0,0.0,100.0,12.91,0.6558,79.59,0.1011,2.58
2020-03-31,20332.0,46356.96,0.94,0.26,0.11,0.05,0.0,46356.96,800.0,20332.0,1824.0,,,,,,,,,,,,0.0,,100.0,0.4,0.0,0.0,0.0,100.0,10.99,0.6817,81.48,0.1009,2.28
2020-04-01,15332.0,31660.58,0.71,0.18,0.09,0.03,0.0,31660.58,800.0,15332.0,1652.0,,,,,,,,,,,5000.0,0.0,0.02,100.0,0.4,0.0,0.0,0.0,100.0,14.98,0.5935,74.88,0.0761,2.065
2020-04-02,19032.0,40347.84,0.88,0.23,0.11,0.04,0.0,40347.84,800.0,19032.0,1696.0,,0.0,,,3700.0,,0.0,,,,,0.0,,100.0,0.39,0.0,0.0,0.0,100.0,14.47,0.559,72.12,0.0936,2.12
2020-04-03,22472.0,46067.6,1.04,0.27,0.13,0.05,0.0,46067.6,5240.0,22472.0,10742.0,,0.01,,,4440.0,,0.01,,,4440.0,1000.0,0.01,0.0,100.0,2.52,0.0,0.0,0.0,100.0,31.97,0.4853,61.56,0.1081,2.05
2020-04-06,22472.0,51685.6,1.04,0.27,0.13,0.05,0.0,51685.6,5240.0,22472.0,12052.0,,,,,,,,,,,,0.01,,100.0,2.53,0.0,0.0,0.0,100.0,31.72,0.4765,60.86,0.1085,2.3
2020-04-07,22472.0,51236.16,1.04,0.27,0.13,0.05,0.0,51236.16,5240.0,22472.0,11947.2,,,,,,,,,,,,0.01,,100.0,2.54,0.0,0.0,0.0,100.0,31.93,0.484,61.45,0.1087,2.28
2020-04-08,22472.0,51685.6,1.04,0.27,0.13,0.05,0.0,51685.6,5240.0,22472.0,12052.0,,,,,,,,,,,,0.01,,100.0,2.54,0.0,0.0,0.0,100.0,31.97,0.4826,61.31,0.1088,2.3
2020-04-09,22472.0,51910.32,1.04,0.27,0.13,0.05,0.0,51910.32,5240.0,22472.0,12104.4,,,,,,,,,,,,0.01,,100.0,2.54,0.0,0.0,0.0,100.0,31.88,0.4833,61.41,0.1089,2.31
2020-04-10,22472.0,51910.32,1.04,0.28,0.13,0.05,0.0,51910.32,5240.0,22472.0,12104.4,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,31.86,0.4837,61.46,0.1094,
2020-04-13,22472.0,51910.32,1.04,0.28,0.13,0.05,0.0,51910.32,5240.0,22472.0,12104.4,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,31.86,0.4836,61.45,0.1094,
2020-04-14,21472.0,51747.52,1.0,0.26,0.12,0.05,0.0,51747.52,5240.0,21472.0,12628.4,,,,,,,,,,,1000.0,0.01,0.0,100.0,2.55,0.0,0.0,0.0,100.0,33.29,0.5246,64.28,0.1045,2.41
2020-04-15,20472.0,45447.84,0.95,0.25,0.12,0.05,0.0,45447.84,5240.0,20472.0,11632.8,,,,,,,,,,,1000.0,0.01,0.0,100.0,2.55,0.0,0.0,0.0,100.0,35.03,0.5165,62.71,0.0995,2.22
2020-04-16,20472.0,45959.64,0.95,0.25,0.12,0.05,0.0,45959.64,5240.0,20472.0,11763.8,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,34.97,0.5142,62.55,0.0996,2.245
2020-04-17,20472.0,47085.6,0.95,0.25,0.12,0.05,0.0,47085.6,5240.0,20472.0,12052.0,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,34.85,0.5145,62.64,0.0997,2.3
2020-04-20,20472.0,48928.08,0.95,0.25,0.12,0.05,0.0,48928.08,5240.0,20472.0,12523.6,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,35.0,0.5133,62.46,0.0997,2.39
2020-04-21,20472.0,45652.56,0.95,0.26,0.12,0.05,0.0,45652.56,5240.0,20472.0,11685.2,,,,,,,,,,,,0.01,,100.0,2.55,0.0,0.0,0.0,100.0,35.12,0.5157,62.6,0.0997,2.23
2020-04-22,20472.0,48109.2,0.95,0.25,0.12,0.05,0.0,48109.2,5240.0,20472.0,12314.0,,,,,,,,,,,,0.01,,100.0,2.56,0.0,0.0,0.0,100.0,34.91,0.5134,62.52,0.0999,2.35
2020-04-23,20472.0,47699.76,0.95,0.26,0.12,0.05,0.0,47699.76,5240.0,20472.0,12209.2,,,,,,,,,,,,0.01,,100.0,2.57,0.0,0.0,0.0,100.0,35.25,0.5134,62.34,0.1002,2.33
2020-04-24,20472.0,47085.6,0.95,0.27,0.12,0.05,0.0,47085.6,5240.0,20472.0,12052.0,,,,,,,,,,,,0.01,,100.0,2.58,0.0,0.0,0.0,100.0,34.95,0.515,62.63,0.1008,2.3
2020-04-27,20472.0,57014.52,0.95,0.27,0.12,0.05,0.0,57014.52,5240.0,20472.0,14593.4,,,,,,,,,,,,0.01,,100.0,2.58,0.0,0.0,0.0,100.0,34.87,0.5091,62.18,0.1008,2.785
2020-04-28,20472.0,57526.32,0.95,0.21,0.12,0.06,0.0,57526.32,5240.0,20472.0,14724.4,,,,,,,,,,,,0.01,,100.0,2.5,0.0,0.0,0.0,100.0,35.03,0.514,62.51,0.0978,2.81
2020-04-29,19672.0,55081.6,0.91,0.19,0.11,0.06,0.0,55081.6,4440.0,19672.0,12432.0,,,,0.0,,800.0,,,,,800.0,0.01,0.0,100.0,2.13,0.0,0.0,0.0,100.0,36.52,0.5055,60.95,0.0944,2.8
2020-04-30,20472.0,57116.88,0.95,0.2,0.12,0.06,0.0,54884.88,5240.0,19672.0,14619.6,,,,,,,,,,800.0,,0.01,,100.0,2.49,0.0,0.0,0.0,100.0,34.93,0.4689,58.72,0.0975,2.79
2020-05-01,20472.0,57116.88,0.95,0.2,0.12,0.06,0.0,54884.88,5240.0,19672.0,14619.6,,,,,,,,,,,,0.01,,100.0,2.52,0.0,0.0,0.0,100.0,34.94,0.4687,58.69,0.0984,
2020-05-04,20472.0,56502.72,0.95,0.2,0.12,0.06,0.0,54294.72,5240.0,19672.0,14462.4,,,,,,,,,,,,0.01,,100.0,2.52,0.0,0.0,0.0,100.0,35.15,0.4683,58.54,0.0984,2.76
2020-05-05,20472.0,66636.36,0.95,0.2,0.12,0.06,0.0,64032.36,5240.0,19672.0,17056.2,,,,,,,,,,,,0.01,,100.0,2.52,0.0,0.0,0.0,100.0,34.95,0.4643,58.3,0.0984,3.255
2020-05-06,20472.0,62746.68,0.95,0.17,0.12,0.07,0.0,60294.68,5240.0,19672.0,16060.6,,,,,,,,,,,,0.02,,100.0,2.47,0.0,0.0,0.0,100.0,35.12,0.4695,58.66,0.0963,3.065
2020-05-07,20472.0,63463.2,0.95,0.17,0.12,0.06,0.0,60983.2,5240.0,19672.0,16244.0,,,,,,,,,,,,0.02,,100.0,2.45,0.0,0.0,0.0,100.0,35.03,0.4681,58.58,0.0956,3.1
2020-05-08,20472.0,64077.36,0.95,0.17,0.12,0.06,0.0,61573.36,5240.0,19672.0,16401.2,,,,,,,,,,,,0.02,,100.0,2.45,0.0,0.0,0.0,100.0,35.08,0.468,58.55,0.0958,3.13
2020-05-11,20472.0,63053.76,0.95,0.17,0.12,0.06,0.0,60589.76,5240.0,19672.0,16139.2,,,,,,,,,,,,0.02,,100.0,2.45,0.0,0.0,0.0,100.0,35.03,0.4688,58.65,0.0958,3.08
2020-05-12,19672.0,57245.52,0.91,0.17,0.11,0.06,0.0,57245.52,4440.0,19672.0,12920.4,,,,0.0,,800.0,,,,,,0.01,,100.0,2.09,0.0,0.0,0.0,100.0,36.47,0.5072,61.12,0.0927,2.91
2020-05-13,19672.0,53704.56,0.91,0.17,0.11,0.06,0.0,53704.56,4440.0,19672.0,12121.2,,,,,,,,,,,,0.01,,100.0,2.09,0.0,0.0,0.0,100.0,36.58,0.5069,61.03,0.0927,2.73
2020-05-14,19672.0,52622.6,0.91,0.18,0.11,0.05,0.0,52622.6,4440.0,19672.0,11877.0,,,,,,,,,,,,0.01,,100.0,2.09,0.0,0.0,0.0,100.0,36.52,0.5059,60.99,0.0927,2.675
2020-05-15,24112.0,63414.56,1.12,0.22,0.14,0.06,0.0,51737.36,4440.0,19672.0,11677.2,,,,,,,,,,,,0.01,,100.0,2.09,0.0,0.0,0.0,100.0,48.21,0.4804,49.75,0.1137,2.63
2020-05-18,24112.0,67031.36,1.12,0.24,0.14,0.06,0.0,54688.16,4440.0,19672.0,12343.2,,,,,,,,,,,,0.01,,100.0,2.09,0.0,0.0,0.0,100.0,48.27,0.479,49.55,0.1137,2.78
2020-05-19,15232.0,44096.64,0.71,0.15,0.09,0.04,0.0,44096.64,0.0,15232.0,0.0,,,,0.01,,4440.0,,,,,4440.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,17.86,0.6528,78.72,0.0733,2.895
2020-05-20,15232.0,46762.24,0.71,0.15,0.09,0.04,0.0,46762.24,0.0,15232.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.97,0.6507,78.56,0.0733,3.07
2020-05-21,15232.0,47219.2,0.71,0.15,0.09,0.05,0.0,47219.2,0.0,15232.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.09,0.6517,78.61,0.0732,3.1
2020-05-22,15232.0,46838.4,0.71,0.15,0.09,0.05,0.0,46838.4,0.0,15232.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.99,0.6536,78.75,0.0731,3.075
