,COVH FP Equity_DX_SI_QTY,COVH FP Equity_DX_SHORT_INTEREST_VALUE,COVH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COVH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COVH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COVH FP Equity_DX_SI_MV,COVH FP Equity_DX_DSS,COVH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COVH FP Equity_DX_SUPPLY_SI_QTY,COVH FP Equity_DX_BROKER_SI_QTY,COVH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COVH FP Equity_DX_BROKER_SI_MV_NEW_x,COVH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COVH FP Equity_DX_SUPPLY_SI_QTY_INC_x,COVH FP Equity_DX_BROKER_SI_MV_INC_x,COVH FP Equity_DX_SUPPLY_SI_MV_NEW,COVH FP Equity_DX_BROKER_SI_QTY_ADD,COVH FP Equity_DX_BROKER_SI_QTY_NEW,COVH FP Equity_DX_SUPPLY_SI_MV_DEC,COVH FP Equity_DX_BROKER_SI_QTY_INC,COVH FP Equity_DX_SUPPLY_SI_QTY_DEC,COVH FP Equity_DX_BROKER_SI_MV_NEW_y,COVH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COVH FP Equity_DX_BROKER_SI_MV_INC_y,COVH FP Equity_DX_SUPPLY_SI_QTY_INC_y,COVH FP Equity_DX_BROKER_SI_MV_ADD,COVH FP Equity_DX_SUPPLY_SI_QTY_ADD,COVH FP Equity_DX_BROKER_SI_QTY_DEC,COVH FP Equity_DX_SUPPLY_SI_MV,COVH FP Equity_DX_BROKER_SI_MV_DEC,COVH FP Equity_DX_SUPPLY_SI_MV_RMV,COVH FP Equity_DX_BROKER_SI_MV_RMV,COVH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COVH FP Equity_DX_UTILIZATION_QUANTITY,COVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COVH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COVH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COVH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COVH FP Equity_DX_ACTIVE_UTILIZATION_MV,COVH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COVH FP Equity_DX_BROKER_SI_CON_RATIO,COVH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COVH FP Equity_DX_DEMAND_SUPPLY_RATIO,COVH FP Equity_PX_LAST
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,258427.34,,0.58,0.0,,0.0,,0.0,
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257871.58,,0.58,0.0,,0.0,,0.0,23.2
2008-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,258205.04,,0.58,0.0,,0.0,,0.0,23.23
2008-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257871.58,,0.58,0.0,,0.0,,0.0,23.2
2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257871.58,,0.58,0.0,,0.0,,0.0,23.2
2008-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,255537.4,,0.57,0.0,,0.0,,0.0,22.99
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,255537.4,,0.57,0.0,,0.0,,0.0,22.99
2008-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257871.58,,0.58,0.0,,0.0,,0.0,23.2
2008-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257871.58,,0.58,0.0,,0.0,,0.0,23.2
2008-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257871.58,,0.58,0.0,,0.0,,0.0,23.2
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24985.0,257760.43,,0.58,0.0,,0.0,,0.0,23.19
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,74984.0,767242.39,,1.73,0.0,,0.0,,0.0,23.0
2008-05-19,298.0,3016.02,0.0,0.22,0.0,0.01,0.0,3016.02,0.0,298.0,0.0,,,,,,298.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.004,22.75
2008-05-20,298.0,3042.53,0.0,0.22,0.0,0.01,0.0,3042.53,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.95
2008-05-21,298.0,3049.16,0.0,0.14,0.0,0.01,0.0,3049.16,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,23.0
2008-05-22,298.0,3010.71,0.0,0.14,0.0,0.01,0.0,3010.71,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0049,22.71
2008-05-23,298.0,3059.77,0.0,0.14,0.0,0.01,0.0,3059.77,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0049,23.08
2008-05-26,298.0,3059.77,0.0,0.16,0.0,0.01,0.0,3059.77,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,23.08
2008-05-27,298.0,3055.79,0.0,0.16,0.0,0.01,0.0,3055.79,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,23.05
2008-05-28,298.0,3049.16,0.0,0.15,0.0,0.01,0.0,3049.16,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,23.0
2008-05-29,298.0,3022.65,0.0,0.15,0.0,0.01,0.0,3022.65,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.8
2008-05-30,298.0,3035.9,0.0,0.15,0.0,0.01,0.0,3035.9,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.9
2008-06-02,298.0,3022.65,0.0,0.16,0.0,0.01,0.0,3022.65,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.8
2008-06-03,298.0,3023.97,0.0,0.16,0.0,0.01,0.0,3023.97,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.81
2008-06-04,298.0,3046.51,0.0,0.17,0.0,0.01,0.0,3046.51,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.98
2008-06-05,298.0,3021.32,0.0,0.17,0.0,0.01,0.0,3021.32,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.79
2008-06-06,298.0,3042.53,0.0,0.17,0.0,0.01,0.0,3042.53,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.95
2008-06-09,298.0,3047.83,0.0,0.16,0.0,0.01,0.0,3047.83,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.99
2008-06-10,298.0,3047.83,0.0,0.16,0.0,0.01,0.0,3047.83,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.99
2008-06-11,298.0,3035.9,0.0,0.16,0.0,0.01,0.0,3035.9,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0041,22.9
2008-06-12,298.0,3035.9,0.0,0.16,0.0,0.01,0.0,3035.9,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0005,22.9
2008-06-13,298.0,3035.9,0.0,0.17,0.0,0.01,0.0,3035.9,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0005,22.9
2008-06-16,298.0,3009.39,0.0,0.17,0.0,0.01,0.0,3009.39,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0005,22.7
2008-06-17,298.0,3035.9,0.0,0.16,0.0,0.01,0.0,3035.9,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0006,22.9
2008-06-18,298.0,3055.79,0.0,0.05,0.0,0.01,0.0,3055.79,0.0,298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0006,23.05
2008-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,298.0,0.0,0.01,,,0.0,0.0,503997.0,5152454.0,,11.65,0.0,,0.0,,0.0,22.98
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,503587.0,5096735.07,,11.51,0.0,,0.0,,0.0,22.75
2008-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,503587.0,5094494.74,,11.56,0.0,,0.0,,0.0,22.74
2008-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,503587.0,5096735.07,,11.46,0.0,,0.0,,0.0,22.75
2008-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,473997.0,4837323.75,,10.76,0.0,,0.0,,0.0,22.94
2008-06-26,2500.0,25502.35,0.01,0.36,0.01,0.06,0.0,25502.35,0.0,2500.0,0.0,,,,,,2500.0,,,,,,,,,0.06,,,0.0,,,,0.0,0.0,473997.0,4835215.06,,10.85,0.0,,1.0,100.0,0.0053,22.93
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.06,,,0.0,0.0,473997.0,4812019.52,,10.86,0.0,,0.0,,0.0,22.82
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,473997.0,4837323.75,,10.82,0.0,,0.0,,0.0,22.94
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,462597.0,4692170.74,,10.61,0.0,,0.0,,0.0,22.8
2008-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,462597.0,4690112.77,,10.48,0.0,,0.0,,0.0,22.79
2008-07-03,64.0,648.87,0.0,0.01,0.0,0.0,0.0,648.87,0.0,64.0,0.0,,,,,,64.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.79
2008-07-04,64.0,649.16,0.0,0.01,0.0,0.0,0.0,649.16,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.8
2008-07-07,64.0,647.74,0.0,0.01,0.0,0.0,0.0,647.74,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.75
2008-07-08,64.0,649.16,0.0,0.01,0.0,0.0,0.0,649.16,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.8
2008-07-09,64.0,648.87,0.0,0.01,0.0,0.0,0.0,648.87,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.79
2008-07-10,64.0,649.16,0.0,0.0,0.0,0.0,0.0,649.16,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.8
2008-07-11,64.0,647.74,0.0,0.0,0.0,0.0,0.0,647.74,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.75
2008-07-14,64.0,647.74,0.0,0.0,0.0,0.0,0.0,647.74,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.75
2008-07-15,64.0,634.92,0.0,0.0,0.0,0.0,0.0,634.92,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.3
2008-07-16,64.0,637.77,0.0,0.0,0.0,0.0,0.0,637.77,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.4
2008-07-17,64.0,643.46,0.0,0.0,0.0,0.0,0.0,643.46,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0001,22.6
2008-07-18,31050.0,310799.47,0.17,1.2,0.06,0.7,0.0,110606.57,20000.0,11050.0,200192.9,,,,0.25,,,,,10986.0,,,,0.25,,,20000.0,,0.45,,,,4.38,4.38,436568.0,4369890.6,,9.89,4.38,35.54,0.5418,64.46,0.068,22.5
2008-07-21,31050.0,313562.13,0.17,1.13,0.06,0.7,0.0,111589.74,20000.0,11050.0,201972.39,,,,,,,,,,,,,,,,,,0.45,,,,4.38,4.38,436568.0,4408734.08,,9.89,4.33,35.81,0.5403,64.19,0.068,22.7
2008-07-22,31310.0,309362.57,0.17,1.13,0.06,0.71,0.0,111749.94,20000.0,11310.0,197612.63,,,,0.01,,,,,260.0,,,,0.01,,,,,0.46,,,,4.38,4.38,436568.0,4313567.57,,9.92,4.39,35.93,0.5396,64.07,0.0686,22.21
2008-07-23,31685.0,317155.6,0.17,1.14,0.06,0.71,0.0,116962.7,20000.0,11685.0,200192.9,,,,0.01,,,,,375.0,,,,0.01,,,,,0.45,,,,4.36,4.36,438997.0,4394204.03,,9.95,4.31,37.06,0.5335,62.94,0.069,22.5
2008-07-24,31685.0,317155.6,0.17,1.14,0.06,0.71,0.0,116962.7,20000.0,11685.0,200192.9,,,,,,,,,,,,,,,,,,0.45,,,,4.45,4.45,429797.0,4302115.3,,9.63,4.47,36.95,0.534,63.05,0.0704,22.5
2008-07-25,32029.0,322736.24,0.18,1.13,0.06,0.72,0.0,121208.72,20000.0,12029.0,201527.52,,,,0.01,,,,,344.0,,,,0.01,,,,,0.45,,,,4.6,4.6,414797.0,4179650.43,,9.35,4.58,37.71,0.5302,62.29,0.0737,22.65
2008-07-28,32029.0,322736.24,0.18,1.05,0.06,0.72,0.0,121208.72,20000.0,12029.0,201527.52,,,,,,,,,,,,,,,,,,0.45,,,,4.6,4.6,414797.0,4179650.43,,9.38,4.58,37.61,0.5307,62.39,0.0737,22.65
2008-07-29,32707.0,330732.06,0.18,1.07,0.07,0.74,0.0,123436.76,20500.0,12207.0,207295.29,,,500.0,0.0,,,,,178.0,,,,0.0,500.0,,,,0.47,,,,4.71,4.71,414297.0,4189357.01,,9.41,4.74,37.04,0.5147,61.42,0.0752,22.73
2008-07-30,32707.0,331023.07,0.18,1.23,0.07,0.74,0.0,128605.81,20500.0,12707.0,207477.69,,,,,,500.0,,,,,,,,,0.01,,,0.47,,,,41.0,4.71,29499.0,298555.34,,0.67,41.02,37.13,0.5134,61.26,0.0752,22.75
2008-07-31,32707.0,333205.64,0.18,1.18,0.07,0.74,0.0,129453.76,20500.0,12707.0,208845.68,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.71,29499.0,300523.84,,0.67,40.88,37.2,0.5131,61.2,0.0752,22.9
2008-08-01,20500.0,207842.49,0.11,0.7,0.04,0.47,0.0,5069.33,20500.0,500.0,207842.49,,,,,,,,,,,,,,,,,12207.0,0.47,0.28,,,41.0,4.71,29499.0,299080.27,,0.67,41.09,2.56,0.9501,97.44,0.0471,22.79
2008-08-04,20500.0,207842.49,0.11,0.7,0.04,0.47,0.0,5069.33,20500.0,500.0,207842.49,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.71,29499.0,299080.27,,0.67,40.95,2.56,0.9501,97.44,0.0471,22.79
2008-08-05,23500.0,238153.92,0.13,0.8,0.05,0.54,0.0,35469.73,20500.0,3500.0,207751.29,,,,,,3000.0,,,,,,,,,0.07,,,0.47,,,,41.0,4.71,29499.0,298949.04,,0.67,41.39,8.42,0.734,85.13,0.054,22.78
2008-08-06,23500.0,237840.28,0.13,0.8,0.05,0.54,0.0,35423.02,20500.0,3500.0,207477.69,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.71,29499.0,298555.34,,0.67,41.19,8.46,0.7332,85.08,0.054,22.75
2008-08-07,23500.0,235226.65,0.13,0.83,0.05,0.54,0.0,35033.76,20500.0,3500.0,205197.72,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.74,29499.0,295274.51,,0.67,41.25,8.46,0.733,85.06,0.0543,22.5
2008-08-08,23500.0,235122.11,0.13,0.83,0.05,0.54,0.0,35018.19,20500.0,3500.0,205106.52,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.74,29499.0,295143.28,,0.65,42.01,8.4,0.7337,85.11,0.0543,22.49
2008-08-11,23500.0,235122.11,0.13,0.83,0.05,0.53,0.0,35018.19,20500.0,3500.0,205106.52,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.74,29499.0,295143.28,,0.66,41.35,8.53,0.7324,85.02,0.0543,22.49
2008-08-12,23500.0,235122.11,0.13,0.83,0.05,0.53,0.0,35018.19,20500.0,3500.0,205106.52,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.74,29499.0,295143.28,,0.66,41.22,8.55,0.7319,84.99,0.0543,22.49
2008-08-13,23500.0,235122.11,0.13,0.9,0.05,0.53,0.0,35018.19,20500.0,3500.0,205106.52,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.74,29499.0,295143.28,,0.66,40.95,8.6,0.7308,84.91,0.0543,22.49
2008-08-14,23500.0,235122.11,0.13,0.9,0.05,0.53,0.0,35018.19,20500.0,3500.0,205106.52,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.74,29499.0,295143.28,,0.66,41.15,8.57,0.7315,84.97,0.0543,22.49
2008-08-15,23500.0,234599.38,0.13,0.93,0.05,0.54,0.0,34940.33,20500.0,3500.0,204650.52,,,,,,,,,,,,,,,,,,0.47,,,,41.0,4.76,29499.0,294487.11,,0.66,41.57,8.49,0.7334,85.09,0.0545,22.44
2008-08-18,23746.0,237055.19,0.13,0.95,0.05,0.53,0.0,37396.14,20500.0,3746.0,204650.52,,,,0.01,,,,,246.0,,,,0.01,,,,,0.46,,,,41.0,4.77,29499.0,294487.11,,0.66,40.99,9.56,0.7175,84.03,0.0552,22.44
2008-08-19,23746.0,236632.63,0.13,0.96,0.05,0.53,0.0,37329.48,20500.0,3746.0,204285.73,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.76,29499.0,293962.18,,0.66,40.74,9.61,0.7166,83.97,0.0552,22.4
2008-08-20,23746.0,236632.63,0.13,1.01,0.05,0.53,0.0,37329.48,20500.0,3746.0,204285.73,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.76,29499.0,293962.18,,0.66,40.87,9.6,0.7168,83.98,0.0552,22.4
2008-08-21,23746.0,236104.43,0.13,1.36,0.05,0.53,0.0,37246.16,20500.0,3746.0,203829.73,,,,,,,,,,,,,,,,,,0.45,,,,41.0,4.76,29499.0,293306.01,,0.67,40.5,9.68,0.7153,83.89,0.0552,22.35
2008-08-22,23746.0,231984.49,0.13,1.35,0.05,0.53,0.0,36596.22,20500.0,3746.0,200272.97,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.76,29499.0,288187.92,,0.66,41.24,9.55,0.7191,84.13,0.0552,21.96
2008-08-25,23746.0,233463.44,0.13,1.35,0.05,0.53,0.0,36829.53,20500.0,3746.0,201549.76,,,,,,,,,,,,,,,,,,0.45,,,,41.0,4.76,29499.0,290025.19,,0.65,41.17,9.71,0.7153,83.88,0.0552,22.1
2008-08-26,23500.0,231149.39,0.13,1.34,0.05,0.53,0.0,34426.5,20500.0,3500.0,201640.96,,,,,,,,,,,,,,,,,246.0,0.46,0.01,,,41.0,4.76,29499.0,290156.42,,0.65,41.36,8.67,0.7305,84.89,0.0546,22.11
2008-08-27,23500.0,232508.48,0.13,2.73,0.05,0.52,0.0,34628.92,20500.0,3500.0,202826.54,,,,,,,,,,,,,,,,,,0.45,,,,41.0,4.76,29499.0,291862.45,,0.65,40.81,8.76,0.7279,84.73,0.0546,22.24
2008-08-28,23500.0,231567.57,0.13,2.76,0.05,0.52,0.0,34488.79,20500.0,3500.0,202005.75,,,,,,,,,,,,,,,,,,0.46,,,,41.0,4.76,29499.0,290681.35,,0.66,41.02,8.68,0.73,84.87,0.0546,22.15
2008-08-29,23500.0,231567.57,0.13,2.78,0.05,0.52,0.0,34488.79,20500.0,3500.0,202005.75,,,,,,,,,,,,,,,,,,0.46,,,,100.0,4.76,0.0,0.0,,0.0,100.0,8.69,0.7298,84.85,0.0546,22.15
2008-09-01,23500.0,232717.57,0.13,3.49,0.05,0.52,0.0,34660.06,20500.0,3500.0,203008.94,,,,,,,,,,,,,,,,,,0.45,,,,4.76,4.76,409999.0,4060168.95,,9.03,4.77,8.74,0.7283,84.76,0.0546,22.26
2008-09-02,23500.0,232717.57,0.13,3.56,0.05,0.53,0.0,34660.06,20500.0,3500.0,203008.94,,,,,,,,,,,,,,,,,,0.46,,,,4.76,4.76,409999.0,4060168.95,,9.09,4.8,8.64,0.7306,84.9,0.0546,22.26
2008-09-03,23500.0,235017.56,0.13,3.56,0.05,0.53,0.0,35002.62,20500.0,3500.0,205015.32,,,,,,,,,,,,,,,,,,0.46,,,,4.76,4.76,409999.0,4100296.4,,9.1,4.79,8.65,0.7297,84.84,0.0546,22.48
2008-09-04,23500.0,234913.02,0.13,3.52,0.05,0.54,0.0,34987.05,20500.0,3500.0,204924.12,,,,,,,,,,,,,,,,,,0.47,,,,4.76,4.76,409999.0,4098472.43,,9.24,4.82,8.49,0.7334,85.08,0.0546,22.47
2008-09-05,23500.0,232090.3,0.13,3.88,0.05,0.53,0.0,34566.64,20500.0,3500.0,202461.75,,,,,,,,,,,,,,,,,,0.46,,,,100.0,4.76,0.0,0.0,,0.0,100.0,8.55,0.7329,85.05,0.0546,22.2
2008-09-08,23500.0,229476.67,0.13,6.24,0.05,0.53,0.0,34177.38,20500.0,3500.0,200181.77,,,,,,,,,,,,,,,,,,0.46,,,,100.0,4.76,0.0,0.0,,0.0,100.0,8.63,0.7318,84.98,0.0546,21.95
2008-09-09,23500.0,229999.39,0.13,6.25,0.05,0.52,0.0,34255.23,20500.0,3500.0,200637.77,,,,,,,,,,,,,,,,,,0.45,,,,100.0,4.76,0.0,0.0,,0.0,100.0,8.75,0.729,84.8,0.0546,22.0
2008-09-10,23500.0,229476.67,0.13,6.27,0.05,0.52,0.0,34177.38,20500.0,3500.0,200181.77,,,,,,,,,,,,,,,,,,0.46,,,,100.0,4.76,0.0,0.0,,0.0,100.0,8.69,0.7304,84.89,0.0546,21.95
2008-09-11,23800.0,232406.16,0.13,9.32,0.05,0.53,0.0,37106.87,20500.0,3800.0,200181.77,,,,0.01,,,,,300.0,,,,0.01,,,,,0.45,,,,4.76,4.76,409999.0,4003625.71,,9.03,4.75,9.92,0.7125,83.69,0.0553,21.95
2008-09-12,23800.0,235053.15,0.13,27.26,0.05,0.52,0.0,37529.49,20500.0,3800.0,202461.75,,,,,,,,,,,,,,,,,,0.44,,,,4.76,4.76,409999.0,4049225.09,,9.04,4.64,10.12,0.7078,83.38,0.0553,22.2
2008-09-15,23800.0,232406.16,0.13,27.07,0.05,0.53,0.0,32224.38,20500.0,3300.0,200181.77,,,,,,,,,,,,,,,,,,0.45,,,0.01,4.76,4.76,409999.0,4003625.71,,9.12,4.73,9.9,0.7148,83.83,0.0553,21.95
2008-09-16,23800.0,226582.77,0.13,27.31,0.05,0.52,0.0,31416.94,20500.0,3300.0,195165.83,,,,,,,,,,,,,,,,,,0.45,,,,4.76,4.76,409999.0,3903307.07,,8.98,4.75,10.0,0.7144,83.8,0.0553,21.4
2008-09-17,23800.0,222347.58,0.13,26.73,0.05,0.51,0.0,30829.71,20500.0,3300.0,191517.87,,,,,,,,,,,,,,,,,,0.43,,,,4.76,4.76,409999.0,3830348.06,,8.85,4.66,10.3,0.7094,83.47,0.0553,21.0
2008-09-18,23300.0,207310.87,0.13,23.48,0.05,0.49,0.0,29361.62,20000.0,3300.0,177949.24,,,,,,,,0.02,,500.0,,,,,,,,0.42,,,,4.65,4.65,410499.0,3652399.27,,8.62,4.6,10.68,0.7394,85.23,0.0541,20.0
2008-09-19,23300.0,211353.43,0.13,24.81,0.05,0.47,0.0,29934.18,20000.0,3300.0,181419.25,,,,,,,,,,,,,,,,,,0.4,,,,4.65,4.65,409999.0,3719085.57,,8.37,4.53,11.09,0.7294,84.57,0.0542,20.39
