,ALDUB FP Equity_DX_SI_QTY,ALDUB FP Equity_DX_SHORT_INTEREST_VALUE,ALDUB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDUB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDUB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDUB FP Equity_DX_SI_MV,ALDUB FP Equity_DX_DSS,ALDUB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDUB FP Equity_DX_SUPPLY_SI_QTY,ALDUB FP Equity_DX_BROKER_SI_QTY,ALDUB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDUB FP Equity_DX_BROKER_SI_QTY_ADD,ALDUB FP Equity_DX_SUPPLY_SI_MV_DEC,ALDUB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDUB FP Equity_DX_BROKER_SI_MV_ADD,ALDUB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDUB FP Equity_DX_BROKER_SI_QTY_DEC,ALDUB FP Equity_DX_SUPPLY_SI_MV,ALDUB FP Equity_DX_BROKER_SI_MV_DEC,ALDUB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDUB FP Equity_DX_UTILIZATION_QUANTITY,ALDUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDUB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDUB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDUB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDUB FP Equity_DX_BROKER_SI_CON_RATIO,ALDUB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDUB FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-08-19,16000.0,65600.0,1.13,14.02,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-08-22,16000.0,65600.0,1.13,14.03,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-08-23,16000.0,65600.0,1.13,14.14,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-08-24,16000.0,65600.0,1.13,14.08,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-08-25,16000.0,65760.0,1.13,13.7,0.51,0.07,0.0,32880.0,8000.0,8000.0,32880.0,,,,,,,0.03,,80.0,80.0,2000.0,8220.0,0.01,80.0,1.0,100.0,1.6
2011-08-26,16000.0,65920.0,1.13,13.13,0.51,0.07,0.0,32960.0,8000.0,8000.0,32960.0,,,,,,,0.03,,80.0,80.0,2000.0,8240.0,0.01,80.0,1.0,100.0,1.6
2011-08-29,16000.0,65920.0,1.13,13.1,0.51,0.07,0.0,32960.0,8000.0,8000.0,32960.0,,,,,,,0.03,,80.0,80.0,2000.0,8240.0,0.01,80.0,1.0,100.0,1.6
2011-08-30,16000.0,65600.0,1.13,13.19,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-08-31,16000.0,65600.0,1.13,13.36,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-09-01,16000.0,65600.0,1.13,13.34,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-09-02,16000.0,65600.0,1.13,13.4,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-09-05,16000.0,65600.0,1.13,13.58,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-09-06,16000.0,64320.0,1.13,12.87,0.51,0.07,0.0,32160.0,8000.0,8000.0,32160.0,,,,,,,0.03,,80.0,80.0,2000.0,8040.0,0.01,80.0,1.0,100.0,1.6
2011-09-07,16000.0,64000.0,1.13,12.75,0.51,0.06,0.0,32000.0,8000.0,8000.0,32000.0,,,,,,,0.03,,80.0,80.0,2000.0,8000.0,0.01,80.0,1.0,100.0,1.6
2011-09-08,16000.0,64000.0,1.13,12.52,0.51,0.06,0.0,32000.0,8000.0,8000.0,32000.0,,,,,,,0.03,,80.0,80.0,2000.0,8000.0,0.01,80.0,1.0,100.0,1.6
2011-09-09,16000.0,64000.0,1.13,12.67,0.51,0.06,0.0,32000.0,8000.0,8000.0,32000.0,,,,,,,0.03,,80.0,80.0,2000.0,8000.0,0.01,80.0,1.0,100.0,1.6
2011-09-12,16000.0,60000.0,1.13,12.83,0.51,0.06,0.0,30000.0,8000.0,8000.0,30000.0,,,,,,,0.03,,80.0,80.0,2000.0,7500.0,0.01,80.0,1.0,100.0,1.6
2011-09-13,16000.0,60000.0,1.13,13.09,0.51,0.06,0.0,30000.0,8000.0,8000.0,30000.0,,,,,,,0.03,,80.0,80.0,2000.0,7500.0,0.01,80.0,1.0,100.0,1.6
2011-09-14,16000.0,60000.0,1.13,13.04,0.51,0.06,0.0,30000.0,8000.0,8000.0,30000.0,,,,,,,0.03,,80.0,80.0,2000.0,7500.0,0.01,80.0,1.0,100.0,1.6
2011-09-15,16000.0,60160.0,1.13,12.96,0.51,0.06,0.0,30080.0,8000.0,8000.0,30080.0,,,,,,,0.03,,80.0,80.0,2000.0,7520.0,0.01,80.0,1.0,100.0,1.6
2011-09-16,16000.0,60160.0,1.13,12.3,0.51,0.06,0.0,30080.0,8000.0,8000.0,30080.0,,,,,,,0.03,,80.0,80.0,2000.0,7520.0,0.01,80.0,1.0,100.0,1.6
2011-09-19,16000.0,63840.0,1.13,12.87,0.51,0.06,0.0,31920.0,8000.0,8000.0,31920.0,,,,,,,0.03,,80.0,80.0,2000.0,7980.0,0.01,80.0,1.0,100.0,1.6
2011-09-20,16000.0,61120.0,1.13,12.98,0.51,0.06,0.0,30560.0,8000.0,8000.0,30560.0,,,,,,,0.03,,80.0,80.0,2000.0,7640.0,0.01,80.0,1.0,100.0,1.6
2011-09-21,16000.0,61120.0,1.13,13.74,0.51,0.06,0.0,30560.0,8000.0,8000.0,30560.0,,,,,,,0.03,,80.0,80.0,2000.0,7640.0,0.01,80.0,1.0,100.0,1.6
2011-09-22,16000.0,61120.0,1.13,13.69,0.51,0.06,0.0,30560.0,8000.0,8000.0,30560.0,,,,,,,0.03,,80.0,80.0,2000.0,7640.0,0.01,80.0,1.0,100.0,1.6
2011-09-23,16000.0,61120.0,1.13,13.57,0.51,0.06,0.0,30560.0,8000.0,8000.0,30560.0,,,,,,,0.03,,80.0,80.0,2000.0,7640.0,0.01,80.0,1.0,100.0,1.6
2011-09-26,16000.0,60960.0,1.13,14.21,0.51,0.06,0.0,30480.0,8000.0,8000.0,30480.0,,,,,,,0.03,,80.0,80.0,2000.0,7620.0,0.01,80.0,1.0,100.0,1.6
2011-09-27,16000.0,62400.0,1.13,23.27,0.51,0.06,0.0,31200.0,8000.0,8000.0,31200.0,,,,,,,0.03,,80.0,80.0,2000.0,7800.0,0.01,80.0,1.0,100.0,1.6
2011-09-28,16000.0,62560.0,1.13,23.12,0.51,0.06,0.0,31280.0,8000.0,8000.0,31280.0,,,,,,,0.03,,80.0,80.0,2000.0,7820.0,0.01,80.0,1.0,100.0,1.6
2011-09-29,16000.0,62720.0,1.13,23.66,0.51,0.06,0.0,31360.0,8000.0,8000.0,31360.0,,,,,,,0.03,,80.0,80.0,2000.0,7840.0,0.01,80.0,1.0,100.0,1.6
2011-09-30,16000.0,62720.0,1.13,24.2,0.51,0.06,0.0,31360.0,8000.0,8000.0,31360.0,,,,,,,0.03,,80.0,80.0,2000.0,7840.0,0.01,80.0,1.0,100.0,1.6
2011-10-03,16000.0,64640.0,1.13,25.31,0.51,0.06,0.0,32320.0,8000.0,8000.0,32320.0,,,,,,,0.03,,80.0,80.0,2000.0,8080.0,0.01,80.0,1.0,100.0,1.6
2011-10-04,16000.0,65280.0,1.13,24.3,0.51,0.06,0.0,32640.0,8000.0,8000.0,32640.0,,,,,,,0.03,,80.0,80.0,2000.0,8160.0,0.01,80.0,1.0,100.0,1.6
2011-10-05,16000.0,65280.0,1.13,22.38,0.51,0.07,0.0,32640.0,8000.0,8000.0,32640.0,,,,,,,0.03,,80.0,80.0,2000.0,8160.0,0.01,80.0,1.0,100.0,1.6
2011-10-06,16000.0,65440.0,1.13,22.32,0.51,0.07,0.0,32720.0,8000.0,8000.0,32720.0,,,,,,,0.03,,80.0,80.0,2000.0,8180.0,0.01,80.0,1.0,100.0,1.6
2011-10-07,16000.0,65600.0,1.13,23.27,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-10-10,16000.0,65600.0,1.13,22.87,0.51,0.07,0.0,32800.0,8000.0,8000.0,32800.0,,,,,,,0.03,,80.0,80.0,2000.0,8200.0,0.01,80.0,1.0,100.0,1.6
2011-10-11,16000.0,65760.0,1.13,22.58,0.51,0.07,0.0,32880.0,8000.0,8000.0,32880.0,,,,,,,0.03,,80.0,80.0,2000.0,8220.0,0.01,80.0,1.0,100.0,1.6
2011-10-12,16000.0,66720.0,1.13,22.83,0.51,0.07,0.0,33360.0,8000.0,8000.0,33360.0,,,,,,,0.03,,80.0,80.0,2000.0,8340.0,0.01,80.0,1.0,100.0,1.6
2011-10-13,16000.0,66880.0,1.13,22.33,0.51,0.07,0.0,33440.0,8000.0,8000.0,33440.0,,,,,,,0.03,,80.0,80.0,2000.0,8360.0,0.01,80.0,1.0,100.0,1.6
2011-10-14,16000.0,66880.0,1.13,21.95,0.51,0.07,0.0,33440.0,8000.0,8000.0,33440.0,,,,,,,0.03,,80.0,80.0,2000.0,8360.0,0.01,80.0,1.0,100.0,1.6
2011-10-17,16000.0,66880.0,1.13,21.66,0.51,0.07,0.0,33440.0,8000.0,8000.0,33440.0,,,,,,,0.03,,80.0,80.0,2000.0,8360.0,0.01,80.0,1.0,100.0,1.6
2011-10-18,16000.0,66880.0,1.13,24.12,0.51,0.07,0.0,33440.0,8000.0,8000.0,33440.0,,,,,,,0.03,,80.0,80.0,2000.0,8360.0,0.01,80.0,1.0,100.0,1.6
2011-10-19,16000.0,68000.0,1.37,25.0,0.51,0.07,0.0,34000.0,8000.0,8000.0,34000.0,,,,,,,0.03,,80.0,80.0,2000.0,8500.0,0.01,80.0,1.0,100.0,1.6
2011-10-20,16000.0,68000.0,1.37,24.89,0.51,0.07,0.0,34000.0,8000.0,8000.0,34000.0,,,,,,,0.03,,80.0,80.0,2000.0,8500.0,0.01,80.0,1.0,100.0,1.6
2011-10-21,16000.0,68000.0,1.37,24.73,0.51,0.07,0.0,34000.0,8000.0,8000.0,34000.0,,,,,,,0.03,,80.0,80.0,2000.0,8500.0,0.01,80.0,1.0,100.0,1.6
2011-10-24,16000.0,68800.0,1.37,25.31,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-10-25,16000.0,68800.0,1.37,27.25,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-10-26,16000.0,68000.0,1.37,27.5,0.51,0.07,0.0,34000.0,8000.0,8000.0,34000.0,,,,,,,0.03,,80.0,80.0,2000.0,8500.0,0.01,80.0,1.0,100.0,1.6
2011-10-27,16000.0,68800.0,1.37,27.43,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-10-28,16000.0,68800.0,1.37,29.17,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-10-31,16000.0,68800.0,1.37,29.5,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-11-01,16000.0,68800.0,1.37,30.19,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-11-02,16000.0,68800.0,1.37,31.5,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-11-03,16000.0,68800.0,1.37,31.85,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-11-04,16000.0,68800.0,1.37,32.98,0.51,0.07,0.0,34400.0,8000.0,8000.0,34400.0,,,,,,,0.03,,80.0,80.0,2000.0,8600.0,0.01,80.0,1.0,100.0,1.6
2011-11-07,16000.0,65920.0,1.37,33.93,0.51,0.07,0.0,32960.0,8000.0,8000.0,32960.0,,,,,,,0.03,,80.0,80.0,2000.0,8240.0,0.01,80.0,1.0,100.0,1.6
2011-11-08,16000.0,65920.0,1.37,34.6,0.51,0.07,0.0,32960.0,8000.0,8000.0,32960.0,,,,,,,0.03,,80.0,80.0,2000.0,8240.0,0.01,80.0,1.0,100.0,1.6
2011-11-09,16000.0,65120.0,1.37,35.7,0.51,0.07,0.0,32560.0,8000.0,8000.0,32560.0,,,,,,,0.03,,80.0,80.0,2000.0,8140.0,0.01,80.0,1.0,100.0,1.6
2011-11-10,16000.0,65120.0,1.37,35.97,0.51,0.07,0.0,32560.0,8000.0,8000.0,32560.0,,,,,,,0.03,,80.0,80.0,2000.0,8140.0,0.01,80.0,1.0,100.0,1.6
2011-11-11,16000.0,64960.0,1.37,37.34,0.51,0.07,0.0,32480.0,8000.0,8000.0,32480.0,,,,,,,0.03,,80.0,80.0,2000.0,8120.0,0.01,80.0,1.0,100.0,1.6
2011-11-14,16000.0,64960.0,1.37,37.75,0.51,0.07,0.0,32480.0,8000.0,8000.0,32480.0,,,,,,,0.03,,80.0,80.0,2000.0,8120.0,0.01,80.0,1.0,100.0,1.6
2011-11-15,16000.0,65280.0,1.37,40.58,0.51,0.07,0.0,32640.0,8000.0,8000.0,32640.0,,,,,,,0.03,,80.0,80.0,2000.0,8160.0,0.01,80.0,1.0,100.0,1.6
2011-11-16,16000.0,65280.0,1.37,48.5,0.51,0.07,0.0,32640.0,8000.0,8000.0,32640.0,,,,,,,0.03,,80.0,80.0,2000.0,8160.0,0.01,80.0,1.0,100.0,1.6
2011-11-17,16000.0,64800.0,1.37,55.25,0.51,0.07,0.0,32400.0,8000.0,8000.0,32400.0,,,,,,,0.03,,80.0,80.0,2000.0,8100.0,0.01,80.0,1.0,100.0,1.6
2011-11-18,16000.0,64640.0,1.37,57.46,0.51,0.06,0.0,32320.0,8000.0,8000.0,32320.0,,,,,,,0.03,,80.0,80.0,2000.0,8080.0,0.01,80.0,1.0,100.0,1.6
2011-11-21,16000.0,64320.0,1.37,60.53,0.51,0.06,0.0,32160.0,8000.0,8000.0,32160.0,,,,,,,0.03,,80.0,80.0,2000.0,8040.0,0.01,80.0,1.0,100.0,1.6
2011-11-22,16000.0,64640.0,1.37,52.41,0.51,0.06,0.0,32320.0,8000.0,8000.0,32320.0,,,,,,,0.03,,80.0,80.0,2000.0,8080.0,0.01,80.0,1.0,100.0,1.6
2011-11-23,16000.0,64640.0,1.37,54.13,0.51,0.06,0.0,32320.0,8000.0,8000.0,32320.0,,,,,,,0.03,,80.0,80.0,2000.0,8080.0,0.01,80.0,1.0,100.0,1.6
2011-11-24,16000.0,63680.0,1.37,55.22,0.51,0.06,0.0,31840.0,8000.0,8000.0,31840.0,,,,,,,0.03,,80.0,80.0,2000.0,7960.0,0.01,80.0,1.0,100.0,1.6
2011-11-25,16000.0,63840.0,1.37,55.63,0.51,0.06,0.0,31920.0,8000.0,8000.0,31920.0,,,,,,,0.03,,80.0,80.0,2000.0,7980.0,0.01,80.0,1.0,100.0,1.6
2011-11-28,16000.0,63840.0,1.37,53.03,0.51,0.06,0.0,31920.0,8000.0,8000.0,31920.0,,,,,,,0.03,,80.0,80.0,2000.0,7980.0,0.01,80.0,1.0,100.0,1.6
2011-11-29,16000.0,63520.0,1.37,55.37,0.51,0.06,0.0,31760.0,8000.0,8000.0,31760.0,,,,,,,0.03,,80.0,80.0,2000.0,7940.0,0.01,80.0,1.0,100.0,1.6
2011-11-30,16000.0,63520.0,1.37,53.52,0.51,0.06,0.0,31760.0,8000.0,8000.0,31760.0,,,,,,,0.03,,80.0,80.0,2000.0,7940.0,0.01,80.0,1.0,100.0,1.6
2011-12-01,16000.0,65760.0,1.37,58.39,0.51,0.06,0.0,32880.0,8000.0,8000.0,32880.0,,,,,,,0.03,,80.0,80.0,2000.0,8220.0,0.01,80.0,1.0,100.0,1.6
2011-12-02,16000.0,65440.0,1.37,47.34,0.51,0.06,0.0,32720.0,8000.0,8000.0,32720.0,,,,,,,0.03,,80.0,80.0,2000.0,8180.0,0.01,80.0,1.0,100.0,1.6
2011-12-05,16000.0,64000.0,1.37,46.29,0.51,0.07,0.0,32000.0,8000.0,8000.0,32000.0,,,,,,,0.03,,80.0,80.0,2000.0,8000.0,0.01,80.0,1.0,100.0,1.6
2011-12-06,16000.0,64000.0,1.37,42.31,0.51,0.06,0.0,32000.0,8000.0,8000.0,32000.0,,,,,,,0.03,,80.0,80.0,2000.0,8000.0,0.01,80.0,1.0,100.0,1.6
2011-12-07,16000.0,63840.0,1.37,38.41,0.51,0.06,0.0,31920.0,8000.0,8000.0,31920.0,,,,,,,0.03,,80.0,80.0,2000.0,7980.0,0.01,80.0,1.0,100.0,1.6
2011-12-08,16000.0,64480.0,1.37,38.59,0.51,0.06,0.0,32240.0,8000.0,8000.0,32240.0,,,,,,,0.03,,80.0,80.0,2000.0,8060.0,0.01,80.0,1.0,100.0,1.6
2011-12-09,16000.0,64640.0,1.37,41.64,0.51,0.06,0.0,32320.0,8000.0,8000.0,32320.0,,,,,,,0.03,,80.0,80.0,2000.0,8080.0,0.01,80.0,1.0,100.0,1.6
2011-12-12,16000.0,64640.0,1.37,37.34,0.51,0.06,0.0,32320.0,8000.0,8000.0,32320.0,,,,,,,0.03,,80.0,80.0,2000.0,8080.0,0.01,80.0,1.0,100.0,1.6
2011-12-13,16000.0,65440.0,1.37,37.01,0.51,0.06,0.0,32720.0,8000.0,8000.0,32720.0,,,,,,,0.03,,80.0,80.0,2000.0,8180.0,0.01,80.0,1.0,100.0,1.6
2011-12-14,8000.0,32720.0,0.69,18.21,0.25,0.03,0.0,32720.0,0.0,8000.0,0.0,,0.03,8000.0,,,,0.0,,0.0,0.0,10000.0,40900.0,0.04,0.0,1.0,100.0,0.8
2011-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,8000.0,0.0,0.03,0.0,0.0,10000.0,40900.0,0.04,0.0,0.0,,0.0
2011-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,40800.0,0.04,0.0,0.0,,0.0
2011-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,40000.0,0.04,0.0,0.0,,0.0
2011-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,40000.0,0.04,0.0,0.0,,0.0
2011-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,40000.0,0.04,0.0,0.0,,0.0
2011-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39600.0,0.04,0.0,0.0,,0.0
2011-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2011-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2011-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2011-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2011-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,38500.0,0.04,0.0,0.0,,0.0
2011-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,38500.0,0.04,0.0,0.0,,0.0
2012-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,38500.0,0.04,0.0,0.0,,0.0
2012-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,38300.0,0.04,0.0,0.0,,0.0
2012-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2012-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2012-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2012-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39500.0,0.04,0.0,0.0,,0.0
2012-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39400.0,0.04,0.0,0.0,,0.0
2012-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39400.0,0.04,0.0,0.0,,0.0
2012-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39400.0,0.04,0.0,0.0,,0.0
2012-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42200.0,0.04,0.0,0.0,,0.0
2012-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42300.0,0.04,0.0,0.0,,0.0
2012-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42300.0,0.04,0.0,0.0,,0.0
2012-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42300.0,0.04,0.0,0.0,,0.0
2012-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41400.0,0.04,0.0,0.0,,0.0
2012-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42500.0,0.04,0.0,0.0,,0.0
2012-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41300.0,0.04,0.0,0.0,,0.0
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42300.0,0.04,0.0,0.0,,0.0
2012-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,42100.0,0.04,0.0,0.0,,0.0
2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41400.0,0.04,0.0,0.0,,0.0
2012-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41400.0,0.04,0.0,0.0,,0.0
2012-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41400.0,0.04,0.0,0.0,,0.0
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41400.0,0.04,0.0,0.0,,0.0
2012-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,41200.0,0.04,0.0,0.0,,0.0
2012-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10000.0,39900.0,0.04,0.0,0.0,,0.0
