,ALERS FP Equity_DX_SI_QTY,ALERS FP Equity_DX_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALERS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALERS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALERS FP Equity_DX_SI_MV,ALERS FP Equity_DX_DSS,ALERS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY,ALERS FP Equity_DX_BROKER_SI_QTY,ALERS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALERS FP Equity_DX_BROKER_SI_MV_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALERS FP Equity_DX_BROKER_SI_MV_INC_x,ALERS FP Equity_DX_SUPPLY_SI_MV_NEW,ALERS FP Equity_DX_BROKER_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_NEW,ALERS FP Equity_DX_SUPPLY_SI_MV_DEC,ALERS FP Equity_DX_BROKER_SI_QTY_INC,ALERS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALERS FP Equity_DX_BROKER_SI_MV_NEW_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALERS FP Equity_DX_BROKER_SI_MV_INC_y,ALERS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALERS FP Equity_DX_BROKER_SI_MV_ADD,ALERS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALERS FP Equity_DX_BROKER_SI_QTY_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV,ALERS FP Equity_DX_BROKER_SI_MV_DEC,ALERS FP Equity_DX_SUPPLY_SI_MV_RMV,ALERS FP Equity_DX_BROKER_SI_MV_RMV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALERS FP Equity_DX_UTILIZATION_QUANTITY,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALERS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALERS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALERS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALERS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALERS FP Equity_DX_BROKER_SI_CON_RATIO,ALERS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALERS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALERS FP Equity_PX_LAST
2022-09-22,119072.0,2030177.6,1.46,3.78,1.05,2.1,1.0,1313446.75,94750.0,77035.0,1615487.5,,,2000.0,0.03,,,,,2000.0,,,,0.03,2000.0,,,4899.0,1.67,0.11,,,59.75,35.21,63819.0,1088113.95,,1.13,59.68,16.24,0.1743,29.78,0.4424,17.05
2022-09-23,117472.0,1950035.2,1.45,3.71,1.04,2.02,1.0,1252221.0,88251.0,75435.0,1464966.6,,,,,,,,0.12,,6499.0,,,,,,,1600.0,1.51,0.04,,,58.03,32.79,63819.0,1059395.4,,1.1,57.87,15.06,0.1745,30.16,0.4365,16.6
2022-09-26,102538.0,1743146.0,1.26,3.18,0.9,1.77,0.0,1279063.0,88513.0,75239.0,1504721.0,,,15000.0,0.02,,,,0.25,262.0,14738.0,,,0.02,15000.0,,,458.0,1.48,0.0,,,63.65,33.64,50545.0,859265.0,,0.85,63.62,17.05,0.2002,34.67,0.3897,17.0
2022-09-27,106956.0,1786165.2,1.32,3.28,0.94,1.85,0.0,1278802.5,88729.0,76575.0,1481774.3,,,1500.0,0.02,,,,0.01,1336.0,1284.0,,,0.02,1500.0,,,,1.51,,,,63.63,33.53,50709.0,846840.3,,0.87,63.57,17.52,0.208,36.11,0.4041,16.7
2022-09-28,117460.0,1902852.0,1.44,3.61,1.04,1.97,1.0,1492538.4,96632.0,92132.0,1565438.4,,,10448.0,0.22,,,,0.09,15557.0,4076.0,,,0.22,10448.0,,1531.0,,1.6,,,,65.08,36.41,51845.0,839889.0,,0.86,65.12,22.68,0.2088,32.9,0.4425,16.2
2022-09-29,113049.0,1749998.52,1.39,3.44,1.0,1.83,0.0,1380243.24,87146.0,89163.0,1349020.08,,,,0.0,,,,0.17,89.0,9486.0,,,0.0,,,,3058.0,1.39,0.07,,,62.7,31.55,51845.0,802560.6,,0.82,62.84,23.66,0.2,30.13,0.4093,15.48
2022-09-30,112269.0,1798549.38,1.38,3.55,0.99,1.79,0.0,1415142.72,87650.0,88336.0,1404153.0,,,3189.0,,,,,0.05,,2685.0,,,,3189.0,,,827.0,1.36,0.0,,,62.83,31.95,51845.0,830556.9,,0.8,62.9,23.3,0.1955,29.46,0.4092,16.02
2022-10-03,114884.0,1870311.52,1.41,3.69,1.01,1.88,1.0,1470132.84,92265.0,90303.0,1502074.2,,,4615.0,0.11,,,,,6067.0,,,,0.11,4615.0,,,4100.0,1.48,0.06,,,65.14,33.43,49378.0,803873.84,,0.79,65.18,23.72,0.1977,26.68,0.4163,16.28
2022-10-04,123057.0,2030440.5,1.51,3.89,1.08,2.02,1.0,1644225.0,100789.0,99650.0,1663018.5,,,7166.0,0.17,,1000.0,,0.02,9698.0,1174.0,,,0.17,7166.0,0.0,2532.0,1351.0,1.62,0.02,,,67.12,36.52,49378.0,814737.0,,0.79,67.23,21.49,0.2125,33.1,0.4459,16.5
2022-10-05,121953.0,2124421.26,1.5,3.86,1.08,2.1,1.0,1703815.36,99947.0,97808.0,1741076.74,,,1000.0,,,,,0.02,,1842.0,,,,1000.0,,,1842.0,1.67,0.02,,,66.72,36.36,49858.0,868526.36,,0.83,66.76,21.43,0.209,33.63,0.4437,17.42
2022-10-06,120569.0,2150950.96,1.48,3.74,1.06,2.16,1.0,1720204.16,98663.0,96424.0,1760147.92,,,,,,,,0.01,,1284.0,,,,,,,1384.0,1.73,0.0,,,65.86,35.89,51142.0,912373.28,,0.9,65.88,21.89,0.2083,33.54,0.4386,17.84
2022-10-07,117738.0,2059237.62,1.45,3.58,1.04,2.14,1.0,1669717.83,94845.0,95467.0,1658839.05,,,,0.05,,,,0.05,2500.0,3818.0,,,0.05,,,,3457.0,1.7,0.05,,,64.16,34.51,52986.0,926725.14,,0.96,64.0,22.69,0.2062,33.36,0.4283,17.49
2022-10-10,110468.0,1869118.56,1.36,3.34,0.97,1.97,0.0,1575133.56,90075.0,93093.0,1524069.0,,,2163.0,,,,,0.14,,6933.0,,,,2163.0,,,2374.0,1.58,0.04,,,63.93,33.06,50823.0,859925.16,,0.9,63.81,24.32,0.2168,34.81,0.4054,16.92
2022-10-11,110880.0,1866110.4,1.36,3.42,0.98,1.93,0.0,1548561.96,91487.0,92012.0,1539726.21,,,1528.0,,,,,0.03,,1081.0,,,,1528.0,,965.0,1081.0,1.55,0.02,,,64.25,33.73,50904.0,856714.32,,0.86,64.25,23.67,0.2205,35.38,0.4088,16.83
2022-10-12,109016.0,1821657.36,1.34,3.3,0.96,1.88,0.0,1499806.05,89623.0,89755.0,1497600.33,,,1505.0,,,,,0.06,,3369.0,,,,1505.0,,,2257.0,1.51,0.04,,,62.77,33.05,53161.0,888320.31,,0.89,62.76,24.13,0.2228,35.96,0.402,16.71
2022-10-13,109695.0,1857136.35,1.35,3.32,0.97,1.88,0.0,1519552.15,90302.0,89755.0,1528812.86,,,919.0,,,,,0.01,,240.0,,,,919.0,,,,1.5,,,,62.94,33.18,53161.0,900015.73,,0.88,63.01,23.79,0.2231,36.19,0.4031,16.93
2022-10-14,118974.0,1998763.2,1.46,3.66,1.05,2.06,1.0,1529908.8,95538.0,91066.0,1605038.4,,,6200.0,0.02,,,,0.03,1311.0,2507.0,,,0.02,6200.0,,1543.0,,1.62,,,,64.15,34.76,53393.0,897002.4,,0.9,64.17,22.24,0.2055,33.12,0.4328,16.8
2022-10-17,101922.0,1829499.9,1.25,3.11,0.9,1.78,0.0,1382760.3,91427.0,77034.0,1641114.65,,,5134.0,,,,,0.16,,9245.0,,,,5134.0,,,14032.0,1.54,0.22,,,59.72,33.26,61673.0,1107030.35,,1.03,59.94,25.27,0.2013,29.71,0.3707,17.95
2022-10-18,105464.0,1858275.68,1.3,3.22,0.93,1.91,0.0,1354008.9,84526.0,76845.0,1489348.12,,,15355.0,0.06,,1000.0,,0.39,3799.0,23341.0,,,0.06,15355.0,0.02,1085.0,4988.0,1.51,0.08,,,61.32,30.73,53320.0,939498.4,,0.95,61.34,25.34,0.2037,30.97,0.3835,17.62
2022-10-19,101763.0,1736076.78,1.25,3.08,0.9,1.81,0.0,1273904.32,80825.0,74672.0,1378874.5,,,,,,,,0.07,,3701.0,,,,,,,2173.0,1.43,0.04,,,59.29,29.55,55493.0,946710.58,,0.99,59.16,26.42,0.2091,31.68,0.3721,17.06
2022-10-20,109072.0,1821502.4,1.34,3.3,0.96,1.88,0.0,1314490.4,88398.0,78712.0,1476246.6,,,8059.0,0.07,,,,0.01,4485.0,486.0,,,0.07,8059.0,,,445.0,1.5,0.01,,,61.43,32.0,55493.0,926733.1,,0.95,61.38,24.52,0.2231,35.08,0.3948,16.7
2022-10-21,110994.0,1888007.94,1.37,5.0,0.98,1.89,0.0,1364014.89,88856.0,80189.0,1511440.56,,,795.0,0.02,,,,0.01,1477.0,337.0,,,0.02,795.0,,,,1.48,,,,61.71,32.29,55143.0,937982.43,,0.92,61.72,23.79,0.22,35.13,0.4034,17.01
2022-10-24,112616.0,1927985.92,1.39,5.27,0.99,1.94,0.0,1420138.24,95191.0,82952.0,1629669.92,,,8951.0,0.16,,,,0.04,8951.0,2616.0,,,0.16,8951.0,,,6188.0,1.62,0.1,,,62.7,34.8,56618.0,969300.16,,0.96,62.83,19.29,0.2523,42.56,0.4117,17.12
2022-10-25,112298.0,1785538.2,1.38,5.75,0.99,1.88,0.0,1321973.7,90669.0,83143.0,1441637.1,,,700.0,0.02,,,,0.11,1191.0,5713.0,,,0.02,700.0,,491.0,1000.0,1.53,0.02,,,61.56,33.06,56618.0,900226.2,,0.96,61.41,19.9,0.2446,40.85,0.4095,15.9
2022-10-26,115327.0,1937493.6,1.42,5.64,1.02,1.89,1.0,1456929.6,94189.0,86722.0,1582375.2,,,5786.0,0.05,,,,0.05,3579.0,2266.0,,,0.05,5786.0,,,,1.49,,,,64.62,34.25,51573.0,866426.4,,0.81,64.72,18.38,0.253,42.69,0.4194,16.8
2022-10-27,115436.0,1910465.8,1.42,5.77,1.02,1.97,1.0,1444417.8,94743.0,87276.0,1567996.65,,,2408.0,0.02,,,,0.0,554.0,1854.0,,,0.02,2408.0,,,,1.6,,,,64.45,34.29,52267.0,865018.85,,0.89,64.36,19.04,0.2412,40.66,0.4178,16.55
2022-10-28,113412.0,1893980.4,1.4,5.67,1.0,1.91,1.0,1410348.4,92719.0,84452.0,1548407.3,,,100.0,,,,,0.04,,2124.0,,,,100.0,,,2824.0,1.54,0.05,,,63.03,33.55,54391.0,908329.7,,0.9,63.0,19.13,0.251,42.0,0.4104,16.7
2022-10-31,116752.0,1963768.64,1.44,5.95,1.03,1.99,1.0,1476661.44,93838.0,87792.0,1578355.16,,,4160.0,0.06,,,,0.05,3340.0,3041.0,,,0.06,4160.0,,,,1.58,,,,64.86,33.88,50831.0,854977.42,,0.85,64.84,18.65,0.2416,40.71,0.4215,16.82
2022-11-01,120968.0,2021375.28,1.49,6.33,1.07,2.06,1.0,1537453.68,98054.0,92008.0,1638482.34,,,6616.0,0.08,,,,0.04,4216.0,2400.0,,,0.08,6616.0,,,,1.65,,,,68.92,35.71,44215.0,738832.65,,0.74,68.91,18.0,0.2318,39.0,0.4406,16.71
2022-11-02,112637.0,1868647.83,1.39,5.88,0.99,1.91,0.0,1388201.43,91944.0,83677.0,1525350.96,,,1991.0,0.03,,,,0.14,1991.0,8101.0,,,0.03,1991.0,,,10322.0,1.54,0.18,,,64.05,33.57,51616.0,856309.44,,0.87,63.99,19.39,0.2671,43.67,0.4113,16.59
2022-11-03,111949.0,1852755.95,1.38,5.88,0.99,1.89,0.0,1371068.2,92089.0,82844.0,1524072.95,,,145.0,,,,,,,,,,,145.0,,,833.0,1.53,0.01,,,64.08,33.61,51616.0,854244.8,,0.86,64.07,19.55,0.2695,43.94,0.4085,16.55
2022-11-04,113870.0,1890242.0,1.4,6.07,1.0,1.89,1.0,1373401.0,93177.0,82735.0,1546738.2,,,3481.0,,,,,0.05,,2393.0,,,,3481.0,,,109.0,1.53,0.01,,,63.31,33.94,54009.0,896549.4,,0.88,63.6,18.91,0.2705,43.9,0.4147,16.6
2022-11-07,111420.0,1871856.0,1.37,6.16,0.98,1.87,0.0,1348788.0,91161.0,80285.0,1531504.8,,,1078.0,,,,,0.05,,3094.0,,,,1078.0,,,2450.0,1.51,0.03,,,63.23,33.38,53023.0,890786.4,,0.87,63.4,19.49,0.2666,43.08,0.408,16.8
2022-11-08,115634.0,1986592.12,1.42,6.52,1.02,1.97,1.0,1451692.82,94799.0,84499.0,1628646.82,,,4072.0,0.0,,4072.0,,0.0,142.0,434.0,,,0.0,4072.0,0.07,,,1.58,,,,64.13,34.86,53023.0,910935.14,,0.87,64.6,18.65,0.2507,41.89,0.4252,17.18
2022-11-09,113883.0,1964481.75,1.4,6.5,1.0,1.99,1.0,1398423.0,95020.0,81068.0,1639095.0,,,3780.0,,,,,0.04,,3559.0,,,,3780.0,,,3431.0,1.64,0.05,,,62.72,34.53,56490.0,974452.5,,0.98,62.69,19.18,0.2401,40.16,0.4138,17.25
2022-11-10,109229.0,1935537.88,1.34,6.35,0.96,1.91,0.0,1383825.68,88536.0,78094.0,1568857.92,,,,0.03,,61.0,,0.11,400.0,6484.0,,,0.03,,0.0,,3435.0,1.52,0.06,,,60.16,32.17,58625.0,1038835.0,,0.99,60.43,19.6,0.2666,43.23,0.3969,17.72
2022-11-11,109172.0,1938894.72,1.34,6.25,0.96,1.92,0.0,1387428.96,88479.0,78121.0,1571387.04,,,,0.0,,,,0.0,88.0,57.0,,,0.0,,,,61.0,1.55,0.0,,,60.15,32.21,58625.0,1041180.0,,1.02,60.3,19.52,0.2655,43.03,0.3974,17.76
2022-11-14,109265.0,1924156.65,1.34,6.25,0.96,1.96,0.0,1377066.78,88495.0,78198.0,1558396.95,,,,0.0,,,,0.0,77.0,61.0,,,0.0,,,77.0,,1.57,,,,60.15,32.16,58625.0,1032386.25,,1.04,60.13,20.07,0.26,42.07,0.397,17.61
2022-11-15,114557.0,2004747.5,1.41,6.81,1.01,2.03,1.0,1403955.0,90523.0,80226.0,1584152.5,,,1417.0,0.0,,1902.0,,0.02,126.0,1236.0,,,0.0,1417.0,0.03,1847.0,,1.59,,,,60.19,32.9,59861.0,1047567.5,,1.05,60.19,19.09,0.2392,40.22,0.4163,17.5
2022-11-16,114594.0,1974454.62,1.41,6.95,1.01,2.01,1.0,1384258.2,90637.0,80340.0,1561675.51,,,777.0,0.05,,,,0.01,3549.0,663.0,,,0.05,777.0,,,3435.0,1.58,0.06,,,59.99,32.94,60447.0,1041501.81,,1.06,59.95,19.16,0.2627,43.12,0.4165,17.23
2022-11-17,116546.0,1994102.06,1.43,7.45,1.03,2.02,1.0,1391316.76,91613.0,81316.0,1567498.43,,,1000.0,,,1000.0,,0.0,,24.0,,,,1000.0,0.02,,24.0,1.58,0.0,,,60.61,33.3,59539.0,1018712.29,,1.03,60.56,18.84,0.2542,42.41,0.4236,17.11
2022-11-18,115428.0,1966893.12,1.42,8.04,1.02,1.99,1.0,1389373.44,91833.0,81536.0,1564834.32,,,1558.0,0.03,,,,0.02,1558.0,1338.0,,,0.03,1558.0,,,1338.0,1.57,0.02,,,60.67,33.38,59539.0,1014544.56,,1.02,60.71,18.96,0.2709,44.39,0.4195,17.04
2022-11-21,116099.0,1982970.92,1.43,8.41,1.02,2.01,1.0,1404095.56,92504.0,82207.0,1579968.32,,,671.0,0.01,,,,,671.0,,,,0.01,671.0,,,,1.59,,,,60.84,33.54,59539.0,1016926.12,,1.03,60.72,18.89,0.2672,43.99,0.4209,17.08
2022-11-22,111534.0,1935114.9,1.37,8.44,0.98,1.93,0.0,1380088.4,89841.0,79544.0,1558741.35,,,,,,,,0.05,,2663.0,,,,,,,2663.0,1.53,0.05,,,60.14,32.66,59539.0,1033001.65,,1.01,60.28,19.41,0.2918,46.42,0.4055,17.35
2022-11-23,111534.0,1965229.08,1.37,8.98,0.98,1.95,0.0,1401565.28,89841.0,79544.0,1582998.42,,,,,,,,,,,,,,,,,,1.55,,,,60.14,32.66,59539.0,1049077.18,,1.02,60.33,19.28,0.2929,46.6,0.4055,17.62
2022-11-24,107376.0,1888743.84,1.32,8.75,0.95,1.89,0.0,1326039.74,89841.0,75386.0,1580303.19,,,,,,,,,,,,,,,,,4158.0,1.58,0.07,,,60.14,35.1,59539.0,1047291.01,,1.05,60.18,19.96,0.2781,44.22,0.4195,17.59
2022-11-25,106808.0,1874480.4,1.31,8.71,0.94,1.9,0.0,1313055.9,85115.0,74818.0,1493768.25,,,,,,,,0.08,,4726.0,,,,,,,568.0,1.5,0.01,,,58.84,33.25,59539.0,1044909.45,,1.05,58.83,20.47,0.2789,44.08,0.4173,17.55
2022-11-28,112821.0,1991290.65,1.39,9.35,0.99,2.02,0.0,1426667.15,91128.0,80831.0,1608409.2,,,6013.0,0.11,,,,,6013.0,,,,0.11,6013.0,,,,1.61,,,,63.0,35.68,53526.0,944733.9,,0.95,62.97,19.3,0.2542,41.76,0.4418,17.65
2022-11-29,111291.0,1968737.79,1.37,9.15,0.98,2.0,0.0,1402834.69,89598.0,79301.0,1584988.62,,,,,,,,0.03,,1530.0,,,,,,,1530.0,1.59,0.03,,,62.6,35.3,53526.0,946874.94,,0.95,62.52,19.56,0.2587,42.22,0.4384,17.69
2022-11-30,105178.0,2028883.62,1.29,8.85,0.93,1.94,0.0,1411796.52,83585.0,73188.0,1612354.65,,,,,,,,0.11,,6013.0,,,,,,,6113.0,1.5,0.05,,,58.4,32.93,59539.0,1148507.31,,1.05,58.83,19.96,0.299,46.74,0.4143,19.29
2022-12-01,107604.0,2138091.48,1.32,8.04,0.95,2.1,0.0,1480593.18,86011.0,74514.0,1709038.57,,,3326.0,0.06,,,,0.01,1326.0,900.0,,,0.06,3326.0,,,,1.65,,,,59.92,34.0,57539.0,1143299.93,,1.09,60.31,19.95,0.295,45.95,0.4254,19.87
2022-12-02,105604.0,2082510.88,1.3,7.42,0.93,2.11,0.0,1449696.08,85011.0,73514.0,1676416.92,,,,,,,,0.0,,1000.0,,,,,,,1000.0,1.68,0.02,,,59.26,33.61,58447.0,1152574.84,,1.16,59.29,20.77,0.2983,45.53,0.4175,19.72
2022-12-05,96144.0,1903651.2,1.18,6.58,0.85,1.92,0.0,1340202.6,81378.0,67687.0,1611284.4,,,,,,,,0.07,,3633.0,,,,,,,5827.0,1.61,0.11,,,100.0,32.17,0.0,0.0,,0.0,100.0,22.68,0.2895,44.29,0.3801,19.8
2022-12-06,98823.0,1872695.85,1.22,6.72,0.87,1.96,0.0,1383008.9,79530.0,72982.0,1507093.5,,,5295.0,,,5295.0,,0.15,,7143.0,,,,5295.0,0.11,,,1.57,,,,59.05,31.6,55152.0,1045130.4,,1.1,58.84,22.42,0.2538,40.45,0.3927,18.95
2022-12-07,87360.0,1658092.8,1.07,6.47,0.77,1.68,0.0,1262511.64,70846.0,66518.0,1344657.08,,,,,,,,0.19,,8684.0,,,,,,,6464.0,1.34,0.13,,,54.33,28.15,59545.0,1130164.1,,1.13,54.34,24.85,0.2816,43.85,0.3471,18.98
2022-12-08,98268.0,1918191.36,1.21,7.31,0.87,1.91,0.0,1534681.92,78975.0,78621.0,1541592.0,,,10908.0,0.11,,6300.0,,0.05,5803.0,2779.0,,,0.11,10908.0,0.12,,,1.5,,,,58.15,31.14,56837.0,1109458.24,,1.07,58.3,21.84,0.2334,39.69,0.3875,19.52
2022-12-09,101481.0,2025560.76,1.25,7.52,0.89,2.03,0.0,1633406.64,82188.0,81834.0,1640472.48,,,5513.0,0.12,,,,0.04,5513.0,2300.0,,,0.12,5513.0,,,2300.0,1.61,0.04,,,61.56,32.41,51324.0,1024427.04,,1.0,61.63,21.22,0.2262,38.14,0.4001,19.96
2022-12-12,96892.0,1902958.88,1.19,7.09,0.85,1.95,0.0,1517091.8,77599.0,77245.0,1524044.36,,,5426.0,,,,,0.19,,10015.0,,,,5426.0,,,4589.0,1.55,0.09,,,55.85,30.57,61339.0,1204697.96,,1.22,55.8,22.61,0.2337,39.17,0.3818,19.64
2022-12-13,98238.0,1953953.82,1.21,7.18,0.87,1.96,0.0,1552315.05,77945.0,78045.0,1550326.05,,,3232.0,,,1000.0,,0.06,,2886.0,,,,3232.0,0.02,,200.0,1.52,0.01,,,54.9,30.73,64025.0,1273457.25,,1.24,55.03,21.92,0.2322,39.44,0.3874,19.89
2022-12-14,96627.0,1934472.54,1.19,7.15,0.85,1.95,0.0,1530208.68,76334.0,76434.0,1528206.68,,,,,,,,0.03,,1611.0,,,,,,,1611.0,1.52,0.03,,,100.0,30.1,0.0,0.0,,0.0,100.0,22.45,0.2365,39.81,0.381,20.02
2022-12-15,95367.0,1869193.2,1.17,6.89,0.84,1.92,0.0,1473410.4,75074.0,75174.0,1471450.4,,,,,,,,0.02,,1260.0,,,,,,,1260.0,1.5,0.02,,,100.0,29.6,0.0,0.0,,0.0,100.0,23.06,0.2381,39.67,0.376,19.6
2022-12-16,101147.0,1970343.56,1.24,7.21,0.89,2.02,0.0,1557503.92,80854.0,79954.0,1575035.92,,,6280.0,0.1,,,,0.01,4780.0,500.0,,,0.1,6280.0,,,,1.59,,,,57.5,31.88,59756.0,1164046.88,,1.18,57.42,21.53,0.2211,37.57,0.3988,19.48
2022-12-19,100455.0,1908645.0,1.24,7.02,0.89,1.97,0.0,1496592.0,80162.0,78768.0,1523078.0,,,5280.0,,,,,0.12,,5972.0,,,,5280.0,,,1186.0,1.56,0.03,,,59.54,31.78,54476.0,1035044.0,,1.06,59.46,21.8,0.2212,37.41,0.3983,19.0
2022-12-20,95344.0,1840139.2,1.17,6.69,0.84,1.85,0.0,1409787.8,76051.0,73046.0,1467784.3,,,611.0,,,,,0.1,,4722.0,,,,611.0,,,5722.0,1.45,0.12,,,56.23,30.08,59198.0,1142521.4,,1.12,56.36,22.59,0.2436,40.49,0.3771,19.3
2022-12-21,94904.0,1892385.76,1.17,6.52,0.84,1.88,0.0,1407883.64,81850.0,70606.0,1632089.0,,,5799.0,,,,,,,,,,,5799.0,,,2440.0,1.59,0.05,,,60.52,32.38,53399.0,1064776.06,,1.03,60.58,22.65,0.2514,41.08,0.3754,19.94
2022-12-22,98207.0,1946462.74,1.21,6.81,0.87,1.98,0.0,1614120.98,85153.0,81439.0,1687732.46,,,9542.0,0.02,,10000.0,,0.12,833.0,6239.0,,,0.02,9542.0,0.2,,,1.7,,,,65.1,33.44,45657.0,904921.74,,0.91,65.05,22.3,0.2402,38.97,0.3857,19.82
2022-12-23,89935.0,1772618.85,1.11,6.85,0.79,1.8,0.0,1442121.57,85153.0,73167.0,1678365.63,,,,0.01,,,,,528.0,,,,0.01,,,,8800.0,1.69,0.18,,,65.1,33.44,45657.0,899899.47,,0.91,64.98,24.38,0.2694,42.4,0.3532,19.71
2022-12-26,89935.0,1772618.85,1.11,6.82,0.79,1.8,0.0,1442121.57,85153.0,73167.0,1678365.63,,,,,,,,,,,,,,,,,,1.68,,,,65.1,33.44,45657.0,899899.47,,0.91,64.93,24.39,0.2695,42.42,0.3532,
2022-12-27,85466.0,1666587.0,1.05,6.49,0.75,1.7,0.0,1401367.5,72412.0,71865.0,1412034.0,,,,,,,,0.26,,12741.0,,,,,,,1302.0,1.42,0.03,,,56.42,30.36,55940.0,1090830.0,,1.1,56.39,25.61,0.286,44.59,0.3583,19.5
2022-12-28,83050.0,1607017.5,1.02,6.25,0.73,1.64,0.0,1353397.05,71918.0,69943.0,1391613.3,,,,,,,,0.01,,494.0,,,,,,,1922.0,1.41,0.04,,,56.25,28.3,55940.0,1082439.0,,1.1,56.06,26.3,0.2986,45.87,0.3268,19.35
2022-12-29,81851.0,1695952.72,1.01,6.2,0.72,1.65,0.0,1526939.68,66084.0,73694.0,1369260.48,,,1257.0,0.07,,1000.0,,0.18,3951.0,8804.0,,,0.07,1257.0,0.02,1713.0,1200.0,1.29,0.02,,,50.51,25.72,64744.0,1341495.68,,1.25,50.8,25.71,0.3156,48.53,0.3186,20.72
2022-12-30,79643.0,1621531.48,0.98,5.07,0.7,1.62,0.0,1455454.96,63876.0,71486.0,1300515.36,,,1400.0,0.01,,,,0.06,292.0,3608.0,,,0.01,1400.0,,,2500.0,1.32,0.04,,,49.24,24.89,65852.0,1340746.72,,1.36,49.22,26.3,0.3205,48.84,0.3104,20.36
2023-01-02,72174.0,1514210.52,0.89,4.5,0.64,1.49,0.0,1393491.6,59332.0,66420.0,1244785.36,,,,,,,,0.1,,4544.0,,,,,,,5066.0,1.21,0.1,,,47.4,23.32,65852.0,1381574.96,,1.34,47.41,28.56,0.3865,54.74,0.2836,20.98
2023-01-03,70142.0,1454745.08,0.86,4.21,0.62,1.49,0.0,1335407.12,58120.0,64388.0,1205408.8,,,,,,,,0.02,,1212.0,,,,,,,2032.0,1.21,0.05,,,46.43,22.84,67064.0,1390907.36,,1.42,45.89,31.47,0.3686,51.38,0.2756,20.74
2023-01-04,68588.0,1368330.6,0.84,4.07,0.6,1.41,0.0,1284540.6,56566.0,64388.0,1128491.7,,,,,,,,0.03,,1554.0,,,,,,,,1.16,,,,45.75,22.37,67064.0,1337926.8,,1.38,45.66,32.26,0.3808,52.13,0.2712,19.95
2023-01-05,69988.0,1377363.84,0.86,4.06,0.62,1.41,0.0,1294707.84,58488.0,65788.0,1151043.84,,,2400.0,0.05,,,,0.01,2400.0,478.0,,,0.05,2400.0,,,1000.0,1.17,0.02,,,46.58,23.12,67064.0,1319819.52,,1.35,46.47,31.37,0.372,51.43,0.2766,19.68
2023-01-06,65124.0,1280337.84,0.8,3.77,0.57,1.29,0.0,1246208.08,53624.0,63388.0,1054247.84,,,,,,,,0.1,,4864.0,,,,,,,2400.0,1.05,0.05,,,44.43,21.06,67064.0,1318478.24,,1.3,44.56,33.17,0.4257,55.8,0.2558,19.66
2023-01-09,64524.0,1254346.56,0.79,3.76,0.57,1.28,0.0,1220598.72,53024.0,62788.0,1030786.56,,,,,,,,0.01,,600.0,,,,,,,600.0,1.04,0.01,,,44.15,20.95,67064.0,1303724.16,,1.3,44.28,33.66,0.4317,56.13,0.2549,19.44
2023-01-10,63689.0,1215186.12,0.78,3.76,0.56,1.25,0.0,1182063.24,53024.0,61953.0,1011697.92,,,,,,,,,,,,,,,,,835.0,1.03,0.03,,,44.15,21.89,67064.0,1279581.12,,1.3,44.09,34.47,0.4263,55.14,0.2629,19.08
2023-01-11,63689.0,1209454.11,0.78,3.84,0.56,1.23,0.0,1176487.47,52189.0,61953.0,991069.11,,,,,,,,0.02,,835.0,,,,,,,,0.99,,,,43.76,21.55,67064.0,1273545.36,,1.28,43.79,34.14,0.428,55.49,0.2629,18.99
2023-01-12,65888.0,1255166.4,0.81,3.9,0.58,1.27,0.0,1182243.0,52296.0,62060.0,996238.8,,,107.0,0.0,,,,,107.0,,,,0.0,107.0,,,,0.99,,,,43.81,21.59,67064.0,1277569.2,,1.26,43.92,32.78,0.4063,54.1,0.272,19.05
2023-01-13,69085.0,1324359.45,0.85,4.45,0.61,1.35,0.0,1291080.33,37585.0,67349.0,720504.45,,,408.0,0.15,,,,0.28,6489.0,15119.0,,,0.15,408.0,,,1200.0,0.72,0.02,,,36.06,15.52,66656.0,1277795.52,,1.27,36.13,30.78,0.4676,60.89,0.2852,19.17
