,ALHGR FP Equity_DX_SI_QTY,ALHGR FP Equity_DX_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHGR FP Equity_DX_SI_MV,ALHGR FP Equity_DX_DSS,ALHGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY,ALHGR FP Equity_DX_BROKER_SI_QTY,ALHGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHGR FP Equity_DX_BROKER_SI_MV_INC_x,ALHGR FP Equity_DX_SUPPLY_SI_MV_NEW,ALHGR FP Equity_DX_BROKER_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_NEW,ALHGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALHGR FP Equity_DX_BROKER_SI_QTY_INC,ALHGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHGR FP Equity_DX_BROKER_SI_MV_INC_y,ALHGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHGR FP Equity_DX_BROKER_SI_MV_ADD,ALHGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHGR FP Equity_DX_BROKER_SI_QTY_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV,ALHGR FP Equity_DX_BROKER_SI_MV_DEC,ALHGR FP Equity_DX_SUPPLY_SI_MV_RMV,ALHGR FP Equity_DX_BROKER_SI_MV_RMV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_UTILIZATION_QUANTITY,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHGR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHGR FP Equity_DX_BROKER_SI_CON_RATIO,ALHGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHGR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHGR FP Equity_PX_LAST
2020-02-24,1933.0,46392.0,0.05,0.36,0.01,0.05,0.0,46392.0,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,218226.0,5237424.0,,5.18,0.0,,1.0,100.0,0.0089,24.0
2020-02-25,1933.0,44459.0,0.05,0.35,0.01,0.05,0.0,44459.0,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,222894.0,5126562.0,,5.16,0.0,,1.0,100.0,0.0087,23.0
2020-02-26,1933.0,44459.0,0.05,0.35,0.01,0.04,0.0,44459.0,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,222894.0,5126562.0,,5.07,0.0,,1.0,100.0,0.0087,23.0
2020-02-27,1933.0,42139.4,0.05,0.34,0.01,0.04,0.0,42139.4,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,222894.0,4859089.2,,4.92,0.0,,1.0,100.0,0.0087,21.8
2020-02-28,1933.0,41076.25,0.05,0.44,0.01,0.04,0.0,41076.25,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,222894.0,4736497.5,,4.77,0.0,,1.0,100.0,0.0087,21.25
2020-03-02,1933.0,42622.65,0.05,0.41,0.01,0.04,0.0,42622.65,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,223726.0,4933158.3,,4.82,0.0,,1.0,100.0,0.0086,22.05
2020-03-03,1933.0,43685.8,0.05,0.41,0.01,0.04,0.0,43685.8,0.0,1933.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,223726.0,5056207.6,,5.0,0.0,,1.0,100.0,0.0086,22.6
2020-03-04,1692.0,38154.6,0.04,0.35,0.01,0.04,0.0,38154.6,0.0,1692.0,0.0,,,,,,,,,,,,,,,,,241.0,0.0,0.0,,,0.0,0.0,223726.0,5045021.3,,5.06,0.0,,1.0,100.0,0.0076,22.55
2020-03-05,1692.0,36885.6,0.04,0.36,0.01,0.04,0.0,36885.6,0.0,1692.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,223726.0,4877226.8,,4.92,0.0,,1.0,100.0,0.0076,21.8
2020-03-06,4380.0,88257.0,0.11,0.96,0.03,0.1,0.0,88257.0,1886.0,4380.0,38002.9,,,,0.07,,,,,2688.0,,,,0.07,,,1886.0,,0.04,,,,0.84,0.84,221840.0,4470076.0,,4.61,0.82,,1.0,100.0,0.0196,20.15
2020-03-09,1886.0,35456.8,0.05,0.39,0.01,0.04,0.0,35456.8,0.0,1886.0,0.0,,,,,,,,0.04,,1886.0,,,,,,,2494.0,0.0,0.07,,,0.0,0.0,223726.0,4206048.8,,4.31,0.0,,1.0,100.0,0.0084,18.8
2020-03-10,4824.0,90691.2,0.12,1.01,0.04,0.1,0.0,90691.2,0.0,4824.0,0.0,,,,0.06,,,,,2938.0,,,,0.06,,,,,0.0,,,,0.0,0.0,223726.0,4206048.8,,4.23,0.0,,1.0,100.0,0.0216,18.8
2020-03-11,4824.0,91656.0,0.12,1.01,0.04,0.09,0.0,91656.0,0.0,4824.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,223726.0,4250794.0,,4.24,0.0,,1.0,100.0,0.0216,19.0
2020-03-12,2060.0,36462.0,0.05,0.44,0.02,0.04,0.0,36462.0,0.0,2060.0,0.0,,,,,,,,,,,,,,,,,2764.0,0.0,0.05,,,0.0,0.0,223726.0,3959950.2,,4.07,0.0,,1.0,100.0,0.0092,17.7
2020-03-13,7193.0,130768.74,0.17,1.51,0.05,0.14,0.0,130768.74,5133.0,7193.0,93317.94,,,,0.1,,,,,5133.0,,,,0.1,,,5133.0,,0.09,,,,2.29,2.29,218593.0,3974020.74,,3.92,2.32,,1.0,100.0,0.0322,18.18
2020-03-16,7193.0,125014.34,0.17,1.45,0.05,0.13,0.0,125014.34,5133.0,7193.0,89211.54,,,,,,,,,,,,,,,,,,0.09,,,,2.29,2.29,218593.0,3799146.34,,3.85,2.26,,1.0,100.0,0.0322,17.38
2020-03-17,7193.0,124438.9,0.17,1.44,0.05,0.13,0.0,124438.9,5133.0,7193.0,88800.9,,,,,,,,,,,,,,,,,,0.09,,,,2.3,2.3,218004.0,3771469.2,,3.79,2.29,,1.0,100.0,0.0322,17.3
2020-03-18,7193.0,121273.98,0.17,1.46,0.05,0.12,0.0,121273.98,5133.0,7193.0,86542.38,,,,,,,,,,,,,,,,,,0.09,,,,2.3,2.3,218004.0,3675547.44,,3.71,2.28,,1.0,100.0,0.0322,16.86
2020-03-19,7193.0,117965.2,0.17,1.47,0.05,0.12,0.0,117965.2,5133.0,7193.0,84181.2,,,,,,,,,,,,,,,,,,0.08,,,,2.3,2.3,218004.0,3575265.6,,3.63,2.27,,1.0,100.0,0.0322,16.4
2020-03-20,7193.0,118684.5,0.17,1.47,0.05,0.12,0.0,118684.5,5133.0,7193.0,84694.5,,,,,,,,,,,,,,,,,,0.08,,,,2.36,2.36,211974.0,3497571.0,,3.49,2.35,,1.0,100.0,0.0331,16.5
2020-03-23,7193.0,124438.9,0.17,1.45,0.05,0.12,0.0,124438.9,5133.0,7193.0,88800.9,,,,,,,,,,,,,,,,,,0.09,,,,2.36,2.36,211974.0,3667150.2,,3.6,2.41,,1.0,100.0,0.0331,17.3
2020-03-24,7193.0,125877.5,0.17,1.44,0.05,0.12,0.0,125877.5,5133.0,7193.0,89827.5,,,,,,,,,,,,,,,,,,0.09,,,,2.36,2.36,211974.0,3709545.0,,3.69,2.38,,1.0,100.0,0.0331,17.5
2020-03-25,7193.0,131631.9,0.17,1.45,0.05,0.13,0.0,131631.9,5133.0,7193.0,93933.9,,,,,,,,,,,,,,,,,,0.09,,,,2.36,2.36,211974.0,3879124.2,,3.8,2.42,,1.0,100.0,0.0331,18.3
2020-03-26,7193.0,137386.3,0.17,1.44,0.05,0.13,0.0,137386.3,5133.0,7193.0,98040.3,,,,,,,,,,,,,,,,,,0.1,,,,2.36,2.36,211974.0,4048703.4,,3.96,2.41,,1.0,100.0,0.0331,19.1
2020-03-27,7193.0,143140.7,0.17,1.42,0.05,0.14,0.0,143140.7,5133.0,7193.0,102146.7,,,,,,,,,,,,,,,,,,0.1,,,,2.36,2.36,211974.0,4218282.6,,4.12,2.42,,1.0,100.0,0.0331,19.9
2020-03-30,7193.0,143140.7,0.17,1.43,0.05,0.14,0.0,143140.7,5133.0,7193.0,102146.7,,,,,,,,,,,,,,,,,,0.1,,,,2.36,2.36,211974.0,4218282.6,,4.22,2.37,,1.0,100.0,0.0331,19.9
2020-03-31,7193.0,151053.0,0.17,1.51,0.05,0.14,0.0,151053.0,5133.0,7193.0,107793.0,,,,,,,,,,,,,,,,,,0.1,,,,2.36,2.36,211974.0,4451454.0,,4.32,2.31,,1.0,100.0,0.0331,21.0
2020-04-01,7193.0,146737.2,0.17,1.6,0.05,0.15,0.0,146737.2,5133.0,7193.0,104713.2,,,,,,,,,,,,,,,,,,0.11,,,,2.36,2.36,211974.0,4324269.6,,4.38,2.4,,1.0,100.0,0.0331,20.4
2020-04-02,7193.0,135947.7,0.17,1.6,0.05,0.15,0.0,135947.7,5133.0,7193.0,97013.7,,,,,,,,,,,,,,,,,,0.1,,,,2.41,2.41,208265.0,3936208.5,,4.1,2.49,,1.0,100.0,0.0337,18.9
2020-04-03,7193.0,129114.35,0.17,1.65,0.05,0.14,0.0,129114.35,5133.0,7193.0,92137.35,,,,,,,,,,,,,,,,,,0.1,,,,2.42,2.42,207141.0,3718180.95,,3.82,2.47,,1.0,100.0,0.0339,17.95
2020-04-06,7193.0,129833.65,0.17,1.68,0.05,0.13,0.0,129833.65,5133.0,7193.0,92650.65,,,,,,,,,,,,,,,,,,0.09,,,,2.43,2.43,205842.0,3715448.1,,3.7,2.43,,1.0,100.0,0.0341,18.05
2020-04-07,7193.0,135228.4,0.17,1.76,0.05,0.13,0.0,135228.4,5133.0,7193.0,96500.4,,,,,,,,,,,,,,,,,,0.09,,,,2.43,2.43,205842.0,3869829.6,,3.78,2.39,,1.0,100.0,0.0341,18.8
2020-04-08,7193.0,136667.0,0.17,1.79,0.05,0.14,0.0,136667.0,5133.0,7193.0,97527.0,,,,,,,,,,,,,,,,,,0.1,,,,2.44,2.44,205347.0,3901593.0,,3.88,2.42,,1.0,100.0,0.0342,19.0
2020-04-09,7193.0,138465.25,0.17,1.97,0.05,0.14,0.0,138465.25,5133.0,7193.0,98810.25,,,,,,,,,,,,,,,,,,0.1,,,,2.44,2.44,205347.0,3952929.75,,3.87,2.46,,1.0,100.0,0.0342,19.25
2020-04-10,7193.0,138465.25,0.17,1.97,0.05,0.14,0.0,138465.25,5133.0,7193.0,98810.25,,,,,,,,,,,,,,,,,,0.1,,,,2.44,2.44,205347.0,3952929.75,,3.95,2.44,,1.0,100.0,0.0342,
2020-04-13,7193.0,138465.25,0.17,1.97,0.05,0.14,0.0,138465.25,5133.0,7193.0,98810.25,,,,,,,,,,,,,,,,,,0.1,,,,2.44,2.44,205347.0,3952929.75,,3.95,2.44,,1.0,100.0,0.0342,
2020-04-14,7193.0,150333.7,0.17,1.97,0.05,0.14,0.0,150333.7,5133.0,7193.0,107279.7,,,,,,,,,,,,,,,,,,0.1,,,,2.44,2.44,205347.0,4291752.3,,4.11,2.35,,1.0,100.0,0.0342,20.9
2020-04-15,7193.0,147456.5,0.17,2.11,0.05,0.15,0.0,147456.5,5133.0,7193.0,105226.5,,,,,,,,,,,,,,,,,,0.11,,,,2.45,2.45,204611.0,4194525.5,,4.24,2.47,,1.0,100.0,0.0343,20.5
2020-04-16,7193.0,147456.5,0.17,2.16,0.05,0.15,0.0,147456.5,5133.0,7193.0,105226.5,,,,,,,,,,,,,,,,,,0.11,,,,2.45,2.45,204611.0,4194525.5,,4.2,2.44,,1.0,100.0,0.0343,20.5
2020-04-17,7193.0,147456.5,0.17,2.26,0.05,0.15,0.0,147456.5,5133.0,7193.0,105226.5,,,,,,,,,,,,,,,,,,0.11,,,,2.45,2.45,204598.0,4194259.0,,4.19,2.45,,1.0,100.0,0.0343,20.5
2020-04-20,7193.0,150333.7,0.17,2.25,0.05,0.15,0.0,150333.7,5133.0,7193.0,107279.7,,,,,,,,,,,,,,,,,,0.11,,,,2.45,2.45,204527.0,4274614.3,,4.24,2.42,,1.0,100.0,0.0343,20.9
2020-04-21,7193.0,148895.1,0.17,2.26,0.05,0.15,0.0,148895.1,5133.0,7193.0,106253.1,,,,,,,,,,,,,,,,,,0.11,,,,2.45,2.45,204288.0,4228761.6,,4.25,2.46,,1.0,100.0,0.0343,20.7
2020-04-22,7193.0,148175.8,0.17,2.43,0.05,0.15,0.0,148175.8,5133.0,7193.0,105739.8,,,,,,,,,,,,,,,,,,0.11,,,,2.48,2.48,201573.0,4152403.8,,4.17,2.49,,1.0,100.0,0.0348,20.6
2020-04-23,7193.0,149614.4,0.17,2.54,0.05,0.15,0.0,149614.4,5133.0,7193.0,106766.4,,,,,,,,,,,,,,,,,,0.11,,,,2.49,2.49,200947.0,4179697.6,,4.17,2.47,,1.0,100.0,0.0349,20.8
2020-04-24,7193.0,148175.8,0.17,2.63,0.05,0.15,0.0,148175.8,5133.0,7193.0,105739.8,,,,,,,,,,,,,,,,,,0.11,,,,2.5,2.5,200430.0,4128858.0,,4.15,2.51,,1.0,100.0,0.035,20.6
2020-04-27,7193.0,148175.8,0.17,2.78,0.05,0.15,0.0,148175.8,5133.0,7193.0,105739.8,,,,,,,,,,,,,,,,,,0.11,,,,2.5,2.5,200262.0,4125397.2,,4.13,2.5,,1.0,100.0,0.035,20.6
2020-04-28,7193.0,143860.0,0.17,2.96,0.05,0.15,0.0,143860.0,5133.0,7193.0,102660.0,,,,,,,,,,,,,,,,,,0.11,,,,2.52,2.52,198222.0,3964440.0,,4.03,2.56,,1.0,100.0,0.0354,20.0
2020-04-29,12326.0,243438.5,0.3,4.71,0.09,0.25,0.0,243438.5,7193.0,12326.0,142061.75,,,2060.0,0.11,,,,,5133.0,,,,0.11,2060.0,,,,0.14,,,,3.65,3.65,189806.0,3748668.5,,3.76,3.68,,1.0,100.0,0.0626,19.75
2020-04-30,7193.0,143860.0,0.17,2.82,0.05,0.14,0.0,143860.0,7193.0,7193.0,143860.0,,,,,,,,,,,,,,,,,5133.0,0.14,0.11,,,3.68,3.68,188533.0,3770660.0,,3.74,3.66,,1.0,100.0,0.0368,20.0
2020-05-01,7193.0,143860.0,0.17,2.78,0.05,0.14,0.0,143860.0,7193.0,7193.0,143860.0,,,,,,,,,,,,,,,,,,0.14,,,,3.7,3.7,187076.0,3741520.0,,3.74,3.7,,1.0,100.0,0.037,
2020-05-04,7193.0,143860.0,0.17,2.78,0.05,0.14,0.0,143860.0,7193.0,7193.0,143860.0,,,,,,,,,,,,,,,,,,0.14,,,,3.72,3.72,186236.0,3724720.0,,3.73,3.71,,1.0,100.0,0.0372,20.0
2020-05-05,7193.0,143500.35,0.17,2.78,0.05,0.14,0.0,143500.35,7193.0,7193.0,143500.35,,,,,,,,,,,,,,,,,,0.14,,,,3.72,3.72,186096.0,3712615.2,,3.72,3.72,,1.0,100.0,0.0372,19.95
2020-05-06,12326.0,245287.4,0.3,4.68,0.09,0.25,0.0,245287.4,2060.0,12326.0,40994.0,,,,0.1,,,,0.1,5133.0,5133.0,,,0.1,,,,,0.04,,,,1.08,1.08,188369.0,3748543.1,,3.76,1.08,,1.0,100.0,0.0647,19.9
2020-05-07,7193.0,143140.7,0.17,2.78,0.05,0.14,0.0,143140.7,2060.0,7193.0,40994.0,,,,,,,,,,,,,,,,,5133.0,0.04,0.1,,,1.17,1.17,173588.0,3454401.2,,3.44,1.18,,1.0,100.0,0.041,19.9
2020-05-08,7193.0,143140.7,0.17,2.87,0.05,0.14,0.0,143140.7,2060.0,7193.0,40994.0,,,,,,,,,,,,,,,,,,0.04,,,,1.18,1.18,172778.0,3438282.2,,3.44,1.18,,1.0,100.0,0.0411,19.9
2020-05-11,7193.0,138824.9,0.17,2.88,0.05,0.14,0.0,138824.9,0.0,7193.0,0.0,,,,,,,,0.04,,2060.0,,,,,,,,0.0,,,,0.0,0.0,174838.0,3374373.4,,3.42,0.0,,1.0,100.0,0.0411,19.3
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7193.0,0.0,0.14,,,0.0,0.0,174838.0,3409341.0,,3.4,0.0,,0.0,,0.0,19.5
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173722.0,3387579.0,,3.39,0.0,,0.0,,0.0,19.5
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173358.0,3345809.4,,3.36,0.0,,0.0,,0.0,19.3
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173358.0,3328473.6,,3.34,0.0,,0.0,,0.0,19.2
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173262.0,3300641.1,,3.3,0.0,,0.0,,0.0,19.05
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172839.0,3232089.3,,3.26,0.0,,0.0,,0.0,18.7
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172796.0,3196726.0,,3.21,0.0,,0.0,,0.0,18.5
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172747.0,3195819.5,,3.2,0.0,,0.0,,0.0,18.5
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172747.0,3221731.55,,3.21,0.0,,0.0,,0.0,18.65
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172433.0,3181388.85,,3.2,0.0,,0.0,,0.0,18.45
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172068.0,3157447.8,,3.16,0.0,,0.0,,0.0,18.35
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,171369.0,3084642.0,,3.11,0.0,,0.0,,0.0,18.0
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,170385.0,3101007.0,,3.08,0.0,,0.0,,0.0,18.2
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166717.0,2942555.05,,2.98,0.0,,0.0,,0.0,17.65
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164585.0,2978988.5,,2.95,0.0,,0.0,,0.0,18.1
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164585.0,2995447.0,,2.99,0.0,,0.0,,0.0,18.2
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,163892.0,3007418.2,,2.99,0.0,,0.0,,0.0,18.35
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,163320.0,3021420.0,,3.0,0.0,,0.0,,0.0,18.5
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,139717.0,2584764.5,,2.59,0.0,,0.0,,0.0,18.5
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,136691.0,2638136.3,,2.6,0.0,,0.0,,0.0,19.3
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135510.0,2628894.0,,2.62,0.0,,0.0,,0.0,19.4
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135510.0,2574690.0,,2.59,0.0,,0.0,,0.0,19.0
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135919.0,2528093.4,,2.56,0.0,,0.0,,0.0,18.6
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,135612.0,2542725.0,,2.54,0.0,,0.0,,0.0,18.75
2020-06-15,1000.0,18750.0,0.02,0.48,0.01,0.02,0.0,9375.0,500.0,500.0,9375.0,,,,,,500.0,,,,,,,,,0.01,500.0,,0.01,,,,0.37,0.37,135865.0,2547468.75,,2.54,0.37,,1.0,100.0,0.0073,18.75
2020-06-16,1000.0,18850.0,0.02,0.48,0.01,0.02,0.0,9425.0,500.0,500.0,9425.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,135628.0,2556587.8,,2.55,0.37,,1.0,100.0,0.0073,18.85
2020-06-17,1000.0,18650.0,0.02,0.5,0.01,0.02,0.0,9325.0,500.0,500.0,9325.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,135149.0,2520528.85,,2.53,0.37,,1.0,100.0,0.0074,18.65
2020-06-18,1000.0,18500.0,0.02,0.49,0.01,0.02,0.0,9250.0,500.0,500.0,9250.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,134299.0,2484531.5,,2.49,0.37,,1.0,100.0,0.0074,18.5
2020-06-19,1000.0,18500.0,0.02,0.46,0.01,0.02,0.0,9250.0,500.0,500.0,9250.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,134059.0,2480091.5,,2.48,0.37,,1.0,100.0,0.0074,18.5
2020-06-22,1000.0,18400.0,0.02,0.46,0.01,0.02,0.0,9200.0,500.0,500.0,9200.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,134059.0,2466685.6,,2.47,0.37,,1.0,100.0,0.0074,18.4
2020-06-23,1000.0,18550.0,0.02,0.47,0.01,0.02,0.0,9275.0,500.0,500.0,9275.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,133721.0,2480524.55,,2.48,0.37,,1.0,100.0,0.0075,18.55
2020-06-24,1000.0,18600.0,0.02,0.47,0.01,0.02,0.0,9300.0,500.0,500.0,9300.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,133480.0,2482728.0,,2.49,0.37,,1.0,100.0,0.0075,18.6
2020-06-25,1000.0,18250.0,0.02,0.47,0.01,0.02,0.0,9125.0,500.0,500.0,9125.0,,,,,,,,,,,,,,,,,,0.01,,,,0.37,0.37,133242.0,2431666.5,,2.48,0.37,,1.0,100.0,0.0075,18.25
2020-06-26,1000.0,17900.0,0.02,0.42,0.01,0.02,0.0,8950.0,500.0,500.0,8950.0,,,,,,,,,,,,,,,,,,0.01,,,,0.38,0.38,130211.0,2330776.9,,2.34,0.39,,1.0,100.0,0.0077,17.9
2020-06-29,1000.0,17850.0,0.02,0.36,0.01,0.02,0.0,8925.0,500.0,500.0,8925.0,,,,,,,,,,,,,,,,,,0.01,,,,0.38,0.38,129560.0,2312646.0,,2.32,0.39,,1.0,100.0,0.0077,17.85
2020-06-30,1000.0,18000.0,0.02,0.36,0.01,0.02,0.0,9000.0,500.0,500.0,9000.0,,,,,,,,,,,,,,,,,,0.01,,,,0.41,0.41,122045.0,2196810.0,,2.19,0.41,,1.0,100.0,0.0082,18.0
2020-07-01,6600.0,119790.0,0.16,2.46,0.05,0.12,0.0,5445.0,6300.0,300.0,114345.0,,5800.0,,,0.1,,,,,,,5800.0,,,,,200.0,0.11,0.0,,,5.35,5.35,111384.0,2021619.6,,2.02,5.32,12.09,0.7875,87.91,0.0561,18.15
2020-07-02,600.0,10980.0,0.01,0.22,0.0,0.01,0.0,5490.0,300.0,300.0,5490.0,,,,,,,,0.11,,6000.0,,,,,,,,0.01,,,,0.27,0.27,109097.0,1996475.1,,1.99,0.27,,1.0,100.0,0.0055,18.3
2020-07-03,600.0,11400.0,0.01,0.21,0.0,0.01,0.0,5700.0,300.0,300.0,5700.0,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.28,108508.0,2061652.0,,2.03,0.27,,1.0,100.0,0.0055,19.0
2020-07-06,600.0,11400.0,0.01,0.21,0.0,0.01,0.0,5700.0,300.0,300.0,5700.0,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.28,106469.0,2022911.0,,2.02,0.28,,1.0,100.0,0.0056,19.0
2020-07-07,600.0,11550.0,0.01,0.19,0.0,0.01,0.0,5775.0,300.0,300.0,5775.0,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.28,106059.0,2041635.75,,2.03,0.28,,1.0,100.0,0.0056,19.25
2020-07-08,600.0,11370.0,0.01,0.2,0.0,0.01,0.0,5685.0,300.0,300.0,5685.0,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.28,105545.0,2000077.75,,2.01,0.29,,1.0,100.0,0.0057,18.95
2020-07-09,600.0,11160.0,0.01,0.2,0.0,0.01,0.0,5580.0,300.0,300.0,5580.0,,,,,,,,,,,,,,,,,,0.01,,,,0.29,0.29,103958.0,1933618.8,,1.95,0.29,,1.0,100.0,0.0058,18.6
2020-07-10,600.0,11010.0,0.01,0.2,0.0,0.01,0.0,5505.0,300.0,300.0,5505.0,,,,,,,,,,,,,,,,,,0.01,,,,0.31,0.31,96449.0,1769839.15,,1.78,0.31,,1.0,100.0,0.0062,18.35
2020-07-13,600.0,10920.0,0.01,0.19,0.0,0.01,0.0,5460.0,300.0,300.0,5460.0,,,,,,,,,,,,,,,,,,0.01,,,,0.32,0.32,94468.0,1719317.6,,1.73,0.32,,1.0,100.0,0.0063,18.2
