,AFRN FP Equity_DX_SI_QTY,AFRN FP Equity_DX_SHORT_INTEREST_VALUE,AFRN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AFRN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AFRN FP Equity_DX_SI_MV,AFRN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AFRN FP Equity_DX_SUPPLY_SI_QTY,AFRN FP Equity_DX_BROKER_SI_QTY,AFRN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AFRN FP Equity_DX_BROKER_SI_MV_NEW_x,AFRN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AFRN FP Equity_DX_SUPPLY_SI_QTY_INC_x,AFRN FP Equity_DX_BROKER_SI_MV_INC_x,AFRN FP Equity_DX_SUPPLY_SI_MV_NEW,AFRN FP Equity_DX_BROKER_SI_QTY_ADD,AFRN FP Equity_DX_BROKER_SI_QTY_NEW,AFRN FP Equity_DX_SUPPLY_SI_MV_DEC,AFRN FP Equity_DX_BROKER_SI_QTY_INC,AFRN FP Equity_DX_SUPPLY_SI_QTY_DEC,AFRN FP Equity_DX_BROKER_SI_MV_NEW_y,AFRN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AFRN FP Equity_DX_BROKER_SI_MV_INC_y,AFRN FP Equity_DX_SUPPLY_SI_QTY_INC_y,AFRN FP Equity_DX_BROKER_SI_MV_ADD,AFRN FP Equity_DX_SUPPLY_SI_QTY_ADD,AFRN FP Equity_DX_BROKER_SI_QTY_DEC,AFRN FP Equity_DX_SUPPLY_SI_MV,AFRN FP Equity_DX_BROKER_SI_MV_DEC,AFRN FP Equity_DX_SUPPLY_SI_MV_RMV,AFRN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AFRN FP Equity_DX_UTILIZATION_QUANTITY,AFRN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AFRN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AFRN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AFRN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AFRN FP Equity_DX_ACTIVE_UTILIZATION_MV,AFRN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AFRN FP Equity_DX_BROKER_SI_CON_RATIO,AFRN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AFRN FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-06-18,3000.0,302588.4,0.96,0.04,0.3,201725.6,1000.0,2000.0,100862.8,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412079.2,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-19,3000.0,302597.7,0.95,0.04,0.3,201731.8,1000.0,2000.0,100865.9,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412122.6,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-20,3000.0,302639.1,1.03,0.04,0.3,201759.4,1000.0,2000.0,100879.7,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412315.8,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-21,3000.0,302667.6,1.02,0.04,0.3,201778.4,1000.0,2000.0,100889.2,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412448.8,,1.42,6.67,50.0,0.5,50.0,0.0091
2019-06-24,3000.0,302734.8,1.01,0.04,0.3,201823.2,1000.0,2000.0,100911.6,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412762.4,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-25,3000.0,302673.6,0.84,0.04,0.3,201782.4,1000.0,2000.0,100891.2,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412476.8,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-26,3000.0,302670.9,0.97,0.04,0.3,201780.6,1000.0,2000.0,100890.3,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1412464.2,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-27,3000.0,302801.7,1.03,0.04,0.3,201867.8,1000.0,2000.0,100933.9,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1413074.6,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-06-28,3000.0,302888.7,0.76,0.03,0.3,201925.8,1000.0,2000.0,100962.9,,,,,,,,,,,,,,,,,,0.1,,,6.67,0.3,14000.0,1413480.6,,1.41,6.67,50.0,0.5,50.0,0.0091
2019-07-01,3000.0,302934.3,0.66,0.03,0.3,201956.2,2000.0,2000.0,201956.2,,1000.0,,,0.1,,,,,,,1000.0,,,,,,0.2,,,12.5,0.61,14000.0,1413693.4,,1.41,12.5,50.0,0.5,50.0,0.0091
2019-07-02,3000.0,302778.6,0.65,0.03,0.3,201852.4,2000.0,2000.0,201852.4,,,,,,,,,,,,,,,,,,0.2,,0.1,12.5,0.61,14000.0,1412966.8,1000.0,1.41,12.5,50.0,0.5,50.0,0.0091
2019-07-03,3000.0,302912.4,0.67,0.03,0.3,201941.6,2000.0,2000.0,201941.6,,,,,,,,,,,,,,,,,,0.2,,,12.5,0.61,14000.0,1413591.2,,1.41,12.5,50.0,0.5,50.0,0.0091
2019-07-04,3000.0,302860.5,0.65,0.03,0.3,201907.0,2000.0,2000.0,201907.0,,,,,,,,,,,,,,,,,,0.2,,,12.5,0.61,14000.0,1413349.0,,1.41,12.51,49.96,0.5,50.04,0.0091
2019-07-05,3000.0,302839.8,0.68,0.03,0.3,201893.2,2000.0,2000.0,201893.2,,,,,,,,,,,,,,,,,,0.2,,,12.5,0.61,14000.0,1413252.4,,1.41,12.5,50.0,0.5,50.0,0.0091
2019-07-08,3000.0,302816.4,0.65,0.03,0.3,201877.6,2000.0,2000.0,201877.6,,,,,,,,,,,,,,,,,,0.2,,,12.5,0.61,14000.0,1413143.2,,1.41,12.5,50.0,0.5,50.0,0.0091
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.2,,2000.0,,,,,,,2000.0,0.0,0.2,,0.0,0.0,328886.0,33197226.62,,33.2,0.0,,0.0,100.0,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,328886.0,33198772.39,,33.18,0.0,,0.0,,0.0
2019-07-11,18000.0,1817280.0,3.56,0.21,1.82,1211520.0,12000.0,12000.0,1211520.0,,,,,,12000.0,,,,,,,,,1.21,12000.0,,1.21,,,44.44,3.52,15000.0,1514400.0,,1.57,43.49,50.0,0.5,50.0,0.0528
2019-07-12,18000.0,1816693.2,3.14,0.21,1.82,1211128.8,12000.0,12000.0,1211128.8,,,,,,,,,,,,,,,,,,1.21,,,44.44,3.52,15000.0,1513911.0,,1.58,43.48,50.0,0.5,50.0,0.0528
2019-07-15,18000.0,1816711.2,3.29,0.21,1.82,1211140.8,12000.0,12000.0,1211140.8,,,,,,,,,,,,,,,,,,1.21,,,44.44,3.52,15000.0,1513926.0,,1.57,43.48,50.0,0.5,50.0,0.0528
2019-07-16,18000.0,1816831.8,3.25,0.21,1.82,1211221.2,12000.0,12000.0,1211221.2,,,,,,,,,,,,,,,,,,1.21,,,44.44,3.52,15000.0,1514026.5,,1.57,43.48,50.0,0.5,50.0,0.0528
2019-07-17,18000.0,1817998.2,3.22,0.21,1.82,1211998.8,12000.0,12000.0,1211998.8,,,,,,,,,,,,,,,,,,1.21,,,44.44,3.52,15000.0,1514998.5,,1.57,43.47,50.0,0.5,50.0,0.0528
2019-07-18,18000.0,1817272.8,3.47,0.21,1.83,1211515.2,12000.0,12000.0,1211515.2,,,,,,,,,,,,,,,,,,1.22,,,44.44,3.52,15000.0,1514394.0,,1.58,43.48,50.0,0.5,50.0,0.0528
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.22,,12000.0,,,,,,,12000.0,0.0,1.22,,0.0,0.0,328886.0,33212289.6,,33.18,0.0,50.0,0.0,50.0,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,328886.0,33214558.91,,33.19,0.0,,0.0,,0.0
2019-07-23,6300.0,636304.41,1.2,0.07,0.64,424202.94,4200.0,4200.0,424202.94,,,,,,4200.0,,,,,,,,,0.42,4200.0,,0.42,,,24.56,1.26,12900.0,1302909.03,,1.3,24.56,50.0,0.5,50.0,0.0189
2019-07-24,57000.0,5757741.0,10.87,0.67,5.76,4444572.0,44000.0,44000.0,4444572.0,,,30800.0,4.02,,,,,39800.0,,,,4.02,30800.0,,9000.0,,4.44,,,58.66,11.8,31014.0,3132817.18,,3.35,56.98,50.0,0.5,50.0,0.1529
2019-07-25,57000.0,5758653.0,11.07,0.66,5.76,4445276.0,44000.0,44000.0,4445276.0,,,,,,,,,,,,,,,,,,4.45,,,58.66,11.8,31014.0,3133313.41,,3.36,56.98,50.0,0.5,50.0,0.1529
2019-07-26,57000.0,5759017.8,11.22,0.66,5.76,4445557.6,44000.0,44000.0,4445557.6,,,,,,,,,,,,,,,,,,4.45,,,58.67,11.8,30994.0,3131491.19,,3.36,57.0,50.0,0.5,50.0,0.1529
2019-07-29,63400.0,6405885.28,12.68,0.74,6.41,5092375.68,44000.0,50400.0,4445724.8,,,,,,6400.0,,,,,,,,,0.65,,,4.45,,,58.67,11.8,30994.0,3131608.96,,3.36,57.0,43.65,0.3972,43.65,0.17
2019-07-30,63400.0,6403336.6,13.07,0.74,6.41,5090349.6,44000.0,50400.0,4443956.0,,,,,,,,,,,,,,,,,,4.45,,,58.67,11.8,30994.0,3130363.01,,3.35,57.0,43.65,0.3972,43.65,0.17
2019-07-31,57000.0,5758806.9,10.54,0.66,5.73,4445394.8,44000.0,44000.0,4445394.8,,,,,,,,,,,,,,,,,6400.0,4.42,0.65,,58.67,11.8,30994.0,3131376.51,,3.34,57.0,49.99,0.5,50.01,0.1529
2019-08-01,57000.0,5758516.2,9.95,0.66,5.77,4445170.4,35000.0,44000.0,3535931.0,,,,,,,,0.91,,9000.0,,,,,,,,3.54,,,61.4,9.39,22000.0,2222585.2,,2.45,59.12,50.0,0.5,50.0,0.1529
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.53,,35000.0,,,,,,,44000.0,0.0,4.43,,0.0,0.0,328866.0,33221319.81,,33.23,0.0,,0.0,,0.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,328866.0,33228094.45,,33.18,0.0,,0.0,,0.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,328866.0,33215104.25,,33.21,0.0,,0.0,,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,328866.0,33207934.97,,33.13,0.0,,0.0,,0.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,329121.0,33254385.84,,33.19,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,329121.0,33238456.38,,33.22,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,329121.0,33227266.27,,33.23,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19081460.3,,19.07,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19076848.48,,19.07,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19076848.48,,19.09,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19074183.45,,19.07,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19074448.06,,19.05,0.0,,0.0,,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19076338.15,,19.08,0.0,,0.0,,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,189009.0,19083955.22,,19.06,0.0,,0.0,,0.0
2019-08-22,2000.0,201987.8,0.48,0.02,0.2,100993.9,1000.0,1000.0,100993.9,,,,,,1000.0,,,,,,,,,0.1,1000.0,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0105
2019-08-23,14600.0,1474251.06,3.98,0.17,1.47,949175.34,9400.0,9400.0,949175.34,,,,0.42,,4200.0,,,4200.0,,,,0.42,,0.42,8400.0,,0.95,,,46.53,4.74,10800.0,1090541.88,,1.09,46.49,40.39,0.4223,50.0,0.0736
2019-08-26,14600.0,1473798.46,4.1,0.17,1.47,948883.94,9400.0,9400.0,948883.94,,,,,,,,,,,,,,,,,,0.95,,,46.53,4.74,10800.0,1090207.08,,1.09,46.53,40.38,0.4223,50.0,0.0736
2019-08-27,14600.0,1474448.16,4.09,0.17,1.47,949302.24,9400.0,9400.0,949302.24,,,,,,,,,,,,,,,,,,0.95,,,46.53,4.74,10800.0,1090687.68,,1.09,46.55,40.38,0.4224,50.01,0.0736
2019-08-28,14600.0,1474424.8,4.15,0.17,1.47,949287.2,9400.0,9400.0,949287.2,,,,,,,,,,,,,,,,,,0.95,,,46.53,4.74,10800.0,1090670.4,,1.09,46.53,40.39,0.4223,50.0,0.0736
2019-08-29,14600.0,1475042.38,4.22,0.17,1.48,949684.82,9400.0,9400.0,949684.82,,,,,,,,,,,,,,,,,,0.95,,,46.53,4.74,10800.0,1091127.24,,1.09,46.55,40.39,0.4223,50.0,0.0736
2019-08-30,14600.0,1474240.84,4.13,0.17,1.47,949168.76,9400.0,9400.0,949168.76,,,,,,,,,,,,,,,,,,0.95,,,46.53,4.74,10800.0,1090534.32,,1.09,46.51,40.39,0.4223,49.99,0.0737
2019-09-02,2000.0,202009.4,0.55,0.02,0.2,101004.7,1000.0,1000.0,101004.7,,,,,,,,0.85,,8400.0,,,,,,,8400.0,0.1,0.85,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0105
2019-09-03,2000.0,202008.6,0.55,0.02,0.2,101004.3,1000.0,1000.0,101004.3,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0105
2019-09-04,2000.0,201990.8,0.55,0.02,0.2,100995.4,1000.0,1000.0,100995.4,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0105
2019-09-05,14900.0,1505050.49,4.13,0.18,1.5,969696.96,9600.0,9600.0,969696.96,,,,0.43,,4300.0,,,4300.0,,,,0.43,,0.43,8600.0,,0.97,,,47.29,4.84,10700.0,1080808.07,,1.08,47.29,40.56,0.4235,50.0,0.0751
2019-09-06,14900.0,1504438.1,4.0,0.18,1.5,969302.4,9600.0,9600.0,969302.4,,,,,,,,,,,,,,,,,,0.97,,,47.29,4.84,10700.0,1080368.3,,1.08,47.29,40.56,0.4235,50.0,0.0751
2019-09-09,14900.0,1505016.22,3.91,0.18,1.5,969674.88,9600.0,9600.0,969674.88,,,,,,,,,,,,,,,,,,0.97,,,47.29,4.84,10700.0,1080783.46,,1.08,47.3,40.56,0.4235,50.01,0.0751
2019-09-10,14900.0,1504959.6,3.92,0.18,1.51,969638.4,9600.0,9600.0,969638.4,,,,,,,,,,,,,,,,,,0.97,,,47.29,4.84,10700.0,1080742.8,,1.08,47.28,40.57,0.4235,50.0,0.0751
2019-09-11,14900.0,1504917.88,4.65,0.18,1.51,969611.52,9600.0,9600.0,969611.52,,,,,,,,,,,,,,,,,,0.97,,,47.29,4.84,10700.0,1080712.84,,1.08,47.3,40.57,0.4235,50.0,0.0751
2019-09-12,14900.0,1503858.49,5.16,0.18,1.5,968928.96,9600.0,9600.0,968928.96,,,,,,,,,,,,,,,,,,0.97,,,47.29,4.84,10700.0,1079952.07,,1.08,47.3,40.57,0.4235,50.0,0.0751
2019-09-13,14900.0,1505600.3,5.26,0.18,1.5,970051.2,9600.0,9600.0,970051.2,,,,,,,,,,,,,,,,,,0.97,,,47.29,4.84,10700.0,1081202.9,,1.08,47.3,40.55,0.4235,50.02,0.0751
2019-09-16,2000.0,202016.2,0.71,0.02,0.2,101008.1,1000.0,1000.0,101008.1,,,,,,,,0.87,,8600.0,,,,,,,8600.0,0.1,0.87,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0105
2019-09-17,2000.0,202019.4,0.71,0.02,0.2,101009.7,1000.0,1000.0,101009.7,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0105
2019-09-18,2000.0,202008.2,0.72,0.02,0.2,101004.1,1000.0,1000.0,101004.1,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-19,2000.0,202008.6,0.73,0.02,0.2,101004.3,1000.0,1000.0,101004.3,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-20,2000.0,201915.0,0.73,0.02,0.2,100957.5,1000.0,1000.0,100957.5,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-23,2000.0,201925.0,0.72,0.02,0.2,100962.5,1000.0,1000.0,100962.5,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-24,2000.0,201904.6,0.66,0.02,0.2,100952.3,1000.0,1000.0,100952.3,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-25,2000.0,201897.4,0.65,0.02,0.2,100948.7,1000.0,1000.0,100948.7,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-26,2000.0,201896.0,0.81,0.02,0.2,100948.0,1000.0,1000.0,100948.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-27,2000.0,201893.8,0.8,0.02,0.2,100946.9,1000.0,1000.0,100946.9,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-09-30,2000.0,201819.0,0.78,0.02,0.2,100909.5,1000.0,1000.0,100909.5,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-10-01,2000.0,201898.2,0.7,0.02,0.2,100949.1,1000.0,1000.0,100949.1,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-10-02,2000.0,201873.0,0.81,0.02,0.2,100936.5,1000.0,1000.0,100936.5,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-10-03,2000.0,201864.6,0.92,0.02,0.2,100932.3,1000.0,1000.0,100932.3,,,,,,,,,,,,,,,,,,0.1,,,100.0,0.53,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.0106
2019-10-04,5000.0,504633.0,2.54,0.06,0.5,302779.8,3000.0,3000.0,302779.8,,,,0.1,,1000.0,,,1000.0,,,,0.1,,0.1,2000.0,,0.3,,,17.65,1.58,14000.0,1412972.4,,1.41,17.65,25.0,0.375,50.0,0.0263
2019-10-07,5000.0,504666.0,2.52,0.06,0.5,302799.6,3000.0,3000.0,302799.6,,,,,,,,,,,,,,,,,,0.3,,,17.65,1.58,14000.0,1413064.8,,1.41,17.65,25.0,0.375,50.0,0.0263
2019-10-08,11000.0,1110205.8,5.02,0.14,1.11,706494.6,7000.0,7000.0,706494.6,,,4000.0,0.4,,,,,4000.0,,,,0.4,4000.0,,,,0.71,,,36.84,3.62,12000.0,1211133.6,,1.21,36.85,37.5,0.4062,50.0,0.0569
2019-10-09,11000.0,1110134.3,4.52,0.14,1.11,706449.1,7000.0,7000.0,706449.1,,,,,,,,,,,,,,,,,,0.71,,,36.84,3.62,12000.0,1211055.6,,1.21,36.84,37.5,0.4063,50.0,0.0569
2019-10-10,11000.0,1110035.3,4.45,0.14,1.11,706386.1,7000.0,7000.0,706386.1,,,,,,,,,,,,,,,,,,0.71,,,36.84,3.62,12000.0,1210947.6,,1.21,36.85,37.5,0.4063,50.0,0.0569
2019-10-11,11000.0,1110285.0,4.63,0.14,1.11,706545.0,7000.0,7000.0,706545.0,,,,,,,,,,,,,,,,,,0.71,,,36.84,3.62,12000.0,1211220.0,,1.21,36.86,37.5,0.4063,50.0,0.0569
2019-10-14,11000.0,1110347.7,4.72,0.14,1.11,706584.9,7000.0,7000.0,706584.9,,,,,,,,,,,,,,,,,,0.71,,,36.84,3.62,12000.0,1211288.4,,1.21,36.85,37.5,0.4063,50.0,0.0569
2019-10-15,14000.0,1413178.2,5.01,0.17,1.41,908471.7,9000.0,9000.0,908471.7,,,2000.0,0.2,,,,,2000.0,,,,0.2,2000.0,,,,0.91,,,45.0,4.61,11000.0,1110354.3,,1.11,45.01,40.0,0.42,50.0,0.0717
2019-10-16,14000.0,1412969.6,5.0,0.17,1.41,908337.6,9000.0,9000.0,908337.6,,,,,,,,,,,,,,,,,,0.91,,,45.0,4.61,11000.0,1110190.4,,1.11,45.01,40.0,0.42,50.0,0.0717
2019-10-17,8000.0,807771.2,2.85,0.1,0.81,504857.0,5000.0,5000.0,504857.0,,,,,,,,0.4,,4000.0,,,,,,,4000.0,0.5,0.4,,27.78,2.61,13000.0,1312628.2,,1.31,27.78,33.33,0.3889,50.0,0.0418
2019-10-18,8000.0,807521.6,3.02,0.1,0.81,504701.0,5000.0,5000.0,504701.0,,,,,,,,,,,,,,,,,,0.51,,,27.78,2.61,13000.0,1312222.6,,1.31,27.78,33.33,0.3889,50.0,0.0418
2019-10-21,8000.0,807681.6,3.15,0.1,0.81,504801.0,5000.0,5000.0,504801.0,,,,,,,,,,,,,,,,,,0.5,,,27.78,2.62,13000.0,1312482.6,,1.31,27.79,33.33,0.3889,50.0,0.0418
2019-10-22,8000.0,807761.6,3.03,0.1,0.81,504851.0,5000.0,5000.0,504851.0,,,,,,,,,,,,,,,,,,0.5,,,27.78,2.63,13000.0,1312612.6,,1.31,27.79,33.33,0.3889,50.0,0.0421
2019-10-23,8000.0,807769.6,3.03,0.1,0.81,504856.0,5000.0,5000.0,504856.0,,,,,,,,,,,,,,,,,,0.51,,,27.78,2.64,13000.0,1312625.6,,1.31,27.79,33.33,0.3889,50.0,0.0422
2019-10-24,11600.0,1171336.68,4.39,0.14,1.17,686645.64,6800.0,6800.0,686645.64,,,,0.18,,,,,1800.0,,,,0.18,,,1800.0,,0.69,,,22.9,3.56,22900.0,2312380.17,,2.31,22.9,29.17,0.3785,50.0,0.0608
2019-10-25,17600.0,1777262.08,7.02,0.22,1.78,1090592.64,10800.0,10800.0,1090592.64,,,4000.0,0.4,,,,,4000.0,,,,0.4,4000.0,,,,1.09,,,34.07,21.66,20900.0,2110498.72,,2.11,34.07,29.41,0.3789,50.0,0.353
2019-10-28,17600.0,1776881.92,7.3,0.22,1.78,1090359.36,10800.0,10800.0,1090359.36,,,,,,,,,,,,,,,,,,1.09,,,34.07,21.66,20900.0,2110047.28,,2.11,34.08,29.41,0.3789,50.0,0.353
2019-10-29,18600.0,1878153.6,7.44,0.24,1.88,1191516.8,10800.0,11800.0,1090540.8,,,,0.1,,,,,1000.0,,,,0.1,,,,,1.09,,,34.07,21.66,20900.0,2110398.4,,2.11,34.07,27.4,0.3973,53.43,0.3731
2019-10-30,18600.0,1878138.72,7.4,0.23,1.88,1191507.36,10800.0,11800.0,1090532.16,,,,,,,,,,,,,,,,,,1.09,,,34.07,21.66,20900.0,2110381.68,,2.12,34.07,27.4,0.3973,53.42,0.3731
2019-10-31,19600.0,1979584.32,7.8,0.25,1.98,1191790.56,11800.0,11800.0,1191790.56,,,1000.0,,,,,,,,,,,1000.0,,,,1.19,,,37.22,23.67,19900.0,2009884.08,,2.01,37.23,25.64,0.3751,50.0,0.3931
2019-11-01,19600.0,1979796.0,7.87,0.25,1.98,1191918.0,11800.0,11800.0,1191918.0,,,,,,,,,,,,,,,,,,1.19,,,37.22,23.69,19900.0,2010099.0,,2.01,37.23,25.64,0.3751,50.0,0.3935
2019-11-04,13600.0,1373081.84,5.59,0.17,1.37,787502.82,7800.0,7800.0,787502.82,,,,,,,,0.41,,4000.0,,,,,,,4000.0,0.79,0.41,,26.26,17.03,21900.0,2211065.61,,2.21,26.27,32.76,0.387,49.99,0.2969
2019-11-05,13600.0,1373221.92,5.85,0.17,1.37,787583.16,7800.0,7800.0,787583.16,,,,,,,,,,,,,,,,,,0.79,,,26.26,17.03,21900.0,2211291.18,,2.21,26.26,32.76,0.3871,50.0,0.2969
2019-11-06,13600.0,1373274.96,5.95,0.17,1.37,787613.58,7800.0,7800.0,787613.58,,,,,,,,,,,,,,,,,,0.79,,,26.26,17.03,21900.0,2211376.59,,2.21,26.26,32.76,0.387,50.0,0.2969
2019-11-07,13600.0,1373302.16,6.03,0.17,1.37,787629.18,7800.0,7800.0,787629.18,,,,,,,,,,,,,,,,,,0.79,,,26.26,17.03,21900.0,2211420.39,,2.21,26.26,32.76,0.387,50.0,0.2969
2019-11-08,16600.0,1676259.7,7.48,0.21,1.68,989599.1,9800.0,9800.0,989599.1,,,2000.0,0.2,,,,,2000.0,,,,0.2,2000.0,,,,0.99,,,31.92,20.5,20900.0,2110471.55,,2.11,31.93,27.94,0.3767,50.0,0.3473
2019-11-11,16600.0,1676120.26,7.28,0.21,1.68,989516.78,9800.0,9800.0,989516.78,,,,,,,,,,,,,,,,,,0.99,,,31.92,20.42,20900.0,2110295.99,,2.11,31.92,27.94,0.3767,50.0,0.3459
2019-11-12,16600.0,1676540.24,8.24,0.21,1.68,989764.72,9800.0,9800.0,989764.72,,,,,,,,,,,,,,,,,,0.99,,,31.92,20.42,20900.0,2110824.76,,2.11,31.92,27.94,0.3767,50.0,0.346
2019-11-13,20570.0,2077816.84,9.26,0.26,2.08,989917.6,13770.0,9800.0,1390935.24,,,,,,,,,,,,,,,,3970.0,,1.39,,,30.61,28.7,31213.0,3152887.56,,3.15,30.61,22.58,0.2768,38.71,0.4287
