,ERO FP Equity_DX_SI_QTY,ERO FP Equity_DX_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERO FP Equity_DX_SI_MV,ERO FP Equity_DX_DSS,ERO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY,ERO FP Equity_DX_BROKER_SI_QTY,ERO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERO FP Equity_DX_BROKER_SI_MV_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ERO FP Equity_DX_BROKER_SI_MV_INC_x,ERO FP Equity_DX_SUPPLY_SI_MV_NEW,ERO FP Equity_DX_BROKER_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_NEW,ERO FP Equity_DX_SUPPLY_SI_MV_DEC,ERO FP Equity_DX_BROKER_SI_QTY_INC,ERO FP Equity_DX_SUPPLY_SI_QTY_DEC,ERO FP Equity_DX_BROKER_SI_MV_NEW_y,ERO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ERO FP Equity_DX_BROKER_SI_MV_INC_y,ERO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ERO FP Equity_DX_BROKER_SI_MV_ADD,ERO FP Equity_DX_SUPPLY_SI_QTY_ADD,ERO FP Equity_DX_BROKER_SI_QTY_DEC,ERO FP Equity_DX_SUPPLY_SI_MV,ERO FP Equity_DX_BROKER_SI_MV_DEC,ERO FP Equity_DX_SUPPLY_SI_MV_RMV,ERO FP Equity_DX_BROKER_SI_MV_RMV,ERO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERO FP Equity_DX_UTILIZATION_QUANTITY,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ERO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERO FP Equity_DX_ACTIVE_UTILIZATION_MV,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERO FP Equity_DX_BROKER_SI_CON_RATIO,ERO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERO FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-08-27,12200.0,1469734.0,1.33,0.43,2.8,,1457687.0,12100.0,12100.0,1457687.0,,,,,,,,1.21,,10000.0,,,,,,,10000.0,1.45,0.0,,,16.88,6.99,59571.0,7176518.37,,7.14,16.88,0.43,0.9914,99.57,0.0705
2012-08-28,12200.0,1456314.0,1.3,0.43,1.54,,1444377.0,12100.0,12100.0,1444377.0,,,,,,,,,,,,,,,,,,1.45,,,,16.88,6.99,59571.0,7110990.27,,7.15,16.88,0.79,0.9843,99.21,0.0705
2012-08-29,12200.0,1454850.0,1.3,0.43,1.53,,1442925.0,12100.0,12100.0,1442925.0,,,,,,,,,,,,,,,,,,1.45,,,,16.88,6.99,59571.0,7103841.75,,7.13,16.88,0.79,0.9844,99.21,0.0705
2012-08-30,200.0,23686.0,0.02,0.01,0.02,,11843.0,100.0,100.0,11843.0,,,,,,,,1.44,,12000.0,,,,,,,12000.0,0.01,1.51,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-08-31,200.0,23776.0,0.02,0.01,0.02,,11888.0,100.0,100.0,11888.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-09-03,200.0,23964.0,0.02,0.01,0.02,,11982.0,100.0,100.0,11982.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-09-04,200.0,23682.0,0.02,0.01,0.02,,11841.0,100.0,100.0,11841.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-09-05,200.0,23702.0,0.02,0.01,0.02,,11851.0,100.0,100.0,11851.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-09-06,200.0,24250.0,0.02,0.01,0.02,,12125.0,100.0,100.0,12125.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-09-07,10200.0,1238484.0,1.25,0.36,1.24,,619242.0,5100.0,5100.0,619242.0,,,,,,5000.0,,,,,,,,,0.61,5000.0,,0.62,,,,31.63,2.97,11025.0,1338655.5,,1.34,31.63,1.96,0.9615,98.04,0.0593
2012-09-10,32200.0,3902318.0,4.02,1.14,3.9,,1951159.0,16100.0,16100.0,1951159.0,,,11000.0,1.33,,,,,11000.0,,,,1.33,11000.0,,,,1.95,,,,100.0,9.37,0.0,0.0,,0.0,100.0,0.62,0.9876,99.38,0.1873
2012-09-11,32200.0,3915842.0,4.27,1.14,3.9,,1957921.0,16100.0,16100.0,1957921.0,,,,,,,,,,,,,,,,,,1.95,,,,100.0,9.37,0.0,0.0,,0.0,100.0,0.62,0.9876,99.38,0.1873
2012-09-12,32200.0,3918740.0,4.25,1.14,3.92,,1959370.0,16100.0,16100.0,1959370.0,,,,,,,,,,,,,,,,,,1.96,,,,100.0,9.38,0.0,0.0,,0.0,100.0,0.62,0.9876,99.38,0.1877
2012-09-13,42200.0,5132786.0,5.58,1.49,5.15,,2566393.0,21100.0,21100.0,2566393.0,,,2000.0,0.63,,,,,5000.0,,,,0.63,2000.0,,3000.0,,2.56,,,,100.0,12.09,0.0,0.0,,0.0,100.0,0.47,0.9906,99.53,0.2418
2012-09-14,47200.0,5801824.0,6.28,1.67,5.77,,3208212.0,21100.0,26100.0,2593612.0,,,,0.61,,,,,5000.0,,,,0.61,,,,,2.6,,,,100.0,11.36,0.0,0.0,,0.0,100.0,19.55,0.6854,80.45,0.2542
2012-09-17,52200.0,6397632.0,7.05,1.85,6.41,,3811616.0,26100.0,31100.0,3198816.0,,,,0.64,,,,,5000.0,,,,0.64,,,5000.0,,3.21,,,,79.27,14.06,6825.0,836472.0,,0.84,79.31,16.4,0.7257,83.6,0.2812
2012-09-18,57200.0,6990984.0,8.77,2.02,7.02,,4412142.0,26100.0,36100.0,3189942.0,,,,0.61,,,,,5000.0,,,,0.61,,,,,3.2,,,,79.27,14.06,6825.0,834151.5,,0.83,79.31,27.96,0.5971,72.04,0.3081
2012-09-19,42600.0,5229576.0,6.96,1.51,5.21,,4431636.0,17500.0,36100.0,2148300.0,,,7400.0,,,,,1.96,,16000.0,,,,7400.0,,,,2.14,,,,100.0,9.43,0.0,0.0,,0.0,100.0,27.95,0.5973,72.05,0.2295
2012-09-20,45000.0,5519700.0,7.72,1.59,5.54,,5335710.0,12500.0,43500.0,1533250.0,,,,0.91,,,,0.62,7400.0,5000.0,,,0.91,,,,,1.54,,,,100.0,6.84,0.0,0.0,,0.0,100.0,40.22,0.5191,59.78,0.2464
2012-09-21,19000.0,2335670.0,3.34,0.67,2.33,,2151275.0,7500.0,17500.0,921975.0,,,,,,,,0.61,,5000.0,,,,,,,26000.0,0.92,3.19,,,56.29,4.11,5825.0,716067.25,,0.71,56.29,28.57,0.5919,71.43,0.104
2012-09-24,11000.0,1350030.0,2.0,0.37,1.35,,1043205.0,8500.0,8500.0,1043205.0,,,,,,1000.0,,,,,,,,,0.12,1000.0,10000.0,1.05,1.24,,,34.8,4.65,15925.0,1954475.25,,1.96,34.74,21.08,0.6673,78.92,0.0602
2012-09-25,11161.0,1375704.86,2.04,0.38,1.37,,1047710.0,8661.0,8500.0,1067554.86,,,,,,,,,,,,,,,,161.0,,1.06,,,,9.02,4.74,87335.0,10764912.1,,10.69,9.04,20.74,0.6454,77.6,0.0611
2012-09-26,5464.0,660542.96,1.24,0.18,0.67,,453337.5,2964.0,3750.0,358317.96,,,,,,,,0.71,,5697.0,,,,,,,4750.0,0.36,0.58,,,3.09,1.62,93032.0,11246638.48,,11.52,3.05,26.58,0.553,69.33,0.0299
2012-09-27,13330.0,1618928.5,1.76,0.45,1.62,,455437.5,10830.0,3750.0,1315303.5,,,,,,,,0.02,,134.0,,,,,,8000.0,,1.32,,,,9.42,5.83,104191.0,12653996.95,,12.56,9.5,27.82,0.5884,71.48,0.0718
2012-09-28,20303.0,2435547.88,2.5,0.68,2.46,,1289570.0,10803.0,10750.0,1295927.88,,,,0.97,,,,0.0,8000.0,27.0,,,0.97,,,,1000.0,1.3,0.12,,,24.86,5.83,32647.0,3916334.12,,3.93,24.87,0.49,0.9902,99.51,0.1096
2012-10-01,17653.0,2146075.21,2.35,0.59,2.12,,1306877.5,8153.0,10750.0,991160.21,,,,,,,,0.32,,2650.0,,,,,,,,0.98,,,,18.76,3.56,35297.0,4291056.29,,4.25,18.74,0.49,0.9903,99.51,0.0772
2012-10-02,15003.0,1819413.81,1.87,0.5,1.82,,982287.0,8153.0,8100.0,988714.31,,,,,,,,,,,,,,,,,2650.0,0.99,0.3,,,18.76,3.56,35297.0,4280467.19,,4.26,18.85,0.64,0.9873,99.36,0.0656
2012-10-03,15003.0,1818363.6,1.85,0.5,1.82,,981720.0,8153.0,8100.0,988143.6,,,,,,,,,,,,,,,,,,0.99,,,,18.76,4.4,35297.0,4277996.4,,4.28,18.76,0.65,0.9871,99.35,0.081
2012-10-04,8200.0,993266.0,0.97,0.28,0.99,,981153.0,100.0,8100.0,12113.0,,,,,,,,0.97,,8053.0,,,,,,,,0.01,,,,100.0,0.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.045
2012-10-05,200.0,24480.0,0.02,0.01,0.02,,12240.0,100.0,100.0,12240.0,,,,,,,,,,,,,,,,,8000.0,0.01,0.97,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-08,200.0,24248.0,0.02,0.01,0.02,,12124.0,100.0,100.0,12124.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-09,200.0,24128.0,0.02,0.01,0.02,,12064.0,100.0,100.0,12064.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-10,200.0,23990.0,0.02,0.01,0.02,,11995.0,100.0,100.0,11995.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-11,6200.0,749642.0,0.69,0.21,0.74,,12091.0,6100.0,100.0,737551.0,,,3804.0,,,,,,,,,,,3804.0,,2196.0,,0.73,,,,27.82,3.55,15829.0,1913884.39,,1.9,27.82,,1.0,100.0,0.036
2012-10-12,8296.0,998008.8,0.91,0.28,1.0,,733830.0,2196.0,6100.0,264178.8,,,,0.73,,,,0.47,6000.0,3904.0,,,0.73,,,,,0.27,,,,12.18,1.31,15829.0,1904228.7,,1.91,12.19,,1.0,100.0,0.0493
2012-10-15,12200.0,1474492.0,1.31,0.41,1.47,,737246.0,6100.0,6100.0,737246.0,,,3904.0,,,,,,,,,,,3904.0,,,,0.73,,,,33.84,3.63,11925.0,1441255.5,,1.44,33.84,,1.0,100.0,0.0726
2012-10-16,10200.0,1249092.0,1.09,0.34,1.23,,747006.0,4100.0,6100.0,502086.0,,,,,,,,0.24,,2000.0,,,,,,,,0.5,,,,25.59,2.47,11925.0,1460335.5,,1.44,25.59,,1.0,100.0,0.0614
2012-10-17,6200.0,763034.0,0.65,0.21,0.76,,750727.0,2100.0,6100.0,258447.0,,,,,,,,0.48,,4000.0,,,,,,2000.0,,0.26,,,,17.61,1.26,9825.0,1209162.75,,1.21,17.61,,1.0,100.0,0.0373
2012-10-18,200.0,24650.0,0.02,0.01,0.02,,12325.0,100.0,100.0,12325.0,,,,,,,,0.25,,2000.0,,,,,,,6000.0,0.01,0.74,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-19,200.0,24448.0,0.02,0.01,0.02,,12224.0,100.0,100.0,12224.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-22,200.0,24358.0,0.02,0.01,0.02,,12179.0,100.0,100.0,12179.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0021
2012-10-23,200.0,23972.0,0.02,0.01,0.02,,11986.0,100.0,100.0,11986.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-24,200.0,24070.0,0.02,0.01,0.02,,12035.0,100.0,100.0,12035.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-25,200.0,24124.0,0.02,0.01,0.02,,12062.0,100.0,100.0,12062.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-26,200.0,24150.0,0.02,0.01,0.02,,12075.0,100.0,100.0,12075.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-29,200.0,24066.0,0.02,0.01,0.02,,12033.0,100.0,100.0,12033.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-30,200.0,24276.0,0.02,0.01,0.02,,12138.0,100.0,100.0,12138.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-10-31,200.0,24126.0,0.02,0.01,0.02,,12063.0,100.0,100.0,12063.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-01,200.0,24424.0,0.02,0.01,0.02,,12212.0,100.0,100.0,12212.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-02,200.0,24548.0,0.02,0.01,0.02,,12274.0,100.0,100.0,12274.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-05,200.0,24398.0,0.02,0.01,0.02,,12199.0,100.0,100.0,12199.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-06,200.0,24546.0,0.02,0.01,0.02,,12273.0,100.0,100.0,12273.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-07,200.0,24210.0,0.02,0.01,0.02,,12105.0,100.0,100.0,12105.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-08,200.0,24180.0,0.03,0.01,0.02,,12090.0,100.0,100.0,12090.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-09,200.0,24162.0,0.04,0.01,0.02,,12081.0,100.0,100.0,12081.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-12,200.0,24096.0,0.03,0.01,0.02,,12048.0,100.0,100.0,12048.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-13,200.0,24204.0,0.04,0.01,0.02,,12102.0,100.0,100.0,12102.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-14,200.0,23972.0,0.04,0.01,0.02,,11986.0,100.0,100.0,11986.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0012
2012-11-15,4430.0,525973.9,0.88,0.15,0.53,,11873.0,4330.0,100.0,514100.9,,,,,,,,,,,,,,,,4230.0,,0.52,,,,2.44,2.44,172986.0,20538627.78,,20.7,2.44,2.32,0.9547,97.68,0.025
2012-11-16,4430.0,520126.3,0.89,0.15,0.53,,11741.0,4330.0,100.0,508385.3,,,,,,,,,,,,,,,,,,0.52,,,,2.44,2.44,172986.0,20310286.26,,20.57,2.45,2.3,0.955,97.7,0.025
2012-11-19,200.0,24026.0,0.04,0.01,0.02,,12013.0,100.0,100.0,12013.0,,,,,,,,0.5,,4230.0,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-20,200.0,24066.0,0.04,0.01,0.02,,12033.0,100.0,100.0,12033.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-21,200.0,24160.0,0.04,0.01,0.02,,12080.0,100.0,100.0,12080.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-22,200.0,24282.0,0.04,0.01,0.02,,12141.0,100.0,100.0,12141.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0011
2012-11-23,100.0,12215.0,0.02,0.0,0.01,,12215.0,0.0,100.0,0.0,,,,,,,,0.01,,100.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0006
2012-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,0.01,,,0.0,0.0,177316.0,21563398.76,,21.62,0.0,,0.0,,0.0
2012-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177316.0,21613047.24,,21.63,0.0,,0.0,,0.0
2012-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177316.0,21660922.56,,21.6,0.0,,0.0,,0.0
2012-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177316.0,21859516.48,,21.62,0.0,,0.0,,0.0
2012-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166216.0,20489446.32,,20.38,0.0,,0.0,,0.0
2012-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166216.0,20517703.04,,20.47,0.0,,0.0,,0.0
2012-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,166216.0,20517703.04,,20.49,0.0,,0.0,,0.0
2012-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164388.0,20344658.88,,20.28,0.0,,0.0,,0.0
2012-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164388.0,20487676.44,,20.42,0.0,,0.0,,0.0
2012-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,162373.0,20257655.48,,20.2,0.0,,0.0,,0.0
2012-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,162373.0,20291753.81,,20.23,0.0,,0.0,,0.0
2012-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,162373.0,20363197.93,,20.22,0.0,,0.0,,0.0
2012-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,162373.0,20384306.42,,20.28,0.0,,0.0,,0.0
2012-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173473.0,21682390.27,,21.74,0.0,,0.0,,0.0
2012-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173473.0,21652899.86,,21.65,0.0,,0.0,,0.0
2012-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,173473.0,21656369.32,,21.64,0.0,,0.0,,0.0
2012-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177689.0,22289308.16,,22.14,0.0,,0.0,,0.0
2012-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177039.0,22273276.59,,22.12,0.0,,0.0,,0.0
2012-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177039.0,22294521.27,,22.27,0.0,,0.0,,0.0
2012-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177039.0,22230787.23,,22.36,0.0,,0.0,,0.0
2012-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177039.0,22198920.21,,22.25,0.0,,0.0,,0.0
2012-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,177039.0,22198920.21,,22.27,0.0,,0.0,,0.0
2012-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,174928.0,21934221.92,,21.93,0.0,,0.0,,0.0
2012-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,21645824.92,,21.68,0.0,,0.0,,0.0
2012-12-28,950.0,118009.0,0.16,0.03,0.12,,0.0,950.0,0.0,118009.0,,,,,,,,,,,,,,,,950.0,,0.12,,,,0.55,0.55,171678.0,21325841.16,,21.56,0.55,,1.0,100.0,0.0055
2012-12-31,950.0,118408.0,0.17,0.03,0.12,,0.0,950.0,0.0,118408.0,,,,,,,,,,,,,,,,,,0.12,,,,0.55,0.55,171678.0,21397945.92,,21.39,0.55,,1.0,100.0,0.0055
2013-01-01,950.0,118408.0,0.17,0.03,0.12,,0.0,950.0,0.0,118408.0,,,,,,,,,,,,,,,,,,0.12,,,,0.55,0.55,171678.0,21397945.92,,21.4,0.55,,1.0,100.0,0.0055
2013-01-02,950.0,121400.5,0.17,0.03,0.12,,0.0,950.0,0.0,121400.5,,,,,,,,,,,,,,,,,,0.12,,,,0.55,0.55,171678.0,21938731.62,,21.47,0.55,,1.0,100.0,0.0055
2013-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.12,,950.0,,,,,,,,0.0,,,,0.0,0.0,172628.0,22110194.24,,22.07,0.0,,0.0,,0.0
2013-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22189603.12,,22.13,0.0,,0.0,,0.0
2013-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22106741.68,,22.13,0.0,,0.0,,0.0
2013-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22075668.64,,22.18,0.0,,0.0,,0.0
2013-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22231033.84,,22.09,0.0,,0.0,,0.0
2013-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22179245.44,,21.88,0.0,,0.0,,0.0
2013-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,161528.0,20722427.12,,20.53,0.0,,0.0,,0.0
2013-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,161528.0,20657815.92,,20.59,0.0,,0.0,,0.0
2013-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,161528.0,20661046.48,,20.53,0.0,,0.0,,0.0
2013-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22073942.36,,21.98,0.0,,0.0,,0.0
2013-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22184424.28,,21.87,0.0,,0.0,,0.0
2013-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22148172.4,,21.99,0.0,,0.0,,0.0
2013-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,172628.0,22208592.2,,21.98,0.0,,0.0,,0.0
2013-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,179584.0,23076544.0,,23.1,0.0,,0.0,,0.0
2013-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115585.0,14887348.0,,14.85,0.0,,0.0,,0.0
2013-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115585.0,14932426.15,,14.81,0.0,,0.0,,0.0
2013-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115585.0,14982127.7,,14.86,0.0,,0.0,,0.0
2013-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115585.0,14968257.5,,14.96,0.0,,0.0,,0.0
