,AKE FP Equity_DX_SI_QTY,AKE FP Equity_DX_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AKE FP Equity_DX_SI_MV,AKE FP Equity_DX_DSS,AKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY,AKE FP Equity_DX_BROKER_SI_QTY,AKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AKE FP Equity_DX_BROKER_SI_MV_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,AKE FP Equity_DX_BROKER_SI_MV_INC_x,AKE FP Equity_DX_SUPPLY_SI_MV_NEW,AKE FP Equity_DX_BROKER_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_NEW,AKE FP Equity_DX_SUPPLY_SI_MV_DEC,AKE FP Equity_DX_BROKER_SI_QTY_INC,AKE FP Equity_DX_SUPPLY_SI_QTY_DEC,AKE FP Equity_DX_BROKER_SI_MV_NEW_y,AKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AKE FP Equity_DX_BROKER_SI_MV_INC_y,AKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,AKE FP Equity_DX_BROKER_SI_MV_ADD,AKE FP Equity_DX_SUPPLY_SI_QTY_ADD,AKE FP Equity_DX_BROKER_SI_QTY_DEC,AKE FP Equity_DX_SUPPLY_SI_MV,AKE FP Equity_DX_BROKER_SI_MV_DEC,AKE FP Equity_DX_SUPPLY_SI_MV_RMV,AKE FP Equity_DX_BROKER_SI_MV_RMV,AKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AKE FP Equity_DX_UTILIZATION_QUANTITY,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AKE FP Equity_DX_ACTIVE_UTILIZATION_MV,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AKE FP Equity_DX_BROKER_SI_CON_RATIO,AKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AKE FP Equity_DX_DEMAND_SUPPLY_RATIO,AKE FP Equity_PX_LAST
2009-10-21,997651.0,23394100.66,1.84,2.71,1.65,28.52,1.0,15039954.11,516918.0,641385.0,12121304.67,2.41,,21585.0,0.2,,,83633.0,0.32,6635.0,10040.0,2.41,,0.2,21585.0,,7187.0,4200.0,14.67,0.13,,,5.06,5.06,9708675.0,227660494.77,,277.67,5.02,21.38,0.1275,22.05,0.0976,28.09
2009-10-22,991700.0,22571571.04,1.83,2.63,1.64,27.78,1.0,14510422.48,509952.0,637527.0,11606753.85,,,16735.0,0.22,,,,0.34,10000.0,11181.0,,,0.22,16735.0,,,13858.0,14.1,0.45,0.36,,5.02,5.02,9648973.0,219615286.43,12520.0,269.39,4.97,22.38,0.1328,22.63,0.0976,27.265
2009-10-23,867391.0,20191172.23,1.6,2.3,1.43,24.04,1.0,13392351.78,446667.0,575321.0,10397537.36,,,,,,,,1.69,,63285.0,,,,,,,62206.0,12.32,1.78,,,4.51,4.51,9460507.0,220222167.68,,259.34,4.54,25.28,0.1616,25.83,0.0876,27.885
2009-10-26,829000.0,18529341.39,1.53,2.16,1.37,23.06,1.0,12517005.96,398802.0,560009.0,8913797.84,,,,,,,,1.43,,47865.0,,,,,,,15312.0,10.98,0.36,,,3.99,3.99,9598963.0,214550618.13,,265.54,3.97,21.06,0.1487,26.48,0.0829,26.775
2009-10-27,697878.0,15176205.84,1.28,1.8,1.15,18.94,1.0,9906293.05,307380.0,455541.0,6684351.92,,,1528.0,0.0,,,,2.62,346.0,92950.0,,,0.0,1528.0,,,104814.0,8.15,3.03,,,3.08,3.08,9667848.0,210239112.37,,258.08,3.06,21.19,0.1539,26.26,0.07,26.05
2009-10-28,664583.0,13681013.55,1.22,1.65,1.1,17.71,1.0,9531953.76,266493.0,463034.0,5485987.97,,,10754.0,0.24,,,,1.61,13789.0,58230.0,,,0.24,10754.0,,6589.0,6296.0,6.87,0.21,,,2.67,2.67,9716510.0,200022728.5,,250.9,2.66,14.64,0.1497,28.66,0.0666,24.66
2009-10-29,651945.0,14838583.12,1.2,1.55,1.08,16.82,1.0,10495996.76,260191.0,461150.0,5922072.85,,,4452.0,0.08,,,,0.34,3276.0,10754.0,,,0.08,4452.0,,,5160.0,6.57,0.18,,,2.64,2.64,9584217.0,218141408.59,,241.79,2.65,15.19,0.1514,28.67,0.0662,27.265
2009-10-30,713051.0,15509137.41,1.31,1.66,1.18,18.85,1.0,11559766.82,237848.0,531474.0,5173286.78,,,10538.0,2.0,,,,0.85,77924.0,32881.0,,,2.0,10538.0,,,7600.0,6.32,0.18,,,2.43,2.43,9569839.0,208147731.38,,253.51,2.43,13.53,0.1886,36.92,0.0727,26.055
2009-11-02,632352.0,13875314.98,1.16,1.48,1.05,16.52,1.0,10226931.65,221014.0,466081.0,4849575.66,,,,0.39,,,,0.49,10538.0,16834.0,,,0.39,,,,75931.0,5.73,2.11,,,2.26,2.26,9550535.0,209561575.47,,248.79,2.25,15.52,0.1823,34.29,0.0647,26.285
2009-11-03,506160.0,10939459.0,0.93,1.16,0.84,13.44,0.0,8680764.16,171217.0,401652.0,3700453.12,,,2497.0,0.67,,,,1.63,24571.0,65656.0,,,0.67,2497.0,,13362.0,89000.0,4.51,2.26,,,1.75,1.75,9605758.0,207605887.03,,252.86,1.75,19.59,0.1476,24.11,0.0518,25.89
2009-11-04,582043.0,13337468.05,1.07,1.32,0.96,15.34,0.0,9691681.57,232410.0,422942.0,5325656.27,,,12193.0,0.54,,,,,21290.0,,,,0.54,12193.0,,49000.0,,6.11,,,,2.33,2.33,9756715.0,223574331.5,,252.39,2.36,17.14,0.1333,23.35,0.0583,27.45
2009-11-05,650805.0,14649651.0,1.2,1.48,1.08,17.65,1.0,10407317.54,284840.0,462341.0,6411761.73,,,43700.0,1.29,,,,0.19,44223.0,9593.0,,,1.29,43700.0,,18323.0,4824.0,7.69,0.11,,,2.84,2.84,9734397.0,219121731.85,,264.48,2.83,14.52,0.128,20.04,0.065,26.965
2009-11-06,674657.0,15271039.92,1.24,1.52,1.12,18.34,1.0,11097436.6,295494.0,490272.0,6688584.97,,,3205.0,0.81,,,,0.09,27931.0,2551.0,,,0.81,3205.0,,10000.0,,8.01,,,,2.89,2.89,9941439.0,225027105.41,,268.51,2.9,16.66,0.1307,19.27,0.0659,27.115
2009-11-09,661287.0,15492838.89,1.22,1.49,1.09,18.12,1.0,11067628.82,298464.0,472404.0,6992508.04,,,5795.0,,,,,0.0,,2825.0,,,,5795.0,,,17868.0,8.21,0.43,,,2.93,2.93,9891102.0,231731834.62,,267.95,2.97,16.22,0.1277,17.95,0.0649,28.065
2009-11-10,593731.0,12985748.55,1.09,1.38,0.98,16.42,0.0,8543310.31,307845.0,390615.0,6733011.69,,,21872.0,0.12,,,,0.57,1844.0,22813.0,,,0.12,21872.0,,10322.0,,8.38,,,2.34,3.05,3.05,9772194.0,213731898.95,,270.08,3.01,18.48,0.1463,20.06,0.0589,26.2
2009-11-11,568418.0,12633782.96,1.05,1.31,0.94,15.32,0.0,8317540.13,300667.0,374222.0,6682690.59,,,,,,,,0.34,,7178.0,,,,,,,16393.0,7.93,0.64,,,2.97,2.97,9824490.0,218361266.38,,258.27,2.98,18.8,0.1463,19.3,0.0561,26.625
2009-11-12,462281.0,10326856.12,0.85,1.06,0.76,12.39,0.0,7379169.22,225664.0,330328.0,5041088.99,,,2076.0,0.0,,,,2.03,1027.0,77079.0,,,0.0,2076.0,,,44921.0,6.04,1.27,,,2.22,2.22,9928847.0,221799672.45,,265.45,2.22,22.45,0.1465,23.27,0.0455,26.76
2009-11-13,518491.0,11502453.03,0.95,1.22,0.86,13.92,0.0,8449069.99,280860.0,380855.0,6230732.95,,,11813.0,1.49,,,,0.22,53714.0,7483.0,,,1.49,11813.0,,50866.0,3187.0,7.49,0.1,,,2.76,2.76,9891859.0,219445744.48,,264.07,2.76,20.87,0.1741,31.5,0.051,26.575
2009-11-16,527301.0,12012630.08,0.97,1.25,0.87,14.1,0.0,9125321.44,267770.0,400561.0,6100162.82,,,,1.35,,,,0.45,51000.0,16239.0,,,1.35,,,3149.0,31294.0,7.15,0.89,,,2.66,2.66,9785725.0,222932053.05,,261.34,2.66,25.18,0.1823,30.41,0.0525,27.29
2009-11-17,524905.0,11745526.64,0.97,1.22,0.87,14.35,0.0,8986417.05,248839.0,401601.0,5568141.1,,,5736.0,0.14,,,,0.63,1040.0,24667.0,,,0.14,5736.0,,,,6.77,,,,2.33,2.33,10409976.0,232938627.78,,283.35,2.33,25.34,0.1786,29.77,0.0492,26.805
2009-11-18,524429.0,11842133.2,0.97,1.23,0.87,14.1,0.0,9471443.94,239217.0,419443.0,5401759.97,,,,0.42,,,,0.29,17842.0,10347.0,,,0.42,,,725.0,,6.4,,,,2.28,2.28,10262842.0,231745273.42,,275.04,2.28,25.12,0.1876,31.58,0.0499,27.05
2009-11-19,532328.0,12033831.97,0.98,1.23,0.88,14.45,0.0,9660829.97,239739.0,427356.0,5419551.19,,,5762.0,0.29,,,,0.22,7913.0,8331.0,,,0.29,5762.0,,3091.0,,6.49,,,,2.43,2.43,9610208.0,217248817.1,,260.21,2.43,25.67,0.1875,31.28,0.054,27.08
2009-11-20,545246.0,11923036.24,1.0,1.28,0.9,14.81,0.0,9752273.3,251657.0,445976.0,5503049.14,,,14669.0,0.62,,,,0.35,21620.0,11862.0,,,0.62,14669.0,,9111.0,3000.0,6.74,0.08,,,2.65,2.65,9248402.0,202237214.38,,248.26,2.64,25.45,0.1815,29.6,0.0574,26.195
2009-11-23,527694.0,11821150.02,0.97,1.25,0.87,13.94,0.0,10114198.66,233805.0,451496.0,5237588.41,,,6248.0,0.0,,,,0.65,5520.0,25300.0,,,0.0,6248.0,,1200.0,,6.14,,,,2.51,2.51,9067764.0,203131736.47,,238.46,2.51,26.24,0.1912,30.95,0.0567,26.835
2009-11-24,531128.0,11614314.26,0.98,1.27,0.88,14.34,0.0,9948750.64,238594.0,454961.0,5217397.12,,,7189.0,0.2,,,,0.07,3465.0,2400.0,,,0.2,7189.0,,,,6.37,,,,2.35,2.35,9895970.0,216397752.44,,264.17,2.35,26.96,0.1921,30.46,0.0524,26.195
2009-11-25,511722.0,11145104.39,0.94,1.23,0.85,13.52,0.0,9575818.32,222839.0,439669.0,4853345.99,,,600.0,0.09,,,,0.47,3800.0,16355.0,,,0.09,600.0,,,19092.0,5.79,0.68,,,2.11,2.11,10315009.0,224656849.01,,268.63,2.11,27.44,0.2019,31.96,0.0486,26.09
2009-11-26,489066.0,10186242.11,0.9,1.22,0.81,13.05,0.0,8685525.84,218617.0,417013.0,4553343.91,,,,0.05,,,,0.14,1851.0,5222.0,,,0.05,,,1000.0,24507.0,5.66,0.51,,,2.08,2.08,10304814.0,214628149.0,,266.56,2.08,27.86,0.1926,29.73,0.0465,24.95
2009-11-27,465671.0,9912777.22,0.86,1.2,0.77,11.89,0.0,8581163.75,199537.0,403116.0,4247560.68,,,,,,,,0.52,,19080.0,,,,,,,13897.0,5.0,0.73,,,1.91,1.91,10263448.0,218478869.37,,257.54,1.91,27.89,0.1983,30.16,0.0445,25.5
2009-11-30,488207.0,10237634.26,0.9,1.28,0.81,12.62,0.0,8597958.67,222012.0,410015.0,4655561.38,,,7161.0,0.16,,15637.0,,0.01,1946.0,561.0,,,0.16,7161.0,0.4,15875.0,10684.0,5.64,0.29,,,2.13,2.13,10222728.0,214369212.98,,259.56,2.13,28.09,0.198,29.72,0.0467,25.12
2009-12-01,480626.0,10471857.92,0.88,1.29,0.8,12.28,0.0,8710519.59,219452.0,399786.0,4781410.42,,,,0.06,,,,0.14,2648.0,5208.0,,,0.06,,,2648.0,12877.0,5.53,0.37,,,2.11,2.11,10160491.0,221376326.11,,256.94,2.11,26.72,0.1975,30.48,0.0463,26.1
2009-12-02,462301.0,10205737.11,0.85,1.25,0.76,12.16,0.0,8469087.78,206300.0,383634.0,4554269.98,,,553.0,,,,,0.29,,13705.0,,,,553.0,,,16152.0,5.41,0.28,,,2.01,2.01,10082948.0,222590728.95,,264.2,2.0,27.29,0.1899,28.22,0.0449,26.445
2009-12-03,455211.0,9954217.45,0.84,1.26,0.75,12.07,0.0,8144308.05,208781.0,372443.0,4565468.48,,,4101.0,,,,,0.04,,1620.0,,,,4101.0,,,11191.0,5.51,0.25,,,2.03,2.03,10088697.0,220612163.92,,266.21,2.03,26.29,0.183,27.48,0.0442,26.195
2009-12-04,447292.0,10109637.16,0.82,1.26,0.74,11.86,0.0,8317286.0,205314.0,367991.0,4640481.04,,,,0.02,,,,0.1,548.0,3467.0,,,0.02,,,,5000.0,5.45,0.13,,,2.03,2.03,9928680.0,224406768.52,,263.48,2.03,26.86,0.1888,27.85,0.0441,27.075
2009-12-07,533594.0,12251762.23,0.98,1.54,0.88,14.54,0.0,9361774.14,262314.0,407728.0,6022947.7,,8975.0,55956.0,1.37,0.24,,,0.03,44737.0,1101.0,,8975.0,1.37,55956.0,,2145.0,5000.0,7.13,0.08,0.24,,2.58,2.58,9895499.0,227208890.76,8975.0,269.12,2.58,23.95,0.1894,25.65,0.0525,27.505
2009-12-08,459844.0,10197561.13,0.85,1.32,0.76,12.66,0.0,7821233.38,234731.0,352687.0,5205425.58,,,2145.0,,,,,0.77,,29728.0,,,,2145.0,,,55041.0,6.45,1.49,,,2.3,2.3,9951324.0,220681872.14,,272.76,2.31,23.97,0.1773,27.02,0.0451,26.565
2009-12-09,451152.0,9970910.75,0.83,1.35,0.75,12.03,0.0,7430069.18,247142.0,336187.0,5462085.56,,,10911.0,0.0,,,,,1500.0,,,,0.0,10911.0,,1500.0,18000.0,6.56,0.53,,,2.37,2.37,10197590.0,225376945.48,,270.72,2.37,24.12,0.173,25.43,0.0432,26.475
2009-12-10,440287.0,9416531.44,0.81,1.4,0.73,11.72,0.0,7190117.94,236277.0,336187.0,5053317.04,,,,,,,,0.29,,10865.0,,,,,,,,6.22,,,,2.26,2.26,10220012.0,218578028.31,,268.98,2.26,24.13,0.1731,25.43,0.0421,25.62
2009-12-11,448491.0,9863428.67,0.83,1.48,0.74,11.7,0.0,7511399.07,238620.0,341544.0,5247845.22,,,491.0,0.18,,,,0.12,8203.0,3102.0,,,0.18,491.0,,4954.0,2846.0,6.15,0.09,,,2.26,2.26,10329215.0,227165038.69,,266.85,2.25,25.03,0.1767,26.16,0.0424,26.345
2009-12-14,437368.0,9708258.13,0.81,1.52,0.72,11.58,0.0,7398748.91,236580.0,333322.0,5251366.6,,,256.0,,,,,0.05,,2296.0,,,,256.0,,,8222.0,6.23,0.22,,,2.22,2.22,10420459.0,231302943.45,,274.71,2.22,24.34,0.1732,25.68,0.041,26.59
2009-12-15,429865.0,9493269.82,0.79,1.56,0.71,11.52,0.0,7206550.45,225031.0,326320.0,4969653.27,,,,,,,,0.28,,11549.0,,,,,,,7002.0,6.0,0.13,,,2.11,2.11,10423150.0,230188024.92,,277.81,2.11,23.18,0.1706,25.93,0.0404,26.455
2009-12-16,329558.0,7397732.68,0.61,1.24,0.55,8.78,0.0,5991580.28,183919.0,266916.0,4128510.3,,,,,,,,1.1,,41112.0,,,,,,,59404.0,4.88,1.59,,,2.36,2.36,7601853.0,170642121.72,,202.05,2.36,25.15,0.1713,27.5,0.0423,26.89
2009-12-17,381277.0,8404323.34,0.7,1.44,0.63,10.33,0.0,7023532.94,183428.0,318635.0,4043223.75,,,,1.45,,,,0.02,51719.0,491.0,,,1.45,,,,,4.95,,,,2.32,2.32,7716564.0,170092869.28,,206.3,2.34,21.29,0.2129,37.88,0.0483,26.405
2009-12-18,309001.0,6729920.55,0.57,1.19,0.51,8.58,0.0,5379584.87,140814.0,247001.0,3066873.67,,,,,,,,1.18,,42614.0,,,,,,,71634.0,3.71,1.62,,,1.8,1.8,7697815.0,167655390.53,,202.88,1.79,21.34,0.1716,30.4,0.0394,26.09
2009-12-21,314365.0,6854619.2,0.58,1.23,0.52,8.21,0.0,5397850.45,197847.0,247555.0,4313984.84,,,,0.04,,,,0.49,1722.0,18657.0,,,0.04,,,75690.0,1168.0,5.16,0.49,,,2.51,2.51,7685932.0,167589067.06,,200.6,2.51,22.66,0.1578,26.09,0.0399,26.12
2009-12-22,299811.0,6538525.7,0.55,1.16,0.5,7.84,0.0,5325039.05,186679.0,244169.0,4071249.68,,,,,,,,0.29,,11168.0,,,,,,,3386.0,4.88,0.08,,,2.37,2.37,7690239.0,167715078.28,,200.99,2.37,22.9,0.1554,25.23,0.0381,26.125
2009-12-23,274446.0,5956706.83,0.51,1.11,0.45,7.16,0.0,4749026.34,161605.0,218804.0,3507551.97,,,,0.02,,,,0.65,1163.0,25074.0,,,0.02,,,,26528.0,4.21,0.7,,,2.05,2.05,7718129.0,167517951.64,,201.2,2.05,19.04,0.1463,25.17,0.0348,26.0
2009-12-24,269869.0,5857365.44,0.5,1.14,0.45,7.02,0.0,4649359.38,161620.0,214212.0,3507877.54,,,15.0,0.06,,,,,2408.0,,,,0.06,15.0,,,7000.0,4.2,0.18,,,1.5,1.5,10578106.0,229592256.02,,274.72,1.51,19.36,0.1558,26.59,0.0251,26.0
2009-12-25,269869.0,5857365.44,0.5,1.2,0.45,7.02,0.0,4649359.38,161620.0,214212.0,3507877.54,,,,,,,,,,,,,,,,,,4.2,,,,1.5,1.5,10624524.0,230599734.43,,275.7,1.5,19.35,0.1558,26.6,0.025,
2009-12-28,297571.0,6448686.52,0.55,1.32,0.49,7.76,0.0,4924125.67,176313.0,227221.0,3820894.06,,,1684.0,0.34,,,,,13009.0,,,,0.34,1684.0,,13009.0,,4.59,,,,1.62,1.62,10685043.0,231556478.01,,277.72,1.62,18.43,0.1532,25.33,0.0274,25.96
2009-12-29,302771.0,6614453.55,0.56,1.37,0.5,7.88,0.0,5077559.96,176313.0,232421.0,3851802.68,,,,0.13,,,,,5200.0,,,,0.13,,,,,4.59,,,,1.62,1.62,10712799.0,234035992.06,,278.72,1.62,18.05,0.1571,26.73,0.0278,26.17
2009-12-30,307638.0,6702803.06,0.57,1.45,0.51,8.09,0.0,5206711.31,179629.0,238972.0,3913748.66,,,,0.05,,5000.0,,0.04,1551.0,1684.0,,,0.05,,0.13,5000.0,,4.71,,,,1.65,1.65,10698221.0,233092363.44,,280.36,1.65,17.86,0.1516,25.89,0.0283,26.1
2009-12-31,290862.0,6313007.52,0.54,1.4,0.48,7.64,0.0,5105001.46,162853.0,235205.0,3534639.16,,,,,,,,0.44,,16776.0,,,,,,,3767.0,4.28,0.11,,,1.5,1.5,10725463.0,232790562.61,,280.28,1.51,16.63,0.151,26.28,0.0267,26.0
2010-01-01,290862.0,6313007.52,0.54,1.48,0.48,7.63,0.0,5105001.46,162853.0,235205.0,3534639.16,,,,,,,,,,,,,,,,,,4.28,,,,1.5,1.5,10725470.0,232790714.54,,280.07,1.51,16.64,0.151,26.27,0.0267,
2010-01-04,302066.0,6755391.63,0.56,1.54,0.5,7.86,0.0,5219748.02,175862.0,233400.0,3932970.55,,,,,,,,,,,,,,,,13009.0,1805.0,4.59,0.06,,,1.63,1.63,10636075.0,237864744.76,,277.41,1.63,16.58,0.1513,26.66,0.0279,26.79
2010-01-05,306424.0,6994822.17,0.56,1.64,0.51,8.16,0.0,5442020.23,175220.0,238400.0,3999793.56,,,,0.14,,,,0.02,5000.0,642.0,,,0.14,,,,,4.68,,,,1.61,1.61,10725864.0,244842151.22,,288.8,1.59,16.42,0.1457,25.79,0.0281,27.345
2010-01-06,306774.0,7107809.08,0.56,1.64,0.51,8.28,0.0,5523615.7,175570.0,238400.0,4067874.2,,,,,,,,,,,,,,,,350.0,,4.76,,,,1.61,1.61,10757015.0,249234970.56,,294.74,1.59,16.59,0.1454,25.62,0.0281,27.755
2010-01-07,297424.0,6839033.95,0.55,1.6,0.49,8.17,0.0,5274874.89,175220.0,229400.0,4029047.85,,,,0.14,,,,0.01,5000.0,350.0,,,0.14,,,,14000.0,4.8,0.34,,,1.6,1.6,10759757.0,247412258.02,,298.74,1.58,17.12,0.1328,21.54,0.0272,27.545
2010-01-08,253207.0,5869857.53,0.47,1.38,0.42,6.93,0.0,4579985.04,162837.0,197566.0,3774895.6,,,,,,,,0.34,,12383.0,,,,,,,31834.0,4.42,0.85,,,1.5,1.5,10714714.0,248389043.97,,294.65,1.48,17.73,0.1244,19.26,0.0233,27.77
2010-01-11,202084.0,4701591.27,0.37,1.1,0.33,5.62,0.0,4338044.11,127822.0,186458.0,2973846.52,,,,,,5000.0,,,,,,,,,0.14,5000.0,16108.0,3.54,0.43,1.04,,1.17,1.17,10772058.0,250617633.5,40015.0,297.84,1.18,13.79,0.1347,22.92,0.0185,27.87
2010-01-12,202084.0,4657729.99,0.37,1.07,0.33,5.67,0.0,4297574.37,127822.0,186458.0,2946103.42,,,,,,,,,,,,,,,,,,3.56,,,,1.17,1.17,10831204.0,249642840.35,,301.78,1.17,13.81,0.135,23.0,0.0184,27.61
2010-01-13,172084.0,3976331.2,0.32,0.9,0.28,4.8,0.0,3961866.27,112822.0,171458.0,2606968.92,,,,,,,,0.42,,15000.0,,,,,,,15000.0,3.12,0.42,,,1.04,1.04,10739951.0,248167187.4,,296.91,1.04,16.14,0.1709,27.02,0.0159,27.68
2010-01-14,183745.0,4290263.53,0.34,0.94,0.3,5.15,0.0,4147297.55,134531.0,177622.0,3141165.43,,,,0.47,,,,,16212.0,,,,0.47,,,21709.0,10048.0,3.73,0.28,,,1.23,1.23,10800896.0,252190210.21,,299.52,1.23,19.7,0.1594,23.32,0.0168,27.97
2010-01-15,196371.0,4540807.53,0.36,1.02,0.32,5.56,0.0,4274030.37,130109.0,184834.0,3008590.51,,,212.0,0.23,,,,0.27,7212.0,10048.0,,,0.23,212.0,,5414.0,,3.63,,,,1.19,1.19,10838910.0,250634788.83,,303.37,1.18,18.97,0.1602,22.7,0.0179,27.7
2010-01-18,296011.0,6862142.03,0.54,1.55,0.49,8.29,0.0,5717945.55,168296.0,246654.0,3901446.42,,,12099.0,1.71,,,,,61820.0,,,,1.71,12099.0,,26088.0,,4.66,,,,1.5,1.5,11081631.0,256894932.49,,306.96,1.5,15.67,0.1882,32.13,0.0263,27.77
2010-01-19,277404.0,6599842.2,0.51,1.45,0.46,7.79,0.0,5440461.26,147266.0,228673.0,3503671.04,,,,0.2,,,,0.58,7000.0,21030.0,,,0.2,,,,24981.0,4.11,0.73,,,1.3,1.3,11141141.0,265063851.12,,311.65,1.3,20.32,0.1663,23.42,0.0246,28.5
2010-01-20,314374.0,7335072.42,0.58,1.63,0.52,8.98,0.0,6198065.5,147266.0,265643.0,3436056.34,,,,1.0,,3621.0,,,33349.0,,,,1.0,,0.1,,,4.2,,,,1.3,1.3,11212040.0,261602821.44,,320.22,1.3,18.35,0.1763,28.25,0.0277,27.95
2010-01-21,270264.0,6053197.52,0.5,1.39,0.45,7.53,0.0,5523701.76,122176.0,246623.0,2736418.69,,,,0.22,,,,0.72,9691.0,25090.0,,,0.22,,,,28711.0,3.4,0.84,,,1.07,1.07,11341148.0,254011666.36,,314.83,1.07,20.42,0.1658,20.45,0.0236,26.83
2010-01-22,347693.0,7694522.04,0.64,1.76,0.58,9.36,0.0,5845940.63,209485.0,264161.0,4635948.81,,42200.0,,0.41,1.13,961.0,,0.15,16577.0,5200.0,,42200.0,0.41,,0.03,50309.0,,5.65,,,,1.81,1.81,11366982.0,251553794.63,,305.41,1.82,16.68,0.1395,19.87,0.03,26.51
2010-01-25,386265.0,8793190.23,0.71,1.95,0.64,10.39,0.0,6269181.65,248669.0,275391.0,5660864.49,,,13909.0,0.39,,,,0.53,14480.0,18720.0,,,0.39,13909.0,,43995.0,3250.0,6.62,0.1,,,2.11,2.11,11562520.0,263216801.73,,307.78,2.1,14.55,0.1335,21.76,0.0327,27.27
2010-01-26,489867.0,11534008.34,0.9,2.4,0.81,13.53,0.0,8418109.41,267810.0,357530.0,6305635.56,,,22203.0,1.96,,13000.0,,0.38,69139.0,16062.0,,,1.96,22203.0,0.37,13000.0,,7.34,,,,2.23,2.23,11736004.0,276326366.16,,322.67,2.22,17.47,0.1375,24.9,0.0408,28.205
2010-01-27,498435.0,12116463.39,0.92,2.32,0.82,14.15,0.0,8782214.72,266654.0,361274.0,6482095.82,,,,0.14,,,,0.12,3744.0,6878.0,,,0.14,,,5722.0,,7.55,,,,2.21,2.21,11784748.0,286475604.01,,334.71,2.21,17.28,0.135,23.93,0.0414,29.12
2010-01-28,509969.0,12060528.09,0.94,2.22,0.84,14.72,0.0,8964638.83,262388.0,379062.0,6205353.35,,,3494.0,0.2,,10000.0,,0.18,8000.0,7760.0,,,0.2,3494.0,0.29,,212.0,7.62,0.0,,,2.13,2.13,12046161.0,284886067.78,,350.05,2.13,17.11,0.129,23.1,0.0414,28.33
2010-01-29,832380.0,19275429.61,1.53,3.51,1.38,23.49,1.0,14482461.74,584799.0,625403.0,13542194.62,,,93485.0,6.81,,,,,246341.0,,,,6.81,93485.0,,228926.0,,16.62,,,,4.65,4.65,11991307.0,277682781.89,,339.74,4.66,14.33,0.188,34.84,0.0662,27.74
2010-02-01,840727.0,19816126.23,1.55,3.45,1.39,23.55,1.0,14966905.58,586299.0,634992.0,13819200.52,,,4942.0,0.85,,,,0.44,29442.0,14744.0,,,0.85,4942.0,,11302.0,19853.0,16.42,0.58,,,4.64,4.64,12043098.0,283858553.55,,337.63,4.64,15.0,0.1995,36.76,0.0666,28.235
2010-02-02,842417.0,19718828.26,1.55,3.42,1.39,23.78,1.0,15348752.2,587260.0,655721.0,13746255.22,,,22588.0,,,20729.0,,0.56,,21627.0,,,,22588.0,0.61,,,16.53,,,,4.53,4.53,12374300.0,289650727.07,,348.13,4.53,13.49,0.1903,36.16,0.065,28.04
2010-02-03,842643.0,19650258.41,1.55,3.4,1.39,23.76,1.0,14688296.66,599838.0,629864.0,13988096.63,,,42578.0,0.62,,,,0.83,21143.0,30000.0,,,0.62,42578.0,,,47000.0,16.86,1.34,,,4.57,4.57,12531407.0,292229788.69,,351.84,4.57,15.8,0.1686,30.44,0.0642,27.935
2010-02-04,844334.0,18769876.6,1.55,3.4,1.4,23.47,1.0,13836796.79,617290.0,622427.0,13722599.26,,,12994.0,0.17,,,,0.02,5621.0,250.0,,,0.17,12994.0,,4708.0,13058.0,17.35,0.37,,,4.68,4.68,12568137.0,279394624.1,,350.65,4.71,17.4,0.1687,29.74,0.064,26.63
2010-02-05,822359.0,17848871.82,1.51,3.28,1.36,22.26,1.0,13411434.95,586367.0,617911.0,12726788.93,,,,,,,,1.1,,30923.0,,,,,,,4516.0,15.67,0.17,,,4.44,4.44,12621989.0,273953667.13,,336.53,4.45,16.8,0.1711,30.28,0.0623,26.0
2010-02-08,803107.0,17193016.8,1.48,3.1,1.33,21.19,1.0,12984906.87,578485.0,606541.0,12384280.46,,,7444.0,,,,,0.47,,15326.0,,,,7444.0,,,11370.0,15.04,0.57,,,4.38,4.38,12636091.0,270515043.32,,327.97,4.39,14.91,0.17,31.4,0.0608,25.645
2010-02-09,673139.0,14506173.1,1.24,2.52,1.11,17.71,1.0,11359953.3,448517.0,527143.0,9665559.77,,,1674.0,0.49,,,,4.01,18949.0,148917.0,,,0.49,1674.0,,17275.0,98347.0,11.46,2.56,,,3.37,3.37,12865391.0,277249704.52,,329.14,3.36,16.77,0.1458,27.24,0.0506,25.815
