,CJ1 FP Equity_DX_SI_QTY,CJ1 FP Equity_DX_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CJ1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CJ1 FP Equity_DX_SI_MV,CJ1 FP Equity_DX_DSS,CJ1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SUPPLY_SI_QTY,CJ1 FP Equity_DX_BROKER_SI_QTY,CJ1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_x,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CJ1 FP Equity_DX_BROKER_SI_MV_INC_x,CJ1 FP Equity_DX_BROKER_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_NEW,CJ1 FP Equity_DX_SUPPLY_SI_MV_DEC,CJ1 FP Equity_DX_BROKER_SI_QTY_INC,CJ1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_y,CJ1 FP Equity_DX_BROKER_SI_MV_INC_y,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CJ1 FP Equity_DX_BROKER_SI_MV_ADD,CJ1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_DEC,CJ1 FP Equity_DX_SUPPLY_SI_MV,CJ1 FP Equity_DX_BROKER_SI_MV_DEC,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CJ1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CJ1 FP Equity_DX_BROKER_SI_CON_RATIO,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CJ1 FP Equity_DX_DEMAND_SUPPLY_RATIO,CJ1 FP Equity_PX_LAST
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.6
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4516
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.4955
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8725
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.952
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3432
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.9009
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5676
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6691
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1524
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3723
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5028
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9527
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1025
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8704
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0757
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4022
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.1739
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8887
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9749
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.8122
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.2751
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3166
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.639
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3839
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1377
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.4784
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2469
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.7508
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.2257
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.9937
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1852
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.589
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3835
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1945
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.842
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.317
2021-08-05,900.0,206556.03,1.25,0.07,0.21,,206556.03,0.0,900.0,0.0,,,,900.0,,,,,,,,0.21,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,229.5067
2021-08-06,900.0,207437.58,1.23,0.07,0.21,,207437.58,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,230.4862
2021-08-09,900.0,207396.36,1.25,0.07,0.21,,207396.36,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,230.4404
2021-08-10,900.0,207686.97,1.27,0.07,0.21,,207686.97,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,230.7633
2021-08-11,900.0,210038.76,1.18,0.07,0.21,,210038.76,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,233.3764
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.9456
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.6208
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9366
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6186
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.8424
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5552
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0917
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.1248
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.7
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.8839
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3745
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6014
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.798
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.2856
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.3297
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0031
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6941
2021-09-06,4600.0,1134860.48,0.8,0.35,1.11,,1134860.48,0.0,4600.0,0.0,,,,4600.0,,,,,,,,1.11,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.7088
2021-09-07,4600.0,1121063.7,0.79,0.35,1.13,,1121063.7,0.0,4600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,243.7095
2021-09-08,18000.0,4406382.0,3.09,1.39,4.39,,4406382.0,0.0,18000.0,0.0,,,3.25,,,,13400.0,,,3.25,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,244.799
2021-09-09,18000.0,4436370.0,3.08,1.58,4.4,,4436370.0,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,246.465
2021-09-10,18000.0,4458544.2,1.09,1.58,4.44,,4458544.2,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,247.6969
2021-09-13,18000.0,4485740.4,1.09,1.58,4.45,,4485740.4,0.0,18000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.2078
2021-09-14,13400.0,3337594.28,0.81,1.18,3.33,,3337594.28,0.0,13400.0,0.0,,,,,,,,,,,,,,4600.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.0742
2021-09-15,13400.0,3339952.68,0.81,1.17,3.34,,3339952.68,0.0,13400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,249.2502
2021-09-16,5400.0,1352752.38,0.32,0.47,1.35,,1352752.38,0.0,5400.0,0.0,,,,,,,,,,,,,,8000.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,250.5097
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.583
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.45
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.4651
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.4727
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.9522
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.8351
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.7572
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.9769
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.8983
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0632
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5206
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.9445
2021-10-05,750.0,177129.0,0.04,0.07,0.17,,177129.0,0.0,750.0,0.0,,,,750.0,,,,,,,,0.17,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,236.172
2021-10-06,750.0,174649.73,0.04,0.07,0.18,,174649.73,0.0,750.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,232.8663
2021-10-07,750.0,177509.03,0.04,0.07,0.17,,177509.03,0.0,750.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,236.6787
2021-10-08,750.0,176186.78,0.04,0.07,0.18,,176186.78,0.0,750.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,234.9157
2021-10-11,750.0,178097.7,0.04,0.07,0.18,,178097.7,0.0,750.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,237.4636
2021-10-12,750.0,176465.85,0.04,0.07,0.18,,176465.85,0.0,750.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,235.2878
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.3105
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.825
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.2989
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9181
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.988
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.4681
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.3958
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.2266
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.2781
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.2847
2021-10-27,1800.0,424142.82,0.14,0.17,0.43,,424142.82,0.0,1800.0,0.0,,,,1800.0,,,,,,,,0.43,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,235.6349
2021-10-28,1800.0,422526.6,0.14,0.17,0.42,,422526.6,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,234.737
2021-10-29,1800.0,426251.7,0.14,0.17,0.42,,426251.7,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,236.8065
2021-11-01,1800.0,430842.06,0.14,0.17,0.43,,430842.06,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,239.3567
2021-11-02,1800.0,431548.56,0.14,0.17,0.43,,431548.56,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,239.7492
2021-11-03,1800.0,430849.44,0.14,0.17,0.43,,430849.44,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,239.3608
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.4302
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.2489
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6859
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.471
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.2089
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.488
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.2468
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.323
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.4118
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4431
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.1713
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1232
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.9999
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.9001
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.9876
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.8565
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.3799
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.8747
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.2861
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3572
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4742
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.5756
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5123
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6497
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.7817
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.1599
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.5206
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.2928
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.6699
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.4983
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.7492
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0553
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.3481
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5682
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.4347
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0343
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6219
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.9146
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.2052
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.1491
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.9265
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.2224
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.6689
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.6437
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6425
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.1366
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.9316
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1755
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.4898
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5906
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.9188
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5121
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.6045
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8867
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.6917
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5569
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1637
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8566
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6395
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.4229
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1842
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.9774
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9109
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.5399
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5859
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.295
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8607
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0021
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.5551
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1913
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1265
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8551
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.2612
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.5968
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.5335
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5325
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.021
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.4493
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3051
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.5008
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3356
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.9001
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.2185
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7776
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6442
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1489
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7902
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1881
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.9573
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.6832
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1761
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.1483
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.6256
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.4665
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.6962
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.4897
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.9028
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3313
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7203
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.2963
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6411
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.6696
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.3548
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.1756
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.3259
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.5263
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.5994
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3273
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.2351
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7408
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8959
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.169
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3196
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.9562
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1622
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9886
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3478
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.1154
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.9164
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.4515
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.4624
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.4462
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5235
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0149
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.7933
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.3961
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9576
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.2577
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9469
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5462
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4634
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4134
