,CNAA FP Equity_DX_SI_QTY,CNAA FP Equity_DX_SHORT_INTEREST_VALUE,CNAA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CNAA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CNAA FP Equity_DX_SI_MV,CNAA FP Equity_DX_DSS,CNAA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CNAA FP Equity_DX_SUPPLY_SI_QTY,CNAA FP Equity_DX_BROKER_SI_QTY,CNAA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CNAA FP Equity_DX_BROKER_SI_MV_NEW_x,CNAA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CNAA FP Equity_DX_BROKER_SI_MV_INC_x,CNAA FP Equity_DX_BROKER_SI_QTY_ADD,CNAA FP Equity_DX_BROKER_SI_QTY_NEW,CNAA FP Equity_DX_SUPPLY_SI_MV_DEC,CNAA FP Equity_DX_BROKER_SI_QTY_INC,CNAA FP Equity_DX_SUPPLY_SI_QTY_DEC,CNAA FP Equity_DX_BROKER_SI_MV_NEW_y,CNAA FP Equity_DX_BROKER_SI_MV_INC_y,CNAA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CNAA FP Equity_DX_BROKER_SI_MV_ADD,CNAA FP Equity_DX_SUPPLY_SI_QTY_ADD,CNAA FP Equity_DX_BROKER_SI_QTY_DEC,CNAA FP Equity_DX_SUPPLY_SI_MV,CNAA FP Equity_DX_BROKER_SI_MV_DEC,CNAA FP Equity_DX_SUPPLY_SI_MV_RMV,CNAA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CNAA FP Equity_DX_UTILIZATION_QUANTITY,CNAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CNAA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CNAA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CNAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CNAA FP Equity_DX_ACTIVE_UTILIZATION_MV,CNAA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CNAA FP Equity_DX_BROKER_SI_CON_RATIO,CNAA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CNAA FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-08-17,59706.0,7209499.5,203.82,20.5,7.16,,5994513.0,49644.0,49644.0,5994513.0,,,,,,,,,,,,,,,6.0,,,21.0,21.0,186769.0,22552356.75,,22.56,21.0,9.47,0.8286,90.53,0.2526
2016-08-18,51644.0,6177655.28,136.55,17.73,6.18,,6177655.28,51644.0,51644.0,6177655.28,,2000.0,,2000.0,,,,,,,2000.0,0.25,,,6.18,,,21.84,21.84,184769.0,22102067.78,,22.1,21.84,9.51,0.8279,90.49,0.2184
2016-08-19,51644.0,6159579.88,136.55,17.73,6.14,,6159579.88,50355.0,51644.0,6005840.85,,,,,,0.17,,1289.0,,,,,,,6.01,,,21.3,21.3,186058.0,22191137.66,,22.2,21.3,9.53,0.8276,90.47,0.2184
2016-08-22,50355.0,5968074.6,133.14,16.45,5.97,,5968074.6,50355.0,50355.0,5968074.6,,,,,,,,,,,,,,1289.0,5.97,0.15,,21.3,21.3,186058.0,22051594.16,,22.07,21.3,7.22,0.866,92.78,0.213
2016-08-23,54122.0,6414539.44,61.57,17.68,6.34,,5552899.04,46852.0,46852.0,5552899.04,,,,,,0.42,,3503.0,,,,,,3503.0,5.55,0.43,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-08-24,54122.0,6417786.76,61.23,17.68,6.36,,5555710.16,46852.0,46852.0,5555710.16,,,,,,,,,,,,,,,5.55,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-08-25,46852.0,5461537.64,45.08,15.3,5.51,,5461537.64,46852.0,46852.0,5461537.64,,,,,,,,,,,,,,,5.46,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1982
2016-08-26,54122.0,6330109.12,54.08,17.68,6.29,,5479809.92,46852.0,46852.0,5479809.92,,,,,,,,,,,,,,,5.5,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-08-29,54122.0,6355005.24,55.94,17.68,6.3,,5501361.84,46852.0,46852.0,5501361.84,,,,,,,,,,,,,,,5.5,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-08-30,54122.0,6350134.26,58.35,17.68,6.34,,5497145.16,46852.0,46852.0,5497145.16,,,,,,,,,,,,,,,5.5,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-08-31,54122.0,6398302.84,58.35,17.68,6.36,,5538843.44,46852.0,46852.0,5538843.44,,,,,,,,,,,,,,,5.53,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-09-01,46852.0,5477467.32,50.51,15.3,5.54,,5477467.32,46852.0,46852.0,5477467.32,,,,,,,,,,,,,,,5.47,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1982
2016-09-02,54122.0,6405879.92,49.46,17.68,6.32,,5545402.72,46852.0,46852.0,5545402.72,,,,,,,,,,,,,,,5.55,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-09-05,54122.0,6441600.44,49.46,17.68,6.33,,5576325.04,46852.0,46852.0,5576325.04,,,,,,,,,,,,,,,5.57,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-09-06,54122.0,6457295.82,37.3,17.68,6.36,,5589912.12,46852.0,46852.0,5589912.12,,,,,,,,,,,,,,,5.59,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-09-07,54122.0,6438894.34,30.68,17.68,6.38,,5573982.44,46852.0,46852.0,5573982.44,,,,,,,,,,,,,,,5.58,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-09-08,54122.0,6409668.46,30.73,17.68,6.39,,5548682.36,46852.0,46852.0,5548682.36,,,,,,,,,,,,,,,5.56,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2289
2016-09-09,46852.0,5501830.36,26.6,14.81,5.53,,5501830.36,46852.0,46852.0,5501830.36,,,,,,,,,,,,,,,5.5,,,100.0,19.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1982
2016-09-12,46852.0,5461069.12,26.6,14.81,5.49,,5461069.12,46852.0,46852.0,5461069.12,,,,,,,,,,,,,,,5.45,,,100.0,19.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1961
2016-09-13,54122.0,6213746.82,30.68,16.7,6.2,,5379078.12,46852.0,46852.0,5379078.12,,,,,,,,,,,,,,,5.38,,,100.0,19.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2265
2016-09-14,46852.0,5361742.88,24.55,14.46,5.36,,5361742.88,46852.0,46852.0,5361742.88,,,,,,,,,,,,,,,5.36,,,100.0,19.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1961
2016-09-15,54122.0,6386396.0,28.49,16.7,6.19,,5528536.0,46852.0,46852.0,5528536.0,,,,,,,,,,,,,,,5.53,,,100.0,19.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2265
2016-09-16,54122.0,6312790.08,26.19,16.7,6.18,,5464817.28,46852.0,46852.0,5464817.28,,,,,,,,,,,,,,,5.46,,,100.0,19.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2265
2016-09-19,54122.0,6337686.2,26.19,16.7,6.23,,5486369.2,46852.0,46852.0,5486369.2,,,,,,,,,,,,,,,5.49,,,100.0,19.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2219
2016-09-20,54122.0,6335521.32,25.98,16.7,6.26,,5484495.12,46852.0,46852.0,5484495.12,,,,,,,,,,,,,,,5.49,,,100.0,19.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2219
2016-09-21,54122.0,6340933.52,25.77,16.7,6.28,,5489180.32,46852.0,46852.0,5489180.32,,,,,,,,,,,,,,,5.48,,,100.0,19.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2219
2016-09-22,55122.0,6501639.9,27.13,16.61,6.41,,5526193.4,47852.0,46852.0,5644143.4,,1000.0,,,,,,,,,1000.0,,,,5.65,,,20.24,19.62,188561.0,22240769.95,,22.27,20.24,1.84,0.9638,98.16,0.226
2016-09-23,55122.0,6422264.22,25.08,16.61,6.39,,5458726.52,47852.0,46852.0,5575236.52,,,,,,,,,,,,,,,5.57,,,20.24,19.62,188561.0,21969242.11,,21.94,20.24,1.82,0.9642,98.18,0.226
2016-09-26,46852.0,5317702.0,21.31,14.12,5.42,,5317702.0,46852.0,46852.0,5317702.0,,,,,,0.23,,1000.0,,,,,,,5.32,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1882
2016-09-27,54122.0,6237019.28,24.62,16.31,6.13,,5399224.48,46852.0,46852.0,5399224.48,,,,,,,,,,,,,,,5.39,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-09-28,54122.0,6234313.18,24.62,15.37,6.2,,5396881.88,46852.0,46852.0,5396881.88,,,,,,,,,,,,,,,5.39,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-09-29,54122.0,6238642.94,25.62,15.37,6.18,,5400630.04,46852.0,46852.0,5400630.04,,,,,,,,,,,,,,,5.4,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-09-30,54122.0,6317119.84,23.93,15.37,6.2,,5468565.44,46852.0,46852.0,5468565.44,,,,,,,,,,,,,,,5.47,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-03,54122.0,6253797.1,23.92,15.37,6.24,,5413748.6,46852.0,46852.0,5413748.6,,,,,,,,,,,,,,,5.41,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-04,54122.0,6312790.08,30.73,15.37,6.22,,5464817.28,46852.0,46852.0,5464817.28,,,,,,,,,,,,,,,5.45,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-05,54122.0,6261374.18,30.82,15.37,6.24,,5420307.88,46852.0,46852.0,5420307.88,,,,,,,,,,,,,,,5.42,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-06,54122.0,6318743.5,35.94,15.37,6.23,,5469971.0,46852.0,46852.0,5469971.0,,,,,,,,,,,,,,,5.47,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-07,54122.0,6330109.12,35.94,15.37,6.26,,5479809.92,46852.0,46852.0,5479809.92,,,,,,,,,,,,,,,5.48,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-10,54122.0,6360958.66,35.94,15.37,6.24,,5506515.56,46852.0,46852.0,5506515.56,,,,,,,,,,,,,,,5.51,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-11,54122.0,6396679.18,35.94,15.37,6.3,,5537437.88,46852.0,46852.0,5537437.88,,,,,,,,,,,,,,,5.53,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-12,54122.0,6396679.18,35.94,15.37,6.36,,5537437.88,46852.0,46852.0,5537437.88,,,,,,,,,,,,,,,5.53,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-13,46852.0,5490585.88,31.11,13.31,5.55,,5490585.88,46852.0,46852.0,5490585.88,,,,,,,,,,,,,,,5.49,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1882
2016-10-14,54122.0,6426446.28,38.5,15.37,6.37,,5563206.48,46852.0,46852.0,5563206.48,,,,,,,,,,,,,,,5.57,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2174
2016-10-17,46852.0,5493397.0,30.31,13.31,5.53,,5493397.0,46852.0,46852.0,5493397.0,,,,,,,,,,,,,,,5.49,,,100.0,18.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1882
2016-10-18,54122.0,6455130.94,45.51,15.37,6.34,,5588038.04,46852.0,46852.0,5588038.04,,,,,,,,,,,,,,,5.58,,,100.0,18.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2111
2016-10-19,54122.0,6435647.02,61.79,15.37,6.43,,5571171.32,46852.0,46852.0,5571171.32,,,,,,,,,,,,,,,5.57,,,100.0,18.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2111
2016-10-20,54122.0,6462708.02,60.71,15.37,6.42,,5594597.32,46852.0,46852.0,5594597.32,,,,,,,,,,,,,,,5.58,,,100.0,18.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2111
2016-10-21,54122.0,6496804.88,60.71,15.37,6.47,,5624114.08,46852.0,46852.0,5624114.08,,,,,,,,,,,,,,,5.62,,,100.0,17.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2018
2016-10-24,54122.0,6544432.24,60.71,15.37,6.48,,5665343.84,46852.0,46852.0,5665343.84,,,,,,,,,,,,,,,5.67,,,100.0,17.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2018
2016-10-25,46852.0,5625051.12,52.72,12.05,5.64,,5625051.12,46852.0,46852.0,5625051.12,,,,,,,,,,,,,,,5.61,,,100.0,17.47,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1747
2016-10-26,46852.0,5610995.52,62.92,11.75,5.65,,5610995.52,46852.0,46852.0,5610995.52,,,,,,,,,,,,,,,5.61,,,19.82,17.47,189561.0,22701825.36,,22.71,19.82,,1.0,100.0,0.1747
2016-10-27,46852.0,5577262.08,62.22,11.75,5.61,,5577262.08,46852.0,46852.0,5577262.08,,,,,,,,,,,,,,,5.59,,,19.82,17.47,189561.0,22565341.44,,22.62,19.82,,1.0,100.0,0.1747
2016-10-28,46852.0,5567423.16,79.91,11.75,5.6,,5567423.16,46852.0,46852.0,5567423.16,,,,,,,,,,,,,,,5.56,,,19.82,17.47,189561.0,22525533.63,,22.5,19.82,,1.0,100.0,0.1747
2016-10-31,46852.0,5532752.68,79.91,11.75,5.56,,5532752.68,46852.0,46852.0,5532752.68,,,,,,,,,,,,,,,5.53,,,19.82,17.47,189561.0,22385258.49,,22.38,19.82,,1.0,100.0,0.1747
2016-11-01,46852.0,5506515.56,82.34,11.75,5.54,,5506515.56,46852.0,46852.0,5506515.56,,,,,,,,,,,,,,,5.5,,,19.82,17.47,189561.0,22279104.33,,22.25,19.82,,1.0,100.0,0.1747
2016-11-02,46852.0,5473719.16,84.83,11.75,5.52,,5473719.16,46852.0,46852.0,5473719.16,,,,,,,,,,,,,,,5.48,,,19.82,17.47,189561.0,22146411.63,,22.18,19.82,,1.0,100.0,0.1747
2016-11-03,93704.0,10998975.52,169.65,23.51,10.95,,5499487.76,46852.0,46852.0,5499487.76,,,,,,,,,,,,,,,5.49,,,19.82,17.47,189561.0,22250670.18,,22.21,19.82,,1.0,100.0,0.3494
2016-11-04,46852.0,5474187.68,121.48,11.75,5.48,,5474187.68,46852.0,46852.0,5474187.68,,,,,,,,,,,,,,,5.48,,,19.82,17.47,189561.0,22148307.24,,22.16,19.82,,1.0,100.0,0.1747
2016-11-07,93704.0,11058946.08,242.97,23.51,10.99,,5529473.04,46852.0,46852.0,5529473.04,,,,,,,,,,,,,,,5.53,,,19.82,17.47,189561.0,22371989.22,,22.35,19.82,,1.0,100.0,0.3494
2016-11-08,93704.0,11110483.28,237.33,23.51,11.03,,5555241.64,46852.0,46852.0,5555241.64,,,,,,,,,,,,,,,5.57,,,19.82,17.47,189561.0,22476247.77,,22.52,19.82,,1.0,100.0,0.3494
2016-11-09,93704.0,11227613.28,166.88,23.51,11.14,,5613806.64,46852.0,46852.0,5613806.64,,,,,,,,,,,,,,,5.62,,,19.82,17.47,189561.0,22713199.02,,22.73,19.82,,1.0,100.0,0.3494
2016-11-10,93704.0,11315695.04,166.82,23.51,11.26,,5657847.52,46852.0,46852.0,5657847.52,,,,,,,,,,,,,,,5.65,,,19.82,17.15,189561.0,22891386.36,,22.87,19.82,,1.0,100.0,0.343
2016-11-11,93704.0,11335372.88,204.52,23.51,11.31,,5667686.44,46852.0,46852.0,5667686.44,,,,,,,,,,,,,,,5.67,,,19.82,17.15,189561.0,22931194.17,,22.92,19.82,,1.0,100.0,0.343
2016-11-14,93704.0,11424391.68,204.64,23.51,11.35,,5712195.84,46852.0,46852.0,5712195.84,,,,,,,,,,,,,,,5.7,,,19.82,17.15,189561.0,23111277.12,,23.06,19.82,,1.0,100.0,0.343
2016-11-15,46852.0,5737027.4,102.32,11.75,5.74,,5737027.4,46852.0,46852.0,5737027.4,,,,,,,,,,,,,,,5.73,,,19.82,17.15,189561.0,23211744.45,,23.2,19.82,,1.0,100.0,0.1715
2016-11-16,46852.0,5737027.4,93.43,11.75,5.76,,5737027.4,46852.0,46852.0,5737027.4,,,,,,,,,,,,,,,5.73,,,19.82,17.15,189561.0,23211744.45,,23.17,19.82,,1.0,100.0,0.1715
2016-11-17,93704.0,11561199.52,188.74,23.51,11.58,,5780599.76,46852.0,46852.0,5780599.76,,,,,,,,,,,,,,,5.8,,,19.82,17.15,189561.0,23388036.18,,23.47,19.82,,1.0,100.0,0.343
2016-11-18,46852.0,5767949.72,94.37,11.75,5.77,,5767949.72,46852.0,46852.0,5767949.72,,,,,,,,,,,,,,,5.76,,,19.82,17.15,189561.0,23336854.71,,23.31,19.82,,1.0,100.0,0.1715
2016-11-21,46852.0,5792312.76,93.74,11.75,5.83,,5792312.76,46852.0,46852.0,5792312.76,,,,,,,,,,,,,,,5.8,,,19.82,17.1,189561.0,23435426.43,,23.47,19.82,,1.0,100.0,0.171
2016-11-22,93704.0,11793585.44,187.48,23.51,11.63,,5896792.72,46852.0,46852.0,5896792.72,,,,,,,,,,,,,,,5.88,,,19.82,17.1,189561.0,23858147.46,,23.78,19.82,,1.0,100.0,0.342
2016-11-23,93704.0,11644596.08,187.33,23.51,11.57,,5822298.04,46852.0,46852.0,5822298.04,,,,,,,,,,,,,,,5.81,,,19.82,17.1,189561.0,23556745.47,,23.5,19.82,,1.0,100.0,0.342
2016-11-24,93704.0,11695196.24,160.48,23.51,11.62,,5847598.12,46852.0,46852.0,5847598.12,,,,,,,,,,,,,,,5.85,,,19.82,17.1,189561.0,23659108.41,,23.68,19.82,,1.0,100.0,0.342
2016-11-25,46852.0,5878051.92,90.58,11.75,5.75,,5878051.92,32614.0,46852.0,4091752.44,,,,,,1.74,,14238.0,,,,,,,4.1,,,13.8,11.82,203799.0,25568622.54,,25.6,13.8,,1.0,100.0,0.1697
2016-11-28,46852.0,5896324.2,123.65,11.75,5.77,,5896324.2,32614.0,46852.0,4104471.9,,,,,,,,,,,,,,,4.1,,,13.8,11.82,203799.0,25648104.15,,25.65,13.8,,1.0,100.0,0.1697
2016-11-29,46852.0,5923966.88,123.65,11.75,5.76,,5923966.88,32614.0,46852.0,4123714.16,,,,,,,,,,,,,,,4.12,,,13.8,11.82,203799.0,25768345.56,,25.75,13.8,,1.0,100.0,0.1697
2016-11-30,46852.0,5915533.52,123.63,11.75,5.75,,5915533.52,32614.0,46852.0,4117843.64,,,,,,,,,,,,,,,4.12,,,13.8,11.82,203799.0,25731661.74,,25.75,13.8,,1.0,100.0,0.1697
2016-12-01,46852.0,5936616.92,127.74,11.75,5.77,,5936616.92,32614.0,46852.0,4132519.94,,,,,,,,,,,,,,,4.13,,,13.8,11.82,203799.0,25823371.29,,25.79,13.8,,1.0,100.0,0.1697
2016-12-02,46852.0,5835416.6,127.74,11.75,5.74,,5835416.6,32614.0,46852.0,4062073.7,,,,,,,,,,,,,,,4.06,,,13.8,11.82,203799.0,25383165.45,,25.35,13.8,,1.0,100.0,0.1697
2016-12-05,46852.0,5735153.32,126.59,11.75,5.75,,5735153.32,32614.0,46852.0,3992279.74,,,,,,,,,,,,,,,3.98,,,13.8,11.82,203799.0,24947035.59,,24.85,13.8,,1.0,100.0,0.1697
2016-12-06,32614.0,3973689.76,84.32,8.18,4.07,,3973689.76,32614.0,32614.0,3973689.76,,,,,,,,,,,,,,14238.0,3.98,1.71,,13.8,11.82,203799.0,24830870.16,,24.88,13.8,,1.0,100.0,0.1182
2016-12-07,32614.0,4008586.74,84.32,8.18,4.07,,4008586.74,32614.0,32614.0,4008586.74,,,,,,,,,,,,,,,4.02,,,13.8,11.82,203799.0,25048935.09,,25.1,13.8,,1.0,100.0,0.1182
2016-12-08,32614.0,4034351.8,86.18,8.18,4.12,,4034351.8,32614.0,32614.0,4034351.8,,,,,,,,,,,,,,,4.04,,,13.8,11.82,203799.0,25209936.3,,25.22,13.8,,1.0,100.0,0.1182
2016-12-09,32614.0,4066639.66,86.18,8.18,4.13,,4066639.66,32614.0,32614.0,4066639.66,,,,,,,,,,,,,,,4.07,,,13.8,11.82,203799.0,25411697.31,,25.4,13.8,,1.0,100.0,0.1182
2016-12-12,32614.0,3903895.8,86.18,8.18,4.12,,3903895.8,32614.0,32614.0,3903895.8,,,,,,,,,,,,,,,3.89,,,13.8,11.82,203799.0,24394740.3,,24.32,13.8,,1.0,100.0,0.1182
2016-12-13,32614.0,3901938.96,86.18,8.18,4.12,,3901938.96,32614.0,32614.0,3901938.96,,,,,,,,,,,,,,,3.91,,,13.8,11.82,203799.0,24382512.36,,24.42,13.8,,1.0,100.0,0.1182
2016-12-14,32614.0,3864432.86,86.18,8.18,4.08,,3864432.86,32614.0,32614.0,3864432.86,,,,,,,,,,,,,,,3.86,,,13.8,11.82,203799.0,24148143.51,,24.14,13.8,,1.0,100.0,0.1182
2016-12-15,32614.0,3912049.3,76.72,8.18,4.12,,3912049.3,32614.0,32614.0,3912049.3,,,,,,,,,,,,,,,3.91,,,13.8,11.82,203799.0,24445690.05,,24.45,13.8,,1.0,100.0,0.1182
2016-12-16,32614.0,3902265.1,76.72,8.18,4.12,,3902265.1,32614.0,32614.0,3902265.1,,,,,,,,,,,,,,,3.89,,,13.8,11.82,203799.0,24384550.35,,24.3,13.8,,1.0,100.0,0.1182
2016-12-19,32614.0,3936509.8,76.72,8.18,4.1,,3936509.8,32614.0,32614.0,3936509.8,,,,,,,,,,,,,,,3.93,,,13.8,11.82,203799.0,24598539.3,,24.58,13.8,,1.0,100.0,0.1182
2016-12-20,32614.0,3896720.72,78.32,8.18,4.11,,3896720.72,32614.0,32614.0,3896720.72,,,,,,,,,,,,,,,3.89,,,13.8,11.82,203799.0,24349904.52,,24.3,13.8,,1.0,100.0,0.1182
2016-12-21,32614.0,3919224.38,130.32,8.18,4.12,,3919224.38,32614.0,32614.0,3919224.38,,,,,,,,,,,,,,,3.92,,,13.8,11.82,203799.0,24490525.83,,24.5,13.8,,1.0,100.0,0.1182
2016-12-22,32614.0,3888241.08,122.27,8.18,4.12,,3888241.08,32614.0,32614.0,3888241.08,,,,,,,,,,,,,,,3.89,,,13.8,11.82,203799.0,24296916.78,,24.33,13.8,,1.0,100.0,0.1182
2016-12-23,32614.0,3871607.94,147.64,8.18,3.92,,3871607.94,32614.0,32614.0,3871607.94,,,,,,,,,,,,,,,3.88,,,13.8,11.82,203799.0,24192979.29,,24.22,13.8,,1.0,100.0,0.1182
2016-12-26,32614.0,3871607.94,147.64,8.18,3.92,,3871607.94,32614.0,32614.0,3871607.94,,,,,,,,,,,,,,,3.88,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2016-12-27,32614.0,3889219.5,147.64,8.18,4.12,,3889219.5,32614.0,32614.0,3889219.5,,,,,,,,,,,,,,,3.89,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2016-12-28,32614.0,3882370.56,147.64,8.18,4.13,,3882370.56,32614.0,32614.0,3882370.56,,,,,,,,,,,,,,,3.89,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2016-12-29,32614.0,3858888.48,183.91,8.18,4.13,,3858888.48,32614.0,32614.0,3858888.48,,,,,,,,,,,,,,,3.87,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2016-12-30,32614.0,3855627.08,182.95,8.18,4.12,,3855627.08,32614.0,32614.0,3855627.08,,,,,,,,,,,,,,,3.86,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-02,32614.0,3868672.68,182.78,8.18,4.13,,3868672.68,32614.0,32614.0,3868672.68,,,,,,,,,,,,,,,3.9,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-03,32614.0,3947598.56,186.26,8.18,4.11,,3947598.56,32614.0,32614.0,3947598.56,,,,,,,,,,,,,,,3.93,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-04,65228.0,7908242.72,370.47,16.36,7.89,,3954121.36,32614.0,32614.0,3954121.36,,,,,,,,,,,,,,,3.96,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2363
2017-01-05,32614.0,3944011.02,185.66,8.18,4.12,,3944011.02,32614.0,32614.0,3944011.02,,,,,,,,,,,,,,,3.94,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-06,32614.0,3968797.66,354.63,8.18,4.11,,3968797.66,32614.0,32614.0,3968797.66,,,,,,,,,,,,,,,3.98,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-09,32614.0,3912375.44,354.63,8.18,4.12,,3912375.44,32614.0,32614.0,3912375.44,,,,,,,,,,,,,,,3.91,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-10,32614.0,3929008.58,361.17,8.18,4.12,,3929008.58,32614.0,32614.0,3929008.58,,,,,,,,,,,,,,,3.94,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-11,32614.0,3926725.6,350.81,8.18,4.13,,3926725.6,32614.0,32614.0,3926725.6,,,,,,,,,,,,,,,3.89,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-12,32614.0,3859866.9,351.07,8.18,4.11,,3859866.9,32614.0,32614.0,3859866.9,,,,,,,,,,,,,,,3.86,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-13,32614.0,3853344.1,358.79,8.18,4.12,,3853344.1,32614.0,32614.0,3853344.1,,,,,,,,,,,,,,,3.85,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-16,32614.0,3827579.04,358.79,8.18,4.09,,3827579.04,32614.0,32614.0,3827579.04,,,,,,,,,,,,,,,3.82,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-17,32614.0,3869324.96,372.45,8.18,4.13,,3869324.96,32614.0,32614.0,3869324.96,,,,,,,,,,,,,,,3.9,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-18,32614.0,3858236.2,458.49,8.18,4.1,,3858236.2,32614.0,32614.0,3858236.2,,,,,,,,,,,,,,,3.86,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
2017-01-19,32614.0,3812576.6,458.49,8.18,4.13,,3812576.6,32614.0,32614.0,3812576.6,,,,,,,,,,,,,,,3.81,,,100.0,11.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1182
