,DEC FP Equity_DX_SI_QTY,DEC FP Equity_DX_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DEC FP Equity_DX_SI_MV,DEC FP Equity_DX_DSS,DEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY,DEC FP Equity_DX_BROKER_SI_QTY,DEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DEC FP Equity_DX_BROKER_SI_MV_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,DEC FP Equity_DX_BROKER_SI_MV_INC_x,DEC FP Equity_DX_SUPPLY_SI_MV_NEW,DEC FP Equity_DX_BROKER_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_NEW,DEC FP Equity_DX_SUPPLY_SI_MV_DEC,DEC FP Equity_DX_BROKER_SI_QTY_INC,DEC FP Equity_DX_SUPPLY_SI_QTY_DEC,DEC FP Equity_DX_BROKER_SI_MV_NEW_y,DEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DEC FP Equity_DX_BROKER_SI_MV_INC_y,DEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,DEC FP Equity_DX_BROKER_SI_MV_ADD,DEC FP Equity_DX_SUPPLY_SI_QTY_ADD,DEC FP Equity_DX_BROKER_SI_QTY_DEC,DEC FP Equity_DX_SUPPLY_SI_MV,DEC FP Equity_DX_BROKER_SI_MV_DEC,DEC FP Equity_DX_SUPPLY_SI_MV_RMV,DEC FP Equity_DX_BROKER_SI_MV_RMV,DEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DEC FP Equity_DX_UTILIZATION_QUANTITY,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DEC FP Equity_DX_ACTIVE_UTILIZATION_MV,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DEC FP Equity_DX_BROKER_SI_CON_RATIO,DEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-01-02,10958151.0,300313543.14,14.93,48.15,5.16,306.57,2.0,268669241.2,8234469.0,9803481.0,225669692.02,,,18200.0,1.01,,,,0.24,21139.0,9685.0,,,1.01,18200.0,,8190.0,27016.0,230.54,0.0,,,48.82,48.82,8634247.0,236625805.66,,241.09,48.88,13.37,0.1063,17.71,0.6496
2017-01-03,10776207.0,297864998.88,14.68,48.06,5.07,304.98,2.0,243351471.72,8270064.0,8804008.0,228592732.5,,,109127.0,3.98,,,,2.35,120707.0,84499.0,,,3.98,109127.0,,10967.0,43196.0,232.44,1.53,,27.31,48.87,48.87,8651652.0,239140201.49,,243.53,48.83,14.14,0.1048,16.35,0.6368
2017-01-04,10793488.0,295377240.5,14.7,47.29,5.08,304.89,2.0,240500256.08,8315791.0,8788208.0,227571976.56,,,253005.0,0.69,,,,5.49,45270.0,195709.0,,,0.69,253005.0,,807.0,61070.0,232.8,1.45,0.35,,49.43,49.43,8509177.0,232864225.28,12376.0,237.92,49.46,14.18,0.1044,16.23,0.6415
2017-01-05,10633970.0,295029026.3,14.48,48.67,5.0,298.58,2.0,239751794.74,8193366.0,8641568.0,227316871.6,,,22314.0,0.1,,,,5.03,37109.0,177183.0,,,0.1,22314.0,,32444.0,183749.0,229.01,6.33,,,48.63,48.63,8653786.0,240090771.12,,242.02,48.62,14.54,0.1027,14.66,0.6312
2017-01-06,10822942.0,297563846.2,14.74,49.22,5.09,307.43,2.0,241814164.92,8171750.0,8795224.0,224672492.95,,,60316.0,7.43,,,,4.96,184844.0,161051.0,,,7.43,60316.0,,79119.0,31188.0,230.67,0.91,,,48.49,48.49,8679502.0,238632526.93,,244.98,48.5,14.17,0.1025,15.42,0.6423
2017-01-09,10629069.0,291347035.62,14.48,48.06,5.0,298.61,2.0,235847197.27,8118755.0,8604296.0,222538324.12,,,90505.0,0.99,,,,4.65,67487.0,163221.0,,,0.99,90505.0,,19721.0,258415.0,227.06,7.99,,,48.14,48.14,8745945.0,239729853.05,,244.85,48.11,14.4,0.1036,16.06,0.6303
2017-01-10,10856903.0,299562865.08,14.79,48.07,5.11,305.34,2.0,243702182.96,8111218.0,8832373.0,223804127.51,,,18257.0,9.8,,,,4.58,343670.0,161929.0,,,9.8,18257.0,,136135.0,115593.0,227.28,3.35,,,48.11,48.11,8747888.0,241371079.09,,245.08,48.12,14.2,0.104,16.33,0.644
2017-01-11,10873398.0,303005370.79,14.81,47.84,5.12,308.44,2.0,247182109.3,8038530.0,8870171.0,224007045.75,,,25033.0,3.87,,,,2.87,119020.0,103777.0,,,3.87,25033.0,,6056.0,81222.0,226.64,1.14,,,47.76,47.76,8791598.0,244992541.6,,248.38,47.71,14.12,0.105,17.23,0.6461
2017-01-12,10867156.0,299952395.88,14.8,47.72,5.11,308.39,2.0,245305646.36,8082715.0,8887326.0,223096984.11,,,49723.0,0.43,,,,1.2,17651.0,45114.0,,,0.43,49723.0,,39576.0,496.0,228.22,0.0,,,47.98,47.98,8764381.0,241912150.64,,246.8,48.04,14.0,0.1049,17.29,0.645
2017-01-13,10865923.0,311326562.31,14.8,48.81,5.11,312.12,2.0,253309503.66,8179364.0,8841011.0,234352229.07,,,205959.0,3.87,,,,6.15,99360.0,221540.0,,,3.87,205959.0,,112230.0,145675.0,233.79,2.77,,,48.44,48.44,8707284.0,249478005.21,,249.27,48.4,13.0,0.1042,17.36,0.6435
2017-01-16,10951590.0,313673603.46,14.92,47.87,5.15,318.69,2.0,254303381.52,8248303.0,8878740.0,236246510.73,,,52290.0,3.24,,,,0.0,38000.0,271.0,,,3.24,52290.0,,16920.0,271.0,240.71,0.0,,,48.82,48.82,8646865.0,247662056.67,,252.48,48.81,12.77,0.1044,17.58,0.6482
2017-01-17,11374695.0,323671499.52,15.49,49.92,5.35,332.19,2.0,259379254.26,8580700.0,9115291.0,244167253.35,,,352691.0,9.57,,,,2.51,265117.0,90224.0,,,9.57,352691.0,,69930.0,28566.0,249.92,1.06,,,50.62,50.62,8370512.0,238186269.68,,242.67,50.74,12.24,0.1043,18.36,0.671
2017-01-18,11713904.0,330565285.38,15.95,51.22,5.51,341.46,2.0,266862851.8,8805031.0,9456546.0,248477158.88,,,174598.0,10.29,,,,1.53,356155.0,51250.0,,,10.29,174598.0,,100983.0,14900.0,254.98,0.45,,,52.01,52.01,8125793.0,229309125.46,,235.42,51.99,11.92,0.1054,19.24,0.6919
2017-01-19,11738689.0,340421720.27,15.99,51.64,5.52,343.42,2.0,274813388.52,8805182.0,9476331.0,255350082.42,,,5000.0,0.91,,2500.0,,0.16,51553.0,4849.0,,,0.91,5000.0,0.07,,34268.0,256.26,0.07,,,52.07,52.07,8105870.0,235070049.96,,236.08,52.05,11.76,0.1047,18.86,0.6941
2017-01-20,11769905.0,338497509.34,16.03,50.61,5.54,347.65,2.0,273433046.35,8787651.0,9507547.0,252729140.67,,,35768.0,3.39,,,,1.92,86834.0,67322.0,,,3.39,35768.0,,14023.0,55618.0,258.25,0.45,,,52.03,52.03,8101811.0,233004671.2,,237.83,52.06,11.88,0.1047,18.92,0.6969
2017-01-23,11665860.0,337222236.47,15.89,49.19,5.49,344.12,2.0,275068738.33,9002216.0,9515723.0,260224913.78,,,247701.0,2.92,,,,4.41,108335.0,147845.0,,,2.92,247701.0,,114709.0,100159.0,264.1,2.98,,,53.28,53.28,7894248.0,228197146.7,,231.44,53.3,11.82,0.1069,19.87,0.6904
2017-01-24,11827177.0,345424935.19,16.11,50.84,5.56,352.17,2.0,283656743.12,8977288.0,9712265.0,262190979.77,,,89825.0,9.42,,,,2.94,256542.0,125060.0,,,9.42,89825.0,,10307.0,60000.0,265.8,1.35,,,52.98,52.98,7968050.0,232715140.29,,235.82,52.99,12.36,0.1074,20.17,0.698
2017-01-25,11649321.0,347660327.47,15.87,50.47,5.48,351.69,2.0,286511906.46,8806694.0,9600374.0,262825457.38,,,39125.0,0.35,,5000.0,,5.59,11129.0,209719.0,,,0.35,39125.0,0.15,,128020.0,264.79,1.68,,,51.7,51.7,8227318.0,245534659.92,,247.02,51.74,12.34,0.1068,19.81,0.6839
2017-01-26,11643582.0,349202792.3,15.86,50.44,5.48,357.53,2.0,288804645.63,8765615.0,9629707.0,262889653.22,,,5000.0,3.94,,,,1.51,47553.0,54259.0,,,3.94,5000.0,,8180.0,18220.0,267.75,0.0,,,51.49,51.49,8256793.0,247629567.17,,251.86,51.53,12.25,0.107,20.04,0.684
2017-01-27,11718660.0,350189612.3,15.96,51.79,5.51,359.54,2.0,290315193.08,8885409.0,9715037.0,265523356.16,,,273622.0,3.3,,,,4.89,104330.0,160100.0,,,3.3,273622.0,,6272.0,19000.0,271.11,0.79,,,52.32,52.32,8098203.0,241999219.1,,246.94,52.33,12.21,0.1073,20.21,0.69
2017-01-30,11487183.0,343497796.66,15.65,50.36,5.4,351.78,2.0,286494876.11,8645510.0,9580903.0,258524099.07,,,63130.0,1.28,,,,9.29,46128.0,303621.0,,,1.28,63130.0,,592.0,180262.0,263.39,6.08,,,50.96,50.96,8320494.0,248805242.86,,253.59,50.95,12.39,0.1052,19.0,0.6771
2017-01-31,11147807.0,323669001.46,15.18,49.51,5.24,337.02,2.0,274062529.28,8332675.0,9439261.0,241933556.68,,,34498.0,0.49,,,,12.11,24909.0,347333.0,,,0.49,34498.0,,,166551.0,250.16,6.37,,,48.79,48.79,8744913.0,253902606.9,,262.74,48.77,13.03,0.1058,18.58,0.6528
2017-02-01,11208840.0,326430904.26,15.27,48.58,5.27,334.43,2.0,276521210.15,8349724.0,9495063.0,243165925.79,,,76004.0,1.9,,,,1.92,99603.0,58955.0,,,1.9,76004.0,,,43801.0,247.67,3.57,,,48.95,48.95,8707700.0,253591128.53,,258.34,48.95,12.98,0.1058,18.14,0.6571
2017-02-02,11092473.0,325599769.7,15.11,48.24,5.22,332.11,2.0,275721168.54,8278383.0,9393218.0,242997174.6,,,90001.0,3.49,,,,4.82,100000.0,164942.0,,,3.49,90001.0,,3600.0,201845.0,246.71,5.76,,,48.62,48.62,8749281.0,256819545.89,,260.57,48.63,13.62,0.1071,17.84,0.6514
2017-02-03,10934362.0,321065993.4,14.89,47.53,5.14,328.67,2.0,276133481.85,7904219.0,9404121.0,232091815.26,,,41762.0,1.79,,,,12.79,47171.0,431626.0,,,1.79,41762.0,,15700.0,36268.0,236.5,0.71,,,46.51,46.51,9090051.0,266911435.19,,272.22,46.49,13.76,0.1095,17.77,0.6434
2017-02-06,10898636.0,315685913.07,14.84,47.13,5.13,326.09,2.0,269469967.84,8092156.0,9303092.0,234394437.58,,,237952.0,1.03,,,,3.47,50912.0,115834.0,,,1.03,237952.0,,65819.0,151941.0,240.84,5.06,,,47.63,47.63,8898032.0,257737147.7,,265.23,47.59,14.15,0.1069,16.52,0.6415
2017-02-07,10742421.0,310739418.96,14.63,46.69,5.05,319.16,2.0,264731249.56,8161857.0,9151895.0,236093027.99,,,95119.0,1.67,,,,7.0,73331.0,228025.0,,,1.67,95119.0,,202607.0,224528.0,241.17,7.58,,,48.34,48.34,8722627.0,252314077.59,,257.74,48.34,14.77,0.1061,15.26,0.6362
2017-02-08,10766148.0,314383666.16,14.66,46.4,5.07,319.96,2.0,268094359.22,8174373.0,9180959.0,238700912.55,,,35593.0,1.44,,,,0.74,48641.0,23077.0,,,1.44,35593.0,,,19577.0,241.95,0.85,,,48.23,48.23,8773839.0,256205995.97,,259.61,48.24,14.97,0.1061,14.98,0.6352
2017-02-09,10748540.0,313816759.25,14.64,46.21,5.06,321.52,2.0,267758054.97,8154726.0,9170983.0,238087190.06,,,42532.0,2.03,,3400.0,,2.28,46186.0,78579.0,,,2.03,42532.0,0.1,16400.0,59562.0,242.91,1.15,,,48.19,48.19,8766430.0,255946635.8,,261.21,48.19,14.78,0.106,15.16,0.6352
2017-02-10,10681672.0,311183196.23,14.55,45.25,5.03,318.93,2.0,265515208.37,8138093.0,9114073.0,237082527.06,,,48830.0,0.07,,,,2.46,5468.0,81922.0,,,0.07,48830.0,,16459.0,62378.0,241.97,2.0,,,48.11,48.11,8777643.0,255714180.71,,261.13,48.1,14.28,0.1055,15.27,0.6315
2017-02-13,10926880.0,321811250.49,14.88,46.0,5.14,328.42,2.0,275759457.61,8076511.0,9363223.0,237864065.91,,,42968.0,11.04,,,,3.1,319834.0,104560.0,,,11.04,42968.0,,10.0,70684.0,241.13,2.33,,,47.6,47.6,8891349.0,261862136.33,,265.33,47.61,13.96,0.1013,14.71,0.644
2017-02-14,10307686.0,303271734.45,14.04,42.6,4.85,310.35,1.0,263573114.21,7753032.0,8958398.0,228108953.05,,,12746.0,0.83,,,,10.31,11021.0,349262.0,,,0.83,12746.0,,13037.0,415846.0,232.68,13.17,,,45.77,45.77,9187004.0,270299137.7,,275.87,45.75,14.79,0.1095,15.86,0.6085
2017-02-15,10241356.0,302425573.0,13.95,43.49,4.82,308.0,1.0,262635033.11,7686646.0,8893887.0,226985403.2,,,45317.0,1.3,,,,3.39,40530.0,111703.0,,,1.3,45317.0,,,105041.0,230.62,3.32,,,45.27,45.27,9294440.0,274463297.89,,278.8,45.27,14.16,0.1093,15.92,0.6031
2017-02-16,10651945.0,314184382.41,14.51,45.59,5.01,321.39,2.0,274477371.09,7584602.0,9305739.0,223711584.62,,,30022.0,17.88,,,,4.26,557288.0,140079.0,,,17.88,30022.0,,8013.0,145436.0,227.66,4.48,,,45.27,45.27,9170576.0,270490671.6,,275.08,45.28,13.54,0.1029,15.33,0.6357
2017-02-17,10643628.0,315348974.38,14.5,45.79,5.01,322.68,2.0,275545974.26,7542275.0,9300201.0,223462214.74,,,471.0,0.29,,,,0.9,5913.0,42798.0,,,0.29,471.0,,,11451.0,227.56,0.28,,,45.2,45.2,9143855.0,270913761.38,,275.83,45.2,13.57,0.1032,15.36,0.6379
2017-02-20,10667086.0,316410323.84,14.53,46.14,5.02,324.11,2.0,276662335.22,7532557.0,9327069.0,223432978.77,,,36463.0,1.1,,,,1.61,32027.0,54105.0,,,1.1,36463.0,,7924.0,5159.0,227.64,0.15,,,44.98,44.98,9212161.0,273253899.45,,278.42,44.98,13.56,0.1033,15.33,0.637
2017-02-21,10488524.0,313274990.86,14.29,46.69,4.93,320.1,1.0,273147867.26,7474797.0,9145058.0,223259913.58,,,16019.0,0.39,,,,2.2,8815.0,73779.0,,,0.39,16019.0,,,190826.0,227.05,5.19,,,44.52,44.52,9316777.0,278276831.85,,282.98,44.52,12.73,0.1037,15.58,0.6246
2017-02-22,10531909.0,312607345.42,14.34,47.25,4.96,321.04,1.0,272744993.48,7510375.0,9188925.0,222922396.3,,,153971.0,2.21,,,,3.65,70457.0,119347.0,,,2.21,153971.0,,954.0,26590.0,227.75,1.08,,,44.25,44.25,9463341.0,280890188.93,,287.15,44.23,12.78,0.1043,15.88,0.6205
2017-02-23,10543011.0,314695527.67,14.36,47.38,4.96,321.25,1.0,274456778.12,7537897.0,9194922.0,224996680.17,,,58869.0,1.94,,,,1.0,66764.0,32195.0,,,1.94,58869.0,,848.0,60767.0,228.55,2.05,,,44.24,44.24,9499147.0,283537509.12,,287.6,44.28,13.02,0.1045,15.51,0.6188
2017-02-24,10421133.0,303490804.46,14.19,47.14,4.9,315.51,1.0,263853564.88,7423414.0,9060087.0,216189342.05,,,3617.0,0.0,,3500.0,,3.77,4362.0,122997.0,,,0.0,3617.0,0.1,4897.0,142697.0,223.29,4.16,,,43.48,43.48,9651646.0,281081318.98,,291.42,43.38,12.55,0.1042,15.89,0.6103
2017-02-27,10402343.0,306056723.49,14.17,49.12,4.89,312.05,1.0,265888206.04,7386758.0,9037084.0,217332475.07,,,7158.0,0.0,,,,1.43,9268.0,45454.0,,,0.0,7158.0,,1640.0,32271.0,220.23,2.57,,,43.24,43.24,9696894.0,285301071.66,,288.75,43.27,12.79,0.104,15.55,0.6089
2017-02-28,10092001.0,298559780.61,13.75,48.68,4.75,304.91,1.0,258007633.22,7327419.0,8721246.0,216772928.29,,,10659.0,,,,,1.96,,70178.0,,,,10659.0,,180.0,315838.0,220.47,8.34,,,42.87,42.87,9763749.0,288848837.75,,293.67,42.88,13.19,0.1041,16.02,0.5905
2017-03-01,10048373.0,302790514.5,13.69,48.58,4.73,306.37,1.0,261941437.96,7312992.0,8692760.0,220364491.86,,,16934.0,0.84,,,,1.01,15776.0,35897.0,,,0.84,16934.0,,4536.0,44262.0,222.71,0.5,,,42.87,42.87,9744820.0,293643464.62,,296.53,42.89,13.33,0.1046,16.21,0.5891
2017-03-02,10093529.0,317273986.19,13.75,48.78,4.75,316.18,1.0,274491141.51,7374578.0,8732466.0,231808097.9,,,61065.0,4.65,,,,0.19,61665.0,6745.0,,,4.65,61065.0,,7266.0,21959.0,231.33,0.0,,,43.28,43.28,9663914.0,303769723.85,,301.91,43.38,13.48,0.1052,16.12,0.5924
2017-03-03,10067511.0,314332285.07,13.71,47.76,4.74,320.5,1.0,275352314.29,7275720.0,8819051.0,227165750.61,,,65550.0,7.56,,,,6.49,127575.0,198448.0,,,7.56,65550.0,,34040.0,40990.0,231.72,1.5,,,42.69,42.69,9768234.0,304988126.09,,311.38,42.67,13.22,0.1062,16.71,0.5907
2017-03-06,9747678.0,310993730.84,13.28,47.03,4.59,314.11,1.0,271626137.01,7124524.0,8513754.0,227303599.82,,,16300.0,0.4,,,,4.02,15000.0,167496.0,,,0.4,16300.0,,,320297.0,229.07,7.04,,,41.76,41.76,9934508.0,316954428.23,,318.46,41.84,13.09,0.1053,17.01,0.5714
2017-03-07,9813587.0,304285712.7,13.37,45.66,4.62,315.64,1.0,263898285.62,7266799.0,8511043.0,225318541.81,,,105907.0,3.18,,,,0.17,117880.0,7231.0,,,3.18,105907.0,,43599.0,120591.0,235.4,3.45,,,42.57,42.57,9804715.0,304010622.37,,317.26,42.59,12.71,0.1038,17.29,0.5749
2017-03-08,10007740.0,307948979.69,13.63,46.03,4.71,316.42,1.0,268030548.47,7344676.0,8710469.0,226003621.23,,,129200.0,9.49,,,,7.17,323131.0,149654.0,,,9.49,129200.0,,98331.0,123705.0,231.47,5.6,,,42.98,42.98,9741968.0,299770887.91,,307.41,42.95,13.68,0.1044,16.55,0.5857
2017-03-09,10699728.0,330712029.84,14.57,50.01,5.03,337.75,2.0,292808995.09,7766993.0,9473428.0,240065730.71,,,552435.0,26.32,,,,4.18,841959.0,138124.0,,,26.32,552435.0,,8006.0,79000.0,243.87,2.43,,,45.45,45.45,9321827.0,288123242.85,,292.74,45.45,15.39,0.1093,16.46,0.6261
2017-03-10,10835800.0,335981035.85,14.76,51.11,5.1,342.62,2.0,297961797.88,7696281.0,9609633.0,238635307.27,,,91685.0,14.09,,,,6.01,436300.0,191368.0,,,14.09,91685.0,,28971.0,300095.0,242.03,9.36,,,45.03,45.03,9393863.0,291271509.38,,295.53,45.02,15.22,0.115,20.07,0.634
2017-03-13,10742323.0,334663722.77,14.63,51.99,5.05,341.96,2.0,296453764.15,7556964.0,9515827.0,235427821.81,,,1678.0,0.72,,,,4.38,19374.0,140995.0,,,0.72,1678.0,,,113180.0,239.42,2.86,,,44.11,44.11,9574048.0,298267567.05,,303.06,44.13,15.29,0.1145,20.22,0.6271
2017-03-14,10765499.0,334435042.51,14.66,52.73,5.06,343.51,2.0,294676488.88,7662988.0,9485667.0,238054150.35,,,87422.0,1.57,,,,1.35,31933.0,45157.0,,,1.57,87422.0,,63759.0,62093.0,243.48,1.74,,,44.64,44.64,9504858.0,295272665.88,,302.0,44.64,15.42,0.1133,20.08,0.6271
2017-03-15,10701835.0,330934666.87,14.58,55.11,5.04,338.95,2.0,291622689.78,7689028.0,9430556.0,237769122.75,,,59081.0,1.2,,,,1.93,52807.0,60041.0,,,1.2,59081.0,,27000.0,107918.0,242.09,3.87,,,44.77,44.77,9487360.0,293379249.55,,299.15,44.73,15.45,0.113,20.23,0.6231
2017-03-16,10549345.0,326943779.12,14.37,55.24,4.96,333.68,1.0,287379545.01,7601628.0,9272744.0,235588558.89,,,27964.0,0.24,,,,3.64,12521.0,118885.0,,,0.24,27964.0,,18844.0,170333.0,239.18,5.41,0.48,,44.22,44.22,9589740.0,297203839.33,15323.0,301.24,44.26,15.47,0.1119,19.85,0.6136
2017-03-17,10407226.0,326164431.45,14.17,55.77,4.9,332.18,1.0,284953618.38,7694272.0,9092275.0,241139939.91,,,172453.0,0.31,,,,2.49,5000.0,83989.0,,,0.31,172453.0,,4180.0,185469.0,244.38,4.47,,,44.86,44.86,9456398.0,296365302.07,,299.88,44.9,15.65,0.1128,20.06,0.6068
2017-03-20,10434641.0,327074816.16,14.21,55.07,4.91,334.61,1.0,286183321.38,7657013.0,9130083.0,240009801.9,,,64515.0,3.83,,,,3.17,95760.0,102366.0,,,3.83,64515.0,,592.0,57952.0,244.5,1.36,,,44.7,44.7,9472447.0,296914753.57,,302.37,44.71,15.9,0.1125,19.92,0.6092
2017-03-21,10268007.0,319836621.36,13.99,55.12,4.83,327.67,1.0,280119188.53,7492076.0,8992922.0,233369559.91,,,70897.0,3.89,,,,9.49,133260.0,283265.0,,,3.89,70897.0,,47431.0,270421.0,238.37,9.73,,,43.73,43.73,9640292.0,300284020.28,,306.72,43.73,17.18,0.1101,17.76,0.5993
2017-03-22,10166725.0,311743781.91,13.85,55.08,4.78,321.81,1.0,273313598.61,7495415.0,8913423.0,229833011.03,,,114474.0,1.31,,,,4.93,62093.0,154831.0,,,1.31,114474.0,,43696.0,141592.0,236.33,4.81,,,43.73,43.73,9643803.0,295709347.82,,304.52,43.7,16.6,0.1099,17.77,0.5932
2017-03-23,10256182.0,322386723.84,13.97,55.72,4.83,325.89,1.0,282762339.14,7437839.0,8995600.0,233796606.54,,,58987.0,12.11,,,,12.27,354338.0,382155.0,,,12.11,58987.0,,265592.0,272161.0,235.28,8.14,,,43.26,43.26,9753557.0,306587508.59,,307.78,43.32,15.02,0.1082,16.98,0.5966
2017-03-24,9990514.0,315702366.82,13.61,55.06,4.7,321.7,1.0,274729025.5,7281979.0,8693898.0,230112084.87,,,41497.0,2.39,,,,6.19,52998.0,214380.0,,,2.39,41497.0,,17023.0,354700.0,233.35,8.93,,,42.46,42.46,9866665.0,311788712.08,,316.39,42.45,13.96,0.1065,17.34,0.5826
2017-03-27,9826860.0,310145172.88,13.38,54.9,4.62,316.95,1.0,272540316.05,7218027.0,8635361.0,227807888.97,,,119745.0,4.19,,,,7.01,127363.0,217738.0,,,4.19,119745.0,,34041.0,185900.0,232.07,5.82,,,42.05,42.05,9948179.0,313974117.45,,319.78,42.05,14.21,0.1082,16.91,0.5725
2017-03-28,9829420.0,311576245.2,13.39,55.98,4.62,317.99,1.0,272532582.18,7203106.0,8597694.0,228326464.96,,,57359.0,0.65,,,,2.92,14686.0,101111.0,,,0.65,57359.0,,28831.0,52353.0,232.61,1.43,,,41.94,41.94,9970822.0,316058453.12,,321.92,41.95,13.79,0.1073,16.93,0.5723
2017-03-29,9861734.0,311390978.0,13.43,55.86,4.64,319.46,1.0,272516482.22,6883697.0,8630581.0,217357428.32,,,19586.0,1.83,,,,12.29,46993.0,374742.0,,,1.83,19586.0,,35747.0,14106.0,222.37,0.02,,,41.02,41.02,9895763.0,312465466.88,,320.26,40.98,13.72,0.107,16.78,0.5877
2017-03-30,9407811.0,298304253.39,12.81,53.67,4.43,305.28,1.0,259266673.18,6724019.0,8176658.0,213206182.35,,,9118.0,2.06,,,,5.48,57733.0,176183.0,,,2.06,9118.0,,7387.0,511656.0,217.38,16.72,,,39.22,39.22,10420347.0,330409893.64,,336.58,39.24,13.33,0.1027,14.08,0.5487
2017-03-31,9275835.0,300263146.88,12.63,53.2,4.36,303.26,1.0,260278558.56,6744285.0,8040617.0,218315681.29,,,50853.0,0.52,,,,1.7,7033.0,54534.0,,,0.52,50853.0,,23947.0,143074.0,220.41,5.17,,,39.25,39.25,10439115.0,337919068.26,,341.07,39.26,13.72,0.1028,14.27,0.5398
2017-04-03,9211456.0,293162816.76,12.55,52.15,4.33,301.22,1.0,253850900.36,6741179.0,7976238.0,214544044.27,,6565.0,13273.0,,0.22,,,1.35,,42571.0,,6565.0,,13273.0,,19627.0,64379.0,220.8,1.36,,,39.13,39.13,10488057.0,333791784.1,,343.98,39.09,13.58,0.1025,14.39,0.5346
2017-04-04,9169348.0,295061667.5,12.49,48.0,4.31,301.56,1.0,255222324.25,6703750.0,7931299.0,215720861.89,,,25907.0,1.84,,5085.0,,2.27,40057.0,68421.0,,,1.84,25907.0,0.17,5085.0,90081.0,218.35,0.88,,,38.86,38.86,10545666.0,339350387.27,,343.35,38.87,13.65,0.1024,14.15,0.5316
2017-04-05,9274072.0,286692709.28,12.63,48.57,4.36,300.08,1.0,247798604.02,6651797.0,8015907.0,205629383.03,,,56802.0,2.92,,,,6.71,173287.0,144422.0,,,2.92,56802.0,,53550.0,88679.0,214.51,3.5,0.58,,38.71,38.71,10531801.0,325573336.31,17883.0,340.08,38.68,13.19,0.1019,14.07,0.5397
2017-04-06,9317326.0,287984123.91,12.69,47.75,4.38,295.54,1.0,249411828.44,6782856.0,8069373.0,209647579.44,,,199038.0,4.26,,,,2.81,180322.0,74064.0,,,4.26,199038.0,,6085.0,126856.0,213.81,7.1,,,39.37,39.37,10447784.0,322924830.79,,329.34,39.36,13.38,0.103,13.6,0.5407
2017-04-07,9317443.0,292284700.13,12.69,47.45,4.38,296.7,1.0,256194165.26,6530199.0,8166950.0,204849898.89,,,43985.0,4.03,,,,11.18,146661.0,374645.0,,,4.03,43985.0,,78003.0,49084.0,207.37,1.12,,,38.53,38.53,10416165.0,326751198.1,,330.74,38.54,13.5,0.1054,14.0,0.5498
2017-04-10,9087331.0,284843255.87,12.38,46.14,4.28,290.45,1.0,251932786.55,6361988.0,8037391.0,199417119.91,,,1235.0,0.2,,1000.0,,5.35,8197.0,171456.0,,,0.2,1235.0,0.03,2010.0,138756.0,203.34,4.54,,,37.38,37.38,10657756.0,334068377.09,,340.78,37.37,13.77,0.1081,14.47,0.5339
2017-04-11,8796633.0,277328115.47,11.98,45.04,4.14,281.94,1.0,244414890.53,6210532.0,7752651.0,195797089.14,,,12492.0,,,,,5.53,,182648.0,,,,12492.0,,18700.0,284740.0,198.9,9.04,,,36.52,36.52,10793780.0,340291412.2,,345.66,36.52,14.28,0.1077,14.74,0.5173
2017-04-12,8719052.0,276165545.82,11.88,45.18,4.1,280.36,1.0,242262317.57,6177176.0,7648665.0,195654663.11,,,32781.0,0.99,,,,2.09,20395.0,71065.0,,,0.99,32781.0,,4928.0,124381.0,198.52,3.73,,,36.27,36.27,10855704.0,343841442.91,,349.24,36.24,14.29,0.1072,14.43,0.5119
2017-04-13,8721123.0,274391312.79,11.88,45.59,4.1,280.48,1.0,241002819.28,6169775.0,7659919.0,194118654.43,,,769.0,0.77,,,,0.77,18017.0,17079.0,,,0.77,769.0,,8909.0,6763.0,198.53,0.0,,,36.21,36.21,10867797.0,341931777.13,,349.78,36.21,14.31,0.1071,14.34,0.5119
2017-04-14,8751123.0,275335198.04,11.92,49.37,4.12,281.41,1.0,241946704.53,6169775.0,7689919.0,194118654.43,,,,1.2,,,,,30000.0,,,,1.2,,,,,197.87,,,,36.21,36.21,10868489.0,341953549.42,,348.61,36.21,14.2,0.107,14.29,0.5136
