,ALLEC FP Equity_DX_SI_QTY,ALLEC FP Equity_DX_SHORT_INTEREST_VALUE,ALLEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLEC FP Equity_DX_SI_MV,ALLEC FP Equity_DX_DSS,ALLEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLEC FP Equity_DX_SUPPLY_SI_QTY,ALLEC FP Equity_DX_BROKER_SI_QTY,ALLEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLEC FP Equity_DX_BROKER_SI_MV_INC_x,ALLEC FP Equity_DX_BROKER_SI_QTY_ADD,ALLEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALLEC FP Equity_DX_BROKER_SI_QTY_INC,ALLEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLEC FP Equity_DX_BROKER_SI_MV_INC_y,ALLEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLEC FP Equity_DX_BROKER_SI_MV_ADD,ALLEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLEC FP Equity_DX_BROKER_SI_QTY_DEC,ALLEC FP Equity_DX_SUPPLY_SI_MV,ALLEC FP Equity_DX_BROKER_SI_MV_DEC,ALLEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLEC FP Equity_DX_UTILIZATION_QUANTITY,ALLEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLEC FP Equity_DX_BROKER_SI_CON_RATIO,ALLEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLEC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLEC FP Equity_PX_LAST
2020-03-02,43300.0,281450.0,1.32,3.01,0.49,0.29,0.0,0.0,43300.0,0.0,281450.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,613197.0,0.63,31.46,,1.0,100.0,0.28,6.5
2020-03-03,43300.0,289244.0,1.32,3.06,0.49,0.29,0.0,0.0,43300.0,0.0,289244.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,630177.84,0.63,31.46,,1.0,100.0,0.28,6.68
2020-03-04,43300.0,290976.0,1.32,3.05,0.49,0.29,0.0,0.0,43300.0,0.0,290976.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,633951.36,0.64,31.46,,1.0,100.0,0.28,6.72
2020-03-05,43300.0,295306.0,1.32,3.06,0.49,0.29,0.0,0.0,43300.0,0.0,295306.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,643385.16,0.64,31.46,,1.0,100.0,0.28,6.82
2020-03-06,43300.0,278852.0,1.32,2.97,0.49,0.29,0.0,0.0,43300.0,0.0,278852.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,607536.72,0.64,31.46,,1.0,100.0,0.28,6.44
2020-03-09,43300.0,277120.0,1.32,2.93,0.49,0.29,0.0,0.0,43300.0,0.0,277120.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,603763.2,0.63,31.46,,1.0,100.0,0.28,6.4
2020-03-10,43300.0,274522.0,1.32,2.91,0.49,0.29,0.0,0.0,43300.0,0.0,274522.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,598102.92,0.63,31.46,,1.0,100.0,0.28,6.34
2020-03-11,43300.0,263264.0,1.32,2.87,0.49,0.29,0.0,0.0,43300.0,0.0,263264.0,,,,,,,,,,,,0.29,,31.46,28.0,94338.0,573575.04,0.63,31.46,,1.0,100.0,0.28,6.08
2020-03-12,43300.0,216500.0,1.32,6.57,0.49,0.28,0.0,0.0,43300.0,0.0,216500.0,,,,,,,,,,,,0.28,,31.46,28.0,94338.0,471690.0,0.62,31.46,,1.0,100.0,0.28,5.0
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.28,,43300.0,,,,,,0.0,,0.0,0.0,154661.0,788771.1,0.78,0.0,,0.0,100.0,0.0,5.1
2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,751652.46,0.78,0.0,,0.0,,0.0,4.86
2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,760932.12,0.79,0.0,,0.0,,0.0,4.92
2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,779491.44,0.77,0.0,,0.0,,0.0,5.04
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,779491.44,0.78,0.0,,0.0,,0.0,5.04
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,794957.54,0.78,0.0,,0.0,,0.0,5.14
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,751652.46,0.79,0.0,,0.0,,0.0,4.86
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,757838.9,0.75,0.0,,0.0,,0.0,4.9
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,726906.7,0.75,0.0,,0.0,,0.0,4.7
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,756292.29,0.73,0.0,,0.0,,0.0,4.89
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,742372.8,0.75,0.0,,0.0,,0.0,4.8
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,742372.8,0.74,0.0,,0.0,,0.0,4.8
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,737732.97,0.74,0.0,,0.0,,0.0,4.77
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,757838.9,0.75,0.0,,0.0,,0.0,4.9
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,740826.19,0.75,0.0,,0.0,,0.0,4.79
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,742372.8,0.75,0.0,,0.0,,0.0,4.8
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,757838.9,0.75,0.0,,0.0,,0.0,4.9
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,742372.8,0.75,0.0,,0.0,,0.0,4.8
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,742372.8,0.75,0.0,,0.0,,0.0,4.8
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,734639.75,0.75,0.0,,0.0,,0.0,4.75
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,734639.75,0.75,0.0,,0.0,,0.0,
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,734639.75,0.74,0.0,,0.0,,0.0,
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,773305.0,0.75,0.0,,0.0,,0.0,5.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,760932.12,0.77,0.0,,0.0,,0.0,4.92
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,819703.3,0.77,0.0,,0.0,,0.0,5.3
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,798050.76,0.82,0.0,,0.0,,0.0,5.16
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,807330.42,0.8,0.0,,0.0,,0.0,5.22
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,782584.66,0.8,0.0,,0.0,,0.0,5.06
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,804237.2,0.79,0.0,,0.0,,0.0,5.2
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,804237.2,0.8,0.0,,0.0,,0.0,5.2
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,807330.42,0.8,0.0,,0.0,,0.0,5.22
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,819703.3,0.81,0.0,,0.0,,0.0,5.3
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,816610.08,0.82,0.0,,0.0,,0.0,5.28
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,794957.54,0.81,0.0,,0.0,,0.0,5.14
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,838262.62,0.8,0.0,,0.0,,0.0,5.42
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,838262.62,0.84,0.0,,0.0,,0.0,
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,813516.86,0.84,0.0,,0.0,,0.0,5.26
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,816610.08,0.81,0.0,,0.0,,0.0,5.28
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,813516.86,0.82,0.0,,0.0,,0.0,5.26
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,816610.08,0.81,0.0,,0.0,,0.0,5.28
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,816610.08,0.82,0.0,,0.0,,0.0,5.28
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,807330.42,0.82,0.0,,0.0,,0.0,5.22
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,828982.96,0.81,0.0,,0.0,,0.0,5.36
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,822796.52,0.83,0.0,,0.0,,0.0,5.32
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,753199.07,0.82,0.0,,0.0,,0.0,4.87
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,779491.44,0.76,0.0,,0.0,,0.0,5.04
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,813516.86,0.78,0.0,,0.0,,0.0,5.26
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,785677.88,0.81,0.0,,0.0,,0.0,5.08
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,813516.86,0.79,0.0,,0.0,,0.0,5.26
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,813516.86,0.81,0.0,,0.0,,0.0,5.26
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,813516.86,0.81,0.0,,0.0,,0.0,5.26
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,794957.54,0.81,0.0,,0.0,,0.0,5.14
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,822796.52,0.8,0.0,,0.0,,0.0,5.32
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,856821.94,0.83,0.0,,0.0,,0.0,5.54
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,878474.48,0.86,0.0,,0.0,,0.0,5.68
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,850635.5,0.88,0.0,,0.0,,0.0,5.5
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,859915.16,0.85,0.0,,0.0,,0.0,5.56
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,866101.6,0.85,0.0,,0.0,,0.0,5.6
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,866101.6,0.87,0.0,,0.0,,0.0,5.6
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,859915.16,0.87,0.0,,0.0,,0.0,5.56
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,859915.16,0.86,0.0,,0.0,,0.0,5.56
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,869194.82,0.86,0.0,,0.0,,0.0,5.62
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,872288.04,0.87,0.0,,0.0,,0.0,5.64
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,154661.0,866101.6,0.87,0.0,,0.0,,0.0,5.6
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17023.0,93626.5,0.09,0.0,,0.0,,0.0,5.5
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17023.0,93626.5,0.09,0.0,,0.0,,0.0,5.5
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17023.0,95669.26,0.1,0.0,,0.0,,0.0,5.62
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17023.0,94307.42,0.09,0.0,,0.0,,0.0,5.54
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17023.0,94988.34,0.1,0.0,,0.0,,0.0,5.58
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,17023.0,93626.5,0.09,0.0,,0.0,,0.0,5.5
2020-06-19,324.0,1782.0,0.01,0.02,0.0,0.0,0.0,1782.0,0.0,324.0,0.0,,,324.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.5
2020-06-22,324.0,1775.52,0.01,0.02,0.0,0.0,0.0,1775.52,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.48
2020-06-23,324.0,1769.04,0.01,0.02,0.0,0.0,0.0,1769.04,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.46
2020-06-24,324.0,1769.04,0.01,0.02,0.0,0.0,0.0,1769.04,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.46
2020-06-25,324.0,1756.08,0.01,0.02,0.0,0.0,0.0,1756.08,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.42
2020-06-26,324.0,1684.8,0.01,0.02,0.0,0.0,0.0,1684.8,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.2
2020-06-29,324.0,1743.12,0.01,0.02,0.0,0.0,0.0,1743.12,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.38
2020-06-30,324.0,1717.2,0.01,0.02,0.0,0.0,0.0,1717.2,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.3
2020-07-01,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-02,324.0,1684.8,0.01,0.02,0.0,0.0,0.0,1684.8,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.2
2020-07-03,324.0,1678.32,0.01,0.02,0.0,0.0,0.0,1678.32,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.18
2020-07-06,324.0,1723.68,0.01,0.02,0.0,0.0,0.0,1723.68,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.32
2020-07-07,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-08,324.0,1743.12,0.01,0.02,0.0,0.0,0.0,1743.12,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.38
2020-07-09,324.0,1736.64,0.01,0.02,0.0,0.0,0.0,1736.64,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.36
2020-07-10,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-13,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-14,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-15,324.0,1736.64,0.01,0.02,0.0,0.0,0.0,1736.64,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.36
2020-07-16,324.0,1736.64,0.01,0.02,0.0,0.0,0.0,1736.64,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.36
2020-07-17,324.0,1723.68,0.01,0.02,0.0,0.0,0.0,1723.68,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.32
2020-07-20,324.0,1704.24,0.01,0.02,0.0,0.0,0.0,1704.24,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.26
2020-07-21,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-22,324.0,1723.68,0.01,0.02,0.0,0.0,0.0,1723.68,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.32
2020-07-23,324.0,1710.72,0.01,0.02,0.0,0.0,0.0,1710.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.28
2020-07-24,324.0,1794.96,0.01,0.08,0.0,0.0,0.0,1794.96,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.54
2020-07-27,324.0,1827.36,0.01,0.07,0.0,0.0,0.0,1827.36,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.64
2020-07-28,324.0,1846.8,0.01,0.1,0.0,0.0,0.0,1846.8,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.7
2020-07-29,324.0,1885.68,0.01,0.17,0.0,0.0,0.0,1885.68,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.82
2020-07-30,324.0,1872.72,0.01,0.17,0.0,0.0,0.0,1872.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.78
2020-07-31,324.0,1911.6,0.01,0.17,0.0,0.0,0.0,1911.6,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,5.9
2020-08-03,324.0,2008.8,0.01,0.17,0.0,0.0,0.0,2008.8,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.2
2020-08-04,324.0,2002.32,0.01,0.16,0.0,0.0,0.0,2002.32,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.18
2020-08-05,324.0,2041.2,0.01,0.16,0.0,0.0,0.0,2041.2,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.3
2020-08-06,324.0,2034.72,0.01,0.17,0.0,0.0,0.0,2034.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.28
2020-08-07,324.0,2034.72,0.01,0.17,0.0,0.0,0.0,2034.72,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.28
2020-08-10,324.0,2002.32,0.01,0.17,0.0,0.0,0.0,2002.32,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.18
2020-08-11,324.0,2008.8,0.01,0.17,0.0,0.0,0.0,2008.8,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.2
2020-08-12,324.0,1950.48,0.01,0.15,0.0,0.0,0.0,1950.48,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.02
2020-08-13,324.0,1995.84,0.01,0.14,0.0,0.0,0.0,1995.84,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.16
2020-08-14,324.0,2041.2,0.01,0.14,0.0,0.0,0.0,2041.2,0.0,324.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.019,6.3
