,STP FP Equity_DX_SI_QTY,STP FP Equity_DX_SHORT_INTEREST_VALUE,STP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STP FP Equity_DX_SI_MV,STP FP Equity_DX_DSS,STP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STP FP Equity_DX_SUPPLY_SI_QTY,STP FP Equity_DX_BROKER_SI_QTY,STP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STP FP Equity_DX_SUPPLY_SI_QTY_INC_x,STP FP Equity_DX_BROKER_SI_MV_INC_x,STP FP Equity_DX_BROKER_SI_QTY_ADD,STP FP Equity_DX_SUPPLY_SI_MV_DEC,STP FP Equity_DX_BROKER_SI_QTY_INC,STP FP Equity_DX_SUPPLY_SI_QTY_DEC,STP FP Equity_DX_BROKER_SI_MV_INC_y,STP FP Equity_DX_SUPPLY_SI_QTY_INC_y,STP FP Equity_DX_BROKER_SI_MV_ADD,STP FP Equity_DX_SUPPLY_SI_QTY_ADD,STP FP Equity_DX_BROKER_SI_QTY_DEC,STP FP Equity_DX_SUPPLY_SI_MV,STP FP Equity_DX_BROKER_SI_MV_DEC,STP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STP FP Equity_DX_UTILIZATION_QUANTITY,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STP FP Equity_DX_ACTIVE_UTILIZATION_MV,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STP FP Equity_DX_BROKER_SI_CON_RATIO,STP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STP FP Equity_DX_DEMAND_SUPPLY_RATIO,STP FP Equity_PX_LAST
2024-02-20,462.0,132663.3,0.29,0.04,0.13,,66331.65,231.0,231.0,66331.65,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,287.15
2024-02-21,462.0,132316.8,0.26,0.04,0.13,,66158.4,231.0,231.0,66158.4,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,286.4
2024-02-22,462.0,132501.6,0.26,0.04,0.13,,66250.8,231.0,231.0,66250.8,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,286.8
2024-02-23,462.0,133125.3,0.26,0.04,0.13,,66562.65,231.0,231.0,66562.65,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,288.15
2024-02-26,462.0,132224.4,0.26,0.04,0.13,,66112.2,231.0,231.0,66112.2,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,286.2
2024-02-27,462.0,132871.2,0.26,0.04,0.13,,66435.6,231.0,231.0,66435.6,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,287.6
2024-02-28,462.0,132085.8,0.25,0.04,0.13,,66042.9,231.0,231.0,66042.9,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,285.9
2024-02-29,462.0,133333.2,0.25,0.04,0.13,,66666.6,231.0,231.0,66666.6,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,288.6
2024-03-01,462.0,134280.3,0.25,0.04,0.13,,67140.15,231.0,231.0,67140.15,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,290.65
2024-03-04,462.0,133633.5,0.25,0.04,0.13,,66816.75,231.0,231.0,66816.75,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,289.25
2024-03-05,462.0,133333.2,0.25,0.04,0.13,,66666.6,231.0,231.0,66666.6,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,288.6
2024-03-06,16462.0,4779741.7,5.41,1.42,4.75,,2389870.85,8231.0,8231.0,2389870.85,,,8000.0,,,,,,2.31,8000.0,,2.37,,100.0,92.46,0.0,0.0,0.0,100.0,1.43,0.9718,98.57,1.8492,290.35
2024-03-07,16462.0,4876044.4,5.11,1.36,4.79,,2438022.2,8231.0,8231.0,2438022.2,,,,,,,,,,,,2.39,,100.0,92.46,0.0,0.0,0.0,100.0,1.45,0.9714,98.55,1.8492,296.2
2024-03-08,16474.0,4885364.7,5.11,1.32,4.88,,2444461.65,8243.0,8243.0,2444461.65,,,12.0,,,,,,0.0,12.0,,2.44,,100.0,92.47,0.0,0.0,0.0,100.0,1.43,0.9704,98.5,1.8481,296.55
2024-03-11,16474.0,4863948.5,5.02,1.34,4.89,,2433745.75,8243.0,8243.0,2433745.75,,,,,,,,,,,,2.44,,100.0,92.47,0.0,0.0,0.0,100.0,1.41,0.9707,98.52,1.8481,295.25
2024-03-12,16474.0,4918312.7,5.02,1.34,4.87,,2460947.65,8243.0,8243.0,2460947.65,,,,,,,,,,,,2.44,,100.0,92.47,0.0,0.0,0.0,100.0,1.44,0.9702,98.49,1.8481,298.55
2024-03-13,474.0,142602.9,0.14,0.04,0.14,,73106.55,243.0,243.0,73106.55,,,,2.36,,8000.0,,,,,8000.0,0.07,2.36,100.0,2.73,0.0,0.0,0.0,100.0,4.9,0.9068,95.1,0.0532,300.85
2024-03-14,474.0,141963.0,0.14,0.04,0.14,,72778.5,243.0,243.0,72778.5,,,,,,,,,,,,0.07,,100.0,2.73,0.0,0.0,0.0,100.0,4.96,0.9058,95.04,0.0532,299.5
2024-03-15,474.0,142271.1,0.14,0.04,0.14,,72936.45,243.0,243.0,72936.45,,,,,,,,,,,,0.07,,100.0,2.73,0.0,0.0,0.0,100.0,4.93,0.9063,95.07,0.0532,300.15
2024-03-18,474.0,142318.5,0.14,0.04,0.14,,72960.75,243.0,243.0,72960.75,,,,,,,,,,,,0.07,,100.0,2.73,0.0,0.0,0.0,100.0,4.93,0.9063,95.07,0.0532,300.25
2024-03-19,462.0,139500.9,0.16,0.04,0.14,,69750.45,231.0,231.0,69750.45,,,,0.0,,12.0,,,,,12.0,0.07,0.0,100.0,2.59,0.0,0.0,0.0,100.0,4.94,1.0,100.0,0.0518,301.95
2024-03-20,462.0,140355.6,0.17,0.04,0.14,,70177.8,231.0,231.0,70177.8,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0518,303.8
2024-03-21,462.0,141926.4,0.17,0.04,0.14,,70963.2,231.0,231.0,70963.2,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,307.2
2024-03-22,462.0,141880.2,0.17,0.04,0.14,,70940.1,231.0,231.0,70940.1,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,307.1
2024-03-25,462.0,141995.7,0.17,0.04,0.14,,70997.85,231.0,231.0,70997.85,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,307.35
2024-03-26,462.0,141880.2,0.17,0.04,0.14,,70940.1,231.0,231.0,70940.1,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,307.1
2024-03-27,462.0,141949.5,0.17,0.04,0.14,,70974.75,231.0,231.0,70974.75,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,307.25
2024-03-28,462.0,142942.8,0.17,0.04,0.14,,71471.4,231.0,231.0,71471.4,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,309.4
2024-03-29,462.0,142942.8,0.22,0.04,0.14,,71471.4,231.0,231.0,71471.4,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,
2024-04-01,462.0,142942.8,0.22,0.04,0.14,,71471.4,231.0,231.0,71471.4,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,
2024-04-02,462.0,142734.9,0.22,0.04,0.14,,71367.45,231.0,231.0,71367.45,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,308.95
2024-04-03,462.0,143612.7,0.23,0.04,0.14,,71806.35,231.0,231.0,71806.35,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,310.85
2024-04-04,462.0,144097.8,0.23,0.04,0.14,,72048.9,231.0,231.0,72048.9,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,311.9
2024-04-05,462.0,142896.6,0.25,0.04,0.14,,71448.3,231.0,231.0,71448.3,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,309.3
2024-04-08,462.0,144051.6,0.25,0.04,0.14,,72025.8,231.0,231.0,72025.8,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,311.8
2024-04-09,462.0,144144.0,0.25,0.04,0.14,,72072.0,231.0,231.0,72072.0,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.0519,312.0
2024-04-10,1862.0,578244.1,0.96,0.15,0.58,,289122.05,931.0,931.0,289122.05,,,700.0,,,,,,0.22,700.0,,0.29,,10.59,10.46,7857.0,2439991.35,2.45,10.62,42.94,0.3887,42.94,0.2092,310.55
2024-04-11,1862.0,577871.7,0.89,0.14,0.58,,288935.85,931.0,931.0,288935.85,,,,,,,,,,,,0.29,,10.59,10.46,7857.0,2438419.95,2.44,10.6,42.91,0.3884,42.91,0.2092,310.35
2024-04-12,1862.0,581968.1,0.9,0.14,0.58,,290984.05,931.0,931.0,290984.05,,,,,,,,,,,,0.29,,10.59,10.46,7857.0,2455705.35,2.44,10.61,42.88,0.388,42.88,0.2092,312.55
2024-04-15,4062.0,1265922.3,1.99,0.31,1.27,,632961.15,2031.0,2031.0,632961.15,1100.0,0.34,,,1100.0,,0.34,1100.0,,,,0.63,,23.11,22.82,6757.0,2105819.05,2.11,23.11,46.98,0.4451,46.98,0.4563,311.65
2024-04-16,12862.0,3935772.0,6.29,0.98,4.0,,1967886.0,6431.0,6431.0,1967886.0,4400.0,1.37,,,4400.0,,1.37,4400.0,,,,2.0,,73.18,72.24,2357.0,721242.0,0.73,73.18,49.1,0.4825,49.1,1.4448,306.0
2024-04-17,14362.0,4429240.8,7.04,1.09,4.44,,2445920.4,6431.0,7931.0,1983320.4,,,1500.0,,,,,,0.48,,,1.98,,73.18,72.24,2357.0,726898.8,0.73,73.18,43.66,0.3937,43.66,1.6133,308.4
2024-04-18,14362.0,4431395.1,7.01,1.09,4.44,,2447110.05,6431.0,7931.0,1984285.05,,,,,,,,,,,,1.98,,73.18,72.24,2357.0,727252.35,0.73,73.18,43.65,0.3935,43.65,1.6133,308.55
2024-04-19,14362.0,4427804.6,16.42,1.09,4.46,,2445127.3,6431.0,7931.0,1982677.3,,,,,,,,,,,,1.98,,73.18,72.24,2357.0,726663.1,0.73,73.18,43.64,0.3935,43.64,1.6133,308.3
2024-04-22,14362.0,4425650.3,20.95,1.09,4.43,,2443937.65,6431.0,7931.0,1981712.65,,,,,,,,,,,,1.97,,73.18,72.24,2357.0,726309.55,0.72,73.18,43.64,0.3935,43.64,1.6133,308.15
2024-04-23,14362.0,4419905.5,20.37,1.09,4.44,,2440765.25,6431.0,7931.0,1979140.25,,,,,,,,,,,,1.98,,73.18,72.24,2357.0,725366.75,0.73,73.18,43.67,0.3939,43.67,1.6133,307.75
2024-04-24,14362.0,4427086.5,22.34,1.09,4.43,,2444730.75,6431.0,7931.0,1982355.75,,,,,,,,,,,,1.97,,73.18,72.24,2357.0,726545.25,0.72,73.18,43.64,0.3935,43.64,1.6133,308.25
2024-04-25,14362.0,4419187.4,22.46,1.09,4.45,,2440368.7,6431.0,7931.0,1978818.7,,,,,,,,,,,,1.98,,73.18,72.24,2357.0,725248.9,0.73,73.18,43.67,0.3939,43.67,1.6133,307.7
2024-04-26,4162.0,1299584.5,6.32,0.31,1.3,,883979.75,1331.0,2831.0,415604.75,,,,1.58,,5100.0,,,,,5100.0,0.41,1.58,15.15,14.95,7457.0,2328448.25,2.29,15.15,27.42,0.3084,39.33,0.4675,312.25
2024-04-29,4162.0,1306868.0,6.94,0.31,1.33,,888934.0,1331.0,2831.0,417934.0,,,,,,,,,,,,0.42,,15.15,14.95,7457.0,2341498.0,2.34,15.14,27.49,0.3082,39.2,0.4675,314.0
2024-04-30,4562.0,1418097.7,7.62,0.35,1.45,,942186.35,1531.0,3031.0,475911.35,,0.06,,,200.0,,0.06,,,200.0,,0.48,,17.03,16.82,7457.0,2318008.45,2.33,17.05,33.99,0.3091,35.87,0.5012,310.85
2024-05-01,4562.0,1418097.7,5.79,0.35,1.44,,942186.35,1531.0,3031.0,475911.35,,,,,,,,,,,,0.48,,17.03,16.82,7457.0,2318008.45,2.31,17.05,34.1,0.3086,35.67,0.5012,
2024-05-02,4562.0,1419010.1,5.79,0.35,1.43,,942792.55,1531.0,3031.0,476217.55,,,,,,,,,,,,0.47,,17.03,16.82,7457.0,2319499.85,2.31,17.03,34.1,0.3087,35.66,0.5012,311.05
2024-05-03,4162.0,1305203.2,5.39,0.31,1.31,,887801.6,1331.0,2831.0,417401.6,,,,0.06,,200.0,,,,,200.0,0.41,0.06,15.15,14.79,7457.0,2338515.2,2.32,15.14,27.51,0.308,39.15,0.4623,313.6
2024-05-06,4162.0,1313735.3,5.27,0.31,1.33,,893605.15,1331.0,2831.0,420130.15,,,,,,,,,,,,0.42,,15.15,14.95,7457.0,2353802.05,2.35,15.14,27.45,0.3085,39.29,0.4675,315.65
2024-05-07,4562.0,1452768.9,5.86,0.35,1.47,,965221.95,1531.0,3031.0,487546.95,,0.06,,,200.0,,0.06,,,200.0,,0.48,,17.03,16.82,7457.0,2374681.65,2.36,17.04,34.0,0.3085,35.77,0.5012,318.45
2024-05-08,4562.0,1448206.9,5.81,0.35,1.47,,962190.95,1531.0,3031.0,486015.95,,,,,,,,,,,,0.49,,17.03,16.82,7457.0,2367224.65,2.37,17.04,34.01,0.3089,35.82,0.5012,317.45
2024-05-09,4562.0,1457787.1,5.78,0.35,1.47,,968556.05,1531.0,3031.0,489231.05,,,,,,,,,,,,0.49,,17.03,16.82,7457.0,2382884.35,2.37,17.03,34.08,0.3085,35.65,0.5012,319.55
2024-05-10,4562.0,1468735.9,6.02,0.35,1.48,,975830.45,1531.0,3031.0,492905.45,,,,,,,,,,,,0.49,,17.03,16.82,7457.0,2400781.15,2.38,17.04,34.02,0.3086,35.75,0.5012,321.95
2024-05-13,4562.0,1461436.7,5.96,0.34,1.49,,970980.85,1531.0,3031.0,490455.85,,,,,,,,,,,,0.49,,17.03,16.82,7457.0,2388849.95,2.39,17.03,34.08,0.3088,35.71,0.5012,320.35
2024-05-14,1962.0,630292.5,2.44,0.15,0.65,,556083.75,231.0,1731.0,74208.75,,,,0.41,,1300.0,,,,,1300.0,0.07,0.41,100.0,2.54,0.0,0.0,0.0,100.0,12.84,0.7762,87.16,0.2156,321.25
2024-05-15,1962.0,633137.4,2.44,0.15,0.65,,558593.7,231.0,1731.0,74543.7,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,12.89,0.7754,87.11,0.2204,322.7
2024-05-16,1962.0,632156.4,2.5,0.15,0.66,,557728.2,231.0,1731.0,74428.2,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,12.78,0.7771,87.22,0.2204,322.2
2024-05-17,1962.0,636178.5,2.52,0.15,0.66,,561276.75,231.0,1731.0,74901.75,,,,,,,,,,,,0.07,,100.0,2.59,0.0,0.0,0.0,100.0,12.87,0.7758,87.13,0.2204,324.25
2024-05-20,2362.0,768712.9,3.03,0.18,0.79,,628443.95,431.0,1931.0,140268.95,,,200.0,,,,,,0.06,200.0,,0.14,,100.0,4.74,0.0,0.0,0.0,100.0,18.11,0.5537,71.41,0.2595,325.45
2024-05-21,2362.0,769067.2,2.68,0.18,0.8,,628733.6,431.0,1931.0,140333.6,,,,,,,,,,,,0.14,,100.0,4.74,0.0,0.0,0.0,100.0,18.12,0.5538,71.41,0.2595,325.6
2024-05-22,462.0,148902.6,0.49,0.03,0.15,,74451.3,231.0,231.0,74451.3,,,,0.07,,200.0,,,,,1700.0,0.08,0.58,100.0,2.82,0.0,0.0,0.0,100.0,12.66,1.0,100.0,0.0565,322.3
2024-05-23,462.0,148833.3,0.57,0.03,0.15,,74416.65,231.0,231.0,74416.65,,,,,,,,,,,,0.07,,100.0,2.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.0565,322.15
2024-05-24,462.0,148879.5,0.69,0.03,0.15,,74439.75,231.0,231.0,74439.75,,,,,,,,,,,,0.07,,100.0,2.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.0565,322.25
2024-05-27,462.0,149387.7,0.7,0.03,0.15,,74693.85,231.0,231.0,74693.85,,,,,,,,,,,,0.07,,100.0,2.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.0565,323.35
2024-05-28,654.0,210097.5,1.0,0.05,0.21,,105048.75,327.0,327.0,105048.75,96.0,0.03,,,96.0,,0.03,96.0,,,,0.11,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,321.25
2024-05-29,654.0,207089.1,0.98,0.05,0.21,,103544.55,327.0,327.0,103544.55,,,,,,,,,,,,0.11,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,316.65
2024-05-30,654.0,208462.5,0.99,0.05,0.21,,104231.25,327.0,327.0,104231.25,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,318.75
2024-05-31,654.0,207841.2,0.99,0.05,0.21,,103920.6,327.0,327.0,103920.6,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,317.8
2024-06-03,654.0,207873.9,1.0,0.05,0.21,,103936.95,327.0,327.0,103936.95,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,317.85
2024-06-04,654.0,205715.7,1.0,0.05,0.21,,102857.85,327.0,327.0,102857.85,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,314.55
2024-06-05,654.0,205879.2,0.96,0.05,0.21,,102939.6,327.0,327.0,102939.6,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,314.8
2024-06-06,654.0,206762.1,0.93,0.05,0.21,,103381.05,327.0,327.0,103381.05,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,316.15
2024-06-07,654.0,206042.7,0.89,0.05,0.21,,103021.35,327.0,327.0,103021.35,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,315.05
2024-06-10,654.0,206337.0,0.88,0.05,0.21,,103168.5,327.0,327.0,103168.5,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,315.5
2024-06-11,654.0,204636.6,0.88,0.05,0.2,,102318.3,327.0,327.0,102318.3,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,312.9
2024-06-12,654.0,205911.9,0.86,0.05,0.21,,102955.95,327.0,327.0,102955.95,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,314.85
2024-06-13,717.0,222592.65,1.17,0.05,0.22,,101517.15,390.0,327.0,121075.5,,,,,,,,,,63.0,,0.12,,4.78,4.77,7775.0,2413748.75,2.46,4.72,16.31,0.7269,83.69,0.0876,310.45
2024-06-14,654.0,200581.8,1.09,0.05,0.2,,100290.9,327.0,327.0,100290.9,,,,0.02,,63.0,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,16.49,1.0,100.0,0.0799,306.7
2024-06-17,654.0,200025.9,1.11,0.05,0.2,,100012.95,327.0,327.0,100012.95,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,305.85
2024-06-18,654.0,202511.1,1.1,0.05,0.2,,101255.55,327.0,327.0,101255.55,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,309.65
2024-06-19,654.0,203197.8,1.14,0.05,0.2,,101598.9,327.0,327.0,101598.9,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,310.7
2024-06-20,654.0,205715.7,1.15,0.05,0.21,,102857.85,327.0,327.0,102857.85,,,,,,,,,,,,0.1,,100.0,4.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,314.55
2024-06-21,1054.0,327161.6,1.82,0.08,0.33,,163580.8,527.0,527.0,163580.8,,,200.0,,,,,,0.06,200.0,,0.17,,100.0,6.29,0.0,0.0,0.0,100.0,44.64,0.5058,55.36,0.1257,310.4
2024-06-24,1054.0,330218.2,1.93,0.08,0.33,,165109.1,527.0,527.0,165109.1,,,,,,,,,,,,0.17,,100.0,6.29,0.0,0.0,0.0,100.0,45.21,0.5046,54.79,0.1257,313.3
2024-06-25,10254.0,3207963.9,19.14,0.77,3.22,,1603981.95,5127.0,5127.0,1603981.95,,1.44,,,4600.0,,1.44,,,4600.0,,1.61,,61.29,61.16,3238.0,1013008.3,1.02,61.29,46.34,0.4696,50.37,1.2232,312.85
2024-06-26,7254.0,2261434.5,13.55,0.55,2.27,,1130717.25,3627.0,3627.0,1130717.25,,,,0.48,,1500.0,,,,,1500.0,1.13,0.48,44.42,44.32,4538.0,1414721.5,1.42,44.43,47.65,0.4563,47.65,0.8865,311.75
2024-06-27,6254.0,1941867.0,11.71,0.47,1.94,,970933.5,3127.0,3127.0,970933.5,,,,0.16,,500.0,,,,,500.0,0.97,0.16,38.3,38.21,5038.0,1564299.0,1.56,38.29,47.25,0.4495,47.25,0.7643,310.5
2024-06-28,1854.0,572051.7,3.48,0.14,0.57,,286025.85,927.0,927.0,286025.85,,,,0.68,,2200.0,,,,,2200.0,0.29,0.68,11.35,11.33,7238.0,2233284.9,2.24,11.35,39.31,0.3547,39.31,0.2266,308.55
2024-07-01,1854.0,572886.0,3.41,0.14,0.57,,286443.0,927.0,927.0,286443.0,,,,,,,,,,,,0.29,,11.35,11.33,7238.0,2236542.0,2.23,11.35,39.27,0.3545,39.27,0.2266,309.0
2024-07-02,1854.0,569919.6,4.29,0.14,0.57,,284959.8,927.0,927.0,284959.8,,,,,,,,,,,,0.29,,11.35,11.33,7238.0,2224961.2,2.23,11.35,39.33,0.3549,39.33,0.2266,307.4
2024-07-03,3472.0,1083090.4,9.3,0.26,1.07,,538737.65,1745.0,1727.0,544352.75,818.0,0.24,,,800.0,,0.24,818.0,,,,0.53,,21.32,21.32,6438.0,2008334.1,1.97,21.31,44.71,0.4109,44.71,0.4243,311.95
2024-07-04,3472.0,1090034.4,9.24,0.26,1.08,,542191.65,1745.0,1727.0,547842.75,,,,,,,,,,,,0.54,,21.32,21.32,6438.0,2021210.1,2.01,21.32,44.77,0.4118,44.77,0.4243,313.95
2024-07-05,3461.0,1080005.05,9.33,0.26,1.09,,538910.35,1734.0,1727.0,541094.7,,,,0.0,,11.0,,,,,,0.54,,21.22,21.19,6438.0,2008977.9,2.02,21.21,44.81,0.4123,44.81,0.423,312.05
2024-07-08,3461.0,1079485.9,8.25,0.26,1.08,,538651.3,1734.0,1727.0,540834.6,,,,,,,,,,,,0.54,,21.22,21.19,6438.0,2008012.2,2.01,21.22,44.78,0.412,44.78,0.423,311.9
2024-07-09,1909.0,590453.7,4.56,0.14,0.59,,294144.3,958.0,951.0,296309.4,,,,0.24,,776.0,,,,,776.0,0.3,0.24,11.72,11.27,7214.0,2231290.2,2.24,11.73,39.66,0.3574,39.66,0.2245,309.3
2024-07-10,1909.0,592839.95,4.67,0.14,0.59,,295333.05,958.0,951.0,297506.9,,,,,,,,,,,,0.3,,11.72,11.27,7214.0,2240307.7,2.22,11.72,39.6,0.3569,39.6,0.2245,310.55
2024-07-11,1885.0,589628.0,4.75,0.14,0.58,,289965.6,958.0,927.0,299662.4,,,,,,,,,,,24.0,0.3,0.01,11.72,11.27,7214.0,2256539.2,2.24,11.71,38.61,0.3554,40.16,0.2217,312.8
2024-07-12,2185.0,689039.75,5.56,0.16,0.69,,386934.45,958.0,1227.0,302105.3,,0.1,,,300.0,,0.1,,,,,0.3,,11.72,11.27,7214.0,2274934.9,2.26,11.71,33.65,0.3805,48.53,0.257,315.35
2024-07-15,2185.0,678114.75,5.6,0.16,0.69,,380799.45,958.0,1227.0,297315.3,,,,,,,,,,,,0.3,,11.72,11.27,7214.0,2238864.9,2.27,11.73,33.8,0.3822,48.73,0.257,310.35
2024-07-16,2161.0,667424.85,5.76,0.16,0.67,,378958.95,934.0,1227.0,288465.9,,,,0.01,,24.0,,,,,,0.29,,11.43,10.98,7238.0,2235456.3,2.24,11.43,32.89,0.3831,49.33,0.2541,308.85
2024-07-17,4162.0,1287930.9,11.44,0.31,1.32,,998595.15,935.0,3227.0,289335.75,,,2000.0,,,,,,0.65,1.0,,0.29,,11.44,10.99,7238.0,2239799.1,2.25,11.43,22.97,0.3675,53.31,0.4894,309.45
2024-07-18,4162.0,1286266.1,12.24,0.31,1.32,,997304.35,935.0,3227.0,288961.75,,,,,,,,,,,,0.29,,11.44,10.99,7238.0,2236903.9,2.24,11.42,22.88,0.3691,53.53,0.4894,309.05
2024-07-19,4162.0,1266704.7,13.43,0.31,1.32,,982137.45,935.0,3227.0,284567.25,,,,,,,,,,,,0.29,,11.44,10.99,7238.0,2202885.3,2.24,11.42,22.9,0.3695,53.57,0.4894,304.35
2024-07-22,4712.0,1449411.2,17.0,0.35,1.47,,1077215.2,1210.0,3502.0,372196.0,275.0,0.08,,,275.0,,0.08,275.0,,,,0.37,,14.32,14.23,7238.0,2226408.8,2.21,14.32,27.95,0.3537,49.91,0.5541,307.6
2024-07-23,5712.0,1742731.2,21.04,0.43,1.76,,915910.2,2710.0,3002.0,826821.0,1500.0,0.46,,,1500.0,,0.46,1500.0,,,2000.0,0.83,0.64,32.08,31.87,5738.0,1750663.8,1.77,32.09,41.18,0.4487,52.45,0.6717,305.1
2024-07-24,5712.0,1747586.4,22.62,0.43,1.74,,918461.9,2710.0,3002.0,829124.5,,,,,,,,,,,,0.83,,32.08,31.87,5738.0,1755541.1,1.75,32.08,41.15,0.4482,52.42,0.6717,305.95
2024-07-25,4861.0,1482361.95,23.25,0.36,1.48,,740113.65,2434.0,2427.0,742248.3,,,,0.08,,276.0,,,,,575.0,0.74,0.17,29.78,28.63,5738.0,1749803.1,1.75,29.78,46.4,0.4357,46.4,0.5717,304.95
2024-07-26,4067.0,1248162.3,11.68,0.3,1.25,,623007.0,2037.0,2030.0,625155.3,,,,0.12,,397.0,,,,,397.0,0.62,0.12,24.93,23.96,6135.0,1882831.5,1.88,24.92,45.6,0.4236,45.6,0.4783,306.9
