,ACA FP Equity_DX_SI_QTY,ACA FP Equity_DX_SHORT_INTEREST_VALUE,ACA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ACA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ACA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ACA FP Equity_DX_SI_MV,ACA FP Equity_DX_DSS,ACA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ACA FP Equity_DX_SUPPLY_SI_QTY,ACA FP Equity_DX_BROKER_SI_QTY,ACA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ACA FP Equity_DX_BROKER_SI_MV_NEW_x,ACA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ACA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ACA FP Equity_DX_BROKER_SI_MV_INC_x,ACA FP Equity_DX_SUPPLY_SI_MV_NEW,ACA FP Equity_DX_BROKER_SI_QTY_ADD,ACA FP Equity_DX_BROKER_SI_QTY_NEW,ACA FP Equity_DX_SUPPLY_SI_MV_DEC,ACA FP Equity_DX_BROKER_SI_QTY_INC,ACA FP Equity_DX_SUPPLY_SI_QTY_DEC,ACA FP Equity_DX_BROKER_SI_MV_NEW_y,ACA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ACA FP Equity_DX_BROKER_SI_MV_INC_y,ACA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ACA FP Equity_DX_BROKER_SI_MV_ADD,ACA FP Equity_DX_SUPPLY_SI_QTY_ADD,ACA FP Equity_DX_BROKER_SI_QTY_DEC,ACA FP Equity_DX_SUPPLY_SI_MV,ACA FP Equity_DX_BROKER_SI_MV_DEC,ACA FP Equity_DX_SUPPLY_SI_MV_RMV,ACA FP Equity_DX_BROKER_SI_MV_RMV,ACA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ACA FP Equity_DX_UTILIZATION_QUANTITY,ACA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ACA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ACA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ACA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ACA FP Equity_DX_ACTIVE_UTILIZATION_MV,ACA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ACA FP Equity_DX_BROKER_SI_CON_RATIO,ACA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ACA FP Equity_DX_DEMAND_SUPPLY_RATIO,ACA FP Equity_PX_LAST
2022-11-18,21628632.0,209905873.56,1.51,3.03,0.71,207.4,0.0,186840854.1,8614104.0,19252020.0,83599879.32,,,343696.0,7.01,,2212299.0,,0.01,714637.0,704.0,,,7.01,343696.0,21.38,2614676.0,,82.81,,,,3.93,3.93,210353216.0,2041477961.28,,2018.47,3.94,18.53,0.174,31.47,0.0988,9.705
2022-11-21,25414228.0,246670496.97,1.78,3.45,0.84,246.22,0.0,206499168.28,9463658.0,21275414.0,91854264.55,,,1608520.0,31.18,,,,10.5,3099997.0,1122468.0,,,31.18,1608520.0,,363502.0,1076602.0,92.31,9.83,,,4.32,4.32,209410912.0,2032542311.87,,2039.87,4.33,15.44,0.1578,29.35,0.1161,9.706
2022-11-22,28441436.0,275910370.64,1.99,3.81,0.93,274.88,0.0,233019999.0,10018767.0,24020204.0,97192058.67,,,668159.0,33.09,,,,16.39,3417640.0,1669413.0,,,33.09,668159.0,,1556363.0,672849.0,97.05,6.72,,,4.63,4.63,206356112.0,2001860642.51,,1997.86,4.63,23.84,0.1787,29.38,0.1314,9.701
2022-11-23,26006484.0,252262894.8,1.82,3.48,0.85,251.05,0.0,215430054.8,9388451.0,22209284.0,91067974.7,,,5007.0,0.25,,,,6.2,31007.0,640323.0,,,0.25,5007.0,,5000.0,1841929.0,90.82,17.87,,,4.37,4.37,205633040.0,1994640488.0,,1986.6,4.37,20.88,0.1889,32.3,0.1209,9.7
2022-11-24,27984062.0,272172987.01,1.96,3.75,0.92,270.61,0.0,237611626.56,10496128.0,24430560.0,102085340.93,,,806698.0,23.77,,,,9.59,2454196.0,994333.0,,,23.77,806698.0,,1295312.0,232919.0,101.82,2.24,,,4.87,4.87,204898272.0,1992840593.47,,1985.89,4.88,19.77,0.1735,29.87,0.1299,9.726
2022-11-25,27935956.0,272040339.53,1.95,3.78,0.92,270.9,0.0,241710929.53,12110951.0,24821414.0,117936440.84,,,566136.0,24.87,,,,15.1,2520911.0,1560911.0,,,24.87,566136.0,,2609598.0,2130057.0,117.83,20.56,,,5.63,5.63,203007600.0,1976888008.8,,1974.46,5.63,13.81,0.1576,30.31,0.1299,9.738
2022-11-28,29838334.0,287283479.75,2.09,4.1,0.98,289.41,0.0,259737579.19,14772102.0,26977314.0,142225798.06,,,2240276.0,35.93,,,,12.53,3676103.0,1289638.0,,,35.93,2240276.0,,1710513.0,1520203.0,143.83,14.8,,,6.88,6.88,200038080.0,1925966634.24,,1947.5,6.88,22.41,0.1724,28.63,0.1389,9.628
2022-11-29,30026956.0,288438939.34,2.1,4.1,0.99,288.73,0.0,263435443.51,14669016.0,27424052.0,140910567.7,,,164024.0,5.18,,,,5.28,646461.0,510231.0,,,5.18,164024.0,,243121.0,199722.0,141.31,2.65,,,6.84,6.84,199796608.0,1919246216.45,,1927.55,6.83,21.53,0.1694,28.78,0.14,9.606
2022-11-30,30974192.0,297661985.12,2.17,4.22,1.02,296.67,1.0,275343394.38,16391454.0,28651758.0,157521872.94,,,1408032.0,14.82,,,,0.23,1559075.0,20991.0,,,14.82,1408032.0,,335397.0,331369.0,157.16,3.33,,,7.65,7.65,197823632.0,1901085103.52,,1896.35,7.65,20.85,0.1645,27.96,0.1446,9.61
2022-12-01,30554268.0,290326654.54,2.14,4.12,1.0,292.59,1.0,271329629.0,16411015.0,28555002.0,155937464.53,,,4151.0,3.79,,,,3.76,373109.0,391550.0,,,3.79,4151.0,,406960.0,469866.0,157.45,4.49,,,7.67,7.67,197504960.0,1876692129.92,,1879.82,7.73,19.5,0.1624,28.15,0.1428,9.502
2022-12-02,30331672.0,289030502.49,2.12,4.05,1.0,287.91,0.0,271002835.14,15012983.0,28439798.0,143058715.01,,,406753.0,7.04,,140041.0,,23.81,969434.0,2462820.0,,,7.04,406753.0,1.33,658035.0,1224679.0,142.55,11.7,,,6.99,6.99,199754496.0,1903460592.38,,1895.82,6.99,20.63,0.169,28.58,0.1412,9.529
2022-12-05,34010496.0,323371795.97,2.38,4.54,1.12,323.53,1.0,268545130.99,18662848.0,28244124.0,177446358.78,,48285.0,570661.0,3.63,0.46,,,8.48,362062.0,906779.0,,48285.0,3.63,570661.0,,3937699.0,557737.0,177.92,5.62,,,8.66,8.66,196752736.0,1870725013.89,,1873.17,8.67,18.44,0.15,25.76,0.1579,9.508
2022-12-06,33812824.0,319057807.26,2.36,4.57,1.11,320.94,1.0,264334933.07,18811970.0,28013452.0,177509748.92,,,1202162.0,5.33,,,,19.56,593031.0,2047514.0,,,5.33,1202162.0,,994473.0,823701.0,178.97,7.74,,,8.76,8.76,195816976.0,1847728985.54,,1863.21,8.76,20.03,0.1548,26.03,0.1575,9.436
2022-12-07,22147470.0,207056697.03,1.55,2.99,0.73,208.51,0.0,188225810.34,12524980.0,20133256.0,117096038.02,,,380880.0,0.0,,,,73.47,67000.0,7687520.0,,,0.0,380880.0,,1084195.0,7947197.0,118.07,75.97,0.61,,5.84,5.84,201809712.0,1886718997.49,64545.0,1900.55,5.85,16.18,0.2226,40.15,0.1033,9.349
2022-12-08,21866712.0,204235090.08,1.53,2.94,0.72,204.01,0.0,185914269.12,11179991.0,19905168.0,104421115.94,,,11600.0,2.51,,,,17.59,363000.0,1856234.0,,,2.51,11600.0,,499645.0,591087.0,104.4,6.22,,,5.22,5.22,202901392.0,1895099001.28,,1893.59,5.23,15.16,0.2274,41.0,0.1021,9.34
2022-12-09,20896226.0,199621646.98,1.46,2.83,0.69,195.07,0.0,178034713.77,9708132.0,18636524.0,92741785.0,,,32382.0,1.85,,,,21.66,192173.0,2313797.0,,,1.85,32382.0,,809556.0,1460819.0,91.06,13.63,,,4.53,4.53,204552736.0,1954092287.01,,1921.81,4.52,12.41,0.2272,42.22,0.0975,9.553
2022-12-12,20653392.0,197632308.05,1.44,2.75,0.68,196.76,0.0,178257111.68,9556391.0,18628604.0,91445105.48,,,284925.0,10.76,,,,8.67,913531.0,944344.0,,,10.76,284925.0,,507678.0,921451.0,91.34,8.14,,,4.46,4.46,204570144.0,1957531707.94,,1955.03,4.46,11.6,0.2404,43.95,0.0965,9.569
2022-12-13,21155888.0,205169801.82,1.48,2.81,0.7,201.69,0.0,183571153.27,9742453.0,18928764.0,94482309.19,,,301100.0,9.3,,,,6.31,953238.0,664215.0,,,9.3,301100.0,,549177.0,653076.0,93.06,6.33,,,4.58,4.58,203026704.0,1968952975.39,,1942.05,4.57,14.41,0.2507,45.0,0.0994,9.698
2022-12-14,21824308.0,211062882.67,1.53,2.84,0.72,210.96,0.0,189646569.22,10529509.0,19609820.0,101830881.54,,,49358.0,1.37,,1315064.0,,6.2,101659.0,649667.0,,,1.37,49358.0,12.99,1387365.0,735667.0,101.93,5.8,,,4.92,4.92,203297648.0,1966091553.81,,1967.33,4.93,15.98,0.2344,42.88,0.1021,9.671
2022-12-15,20665340.0,193138267.64,1.45,2.68,0.68,199.02,0.0,172473102.74,10070757.0,18454216.0,94121294.92,,,,,,27602.0,,4.7,,486354.0,,,,,0.26,27602.0,1183207.0,97.38,11.88,,,4.71,4.71,203707968.0,1903854668.93,,1953.61,4.75,15.33,0.254,45.21,0.0967,9.346
2022-12-16,22095648.0,207345560.83,1.55,2.77,0.73,206.58,0.0,186596373.22,11403829.0,19884524.0,107013531.34,,,1095130.0,0.0,,1338616.0,,0.51,119863.0,45385.0,,,0.0,1095130.0,12.7,283327.0,28171.0,106.82,0.5,,,5.33,5.33,202498256.0,1900243634.3,,1899.09,5.33,14.8,0.2253,42.02,0.1033,9.384
2022-12-19,24626104.0,232692056.7,1.72,3.04,0.81,232.05,0.0,210388448.12,13512478.0,22265684.0,127679404.62,,,1161983.0,33.65,,,,8.72,3449756.0,927828.0,,,33.65,1161983.0,,1874494.0,1068595.0,126.7,9.7,,,6.32,6.32,200261248.0,1892268532.35,,1883.09,6.3,15.44,0.1963,36.08,0.1152,9.449
2022-12-20,29829140.0,284391020.76,2.09,3.68,0.98,282.67,0.0,251582619.96,16009086.0,26387940.0,152630625.92,,,1163398.0,59.58,,1116612.0,,13.94,6261398.0,1507373.0,,,59.58,1163398.0,10.65,2840583.0,3255755.0,151.1,30.29,,,7.48,7.48,198103072.0,1888714688.45,,1873.38,7.46,22.18,0.1625,26.48,0.1393,9.534
2022-12-21,29211960.0,284115522.96,2.04,3.54,0.96,276.22,0.0,254866814.94,15002621.0,26204690.0,145915491.85,,,605997.0,17.84,,1746499.0,,28.27,1693430.0,3020470.0,,,17.84,605997.0,18.38,1408008.0,3623180.0,143.41,33.63,,,7.02,7.02,198840080.0,1933918618.08,,1906.9,6.99,23.44,0.1719,28.68,0.1366,9.726
2022-12-22,28832352.0,281086599.65,2.02,3.43,0.95,281.66,0.0,246579351.22,16947008.0,25292784.0,165216380.99,,,2072601.0,28.39,,57194.0,,22.39,2745122.0,2351255.0,,,28.39,2072601.0,0.56,2223041.0,3714223.0,165.24,29.78,,,7.91,7.91,197433616.0,1924780322.38,,1921.3,7.92,21.23,0.1515,24.63,0.1345,9.749
2022-12-23,31233596.0,304996064.94,2.18,3.9,1.03,305.33,1.0,253900780.56,19635804.0,26001104.0,191743626.06,,,3325736.0,24.59,,,,17.72,2537048.0,1806627.0,,,24.59,3325736.0,,1169688.0,1828727.0,191.4,17.53,,,9.18,9.18,194238656.0,1896740475.84,,1891.21,9.19,15.71,0.1286,22.67,0.146,9.765
2022-12-26,30699036.0,299776086.54,2.15,3.96,1.01,300.4,1.0,247519021.05,19754778.0,25347570.0,192905407.17,,,118973.0,,,,,,,,,,,118973.0,,,653533.0,192.86,6.39,,,9.24,9.24,194104368.0,1895429153.52,,1891.14,9.25,16.08,0.129,23.2,0.1435,
2022-12-27,31802608.0,312651439.25,2.22,4.1,1.05,313.57,1.0,262846728.12,17976420.0,26736520.0,176726185.02,,,263907.0,28.37,,,,21.72,2722368.0,2208056.0,,,28.37,263907.0,,165790.0,1333419.0,175.65,12.91,,,8.41,8.41,195832096.0,1925225335.78,,1913.48,8.41,18.24,0.1348,22.81,0.1487,9.831
2022-12-28,25307094.0,248616891.46,1.77,3.3,0.83,251.91,0.0,196523932.93,17679772.0,20004472.0,173686080.13,,,146126.0,2.34,,27600.0,,5.11,214007.0,522460.0,,,2.34,146126.0,0.27,79687.0,6973653.0,173.78,67.21,,,8.26,8.26,196426704.0,1929695940.1,,1931.64,8.25,19.03,0.1311,22.67,0.1182,9.824
2022-12-29,22805146.0,224858739.56,1.59,3.02,0.75,226.63,0.0,175767515.2,15928283.0,17826320.0,157052870.38,,,495361.0,2.72,,,,30.04,275574.0,3054416.0,,,2.72,495361.0,,807566.0,2453726.0,156.39,24.48,,,7.44,7.44,198157888.0,1953836775.68,,1945.2,7.44,22.31,0.1496,25.57,0.1065,9.86
2022-12-30,21986584.0,216150107.3,1.54,2.95,0.72,218.93,0.0,177790194.15,15410260.0,18084650.0,151498266.06,,,484975.0,10.41,,,,16.64,1039113.0,1704826.0,,,10.41,484975.0,,701828.0,780784.0,151.77,7.59,,,7.2,7.2,198675504.0,1953178879.82,,1954.32,7.21,24.51,0.1649,27.16,0.1027,9.831
2023-01-02,22831024.0,227990605.66,1.6,3.13,0.75,227.23,0.0,178698551.29,15445373.0,17894908.0,154237494.78,,,725942.0,3.3,,,,12.25,352000.0,1235096.0,,,3.3,725942.0,,544267.0,541741.0,152.19,5.3,,,7.21,7.21,198817056.0,1985387121.22,,1957.01,7.22,23.3,0.1604,27.38,0.1066,9.986
2023-01-03,22896524.0,231529650.69,1.6,3.2,0.75,231.31,0.0,189534150.66,14653169.0,18743488.0,148172844.93,,,634779.0,18.19,,,,18.98,1674635.0,1949302.0,,,18.19,634779.0,,522319.0,826056.0,146.54,7.47,,,6.83,6.83,199850992.0,2020893231.1,,2006.46,6.81,20.81,0.1687,29.73,0.1067,10.112
2023-01-04,22636972.0,234926495.42,1.58,3.14,0.74,230.29,0.0,202948369.65,15255748.0,19555634.0,158324152.74,,,416229.0,12.03,,9500.0,,8.71,1083577.0,895178.0,,,12.03,416229.0,0.1,1081528.0,280931.0,154.51,2.9,,,7.11,7.11,199447984.0,2069871177.95,,2025.53,7.09,20.52,0.1797,31.31,0.1054,10.378
2023-01-05,23125658.0,240506843.2,1.62,3.14,0.76,239.44,0.0,201053153.6,15984982.0,19332034.0,166243812.8,,,1634772.0,31.06,,,,20.37,2705384.0,2115948.0,,,31.06,1634772.0,,1210410.0,2928984.0,166.73,31.08,,,7.44,7.44,198758576.0,2067089190.4,,2069.17,7.46,14.24,0.1969,37.3,0.1077,10.4
2023-01-06,24257068.0,255135841.22,1.7,3.24,0.8,251.41,0.0,209486080.42,16315519.0,19916912.0,171606628.84,,,650021.0,13.79,,,,11.8,1307100.0,1124680.0,,,13.79,650021.0,,805196.0,722222.0,169.23,7.06,,,7.6,7.6,198368128.0,2086435970.3,,2059.5,7.59,13.21,0.1832,35.54,0.113,10.518
2023-01-09,22611620.0,238009912.12,1.58,3.0,0.74,236.54,0.0,193939613.22,15380333.0,18424816.0,161893385.16,,,123005.0,,,18633.0,,11.69,,1148616.0,,,,123005.0,0.2,90425.0,1510730.0,161.14,14.39,,,7.14,7.14,200012800.0,2105334732.8,,2094.58,7.14,14.07,0.1861,35.92,0.105,10.526
2023-01-10,28825972.0,301980882.67,2.02,3.81,0.95,303.11,0.0,253066825.37,24096232.0,24156818.0,252432126.43,,,2267744.0,3.72,,6290191.0,,11.22,343411.0,1065223.0,,,3.72,2267744.0,66.25,7513377.0,901599.0,254.69,9.39,,,11.11,11.11,192845088.0,2020245141.89,,2027.52,11.16,25.71,0.166,26.0,0.1329,10.476
2023-01-11,25829352.0,269296823.95,1.81,3.44,0.85,269.37,0.0,220045025.51,21408368.0,21105412.0,223203644.77,,,466798.0,6.52,,,,35.32,699621.0,3324482.0,,,6.52,466798.0,,169821.0,3751029.0,224.96,40.44,,,9.88,9.88,195349664.0,2036715596.86,,2041.64,9.93,20.88,0.1738,31.05,0.1192,10.426
2023-01-12,20781732.0,218665384.1,1.45,2.78,0.68,216.47,0.0,162694541.56,14696632.0,15462321.0,154637961.9,,,281399.0,3.59,,1131.0,,76.97,353113.0,7348815.0,,,3.59,281399.0,0.0,355680.0,5997333.0,153.89,62.73,,,6.78,6.78,201982336.0,2125258139.39,,2104.42,6.81,11.14,0.2024,39.31,0.0959,10.522
2023-01-13,21582768.0,226360070.78,1.51,2.9,0.71,226.18,0.0,172162177.1,15547791.0,16415158.0,163065232.01,,,428056.0,26.67,,,,18.23,2509779.0,1762368.0,,,26.67,428056.0,,2185471.0,1556942.0,164.58,16.15,,,7.17,7.17,201371936.0,2111988864.77,,2114.77,7.22,17.93,0.1929,35.87,0.0995,10.488
2023-01-16,22447430.0,238077442.58,1.57,3.03,0.74,235.08,0.0,189103389.1,16032816.0,17829850.0,170044046.5,,,567319.0,15.95,,,,15.05,1521176.0,1429821.0,,,15.95,567319.0,,1347527.0,106484.0,169.7,1.35,,,7.37,7.37,201594960.0,2138116145.76,,2120.86,7.41,21.28,0.1862,33.26,0.1031,10.606
2023-01-17,20450060.0,216198034.32,1.43,2.76,0.67,216.41,0.0,170848985.72,14728029.0,16160517.0,155704722.59,,,307119.0,2.1,,15233.0,,20.75,95500.0,1997085.0,,,2.1,307119.0,0.17,385179.0,1780066.0,157.6,18.02,,,6.73,6.73,204091712.0,2157657579.26,,2164.03,6.79,17.46,0.2029,37.09,0.0935,10.572
2023-01-18,19071316.0,202194092.23,1.33,2.55,0.63,200.39,0.0,173128847.06,12559813.0,16329829.0,133159137.43,,,1766134.0,12.14,,45640.0,,53.73,1161336.0,4987869.0,,,12.14,1766134.0,0.51,1053519.0,1037664.0,133.58,11.08,,,5.76,5.76,205671472.0,2180528946.14,,2176.19,5.78,25.69,0.2538,39.93,0.0874,10.602
2023-01-19,18532268.0,193365684.31,1.3,2.5,0.61,194.82,0.0,169126563.25,12303246.0,16209178.0,128372068.76,,,307139.0,8.46,,,,10.91,771507.0,1025225.0,,,8.46,307139.0,,461519.0,892158.0,130.51,9.56,,,5.68,5.68,204458800.0,2133323119.2,,2157.91,5.7,23.17,0.2436,39.85,0.0855,10.434
2023-01-20,15461748.0,162564818.47,1.08,2.07,0.51,160.35,0.0,136480593.82,8886133.0,12980844.0,93428802.36,,,,4.84,,,,38.32,508630.0,3609357.0,,,4.84,,,192244.0,3736964.0,93.03,40.85,,,4.09,4.09,208321296.0,2190290106.14,,2172.44,4.11,20.02,0.29,48.18,0.0712,10.514
2023-01-23,14878908.0,157389088.82,1.04,2.01,0.49,155.7,0.0,132930330.46,8160841.0,12566679.0,86325376.1,,,153196.0,1.36,,,,9.1,108000.0,878488.0,,,1.36,153196.0,,,522165.0,86.19,4.55,,,3.77,3.77,208298656.0,2203383183.17,,2190.16,3.79,21.65,0.3028,48.63,0.0687,10.578
2023-01-24,15309819.0,163110811.63,1.07,2.11,0.5,160.81,0.0,132412514.53,8821848.0,12428432.0,93987968.59,,,723244.0,2.74,,,,4.55,240895.0,434432.0,,,2.74,723244.0,,372195.0,379142.0,93.65,3.76,,,4.05,4.05,208967584.0,2226340639.94,,2212.22,4.06,21.16,0.303,48.95,0.0703,10.654
2023-01-25,15492406.0,165551850.52,1.08,2.14,0.51,163.91,0.0,133376443.43,6048193.0,12481419.0,64630990.4,,,103299.0,17.91,,338755.0,,32.49,1643855.0,3083415.0,,,17.91,103299.0,3.59,206461.0,1929623.0,64.72,20.0,,,2.77,2.77,211959488.0,2264999088.77,,2256.3,2.79,25.84,0.2121,34.54,0.0711,10.686
2023-01-26,13580201.0,147372341.25,0.95,1.92,0.45,144.45,0.0,116601017.76,6216362.0,10744657.0,67459960.42,,,66000.0,2.62,,,,5.61,243538.0,530945.0,,,2.62,66000.0,,633114.0,1980300.0,67.01,20.48,,,2.85,2.85,211777712.0,2298211730.62,,2271.75,2.87,23.53,0.1764,29.7,0.0623,10.852
2023-01-27,14982949.0,164153189.24,1.05,2.12,0.49,161.24,0.0,130838414.52,7145596.0,11942170.0,78287149.78,,,367624.0,8.02,,685999.0,,2.57,655256.0,257249.0,,,8.02,367624.0,7.7,818859.0,143742.0,77.81,1.51,,,3.26,3.26,212146208.0,2324273854.85,,2305.05,3.27,22.7,0.1611,27.51,0.0683,10.956
2023-01-30,15473855.0,169314921.41,1.08,2.26,0.51,167.85,0.0,133970083.95,7867066.0,12243656.0,86081436.17,,,819648.0,11.53,,112700.0,,5.94,986023.0,546026.0,,,11.53,819648.0,1.23,447848.0,797237.0,86.56,8.86,,,3.56,3.56,213133776.0,2332109776.99,,2332.91,3.58,27.06,0.1791,28.17,0.07,10.942
2023-01-31,15454475.0,170555586.1,1.08,2.35,0.51,167.3,0.0,135993758.64,8015536.0,12322740.0,88459455.3,,,504849.0,13.91,,,,9.46,1279087.0,862872.0,,,13.91,504849.0,,506493.0,1200003.0,88.21,13.25,,,3.63,3.63,212843824.0,2348944441.66,,2334.01,3.64,27.04,0.2326,37.28,0.07,11.036
2023-02-01,17403052.0,192721397.85,1.22,2.66,0.57,190.52,0.0,148154439.22,9956566.0,13378584.0,110259011.88,,,2491992.0,15.38,,,,10.09,1362400.0,918873.0,,,15.38,2491992.0,,367911.0,306556.0,110.53,2.82,,,4.48,4.48,212233600.0,2350274886.4,,2333.22,4.52,31.14,0.221,31.19,0.0783,11.074
2023-02-02,19717932.0,220604223.22,1.38,3.06,0.65,217.43,0.0,168976995.83,12212511.0,15103414.0,136633573.07,,,369601.0,10.38,,897195.0,,0.56,906127.0,58300.0,,,10.38,369601.0,10.13,1944644.0,78492.0,136.85,0.91,,,5.48,5.48,210626688.0,2356491385.34,,2339.5,5.53,28.17,0.1874,28.6,0.0885,11.188
2023-02-03,19845876.0,223464563.76,1.39,3.09,0.65,221.42,0.0,172288832.12,12578502.0,15300962.0,141633932.52,,,186181.0,9.2,,,,5.46,694600.0,525772.0,,,9.2,186181.0,,705582.0,497052.0,142.63,5.46,,,5.64,5.64,210392336.0,2369017703.36,,2370.0,5.68,29.52,0.2035,30.51,0.089,11.26
2023-02-06,24517296.0,270818051.62,1.71,3.78,0.81,274.55,0.0,212805652.58,16920154.0,19265404.0,186900021.08,,,2122806.0,24.82,,1777186.0,,0.51,2187257.0,44984.0,,,24.82,2122806.0,19.98,2263830.0,,191.81,,,,7.54,7.54,207423504.0,2291200025.18,,2334.96,7.59,23.71,0.1706,29.27,0.1093,11.046
2023-02-07,26293148.0,292958255.02,1.84,4.0,0.86,291.07,0.0,224095257.72,18098536.0,20112660.0,201653888.11,,,725992.0,13.69,,,,1.83,1257993.0,163939.0,,,13.69,725992.0,,616330.0,410739.0,202.23,6.79,,,8.05,8.05,206694976.0,2302995422.59,,2288.59,8.12,21.72,0.158,26.25,0.117,11.142
2023-02-08,26610804.0,298466777.66,1.86,4.01,0.87,296.26,0.0,228632058.5,16682843.0,20384456.0,187114767.09,,,1478717.0,23.38,,,,37.25,2048920.0,3381726.0,,,23.38,1478717.0,,487315.0,1777124.0,188.13,19.54,,,7.42,7.42,208040560.0,2333382920.96,,2319.97,7.5,21.75,0.1613,24.13,0.1184,11.216
2023-02-09,26762784.0,312963996.1,1.87,3.95,0.88,300.4,0.0,234900184.56,16329793.0,20087240.0,190960599.34,,,698668.0,12.56,,631858.0,,12.37,1073235.0,1114031.0,,,12.56,698668.0,7.09,62313.0,2002309.0,186.35,21.94,,,7.26,7.26,208529344.0,2438542148.74,,2365.11,7.3,21.86,0.1735,25.65,0.119,11.694
2023-02-10,32341028.0,373991647.79,2.26,4.57,1.06,373.92,1.0,261793695.52,18069674.0,22638680.0,208957710.14,,,565068.0,47.46,,25000.0,,27.33,3869985.0,2477165.0,,,47.46,565068.0,0.29,3651978.0,1343544.0,211.63,10.66,,,8.06,8.06,206204736.0,2384551567.1,,2411.64,8.07,21.71,0.1835,27.61,0.1442,11.564
2023-02-13,36539152.0,421807970.69,2.56,5.09,1.2,421.05,1.0,300494937.6,20121376.0,26030400.0,232281164.54,,,1164255.0,38.95,,2152121.0,,4.64,3477394.0,387583.0,,,38.95,1164255.0,24.97,1275031.0,2237794.0,235.04,26.41,,,8.93,8.93,205286496.0,2369827309.82,,2369.11,9.03,18.18,0.1875,33.89,0.1621,11.544
2023-02-14,32482652.0,375629387.73,2.27,4.57,1.07,373.83,1.0,263941639.14,19393668.0,22824424.0,224268376.75,,,493912.0,32.32,,,,22.17,2823683.0,1874616.0,,,32.32,493912.0,,652996.0,6029660.0,225.9,69.16,,,8.64,8.64,205111280.0,2371906841.92,,2367.09,8.71,17.81,0.1542,27.05,0.1447,11.564
2023-02-15,32026146.0,370990875.26,2.27,4.58,1.06,369.34,1.0,270561696.0,18322328.0,23356500.0,212245847.55,,,8072.0,16.24,,1055637.0,,15.0,1384234.0,1312381.0,,,16.24,8072.0,12.21,232969.0,1907794.0,213.94,21.85,,,8.16,8.16,206269248.0,2389422968.83,,2388.9,8.22,17.82,0.1474,25.93,0.1426,11.584
2023-02-16,59606436.0,703355944.8,4.22,8.78,1.97,691.37,1.0,452150134.4,30853614.0,38317808.0,364072645.2,,,1301598.0,184.38,,,,23.27,15898992.0,1976986.0,,,184.38,1301598.0,,13206673.0,937683.0,360.75,9.89,,,13.78,13.78,193014144.0,2277566899.2,,2245.83,13.84,9.05,0.4038,62.0,0.2663,11.8
2023-02-17,56047180.0,658554365.0,3.97,8.34,1.85,658.34,1.0,416615708.0,28270164.0,35456656.0,332174427.0,,,119677.0,12.92,,,,32.33,641972.0,2821069.0,,,12.92,119677.0,,117943.0,3503124.0,334.13,40.15,,,12.67,12.67,194819072.0,2289124096.0,,2294.15,12.71,10.12,0.4549,66.12,0.2512,11.75
2023-02-20,59444520.0,694787549.76,4.21,8.91,1.96,698.9,1.0,453471444.77,31057582.0,38798036.0,363001018.42,,,1276429.0,46.24,,,,7.95,3862946.0,653717.0,,,46.24,1276429.0,,2164704.0,521569.0,366.04,6.29,,,13.88,13.88,192710144.0,2252396163.07,,2260.44,13.94,9.83,0.381,59.73,0.2657,11.688
2023-02-21,46922536.0,545239868.32,3.32,7.09,1.55,549.25,1.0,464465948.24,15785434.0,39971252.0,183426743.08,,,859486.0,18.1,,56576.0,,198.08,1581456.0,16883630.0,,,18.1,859486.0,0.69,751997.0,464815.0,186.69,5.46,,,7.04,7.04,208430848.0,2421966453.76,,2436.3,7.12,15.66,0.2494,44.76,0.2093,11.62
2023-02-22,26545688.0,302249203.57,1.88,4.0,0.88,307.36,0.0,221626440.52,14312154.0,19464820.0,162958185.44,,,466835.0,7.6,,43682.0,,27.59,658930.0,2352896.0,,,7.6,466835.0,0.5,412781.0,21209044.0,168.23,250.65,,,6.37,6.37,210311328.0,2394604780.61,,2438.43,6.45,11.55,0.1355,27.78,0.1182,11.386
2023-02-23,31167042.0,357610639.91,2.21,4.62,1.03,356.78,1.0,271065952.54,18138296.0,23624364.0,208118808.3,,,570347.0,68.29,,8100.0,,24.22,6082586.0,2086879.0,,,68.29,570347.0,0.1,5342675.0,1931142.0,209.44,22.99,,,8.08,8.08,206451200.0,2368821068.8,,2357.79,8.16,19.54,0.1334,23.51,0.1388,11.474
