,ALGEC FP Equity_DX_SI_QTY,ALGEC FP Equity_DX_SHORT_INTEREST_VALUE,ALGEC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEC FP Equity_DX_SI_MV,ALGEC FP Equity_DX_DSS,ALGEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEC FP Equity_DX_SUPPLY_SI_QTY,ALGEC FP Equity_DX_BROKER_SI_QTY,ALGEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEC FP Equity_DX_BROKER_SI_MV_NEW_x,ALGEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALGEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEC FP Equity_DX_BROKER_SI_MV_INC_x,ALGEC FP Equity_DX_SUPPLY_SI_MV_NEW,ALGEC FP Equity_DX_BROKER_SI_QTY_ADD,ALGEC FP Equity_DX_BROKER_SI_QTY_NEW,ALGEC FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEC FP Equity_DX_BROKER_SI_QTY_INC,ALGEC FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEC FP Equity_DX_BROKER_SI_MV_NEW_y,ALGEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALGEC FP Equity_DX_BROKER_SI_MV_INC_y,ALGEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEC FP Equity_DX_BROKER_SI_MV_ADD,ALGEC FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEC FP Equity_DX_BROKER_SI_QTY_DEC,ALGEC FP Equity_DX_SUPPLY_SI_MV,ALGEC FP Equity_DX_BROKER_SI_MV_DEC,ALGEC FP Equity_DX_SUPPLY_SI_MV_RMV,ALGEC FP Equity_DX_BROKER_SI_MV_RMV,ALGEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEC FP Equity_DX_UTILIZATION_QUANTITY,ALGEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALGEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEC FP Equity_DX_BROKER_SI_CON_RATIO,ALGEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-11-02,4137108.0,5378.24,0.35,0.06,0.24,0.01,0.0,4244.64,2670463.0,3265108.0,3471.6,,,747000.0,0.0,,,,,747000.0,,,,0.0,747000.0,,,,0.0,,,,100.0,32.84,0.0,0.0,,0.0,100.0,29.16,0.4105,55.99,0.5088
2022-11-03,4137108.0,4964.53,0.35,0.06,0.24,0.01,0.0,3918.13,2670463.0,3265108.0,3204.56,,,,,,,,,,,,,,,,,,0.0,,,,100.0,32.84,0.0,0.0,,0.0,100.0,30.08,0.4007,54.54,0.5088
2022-11-04,4137108.0,4964.53,0.35,0.06,0.24,0.01,0.0,3918.13,2670463.0,3265108.0,3204.56,,,,,,,,,,,,,,,,,,0.0,,,,100.0,36.16,0.0,0.0,,0.0,100.0,30.14,0.4091,55.4,0.5602
2022-11-07,4137108.0,5791.95,0.35,0.05,0.24,0.01,0.0,4571.15,2670463.0,3265108.0,3738.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,31.85,0.0,0.0,,0.0,100.0,28.23,0.4279,58.16,0.4934
2022-11-08,4137108.0,6619.37,0.35,0.05,0.24,0.01,0.0,5224.17,2670463.0,3265108.0,4272.74,,,,,,,,,,,,,,,,,,0.0,,,,100.0,31.85,0.0,0.0,,0.0,100.0,26.78,0.4319,59.12,0.4934
2022-11-09,4137108.0,11997.61,0.35,0.05,0.24,0.01,0.0,9468.81,2670463.0,3265108.0,7744.34,,,,,,,,,,,,,,,,,,0.0,,,,100.0,28.46,0.0,0.0,,0.0,100.0,20.12,0.516,68.44,0.4408
2022-11-10,4137108.0,11583.9,0.35,0.04,0.24,0.01,0.0,9142.3,2670463.0,3265108.0,7477.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,25.31,0.0,0.0,,0.0,100.0,22.71,0.4375,60.95,0.3921
2022-11-11,3390108.0,7458.24,0.28,0.03,0.2,0.01,0.0,5539.84,1923463.0,2518108.0,4231.62,,,,,,,,0.0,,747000.0,,,,,,,747000.0,0.01,0.0,,,100.0,19.62,0.0,0.0,,0.0,100.0,29.27,0.3583,49.93,0.3458
2022-11-14,3390108.0,8475.27,0.28,0.03,0.2,0.01,0.0,6295.27,1923463.0,2518108.0,4808.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.8,0.0,0.0,,0.0,100.0,27.76,0.3871,54.04,0.0669
2022-11-15,3390108.0,8475.27,0.28,0.03,0.2,0.01,0.0,6295.27,1923463.0,2518108.0,4808.66,,,,,,,,,,,,,,,,,,0.0,,,,100.0,22.19,0.0,0.0,,0.0,100.0,27.99,0.3768,52.77,0.3911
2022-11-16,4137008.0,8687.72,0.35,0.04,0.24,0.01,0.0,6856.52,2670363.0,3265008.0,5607.76,,,746900.0,0.0,,,,,746900.0,,,,0.0,746900.0,,,,0.01,,,,100.0,28.36,0.0,0.0,,0.0,100.0,25.07,0.4118,57.7,0.4394
2022-11-17,4137008.0,7032.91,0.35,0.04,0.24,0.01,0.0,5550.51,2670363.0,3265008.0,4539.62,,,,,,,,,,,,,,,,,,0.01,,,,100.0,30.8,0.0,0.0,,0.0,100.0,25.77,0.4082,57.12,0.4772
2022-11-18,4884008.0,8302.81,0.41,0.05,0.29,0.01,0.0,6820.41,3417363.0,4012008.0,5809.52,,,747000.0,0.0,,,,,747000.0,,,,0.0,747000.0,,,,0.01,,,,100.0,36.29,0.0,0.0,,0.0,100.0,21.14,0.4832,65.52,0.5187
2022-11-21,4884008.0,7814.41,0.41,0.05,0.29,0.01,0.0,6419.21,3417363.0,4012008.0,5467.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,38.53,0.0,0.0,,0.0,100.0,23.44,0.4597,62.81,0.5507
2022-11-22,5610008.0,8976.01,0.47,0.06,0.33,0.01,0.0,7580.81,4143363.0,4738008.0,6629.38,,,726000.0,0.0,,,,,726000.0,,,,0.0,726000.0,,,,0.01,,,,100.0,43.18,0.0,0.0,,0.0,100.0,32.31,0.4265,56.11,0.5847
2022-11-23,5610008.0,9537.01,0.47,0.06,0.33,0.01,0.0,8054.61,4143363.0,4738008.0,7043.72,,,,,,,,,,,,,,,,,,0.01,,,,100.0,44.71,0.0,0.0,,0.0,100.0,31.44,0.4341,57.3,0.6054
2022-11-24,5610008.0,11781.02,0.47,0.06,0.33,0.01,0.0,9949.82,4143363.0,4738008.0,8701.06,,,,,,,,,,,,,,,,,,0.01,,,,100.0,44.71,0.0,0.0,,0.0,100.0,28.94,0.4567,60.58,0.6054
2022-11-25,5610008.0,12903.02,0.47,0.06,0.33,0.01,0.0,10897.42,4143363.0,4738008.0,9529.73,,,,,,,,,,,,,,,,,,0.01,,,,100.0,44.71,0.0,0.0,,0.0,100.0,29.38,0.4439,59.2,0.6054
2022-11-28,5610008.0,14025.02,0.47,0.06,0.33,0.01,0.0,11845.02,4143363.0,4738008.0,10358.41,,,,,,,,,,,,,,,,,,0.01,,,,100.0,44.71,0.0,0.0,,0.0,100.0,29.0,0.4445,59.43,0.6054
2022-11-29,5610008.0,17952.03,0.47,0.06,0.33,0.02,0.0,15161.63,4143363.0,4738008.0,13258.76,,,,,,,,,,,,,,,,,,0.01,,,,100.0,44.71,0.0,0.0,,0.0,100.0,26.37,0.4714,62.9,0.6054
2022-11-30,5610008.0,15708.02,0.47,0.05,0.33,0.02,0.0,13266.42,4143363.0,4738008.0,11601.42,,,,,,,,,,,,,,,,,,0.01,,,,100.0,44.71,0.0,0.0,,0.0,100.0,30.46,0.422,56.58,0.6054
2022-12-01,6357008.0,19706.72,0.53,0.05,0.37,0.02,0.0,17003.52,4890363.0,5485008.0,15160.13,,,747000.0,0.0,,,,,747000.0,,,,0.0,747000.0,,,,0.01,,,,100.0,48.83,0.0,0.0,,0.0,100.0,24.6,0.4925,65.31,0.6348
2022-12-02,6357008.0,18435.32,0.53,0.05,0.37,0.02,0.0,15906.52,4890363.0,5485008.0,14182.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,23.77,0.0,0.0,,0.0,100.0,26.47,0.4656,62.35,0.3089
2022-12-05,5747363.0,16667.35,0.48,0.04,0.34,0.02,0.0,14138.55,4875363.0,4875363.0,14138.55,,,,,,,,0.0,,15000.0,,,,,,,609645.0,0.01,0.0,,,100.0,23.48,0.0,0.0,,0.0,100.0,22.5,0.5862,73.05,0.2768
2022-12-06,5747363.0,20690.51,0.48,0.04,0.34,0.02,0.0,17551.31,4875363.0,4875363.0,17551.31,,,,,,,,,,,,,,,,,,0.01,,,,100.0,54.77,0.0,0.0,,0.0,100.0,19.65,0.6247,76.46,0.6456
2022-12-07,5747363.0,20690.51,0.48,0.04,0.34,0.02,0.0,17551.31,4875363.0,4875363.0,17551.31,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.77,0.0,0.0,,0.0,100.0,22.5,0.5862,73.05,0.6456
2022-12-08,5747363.0,20115.77,0.48,0.04,0.34,0.02,0.0,17063.77,4875363.0,4875363.0,17063.77,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.77,0.0,0.0,,0.0,100.0,22.88,0.5813,72.59,0.6456
2022-12-09,5747363.0,20115.77,0.48,0.04,0.34,0.02,0.0,17063.77,4875363.0,4875363.0,17063.77,,,,,,,,,,,,,,,,,,0.02,,,,100.0,24.86,1.0,0.0,,0.0,100.0,22.5,0.5862,73.05,0.293
2022-12-12,5747363.0,18966.3,0.48,0.04,0.34,0.02,0.0,16088.7,4875363.0,4875363.0,16088.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,19.94,1.0,0.0,,0.0,100.0,23.3,0.5761,72.09,0.2351
2022-12-13,5747363.0,18966.3,0.48,0.04,0.34,0.02,0.0,16088.7,4875363.0,4875363.0,16088.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,43.71,0.0,0.0,,0.0,100.0,22.5,0.5862,73.05,0.5153
2022-12-14,5747363.0,17242.09,0.48,0.04,0.34,0.02,0.0,14626.09,4875363.0,4875363.0,14626.09,,,,,,,,,,,,,,,,,,0.02,,,,100.0,25.73,0.0,0.0,,0.0,100.0,23.8,0.5699,71.49,0.3033
2022-12-15,5747363.0,18966.3,0.48,0.04,0.34,0.02,0.0,16088.7,4875363.0,4875363.0,16088.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,53.63,0.0,0.0,,0.0,100.0,21.23,0.6029,74.57,0.6322
2022-12-16,5747363.0,18391.56,0.48,0.04,0.34,0.02,0.0,15601.16,4875363.0,4875363.0,15601.16,,,,,,,,,,,,,,,,,,0.02,,,,100.0,69.4,0.0,0.0,,0.0,100.0,22.92,0.5809,72.55,0.8181
2022-12-19,5747363.0,16667.35,0.48,0.04,0.34,0.02,0.0,14138.55,4875363.0,4875363.0,14138.55,,,,,,,,,,,,,,,,,,0.02,,,,100.0,69.4,0.0,0.0,,0.0,100.0,23.84,0.5694,71.44,0.8181
2022-12-20,5827363.0,16316.62,0.49,0.04,0.34,0.02,0.0,13651.02,4955363.0,4875363.0,13875.02,,,80000.0,,,,,,,,,,,80000.0,,,,0.01,,,,100.0,69.74,0.0,0.0,,0.0,100.0,22.66,0.5643,71.47,0.8202
2022-12-21,6075163.0,17010.46,0.51,0.04,0.36,0.02,0.0,13997.94,5079263.0,4999263.0,14221.94,,,123900.0,,,123900.0,,,,,,,,123900.0,0.01,,,0.01,,,,100.0,71.05,0.0,0.0,,0.0,100.0,27.08,0.3643,51.44,0.8498
2022-12-22,6075163.0,13972.87,0.51,0.05,0.36,0.02,0.0,11498.3,5079263.0,4999263.0,11682.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,72.3,0.0,0.0,,0.0,100.0,29.29,0.3421,47.47,0.8648
2022-12-23,6075163.0,15187.91,0.51,0.05,0.36,0.02,0.0,12498.16,5079263.0,4999263.0,12698.16,,,,,,,,,,,,,,,,,,0.01,,,,100.0,72.3,0.0,0.0,,0.0,100.0,30.0,0.3636,50.15,0.8648
2022-12-26,6075163.0,15187.91,0.51,0.06,0.36,0.02,0.0,12498.16,5079263.0,4999263.0,12698.16,,,,,,,,,,,,,,,,,,0.01,,,,100.0,72.3,0.0,0.0,,0.0,100.0,29.6,0.3574,49.49,0.8648
2022-12-27,6075163.0,15795.42,0.51,0.06,0.36,0.02,0.0,12998.08,5079263.0,4999263.0,13206.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,72.3,0.0,0.0,,0.0,100.0,28.94,0.3644,50.69,0.8648
2022-12-28,4975755.0,11941.81,0.42,0.05,0.29,0.02,0.0,7566.85,5079263.0,3152855.0,12190.23,,,,,,,,,,,,,,,,,1846408.0,0.01,0.01,,,100.0,72.3,0.0,0.0,,0.0,100.0,33.46,0.3222,41.88,0.7083
2022-12-29,3481755.0,8356.21,0.29,0.03,0.2,0.01,0.0,7566.85,3232855.0,3152855.0,7758.85,,,,,,,,0.01,,1846408.0,,,,,,,,0.01,,,,100.0,51.49,0.0,0.0,,0.0,100.0,27.07,0.3117,43.42,0.5546
2022-12-30,3481755.0,8008.04,0.29,0.04,0.2,0.01,0.0,7251.57,3232855.0,3152855.0,7435.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,51.49,0.0,0.0,,0.0,100.0,26.24,0.3128,43.92,0.5546
2023-01-02,3481755.0,8008.04,0.29,0.04,0.2,0.01,0.0,7251.57,3232855.0,3152855.0,7435.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,51.49,0.0,0.0,,0.0,100.0,26.52,0.3157,44.38,0.5546
2023-01-03,3981755.0,9158.04,0.33,0.04,0.23,0.03,0.0,7826.57,3482855.0,3402855.0,8010.57,,,250000.0,0.01,,,,,250000.0,,,,0.01,250000.0,,,,0.01,,,,100.0,55.48,0.0,0.0,,0.0,100.0,13.7,0.5112,69.19,0.6342
2023-01-04,3981755.0,9556.21,0.33,0.04,0.23,0.03,0.0,8166.85,3482855.0,3402855.0,8358.85,,,,,,,,,,,,,,,,,,0.01,,,,100.0,55.48,0.0,0.0,,0.0,100.0,14.22,0.5074,68.82,0.6342
2023-01-05,3733955.0,8588.1,0.31,0.04,0.22,0.02,0.0,7541.6,3358955.0,3278955.0,7725.6,,,,,,,,0.0,,123900.0,,,,,,,123900.0,0.01,0.01,,,100.0,53.5,0.0,0.0,,0.0,100.0,17.86,0.4201,60.32,0.5948
2023-01-06,3733955.0,7841.31,0.31,0.04,0.22,0.02,0.0,6885.81,3358955.0,3278955.0,7053.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,53.5,0.0,0.0,,0.0,100.0,16.73,0.4345,61.89,0.5948
2023-01-09,3733955.0,7841.31,0.31,0.04,0.22,0.02,0.0,6885.81,3358955.0,3278955.0,7053.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,51.42,0.0,0.0,,0.0,100.0,17.05,0.4471,63.06,0.5716
2023-01-10,3733955.0,6721.12,0.31,0.04,0.22,0.02,0.0,5902.12,3358955.0,3278955.0,6046.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,36.15,0.0,0.0,,0.0,100.0,14.97,0.4612,64.61,0.4019
2023-01-11,3733955.0,6721.12,0.31,0.04,0.22,0.02,0.0,5902.12,3358955.0,3278955.0,6046.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,36.15,0.0,0.0,,0.0,100.0,15.42,0.4834,66.56,0.4019
2023-01-12,3733955.0,6721.12,0.31,0.05,0.22,0.02,0.0,5902.12,3358955.0,3278955.0,6046.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,63.14,0.0,0.0,,0.0,100.0,15.43,0.4836,66.57,0.7019
2023-01-13,3733955.0,6721.12,0.31,0.06,0.22,0.02,0.0,5902.12,3358955.0,3278955.0,6046.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,63.14,0.0,0.0,,0.0,100.0,15.42,0.4834,66.56,0.7019
2023-01-16,3733955.0,7094.51,0.31,0.07,0.22,0.02,0.0,6230.01,3358955.0,3278955.0,6382.01,,,,,,,,,,,,,,,,,,0.01,,,,100.0,63.14,0.0,0.0,,0.0,100.0,16.14,0.4778,65.98,0.7019
2023-01-17,3733955.0,6347.72,0.31,0.07,0.22,0.02,0.0,5574.22,3358955.0,3278955.0,5710.22,,,,,,,,,,,,,,,,,,0.01,,,,100.0,63.14,0.0,0.0,,0.0,100.0,14.54,0.4812,66.45,0.7019
2023-01-18,3733955.0,5600.93,0.31,0.07,0.22,0.02,0.0,4918.43,3358955.0,3278955.0,5038.43,,,,,,,,,,,,,,,,,,0.01,,,,100.0,63.14,0.0,0.0,,0.0,100.0,13.33,0.51,69.02,0.7019
2023-01-19,3733955.0,5227.54,0.31,0.08,0.22,0.02,0.0,4590.54,3358955.0,3278955.0,4702.54,,,,,,,,,,,,,,,,,,0.01,,,,100.0,63.14,0.0,0.0,,0.0,100.0,12.82,0.5355,71.13,0.7019
2023-01-20,3733955.0,5227.54,0.31,0.09,0.22,0.02,0.0,4590.54,3358955.0,3278955.0,4702.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,63.14,0.0,0.0,,0.0,100.0,12.96,0.5456,71.91,0.7019
2023-01-23,3733955.0,5227.54,0.31,0.1,0.22,0.02,0.0,4590.54,3358955.0,3278955.0,4702.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,56.57,0.0,0.0,,0.0,100.0,12.96,0.5455,71.9,0.6289
2023-01-24,3733955.0,5600.93,0.31,0.1,0.22,0.02,0.0,4918.43,3358955.0,3278955.0,5038.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,56.57,0.0,0.0,,0.0,100.0,13.76,0.538,71.24,0.6289
2023-01-25,3717337.0,5947.74,0.31,0.11,0.22,0.02,0.0,5347.74,3310646.0,3342337.0,5297.03,,,31691.0,0.0,,,,0.0,63382.0,80000.0,,,0.0,31691.0,,,,0.01,,,,100.0,55.46,0.0,0.0,,0.0,100.0,14.2,0.5121,68.91,0.6227
2023-01-26,3685646.0,5159.9,0.31,0.11,0.22,0.02,0.0,4634.9,3310646.0,3310646.0,4634.9,,,,,,,,,,,,,,,,,31691.0,0.01,0.0,,,100.0,55.46,0.0,0.0,,0.0,100.0,13.3,0.5193,69.63,0.6174
2023-01-27,3685646.0,5159.9,0.31,0.11,0.22,0.02,0.0,4634.9,3278955.0,3310646.0,4590.54,,,,,,,,0.0,,31691.0,,,,,,,,0.0,,,,100.0,54.93,0.0,0.0,,0.0,100.0,12.81,0.5368,71.06,0.6174
2023-01-30,3685646.0,5159.9,0.24,0.11,0.18,0.02,0.0,4634.9,3278955.0,3310646.0,4590.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.81,0.5368,71.06,0.6207
2023-01-31,3685646.0,5159.9,0.24,0.12,0.18,0.02,0.0,4634.9,3278955.0,3310646.0,4590.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.84,0.5359,70.99,0.6207
2023-02-01,3685646.0,4791.34,0.24,0.12,0.18,0.02,0.0,4303.84,3278955.0,3310646.0,4262.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.22,0.5447,71.73,0.6207
2023-02-02,3685646.0,5159.9,0.24,0.12,0.18,0.02,0.0,4634.9,3278955.0,3310646.0,4590.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.94,0.5461,71.79,0.6207
2023-02-03,3685646.0,4791.34,0.24,0.12,0.18,0.02,0.0,4303.84,3278955.0,3310646.0,4262.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.21,0.5442,71.7,0.6207
2023-02-06,3685646.0,5159.9,0.24,0.13,0.18,0.02,0.0,4634.9,3278955.0,3310646.0,4590.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.94,0.5458,71.78,0.6207
2023-02-07,3685646.0,5159.9,0.24,0.13,0.18,0.02,0.0,4634.9,3278955.0,3310646.0,4590.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,55.22,0.0,0.0,,0.0,100.0,12.81,0.5368,71.06,0.6207
2023-02-08,4281646.0,5994.3,0.28,0.16,0.21,0.03,0.0,5052.1,3576955.0,3608646.0,5007.74,,,298000.0,,,298000.0,,,,,,,,298000.0,0.01,,,0.01,,,,100.0,57.36,0.0,0.0,,0.0,100.0,38.61,0.3423,42.62,0.6866
2023-02-09,4281646.0,5137.98,0.28,0.16,0.21,0.02,0.0,4330.38,3576955.0,3608646.0,4292.35,,,,,,,,,,,,,,,,,,0.01,,,,100.0,57.36,0.0,0.0,,0.0,100.0,11.76,0.5038,69.05,0.6866
2023-02-10,3781646.0,4537.98,0.25,0.14,0.19,0.0,0.0,4030.38,3326955.0,3358646.0,3992.35,,,,,,,,0.0,,250000.0,,,,,,,250000.0,0.0,0.01,,,100.0,53.35,0.0,0.0,,0.0,100.0,38.77,0.3256,40.03,0.6065
2023-02-13,3781646.0,4159.81,0.25,0.13,0.19,0.01,0.0,4022.31,3326955.0,3656646.0,3659.65,,,,,,298000.0,,,,,,,,,0.0,,,0.0,,,,100.0,53.35,0.0,0.0,,0.0,100.0,25.16,0.3011,42.09,0.6065
2023-02-14,3781646.0,4159.81,0.23,0.12,0.18,0.0,0.0,3694.51,3326955.0,3358646.0,3659.65,,,,,,,,,,,,,,,,,298000.0,0.0,0.0,,,100.0,53.35,0.0,0.0,,0.0,100.0,39.13,0.3264,39.79,0.6065
2023-02-15,3185646.0,3504.21,0.2,0.1,0.15,0.0,0.0,3366.71,3028955.0,3060646.0,3331.85,,,,,,,,0.0,,298000.0,,,,,,,298000.0,0.0,0.0,,,100.0,51.01,0.0,0.0,,0.0,100.0,45.9,0.434,46.67,0.5365
2023-02-16,3185646.0,3822.78,0.2,0.1,0.15,0.0,0.0,3672.78,3028955.0,3060646.0,3634.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,44.03,0.4375,48.84,0.5027
2023-02-17,3185646.0,3822.78,0.2,0.11,0.15,0.0,0.0,3672.78,3028955.0,3060646.0,3634.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,45.66,0.436,47.15,0.5027
2023-02-20,3185646.0,3822.78,0.2,0.11,0.15,0.0,0.0,3672.78,3028955.0,3060646.0,3634.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,45.66,0.4359,47.14,0.5027
2023-02-21,3185646.0,3822.78,0.2,0.12,0.15,0.0,0.0,3672.78,3028955.0,3060646.0,3634.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,45.52,0.4337,47.0,0.5027
2023-02-22,3185646.0,4141.34,0.2,0.13,0.15,0.0,0.0,3978.84,3028955.0,3060646.0,3937.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,43.8,0.4371,49.0,0.5027
2023-02-23,3185646.0,3822.78,0.2,0.13,0.15,0.0,0.0,3672.78,3028955.0,3060646.0,3634.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,45.29,0.4312,46.9,0.5027
2023-02-24,3185646.0,4459.9,0.2,0.12,0.15,0.0,0.0,4284.9,3028955.0,3060646.0,4240.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,42.21,0.4416,50.85,0.5027
2023-02-27,3185646.0,4141.34,0.2,0.1,0.15,0.0,0.0,3978.84,3028955.0,3060646.0,3937.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,45.68,0.4309,46.49,0.5027
2023-02-28,3185646.0,4778.47,0.19,0.09,0.14,0.0,0.0,4590.97,3028955.0,3060646.0,4543.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,42.13,0.441,50.85,0.5027
2023-03-01,3185646.0,4459.9,0.19,0.09,0.14,0.0,0.0,4284.9,3028955.0,3060646.0,4240.54,,,,,,,,,,,,,,,,,,0.0,,,,100.0,47.79,0.0,0.0,,0.0,100.0,46.02,0.4307,46.13,0.5027
2023-03-02,3356648.0,4699.31,0.2,0.09,0.15,0.01,0.0,4524.31,3199957.0,3231648.0,4479.94,,,171002.0,0.0,,,,,171002.0,,,,0.0,171002.0,,,,0.0,,,,100.0,49.17,0.0,0.0,,0.0,100.0,45.08,0.4363,47.74,0.5157
2023-03-03,3566317.0,4992.84,0.21,0.09,0.16,0.01,0.0,4817.84,3409626.0,3441317.0,4773.48,,,209669.0,0.0,,,,,209669.0,,,,0.0,209669.0,,,,0.0,,,,100.0,37.16,0.0,0.0,,0.0,100.0,42.72,0.4419,50.48,0.3887
2023-03-06,3566317.0,4279.58,0.21,0.09,0.16,0.01,0.0,4129.58,3409626.0,3441317.0,4091.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,37.16,0.0,0.0,,0.0,100.0,39.0,0.4463,53.76,0.3887
2023-03-07,3566317.0,4279.58,0.19,0.09,0.15,0.0,0.0,4129.58,3409626.0,3441317.0,4091.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,53.96,0.0,0.0,,0.0,100.0,42.3,0.4432,50.97,0.5644
2023-03-08,3566317.0,4279.58,0.19,0.08,0.15,0.0,0.0,4129.58,3409626.0,3441317.0,4091.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,53.5,0.0,0.0,,0.0,100.0,42.3,0.4432,50.97,0.5596
2023-03-09,3566317.0,3922.95,0.19,0.08,0.15,0.0,0.0,3785.45,3409626.0,3441317.0,3750.59,,,,,,,,,,,,,,,,,,0.0,,,,100.0,53.5,0.0,0.0,,0.0,100.0,40.19,0.4455,52.83,0.5596
2023-03-10,3666317.0,4399.58,0.2,0.09,0.15,0.0,0.0,4249.58,3509626.0,3541317.0,4211.55,,,100000.0,0.0,,,,,100000.0,,,,0.0,100000.0,,,,0.0,,,,100.0,54.22,0.0,0.0,,0.0,100.0,43.08,0.4459,50.63,0.5664
2023-03-13,3591717.0,4310.06,0.19,0.08,0.15,0.0,0.0,4160.06,3435026.0,3466717.0,4122.03,,,,,,,,0.0,,74600.0,,,,,,,74600.0,0.0,0.0,,,100.0,53.68,0.0,0.0,,0.0,100.0,42.02,0.4441,51.29,0.5613
2023-03-14,3591717.0,4310.06,0.19,0.08,0.15,0.0,0.0,4160.06,3435026.0,3466717.0,4122.03,,,,,,,,,,,,,,,,,,0.0,,,,100.0,53.68,0.0,0.0,,0.0,100.0,42.02,0.4441,51.29,0.5613
2023-03-15,3591717.0,3950.89,0.19,0.08,0.15,0.0,0.0,3813.39,3435026.0,3466717.0,3778.53,,,,,,,,,,,,,,,,,,0.0,,,,100.0,53.68,0.0,0.0,,0.0,100.0,39.91,0.4467,53.15,0.5613
