,PHXM FP Equity_DX_SI_QTY,PHXM FP Equity_DX_SHORT_INTEREST_VALUE,PHXM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PHXM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PHXM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PHXM FP Equity_DX_SI_MV,PHXM FP Equity_DX_DSS,PHXM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PHXM FP Equity_DX_SUPPLY_SI_QTY,PHXM FP Equity_DX_BROKER_SI_QTY,PHXM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PHXM FP Equity_DX_BROKER_SI_MV_NEW_x,PHXM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PHXM FP Equity_DX_SUPPLY_SI_QTY_INC_x,PHXM FP Equity_DX_BROKER_SI_MV_INC_x,PHXM FP Equity_DX_SUPPLY_SI_MV_NEW,PHXM FP Equity_DX_BROKER_SI_QTY_ADD,PHXM FP Equity_DX_BROKER_SI_QTY_NEW,PHXM FP Equity_DX_SUPPLY_SI_MV_DEC,PHXM FP Equity_DX_BROKER_SI_QTY_INC,PHXM FP Equity_DX_SUPPLY_SI_QTY_DEC,PHXM FP Equity_DX_BROKER_SI_MV_NEW_y,PHXM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PHXM FP Equity_DX_BROKER_SI_MV_INC_y,PHXM FP Equity_DX_SUPPLY_SI_QTY_INC_y,PHXM FP Equity_DX_BROKER_SI_MV_ADD,PHXM FP Equity_DX_SUPPLY_SI_QTY_ADD,PHXM FP Equity_DX_BROKER_SI_QTY_DEC,PHXM FP Equity_DX_SUPPLY_SI_MV,PHXM FP Equity_DX_BROKER_SI_MV_DEC,PHXM FP Equity_DX_SUPPLY_SI_MV_RMV,PHXM FP Equity_DX_BROKER_SI_MV_RMV,PHXM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PHXM FP Equity_DX_UTILIZATION_QUANTITY,PHXM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PHXM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PHXM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PHXM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PHXM FP Equity_DX_ACTIVE_UTILIZATION_MV,PHXM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PHXM FP Equity_DX_BROKER_SI_CON_RATIO,PHXM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PHXM FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-03-07,79530.0,1678083.0,1.42,2.65,1.0,1.73,1.0,1678083.0,2094.0,79530.0,44183.4,,,,,,,,,,,,,,,,,2016.0,0.04,0.05,,,100.0,11.77,0.0,0.0,,0.0,100.0,21.33,0.2706,41.78,4.471
2016-03-08,78918.0,1615451.46,1.41,2.73,1.0,1.7,1.0,1615451.46,2094.0,78918.0,42864.18,,,,,,,,,,,,,,,,,612.0,0.04,0.02,,,100.0,11.77,0.0,0.0,,0.0,100.0,21.65,0.2688,41.43,4.4366
2016-03-09,79758.0,1603135.8,1.42,2.83,1.01,1.68,1.0,1603135.8,2094.0,79758.0,42089.4,,,,0.0,,,,,840.0,,,,0.0,,,,,0.04,,,,100.0,11.77,0.0,0.0,,0.0,100.0,21.8,0.271,41.74,4.4838
2016-03-10,79942.0,1638811.0,1.43,2.95,1.01,1.66,1.0,1638811.0,2094.0,79942.0,42927.0,,,,0.0,,,,,184.0,,,,0.0,,,,,0.04,,,,100.0,11.77,0.0,0.0,,0.0,100.0,21.9,0.271,41.65,4.4942
2016-03-11,80562.0,1752223.5,1.44,2.66,1.02,1.72,1.0,1752223.5,2094.0,80562.0,45544.5,,,,0.03,,,,,620.0,,,,0.03,,,,,0.04,,,,100.0,11.77,0.0,0.0,,0.0,100.0,21.3,0.2715,41.74,4.529
2016-03-14,80562.0,1813450.62,1.44,2.56,1.02,1.8,1.0,1813450.62,2094.0,80562.0,47135.94,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.77,0.0,0.0,,0.0,100.0,20.56,0.2733,42.3,4.529
2016-03-15,80493.0,1744283.31,1.43,2.44,1.01,1.82,1.0,1744283.31,2094.0,80493.0,45376.98,,,,,,,,,,,,,,,,,69.0,0.05,0.0,,,100.0,11.77,0.0,0.0,,0.0,100.0,20.36,0.2764,43.11,4.5251
2016-03-16,90492.0,2014351.92,1.61,2.79,1.14,1.97,1.0,2014351.92,2094.0,90492.0,46612.44,,,,,,10000.0,,,,,,,,,0.22,,1.0,0.04,0.03,,,100.0,9.61,0.0,0.0,,0.0,100.0,17.21,0.231,38.4,4.1533
2016-03-17,100952.0,2256277.2,1.8,3.03,1.27,2.25,1.0,2256277.2,2094.0,100952.0,46800.9,,,,0.26,,,,,10460.0,,,,0.26,,,,,0.05,,,,100.0,8.09,0.0,0.0,,0.0,100.0,25.39,0.2296,34.97,3.9026
2016-03-18,108787.0,2422686.49,1.94,3.22,1.37,2.44,1.0,2422686.49,2094.0,108787.0,46633.38,,,,0.18,,,,,7835.0,,,,0.18,,,,,0.05,,,,100.0,8.25,0.0,0.0,,0.0,100.0,23.57,0.216,32.45,4.2884
2016-03-21,124849.0,2846557.2,2.23,3.62,1.57,2.8,1.0,2846557.2,2094.0,124849.0,47743.2,,,,0.35,,,,,16062.0,,,,0.35,,,,,0.05,,,,100.0,8.25,0.0,0.0,,0.0,100.0,26.16,0.2169,29.04,4.9215
2016-03-22,120138.0,2991436.2,2.14,3.47,1.51,2.78,1.0,2991436.2,2094.0,120138.0,52140.6,,,,,,,,,,,,,,,,,4711.0,0.05,0.07,,,100.0,8.25,0.0,0.0,,0.0,100.0,23.75,0.2123,29.27,4.7358
2016-03-23,119595.0,3032929.2,2.13,3.3,1.51,2.96,1.0,3032929.2,2094.0,119595.0,53103.84,,,,,,,,,,,,,,,,,543.0,0.05,0.0,,,100.0,8.25,0.0,0.0,,0.0,100.0,24.29,0.2131,29.48,4.7144
2016-03-24,118138.0,2903832.04,2.11,3.01,1.49,2.96,1.0,2903832.04,2094.0,118138.0,51470.52,,,,,,,,,,,,,,,,,1457.0,0.05,0.02,,,100.0,7.94,0.0,0.0,,0.0,100.0,24.81,0.2125,28.86,4.4804
2016-03-25,118138.0,2903832.04,2.11,3.0,1.49,2.9,1.0,2903832.04,2094.0,118138.0,51470.52,,,,,,,,,,,,,,,,,,0.05,,,,100.0,8.12,0.0,0.0,,0.0,100.0,24.47,0.2124,29.07,4.5811
2016-03-28,118138.0,2903832.04,2.11,3.0,1.49,2.9,1.0,2903832.04,2094.0,118138.0,51470.52,,,,,,,,,,,,,,,,,,0.05,,,,100.0,8.12,0.0,0.0,,0.0,100.0,24.5,0.2125,29.03,4.5811
2016-03-29,117032.0,2996019.2,2.09,2.97,1.48,2.9,1.0,2996019.2,2094.0,117032.0,53606.4,,,,,,,,,,,,,,,,,1106.0,0.05,0.04,,,100.0,8.12,0.0,0.0,,0.0,100.0,25.47,0.2104,27.58,4.5382
2016-03-30,110348.0,2913187.2,1.97,2.86,1.39,2.81,1.0,2913187.2,2094.0,110348.0,55281.6,,,,,,,,,,,,,,,,,6684.0,0.05,0.13,,,100.0,8.45,0.0,0.0,,0.0,100.0,26.38,0.2277,29.5,4.4517
2016-03-31,145767.0,3883232.88,2.6,3.75,1.84,3.81,1.0,3883232.88,2094.0,145767.0,55784.16,,,,0.98,,,,,35419.0,,,,0.98,,,,,0.06,,,,100.0,7.67,0.0,0.0,,0.0,100.0,23.37,0.2847,43.63,5.3418
2016-04-01,144510.0,3851191.5,2.58,3.74,1.82,3.81,1.0,3851191.5,2094.0,144510.0,55805.1,,,,,,,,,,,,,,,,,1257.0,0.06,0.02,,,100.0,7.67,0.0,0.0,,0.0,100.0,23.63,0.282,43.14,5.2957
2016-04-04,143143.0,3859135.28,2.55,3.68,1.8,3.78,1.0,3859135.28,2094.0,143143.0,56454.24,,,,,,,,,,,,,,,,,1367.0,0.06,0.04,,,100.0,7.67,0.0,0.0,,0.0,100.0,23.51,0.2801,42.87,5.2456
2016-04-05,143529.0,3815000.82,2.56,3.64,1.81,3.82,1.0,3815000.82,2094.0,143529.0,55658.52,,,,0.02,,,,,386.0,,,,0.02,,,,,0.06,,,,100.0,7.67,0.0,0.0,,0.0,100.0,23.8,0.281,42.91,5.2598
2016-04-06,143019.0,3890116.8,2.55,3.6,1.8,3.77,1.0,3890116.8,2094.0,143019.0,56956.8,,,,,,,,,,,,,,,,,510.0,0.06,0.03,,,100.0,7.67,0.0,0.0,,0.0,100.0,23.42,0.2799,42.87,5.2411
2016-04-07,138615.0,3738446.55,2.47,3.48,1.75,3.72,1.0,3738446.55,2094.0,138615.0,56475.18,,,,0.04,,,,,596.0,,,,0.04,,,,5000.0,0.06,0.14,,,100.0,7.67,0.0,0.0,,0.0,100.0,24.71,0.2951,44.45,5.0797
2016-04-08,127905.0,3484132.2,2.28,3.21,1.61,3.45,1.0,3484132.2,2094.0,127905.0,57040.56,,,,,,,,,,,,,,,,,10710.0,0.06,0.26,,,100.0,7.67,0.0,0.0,,0.0,100.0,25.88,0.3151,47.55,4.6872
2016-04-11,127108.0,3405223.32,2.27,3.26,1.6,3.45,1.0,3405223.32,2094.0,127108.0,56098.26,,,,,,,,,,,,,,,,,797.0,0.06,0.01,,,100.0,7.59,0.0,0.0,,0.0,100.0,25.47,0.3168,47.94,4.6074
2016-04-12,126549.0,3342159.09,2.26,3.25,1.6,3.38,1.0,3342159.09,2094.0,126549.0,55302.54,,,,,,,,,,,,,,,,,559.0,0.06,0.03,,,100.0,7.59,0.0,0.0,,0.0,100.0,25.13,0.317,48.12,4.5871
2016-04-13,126430.0,3355452.2,2.25,3.25,1.59,3.34,1.0,3355452.2,2094.0,126430.0,55574.76,,,,,,,,,,,,,,,,,119.0,0.06,0.01,,,100.0,7.59,0.0,0.0,,0.0,100.0,25.01,0.3162,48.05,4.5828
2016-04-14,125140.0,3314958.6,2.23,3.27,1.58,3.32,1.0,3314958.6,2094.0,125140.0,55470.06,,,,,,,,,,,,,,,,,1290.0,0.06,0.03,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.25,0.3181,48.61,4.536
2016-04-15,123231.0,3223722.96,2.2,3.22,1.55,3.26,1.0,3223722.96,2094.0,123231.0,54779.04,,,,,,,,,,,,,,,,,1909.0,0.06,0.06,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.31,0.3149,48.19,4.4668
2016-04-18,121662.0,3363954.3,2.17,3.19,1.53,3.19,1.0,3363954.3,2094.0,121662.0,57899.1,,,,,,,,,,,,,,,,,1569.0,0.05,0.05,,,100.0,7.59,0.0,0.0,,0.0,100.0,23.2,0.3142,48.52,4.41
2016-04-19,121252.0,3358680.4,2.16,3.1,1.53,3.35,1.0,3358680.4,2094.0,121252.0,58003.8,,,,,,,,,,,,,,,,,410.0,0.06,0.0,,,100.0,7.59,0.0,0.0,,0.0,100.0,23.06,0.3173,48.95,4.3951
2016-04-20,120275.0,3367700.0,2.14,3.02,1.52,3.33,1.0,3367700.0,2094.0,120275.0,58632.0,,,,,,,,,,,,,,,,,977.0,0.06,0.03,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.42,0.3181,49.28,4.3597
2016-04-21,120696.0,3246722.4,2.15,3.0,1.52,3.36,1.0,3246722.4,2094.0,120696.0,56328.6,,,,0.02,,,,,421.0,,,,0.02,,,,,0.06,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.79,0.3198,49.35,4.3749
2016-04-22,120004.0,3144104.8,2.14,2.96,1.51,3.22,1.0,3144104.8,2094.0,120004.0,54862.8,,,,,,,,,,,,,,,,,692.0,0.06,0.05,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.3,0.3198,49.52,4.3499
2016-04-25,120004.0,3122504.08,2.14,2.95,1.51,3.14,1.0,3122504.08,2094.0,120004.0,54485.88,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.23,0.3185,49.4,4.3499
2016-04-26,119626.0,3051659.26,2.13,3.2,1.51,3.11,1.0,3051659.26,2094.0,119626.0,53417.94,,,,,,,,,,,,,,,,,378.0,0.05,0.01,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.02,0.3201,49.64,4.3362
2016-04-27,119891.0,3063215.05,2.14,3.28,1.51,3.06,1.0,3063215.05,2094.0,119891.0,53501.7,,,,0.0,,,,,265.0,,,,0.0,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.15,0.3187,49.43,4.3458
2016-04-28,119891.0,3039236.85,2.14,3.38,1.51,3.06,1.0,3039236.85,2094.0,119891.0,53082.9,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.17,0.319,49.46,4.3458
2016-04-29,119891.0,2997275.0,2.14,3.45,1.51,3.03,1.0,2997275.0,2094.0,119891.0,52350.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.18,0.3195,49.51,4.3458
2016-05-02,119891.0,3087193.25,2.14,3.59,1.51,3.01,1.0,3087193.25,2094.0,119891.0,53920.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.21,0.3173,49.24,4.3458
2016-05-03,60635.0,1508598.8,1.08,1.82,0.76,1.55,0.0,1508598.8,2094.0,60635.0,52098.72,,,,,,,,,,,,,,,,,59256.0,0.05,1.48,,,100.0,7.59,0.0,0.0,,0.0,100.0,25.55,0.2931,44.15,2.1979
2016-05-04,62178.0,1518386.76,1.11,1.89,0.78,1.54,0.0,1518386.76,2094.0,62178.0,51135.48,,,,0.02,,,,,1543.0,,,,0.02,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.88,0.2995,45.36,2.2538
2016-05-05,62178.0,1532687.7,1.11,1.92,0.78,1.52,0.0,1532687.7,2094.0,62178.0,51617.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.87,0.2979,45.06,2.2538
2016-05-06,62178.0,1538905.5,1.11,2.12,0.78,1.53,0.0,1538905.5,2094.0,62178.0,51826.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.83,0.2982,45.14,2.2538
2016-05-09,62929.0,1564414.94,1.12,2.45,0.79,1.56,0.0,1564414.94,2094.0,62929.0,52056.84,,,,0.02,,,,,751.0,,,,0.02,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.54,0.3019,45.79,2.281
2016-05-10,62929.0,1582035.06,1.12,2.56,0.79,1.57,0.0,1582035.06,2094.0,62929.0,52643.16,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.51,0.3016,45.75,2.281
2016-05-11,62929.0,1493934.46,1.12,2.65,0.79,1.57,0.0,1493934.46,2094.0,62929.0,49711.56,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,24.71,0.3048,46.27,2.281
2016-05-12,87929.0,2024125.58,1.57,3.73,1.11,2.12,1.0,2024125.58,2094.0,87929.0,48203.88,,,,0.66,,,,,28000.0,,,,0.66,,,,3000.0,0.05,0.08,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.44,0.4737,65.53,3.1872
2016-05-13,87929.0,2057538.6,1.57,3.75,1.11,2.03,1.0,2057538.6,2094.0,87929.0,48999.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.75,0.4626,64.47,3.1872
2016-05-16,87929.0,2073365.82,1.57,3.78,1.11,2.06,1.0,2073365.82,2094.0,87929.0,49376.52,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.72,0.4637,64.58,3.1872
2016-05-17,87929.0,2057538.6,1.57,4.07,1.11,2.07,1.0,2057538.6,2094.0,87929.0,48999.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.75,0.465,64.7,3.1872
2016-05-18,87929.0,2017091.26,1.57,4.2,1.11,2.06,1.0,2017091.26,2094.0,87929.0,48036.36,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.85,0.4652,64.71,3.1872
2016-05-19,87929.0,1972247.47,1.57,4.33,1.11,2.02,1.0,1972247.47,2094.0,87929.0,46968.42,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.89,0.4654,64.72,3.1872
2016-05-20,71010.0,1590624.0,1.27,3.53,0.9,1.6,1.0,1590624.0,2094.0,71010.0,46905.6,,,,,,,,,,,,,,,,,16919.0,0.05,0.41,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.12,0.3868,56.12,2.5739
2016-05-23,70745.0,1616523.25,1.26,3.5,0.89,1.59,1.0,1616523.25,2094.0,70745.0,47847.9,,,,,,,,,,,,,,,,,265.0,0.05,0.01,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.14,0.384,55.78,2.5643
2016-05-24,70554.0,1634030.64,1.26,3.53,0.89,1.62,1.0,1634030.64,2094.0,70554.0,48497.04,,,,,,,,,,,,,,,,,191.0,0.05,0.0,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.23,0.3834,55.7,2.5574
2016-05-25,70512.0,1658442.24,1.26,3.61,0.89,1.64,1.0,1658442.24,2094.0,70512.0,49250.88,,,,,,,,,,,,,,,,,42.0,0.05,0.0,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.16,0.3834,55.72,2.5559
2016-05-26,69512.0,1586958.96,1.24,3.6,0.88,1.63,1.0,1586958.96,2094.0,69512.0,47806.02,,,,,,,,,,,,,,,,,1000.0,0.05,0.02,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.11,0.3918,56.94,2.5196
2016-05-27,68546.0,1571074.32,1.22,3.53,0.86,1.57,0.0,1571074.32,2094.0,68546.0,47994.48,,,,,,,,,,,,,,,,,966.0,0.05,0.05,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.39,0.3831,55.91,2.4846
2016-05-30,68546.0,1579985.3,1.22,3.74,0.86,1.58,0.0,1579985.3,2094.0,68546.0,48266.7,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.39,0.3831,55.89,2.4846
2016-05-31,67971.0,1654414.14,1.21,4.0,0.86,1.58,0.0,1654414.14,2094.0,67971.0,50967.96,,,,,,,,,,,,,,,,,575.0,0.05,0.01,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.37,0.378,55.24,2.4638
2016-06-01,67454.0,1635759.5,1.2,4.06,0.85,1.64,0.0,1635759.5,2094.0,67454.0,50779.5,,,,,,,,,,,,,,,,,517.0,0.05,0.0,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.74,0.3803,55.47,2.445
2016-06-02,67226.0,1647709.26,1.2,4.17,0.85,1.63,0.0,1647709.26,2094.0,67226.0,51323.94,,,,,,,,,,,,,,,,,228.0,0.05,0.01,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.81,0.3776,55.14,2.4368
2016-06-03,67118.0,1603449.02,1.2,4.37,0.85,1.63,0.0,1603449.02,2094.0,67118.0,50025.66,,,,,,,,,,,,,,,,,108.0,0.05,0.0,,,100.0,7.59,0.0,0.0,,0.0,100.0,21.9,0.381,55.54,2.4329
2016-06-06,67118.0,1579957.72,1.2,4.48,0.85,1.61,0.0,1579957.72,2094.0,67118.0,49292.76,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,22.24,0.3777,55.07,2.4329
2016-06-07,63438.0,1509190.02,1.13,4.32,0.8,1.5,0.0,1509190.02,2094.0,63438.0,49816.26,,,,,,,,,,,,,,,,,3680.0,0.05,0.1,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.3,0.3984,58.25,2.2995
2016-06-08,63438.0,1499674.32,1.13,4.49,0.8,1.51,0.0,1499674.32,2094.0,63438.0,49502.16,,,,,,,,,,,,,,,,,,0.05,,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.35,0.4001,58.44,2.2995
2016-06-09,56854.0,1330383.6,1.01,4.24,0.72,1.34,0.0,1330383.6,2094.0,56854.0,48999.6,,,,,,,,,,,,,,,,,6584.0,0.05,0.16,,,100.0,7.59,0.0,0.0,,0.0,100.0,17.43,0.4549,64.17,2.0608
2016-06-10,51834.0,1166265.0,0.92,3.96,0.65,1.21,0.0,1166265.0,2074.0,51834.0,46665.0,,,,,,,,0.0,,20.0,,,,,,,5020.0,0.05,0.13,,,100.0,7.52,0.0,0.0,,0.0,100.0,9.7,0.5208,70.48,1.8789
2016-06-13,51815.0,1119722.15,0.92,3.94,0.65,1.16,0.0,1119722.15,2074.0,51815.0,44819.14,,,,,,,,,,,,,,,,,19.0,0.05,0.03,,,100.0,7.52,0.0,0.0,,0.0,100.0,9.65,0.5197,70.4,1.8782
2016-06-14,51983.0,1067730.82,0.93,4.07,0.65,1.12,0.0,1067730.82,2074.0,51983.0,42599.96,,,,0.0,,,,,168.0,,,,0.0,,,,,0.05,,,,100.0,7.52,0.0,0.0,,0.0,100.0,9.65,0.5201,70.45,1.8843
2016-06-15,67198.0,1341944.06,1.2,5.2,0.85,1.38,0.0,1341944.06,2074.0,67198.0,41417.78,,,,0.27,,,,,15215.0,,,,0.27,,,,,0.04,,,,100.0,7.52,0.0,0.0,,0.0,100.0,27.46,0.3857,54.64,2.4358
2016-06-16,67899.0,1290081.0,1.21,4.99,0.86,1.36,0.0,1290081.0,2074.0,67899.0,39406.0,,,,0.0,,,,,701.0,,,,0.0,,,,,0.04,,,,100.0,8.11,0.0,0.0,,0.0,100.0,27.18,0.3893,55.14,2.6535
2016-06-17,67899.0,1318598.58,1.21,4.72,0.86,1.3,0.0,1318598.58,2074.0,67899.0,40277.08,,,,,,,,,,,,,,,,,,0.04,,,,100.0,8.11,0.0,0.0,,0.0,100.0,27.01,0.3847,54.74,2.6535
2016-06-20,70899.0,1444921.62,1.26,4.75,0.89,1.39,1.0,1444921.62,2074.0,70899.0,42268.12,,,,0.07,,,,,3000.0,,,,0.07,,,,,0.04,,,,100.0,9.61,0.0,0.0,,0.0,100.0,30.01,0.3754,52.34,3.2842
2016-06-21,70899.0,1460519.4,1.26,4.65,0.89,1.45,1.0,1460519.4,2074.0,70899.0,42724.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,9.61,0.0,0.0,,0.0,100.0,30.12,0.378,52.56,3.2842
2016-06-22,70899.0,1482498.09,1.26,4.62,0.89,1.47,0.0,1482498.09,2074.0,70899.0,43367.34,,,,,,,,,,,,,,,,,,0.04,,,,100.0,9.61,0.0,0.0,,0.0,100.0,30.14,0.3781,52.57,3.2842
2016-06-23,70899.0,1464064.35,1.26,4.88,0.89,1.49,0.0,1464064.35,2074.0,70899.0,42828.1,,,,,,,,,,,,,,,,,,0.04,,,,100.0,10.59,0.0,0.0,,0.0,100.0,30.22,0.3796,52.69,3.6195
2016-06-24,70899.0,1342118.07,1.26,4.99,0.89,1.46,0.0,1342118.07,2074.0,70899.0,39260.82,,,,,,,,,,,,,,,,,,0.04,,,,100.0,10.71,0.0,0.0,,0.0,100.0,30.36,0.3836,53.03,3.6595
2016-06-27,70899.0,1311631.5,1.26,4.63,0.89,1.35,0.0,1311631.5,2074.0,70899.0,38369.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,10.59,0.0,0.0,,0.0,100.0,30.19,0.3796,52.7,3.6195
2016-06-28,70899.0,1347789.99,1.26,4.5,0.89,1.32,0.0,1347789.99,2074.0,70899.0,39426.74,,,,,,,,,,,,,,,,,,0.04,,,,100.0,10.59,0.0,0.0,,0.0,100.0,30.09,0.3769,52.47,3.6195
2016-06-29,73210.0,1500805.0,1.3,4.57,0.92,1.4,0.0,1500805.0,2074.0,73210.0,42517.0,,,,0.06,,,,,2311.0,,,,0.06,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,29.1,0.3847,53.78,4.1625
2016-06-30,73210.0,1529356.9,1.3,4.46,0.92,1.47,0.0,1529356.9,2074.0,73210.0,43325.86,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,27.58,0.3942,55.44,4.1625
2016-07-01,82170.0,1749399.3,1.46,4.97,1.04,1.72,1.0,1749399.3,2074.0,82170.0,44155.46,,,,0.06,,9960.0,,,1000.0,,,,0.06,,0.21,,,0.04,,,0.04,100.0,11.79,0.0,0.0,,0.0,100.0,27.26,0.3295,48.23,4.6719
2016-07-04,82170.0,1805274.9,1.46,5.01,1.04,1.76,1.0,1805274.9,2074.0,82170.0,45565.78,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,27.21,0.3282,48.08,4.6719
2016-07-05,82170.0,1768298.4,1.46,5.08,1.04,1.78,1.0,1768298.4,2074.0,82170.0,44632.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.79,0.0,0.0,,0.0,100.0,26.56,0.3342,49.16,4.6719
2016-07-06,82170.0,1692702.0,1.46,5.09,1.04,1.76,1.0,1692702.0,2074.0,82170.0,42724.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,27.56,0.3347,48.77,4.6719
2016-07-07,86615.0,1801592.0,1.54,5.27,1.09,1.79,1.0,1801592.0,2074.0,86615.0,43139.2,,,,0.06,,,,,4445.0,,,,0.06,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,25.9,0.3468,50.95,4.9247
2016-07-08,86615.0,1818915.0,1.54,5.53,1.09,1.8,1.0,1818915.0,2074.0,86615.0,43554.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,25.97,0.348,51.08,4.9247
2016-07-11,86615.0,1889939.3,1.54,5.4,1.09,1.82,1.0,1889939.3,2074.0,86615.0,45254.68,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,25.95,0.3474,51.04,4.9247
2016-07-12,86615.0,1827576.5,1.54,5.28,1.09,1.88,1.0,1827576.5,2074.0,86615.0,43761.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,11.79,0.0,0.0,,0.0,100.0,26.11,0.3508,51.36,4.9247
2016-07-13,94655.0,2023723.9,1.69,6.06,1.19,2.01,1.0,2023723.9,2074.0,94655.0,44342.12,,,,0.14,,,,,8040.0,,,,0.14,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,23.66,0.3279,48.71,5.3818
2016-07-14,94655.0,2026563.55,1.69,6.13,1.19,2.03,1.0,2026563.55,2074.0,94655.0,44404.34,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,23.74,0.3287,48.8,5.3818
2016-07-15,94655.0,1954625.75,1.69,6.19,1.19,2.01,1.0,1954625.75,2074.0,94655.0,42828.1,,,,,,,,,,,,,,,,,,0.04,,,,100.0,11.79,0.0,0.0,,0.0,100.0,23.92,0.3318,49.21,5.3818
2016-07-18,95655.0,1915969.65,1.7,6.21,1.21,1.98,1.0,1895939.65,3074.0,94655.0,61572.22,,,,,,,,,,,,,,,,1000.0,,0.06,,,,100.0,16.54,0.0,0.0,,0.0,100.0,24.36,0.323,48.18,5.1461
