,LQQ FP Equity_DX_SI_QTY,LQQ FP Equity_DX_SHORT_INTEREST_VALUE,LQQ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LQQ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LQQ FP Equity_DX_SI_MV,LQQ FP Equity_DX_DSS,LQQ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LQQ FP Equity_DX_SUPPLY_SI_QTY,LQQ FP Equity_DX_BROKER_SI_QTY,LQQ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LQQ FP Equity_DX_BROKER_SI_MV_NEW_x,LQQ FP Equity_DX_SUPPLY_SI_QTY_INC_x,LQQ FP Equity_DX_BROKER_SI_MV_INC_x,LQQ FP Equity_DX_BROKER_SI_QTY_ADD,LQQ FP Equity_DX_BROKER_SI_QTY_NEW,LQQ FP Equity_DX_SUPPLY_SI_MV_DEC,LQQ FP Equity_DX_BROKER_SI_QTY_INC,LQQ FP Equity_DX_SUPPLY_SI_QTY_DEC,LQQ FP Equity_DX_BROKER_SI_MV_NEW_y,LQQ FP Equity_DX_BROKER_SI_MV_INC_y,LQQ FP Equity_DX_SUPPLY_SI_QTY_INC_y,LQQ FP Equity_DX_BROKER_SI_MV_ADD,LQQ FP Equity_DX_SUPPLY_SI_QTY_ADD,LQQ FP Equity_DX_BROKER_SI_QTY_DEC,LQQ FP Equity_DX_SUPPLY_SI_MV,LQQ FP Equity_DX_BROKER_SI_MV_DEC,LQQ FP Equity_DX_BROKER_SI_MV_RMV,LQQ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LQQ FP Equity_DX_UTILIZATION_QUANTITY,LQQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LQQ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LQQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LQQ FP Equity_DX_ACTIVE_UTILIZATION_MV,LQQ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LQQ FP Equity_DX_BROKER_SI_CON_RATIO,LQQ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LQQ FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-02-14,16500.0,437684.21,0.28,1.21,0.44,,437684.21,0.0,16500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.5
2011-02-15,16500.0,435404.6,0.28,1.21,0.44,,435404.6,0.0,16500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.5
2011-02-16,16500.0,440045.23,0.29,1.21,0.44,,440045.23,0.0,16500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.5
2011-02-17,16500.0,438498.35,0.29,1.21,0.45,,438498.35,0.0,16500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.5
2011-02-18,16500.0,437277.14,0.3,1.21,0.45,,437277.14,0.0,16500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,16.5
2011-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,16500.0,0.0,0.45,,0.0,0.0,1000.0,25692.43,0.03,0.0,,0.0,,0.0
2011-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25411.18,0.03,0.0,,0.0,,0.0
2011-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24251.64,0.03,0.0,,0.0,,0.0
2011-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24226.97,0.02,0.0,,0.0,,0.0
2011-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25080.59,0.02,0.0,,0.0,,0.0
2011-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25164.47,0.03,0.0,,0.0,,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24858.55,0.03,0.0,,0.0,,0.0
2011-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24587.17,0.03,0.0,,0.0,,0.0
2011-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25248.36,0.02,0.0,,0.0,,0.0
2011-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25100.33,0.03,0.0,,0.0,,0.0
2011-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24330.59,0.03,0.0,,0.0,,0.0
2011-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24759.87,0.02,0.0,,0.0,,0.0
2011-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24182.57,0.03,0.0,,0.0,,0.0
2011-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23802.63,0.02,0.0,,0.0,,0.0
2011-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23659.54,0.02,0.0,,0.0,,0.0
2011-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23250.0,0.02,0.0,,0.0,,0.0
2011-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22766.45,0.02,0.0,,0.0,,0.0
2011-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22213.82,0.02,0.0,,0.0,,0.0
2011-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22440.79,0.02,0.0,,0.0,,0.0
2011-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21972.04,0.02,0.0,,0.0,,0.0
2011-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22657.89,0.02,0.0,,0.0,,0.0
2011-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22519.74,0.02,0.0,,0.0,,0.0
2011-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22672.7,0.02,0.0,,0.0,,0.0
2011-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23383.22,0.02,0.0,,0.0,,0.0
2011-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24069.08,0.02,0.0,,0.0,,0.0
2011-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23847.04,0.02,0.0,,0.0,,0.0
2011-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23925.99,0.02,0.0,,0.0,,0.0
2011-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24162.83,0.02,0.0,,0.0,,0.0
2011-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23990.13,0.02,0.0,,0.0,,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24547.7,0.02,0.0,,0.0,,0.0
2011-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24049.34,0.02,0.0,,0.0,,0.0
2011-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24024.67,0.02,0.0,,0.0,,0.0
2011-04-06,24000.0,568184.21,0.51,2.16,0.58,,568184.21,0.0,24000.0,0.0,,,,24000.0,,,,,,,,0.58,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.0
2011-04-07,24000.0,565578.94,0.52,2.16,0.58,,565578.94,0.0,24000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.0
2011-04-08,24000.0,564986.84,0.54,2.16,0.58,,564986.84,0.0,24000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.0
2011-04-11,24000.0,558355.26,0.55,2.16,0.57,,558355.26,0.0,24000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.0
2011-04-12,24000.0,545921.05,0.56,2.16,0.57,,545921.05,0.0,24000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.0
2011-04-13,24000.0,555513.15,0.57,2.16,0.57,,555513.15,0.0,24000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,24.0
2011-04-14,8000.0,182881.58,0.19,0.72,0.19,,182881.58,0.0,8000.0,0.0,,,,,,,,,,,,,,16000.0,0.0,0.38,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,8.0
2011-04-15,8000.0,184618.42,0.2,0.72,0.19,,184618.42,0.0,8000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,8.0
2011-04-18,8000.0,180000.0,0.2,0.72,0.19,,180000.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,8.0
2011-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,8000.0,0.0,0.18,,0.0,0.0,1000.0,22875.0,0.02,0.0,,0.0,,0.0
2011-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23896.38,0.02,0.0,,0.0,,0.0
2011-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24231.91,0.02,0.0,,0.0,,0.0
2011-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24231.91,0.02,0.0,,0.0,,0.0
2011-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24231.91,0.02,0.0,,0.0,,0.0
2011-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24592.11,0.02,0.0,,0.0,,0.0
2011-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24434.21,0.02,0.0,,0.0,,0.0
2011-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24444.08,0.02,0.0,,0.0,,0.0
2011-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24394.74,0.02,0.0,,0.0,,0.0
2011-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24335.53,0.02,0.0,,0.0,,0.0
2011-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24143.09,0.02,0.0,,0.0,,0.0
2011-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23679.28,0.02,0.0,,0.0,,0.0
2011-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24399.67,0.02,0.0,,0.0,,0.0
2011-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24981.91,0.02,0.0,,0.0,,0.0
2011-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24868.42,0.03,0.0,,0.0,,0.0
2011-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25026.32,0.03,0.0,,0.0,,0.0
2011-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25327.3,0.03,0.0,,0.0,,0.0
2011-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25134.87,0.03,0.0,,0.0,,0.0
2011-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25120.07,0.03,0.0,,0.0,,0.0
2011-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24621.71,0.03,0.0,,0.0,,0.0
2011-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23777.96,0.03,0.0,,0.0,,0.0
2011-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24138.16,0.02,0.0,,0.0,,0.0
2011-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24355.26,0.02,0.0,,0.0,,0.0
2011-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24350.33,0.02,0.0,,0.0,,0.0
2011-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23763.16,0.02,0.0,,0.0,,0.0
2011-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23639.8,0.02,0.0,,0.0,,0.0
2011-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23605.26,0.02,0.0,,0.0,,0.0
2011-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23733.55,0.02,0.0,,0.0,,0.0
2011-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23896.38,0.02,0.0,,0.0,,0.0
2011-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23817.43,0.02,0.0,,0.0,,0.0
2011-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24049.34,0.02,0.0,,0.0,,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23921.05,0.02,0.0,,0.0,,0.0
2011-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23289.47,0.02,0.0,,0.0,,0.0
2011-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22800.99,0.02,0.0,,0.0,,0.0
2011-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22534.54,0.02,0.0,,0.0,,0.0
2011-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22041.12,0.02,0.0,,0.0,,0.0
2011-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21843.75,0.02,0.0,,0.0,,0.0
2011-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21888.16,0.02,0.0,,0.0,,0.0
2011-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21611.84,0.02,0.0,,0.0,,0.0
2011-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21503.29,0.02,0.0,,0.0,,0.0
2011-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21824.01,0.02,0.0,,0.0,,0.0
2011-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21745.07,0.02,0.0,,0.0,,0.0
2011-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21621.71,0.02,0.0,,0.0,,0.0
2011-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21157.89,0.02,0.0,,0.0,,0.0
2011-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21034.54,0.02,0.0,,0.0,,0.0
2011-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21814.14,0.02,0.0,,0.0,,0.0
2011-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21853.62,0.02,0.0,,0.0,,0.0
2011-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21646.38,0.02,0.0,,0.0,,0.0
2011-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21853.62,0.02,0.0,,0.0,,0.0
2011-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,21947.37,0.02,0.0,,0.0,,0.0
2011-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22425.99,0.02,0.0,,0.0,,0.0
2011-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22697.37,0.02,0.0,,0.0,,0.0
2011-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23156.25,0.02,0.0,,0.0,,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23629.93,0.02,0.0,,0.0,,0.0
2011-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24059.21,0.02,0.0,,0.0,,0.0
2011-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24093.75,0.02,0.0,,0.0,,0.0
2011-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24414.47,0.02,0.0,,0.0,,0.0
2011-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25060.86,0.02,0.0,,0.0,,0.0
2011-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24784.54,0.03,0.0,,0.0,,0.0
2011-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24893.09,0.03,0.0,,0.0,,0.0
2011-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24671.05,0.03,0.0,,0.0,,0.0
2011-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24764.8,0.03,0.0,,0.0,,0.0
2011-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24202.3,0.03,0.0,,0.0,,0.0
2011-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24217.11,0.02,0.0,,0.0,,0.0
2011-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24078.95,0.02,0.0,,0.0,,0.0
2011-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24902.96,0.02,0.0,,0.0,,0.0
2011-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25100.33,0.03,0.0,,0.0,,0.0
2011-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24986.84,0.03,0.0,,0.0,,0.0
2011-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25159.54,0.03,0.0,,0.0,,0.0
2011-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25495.07,0.03,0.0,,0.0,,0.0
2011-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,25332.24,0.03,0.0,,0.0,,0.0
2011-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24824.01,0.03,0.0,,0.0,,0.0
2011-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24967.11,0.03,0.0,,0.0,,0.0
2011-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,24439.14,0.03,0.0,,0.0,,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23970.39,0.02,0.0,,0.0,,0.0
2011-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,23758.22,0.02,0.0,,0.0,,0.0
2011-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22761.51,0.02,0.0,,0.0,,0.0
2011-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,22199.01,0.02,0.0,,0.0,,0.0
2011-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,20827.3,0.02,0.0,,0.0,,0.0
2011-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,19583.88,0.02,0.0,,0.0,,0.0
2011-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,19460.53,0.02,0.0,,0.0,,0.0
