,CSW FP Equity_DX_SI_QTY,CSW FP Equity_DX_SHORT_INTEREST_VALUE,CSW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CSW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CSW FP Equity_DX_SI_MV,CSW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CSW FP Equity_DX_SUPPLY_SI_QTY,CSW FP Equity_DX_BROKER_SI_QTY,CSW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CSW FP Equity_DX_SUPPLY_SI_QTY_INC_x,CSW FP Equity_DX_BROKER_SI_MV_INC_x,CSW FP Equity_DX_BROKER_SI_QTY_ADD,CSW FP Equity_DX_SUPPLY_SI_MV_DEC,CSW FP Equity_DX_BROKER_SI_QTY_INC,CSW FP Equity_DX_SUPPLY_SI_QTY_DEC,CSW FP Equity_DX_BROKER_SI_MV_INC_y,CSW FP Equity_DX_SUPPLY_SI_QTY_INC_y,CSW FP Equity_DX_BROKER_SI_MV_ADD,CSW FP Equity_DX_SUPPLY_SI_QTY_ADD,CSW FP Equity_DX_BROKER_SI_QTY_DEC,CSW FP Equity_DX_SUPPLY_SI_MV,CSW FP Equity_DX_BROKER_SI_MV_DEC,CSW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CSW FP Equity_DX_UTILIZATION_QUANTITY,CSW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CSW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CSW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CSW FP Equity_DX_ACTIVE_UTILIZATION_MV,CSW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CSW FP Equity_DX_BROKER_SI_CON_RATIO,CSW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CSW FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1537.0,296810.1,0.3,0.0,,0.0,,0.0
2013-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,937.0,181150.2,0.18,0.0,,0.0,,0.0
2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,937.0,177683.3,0.18,0.0,,0.0,,0.0
2013-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,937.0,179088.8,0.18,0.0,,0.0,,0.0
2013-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,937.0,178245.5,0.18,0.0,,0.0,,0.0
2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1056.0,201410.9,0.2,0.0,,0.0,,0.0
2013-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1056.0,197936.6,0.2,0.0,,0.0,,0.0
2013-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66735.77,0.07,0.0,,0.0,,0.0
2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66219.55,0.07,0.0,,0.0,,0.0
2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65244.12,0.07,0.0,,0.0,,0.0
2013-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65845.77,0.07,0.0,,0.0,,0.0
2013-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65112.4,0.07,0.0,,0.0,,0.0
2013-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64033.72,0.07,0.0,,0.0,,0.0
2013-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65244.12,0.06,0.0,,0.0,,0.0
2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65215.64,0.07,0.0,,0.0,,0.0
2013-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64571.28,0.07,0.0,,0.0,,0.0
2013-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64646.04,0.06,0.0,,0.0,,0.0
2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64286.48,0.06,0.0,,0.0,,0.0
2013-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64325.64,0.06,0.0,,0.0,,0.0
2013-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64891.68,0.06,0.0,,0.0,,0.0
2013-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64934.4,0.06,0.0,,0.0,,0.0
2013-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65087.48,0.06,0.0,,0.0,,0.0
2013-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,63339.52,0.07,0.0,,0.0,,0.0
2013-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,62784.16,0.06,0.0,,0.0,,0.0
2013-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,61605.8,0.06,0.0,,0.0,,0.0
2013-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,62510.04,0.06,0.0,,0.0,,0.0
2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,63859.28,0.06,0.0,,0.0,,0.0
2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64606.88,0.06,0.0,,0.0,,0.0
2013-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64706.56,0.06,0.0,,0.0,,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64856.08,0.06,0.0,,0.0,,0.0
2013-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64841.84,0.06,0.0,,0.0,,0.0
2013-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,64567.72,0.06,0.0,,0.0,,0.0
2013-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65738.96,0.06,0.0,,0.0,,0.0
2013-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65361.6,0.07,0.0,,0.0,,0.0
2013-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,65706.92,0.07,0.0,,0.0,,0.0
2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66205.32,0.07,0.0,,0.0,,0.0
2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66479.45,0.07,0.0,,0.0,,0.0
2013-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66892.4,0.07,0.0,,0.0,,0.0
2013-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,67002.77,0.07,0.0,,0.0,,0.0
2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66967.16,0.07,0.0,,0.0,,0.0
2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,67155.84,0.07,0.0,,0.0,,0.0
2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,356.0,66554.2,0.07,0.0,,0.0,,0.0
2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,237.0,44269.23,0.04,0.0,,0.0,,0.0
2013-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,237.0,44335.59,0.04,0.0,,0.0,,0.0
2013-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,237.0,44404.32,0.04,0.0,,0.0,,0.0
2013-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,237.0,44063.04,0.04,0.0,,0.0,,0.0
2013-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,237.0,44181.54,0.04,0.0,,0.0,,0.0
2013-07-25,1000.0,185560.0,0.64,0.09,0.19,185560.0,0.0,1000.0,0.0,,,1000.0,,,,,,0.19,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-07-26,1000.0,184480.0,0.66,0.09,0.19,184480.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-07-29,1000.0,184560.0,0.66,0.09,0.18,184560.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-07-30,1000.0,184750.0,0.65,0.09,0.18,184750.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-07-31,1000.0,185390.0,0.62,0.09,0.19,185390.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-08-01,1000.0,185970.0,0.7,0.09,0.19,185970.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-08-02,1000.0,188160.0,0.69,0.09,0.19,188160.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2194
2013-08-05,1000.0,188550.0,0.68,0.09,0.19,188550.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,5.0505
2013-08-06,1000.0,189740.0,0.7,0.09,0.19,189740.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,5.0505
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1000.0,0.0,0.19,0.0,0.0,198.0,37483.38,0.04,0.0,,0.0,,0.0
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37330.92,0.04,0.0,,0.0,,0.0
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37495.26,0.04,0.0,,0.0,,0.0
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37562.58,0.04,0.0,,0.0,,0.0
2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37513.08,0.04,0.0,,0.0,,0.0
2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37623.96,0.04,0.0,,0.0,,0.0
2013-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37200.24,0.04,0.0,,0.0,,0.0
2013-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37249.74,0.04,0.0,,0.0,,0.0
2013-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37123.02,0.04,0.0,,0.0,,0.0
2013-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37198.26,0.04,0.0,,0.0,,0.0
2013-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36958.68,0.04,0.0,,0.0,,0.0
2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37360.62,0.04,0.0,,0.0,,0.0
2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37469.52,0.04,0.0,,0.0,,0.0
2013-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37528.92,0.04,0.0,,0.0,,0.0
2013-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37055.7,0.04,0.0,,0.0,,0.0
2013-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36513.18,0.04,0.0,,0.0,,0.0
2013-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36394.38,0.04,0.0,,0.0,,0.0
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36346.86,0.04,0.0,,0.0,,0.0
2013-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36966.6,0.04,0.0,,0.0,,0.0
2013-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36764.64,0.04,0.0,,0.0,,0.0
2013-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36796.32,0.04,0.0,,0.0,,0.0
2013-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,36881.46,0.04,0.0,,0.0,,0.0
2013-09-06,3600.0,674748.0,3.18,0.31,0.67,674748.0,0.0,3600.0,0.0,,,3600.0,,,,,,0.67,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-09,3600.0,673164.0,3.21,0.31,0.67,673164.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-10,3600.0,679968.0,3.36,0.31,0.67,679968.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-11,3600.0,682488.0,3.8,0.31,0.68,682488.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-12,3600.0,680976.0,3.64,0.31,0.68,680976.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-13,3600.0,681300.0,3.73,0.32,0.68,681300.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-16,3600.0,682380.0,3.92,0.32,0.68,682380.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-17,3600.0,679608.0,3.98,0.32,0.68,679608.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-18,3600.0,683964.0,3.87,0.32,0.69,683964.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-19,3600.0,689940.0,3.76,0.32,0.68,689940.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-20,3600.0,691128.0,3.65,0.32,0.69,691128.0,0.0,3600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,18.1818
2013-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3600.0,0.0,0.69,0.0,0.0,198.0,37883.34,0.04,0.0,,0.0,,0.0
2013-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37821.96,0.04,0.0,,0.0,,0.0
2013-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37883.34,0.04,0.0,,0.0,,0.0
2013-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37897.2,0.04,0.0,,0.0,,0.0
2013-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37972.44,0.04,0.0,,0.0,,0.0
2013-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37837.8,0.04,0.0,,0.0,,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37960.56,0.04,0.0,,0.0,,0.0
2013-10-02,1200.0,227352.0,1.09,0.11,0.23,227352.0,0.0,1200.0,0.0,,,1200.0,,,,,,0.23,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,6.0606
2013-10-03,2700.0,509922.0,2.39,0.24,0.51,509922.0,0.0,2700.0,0.0,,0.28,,,1500.0,,0.28,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.6364
2013-10-04,2700.0,509922.0,2.38,0.24,0.51,509922.0,0.0,2700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.6364
2013-10-07,2700.0,506466.0,2.33,0.24,0.51,506466.0,0.0,2700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.6364
2013-10-08,2700.0,502551.0,2.24,0.24,0.51,502551.0,0.0,2700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.6364
2013-10-09,2700.0,496692.0,2.41,0.24,0.5,496692.0,0.0,2700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.6364
2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2700.0,0.0,0.5,0.0,0.0,198.0,36855.72,0.04,0.0,,0.0,,0.0
2013-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37204.2,0.04,0.0,,0.0,,0.0
2013-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37172.52,0.04,0.0,,0.0,,0.0
2013-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37334.88,0.04,0.0,,0.0,,0.0
2013-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37352.7,0.04,0.0,,0.0,,0.0
2013-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37621.98,0.04,0.0,,0.0,,0.0
2013-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,37865.52,0.04,0.0,,0.0,,0.0
2013-10-21,3000.0,577080.0,2.24,0.27,0.57,577080.0,0.0,3000.0,0.0,,,3000.0,,,,,,0.57,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-22,3000.0,582600.0,2.21,0.26,0.58,582600.0,0.0,3000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-23,3000.0,584670.0,2.14,0.26,0.58,584670.0,0.0,3000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-24,3000.0,585450.0,2.18,0.26,0.58,585450.0,0.0,3000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-25,3000.0,585210.0,2.16,0.26,0.59,585210.0,0.0,3000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-28,3000.0,586950.0,2.13,0.26,0.58,586950.0,0.0,3000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-29,3000.0,582480.0,2.07,0.26,0.59,582480.0,0.0,3000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,15.1515
2013-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3000.0,0.0,0.59,0.0,0.0,198.0,38479.32,0.04,0.0,,0.0,,0.0
2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38637.72,0.04,0.0,,0.0,,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38562.48,0.04,0.0,,0.0,,0.0
2013-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38449.62,0.04,0.0,,0.0,,0.0
2013-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38293.2,0.04,0.0,,0.0,,0.0
2013-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38520.9,0.04,0.0,,0.0,,0.0
2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38653.56,0.04,0.0,,0.0,,0.0
2013-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38641.68,0.04,0.0,,0.0,,0.0
2013-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,198.0,38772.36,0.04,0.0,,0.0,,0.0
2013-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,35988.56,0.04,0.0,,0.0,,0.0
2013-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,35850.56,0.04,0.0,,0.0,,0.0
2013-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,36133.92,0.04,0.0,,0.0,,0.0
2013-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,36185.44,0.04,0.0,,0.0,,0.0
2013-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,36349.2,0.04,0.0,,0.0,,0.0
2013-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,36135.76,0.04,0.0,,0.0,,0.0
2013-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,36082.4,0.04,0.0,,0.0,,0.0
2013-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,35997.76,0.04,0.0,,0.0,,0.0
2013-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,36014.32,0.04,0.0,,0.0,,0.0
2013-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,184.0,35942.56,0.04,0.0,,0.0,,0.0
