,EESM FP Equity_DX_SI_QTY,EESM FP Equity_DX_SHORT_INTEREST_VALUE,EESM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EESM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EESM FP Equity_DX_SI_MV,EESM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EESM FP Equity_DX_SUPPLY_SI_QTY,EESM FP Equity_DX_BROKER_SI_QTY,EESM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EESM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EESM FP Equity_DX_SUPPLY_SI_QTY_INC_x,EESM FP Equity_DX_BROKER_SI_MV_INC_x,EESM FP Equity_DX_SUPPLY_SI_MV_NEW,EESM FP Equity_DX_BROKER_SI_QTY_ADD,EESM FP Equity_DX_SUPPLY_SI_MV_DEC,EESM FP Equity_DX_BROKER_SI_QTY_INC,EESM FP Equity_DX_SUPPLY_SI_QTY_DEC,EESM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EESM FP Equity_DX_BROKER_SI_MV_INC_y,EESM FP Equity_DX_SUPPLY_SI_QTY_INC_y,EESM FP Equity_DX_BROKER_SI_MV_ADD,EESM FP Equity_DX_SUPPLY_SI_QTY_ADD,EESM FP Equity_DX_BROKER_SI_QTY_DEC,EESM FP Equity_DX_SUPPLY_SI_MV,EESM FP Equity_DX_BROKER_SI_MV_DEC,EESM FP Equity_DX_SUPPLY_SI_MV_RMV,EESM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EESM FP Equity_DX_UTILIZATION_QUANTITY,EESM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EESM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EESM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EESM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EESM FP Equity_DX_ACTIVE_UTILIZATION_MV,EESM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EESM FP Equity_DX_BROKER_SI_CON_RATIO,EESM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EESM FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-06-19,82.0,18512.24,0.28,0.02,0.02,18512.24,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6998529.0,,6.98,0.0,,1.0,100.0,0.0026
2019-06-20,82.0,18652.13,0.27,0.02,0.02,18652.13,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7051415.0,,7.0,0.0,,1.0,100.0,0.0026
2019-06-21,82.0,18541.35,0.22,0.02,0.02,18541.35,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7009534.0,,7.07,0.0,,1.0,100.0,0.0026
2019-06-24,82.0,18497.56,0.15,0.02,0.02,18497.56,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6992980.0,,7.02,0.0,,1.0,100.0,0.0026
2019-06-25,82.0,18515.6,0.15,0.02,0.02,18515.6,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6999800.0,,7.0,0.0,,1.0,100.0,0.0026
2019-06-26,82.0,18431.8,0.13,0.02,0.02,18431.8,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6968118.0,,6.99,0.0,,1.0,100.0,0.0026
2019-06-27,82.0,18479.11,0.13,0.02,0.02,18479.11,0.0,82.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,6986005.0,,6.97,0.0,,1.0,100.0,0.0026
2019-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,82.0,0.0,0.02,,0.0,0.0,31000.0,7046300.0,,6.99,0.0,,0.0,,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7097698.0,,7.04,0.0,,0.0,,0.0
2019-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7120948.0,,7.08,0.0,,0.0,,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7154676.0,,7.12,0.0,,0.0,,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7179600.0,,7.16,0.0,,0.0,,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7122746.0,,7.18,0.0,,0.0,,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7134371.0,,7.12,0.0,,0.0,,0.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7078106.0,,7.14,0.0,,0.0,,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7062451.0,,7.07,0.0,,0.0,,0.0
2019-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7059475.0,,7.06,0.0,,0.0,,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7068093.0,,7.06,0.0,,0.0,,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7104456.0,,7.07,0.0,,0.0,,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7119150.0,,7.1,0.0,,0.0,,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7059351.0,,7.12,0.0,,0.0,,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7035853.0,,7.09,0.0,,0.0,,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7076959.0,,7.03,0.0,,0.0,,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7077021.0,,7.07,0.0,,0.0,,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7145810.0,,7.08,0.0,,0.0,,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7170145.0,,7.14,0.0,,0.0,,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7161155.0,,7.18,0.0,,0.0,,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31000.0,7164472.0,,7.04,0.0,,0.0,,0.0
2019-08-06,10000.0,2177000.0,2.01,2.32,2.18,1088500.0,5000.0,5000.0,1088500.0,,,,,5000.0,,,,,,,1.09,5000.0,,1.09,,,50.0,50.0,5000.0,1088500.0,,1.2,47.62,50.0,0.5,50.0,1.0
2019-08-07,10000.0,2176210.0,2.04,2.32,2.17,1088105.0,5000.0,5000.0,1088105.0,,,,,,,,,,,,,,,1.09,,,50.0,50.0,5000.0,1088105.0,,1.19,47.62,50.0,0.5,50.0,1.0
2019-08-08,10000.0,2215310.0,2.05,2.32,2.17,1107655.0,5000.0,5000.0,1107655.0,,,,,,,,,,,,,,,1.09,,,50.0,50.0,5000.0,1107655.0,,1.19,47.62,50.0,0.5,50.0,1.0
2019-08-09,10000.0,2187450.0,2.05,2.32,2.21,1093725.0,5000.0,5000.0,1093725.0,,,,,,,,,,,,,,,1.11,,,50.0,50.0,5000.0,1093725.0,,1.22,47.62,50.0,0.5,50.0,1.0
2019-08-12,10000.0,2173750.0,2.09,2.35,2.19,1086875.0,5000.0,5000.0,1086875.0,,,,,,,,,,,,,,,1.09,,,50.0,50.0,5000.0,1086875.0,,1.2,47.62,50.0,0.5,50.0,1.0
2019-08-13,10000.0,2175380.0,2.03,2.35,2.17,1087690.0,5000.0,5000.0,1087690.0,,,,,,,,,,,,,,,1.09,,,50.0,50.0,5000.0,1087690.0,,1.19,47.62,50.0,0.5,50.0,1.0
2019-08-14,10000.0,2150260.0,2.67,2.34,2.17,1075130.0,5000.0,5000.0,1075130.0,,,,,,,,,,,,,,,1.09,,,50.0,50.0,5000.0,1075130.0,,1.2,47.62,50.0,0.5,50.0,1.0
2019-08-15,10000.0,2127210.0,2.54,2.34,2.15,1063605.0,5000.0,5000.0,1063605.0,,,,,,,,,,,,,,,1.08,,,50.0,50.0,5000.0,1063605.0,,1.18,47.62,50.0,0.5,50.0,1.0
2019-08-16,10000.0,2165310.0,2.56,2.31,2.13,1082655.0,5000.0,5000.0,1082655.0,,,,,,,,,,,,,,,1.06,,,50.0,50.0,5000.0,1082655.0,,1.17,47.62,50.0,0.5,50.0,1.0
2019-08-19,10000.0,2196360.0,2.57,2.31,2.16,1098180.0,5000.0,5000.0,1098180.0,,,,,,,,,,,,,,,1.08,,,50.0,50.0,5000.0,1098180.0,,1.19,47.62,50.0,0.5,50.0,1.0
2019-08-20,10000.0,2180130.0,2.58,2.39,2.2,1090065.0,5000.0,5000.0,1090065.0,,,,,,,,,,,,,,,1.1,,,50.0,50.0,5000.0,1090065.0,,1.21,47.62,50.0,0.5,50.0,1.0
2019-08-21,10000.0,2210410.0,2.58,2.39,2.18,1105205.0,5000.0,5000.0,1105205.0,,,,,,,,,,,,,,,1.09,,,50.0,50.0,5000.0,1105205.0,,1.2,47.62,50.0,0.5,50.0,1.0
2019-08-22,10000.0,2204830.0,2.59,2.39,2.21,1102415.0,5000.0,5000.0,1102415.0,,,,,,,,,,,,,,,1.11,,,50.0,50.0,5000.0,1102415.0,,1.22,47.62,50.0,0.5,50.0,1.0
2019-08-23,10000.0,2202700.0,2.6,2.39,2.2,1101350.0,5000.0,5000.0,1101350.0,,,,,,,,,,,,,,,1.1,,,50.0,50.0,5000.0,1101350.0,,1.21,47.62,50.0,0.5,50.0,1.0
2019-08-26,10000.0,2193780.0,2.62,2.39,2.2,1096890.0,5000.0,5000.0,1096890.0,,,,,,,,,,,,,,,1.1,,,50.0,50.0,5000.0,1096890.0,,1.21,47.62,50.0,0.5,50.0,1.0
2019-08-27,10000.0,2207700.0,3.02,2.39,2.19,1103850.0,5000.0,5000.0,1103850.0,,,,,,,,,,,,,,,1.1,,,50.0,50.0,5000.0,1103850.0,,1.21,47.62,50.0,0.5,50.0,1.0
2019-08-28,10000.0,2193200.0,3.55,2.39,2.21,1096600.0,5000.0,5000.0,1096600.0,,,,,,,,,,,,,,,1.1,,,50.0,50.0,5000.0,1096600.0,,1.21,47.62,50.0,0.5,50.0,1.0
2019-08-29,10000.0,2212950.0,3.55,2.42,2.2,1106475.0,5000.0,5000.0,1106475.0,,,,,,,,,,,,,,,1.1,,,50.0,50.0,5000.0,1106475.0,,1.21,47.62,50.0,0.5,50.0,1.0
2019-08-30,10000.0,2231480.0,4.34,2.42,2.21,1115740.0,5000.0,5000.0,1115740.0,,,,,,,,,,,,,,,1.11,,,50.0,50.0,5000.0,1115740.0,,1.22,47.62,50.0,0.5,50.0,1.0
2019-09-02,10000.0,2227740.0,16.15,2.42,2.23,1113870.0,5000.0,5000.0,1113870.0,,,,,,,,,,,,,,,1.12,,,50.0,50.0,5000.0,1113870.0,,1.23,47.62,50.0,0.5,50.0,1.0
2019-09-03,10000.0,2224000.0,16.16,2.42,2.23,1112000.0,5000.0,5000.0,1112000.0,,,,,,,,,,,,,,,1.11,,,50.0,50.0,5000.0,1112000.0,,1.23,47.62,50.0,0.5,50.0,1.0
2019-09-04,10000.0,2244430.0,16.07,2.42,2.23,1122215.0,5000.0,5000.0,1122215.0,,,,,,,,,,,,,,,1.11,,,50.0,50.0,5000.0,1122215.0,,1.22,47.62,50.0,0.5,50.0,1.0
2019-09-05,10000.0,2270110.0,15.87,2.42,2.24,1135055.0,5000.0,5000.0,1135055.0,,,,,,,,,,,,,,,1.12,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-06,11000.0,2506790.0,18.37,2.66,2.49,1367340.0,5500.0,6000.0,1253395.0,,500.0,0.13,,500.0,,500.0,,,0.13,500.0,0.11,,,1.25,,,50.0,50.0,5500.0,1253395.0,,1.37,47.62,45.45,0.4587,50.0,1.0
2019-09-09,11000.0,2501620.0,18.34,2.66,2.5,1364520.0,5500.0,6000.0,1250810.0,,,,,,,,,,,,,,,1.25,,,50.0,50.0,5500.0,1250810.0,,1.38,47.62,45.45,0.4587,50.0,1.0
2019-09-10,11000.0,2501950.0,18.77,2.66,2.5,1364700.0,5500.0,6000.0,1250975.0,,,,,,,,,,,,,,,1.25,,,50.0,50.0,5500.0,1250975.0,,1.38,47.62,45.45,0.4587,50.0,1.0
2019-09-11,11000.0,2521618.0,18.86,2.66,2.5,1375428.0,5500.0,6000.0,1260809.0,,,,,,,,,,,,,,,1.25,,,50.0,50.0,5500.0,1260809.0,,1.38,47.62,45.45,0.4587,50.0,1.0
2019-09-12,11000.0,2520749.0,18.57,2.66,2.52,1374954.0,5500.0,6000.0,1260374.5,,,,,,,,,,,,,,,1.26,,,50.0,50.0,5500.0,1260374.5,,1.39,47.62,45.45,0.4587,50.0,1.0
2019-09-13,11000.0,2546929.0,19.74,2.66,2.52,1389234.0,5500.0,6000.0,1273464.5,,,,,,,,,,,,,,,1.26,,,50.0,50.0,5500.0,1273464.5,,1.39,47.62,45.45,0.4587,50.0,1.0
2019-09-16,11000.0,2548931.0,20.39,2.66,2.55,1390326.0,5500.0,6000.0,1274465.5,,,,,,,,,,,,,,,1.27,,,50.0,50.0,5500.0,1274465.5,,1.4,47.62,45.45,0.4587,50.0,1.0
2019-09-17,10000.0,2304540.0,19.02,2.42,2.32,1152270.0,5000.0,5000.0,1152270.0,,,,,,0.11,,500.0,,,,,,1000.0,1.16,0.22,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-18,10000.0,2312700.0,18.98,2.42,2.3,1156350.0,5000.0,5000.0,1156350.0,,,,,,,,,,,,,,,1.15,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-19,10000.0,2321950.0,18.99,2.42,2.31,1160975.0,5000.0,5000.0,1160975.0,,,,,,,,,,,,,,,1.16,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-20,10000.0,2321050.0,18.83,2.42,2.33,1160525.0,5000.0,5000.0,1160525.0,,,,,,,,,,,,,,,1.16,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-23,10000.0,2299800.0,18.66,2.42,2.32,1149900.0,5000.0,5000.0,1149900.0,,,,,,,,,,,,,,,1.16,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-24,10000.0,2303100.0,26.36,2.42,2.3,1151550.0,5000.0,5000.0,1151550.0,,,,,,,,,,,,,,,1.15,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-25,10000.0,2279300.0,28.32,2.42,2.3,1139650.0,5000.0,5000.0,1139650.0,,,,,,,,,,,,,,,1.15,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-26,10000.0,2287620.0,58.04,2.42,2.28,1143810.0,5000.0,5000.0,1143810.0,,,,,,,,,,,,,,,1.14,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-27,10000.0,2296710.0,55.42,2.42,2.29,1148355.0,5000.0,5000.0,1148355.0,,,,,,,,,,,,,,,1.14,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-09-30,10000.0,2305200.0,53.66,2.42,2.3,1152600.0,5000.0,5000.0,1152600.0,,,,,,,,,,,,,,,1.15,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-01,10000.0,2288370.0,51.24,2.42,2.3,1144185.0,5000.0,5000.0,1144185.0,,,,,,,,,,,,,,,1.15,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-02,10000.0,2234220.0,50.06,2.42,2.29,1117110.0,5000.0,5000.0,1117110.0,,,,,,,,,,,,,,,1.14,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-03,10000.0,2227580.0,47.82,2.42,2.23,1113790.0,5000.0,5000.0,1113790.0,,,,,,,,,,,,,,,1.12,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-04,10000.0,2249990.0,46.4,2.42,2.23,1124995.0,5000.0,5000.0,1124995.0,,,,,,,,,,,,,,,1.11,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-07,10000.0,2259250.0,44.33,2.42,2.25,1129625.0,5000.0,5000.0,1129625.0,,,,,,,,,,,,,,,1.12,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-08,10000.0,2226820.0,39.99,2.42,2.26,1113410.0,5000.0,5000.0,1113410.0,,,,,,,,,,,,,,,1.13,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-09,10000.0,2239310.0,38.41,2.42,2.23,1119655.0,5000.0,5000.0,1119655.0,,,,,,,,,,,,,,,1.11,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-10,10000.0,2247220.0,37.85,2.42,2.24,1123610.0,5000.0,5000.0,1123610.0,,,,,,,,,,,,,,,1.12,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-11,14400.0,3337905.6,54.11,3.46,3.23,2178910.6,7200.0,9400.0,1668952.8,,2200.0,0.5,,2200.0,,2200.0,,,0.5,2200.0,0.49,,,1.62,,,59.02,59.02,5000.0,1158995.0,,1.26,56.21,34.73,0.3941,50.02,1.1803
2019-10-14,14400.0,3324585.6,53.29,3.46,3.33,2170215.6,7200.0,9400.0,1662292.8,,,,,,,,,,,,,,,1.67,,,59.02,59.02,5000.0,1154370.0,,1.3,56.21,34.76,0.3944,50.05,1.1803
2019-10-15,14400.0,3374323.2,43.84,3.46,3.33,2202683.2,7200.0,9400.0,1687161.6,,,,,,,,,,,,,,,1.66,,,59.02,59.02,5000.0,1171640.0,,1.3,56.21,34.74,0.3941,50.02,1.1803
2019-10-16,14400.0,3375374.4,43.57,3.46,3.37,2203369.4,7200.0,9400.0,1687687.2,,,,,,,,,,,,,,,1.69,,,59.02,59.02,5000.0,1172005.0,,1.31,56.21,34.73,0.394,50.01,1.1803
2019-10-17,14400.0,3379867.2,43.02,3.46,3.38,2206302.2,7200.0,9400.0,1689933.6,,,,,,,,,,,,,,,1.69,,,59.02,59.02,5000.0,1173565.0,,1.31,56.21,34.72,0.3938,49.99,1.1803
2019-10-18,14400.0,3368592.0,42.84,3.46,3.38,2198942.0,7200.0,9400.0,1684296.0,,,,,,,,,,,,,,,1.69,,,59.02,59.02,5000.0,1169650.0,,1.32,56.21,34.73,0.394,50.01,1.1803
2019-10-21,10000.0,2359360.0,29.59,2.4,2.34,1179680.0,5000.0,5000.0,1179680.0,,,,,,0.52,,2200.0,,,,,,4400.0,1.17,1.04,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-22,10000.0,2363990.0,29.43,2.29,2.36,1181995.0,5000.0,5000.0,1181995.0,,,,,,,,,,,,,,,1.18,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-23,10000.0,2350220.0,9.67,2.29,2.37,1175110.0,5000.0,5000.0,1175110.0,,,,,,,,,,,,,,,1.18,,,100.0,50.0,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0
2019-10-24,10000.0,2359170.0,9.7,2.29,2.35,1179585.0,5000.0,5000.0,1179585.0,,,,,,,,,,,,,,,1.17,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-10-25,10000.0,2364390.0,9.7,2.29,2.36,1182195.0,5000.0,5000.0,1182195.0,,,,,,,,,,,,,,,1.18,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-10-28,10000.0,2386670.0,9.68,2.29,2.36,1193335.0,5000.0,5000.0,1193335.0,,,,,,,,,,,,,,,1.18,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-10-29,10000.0,2371700.0,9.33,2.29,2.39,1185850.0,5000.0,5000.0,1185850.0,,,,,,,,,,,,,,,1.19,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-10-30,10000.0,2370110.0,9.32,2.29,2.38,1185055.0,5000.0,5000.0,1185055.0,,,,,,,,,,,,,,,1.19,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-10-31,10000.0,2362710.0,9.33,2.29,2.37,1181355.0,5000.0,5000.0,1181355.0,,,,,,,,,,,,,,,1.19,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-01,10000.0,2384550.0,9.34,2.29,2.36,1192275.0,5000.0,5000.0,1192275.0,,,,,,,,,,,,,,,1.18,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-04,10000.0,2407920.0,9.43,2.29,2.38,1203960.0,5000.0,5000.0,1203960.0,,,,,,,,,,,,,,,1.19,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-05,10000.0,2411400.0,9.43,2.29,2.41,1205700.0,5000.0,5000.0,1205700.0,,,,,,,,,,,,,,,1.2,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-06,10000.0,2412390.0,8.53,2.29,2.41,1206195.0,5000.0,5000.0,1206195.0,,,,,,,,,,,,,,,1.21,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-07,10000.0,2426210.0,8.62,2.31,2.41,1213105.0,5000.0,5000.0,1213105.0,,,,,,,,,,,,,,,1.21,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-08,10000.0,2423530.0,8.59,2.28,2.43,1211765.0,5000.0,5000.0,1211765.0,,,,,,,,,,,,,,,1.21,,,100.0,16.67,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.3333
2019-11-11,10000.0,2437010.0,7.29,2.34,2.42,1218505.0,5000.0,5000.0,1218505.0,,,,,,,,,,,,,,,1.21,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-12,10000.0,2434250.0,5.65,2.34,2.44,1217125.0,5000.0,5000.0,1217125.0,,,,,,,,,,,,,,,1.22,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-13,10000.0,2428070.0,5.65,2.38,2.44,1214035.0,5000.0,5000.0,1214035.0,,,,,,,,,,,,,,,1.22,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-14,10000.0,2429260.0,5.06,2.41,2.43,1214630.0,5000.0,5000.0,1214630.0,,,,,,,,,,,,,,,1.21,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-15,10000.0,2449000.0,4.58,2.41,2.43,1224500.0,5000.0,5000.0,1224500.0,,,,,,,,,,,,,,,1.21,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-18,10000.0,2446010.0,4.59,2.35,2.45,1223005.0,5000.0,5000.0,1223005.0,,,,,,,,,,,,,,,1.22,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-19,10000.0,2443720.0,3.97,2.25,2.45,1221860.0,5000.0,5000.0,1221860.0,,,,,,,,,,,,,,,1.22,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-20,10000.0,2438160.0,3.18,2.25,2.45,1219080.0,5000.0,5000.0,1219080.0,,,,,,,,,,,,,,,1.22,,,100.0,20.83,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.4167
2019-11-21,10000.0,2426600.0,3.18,2.32,2.44,1213300.0,5000.0,5000.0,1213300.0,,,,,,,,,,,,,,,1.22,,,100.0,13.16,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2632
2019-11-22,10000.0,2435670.0,2.77,2.32,2.42,1217835.0,5000.0,5000.0,1217835.0,,,,,,,,,,,,,,,1.21,,,100.0,13.16,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2632
2019-11-25,10000.0,2458210.0,2.77,2.27,2.44,1229105.0,5000.0,5000.0,1229105.0,,,,,,,,,,,,,,,1.22,,,100.0,13.16,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2632
2019-11-26,10000.0,2468400.0,2.57,2.27,2.46,1234200.0,5000.0,5000.0,1234200.0,,,,,,,,,,,,,,,1.23,,,100.0,13.16,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2632
2019-11-27,10000.0,2482950.0,2.56,2.27,2.47,1241475.0,5000.0,5000.0,1241475.0,,,,,,,,,,,,,,,1.23,,,100.0,13.16,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.2632
2019-11-28,21000.0,5218227.0,5.39,4.77,5.22,1242435.0,16000.0,5000.0,3975792.0,,,,,,,,,,,,,11000.0,,3.97,,,48.48,42.11,17000.0,4224279.0,,4.22,48.48,23.81,0.3878,52.38,0.5526
2019-11-29,21000.0,5191809.0,5.27,4.77,5.22,1236145.0,16000.0,5000.0,3955664.0,,,,,,,,,,,,,,,3.98,,,48.48,42.11,17000.0,4202893.0,,4.22,48.48,23.81,0.3878,52.38,0.5526
2019-12-02,22000.0,5379858.0,5.53,4.99,5.44,1344964.5,16500.0,5500.0,4034893.5,,500.0,,,500.0,,,,,,500.0,0.12,,,4.08,,,50.0,43.42,16500.0,4034893.5,,4.08,50.0,22.73,0.3543,50.0,0.5789
2019-12-03,22000.0,5353238.0,4.73,4.8,5.38,1338309.5,16500.0,5500.0,4014928.5,,,,,,,,,,,,,,,4.03,,,100.0,71.74,0.0,0.0,,0.0,100.0,22.73,0.3543,50.0,0.9565
