,MFE FP Equity_DX_SI_QTY,MFE FP Equity_DX_SHORT_INTEREST_VALUE,MFE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MFE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MFE FP Equity_DX_SI_MV,MFE FP Equity_DX_DSS,MFE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MFE FP Equity_DX_SUPPLY_SI_QTY,MFE FP Equity_DX_BROKER_SI_QTY,MFE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MFE FP Equity_DX_BROKER_SI_MV_NEW_x,MFE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MFE FP Equity_DX_SUPPLY_SI_QTY_INC_x,MFE FP Equity_DX_BROKER_SI_MV_INC_x,MFE FP Equity_DX_SUPPLY_SI_MV_NEW,MFE FP Equity_DX_BROKER_SI_QTY_ADD,MFE FP Equity_DX_BROKER_SI_QTY_NEW,MFE FP Equity_DX_SUPPLY_SI_MV_DEC,MFE FP Equity_DX_BROKER_SI_QTY_INC,MFE FP Equity_DX_SUPPLY_SI_QTY_DEC,MFE FP Equity_DX_BROKER_SI_MV_NEW_y,MFE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MFE FP Equity_DX_BROKER_SI_MV_INC_y,MFE FP Equity_DX_SUPPLY_SI_QTY_INC_y,MFE FP Equity_DX_BROKER_SI_MV_ADD,MFE FP Equity_DX_SUPPLY_SI_QTY_ADD,MFE FP Equity_DX_BROKER_SI_QTY_DEC,MFE FP Equity_DX_SUPPLY_SI_MV,MFE FP Equity_DX_BROKER_SI_MV_DEC,MFE FP Equity_DX_SUPPLY_SI_MV_RMV,MFE FP Equity_DX_BROKER_SI_MV_RMV,MFE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MFE FP Equity_DX_UTILIZATION_QUANTITY,MFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MFE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MFE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MFE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MFE FP Equity_DX_ACTIVE_UTILIZATION_MV,MFE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MFE FP Equity_DX_BROKER_SI_CON_RATIO,MFE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MFE FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-09-15,7200.0,249696.0,0.33,0.1,0.25,0.0,249696.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0248
2009-09-16,7200.0,253296.0,0.34,0.1,0.25,0.0,253296.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0248
2009-09-17,7200.0,254520.0,0.35,0.1,0.25,0.0,254520.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0247
2009-09-18,7200.0,253440.0,0.33,0.1,0.25,0.0,253440.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0247
2009-09-21,7200.0,252360.0,0.37,0.1,0.25,0.0,252360.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0247
2009-09-22,7200.0,253152.0,0.36,0.1,0.25,0.0,253152.0,0.0,7200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0247
2009-09-23,7200.0,253656.0,0.33,0.1,0.25,0.0,253656.0,1535.0,7200.0,54078.05,,,,,,,,,,,,,,,,1535.0,,0.05,,,,100.0,0.53,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0247
2009-09-24,7200.0,249912.0,0.33,0.1,0.25,0.0,249912.0,4900.0,7200.0,170079.0,,,,,,,,,,,,,,,,3365.0,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0244
2009-09-25,7200.0,249264.0,0.33,0.1,0.25,0.0,249264.0,4900.0,7200.0,169638.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0244
2009-09-28,12100.0,427856.0,0.55,0.16,0.42,0.0,427856.0,4900.0,12100.0,173264.0,,,,0.17,,,,,4900.0,,,,0.17,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-09-29,12100.0,426888.0,0.54,0.16,0.43,0.0,426888.0,4900.0,12100.0,172872.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-09-30,12100.0,424710.0,0.53,0.16,0.43,0.0,424710.0,4900.0,12100.0,171990.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-10-01,12100.0,417934.0,0.5,0.16,0.42,0.0,417934.0,4900.0,12100.0,169246.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-10-02,12100.0,408980.0,0.5,0.16,0.42,0.0,408980.0,4900.0,12100.0,165620.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-10-05,12100.0,413094.0,0.47,0.16,0.41,0.0,413094.0,4900.0,12100.0,167286.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-10-06,12100.0,424589.0,0.47,0.16,0.41,0.0,424589.0,4900.0,12100.0,171941.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.041
2009-10-07,12100.0,422774.0,0.46,0.16,0.42,0.0,422774.0,4900.0,12100.0,171206.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0409
2009-10-08,12100.0,428582.0,0.46,0.16,0.42,0.0,428582.0,4900.0,12100.0,173558.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0409
2009-10-09,62100.0,2199582.0,2.3,0.81,2.2,1.0,2199582.0,4900.0,62100.0,173558.0,,,,1.78,,,,,50000.0,,,,1.78,,,,,0.17,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2047
2009-10-12,62100.0,2230011.0,2.24,0.81,2.2,1.0,2230011.0,4900.0,62100.0,175959.0,,,,,,,,,,,,,,,,,,0.17,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2047
2009-10-13,62100.0,2200824.0,2.26,0.81,2.23,1.0,2200824.0,4900.0,62100.0,173656.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2047
2009-10-14,62100.0,2244915.0,2.42,0.81,2.2,1.0,2244915.0,4900.0,62100.0,177135.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2047
2009-10-15,62100.0,2239947.0,2.42,0.81,2.24,1.0,2239947.0,4900.0,62100.0,176743.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2047
2009-10-16,62100.0,2213244.0,2.67,0.81,2.24,1.0,2213244.0,4900.0,62100.0,174636.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2047
2009-10-19,67100.0,2424994.0,2.64,0.87,2.39,1.0,2424994.0,4900.0,67100.0,177086.0,,,,0.15,,,,,5000.0,,,,0.15,,,,,0.17,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2211
2009-10-20,67100.0,2407548.0,2.63,0.85,2.42,1.0,2407548.0,4900.0,67100.0,175812.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2211
2009-10-21,67100.0,2414929.0,2.62,0.85,2.41,1.0,2414929.0,4900.0,67100.0,176351.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2211
2009-10-22,59900.0,2129445.0,2.39,0.75,2.16,1.0,2129445.0,4900.0,59900.0,174195.0,,,,,,,,,,,,,,,,,7200.0,0.18,0.25,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1974
2009-10-23,9900.0,350163.0,0.44,0.12,0.35,0.0,350163.0,4900.0,9900.0,173313.0,,,,,,,,,,,,,,,,,50000.0,0.17,1.8,,,100.0,1.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0326
2009-10-26,9900.0,344124.0,0.43,0.12,0.36,0.0,344124.0,0.0,9900.0,0.0,,,,,,,,0.17,,4900.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.033
2009-10-27,5000.0,173200.0,0.21,0.06,0.17,0.0,173200.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,4900.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0166
2009-10-28,5000.0,169250.0,0.2,0.06,0.17,0.0,169250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.013
2009-10-29,5000.0,172300.0,0.2,0.06,0.17,0.0,172300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.013
2009-10-30,5000.0,167850.0,0.19,0.06,0.17,0.0,167850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.013
2009-11-02,5000.0,168900.0,0.19,0.06,0.17,0.0,168900.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.013
2009-11-03,5000.0,166150.0,0.18,0.06,0.17,0.0,166150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.013
2009-11-04,5000.0,169600.0,0.19,0.06,0.17,0.0,169600.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0127
2009-11-05,5000.0,171250.0,0.19,0.06,0.17,0.0,171250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0127
2009-11-06,30152.0,1033008.0,1.1,0.37,1.03,1.0,678347.9,10352.0,19800.0,354659.5,,,,0.51,,,,,14800.0,,,,0.51,,,10352.0,,0.35,,,,100.0,2.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0767
2009-11-09,30152.0,1054416.0,1.12,0.37,1.03,1.0,692406.0,10352.0,19800.0,362009.4,,,,,,,,,,,,,,,,,,0.35,,,,100.0,2.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0767
2009-11-10,25152.0,878056.3,0.95,0.31,0.87,1.0,516668.0,10352.0,14800.0,361388.3,,,,,,,,,,,,,,,,,5000.0,0.35,0.16,,,100.0,2.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.064
2009-11-11,25152.0,885098.9,0.96,0.31,0.88,1.0,520812.0,10352.0,14800.0,364286.9,,,,,,,,,,,,,,,,,,0.36,,,,100.0,2.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.064
2009-11-12,25152.0,883086.8,1.01,0.31,0.89,1.0,519628.0,10352.0,14800.0,363458.7,,,,,,,,,,,,,,,,,,0.36,,,,100.0,2.63,0.0,0.0,,0.0,100.0,,1.0,100.0,0.064
2009-11-13,100152.0,3529357.0,4.06,1.22,3.52,1.0,1402552.0,60352.0,39800.0,2126805.0,,,575.0,,,25000.0,,,,,,,,575.0,0.88,49425.0,,2.12,,,,100.0,13.64,0.0,0.0,,0.0,100.0,16.46,0.725,83.54,0.2264
2009-11-16,79152.0,2828101.0,3.37,0.97,2.78,1.0,2744064.0,52352.0,76800.0,1870537.0,,,,1.76,,,,0.28,50000.0,8000.0,,,1.76,,,,13000.0,1.84,0.46,,,100.0,11.83,0.0,0.0,,0.0,100.0,2.35,0.9541,97.65,0.1789
2009-11-17,79152.0,2810688.0,3.2,0.96,2.79,1.0,2727168.0,52352.0,76800.0,1859019.0,,,,,,,,,,,,,,,,,,1.87,,,,100.0,11.81,0.0,0.0,,0.0,100.0,2.38,0.9536,97.62,0.1785
2009-11-18,91852.0,3265339.0,3.62,1.11,3.26,1.0,3181725.0,2352.0,89500.0,83613.6,,,,0.45,,,,1.79,12700.0,50000.0,,,0.45,,,,,0.08,,,,100.0,0.53,0.0,0.0,,0.0,100.0,16.2,0.7285,83.8,0.2072
2009-11-19,41852.0,1462309.0,1.61,0.5,1.49,1.0,1380130.0,27352.0,39500.0,955678.8,,,,,,,,,,,,,,,,25000.0,50000.0,0.97,1.78,,,100.0,6.66,0.0,0.0,,0.0,100.0,36.75,0.5351,63.25,0.102
2009-11-20,41852.0,1448498.0,1.57,0.5,1.48,1.0,1367095.0,27352.0,39500.0,946652.8,,,,,,,,,,,,,,,,,,0.97,,,,100.0,6.66,0.0,0.0,,0.0,100.0,36.32,0.5374,63.68,0.102
2009-11-23,41852.0,1479887.0,1.6,0.5,1.46,1.0,1396720.0,2834.0,39500.0,100210.2,,,,,,,,0.88,,25000.0,,,,,,482.0,,0.1,,,,100.0,0.74,0.0,0.0,,0.0,100.0,36.5,0.5365,63.5,0.1086
2009-11-24,2834.0,99473.4,0.1,0.03,0.1,0.0,16918.2,2352.0,482.0,82555.2,,,,,,,,0.02,,482.0,,,,,,,39018.0,0.08,1.36,,,0.61,0.61,383088.0,13446390.0,,13.55,0.61,,1.0,100.0,0.0074
2009-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.08,,2352.0,,,,,,,482.0,0.0,0.02,,,0.0,0.0,385440.0,13606030.0,,13.53,0.0,,0.0,,0.0
2009-11-26,10000.0,341400.0,0.34,0.12,0.36,0.0,0.0,10000.0,0.0,341400.0,,,,,,,,,,,,,,,,10000.0,,0.36,,,,100.0,2.61,0.0,0.0,,0.0,100.0,,0.0,,0.0261
2009-11-27,10000.0,345000.0,0.32,0.12,0.34,0.0,0.0,10000.0,0.0,345000.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,2.61,0.0,0.0,,0.0,100.0,,0.0,,0.0261
2009-11-30,10000.0,341600.0,0.34,0.12,0.34,0.0,0.0,10000.0,0.0,341600.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,2.61,0.0,0.0,,0.0,100.0,,0.0,,0.0261
2009-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.34,,10000.0,,,,,,,,0.0,,,,0.0,0.0,383300.0,13430830.0,,13.09,0.0,,0.0,,0.0
2009-12-02,5300.0,186083.0,0.17,0.06,0.19,0.0,186083.0,0.0,5300.0,0.0,,,,,,5300.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0138
2009-12-03,5762.0,202303.8,0.19,0.07,0.2,0.0,186083.0,462.0,5300.0,16220.82,,,,,,,,,,,,,,,,462.0,,0.02,,,,100.0,0.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.015
2009-12-04,5762.0,204493.4,0.18,0.07,0.2,0.0,188097.0,462.0,5300.0,16396.38,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.12,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0146
2009-12-07,16400.0,579904.0,0.51,0.19,0.58,0.0,579904.0,0.0,16400.0,0.0,,,,0.4,,,,0.02,11100.0,462.0,,,0.4,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0405
2009-12-08,17213.0,599012.4,0.54,0.2,0.61,0.0,599012.4,0.0,17213.0,0.0,,,,,,813.0,,,,,,,,,0.03,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.73,0.9098,95.27,0.0417
2009-12-09,17213.0,591782.9,0.54,0.2,0.6,0.0,591782.9,0.0,17213.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.81,0.9085,95.19,0.0415
2009-12-10,22213.0,772346.0,0.7,0.26,0.76,1.0,772346.0,0.0,22213.0,0.0,,,,,,5000.0,,,,,,,,,0.17,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.48,0.5958,73.75,0.0536
2009-12-11,42213.0,1472390.0,1.5,0.49,1.47,1.0,1472390.0,0.0,42213.0,0.0,,,,0.7,,,,,20000.0,,,,0.7,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,35.52,0.5174,62.52,0.1018
2009-12-14,46713.0,1643830.0,1.7,0.54,1.63,1.0,1643830.0,0.0,46713.0,0.0,,,,0.16,,,,,4500.0,,,,0.16,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.1,0.5407,66.13,0.1125
2009-12-15,81713.0,2880383.0,3.05,0.95,2.85,1.0,1822883.0,30000.0,51713.0,1057500.0,,,,0.18,,,,,5000.0,,,,0.18,,,30000.0,,1.03,,,,100.0,6.82,0.0,0.0,,0.0,100.0,38.67,0.5068,59.75,0.1858
2009-12-16,111713.0,3980334.0,4.24,1.28,3.94,2.0,2911434.0,30000.0,81713.0,1068900.0,,,,1.06,,,,,30000.0,,,,1.06,,,,,1.06,,,,100.0,6.82,0.0,0.0,,0.0,100.0,37.81,0.5175,61.19,0.254
2009-12-17,106713.0,3760566.0,3.97,1.15,3.79,2.0,2703366.0,30000.0,76713.0,1057200.0,,,,,,,,,,,,,,,,,5000.0,1.06,0.16,,,100.0,6.82,0.0,0.0,,0.0,100.0,40.28,0.5065,58.66,0.2426
2009-12-18,126713.0,4436222.0,4.6,1.37,4.47,2.0,3035822.0,40000.0,86713.0,1400400.0,,,11000.0,0.33,,,,0.04,10000.0,1000.0,,,0.33,11000.0,,,,1.41,,,,100.0,8.89,0.0,0.0,,0.0,100.0,35.63,0.5293,63.42,0.2817
2009-12-21,141713.0,5037897.0,5.06,1.53,4.96,2.0,3615897.0,40000.0,101713.0,1422000.0,,,,0.51,,,,,15000.0,,,,0.51,,,,,1.4,,,,100.0,8.73,0.0,0.0,,0.0,100.0,30.38,0.5659,68.81,0.3092
2009-12-22,141713.0,5074743.0,4.71,1.53,5.04,2.0,3642343.0,40000.0,101713.0,1432400.0,,,,,,,,,,,,,,,,,,1.42,,,,100.0,8.89,0.0,0.0,,0.0,100.0,30.38,0.566,68.82,0.3151
2009-12-23,120313.0,4325253.0,3.35,1.28,4.31,2.0,2887253.0,40000.0,80313.0,1438000.0,,,,,,,,,,,,,,,,,21400.0,1.43,0.76,,,100.0,8.89,0.0,0.0,,0.0,100.0,11.83,0.7739,87.17,0.2675
2009-12-24,120313.0,4325253.0,3.37,1.28,4.32,2.0,2887253.0,40000.0,80313.0,1438000.0,,,,,,,,,,,,,,,,,,1.44,,,,100.0,8.43,0.0,0.0,,0.0,100.0,11.83,0.774,87.17,0.2534
2009-12-25,120313.0,4325253.0,3.47,1.28,4.32,2.0,2887253.0,40000.0,80313.0,1438000.0,,,,,,,,,,,,,,,,,,1.44,,,,100.0,8.43,0.0,0.0,,0.0,100.0,11.84,0.7738,87.16,0.2534
2009-12-28,114713.0,4156052.0,3.31,1.22,4.13,2.0,2909740.0,34400.0,80313.0,1246312.0,,,,,,,,0.19,,5600.0,,,,,,,,1.25,,,,100.0,10.8,0.0,0.0,,0.0,100.0,11.83,0.774,87.17,0.3602
2009-12-29,98800.0,3584464.0,2.86,1.05,3.58,1.0,2336432.0,34400.0,64400.0,1248032.0,,,,,,,,,,,,,,,,,15913.0,1.25,0.55,,,100.0,10.8,0.0,0.0,,0.0,100.0,7.76,0.8568,92.24,0.3103
2009-12-30,93800.0,3382428.0,2.82,1.0,3.4,1.0,2141964.0,34400.0,59400.0,1240464.0,,,,,,,,,,,,,,,,,5000.0,1.25,0.18,,,100.0,11.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3112
2009-12-31,93800.0,3382428.0,2.93,1.0,3.38,1.0,2141964.0,34400.0,59400.0,1240464.0,,,,,,,,,,,,,,,,,,1.24,,,,100.0,11.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3112
2010-01-01,93800.0,3382428.0,3.0,1.0,3.38,1.0,2141964.0,34400.0,59400.0,1240464.0,,,,,,,,,,,,,,,,,,1.24,,,,100.0,11.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3112
2010-01-04,93800.0,3442460.0,3.0,1.0,3.39,1.0,2179980.0,34400.0,59400.0,1262480.0,,,,,,,,,,,,,,,,,,1.25,,,,100.0,11.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3112
2010-01-05,93800.0,3443398.0,3.11,1.0,3.44,1.0,2180574.0,34400.0,59400.0,1262824.0,,,,,,,,,,,,,,,,,,1.26,,,,100.0,11.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3112
2010-01-06,93800.0,3446212.0,3.13,1.0,3.44,1.0,2182356.0,34400.0,59400.0,1263856.0,,,,,,,,,,,,,,,,,,1.26,,,,100.0,11.41,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3112
2010-01-07,93800.0,3444336.0,3.45,1.0,3.45,1.0,2181168.0,34400.0,59400.0,1263168.0,,,,,,,,,,,,,,,,,,1.26,,,,100.0,11.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3029
2010-01-08,110800.0,4081872.0,4.12,1.18,4.07,2.0,2188296.0,51400.0,59400.0,1893576.0,,,17000.0,,,,,,,,,,,17000.0,,,,1.89,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-11,110800.0,4074116.0,3.86,1.18,4.08,2.0,2809228.0,51400.0,76400.0,1889978.0,,,,,,17000.0,,,,,,,,,0.63,,,1.89,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-12,110800.0,4025364.0,4.03,1.2,4.07,2.0,2775612.0,51400.0,76400.0,1867362.0,,,,,,,,,,,,,,,,,,1.89,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-13,110800.0,4035336.0,4.14,1.2,4.05,2.0,2782488.0,51400.0,76400.0,1871988.0,,,,,,,,,,,,,,,,,,1.9,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-14,110800.0,4058604.0,4.12,1.2,4.04,2.0,2798532.0,51400.0,76400.0,1882782.0,,,,,,,,,,,,,,,,,,1.87,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-15,110800.0,3998772.0,4.14,1.2,4.06,2.0,2757276.0,51400.0,76400.0,1855026.0,,,,,,,,,,,,,,,,,,1.88,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-18,110800.0,4017608.0,3.96,1.2,4.0,2.0,2770264.0,51400.0,76400.0,1863764.0,,,,,,,,,,,,,,,,,,1.86,,,,100.0,16.05,0.0,0.0,,0.0,100.0,22.25,0.654,77.75,0.3461
2010-01-19,110800.0,4046416.0,3.93,1.2,4.02,2.0,2790128.0,51400.0,76400.0,1877128.0,,,,,,,,,,,,,,,,,,1.86,,,,100.0,15.96,0.0,0.0,,0.0,100.0,22.32,0.6532,77.68,0.3441
2010-01-20,110800.0,3964424.0,4.02,1.2,4.05,2.0,2733592.0,65200.0,76400.0,2332856.0,,,,,,,,,,,,,,,,13800.0,,2.38,,,,39.75,23.1,98820.0,3535780.0,,3.61,39.75,22.34,0.653,77.66,0.3925
2010-01-21,129413.0,4554044.0,4.62,1.4,4.63,2.0,3174138.0,70013.0,90200.0,2463757.0,,,4813.0,0.48,,,,,13800.0,,,,0.48,4813.0,,,,2.51,,,,41.47,24.62,98820.0,3477476.0,,3.54,41.47,32.42,0.4985,62.52,0.455
2010-01-22,129413.0,4520396.0,4.44,1.4,4.57,2.0,3318804.0,70013.0,95013.0,2445554.0,,,,,,4813.0,,,,,,,,,0.18,,,2.46,,,,41.47,24.58,98820.0,3451783.0,,3.48,41.47,32.53,0.4959,62.24,0.4544
2010-01-25,129413.0,4486749.0,4.42,1.39,4.52,2.0,3294101.0,70013.0,95013.0,2427351.0,,,,,,,,,,,,,,,,,,2.45,,,,41.47,24.62,98820.0,3426089.0,,3.45,41.47,32.4,0.4981,62.49,0.455
2010-01-26,129413.0,4499690.0,4.19,1.36,4.5,2.0,3303602.0,70013.0,95013.0,2434352.0,,,,,,,,,,,,,,,,,,2.43,,,,41.47,24.62,98820.0,3435972.0,,3.43,41.47,32.56,0.4974,62.35,0.455
2010-01-27,129413.0,4451808.0,4.21,1.34,4.5,2.0,3268447.0,70013.0,95013.0,2408447.0,,,,,,,,,,,,,,,,,,2.43,,,,41.47,24.62,98820.0,3399408.0,,3.44,41.47,32.41,0.4983,62.51,0.455
2010-01-28,154413.0,5231513.0,4.64,1.6,5.31,2.0,3219041.0,95013.0,95013.0,3219041.0,,,25000.0,,,,,,,,,,,25000.0,,,,3.27,,,,20.18,16.7,375720.0,12729390.0,,12.92,20.18,32.39,0.4978,62.47,0.2715
2010-01-29,173536.0,5962697.0,5.05,1.78,5.89,2.0,3921713.0,114136.0,114136.0,3921713.0,,,21123.0,0.65,,,,0.07,19123.0,2000.0,,,0.65,21123.0,,,,3.87,,,,24.25,20.06,356597.0,12252670.0,,12.08,24.25,26.9,0.3866,51.88,0.305
2010-02-01,173536.0,6000875.0,5.03,1.78,5.94,2.0,3946823.0,114136.0,114136.0,3946823.0,,,,,,,,,,,,,,,,,,3.92,,,,24.25,20.06,356597.0,12331130.0,,12.25,24.25,26.78,0.3896,52.39,0.305
2010-02-02,173536.0,6075495.0,5.07,1.78,6.0,2.0,3995901.0,114136.0,114136.0,3995901.0,,,,,,,,,,,,,,,,,,3.95,,,,24.25,20.06,356597.0,12484460.0,,12.33,24.25,27.02,0.3882,52.12,0.305
2010-02-03,174179.0,6030077.0,5.16,1.79,6.09,2.0,3973649.0,114136.0,114779.0,3951388.0,,,,,,643.0,,,,,,,,,0.02,,,4.0,,,,24.25,20.06,356597.0,12345390.0,,12.48,24.25,26.9,0.3843,51.89,0.3061
2010-02-04,209543.0,7034359.0,6.3,2.15,7.27,3.0,4546822.0,128836.0,135443.0,4325025.0,,,14700.0,0.72,,,,,20664.0,,,,0.72,14700.0,,,,4.46,,,,26.54,22.07,356597.0,11970960.0,,12.35,26.54,30.5,0.3482,43.71,0.359
