DATE,CLARI FP Equity_DX_SI_QTY,CLARI FP Equity_DX_SHORT_INTEREST_VALUE,CLARI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CLARI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CLARI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CLARI FP Equity_DX_SI_MV,CLARI FP Equity_DX_DSS,CLARI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CLARI FP Equity_DX_SUPPLY_SI_QTY,CLARI FP Equity_DX_BROKER_SI_QTY,CLARI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CLARI FP Equity_DX_BROKER_SI_MV_NEW_x,CLARI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CLARI FP Equity_DX_SUPPLY_SI_QTY_INC_x,CLARI FP Equity_DX_BROKER_SI_MV_INC_x,CLARI FP Equity_DX_SUPPLY_SI_MV_NEW,CLARI FP Equity_DX_BROKER_SI_QTY_ADD,CLARI FP Equity_DX_BROKER_SI_QTY_NEW,CLARI FP Equity_DX_SUPPLY_SI_MV_DEC,CLARI FP Equity_DX_BROKER_SI_QTY_INC,CLARI FP Equity_DX_SUPPLY_SI_QTY_DEC,CLARI FP Equity_DX_BROKER_SI_MV_NEW_y,CLARI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CLARI FP Equity_DX_BROKER_SI_MV_INC_y,CLARI FP Equity_DX_SUPPLY_SI_QTY_INC_y,CLARI FP Equity_DX_BROKER_SI_MV_ADD,CLARI FP Equity_DX_SUPPLY_SI_QTY_ADD,CLARI FP Equity_DX_BROKER_SI_QTY_DEC,CLARI FP Equity_DX_SUPPLY_SI_MV,CLARI FP Equity_DX_BROKER_SI_MV_DEC,CLARI FP Equity_DX_SUPPLY_SI_MV_RMV,CLARI FP Equity_DX_BROKER_SI_MV_RMV,CLARI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CLARI FP Equity_DX_UTILIZATION_QUANTITY,CLARI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CLARI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CLARI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CLARI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CLARI FP Equity_DX_ACTIVE_UTILIZATION_MV,CLARI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CLARI FP Equity_DX_BROKER_SI_CON_RATIO,CLARI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CLARI FP Equity_DX_DEMAND_SUPPLY_RATIO,CLARI FP Equity_PX_LAST
2006-12-19,5400.0,148724.35,0.02,0.1,0.02,0.2,0.0,148724.35,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0463,37.5
2006-12-20,5400.0,147613.88,0.02,0.1,0.02,0.2,0.0,147613.88,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0471,37.22
2006-12-21,9900.0,272661.32,0.04,0.18,0.04,0.37,0.0,272661.32,0.0,9900.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0863,37.5
2006-12-22,9900.0,271643.38,0.04,0.18,0.04,0.37,0.0,271643.38,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0665,37.36
2006-12-25,9900.0,271643.38,0.04,0.18,0.04,0.37,0.0,271643.38,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.2243,0.0
2006-12-26,9900.0,271643.38,0.04,0.18,0.04,0.37,0.0,271643.38,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0665,0.0
2006-12-27,9900.0,273388.41,0.04,0.18,0.04,0.37,0.0,273388.41,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.067,37.6
2006-12-28,9900.0,273024.86,0.04,0.17,0.04,0.37,0.0,273024.86,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.067,37.55
2006-12-29,9900.0,272661.32,0.04,0.17,0.04,0.37,0.0,272661.32,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0671,37.5
2007-01-01,9900.0,272661.32,0.04,0.16,0.04,0.37,0.0,272661.32,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0696,0.0
2007-01-02,9900.0,275206.15,0.04,0.16,0.04,0.37,0.0,275206.15,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0598,37.85
2007-01-03,9900.0,272225.06,0.04,0.16,0.04,0.37,0.0,272225.06,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0596,37.44
2007-01-04,9900.0,268734.99,0.04,0.16,0.04,0.37,0.0,268734.99,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0561,36.96
2007-01-05,9900.0,266699.12,0.04,0.16,0.04,0.37,0.0,266699.12,0.0,9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.056,36.68
2007-01-08,2500.0,67127.93,0.01,0.04,0.01,0.09,0.0,67127.93,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0,0.0,0.28,0.0,0.0,0.0,0.0,180933.0,4858263.15,0.0,6.64,0.0,0.0,1.0,100.0,0.0138,36.56
2007-01-09,2500.0,67990.9,0.01,0.04,0.01,0.09,0.0,67990.9,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183693.0,4995780.89,0.0,6.81,0.0,0.0,1.0,100.0,0.0136,37.03
2007-01-10,2500.0,69955.53,0.01,0.04,0.01,0.09,0.0,69955.53,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188086.0,5263062.28,0.0,7.12,0.0,0.0,1.0,100.0,0.0133,38.1
2007-01-11,2500.0,69588.31,0.01,0.05,0.01,0.09,0.0,69588.31,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190181.0,5293749.66,0.0,7.18,0.0,0.0,1.0,100.0,0.0131,37.9
2007-01-12,2500.0,69404.7,0.01,0.06,0.01,0.09,0.0,69404.7,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191371.0,5312818.62,0.0,7.21,0.0,0.0,1.0,100.0,0.0131,37.8
2007-01-15,2500.0,69404.7,0.01,0.06,0.01,0.09,0.0,69404.7,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191448.0,5314956.29,0.0,7.21,0.0,0.0,1.0,100.0,0.0131,37.8
2007-01-16,2500.0,69349.62,0.01,0.07,0.01,0.09,0.0,69349.62,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191445.0,5310654.85,0.0,7.21,0.0,0.0,1.0,100.0,0.0131,37.77
2007-01-17,2500.0,68486.65,0.01,0.07,0.01,0.09,0.0,68486.65,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189227.0,5183809.1,0.0,7.06,0.0,0.0,1.0,100.0,0.0132,37.3
2007-01-18,2500.0,67935.82,0.01,0.07,0.01,0.09,0.0,67935.82,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195038.0,5300026.27,0.0,7.23,0.0,0.0,1.0,100.0,0.0128,37.0
2007-01-19,2500.0,67935.82,0.01,0.08,0.01,0.09,0.0,67935.82,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194637.0,5289129.37,0.0,7.21,0.0,0.0,1.0,100.0,0.0128,37.0
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.09,0.0,0.0,0.0,0.0,201077.0,5434596.18,0.0,7.4,0.0,0.0,0.0,0.0,0.0,36.8
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201356.0,5391856.22,0.0,7.35,0.0,0.0,0.0,0.0,0.0,36.46
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200966.0,5416836.36,0.0,7.37,0.0,0.0,0.0,0.0,0.0,36.7
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201252.0,5424545.2,0.0,7.39,0.0,0.0,0.0,0.0,0.0,36.7
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214381.0,5698124.56,0.0,7.77,0.0,0.0,0.0,0.0,0.0,36.19
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214763.0,5646762.89,0.0,7.69,0.0,0.0,0.0,0.0,0.0,35.8
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214756.0,5646578.84,0.0,7.69,0.0,0.0,0.0,0.0,0.0,35.8
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214780.0,5647209.87,0.0,7.69,0.0,0.0,0.0,0.0,0.0,35.8
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214518.0,5687586.37,0.0,7.74,0.0,0.0,0.0,0.0,0.0,36.1
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214526.0,5684647.34,0.0,7.77,0.0,0.0,0.0,0.0,0.0,36.08
2007-02-05,1.0,26.57,0.0,0.0,0.0,0.0,0.0,26.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,36.18
2007-02-06,1.0,27.25,0.0,0.0,0.0,0.0,0.0,27.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,37.1
2007-02-07,1.0,27.26,0.0,0.0,0.0,0.0,0.0,27.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,37.12
2007-02-08,1.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,38.13
2007-02-09,1.0,27.75,0.0,0.0,0.0,0.0,0.0,27.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,37.79
2007-02-12,1.0,27.59,0.0,0.0,0.0,0.0,0.0,27.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,37.56
2007-02-13,1.0,27.69,0.0,0.0,0.0,0.0,0.0,27.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,37.7
2007-02-14,1.0,27.43,0.0,0.0,0.0,0.0,0.0,27.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,37.35
