DATE,RCO FP Equity_DX_SI_QTY,RCO FP Equity_DX_SHORT_INTEREST_VALUE,RCO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RCO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RCO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RCO FP Equity_DX_SI_MV,RCO FP Equity_DX_DSS,RCO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RCO FP Equity_DX_SUPPLY_SI_QTY,RCO FP Equity_DX_BROKER_SI_QTY,RCO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RCO FP Equity_DX_BROKER_SI_MV_NEW_x,RCO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RCO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RCO FP Equity_DX_BROKER_SI_MV_INC_x,RCO FP Equity_DX_SUPPLY_SI_MV_NEW,RCO FP Equity_DX_BROKER_SI_QTY_ADD,RCO FP Equity_DX_BROKER_SI_QTY_NEW,RCO FP Equity_DX_SUPPLY_SI_MV_DEC,RCO FP Equity_DX_BROKER_SI_QTY_INC,RCO FP Equity_DX_SUPPLY_SI_QTY_DEC,RCO FP Equity_DX_BROKER_SI_MV_NEW_y,RCO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RCO FP Equity_DX_BROKER_SI_MV_INC_y,RCO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RCO FP Equity_DX_BROKER_SI_MV_ADD,RCO FP Equity_DX_SUPPLY_SI_QTY_ADD,RCO FP Equity_DX_BROKER_SI_QTY_DEC,RCO FP Equity_DX_SUPPLY_SI_MV,RCO FP Equity_DX_BROKER_SI_MV_DEC,RCO FP Equity_DX_SUPPLY_SI_MV_RMV,RCO FP Equity_DX_BROKER_SI_MV_RMV,RCO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RCO FP Equity_DX_UTILIZATION_QUANTITY,RCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RCO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RCO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RCO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RCO FP Equity_DX_ACTIVE_UTILIZATION_MV,RCO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RCO FP Equity_DX_BROKER_SI_CON_RATIO,RCO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RCO FP Equity_DX_DEMAND_SUPPLY_RATIO,RCO FP Equity_PX_LAST
2007-05-03,771756.0,30036939.47,3.99,9.24,1.7,40.8,1.0,16806349.44,394475.0,431815.0,15353067.16,0.0,0.0,550.0,0.43,0.0,0.0,0.0,0.11,8050.0,1907.0,0.0,0.0,0.43,550.0,0.0,0.0,5355.0,20.86,0.32,0.0,0.0,23.36,23.36,1294121.0,50367517.9,0.0,68.62,23.31,21.03,0.198,33.12,0.457,52.87
2007-05-04,771067.0,30146352.46,3.98,9.19,1.69,40.71,1.0,16883070.86,395473.0,431826.0,15461780.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11.0,737.0,0.0,0.0,0.0,0.0,0.0,1735.0,0.0,20.86,0.0,0.0,0.0,23.16,23.16,1312376.0,51309872.5,0.0,69.53,23.08,21.03,0.1983,33.17,0.4515,53.11
2007-05-07,779591.0,30112321.27,4.03,9.41,1.71,41.09,1.0,16984225.08,396161.0,439712.0,15302033.13,0.0,0.0,687.0,0.61,0.0,0.0,0.0,0.0,10731.0,0.0,0.0,0.0,0.61,687.0,0.0,0.0,2845.0,20.83,0.16,0.0,0.0,23.13,23.13,1316566.0,50853406.94,0.0,69.47,23.07,20.72,0.2034,34.45,0.4552,52.47
2007-05-08,776734.0,29836147.47,4.01,9.73,1.71,40.79,1.0,16815603.46,395299.0,437766.0,15184347.87,0.0,0.0,420.0,0.31,0.0,0.0,0.0,0.08,6050.0,1281.0,0.0,0.0,0.31,420.0,0.0,0.0,7995.0,20.66,0.45,0.0,0.0,23.25,23.25,1305156.0,50134057.34,0.0,68.49,23.17,21.24,0.2111,34.96,0.4568,52.18
2007-05-09,761859.0,29270372.78,3.94,9.65,1.67,39.95,1.0,16545316.43,423607.0,430647.0,16274841.94,0.0,36029.0,286.0,0.0,1.88,0.0,0.0,0.43,0.0,8008.0,0.0,36029.0,0.0,286.0,0.0,0.0,7119.0,22.09,0.33,0.0,0.0,22.01,22.01,1500597.0,57652444.33,0.0,78.47,21.97,20.57,0.2091,34.87,0.3959,52.19
2007-05-10,761695.0,28933246.08,3.93,9.75,1.67,39.87,1.0,16353715.9,423550.0,430527.0,16088692.16,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.01,24.0,110.0,0.0,0.0,0.0,53.0,0.0,0.0,144.0,22.0,0.01,0.0,0.0,21.96,21.96,1504968.0,57166726.17,0.0,78.4,21.91,20.46,0.2092,34.91,0.395,51.6
2007-05-11,747346.0,28470718.21,3.86,9.45,1.64,38.92,1.0,15854391.06,423577.0,416172.0,16136490.2,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.01,0.0,157.0,0.0,0.0,0.0,184.0,0.0,0.0,14354.0,21.88,0.75,0.0,0.0,21.99,21.99,1502733.0,57247764.47,0.0,77.88,21.93,20.91,0.2042,33.69,0.388,51.75
2007-05-14,742209.0,28275020.26,3.83,9.49,1.63,38.66,1.0,15662007.44,418269.0,411122.0,15934277.88,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.31,32.0,6019.0,0.0,0.0,0.0,70.0,0.0,640.0,5082.0,21.61,0.27,0.0,0.0,21.77,21.77,1502870.0,57252983.59,0.0,77.96,21.71,21.09,0.2022,33.16,0.3863,51.75
2007-05-15,727857.0,27915804.02,3.76,9.35,1.6,37.95,1.0,15222203.27,431285.0,396893.0,16541254.03,0.0,0.0,8071.0,0.0,0.0,0.0,0.0,0.09,0.0,1983.0,0.0,0.0,0.0,8071.0,0.0,6929.0,14229.0,22.37,0.75,0.0,0.0,23.12,23.12,1433910.0,54995350.11,0.0,74.52,23.09,21.64,0.199,32.41,0.3902,52.1
2007-05-16,723645.0,27908745.7,3.74,9.3,1.59,37.99,1.0,15157409.51,435448.0,393016.0,16793880.29,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.04,0.0,1496.0,0.0,0.0,0.0,74.0,0.0,5585.0,3877.0,22.82,0.17,0.0,0.0,22.69,22.69,1484057.0,57235480.69,0.0,77.65,22.71,21.87,0.1974,31.95,0.377,52.39
2007-05-17,739422.0,28729502.68,3.82,9.78,1.62,38.94,1.0,15886545.97,435343.0,408878.0,16914817.09,0.0,0.0,64.0,1.59,0.0,0.0,0.0,0.0,30029.0,169.0,0.0,0.0,1.59,64.0,0.0,0.0,14167.0,22.88,0.73,0.0,0.0,22.67,22.67,1485046.0,57699977.87,0.0,78.15,22.65,21.33,0.1774,28.97,0.385,52.78
2007-05-18,734492.0,28462254.97,3.79,9.97,1.61,38.71,1.0,15836385.15,427176.0,408671.0,16553471.28,0.0,63163.0,175.0,0.0,3.32,0.0,0.0,0.42,78.0,8001.0,0.0,63163.0,0.0,175.0,0.0,0.0,286.0,22.42,0.01,3.34,0.0,22.14,22.14,1501865.0,58198679.58,63505.0,79.12,22.08,20.09,0.1663,28.16,0.3808,52.64
2007-05-21,739086.0,28607632.1,3.82,10.43,1.62,38.94,1.0,15817289.48,435183.0,408644.0,16844528.46,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,65.0,0.0,8001.0,27.0,22.84,0.0,0.0,0.0,22.44,22.44,1503954.0,58213202.14,0.0,79.23,22.38,20.59,0.1667,27.97,0.3811,52.58
2007-05-22,739217.0,28297081.39,3.82,10.62,1.62,38.81,1.0,15643922.07,435304.0,408673.0,16663351.52,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,22.71,0.0,0.0,0.0,22.3,22.3,1516521.0,58052125.65,0.0,79.63,22.19,20.51,0.1669,28.07,0.3787,52.0
2007-05-23,729332.0,27612653.79,3.77,10.32,1.6,38.02,1.0,15134954.82,434307.0,399759.0,16442948.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,8914.0,22.44,0.49,0.0,0.0,22.17,22.17,1524849.0,57731084.77,0.0,79.37,22.04,20.64,0.168,28.14,0.3723,51.43
2007-05-24,728422.0,27798054.45,3.76,10.01,1.6,37.99,1.0,15250611.46,433440.0,399628.0,16540945.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,22.43,0.01,0.0,0.0,22.16,22.16,1522637.0,58106902.63,0.0,78.98,22.12,20.69,0.1682,28.13,0.3724,51.84
2007-05-25,727723.0,28258878.33,3.76,10.14,1.6,38.14,1.0,15515059.0,450488.0,399544.0,17493312.13,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,47.0,0.0,17650.0,83.0,23.58,0.0,0.0,0.0,23.02,23.02,1506488.0,58499815.31,0.0,78.66,23.07,20.82,0.1679,27.99,0.3719,52.75
2007-05-28,736382.0,28600544.77,3.8,9.94,1.62,38.77,1.0,15812479.65,451665.0,407126.0,17542342.22,0.0,0.0,1177.0,0.42,0.0,0.0,0.0,0.0,7634.0,0.0,0.0,0.0,0.42,1177.0,0.0,0.0,53.0,23.75,0.0,0.0,0.0,23.0,23.0,1512457.0,58742736.97,0.0,79.39,23.03,20.58,0.1702,28.71,0.3749,52.76
2007-05-29,749513.0,29425043.12,3.87,10.26,1.65,39.67,1.0,17025203.47,436081.0,433665.0,17120052.93,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.74,28673.0,15584.0,0.0,0.0,1.53,0.0,0.0,0.0,2133.0,23.12,0.08,0.0,0.0,22.23,22.23,1525902.0,59905207.98,0.0,80.76,22.25,18.37,0.1767,31.55,0.382,53.33
2007-05-30,762455.0,29860165.02,3.94,10.66,1.68,40.5,1.0,17669762.59,428159.0,451183.0,16768069.45,0.0,0.0,735.0,0.93,0.0,0.0,0.0,0.46,17518.0,8657.0,0.0,0.0,0.93,735.0,0.0,0.0,0.0,22.73,0.0,0.0,0.0,21.78,21.78,1537539.0,60214921.88,0.0,81.98,21.71,17.27,0.1688,30.88,0.3879,53.2
2007-05-31,776146.0,30739164.12,4.01,11.51,1.71,41.28,1.0,18422800.96,431239.0,465165.0,17079166.03,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.02,13981.0,556.0,0.0,0.0,0.76,0.0,0.0,3636.0,0.0,22.99,0.0,0.0,0.0,21.97,21.97,1531725.0,60663774.8,0.0,81.75,21.95,17.01,0.165,30.45,0.3954,53.8
2007-06-01,773061.0,30616983.08,3.99,11.96,1.7,41.25,1.0,18096694.44,431077.0,456931.0,17072750.04,0.0,0.0,5211.0,0.0,0.0,0.0,0.0,0.29,0.0,5373.0,0.0,0.0,0.0,5211.0,0.0,0.0,8233.0,23.05,0.42,0.0,0.0,21.96,21.96,1532337.0,60688012.99,0.0,82.24,21.89,17.7,0.1673,30.5,0.3937,53.8
2007-06-04,772130.0,30381169.7,3.99,12.2,1.7,41.14,1.0,17943395.12,431064.0,456027.0,16961170.45,0.0,0.0,2546.0,0.0,0.0,0.0,0.0,0.15,96.0,2559.0,0.0,0.0,0.0,2546.0,0.0,0.0,1000.0,22.95,0.05,0.0,0.0,21.97,21.97,1531168.0,60247205.59,0.0,81.97,21.88,17.67,0.1679,30.59,0.3935,53.45
2007-06-05,730246.0,28545000.98,3.77,11.77,1.6,38.77,1.0,16196137.24,430852.0,414334.0,16841818.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,648.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,42341.0,22.82,2.26,0.0,0.0,22.01,22.01,1526676.0,59677105.95,0.0,81.17,21.95,18.71,0.1659,29.36,0.373,53.1
2007-06-06,1081597.0,41490904.41,5.59,18.29,2.38,57.12,1.0,29572938.96,425612.0,770916.0,16326808.23,0.0,0.0,1922.0,18.81,0.0,0.0,0.0,0.41,356583.0,7163.0,0.0,0.0,18.81,1922.0,0.0,0.0,0.0,22.33,0.0,0.0,0.0,21.76,21.76,1529991.0,58691647.93,0.0,81.0,21.61,22.64,0.2006,34.12,0.5531,52.11
2007-06-07,1075637.0,40510035.42,5.56,18.53,2.36,56.19,1.0,28996821.06,417171.0,769934.0,15711259.46,0.0,0.0,2864.0,0.09,0.0,0.0,0.0,0.66,1778.0,11305.0,0.0,0.0,0.09,2864.0,0.0,0.0,2760.0,21.6,0.35,0.0,0.0,21.43,21.42,1529678.0,57609872.07,0.0,79.47,21.37,23.19,0.2015,34.03,0.5524,51.16
2007-06-08,1081777.0,39817510.41,5.59,18.89,2.38,55.74,1.0,28744083.49,427689.0,780930.0,15742164.24,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.33,12400.0,4885.0,0.0,0.0,0.57,0.0,0.0,15404.0,1405.0,21.71,0.33,0.0,0.0,21.94,21.94,1521961.0,56019584.4,0.0,77.87,21.8,23.41,0.1991,33.66,0.5549,50.0
2007-06-11,1058642.0,38903623.27,5.47,18.4,2.33,54.04,1.0,28473485.44,410564.0,774818.0,15087656.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,21723.0,0.0,0.0,0.0,0.0,0.0,4597.0,6112.0,20.61,0.48,0.0,0.0,21.31,21.31,1515924.0,55708101.7,0.0,76.93,21.13,23.55,0.1979,33.3,0.5494,49.92
2007-06-12,1032218.0,38122544.8,5.33,17.8,2.27,52.72,1.0,28242987.4,390817.0,764716.0,14433906.98,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.98,1511.0,19747.0,0.0,0.0,0.08,0.0,0.0,0.0,11613.0,19.7,0.59,0.0,0.0,20.34,20.34,1530739.0,56534245.78,0.0,77.85,20.2,23.05,0.2007,34.11,0.5372,50.17
2007-06-13,1022165.0,37698588.21,5.28,17.67,2.25,52.18,1.0,28208375.75,385587.0,764846.0,14220879.73,0.0,0.0,1663.0,0.0,0.0,0.0,0.0,0.52,129.0,10296.0,0.0,0.0,0.0,1663.0,0.0,3404.0,0.0,19.37,0.0,0.0,0.0,20.67,20.67,1479771.0,54575609.19,0.0,74.79,20.57,23.3,0.2025,34.43,0.548,50.1
2007-06-14,1018040.0,38513218.57,5.26,18.21,2.24,52.22,1.0,28836339.24,384009.0,762246.0,14527349.17,0.0,0.0,5873.0,0.0,0.0,0.0,0.0,0.35,0.0,7451.0,0.0,0.0,0.0,5873.0,0.0,0.0,2599.0,19.53,0.04,0.0,0.0,21.14,21.14,1432653.0,54198340.07,0.0,72.81,21.15,23.16,0.201,34.16,0.5604,51.39
2007-06-15,1093065.0,42848138.08,5.65,20.3,2.4,56.94,1.0,33007960.36,361655.0,842040.0,14176872.72,0.0,0.0,0.0,0.78,0.0,77000.0,0.0,1.08,6794.0,22355.0,0.0,0.0,0.78,0.0,3.93,0.0,4000.0,18.88,0.21,0.0,0.0,20.33,20.33,1417238.0,55555716.74,0.0,73.83,20.37,20.73,0.1783,32.15,0.6145,53.25
2007-06-18,1135550.0,44898079.89,5.87,21.38,2.5,60.18,1.0,33543220.86,415599.0,848366.0,16432210.91,0.0,0.0,9650.0,0.65,0.0,0.0,0.0,0.18,6326.0,3500.0,0.0,0.0,0.65,9650.0,0.0,47795.0,0.0,22.1,0.0,0.0,0.0,22.64,22.64,1420042.0,56146500.96,0.0,75.53,22.63,20.25,0.179,32.54,0.6186,53.71
2007-06-19,1104126.0,43891331.0,5.7,19.74,2.43,58.89,1.0,32645778.94,395275.0,821234.0,15713012.7,0.0,0.0,216.0,0.16,0.0,0.0,0.0,1.08,966.0,20540.0,0.0,0.0,0.16,216.0,0.0,0.0,28099.0,21.13,1.48,0.0,0.0,21.63,21.63,1432164.0,56931531.52,0.0,76.72,21.59,19.54,0.183,33.59,0.6042,54.0
2007-06-20,1123532.0,44100340.38,5.8,18.24,2.47,60.02,1.0,32979481.57,393410.0,840209.0,15441941.05,0.0,0.0,7381.0,1.61,0.0,0.0,0.0,0.5,28622.0,9246.0,0.0,0.0,1.61,7381.0,0.0,0.0,9646.0,20.98,0.52,0.0,0.0,21.47,21.47,1439068.0,56485608.44,0.0,77.34,21.34,19.17,0.1814,33.12,0.6131,53.32
2007-06-21,1115240.0,43758447.08,5.76,17.92,2.45,59.37,1.0,32838100.58,417808.0,836921.0,16393448.28,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.53,0.0,9672.0,0.0,0.0,0.0,5000.0,0.0,29069.0,3288.0,22.21,0.24,0.0,0.0,22.73,22.73,1420161.0,55722570.89,0.0,75.73,22.68,19.37,0.1813,33.06,0.6068,53.3
2007-06-22,820764.0,32028932.04,4.24,13.11,1.8,43.48,1.0,21156256.04,418131.0,542144.0,16316857.69,0.0,0.0,323.0,0.28,0.0,500.0,0.0,0.0,5192.0,0.0,0.0,0.0,0.28,323.0,0.03,0.0,300469.0,22.06,16.0,0.0,0.0,24.06,24.06,1319752.0,51501097.9,0.0,69.92,23.99,15.29,0.1452,27.34,0.4723,53.01
2007-06-25,814245.0,33051274.91,4.21,12.57,1.79,43.52,1.0,22092959.5,411279.0,544278.0,16694355.26,0.0,0.0,3479.0,0.14,0.0,0.0,0.0,0.51,2922.0,10330.0,0.0,0.0,0.14,3479.0,0.0,0.0,789.0,22.15,0.01,0.0,0.0,23.78,23.78,1318322.0,53512422.98,0.0,70.7,23.86,15.32,0.1444,27.35,0.4708,55.14
2007-06-26,818752.0,33149838.56,4.23,11.95,1.8,44.47,1.0,21909934.98,419146.0,541143.0,16970489.52,0.0,0.0,3270.0,0.16,0.0,0.0,0.0,0.0,2165.0,0.0,0.0,0.0,0.16,3270.0,0.0,4597.0,5300.0,22.91,0.26,0.0,0.0,24.04,24.04,1324089.0,53610051.14,0.0,72.56,23.99,15.66,0.1443,26.85,0.4697,55.0
2007-06-27,830782.0,33624680.65,4.29,11.68,1.83,45.13,1.0,22018248.19,429899.0,544016.0,17399530.3,0.0,0.0,18832.0,0.16,0.0,0.0,0.0,0.44,3000.0,8079.0,0.0,0.0,0.16,18832.0,0.0,0.0,126.0,23.46,0.01,0.0,0.0,24.76,24.76,1306460.0,52877048.71,0.0,71.54,24.7,15.37,0.1434,26.42,0.4785,54.98
2007-06-28,832254.0,33782283.9,4.3,11.02,1.83,45.25,1.0,22161071.73,442962.0,545956.0,17980409.87,0.0,0.0,14061.0,0.11,0.0,0.0,0.0,0.05,2000.0,998.0,0.0,0.0,0.11,14061.0,0.0,0.0,60.0,24.22,0.0,0.0,0.0,25.5,25.5,1293997.0,52525039.25,0.0,70.92,25.46,15.31,0.1427,26.34,0.4791,55.14
2007-06-29,869910.0,35509309.57,4.49,11.04,1.91,47.33,1.0,23642952.34,460099.0,579207.0,18781020.82,0.0,0.0,9136.0,1.57,0.0,5000.0,0.0,0.0,28251.0,0.0,0.0,0.0,1.57,9136.0,0.28,8001.0,0.0,25.16,0.0,0.0,0.0,26.43,26.43,1280459.0,52267723.13,0.0,70.18,26.39,15.14,0.1401,26.42,0.4998,55.45
2007-07-02,878559.0,36049915.48,4.54,11.09,1.93,47.98,1.0,24249438.85,453731.0,590974.0,18617946.2,0.0,0.0,51.0,0.67,0.0,0.0,0.0,0.33,11768.0,6420.0,0.0,0.0,0.67,51.0,0.0,0.0,0.0,24.95,0.0,0.0,0.0,25.97,25.96,1293699.0,53084357.0,0.0,71.33,25.91,14.99,0.1384,26.42,0.5028,55.74
2007-07-03,916126.0,37503729.55,4.73,11.47,2.01,50.28,1.0,24894875.84,479164.0,608122.0,19615682.85,0.0,0.0,6902.0,1.14,0.0,0.0,0.0,0.11,20398.0,2000.0,0.0,0.0,1.14,6902.0,0.0,20531.0,3250.0,26.45,0.17,0.0,0.0,27.45,27.45,1266335.0,51840342.23,0.0,70.18,27.37,14.98,0.1451,27.55,0.5249,55.61
2007-07-04,932509.0,38654932.01,4.82,11.74,2.05,51.29,1.0,25120240.28,485011.0,605999.0,20104971.89,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.71,0.0,13153.0,0.0,0.0,0.0,19000.0,0.0,0.0,2123.0,26.93,0.11,0.0,0.0,27.7,27.7,1265621.0,52463293.88,0.0,70.33,27.69,17.02,0.1451,26.73,0.5327,56.31
2007-07-05,937381.0,38663674.27,4.84,11.57,2.06,51.87,1.0,25382717.56,489786.0,615391.0,20201952.42,0.0,0.0,10695.0,0.28,0.0,10000.0,0.0,0.32,5000.0,5921.0,0.0,0.0,0.28,10695.0,0.59,0.0,5608.0,27.31,0.28,0.0,0.0,27.93,27.93,1263904.0,52131601.3,0.0,70.55,27.91,16.26,0.1394,26.15,0.5345,56.03
2007-07-06,928947.0,38438893.38,4.8,11.41,2.04,51.3,1.0,24778238.82,495094.0,598812.0,20486492.21,0.0,66413.0,16294.0,0.03,3.72,0.0,0.0,0.54,713.0,9655.0,0.0,66413.0,0.03,16294.0,0.0,0.0,17292.0,27.61,1.0,3.75,0.0,26.53,26.53,1370779.0,56721457.55,67743.0,76.48,26.52,17.53,0.1437,26.45,0.4979,56.21
2007-07-09,934341.0,38868436.23,4.83,11.74,2.05,51.8,1.0,24954288.1,499435.0,599865.0,20776416.16,0.0,0.0,4465.0,0.11,0.0,0.0,0.0,0.0,1500.0,125.0,0.0,0.0,0.11,4465.0,0.0,0.0,446.0,27.99,0.01,0.0,0.0,26.72,26.72,1369943.0,56989409.79,0.0,76.84,26.7,17.96,0.1435,26.18,0.4998,56.51
2007-07-10,906969.0,38023538.13,4.69,11.2,1.99,50.27,1.0,25155170.02,471906.0,600022.0,19784067.36,0.0,0.0,3500.0,0.01,0.0,0.0,0.0,1.74,157.0,31029.0,0.0,0.0,0.01,3500.0,0.0,0.0,0.0,26.48,0.0,0.0,0.0,26.76,26.76,1291467.0,54143134.69,0.0,72.6,26.73,16.58,0.1426,26.63,0.5143,56.95
2007-07-11,884991.0,36880632.74,4.57,10.63,1.94,49.41,1.0,23892558.69,476623.0,573328.0,19862527.21,0.0,0.0,5011.0,0.48,0.0,0.0,0.0,0.02,8500.0,295.0,0.0,0.0,0.48,5011.0,0.0,0.0,35194.0,26.96,1.94,0.0,0.0,26.48,26.48,1323222.0,55143232.66,0.0,74.77,26.5,17.05,0.1386,24.76,0.4917,56.61
2007-07-12,878902.0,37105665.86,4.54,10.08,1.93,49.03,1.0,24209143.76,470432.0,573429.0,19860795.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,101.0,6190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0,0.0,0.0,26.38,26.38,1312890.0,55427860.72,0.0,74.15,26.41,16.51,0.1383,24.96,0.4928,57.35
2007-07-13,883721.0,37009861.81,4.57,10.1,1.94,49.56,1.0,24029663.78,476270.0,573780.0,19945986.21,0.0,0.0,1478.0,0.03,0.0,0.0,0.0,0.01,351.0,238.0,0.0,0.0,0.03,1478.0,0.0,4597.0,0.0,27.08,0.0,0.0,0.0,26.85,26.85,1297871.0,54354288.69,0.0,73.64,26.89,16.86,0.138,24.69,0.4981,56.89
2007-07-16,918247.0,38597749.28,4.74,10.49,2.02,51.44,1.0,25380525.28,480769.0,603807.0,20208725.24,0.0,0.0,3935.0,1.71,0.0,0.0,0.0,0.01,30336.0,96.0,0.0,0.0,1.71,3935.0,0.0,660.0,309.0,27.29,0.02,0.0,0.0,27.05,27.05,1296568.0,54500158.01,0.0,73.39,27.1,16.38,0.1315,23.96,0.5166,57.1
2007-07-17,1048739.0,44005669.09,5.42,11.83,2.3,58.94,1.0,31003981.74,477109.0,738884.0,20019757.8,0.0,0.0,18318.0,7.73,0.0,0.0,0.0,1.58,135077.0,27627.0,0.0,0.0,7.73,18318.0,0.0,5649.0,0.0,27.11,0.0,0.0,0.0,27.77,27.77,1240767.0,52063270.29,0.0,70.37,27.81,13.73,0.1488,29.97,0.6105,57.0
2007-07-18,1052682.0,44171119.56,5.44,11.99,2.31,59.12,1.0,30991309.65,484758.0,738582.0,20340714.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,98.0,352.0,0.0,0.0,0.0,0.0,0.0,8001.0,400.0,27.5,0.02,0.0,0.0,27.9,27.9,1253017.0,52577287.07,0.0,71.03,27.91,14.08,0.1486,29.83,0.6058,57.0
2007-07-19,1052772.0,44174896.01,5.44,12.04,2.31,59.15,1.0,31178495.68,482387.0,743043.0,20241225.6,0.0,0.0,2000.0,0.27,0.0,0.0,0.0,0.25,4575.0,4372.0,0.0,0.0,0.27,2000.0,0.0,0.0,114.0,27.4,0.01,0.0,0.0,27.24,27.24,1288627.0,54071502.39,0.0,73.05,27.27,13.64,0.1479,29.85,0.5944,57.0
2007-07-20,1055321.0,44227472.23,5.45,12.2,2.32,59.28,1.0,31227921.88,483843.0,745136.0,20277387.49,0.0,0.0,5394.0,0.1,0.0,0.0,0.0,0.23,2093.0,3938.0,0.0,0.0,0.1,5394.0,0.0,0.0,0.0,27.45,0.0,0.0,0.0,28.16,28.16,1234110.0,51720344.58,0.0,69.96,28.18,13.64,0.1479,29.83,0.6143,56.93
2007-07-23,1552980.0,65438274.95,8.02,18.56,3.41,87.37,1.0,44997252.01,655360.0,1067874.0,27615054.84,0.0,0.0,182050.0,18.54,0.0,0.0,0.0,0.6,328779.0,10533.0,0.0,0.0,18.54,182050.0,0.0,0.0,6041.0,37.18,0.34,0.0,0.0,38.23,38.23,1058741.0,44612412.69,0.0,60.22,38.17,22.16,0.1611,28.27,0.906,57.24
2007-07-24,1713183.0,70688005.43,8.85,20.71,3.76,96.31,1.0,44422603.84,810222.0,1076619.0,33430740.98,0.0,0.0,95337.0,0.7,0.0,0.0,0.0,0.0,12406.0,0.0,0.0,0.0,0.7,95337.0,0.0,59525.0,3662.0,45.67,0.21,0.0,0.0,73.86,47.29,286809.0,11834086.7,0.0,16.13,73.9,20.03,0.1587,25.38,0.9999,56.05
2007-07-25,1696780.0,69336692.04,8.55,20.47,3.69,94.71,1.0,43789366.83,798842.0,1071596.0,32643631.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,11380.0,0.0,0.0,0.0,0.0,0.0,0.0,5023.0,44.55,0.44,0.0,0.0,73.79,47.92,283723.0,11593968.74,0.0,15.81,73.8,20.26,0.1582,25.14,1.0179,55.51
2007-07-26,1700594.0,66951204.62,8.57,20.56,3.7,93.57,1.0,42277319.19,812079.0,1073865.0,31970986.19,0.0,0.0,8382.0,0.0,0.0,0.0,0.0,0.64,2269.0,10976.0,0.0,0.0,0.0,8382.0,0.0,15832.0,0.0,44.16,0.0,0.0,0.0,71.69,48.62,320725.0,12626720.49,0.0,17.68,71.41,20.51,0.1584,25.21,1.0181,53.48
2007-07-27,1676410.0,65270984.63,8.44,19.8,3.64,91.26,1.0,40227540.27,964078.0,1033198.0,37536354.66,0.0,0.0,33335.0,6.91,0.0,0.0,0.0,0.74,120000.0,11942.0,0.0,0.0,6.91,33335.0,0.0,130606.0,160666.0,51.62,9.33,0.0,0.0,72.06,57.01,373793.0,14553621.82,0.0,20.1,71.97,18.43,0.1489,25.43,0.9913,52.89
2007-07-30,1715595.0,66885057.18,8.64,20.07,3.73,92.21,1.0,41799188.98,962581.0,1072145.0,37527671.29,0.0,0.0,238.0,1.8,0.0,0.0,0.0,0.09,38946.0,1735.0,0.0,0.0,1.8,238.0,0.0,0.0,0.0,50.96,0.0,0.0,0.0,71.55,52.12,382676.0,14919200.71,0.0,20.38,71.44,17.98,0.154,27.15,0.929,52.96
