DATE,EDEN FP Equity_DX_SI_QTY,EDEN FP Equity_DX_SHORT_INTEREST_VALUE,EDEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EDEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EDEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EDEN FP Equity_DX_SI_MV,EDEN FP Equity_DX_DSS,EDEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EDEN FP Equity_DX_SUPPLY_SI_QTY,EDEN FP Equity_DX_BROKER_SI_QTY,EDEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EDEN FP Equity_DX_BROKER_SI_MV_NEW_x,EDEN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EDEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,EDEN FP Equity_DX_BROKER_SI_MV_INC_x,EDEN FP Equity_DX_SUPPLY_SI_MV_NEW,EDEN FP Equity_DX_BROKER_SI_QTY_ADD,EDEN FP Equity_DX_BROKER_SI_QTY_NEW,EDEN FP Equity_DX_SUPPLY_SI_MV_DEC,EDEN FP Equity_DX_BROKER_SI_QTY_INC,EDEN FP Equity_DX_SUPPLY_SI_QTY_DEC,EDEN FP Equity_DX_BROKER_SI_MV_NEW_y,EDEN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EDEN FP Equity_DX_BROKER_SI_MV_INC_y,EDEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,EDEN FP Equity_DX_BROKER_SI_MV_ADD,EDEN FP Equity_DX_SUPPLY_SI_QTY_ADD,EDEN FP Equity_DX_BROKER_SI_QTY_DEC,EDEN FP Equity_DX_SUPPLY_SI_MV,EDEN FP Equity_DX_BROKER_SI_MV_DEC,EDEN FP Equity_DX_SUPPLY_SI_MV_RMV,EDEN FP Equity_DX_BROKER_SI_MV_RMV,EDEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EDEN FP Equity_DX_UTILIZATION_QUANTITY,EDEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EDEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EDEN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EDEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EDEN FP Equity_DX_ACTIVE_UTILIZATION_MV,EDEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EDEN FP Equity_DX_BROKER_SI_CON_RATIO,EDEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EDEN FP Equity_DX_DEMAND_SUPPLY_RATIO,EDEN FP Equity_PX_LAST
2012-06-04,46529264.0,802052595.97,32.64,72.22,20.6,984.04,5.0,452160588.5,29861624.0,26231072.0,514742572.53,0.0,35341.0,814898.0,3.81,0.73,0.0,0.0,60.95,186000.0,2600187.0,0.0,35341.0,3.81,814898.0,0.0,186608.0,255435.0,617.16,8.42,0.76,0.0,47.41,47.41,33125996.0,571012494.11,35341.0,681.58,47.52,17.83,0.2162,38.18,0.7387,20.595
2012-06-05,32428888.0,561574549.09,22.75,50.54,14.36,693.4,3.0,439987498.69,22768540.0,25407678.0,394285261.46,0.0,0.0,53208.0,0.0,0.0,0.0,0.0,146.79,0.0,7150160.0,0.0,0.0,0.0,53208.0,0.0,3867.0,823393.0,473.23,20.01,0.0,0.0,36.62,36.62,39413612.0,682529767.5,0.0,813.03,36.79,25.1,0.2142,36.77,0.5215,20.69
2012-06-06,21817240.0,384020095.6,15.3,34.42,9.66,471.1,2.0,283544174.36,14732332.0,16108926.0,259313806.11,0.0,0.0,93110.0,0.0,0.0,0.0,0.0,169.56,4833.0,8172614.0,0.0,0.0,0.0,93110.0,0.0,43297.0,9303585.0,305.9,193.2,0.0,0.0,23.63,23.63,47625364.0,838286457.7,0.0,987.13,23.66,10.99,0.1731,36.25,0.3499,21.03
2012-06-07,18893792.0,336199652.13,13.25,29.64,8.36,409.84,2.0,273709708.88,12429665.0,15381974.0,221175772.93,0.0,0.0,669431.0,0.0,0.0,0.0,0.0,77.77,0.0,3801875.0,0.0,0.0,0.0,669431.0,0.0,829777.0,726952.0,263.19,14.35,0.0,0.0,20.09,20.09,49436040.0,879674098.82,0.0,1041.51,20.17,12.47,0.2086,40.54,0.3054,21.26
2012-06-08,18880064.0,331846794.19,13.24,29.53,8.36,412.17,2.0,286606738.12,11724198.0,16306180.0,206071204.04,0.0,0.0,469172.0,19.04,0.0,270008.0,0.0,24.88,820895.0,1174639.0,0.0,0.0,19.04,469172.0,5.85,0.0,166697.0,250.56,3.66,0.0,0.0,19.22,19.22,49288024.0,866314476.28,0.0,1044.96,19.34,12.48,0.2356,43.98,0.3094,21.0
2012-06-11,18169194.0,323990346.44,12.74,28.39,8.04,398.75,2.0,274119101.44,12224062.0,15372443.0,217977642.94,0.0,0.0,451997.0,0.0,0.0,0.0,0.0,0.82,0.0,36965.0,0.0,0.0,0.0,451997.0,0.0,84832.0,933737.0,259.17,17.32,0.0,0.0,19.99,19.99,48918648.0,872310005.21,0.0,1032.28,20.07,12.93,0.2614,46.67,0.2972,21.305
2012-06-12,19131404.0,342349275.67,13.42,30.35,8.47,415.96,2.0,270552895.88,11833143.0,15119228.0,211749641.32,0.0,0.0,1086842.0,2.58,0.0,0.0,0.0,36.09,113203.0,1675450.0,0.0,0.0,2.58,1086842.0,0.0,197689.0,366418.0,252.29,12.29,0.0,0.0,19.25,19.25,49644048.0,888361558.51,0.0,1059.7,19.23,12.43,0.2216,41.98,0.3112,21.38
2012-06-13,12693116.0,225226236.32,8.9,20.08,5.62,272.51,2.0,168058810.92,9789223.0,9471321.0,173699653.64,0.0,0.0,38515.0,0.1,0.0,0.0,0.0,43.49,5387.0,2022436.0,0.0,0.0,0.1,38515.0,0.0,28705.0,5653294.0,208.05,126.38,1.89,0.0,16.58,16.58,49258464.0,874040578.67,88704.0,1048.01,16.56,10.0,0.3628,58.15,0.215,21.2
2012-06-14,10383360.0,183937828.08,7.28,16.47,4.6,222.34,1.0,132637463.38,8760627.0,7487435.0,155191643.45,0.0,0.0,605787.0,1.53,0.0,0.0,0.0,35.33,74676.0,1657058.0,0.0,0.0,1.53,605787.0,0.0,22675.0,2058562.0,185.15,44.32,0.0,0.0,14.82,14.82,50355356.0,892028670.35,0.0,1065.12,14.81,12.04,0.3798,59.5,0.1756,21.165
2012-06-15,10862427.0,191060598.91,7.62,17.08,4.81,231.98,1.0,162095846.12,8344834.0,9215685.0,146778338.01,0.0,0.0,2861.0,14.95,0.0,1200000.0,0.0,8.83,724347.0,426308.0,0.0,0.0,14.95,2861.0,25.4,7654.0,196097.0,176.47,4.32,0.0,0.0,14.14,14.14,50690248.0,891597167.18,0.0,1069.96,14.16,11.54,0.4249,63.4,0.184,21.015
2012-06-18,9931889.0,176231114.49,6.97,16.31,4.4,212.2,1.0,146319239.21,8218376.0,8246140.0,145826595.7,0.0,0.0,4791.0,0.23,0.0,7929.0,0.0,2.97,10124.0,139739.0,0.0,0.0,0.23,4791.0,0.17,8490.0,987598.0,173.42,20.68,0.0,0.0,13.9,13.9,50911864.0,903378454.34,0.0,1074.17,13.9,12.58,0.4021,61.24,0.168,21.2
2012-06-19,9832988.0,172007215.28,6.9,16.15,4.35,208.96,1.0,143726661.61,7964147.0,8216298.0,139315816.06,0.0,0.0,6414.0,0.1,0.0,50000.0,0.0,5.44,4791.0,260643.0,0.0,0.0,0.1,6414.0,1.06,0.0,84633.0,167.56,3.07,0.0,0.0,13.48,13.48,51124932.0,894321968.54,0.0,1076.23,13.47,12.89,0.3952,60.59,0.1664,20.9
2012-06-20,8388493.0,148353676.38,5.88,13.95,3.71,178.23,1.0,119174375.34,6736350.0,6738582.0,119134901.57,0.0,0.0,41646.0,0.28,0.0,0.0,0.0,27.78,13728.0,1315225.0,0.0,0.0,0.28,41646.0,0.0,45782.0,1491444.0,140.98,31.28,0.0,0.0,11.41,11.41,52323600.0,925362686.9,0.0,1096.89,11.39,9.13,0.4926,69.04,0.142,21.13
2012-06-21,8348022.0,148720935.65,5.86,13.94,3.7,178.39,1.0,118446738.29,6785794.0,6648667.0,120889670.96,0.0,0.0,16450.0,1.12,0.0,0.0,0.0,0.0,49057.0,285.0,0.0,0.0,1.12,16450.0,0.0,33279.0,138972.0,144.25,2.83,0.0,0.0,11.48,11.48,52303496.0,931792568.66,0.0,1112.18,11.48,9.2,0.48,68.07,0.1413,21.285
2012-06-22,8335787.0,146095942.92,5.85,13.86,3.69,178.56,1.0,116327345.24,6777944.0,6637282.0,118792637.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,7850.0,0.0,0.0,0.0,0.0,0.0,0.0,11385.0,143.48,0.25,0.0,0.0,11.44,11.44,52463788.0,919498851.99,0.0,1111.58,11.43,9.05,0.4848,68.44,0.1407,20.94
2012-06-25,8107677.0,143115900.64,5.69,13.4,3.59,174.13,1.0,113067619.11,6590838.0,6405408.0,116340810.85,0.0,0.0,17019.0,0.05,0.0,0.0,0.0,4.45,3850.0,214046.0,0.0,0.0,0.05,17019.0,0.0,9921.0,235724.0,138.93,5.03,0.0,0.0,11.14,11.14,52592264.0,928353365.44,0.0,1106.68,11.15,6.98,0.5106,70.56,0.137,21.09
2012-06-26,8117109.0,144641164.27,5.69,13.24,3.59,172.98,1.0,114138504.0,6611700.0,6405332.0,117815836.38,0.0,0.0,11600.0,0.22,0.0,0.0,0.0,0.19,9665.0,9741.0,0.0,0.0,0.22,11600.0,0.0,19003.0,9741.0,139.84,0.18,0.0,0.0,11.21,11.21,52361472.0,933044544.94,0.0,1107.64,11.21,7.0,0.504,70.06,0.1376,21.29
2012-06-27,8133570.0,146772548.37,5.71,13.18,3.6,174.29,1.0,115920605.27,6609528.0,6423874.0,119270783.69,0.0,0.0,1264.0,0.48,0.0,0.0,0.0,0.04,18542.0,3436.0,0.0,0.0,0.48,1264.0,0.0,0.0,0.0,140.91,0.0,0.0,0.0,11.19,11.19,52479580.0,947008717.43,0.0,1120.95,11.17,6.95,0.5008,69.83,0.1376,21.56
2012-06-28,7702164.0,136022291.4,5.4,12.61,3.41,166.68,1.0,116565089.56,6440778.0,6600414.0,113745874.79,0.0,0.0,184885.0,3.37,0.0,81400.0,0.0,13.17,149757.0,619553.0,0.0,0.0,3.37,184885.0,1.84,265918.0,54617.0,138.32,1.22,0.0,0.0,10.9,10.9,52637448.0,929591513.58,0.0,1128.25,10.92,8.04,0.4895,68.91,0.1304,21.1
2012-06-29,7714443.0,144277896.9,5.41,12.46,3.42,166.27,1.0,123377692.53,5874306.0,6596923.0,109863086.09,0.0,0.0,67338.0,7.9,0.0,19800.0,0.0,16.91,380140.0,791952.0,0.0,0.0,7.9,67338.0,0.44,158142.0,403431.0,123.95,8.78,0.0,0.0,10.06,10.06,52540928.0,982636671.66,0.0,1123.88,9.93,6.74,0.5546,73.82,0.1321,22.345
2012-07-02,7097724.0,133367595.85,4.98,11.47,3.14,154.0,1.0,113298036.18,6115986.0,6029637.0,114920550.46,8.2,0.0,30599.0,4.94,0.0,0.0,363476.0,1.33,189836.0,61325.0,8.2,0.0,4.94,30599.0,0.0,272406.0,1120598.0,134.37,25.78,0.0,0.0,10.31,10.31,53232856.0,1000255578.42,0.0,1197.81,10.09,11.35,0.4404,64.91,0.1196,22.45
2012-07-03,7235360.0,138073349.74,5.08,11.62,3.2,164.38,1.0,118626528.62,5990369.0,6216302.0,114315018.74,0.0,0.0,38272.0,7.69,0.0,0.0,0.0,3.35,339800.0,163889.0,0.0,0.0,7.69,38272.0,0.0,0.0,153135.0,134.58,0.0,0.0,0.0,10.17,10.17,52926952.0,1010012156.14,0.0,1192.5,10.14,10.62,0.4265,63.76,0.1228,22.8
2012-07-04,7239720.0,138277742.16,5.08,11.85,3.2,165.39,1.0,118881246.79,5995260.0,6224190.0,114508712.56,0.0,0.0,8419.0,0.25,0.0,0.0,0.0,0.06,7888.0,3528.0,0.0,0.0,0.25,8419.0,0.0,0.0,0.0,136.99,0.0,0.0,0.0,10.17,10.17,52962300.0,1011573274.07,0.0,1209.43,10.17,10.72,0.425,63.62,0.1228,22.82
2012-07-05,7223671.0,138213050.89,5.07,12.15,3.2,167.35,1.0,118715589.66,5953766.0,6204641.0,113915509.6,0.0,0.0,42620.0,0.19,0.0,1000.0,0.0,1.91,5616.0,84114.0,0.0,0.0,0.19,42620.0,0.02,0.0,26165.0,136.67,0.54,0.0,0.0,10.12,10.12,52890424.0,1011971179.73,0.0,1210.37,10.15,10.63,0.4301,64.05,0.1228,22.86
2012-07-06,7299816.0,136676159.55,5.12,12.48,3.23,169.77,1.0,113822693.06,6716636.0,6079222.0,125757144.23,0.0,0.0,648450.0,0.21,0.0,0.0,0.0,0.77,8898.0,33580.0,0.0,0.0,0.21,648450.0,0.0,148000.0,134317.0,154.05,3.23,0.0,0.0,11.42,11.42,52078812.0,975083757.99,0.0,1185.41,11.5,10.71,0.4412,64.94,0.1242,22.37
2012-07-09,7184023.0,135470201.07,5.04,12.41,3.18,165.37,1.0,114147685.86,6008482.0,6053284.0,113302847.82,0.0,0.0,35506.0,3.32,0.0,0.0,0.0,28.85,150000.0,1227553.0,0.0,0.0,3.32,35506.0,0.0,483893.0,175938.0,134.36,4.13,0.0,0.0,10.22,10.22,52809944.0,995845048.43,0.0,1183.11,10.2,6.63,0.515,70.97,0.1221,22.53
2012-07-10,7467293.0,138749375.31,5.24,12.86,3.31,169.83,1.0,115417670.39,6257816.0,6211614.0,116276147.3,0.0,0.0,164350.0,0.92,0.0,110000.0,0.0,0.65,135331.0,29411.0,0.0,0.0,0.92,164350.0,2.45,114395.0,87001.0,141.12,1.96,0.0,0.0,10.65,10.65,52515808.0,975793444.01,0.0,1178.7,10.69,7.38,0.4825,68.46,0.1271,22.2
2012-07-11,7844797.0,141889855.46,5.5,13.29,3.47,178.13,1.0,118938826.15,5976634.0,6575882.0,108100150.26,0.0,0.0,46340.0,8.93,0.0,0.0,0.0,7.86,364268.0,347522.0,0.0,0.0,8.93,46340.0,0.0,20000.0,0.0,132.35,0.0,0.0,0.0,10.17,10.17,52774760.0,954543893.05,0.0,1162.24,10.22,6.92,0.5036,70.09,0.1335,21.61
2012-07-12,8104265.0,142445192.96,5.68,15.24,3.59,180.35,1.0,116941658.07,6376361.0,6653269.0,112074564.81,0.0,0.0,297709.0,9.93,0.0,12000.0,0.0,1.83,466222.0,76533.0,0.0,0.0,9.93,297709.0,0.26,178551.0,400835.0,137.41,10.94,0.0,0.0,10.87,10.87,52257520.0,918508034.95,0.0,1120.81,10.92,11.01,0.4326,64.11,0.1382,21.0
2012-07-13,8542477.0,150933944.17,5.99,19.0,3.78,184.77,1.0,123769789.52,6758451.0,7005055.0,119412632.42,0.0,0.0,97164.0,3.75,0.0,0.0,0.0,0.41,351786.0,16858.0,0.0,0.0,3.75,97164.0,0.0,301784.0,0.0,141.99,0.0,0.0,0.0,11.63,11.63,51331984.0,906966305.84,0.0,1078.73,11.63,14.11,0.41,61.74,0.1471,21.11
2012-07-16,8943717.0,158884165.47,6.27,20.38,3.96,190.42,1.0,128704616.44,7245436.0,7244886.0,128714387.13,0.0,0.0,572508.0,2.3,0.0,0.0,0.0,3.09,254278.0,148000.0,0.0,0.0,2.3,572508.0,0.0,62477.0,14447.0,152.85,0.33,0.0,0.0,12.48,12.48,50794212.0,902353684.07,0.0,1072.77,12.47,16.9,0.3787,58.36,0.1541,21.225
2012-07-17,8737397.0,154560740.91,6.13,19.95,3.87,186.81,1.0,126321422.12,7153222.0,7141014.0,126537376.31,0.0,0.0,14971.0,2.18,0.0,100015.0,0.0,2.8,75136.0,132433.0,0.0,0.0,2.18,14971.0,2.22,39683.0,279023.0,151.48,5.84,0.3,0.0,12.36,12.36,50701224.0,896882532.21,14435.0,1072.88,12.37,16.87,0.4086,60.92,0.151,21.135
2012-07-18,8490329.0,150794245.51,5.96,19.42,3.76,182.21,1.0,126964491.83,7057161.0,7148617.0,125340168.61,0.0,0.0,158876.0,1.61,0.0,0.0,0.0,6.93,40219.0,324038.0,0.0,0.0,1.61,158876.0,0.0,69101.0,32616.0,149.12,0.78,0.0,0.0,12.3,12.3,50297056.0,893311273.43,0.0,1062.28,12.31,16.66,0.4273,62.51,0.148,21.22
2012-07-19,8560901.0,156920057.74,6.0,19.88,3.79,183.8,1.0,131545913.78,7689050.0,7176594.0,140939156.99,0.0,0.0,486925.0,4.22,0.0,224300.0,0.0,2.16,202401.0,105213.0,0.0,0.0,4.22,486925.0,4.91,258272.0,398724.0,163.92,8.74,0.0,0.0,13.44,13.44,49518728.0,907671009.98,0.0,1061.3,13.38,17.73,0.4428,63.65,0.1496,21.9
2012-07-20,8852934.0,160272353.95,6.21,20.5,3.92,193.04,1.0,135289721.32,7661988.0,7472973.0,138711624.05,0.0,0.0,39669.0,10.44,0.0,0.0,0.0,1.34,428804.0,70450.0,0.0,0.0,10.44,39669.0,0.0,3719.0,132425.0,167.8,1.86,0.0,0.0,13.4,13.4,49521540.0,896531453.56,0.0,1082.55,13.42,15.96,0.4508,64.74,0.1548,21.63
2012-07-23,8814781.0,155671407.39,6.18,20.74,3.9,194.74,1.0,131427301.22,7771397.0,7441976.0,137244964.84,0.0,0.0,67.0,4.19,0.0,0.0,0.0,3.95,17003.0,159156.0,0.0,0.0,4.19,67.0,0.0,268498.0,48000.0,167.75,1.59,0.0,0.0,13.57,13.57,49490288.0,874011820.05,0.0,1062.77,13.63,14.91,0.4669,66.24,0.1539,21.1
2012-07-24,8864497.0,158292965.07,6.22,21.03,3.92,193.21,1.0,133941375.65,7938198.0,7500794.0,141752081.22,0.0,0.0,41647.0,3.48,0.0,0.0,0.0,0.84,226829.0,38159.0,0.0,0.0,3.48,41647.0,0.0,163313.0,168011.0,168.3,3.8,1.37,0.0,13.82,13.82,49488696.0,883717646.64,63289.0,1049.7,13.82,14.82,0.4801,67.29,0.1544,21.335
2012-07-25,8726841.0,154264447.05,6.12,21.04,3.86,186.13,1.0,133145229.42,8012508.0,7532113.0,141637176.17,0.0,0.0,201499.0,0.4,0.0,0.0,0.0,4.7,199764.0,221523.0,0.0,0.0,0.4,201499.0,0.0,94334.0,168445.0,170.26,3.8,0.0,0.0,13.95,13.95,49423476.0,873659230.95,0.0,1048.33,13.97,16.6,0.4991,68.42,0.1519,21.12
2012-07-26,8585167.0,156933713.38,6.02,20.91,3.8,182.92,1.0,134726900.7,7853659.0,7370328.0,143562014.64,0.0,0.0,48370.0,1.22,0.0,0.0,0.0,4.91,62515.0,245467.0,0.0,0.0,1.22,48370.0,0.0,38248.0,224300.0,166.01,4.73,0.23,0.0,13.67,13.67,49588468.0,906459061.79,10714.0,1054.75,13.6,17.12,0.5225,70.02,0.1495,21.84
2012-07-27,8576085.0,155044975.79,6.02,21.23,3.8,183.99,1.0,133829461.45,7878175.0,7402580.0,142427628.94,0.0,10714.0,39756.0,0.0,0.23,0.0,0.0,0.47,36710.0,49538.0,0.0,10714.0,0.0,39756.0,0.0,34298.0,4458.0,171.91,0.08,0.0,0.0,13.73,13.73,49491004.0,894735945.01,0.0,1075.82,13.78,17.61,0.5156,69.4,0.1495,21.6
2012-07-30,9580114.0,176083183.91,6.72,23.85,4.24,205.96,1.0,141686680.64,8416470.0,7708712.0,154695323.55,0.0,0.0,58305.0,0.66,0.0,400000.0,0.0,2.49,29446.0,114338.0,0.0,0.0,0.66,58305.0,8.77,594328.0,123314.0,182.81,2.92,0.0,0.0,14.67,14.67,48939016.0,899502631.65,0.0,1065.11,14.65,15.49,0.4155,61.59,0.167,21.96
2012-07-31,9351889.0,168052995.28,6.56,23.57,4.14,201.02,1.0,137915355.38,8266775.0,7674776.0,148553548.92,0.0,0.0,3500.0,0.0,0.0,9773.0,0.0,2.99,162.0,153195.0,0.0,0.0,0.0,3500.0,0.22,0.0,43871.0,180.96,0.74,0.0,0.0,14.41,14.41,49087880.0,882106841.28,0.0,1067.54,14.49,15.96,0.4355,63.13,0.1631,21.47
2012-08-01,9238252.0,166242910.71,6.48,24.13,4.09,198.16,1.0,137798567.24,8183616.0,7657577.0,147264671.28,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,2.67,0.0,107278.0,0.0,0.0,0.0,13000.0,0.0,11119.0,17199.0,176.96,0.4,0.0,0.0,14.29,14.29,49066632.0,882957048.83,0.0,1054.55,14.37,15.92,0.4499,64.29,0.1614,21.5
2012-08-02,8346826.0,150341367.69,5.85,22.21,3.69,179.32,1.0,129787183.13,7764918.0,7205675.0,139860156.67,0.0,0.0,37622.0,0.0,0.0,0.0,0.0,10.12,0.0,468000.0,0.0,0.0,0.0,37622.0,0.0,11680.0,451902.0,167.77,9.64,0.0,0.0,13.56,13.56,49483352.0,891284281.88,0.0,1066.95,13.59,17.4,0.5487,71.81,0.1458,21.52
2012-08-03,8343208.0,150834848.58,5.85,22.47,3.69,177.21,1.0,130305820.88,7775605.0,7207675.0,140573290.61,0.0,0.0,16305.0,0.04,0.0,0.0,0.0,0.15,2000.0,5618.0,0.0,0.0,0.04,16305.0,0.0,0.0,0.0,166.26,0.0,0.0,0.0,13.73,13.73,48873876.0,883579036.49,0.0,1046.05,13.71,17.34,0.5493,71.86,0.1473,21.6
2012-08-06,8366368.0,153004172.46,5.87,22.79,3.7,180.64,1.0,131539249.42,7806020.0,7192652.0,142756525.93,0.0,0.0,8183.0,0.0,0.0,0.0,0.0,0.21,0.0,11626.0,0.0,0.0,0.0,8183.0,0.0,33858.0,15023.0,168.9,0.0,0.0,0.0,13.85,13.85,48553532.0,887947193.32,0.0,1049.99,13.86,17.1,0.5479,71.82,0.1484,21.85
2012-08-07,8378872.0,154354916.85,5.88,23.56,3.71,185.0,1.0,132591959.58,7826744.0,7197510.0,144183658.53,0.0,0.0,18907.0,0.12,0.0,0.0,0.0,0.17,4858.0,8183.0,0.0,0.0,0.12,18907.0,0.0,10000.0,0.0,171.5,0.0,0.0,0.0,13.7,13.7,49293260.0,908076534.46,0.0,1078.74,13.72,16.92,0.5487,71.92,0.1467,22.01
2012-08-08,8264977.0,152187576.0,5.8,24.04,3.66,183.2,1.0,131002601.37,7815626.0,7114467.0,143913428.42,0.0,0.0,25458.0,0.02,0.0,0.0,0.0,0.67,898.0,36576.0,0.0,0.0,0.02,25458.0,0.0,0.0,83941.0,172.42,1.57,0.0,0.0,13.89,13.89,48461208.0,892342927.95,0.0,1068.02,13.9,16.2,0.5569,72.65,0.1469,22.0
2012-08-09,8359048.0,153919757.16,5.86,24.67,3.7,186.2,1.0,132734782.53,7805228.0,7208538.0,143721964.31,0.0,0.0,66574.0,2.99,0.0,0.0,0.0,1.95,94969.0,88066.0,0.0,0.0,2.99,66574.0,0.0,11094.0,898.0,172.4,0.02,0.0,0.0,13.87,13.87,48477928.0,892650802.52,0.0,1067.5,13.9,15.92,0.563,73.14,0.1485,22.0
2012-08-10,8398623.0,157214232.21,5.89,25.68,3.72,186.83,1.0,134607892.37,7765823.0,7190958.0,145368818.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,81405.0,0.0,0.0,0.0,0.0,0.0,42000.0,17580.0,171.71,0.42,0.0,0.0,13.92,13.92,48015188.0,898798638.28,0.0,1062.37,13.91,15.71,0.5491,72.21,0.1506,22.365
2012-08-13,8395548.0,155118869.45,5.89,26.64,3.72,189.21,1.0,134862960.77,7713145.0,7299231.0,142510570.17,0.0,0.0,105925.0,0.0,0.0,111348.0,0.0,3.4,0.0,159901.0,0.0,0.0,0.0,105925.0,2.61,1298.0,3075.0,172.35,0.0,0.0,0.0,13.7,13.7,48592040.0,897802300.6,0.0,1080.32,13.76,15.69,0.55,72.27,0.1491,22.075
2012-08-14,8393249.0,155287141.73,5.89,27.85,3.72,187.32,1.0,134600984.49,7776628.0,7275165.0,143878769.04,0.0,0.0,43236.0,0.3,0.0,0.0,0.0,1.72,26607.0,75136.0,0.0,0.0,0.3,43236.0,0.0,95383.0,50673.0,172.45,2.5,0.0,0.0,13.79,13.79,48620348.0,899546155.57,0.0,1074.42,13.83,16.07,0.544,71.77,0.1488,22.105
2012-08-15,7880731.0,146266544.59,5.53,26.66,3.49,176.49,1.0,134729783.09,7354678.0,7259139.0,136502989.08,0.0,0.0,21542.0,1.69,0.0,45000.0,0.0,10.96,50322.0,496492.0,0.0,0.0,1.69,21542.0,1.0,53000.0,111348.0,163.25,2.59,0.0,0.0,13.02,13.02,49113400.0,911545808.52,0.0,1086.89,13.06,16.29,0.5502,72.17,0.1396,22.175
2012-08-16,8287837.0,154203962.38,5.81,28.36,3.67,184.95,1.0,134238342.87,7756278.0,7214766.0,144313745.66,0.0,0.0,966044.0,0.22,0.0,0.0,0.0,14.61,10000.0,659589.0,0.0,0.0,0.22,966044.0,0.0,95145.0,54373.0,171.95,1.69,0.0,0.0,13.52,13.52,49628864.0,923397441.0,0.0,1098.97,13.53,16.34,0.5465,71.9,0.1444,22.23
2012-08-17,8192960.0,153330129.81,5.75,28.46,3.63,184.12,1.0,134196146.73,7632946.0,7170565.0,142849544.13,0.0,0.0,40227.0,0.0,0.0,0.0,0.0,3.5,0.0,163559.0,0.0,0.0,0.0,40227.0,0.0,0.0,44201.0,170.27,0.12,0.0,0.0,13.27,13.27,49894712.0,933772735.13,0.0,1111.37,13.29,16.36,0.5452,71.8,0.1424,22.36
2012-08-20,8215483.0,153167168.4,5.76,29.37,3.64,185.11,1.0,134129356.99,7691918.0,7194345.0,143405968.9,0.0,0.0,1268.0,0.56,0.0,0.0,0.0,0.02,23780.0,1257.0,0.0,0.0,0.56,1268.0,0.0,60229.0,0.0,172.07,0.0,0.03,0.0,13.35,13.35,49911832.0,930542242.88,1268.0,1112.74,13.39,16.32,0.5422,71.61,0.1426,22.275
2012-08-21,8301194.0,155320974.72,5.82,30.54,3.67,185.66,1.0,134537994.68,7785550.0,7190439.0,145672925.46,0.0,0.0,86646.0,0.0,0.0,0.0,0.0,0.0,2778.0,0.0,0.0,0.0,0.0,86646.0,0.0,6986.0,6684.0,172.98,0.24,0.0,0.0,13.51,13.51,49832488.0,932399677.57,0.0,1106.58,13.52,16.29,0.5405,71.49,0.1441,22.355
2012-08-22,8314320.0,153304923.34,5.83,32.52,3.68,187.07,1.0,132735933.82,7795597.0,7198784.0,143740366.07,0.0,0.0,17304.0,1.14,0.0,0.0,0.0,0.15,12893.0,7257.0,0.0,0.0,1.14,17304.0,0.0,0.0,4548.0,173.96,0.0,0.0,0.0,13.54,13.54,49771652.0,917722591.17,0.0,1105.49,13.6,16.22,0.542,71.61,0.1444,22.03
2012-08-23,8286807.0,151133007.27,5.81,34.8,3.67,184.04,1.0,131481137.0,7773196.0,7209271.0,141765880.1,0.0,0.0,20147.0,0.0,0.0,0.0,0.0,0.96,14068.0,42548.0,0.0,0.0,0.0,20147.0,0.0,0.0,3581.0,171.0,0.59,0.0,0.0,13.49,13.49,49867724.0,909476845.99,0.0,1091.66,13.54,16.15,0.5485,72.08,0.1438,21.79
2012-08-24,8236855.0,149084470.29,5.78,37.76,3.65,181.73,1.0,129674097.98,7729663.0,7164440.0,139904455.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,43533.0,0.0,0.0,0.0,0.0,0.0,0.0,44831.0,169.26,1.95,0.0,0.0,13.41,13.41,49916656.0,903475685.59,0.0,1087.29,13.47,16.27,0.5482,72.04,0.1429,21.625
2012-08-27,8293999.0,151576559.27,5.82,38.99,3.67,181.64,1.0,129718354.19,7672552.0,7097957.0,140219336.05,0.0,0.0,2703.0,0.0,0.0,0.0,0.0,1.39,0.0,59814.0,0.0,0.0,0.0,2703.0,0.0,0.0,66483.0,166.57,2.62,0.0,0.0,13.31,13.31,49960648.0,913053295.88,0.0,1083.64,13.32,16.08,0.5318,70.9,0.1439,21.835
